actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
423,PT04M18.00S,2024-03-20T01:10:13.5Z,3,REGULAR,3pt,Jump Shot,[],1630529,9.937582128777924,3.9215686274509802,1610612740,62,83,2024-03-20T01:10:27Z,4200000,False,230.0,41.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
424,PT04M16.00S,2024-03-20T01:10:15.5Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,62,83,2024-03-20T01:10:27Z,4210000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,423.0,2.0,2.0,0.0,,,,,,,,,,,,,,
425,PT04M16.00S,2024-03-20T01:10:25.3Z,3,REGULAR,foul,personal,[],1630631,,,1610612751,62,83,2024-03-20T01:13:12Z,4220000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1629661]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,2.0,0.0,Johnson,1629661.0,,,
427,PT04M16.00S,2024-03-20T01:10:35.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,62,83,2024-03-20T01:10:52Z,4240000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,1628159.0,,,,,,,,,,,
428,PT03M54.00S,2024-03-20T01:10:58.9Z,3,REGULAR,3pt,Jump Shot,[],1628969,95.48291721419186,95.83333333333334,1610612751,62,83,2024-03-20T01:11:03Z,4250000,False,229.0,-10.0,1,right,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
429,PT03M51.00S,2024-03-20T01:11:01.9Z,3,REGULAR,rebound,offensive,[],1630592,,,1610612751,62,83,2024-03-20T01:11:03Z,4260000,False,,,0,,J. Wilson REBOUND (Off:1 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,,,428.0,2.0,1.0,1.0,,,,,,,,,,,,,,
430,PT03M48.00S,2024-03-20T01:11:04.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,93.38042049934296,39.705882352941174,1610612751,64,83,2024-03-20T01:11:08Z,4270000,False,-51.0,10.0,1,right,J. Wilson putback Layup (2 PTS),[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,,,,,,,,2.0,,,,,,,,,,
431,PT03M34.00S,2024-03-20T01:11:18.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.806176084099869,48.529411764705884,1610612740,64,83,2024-03-20T01:11:23Z,4280000,False,7.0,40.0,1,left,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,4.04,Missed,,,,,,,,,,,,,,,,,,
432,PT03M29.00S,2024-03-20T01:11:22.6Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,64,83,2024-03-20T01:11:22Z,4290000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,431.0,9.0,6.0,3.0,,,,,,,,,,,,,,
433,PT03M21.00S,2024-03-20T01:11:31.1Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612751,64,83,2024-03-20T01:11:47Z,4300000,False,,,0,,D. Schroder bad pass TURNOVER (4 TO),"[203471, 1630530]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Murphy III,1630530.0
434,PT03M21.00S,2024-03-20T01:11:31.1Z,3,REGULAR,steal,,[],1630530,,,1610612740,64,83,2024-03-20T01:11:33Z,4310000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
435,PT03M12.00S,2024-03-20T01:11:42.4Z,3,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,64,83,2024-03-20T01:12:09Z,4320000,False,,,0,,B. Ingram lost ball out-of-bounds TURNOVER (2 TO),[1627742],1610612740.0,NOP,lost ball,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1628159.0,,,,,,,,,2.0,,
436,PT03M12.00S,2024-03-20T01:11:46.0Z,3,REGULAR,substitution,out,[],1630529,,,1610612751,64,83,2024-03-20T01:12:00Z,4330000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M12.00S,2024-03-20T01:11:46.0Z,3,REGULAR,substitution,out,[],1627742,,,1610612751,64,83,2024-03-20T01:12:00Z,4340000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M12.00S,2024-03-20T01:11:46.0Z,3,REGULAR,substitution,in,[],1630230,,,1610612751,64,83,2024-03-20T01:12:00Z,4350000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M12.00S,2024-03-20T01:11:46.0Z,3,REGULAR,substitution,in,[],1629627,,,1610612751,64,83,2024-03-20T01:12:00Z,4360000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M52.00S,2024-03-20T01:12:23.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203471,76.03482260183968,87.99019607843137,1610612751,64,83,2024-03-20T01:12:31Z,4370000,False,190.0,173.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
441,PT02M50.00S,2024-03-20T01:12:25.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,64,83,2024-03-20T01:12:31Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,440.0,,,,,,,,,,,,,,,,,
442,PT02M50.00S,2024-03-20T01:12:31.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612751,64,83,2024-03-20T01:12:40Z,4390000,False,,,0,,T. Murphy III loose ball personal FOUL (1 PF) (Schroder 2 FT),"[1630530, 203471]",1610612740.0,NOP,loose ball,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,201638.0,,,,,1.0,0.0,Schroder,203471.0,,,
444,PT02M50.00S,2024-03-20T01:13:01.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203471,,,1610612751,65,83,2024-03-20T01:13:01Z,4410000,False,,,0,,D. Schroder Free Throw 1 of 2 (11 PTS),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
445,PT02M50.00S,2024-03-20T01:13:01.9Z,3,REGULAR,substitution,out,[],1628969,,,1610612751,65,83,2024-03-20T01:13:10Z,4420000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M50.00S,2024-03-20T01:13:01.9Z,3,REGULAR,substitution,out,[],1630592,,,1610612751,65,83,2024-03-20T01:13:10Z,4430000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M50.00S,2024-03-20T01:13:01.9Z,3,REGULAR,substitution,in,[],1627827,,,1610612751,65,83,2024-03-20T01:13:10Z,4440000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M50.00S,2024-03-20T01:13:01.9Z,3,REGULAR,substitution,in,[],1630560,,,1610612751,65,83,2024-03-20T01:13:10Z,4450000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M50.00S,2024-03-20T01:13:26.0Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203471,,,1610612751,66,83,2024-03-20T01:13:26Z,4460000,False,,,0,,D. Schroder Free Throw 2 of 2 (12 PTS),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
450,PT02M39.00S,2024-03-20T01:13:40.3Z,3,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,66,83,2024-03-20T01:13:46Z,4470000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (2 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,,,,201638.0,,,,,,,,,2.0,,
451,PT02M17.00S,2024-03-20T01:14:08.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,95.6143232588699,96.07843137254902,1610612751,66,83,2024-03-20T01:14:14Z,4480000,False,230.0,-11.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
452,PT02M12.00S,2024-03-20T01:14:13.0Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,66,83,2024-03-20T01:14:14Z,4490000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,451.0,6.0,5.0,1.0,,,,,,,,,,,,,,
453,PT02M05.00S,2024-03-20T01:14:20.5Z,3,REGULAR,turnover,lost ball,[],202685,,,1610612740,66,83,2024-03-20T01:18:16Z,4500000,False,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 1627827]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0
454,PT02M05.00S,2024-03-20T01:14:20.5Z,3,REGULAR,steal,,[],1627827,,,1610612751,66,83,2024-03-20T01:14:23Z,4510000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
455,PT02M00.00S,2024-03-20T01:14:25.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630560,92.59198423127464,50.245098039215684,1610612751,66,83,2024-03-20T01:14:28Z,4520000,False,1.0,17.0,1,right,MISS C. Thomas running Layup,[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
456,PT01M58.00S,2024-03-20T01:14:27.0Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,66,83,2024-03-20T01:14:27Z,4530000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,455.0,2.0,1.0,1.0,,,,,,,,,,,,,,
457,PT01M54.00S,2024-03-20T01:14:37.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,66,83,2024-03-20T01:14:41Z,4540000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M54.00S,2024-03-20T01:14:42.8Z,3,REGULAR,substitution,out,[],203471,,,1610612740,66,83,2024-03-20T01:15:52Z,4550000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M54.00S,2024-03-20T01:14:42.8Z,3,REGULAR,substitution,in,[],1629022,,,1610612740,66,83,2024-03-20T01:15:52Z,4560000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M40.00S,2024-03-20T01:16:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,31.09395532194481,72.54901960784314,1610612740,66,83,2024-03-20T01:16:49Z,4570000,False,-113.0,240.0,1,left,MISS T. Murphy III 26' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
461,PT01M37.00S,2024-03-20T01:16:22.3Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,66,83,2024-03-20T01:16:25Z,4580000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,460.0,6.0,5.0,1.0,,,,,,,,,,,,,,
462,PT01M29.00S,2024-03-20T01:16:30.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629627,7.046649145860711,47.30392156862745,1610612740,66,83,2024-03-20T01:16:39Z,4590000,False,13.0,14.0,1,left,MISS Z. Williamson driving DUNK - blocked,"[1629627, 1630549]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,Sharpe,1630549.0,,,,,,,,,,,,
469,PT01M29.00S,2024-03-20T01:16:30.1Z,3,REGULAR,block,,[],1630549,,,1610612740,66,83,2024-03-20T01:17:12Z,4595000,False,,,0,,D. Sharpe BLOCK (2 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT01M25.00S,2024-03-20T01:16:34.1Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,66,83,2024-03-20T01:16:39Z,4600000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,462.0,7.0,5.0,2.0,,,,,,,,,,,,,,
464,PT01M25.00S,2024-03-20T01:16:33.9Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202685,5.590000152587891,50.0,1610612740,66,85,2024-03-20T01:17:43Z,4610000,False,0.0,0.0,1,left,J. Valanciunas putback DUNK (8 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,8.0,,,,,,,,,,
465,PT01M10.00S,2024-03-20T01:16:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629661,94.43166885676742,97.05882352941177,1610612751,69,85,2024-03-20T01:16:53Z,4620000,False,235.0,0.0,1,right,C. Johnson 3PT  (6 PTS) (D. Sharpe 2 AST),"[1629661, 1630549]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,23.53,Made,,,,,,,,6.0,D. Sharpe,1630549.0,2.0,,,,,,,
467,PT00M56.90S,2024-03-20T01:17:02.4Z,3,REGULAR,3pt,Jump Shot,[],1630530,31.225361366622867,62.745098039215684,1610612740,69,85,2024-03-20T01:17:07Z,4640000,False,-64.0,241.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
468,PT00M54.10S,2024-03-20T01:17:05.2Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612751,69,85,2024-03-20T01:17:07Z,4650000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,467.0,1.0,1.0,0.0,,,,,,,,,,,,,,
471,PT00M33.60S,2024-03-20T01:17:51.0Z,3,REGULAR,2pt,Jump Shot,[],1629661,81.8166885676741,21.813725490196077,1610612751,69,85,2024-03-20T01:18:14Z,4670000,False,-141.0,118.0,1,right,MISS C. Johnson 18' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,18.4,Missed,,,,,,,,,,,,,,,,,,
472,PT00M30.80S,2024-03-20T01:17:53.8Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,69,85,2024-03-20T01:17:56Z,4680000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,471.0,6.0,4.0,2.0,,,,,,,,,,,,,,
473,PT00M23.50S,2024-03-20T01:18:01.2Z,3,REGULAR,3pt,Jump Shot,[],1630230,10.200394218134035,2.696078431372549,1610612740,69,85,2024-03-20T01:18:05Z,4690000,False,237.0,43.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
474,PT00M19.70S,2024-03-20T01:18:05.0Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,69,85,2024-03-20T01:18:05Z,4700000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:7),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,473.0,10.0,7.0,3.0,,,,,,,,,,,,,,
475,PT00M04.10S,2024-03-20T01:18:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629022,70.51576872536137,22.54901960784314,1610612751,69,85,2024-03-20T01:18:25Z,4710000,False,-137.0,225.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
476,PT00M00.90S,2024-03-20T01:18:23.8Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,69,85,2024-03-20T01:18:23Z,4720000,False,,,0,,N. Marshall REBOUND (Off:0 Def:5),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,475.0,5.0,5.0,0.0,,,,,,,,,,,,,,
477,PT00M00.00S,2024-03-20T01:18:25.8Z,3,REGULAR,3pt,Jump Shot,[],1630230,67.43183311432327,83.28737745098039,1610612740,69,85,2024-03-20T01:20:02Z,4730000,False,-166.0,581.0,1,left,MISS N. Marshall 60' pullup 3PT,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,60.47,Missed,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2024-03-20T01:18:25.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,69,85,2024-03-20T01:18:38Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,477.0,,,,,,,,,,,,,,,,,
479,PT00M00.00S,2024-03-20T01:18:33.2Z,3,REGULAR,period,end,[],0,,,1610612740,69,85,2024-03-20T01:18:33Z,4750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-03-20T01:20:29.3Z,4,REGULAR,substitution,out,['startperiod'],1630549,,,1610612740,69,85,2024-03-20T01:20:49Z,4760000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-03-20T01:20:29.3Z,4,REGULAR,substitution,out,['startperiod'],202685,,,1610612740,69,85,2024-03-20T01:20:49Z,4780000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2024-03-20T01:20:29.3Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612740,69,85,2024-03-20T01:20:49Z,4800000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2024-03-20T01:20:29.3Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,69,85,2024-03-20T01:20:49Z,4810000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2024-03-20T01:21:08.2Z,4,REGULAR,period,start,[],0,,,1610612740,69,85,2024-03-20T01:21:08Z,4820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M36.00S,2024-03-20T01:21:31.1Z,4,REGULAR,2pt,Jump Shot,[],1630529,7.966491458607096,31.862745098039213,1610612740,69,85,2024-03-20T01:21:37Z,4830000,False,91.0,22.0,1,left,MISS H. Jones 9' driving bank Shot,[1630529],1610612740.0,NOP,driving bank,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,9.34,Missed,,,,,,,,,,,,,,,,,,
488,PT11M33.00S,2024-03-20T01:21:34.1Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,69,85,2024-03-20T01:21:37Z,4840000,False,,,0,,C. Thomas REBOUND (Off:1 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,487.0,3.0,2.0,1.0,,,,,,,,,,,,,,
489,PT11M21.00S,2024-03-20T01:21:45.6Z,4,REGULAR,foul,personal,['3freethrow'],1629627,,,1610612751,69,85,2024-03-20T01:22:05Z,4850000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (Thomas 3 FT),"[1629627, 1630560]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1628159.0,,,,,3.0,0.0,Thomas,1630560.0,,,
491,PT11M21.00S,2024-03-20T01:22:26.1Z,4,REGULAR,freethrow,1 of 3,[],1630560,,,1610612751,70,85,2024-03-20T01:22:26Z,4870000,False,,,0,,C. Thomas Free Throw 1 of 3 (23 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,23.0,,,,,,,,,,
492,PT11M21.00S,2024-03-20T01:22:41.2Z,4,REGULAR,freethrow,2 of 3,[],1630560,,,1610612751,71,85,2024-03-20T01:22:41Z,4880000,False,,,0,,C. Thomas Free Throw 2 of 3 (24 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,24.0,,,,,,,,,,
493,PT11M21.00S,2024-03-20T01:22:59.3Z,4,REGULAR,freethrow,3 of 3,[],1630560,,,1610612751,72,85,2024-03-20T01:22:59Z,4890000,False,,,0,,C. Thomas Free Throw 3 of 3 (25 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,25.0,,,,,,,,,,
494,PT11M08.00S,2024-03-20T01:23:17.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.1268068331143235,51.71568627450981,1610612740,72,87,2024-03-20T01:23:20Z,4900000,False,-9.0,5.0,1,left,Z. Williamson Layup (18 PTS) (N. Marshall 1 AST),"[1629627, 1630230]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,18.0,N. Marshall,1630230.0,1.0,,,,,,,
496,PT10M55.00S,2024-03-20T01:23:31.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.51182654402102,49.01960784313725,1610612751,74,87,2024-03-20T01:23:35Z,4920000,False,-5.0,8.0,1,right,C. Johnson driving Layup (8 PTS),[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,8.0,,,,,,,,,,
497,PT10M55.00S,2024-03-20T01:23:34.2Z,4,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612751,74,87,2024-03-20T01:23:44Z,4930000,False,,,0,,H. Jones shooting personal FOUL (3 PF) (Johnson 1 FT),"[1630529, 1629661]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,3.0,0.0,Johnson,1629661.0,,,
499,PT10M55.00S,2024-03-20T01:24:04.4Z,4,REGULAR,freethrow,1 of 1,[],1629661,,,1610612751,74,87,2024-03-20T01:24:07Z,4950000,False,,,0,,MISS C. Johnson Free Throw 1 of 1,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT10M52.00S,2024-03-20T01:24:07.4Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,74,87,2024-03-20T01:24:07Z,4960000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,499.0,7.0,6.0,1.0,,,,,,,,,,,,,,
501,PT10M33.00S,2024-03-20T01:24:24.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.389618922470433,53.18627450980392,1610612740,74,89,2024-03-20T01:24:48Z,4970000,False,-16.0,8.0,1,left,Z. Williamson driving Layup (20 PTS) (N. Marshall 2 AST),"[1629627, 1630230]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,20.0,N. Marshall,1630230.0,2.0,,,,,,,
503,PT10M25.00S,2024-03-20T01:24:32.9Z,4,REGULAR,turnover,lost ball,[],1630560,,,1610612751,74,89,2024-03-20T01:24:37Z,4990000,False,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 1630230]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0
504,PT10M25.00S,2024-03-20T01:24:32.9Z,4,REGULAR,steal,,[],1630230,,,1610612740,74,89,2024-03-20T01:24:34Z,5000000,False,,,0,,N. Marshall STEAL (3 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
