actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
241,PT05M56.00S,2023-11-12T20:49:37.1Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,39,33,2023-11-12T20:49:39Z,2370000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M36.00S,2023-11-12T20:50:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630166,68.41327201051249,64.4607843137255,1610612764,39,33,2023-11-12T20:50:13Z,2380000,False,72.0,244.0,1,right,MISS D. Avdija 25' step back 3PT,[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,,,,,,,
243,PT05M35.00S,2023-11-12T20:50:09.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,39,33,2023-11-12T20:50:13Z,2390000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,242.0,,,,,,,,,,,,,,,,,
246,PT05M19.00S,2023-11-12T20:50:35.2Z,2,REGULAR,3pt,Jump Shot,[],1628969,4.5499342969776615,96.32352941176471,1610612751,42,33,2023-11-12T20:50:41Z,2410000,False,-232.0,-10.0,1,left,M. Bridges 3PT step back (15 PTS),[1628969],1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,,,,,,,,,,,15.0,,,
247,PT05M07.00S,2023-11-12T20:50:49.2Z,2,REGULAR,foul,personal,[],1627827,,,1610612764,42,33,2023-11-12T20:51:04Z,2420000,False,,,0,,D. Finney-Smith personal FOUL (3 PF),"[1627827, 1628398]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627524.0,3.0,0.0,Kuzma,1628398.0,,,,
249,PT05M07.00S,2023-11-12T20:51:01.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612764,42,33,2023-11-12T20:51:05Z,2440000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M07.00S,2023-11-12T20:51:01.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,42,33,2023-11-12T20:51:05Z,2450000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M58.00S,2023-11-12T20:51:22.4Z,2,REGULAR,3pt,Jump Shot,[],1641731,73.66951379763469,82.59803921568627,1610612764,42,33,2023-11-12T20:51:26Z,2460000,False,163.0,195.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
252,PT04M55.00S,2023-11-12T20:51:25.4Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,42,33,2023-11-12T20:51:26Z,2470000,False,,,0,,M. Bridges REBOUND (Off:2 Def:5),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,251.0,7.0,5.0,2.0,,,,,,,,,,,,,,
253,PT04M47.00S,2023-11-12T20:51:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.469776609724048,51.470588235294116,1610612751,44,33,2023-11-12T20:51:39Z,2480000,False,-7.0,-1.0,1,left,D. Sharpe Layup (6 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,,,,,,6.0,,,
255,PT04M31.00S,2023-11-12T20:51:49.1Z,2,REGULAR,3pt,Jump Shot,[],1630557,68.9388961892247,75.0,1610612764,44,33,2023-11-12T20:51:53Z,2500000,False,125.0,239.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
256,PT04M28.00S,2023-11-12T20:51:52.1Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,44,33,2023-11-12T20:51:53Z,2510000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,255.0,8.0,4.0,4.0,,,,,,,,,,,,,,
257,PT04M09.00S,2023-11-12T20:52:11.5Z,2,REGULAR,2pt,Jump Shot,[],1629661,23.603810775295663,29.411764705882355,1610612751,44,33,2023-11-12T20:52:18Z,2520000,False,103.0,169.0,1,left,MISS C. Johnson 19' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,19.82,Missed,,,,,,,,,,,,,,,,,,
258,PT04M08.00S,2023-11-12T20:52:12.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,44,33,2023-11-12T20:52:18Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,257.0,,,,,,,,,,,,,,,,,
259,PT04M08.00S,2023-11-12T20:52:16.5Z,2,REGULAR,foul,personal,[],1628398,,,1610612751,44,33,2023-11-12T20:52:36Z,2540000,False,,,0,,K. Kuzma loose ball personal FOUL (1 PF),"[1628398, 1630549]",1610612764.0,WAS,loose ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Sharpe,1630549.0,,,,
261,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,out,[],203915,,,1610612751,44,33,2023-11-12T20:52:32Z,2560000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,out,[],1627827,,,1610612751,44,33,2023-11-12T20:52:32Z,2570000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612751,44,33,2023-11-12T20:52:32Z,2580000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,in,[],1626220,,,1610612751,44,33,2023-11-12T20:52:32Z,2590000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,in,[],1628372,,,1610612751,44,33,2023-11-12T20:52:32Z,2600000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M08.00S,2023-11-12T20:52:23.1Z,2,REGULAR,substitution,in,[],1629655,,,1610612751,44,33,2023-11-12T20:52:32Z,2610000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M03.00S,2023-11-12T20:52:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,31.225361366622867,67.15686274509804,1610612751,44,33,2023-11-12T20:52:50Z,2620000,False,-86.0,241.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
268,PT04M00.00S,2023-11-12T20:52:49.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,44,33,2023-11-12T20:52:50Z,2630000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,267.0,5.0,5.0,0.0,,,,,,,,,,,,,,
269,PT03M50.00S,2023-11-12T20:52:59.9Z,2,REGULAR,3pt,Jump Shot,[],1630166,68.67608409986859,71.07843137254902,1610612764,44,33,2023-11-12T20:53:07Z,2640000,False,105.0,242.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
270,PT03M44.00S,2023-11-12T20:53:05.9Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,44,33,2023-11-12T20:53:07Z,2650000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,269.0,1.0,1.0,0.0,,,,,,,,,,,,,,
271,PT03M38.00S,2023-11-12T20:53:10.9Z,2,REGULAR,3pt,Jump Shot,[],1630549,31.35676741130092,49.50980392156863,1610612751,44,33,2023-11-12T20:53:22Z,2660000,False,2.0,242.0,1,left,MISS D. Sharpe 24' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,24.23,Missed,,,,,,,,,,,,,,,,,,
272,PT03M33.00S,2023-11-12T20:53:15.9Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,44,33,2023-11-12T21:01:13Z,2670000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,,
273,PT03M29.00S,2023-11-12T20:53:20.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,92.32917214191852,49.754901960784316,1610612764,44,35,2023-11-12T20:53:26Z,2680000,False,-1.0,20.0,1,right,D. Gafford running DUNK (3 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,running,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,,,,,,,3.0,K. Kuzma,1628398.0,1.0
275,PT03M28.00S,2023-11-12T20:53:25.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,44,35,2023-11-12T20:53:25Z,2700000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M28.00S,2023-11-12T20:53:26.3Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,44,35,2023-11-12T20:56:09Z,2710000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M28.00S,2023-11-12T20:53:26.3Z,2,REGULAR,substitution,out,[],1641731,,,1610612751,44,35,2023-11-12T20:56:09Z,2720000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M28.00S,2023-11-12T20:53:26.3Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,44,35,2023-11-12T20:56:09Z,2730000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M28.00S,2023-11-12T20:53:26.3Z,2,REGULAR,substitution,in,[],1626145,,,1610612751,44,35,2023-11-12T20:56:09Z,2740000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M17.00S,2023-11-12T20:56:35.3Z,2,REGULAR,3pt,Jump Shot,[],1626220,25.706307490144546,80.63725490196079,1610612751,47,35,2023-11-12T20:56:39Z,2750000,False,-153.0,189.0,1,left,R. O'Neale 24' 3PT  (9 PTS) (D. Smith Jr. 4 AST),"[1626220, 1628372]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.34,Made,,,,,,,,,,,,,,,9.0,D. Smith Jr.,1628372.0,4.0
282,PT02M54.00S,2023-11-12T20:56:59.2Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612764,47,35,2023-11-12T20:57:14Z,2770000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629651, 1628398]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Kuzma,1628398.0,,,,
284,PT02M54.00S,2023-11-12T20:57:34.0Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,47,35,2023-11-12T20:57:34Z,2790000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
285,PT02M54.00S,2023-11-12T20:57:34.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,47,35,2023-11-12T20:57:34Z,2800000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,
286,PT02M54.00S,2023-11-12T20:57:48.9Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,47,36,2023-11-12T20:57:48Z,2810000,False,,,0,,K. Kuzma Free Throw 2 of 2 (3 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
287,PT02M37.00S,2023-11-12T20:58:07.9Z,2,REGULAR,3pt,Jump Shot,[],1628969,20.97568988173456,7.352941176470589,1610612751,47,36,2023-11-12T20:58:14Z,2820000,False,213.0,145.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
288,PT02M32.00S,2023-11-12T20:58:12.9Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612751,47,36,2023-11-12T20:58:14Z,2830000,False,,,0,,M. Bridges REBOUND (Off:3 Def:5),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,287.0,8.0,5.0,3.0,,,,,,,,,,,,,,
289,PT02M32.00S,2023-11-12T20:58:12.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,9.017739816031538,39.705882352941174,1610612751,47,36,2023-11-12T20:58:18Z,2840000,False,51.0,32.0,1,left,MISS M. Bridges 6' driving floating bank Shot,[1628969],1610612751.0,BKN,driving floating bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
290,PT02M32.00S,2023-11-12T20:58:12.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,47,36,2023-11-12T20:58:18Z,2850000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,289.0,5.0,3.0,2.0,,,,,,,,,,,,,,
291,PT02M25.00S,2023-11-12T20:58:19.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,96.00854139290408,96.07843137254902,1610612764,47,36,2023-11-12T20:58:28Z,2860000,False,230.0,-15.0,1,right,MISS D. Avdija running 3PT,[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
292,PT02M22.00S,2023-11-12T20:58:22.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,47,36,2023-11-12T20:58:28Z,2870000,False,,,0,,N. Claxton REBOUND (Off:3 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,291.0,7.0,4.0,3.0,,,,,,,,,,,,,,
293,PT02M13.00S,2023-11-12T20:58:31.4Z,2,REGULAR,turnover,bad pass,[],1628372,,,1610612751,47,36,2023-11-12T20:58:35Z,2880000,False,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1629655]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,1.0,Gafford,1629655.0,,,,,,,,,
294,PT02M13.00S,2023-11-12T20:58:31.4Z,2,REGULAR,steal,,[],1629655,,,1610612764,47,36,2023-11-12T20:58:33Z,2890000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
295,PT02M06.00S,2023-11-12T20:58:38.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,71.43561103810775,75.24509803921569,1610612764,47,39,2023-11-12T20:58:44Z,2900000,False,126.0,216.0,1,right,J. Poole 25' 3PT  (7 PTS) (K. Kuzma 2 AST),"[1629673, 1628398]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,,,,,,,,,,,,,7.0,K. Kuzma,1628398.0,2.0
297,PT01M50.00S,2023-11-12T20:58:53.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,32.40801576872536,39.950980392156865,1610612751,47,39,2023-11-12T20:58:59Z,2920000,False,50.0,252.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
298,PT01M46.00S,2023-11-12T20:58:57.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,47,39,2023-11-12T20:58:59Z,2930000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,297.0,6.0,6.0,0.0,,,,,,,,,,,,,,
299,PT01M30.00S,2023-11-12T20:59:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,90.09526938239159,40.19607843137255,1610612764,47,39,2023-11-12T20:59:18Z,2940000,False,-49.0,41.0,1,right,MISS K. Kuzma 6' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
300,PT01M28.00S,2023-11-12T20:59:16.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,47,39,2023-11-12T20:59:18Z,2950000,False,,,0,,N. Claxton REBOUND (Off:3 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,299.0,8.0,5.0,3.0,,,,,,,,,,,,,,
301,PT01M26.00S,2023-11-12T20:59:21.7Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612751,47,39,2023-11-12T20:59:33Z,2960000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629673, 1629661]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Johnson,1629661.0,,,,
303,PT01M26.00S,2023-11-12T20:59:46.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629661,,,1610612751,48,39,2023-11-12T20:59:46Z,2980000,False,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
304,PT01M26.00S,2023-11-12T20:59:46.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,48,39,2023-11-12T20:59:52Z,2990000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M26.00S,2023-11-12T20:59:46.5Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,48,39,2023-11-12T20:59:52Z,3000000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M26.00S,2023-11-12T21:00:05.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629661,,,1610612751,49,39,2023-11-12T21:00:05Z,3010000,False,,,0,,C. Johnson Free Throw 2 of 2 (2 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
307,PT01M16.00S,2023-11-12T21:00:18.3Z,2,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,49,39,2023-11-12T21:01:05Z,3020000,False,,,0,,D. Gafford bad pass out-of-bounds TURNOVER (1 TO),[1629655],1610612764.0,WAS,bad pass,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,202058.0,,,,,,,,
308,PT01M07.00S,2023-11-12T21:00:33.1Z,2,REGULAR,turnover,bad pass,[],1629661,,,1610612751,49,39,2023-11-12T21:00:38Z,3030000,False,,,0,,C. Johnson bad pass TURNOVER (2 TO),"[1629661, 1630166]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,Avdija,1630166.0,,,,,,,,,
309,PT01M07.00S,2023-11-12T21:00:33.1Z,2,REGULAR,steal,,[],1630166,,,1610612764,49,39,2023-11-12T21:00:35Z,3040000,False,,,0,,D. Avdija STEAL (2 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
310,PT01M04.00S,2023-11-12T21:00:36.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,93.38042049934296,51.470588235294116,1610612764,49,41,2023-11-12T21:00:41Z,3050000,False,7.0,10.0,1,right,D. Avdija running DUNK (10 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,,,,,10.0,,,
312,PT00M37.20S,2023-11-12T21:01:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,8.886333771353483,48.28431372549019,1610612751,49,41,2023-11-12T21:01:26Z,3070000,False,9.0,31.0,1,left,MISS M. Bridges driving floating bank Shot,[1628969],1610612751.0,BKN,driving floating bank,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
313,PT00M37.00S,2023-11-12T21:01:17.9Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,49,41,2023-11-12T21:02:23Z,3080000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,312.0,9.0,4.0,5.0,,,,,,,,,,,,,,
314,PT00M37.00S,2023-11-12T21:01:23.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,49,41,2023-11-12T21:01:51Z,3090000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1627524.0,,,,,,,,
315,PT00M37.00S,2023-11-12T21:01:29.1Z,2,REGULAR,substitution,out,[],1630549,,,1610612764,49,41,2023-11-12T21:01:49Z,3100000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M37.00S,2023-11-12T21:01:29.1Z,2,REGULAR,substitution,out,[],1629655,,,1610612764,49,41,2023-11-12T21:01:49Z,3110000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M37.00S,2023-11-12T21:01:29.1Z,2,REGULAR,substitution,in,[],1629651,,,1610612764,49,41,2023-11-12T21:01:49Z,3120000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M37.00S,2023-11-12T21:01:29.1Z,2,REGULAR,substitution,in,[],201568,,,1610612764,49,41,2023-11-12T21:01:49Z,3130000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M32.80S,2023-11-12T21:02:04.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,81.2910643889619,78.18627450980392,1610612764,49,41,2023-11-12T21:02:15Z,3140000,False,141.0,123.0,1,right,MISS J. Poole 18' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,18.73,Missed,,,,,,,,,,,,,,,,,,
320,PT00M30.60S,2023-11-12T21:02:09.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,49,41,2023-11-12T21:02:09Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,319.0,,,,,,,,,,,,,,,,,
322,PT00M11.90S,2023-11-12T21:02:34.4Z,2,REGULAR,2pt,Jump Shot,[],1626220,16.113666228646515,30.14705882352941,1610612751,49,41,2023-11-12T21:02:39Z,3170000,False,99.0,99.0,1,left,MISS R. O'Neale 14' driving floating Shot,[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,14.02,Missed,,,,,,,,,,,,,,,,,,
323,PT00M08.30S,2023-11-12T21:02:38.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,49,41,2023-11-12T21:02:38Z,3180000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,
324,PT00M00.80S,2023-11-12T21:02:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,89.17542706964521,59.068627450980394,1610612764,49,41,2023-11-12T21:04:27Z,3190000,False,45.0,49.0,1,right,MISS K. Kuzma 6' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
