actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
605,PT05M26.00S,2024-02-11T01:08:09.0Z,4,REGULAR,2pt,Jump Shot,[],1630560,75.64060446780552,50.98039215686274,1610612751,109,86,2024-02-11T01:08:15Z,5830000,False,5.0,176.0,1,right,MISS C. Thomas 17' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,17.66,Missed,,,,,,,,,,,,,,,,,,
606,PT05M23.00S,2024-02-11T01:08:12.0Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,109,86,2024-02-11T01:08:15Z,5840000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,605.0,4.0,4.0,0.0,,,,,,,,,,,,,
607,PT05M14.00S,2024-02-11T01:08:21.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.469776609724048,52.69607843137255,1610612759,109,86,2024-02-11T01:11:16Z,5850000,False,-13.0,-1.0,1,left,MISS J. Sochan cutting Layup,[1631110],1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
608,PT05M12.00S,2024-02-11T01:08:23.5Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,109,86,2024-02-11T01:08:24Z,5860000,False,,,0,,N. Claxton REBOUND (Off:3 Def:8),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,607.0,11.0,8.0,3.0,,,,,,,,,,,,,
609,PT05M01.00S,2024-02-11T01:08:37.7Z,4,REGULAR,foul,personal,[],1641705,,,1610612751,109,86,2024-02-11T01:08:59Z,5870000,False,,,0,,V. Wembanyama personal FOUL (2 PF),"[1641705, 203471]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,1662.0,2.0,0.0,,,,Schroder,203471.0,,,,,
611,PT05M01.00S,2024-02-11T01:09:01.1Z,4,REGULAR,substitution,out,[],1628372,,,1610612751,109,86,2024-02-11T01:09:05Z,5890000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M01.00S,2024-02-11T01:09:01.1Z,4,REGULAR,substitution,in,[],1630570,,,1610612751,109,86,2024-02-11T01:09:05Z,5900000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M48.00S,2024-02-11T01:09:23.1Z,4,REGULAR,3pt,Jump Shot,[],1630560,72.35545335085413,80.3921568627451,1610612751,109,86,2024-02-11T01:09:27Z,5910000,False,152.0,207.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
614,PT04M44.00S,2024-02-11T01:09:27.1Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,109,86,2024-02-11T01:09:27Z,5920000,False,,,0,,D. Vassell REBOUND (Off:1 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,613.0,6.0,5.0,1.0,,,,,,,,,,,,,
615,PT04M35.00S,2024-02-11T01:09:36.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.601182654402102,55.63725490196079,1610612759,109,88,2024-02-11T01:10:01Z,5930000,False,-28.0,0.0,1,left,J. Sochan Layup (4 PTS) (V. Wembanyama 3 AST),"[1631110, 1641705]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.82,Made,4.0,,,,,,,,,,,,,V. Wembanyama,1641705.0,3.0,,
617,PT04M12.00S,2024-02-11T01:09:59.2Z,4,REGULAR,3pt,Jump Shot,[],1630560,88.38699080157687,5.147058823529411,1610612751,112,88,2024-02-11T01:10:04Z,5950000,False,-224.0,57.0,1,right,C. Thomas 3PT  (25 PTS) (J. Wilson 2 AST),"[1630560, 1630592]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,23.14,Made,25.0,,,,,,,,,,,,,J. Wilson,1630592.0,2.0,,
619,PT03M59.00S,2024-02-11T01:10:12.5Z,4,REGULAR,turnover,lost ball,[],1641705,,,1610612759,112,88,2024-02-11T01:10:18Z,5970000,False,,,0,,V. Wembanyama lost ball TURNOVER (4 TO),"[1641705, 1630560]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,Thomas,1630560.0,,,,,,,
620,PT03M59.00S,2024-02-11T01:10:12.5Z,4,REGULAR,steal,,[],1630560,,,1610612751,112,88,2024-02-11T01:10:14Z,5980000,False,,,0,,C. Thomas STEAL (2 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
621,PT03M53.00S,2024-02-11T01:10:18.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,90.09526938239159,48.77450980392157,1610612751,114,88,2024-02-11T01:20:35Z,5990000,False,-6.0,41.0,1,right,N. Claxton running Layup (20 PTS) (C. Thomas 4 AST),"[1629651, 1630560]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.11,Made,20.0,,,,,,,,,,,,,C. Thomas,1630560.0,4.0,,
623,PT03M49.00S,2024-02-11T01:10:25.6Z,4,REGULAR,foul,personal,[],203471,,,1610612759,114,88,2024-02-11T01:10:29Z,6010000,False,,,0,,D. Schroder personal FOUL (4 PF),"[203471, 1641705]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1627541.0,4.0,0.0,,,,Wembanyama,1641705.0,,,,,
625,PT03M49.00S,2024-02-11T01:10:44.6Z,4,REGULAR,substitution,out,[],1641705,,,1610612759,114,88,2024-02-11T01:10:51Z,6030000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M49.00S,2024-02-11T01:10:44.6Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,114,88,2024-02-11T01:10:51Z,6040000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M49.00S,2024-02-11T01:10:44.6Z,4,REGULAR,substitution,in,[],1631230,,,1610612759,114,88,2024-02-11T01:10:51Z,6050000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M49.00S,2024-02-11T01:10:44.6Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,114,88,2024-02-11T01:10:51Z,6060000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M40.00S,2024-02-11T01:11:16.9Z,4,REGULAR,3pt,Jump Shot,[],1631110,32.013797634691194,56.86274509803921,1610612759,114,88,2024-02-11T01:11:23Z,6070000,False,-34.0,248.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
630,PT03M40.00S,2024-02-11T01:11:16.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,114,88,2024-02-11T01:11:23Z,6080000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,629.0,,,,,,,,,,,,,,,,
631,PT03M40.00S,2024-02-11T01:11:21.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630592,,,1610612759,114,88,2024-02-11T01:11:41Z,6090000,False,,,0,,J. Wilson loose ball personal FOUL (4 PF) (Barlow 2 FT),"[1630592, 1631230]",1610612751.0,BKN,loose ball,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,4.0,0.0,,,,Barlow,1631230.0,,,,,
633,PT03M40.00S,2024-02-11T01:11:36.9Z,4,REGULAR,substitution,out,[],1629651,,,1610612759,114,88,2024-02-11T01:11:39Z,6110000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M40.00S,2024-02-11T01:11:36.9Z,4,REGULAR,substitution,in,[],1641730,,,1610612759,114,88,2024-02-11T01:11:39Z,6120000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M40.00S,2024-02-11T01:11:50.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631230,,,1610612759,114,89,2024-02-11T01:11:50Z,6130000,False,,,0,,D. Barlow Free Throw 1 of 2 (4 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
636,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,out,[],1630560,,,1610612759,114,89,2024-02-11T01:12:13Z,6140000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,out,[],1629640,,,1610612759,114,89,2024-02-11T01:12:13Z,6150000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,114,89,2024-02-11T01:12:13Z,6160000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,in,[],1628966,,,1610612759,114,89,2024-02-11T01:12:13Z,6170000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612751.0,BKN,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,in,[],1630577,,,1610612759,114,89,2024-02-11T01:12:13Z,6180000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M40.00S,2024-02-11T01:11:51.2Z,4,REGULAR,substitution,in,[],1630572,,,1610612759,114,89,2024-02-11T01:12:13Z,6190000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M40.00S,2024-02-11T01:12:25.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631230,,,1610612759,114,90,2024-02-11T01:12:25Z,6200000,False,,,0,,D. Barlow Free Throw 2 of 2 (5 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
643,PT03M25.00S,2024-02-11T01:12:44.1Z,4,REGULAR,3pt,Jump Shot,[],203471,68.80749014454665,68.38235294117648,1610612751,114,90,2024-02-11T01:12:48Z,6210000,False,92.0,241.0,1,right,MISS D. Schroder 25' step back 3PT,[203471],1610612751.0,BKN,step back,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
644,PT03M20.00S,2024-02-11T01:12:49.1Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,114,90,2024-02-11T01:12:48Z,6220000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,643.0,3.0,2.0,1.0,,,,,,,,,,,,,
645,PT03M13.00S,2024-02-11T01:12:56.1Z,4,REGULAR,3pt,Jump Shot,[],1631103,31.488173455978973,39.950980392156865,1610612759,114,90,2024-02-11T01:13:02Z,6230000,False,50.0,243.0,1,left,MISS M. Branham 24' pullup 3PT,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
646,PT03M09.00S,2024-02-11T01:13:00.1Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,114,90,2024-02-11T01:13:02Z,6240000,False,,,0,,J. Wilson REBOUND (Off:2 Def:4),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,645.0,6.0,4.0,2.0,,,,,,,,,,,,,
647,PT02M59.00S,2024-02-11T01:13:09.5Z,4,REGULAR,turnover,lost ball,[],1641730,,,1610612751,114,90,2024-02-11T01:13:14Z,6250000,False,,,0,,N. Clowney lost ball TURNOVER (1 TO),"[1641730, 1631110]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Sochan,1631110.0,,,,,,,
648,PT02M59.00S,2024-02-11T01:13:09.5Z,4,REGULAR,steal,,[],1631110,,,1610612759,114,90,2024-02-11T01:13:12Z,6260000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
649,PT02M55.00S,2024-02-11T01:13:13.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631110,5.206964520367937,49.01960784313725,1610612759,114,92,2024-02-11T01:13:19Z,6270000,False,5.0,-4.0,1,left,J. Sochan running Layup (6 PTS),[1631110],1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.61,Made,6.0,,,,,,,,,,,,,,,,,
650,PT02M37.00S,2024-02-11T01:13:32.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,94.03745072273325,54.65686274509803,1610612751,116,92,2024-02-11T01:13:36Z,6280000,False,23.0,4.0,1,right,T. Watford driving Layup (4 PTS) (D. Schroder 11 AST),"[1630570, 203471]",1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.36,Made,4.0,,,,,,,,,,,,,D. Schroder,203471.0,11.0,,
652,PT02M26.00S,2024-02-11T01:13:43.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,11.383048620236531,38.970588235294116,1610612759,116,94,2024-02-11T01:13:48Z,6300000,False,55.0,55.0,1,left,J. Sochan 7' floating Jump Shot (8 PTS),[1631110],1610612759.0,SAS,floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,8.0,,,,,,,,,,,,,,,,,
653,PT02M11.00S,2024-02-11T01:14:02.3Z,4,REGULAR,turnover,out-of-bounds,[],203471,,,1610612751,116,94,2024-02-11T01:14:11Z,6310000,False,,,0,,D. Schroder lost ball out-of-bounds TURNOVER (2 TO),[203471],1610612751.0,BKN,lost ball,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628159.0,,,2.0,,,,,,,,,
654,PT02M11.00S,2024-02-11T01:14:13.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,116,94,2024-02-11T01:14:13Z,6320000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT02M11.00S,2024-02-11T01:14:14.9Z,4,REGULAR,substitution,out,[],1631110,,,1610612759,116,94,2024-02-11T01:17:09Z,6330000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M11.00S,2024-02-11T01:14:14.9Z,4,REGULAR,substitution,in,[],1631104,,,1610612759,116,94,2024-02-11T01:17:09Z,6340000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M53.00S,2024-02-11T01:17:30.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,8.754927726675426,3.6764705882352944,1610612759,116,97,2024-02-11T01:17:35Z,6350000,False,232.0,30.0,1,left,M. Branham 3PT  (5 PTS) (J. Champagnie 1 AST),"[1631103, 1630577]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,23.35,Made,5.0,,,,,,,,,,,,,J. Champagnie,1630577.0,1.0,,
661,PT01M34.00S,2024-02-11T01:17:54.0Z,4,REGULAR,3pt,Jump Shot,[],1641730,67.62483574244416,61.76470588235294,1610612751,119,97,2024-02-11T01:17:58Z,6370000,False,59.0,252.0,1,right,N. Clowney 25' 3PT  (3 PTS) (D. Schroder 12 AST),"[1641730, 203471]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,25.86,Made,3.0,,,,,,,,,,,,,D. Schroder,203471.0,12.0,,
664,PT01M20.00S,2024-02-11T01:18:25.2Z,4,REGULAR,3pt,Jump Shot,[],1631103,28.203022339027594,24.754901960784316,1610612759,119,97,2024-02-11T01:18:31Z,6400000,False,126.0,213.0,1,left,MISS M. Branham 24' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
665,PT01M15.00S,2024-02-11T01:18:30.2Z,4,REGULAR,rebound,defensive,[],203471,,,1610612751,119,97,2024-02-11T01:18:31Z,6410000,False,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,664.0,3.0,3.0,0.0,,,,,,,,,,,,,
666,PT01M10.00S,2024-02-11T01:18:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,89.96386333771353,49.50980392156863,1610612751,121,97,2024-02-11T01:18:38Z,6420000,False,-2.0,42.0,1,right,K. Bates-Diop driving Layup (2 PTS),[1628966],1610612751.0,BKN,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,4.19,Made,2.0,,,,,,,,,,,,,,,,,
667,PT01M03.00S,2024-02-11T01:18:46.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612759,121,97,2024-02-11T01:18:55Z,6430000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Barlow 2 FT),"[1630570, 1631230]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,1.0,0.0,,,,Barlow,1631230.0,,,,,
669,PT01M03.00S,2024-02-11T01:19:26.5Z,4,REGULAR,freethrow,1 of 2,[],1631230,,,1610612759,121,98,2024-02-11T01:19:26Z,6450000,False,,,0,,D. Barlow Free Throw 1 of 2 (6 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
670,PT01M03.00S,2024-02-11T01:19:46.0Z,4,REGULAR,freethrow,2 of 2,[],1631230,,,1610612759,121,99,2024-02-11T01:19:46Z,6460000,False,,,0,,D. Barlow Free Throw 2 of 2 (7 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
671,PT00M53.50S,2024-02-11T01:20:00.9Z,4,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612751,121,99,2024-02-11T01:20:10Z,6470000,False,,,0,,B. Wesley shooting personal FOUL (2 PF) (Watford 2 FT),"[1631104, 1630570]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628159.0,2.0,0.0,,,,Watford,1630570.0,,,,,
673,PT00M53.50S,2024-02-11T01:20:22.9Z,4,REGULAR,freethrow,1 of 2,[],1630570,,,1610612751,122,99,2024-02-11T01:20:22Z,6490000,False,,,0,,T. Watford Free Throw 1 of 2 (5 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
674,PT00M53.50S,2024-02-11T01:20:34.8Z,4,REGULAR,freethrow,2 of 2,[],1630570,,,1610612751,123,99,2024-02-11T01:20:34Z,6500000,False,,,0,,T. Watford Free Throw 2 of 2 (6 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
675,PT00M43.60S,2024-02-11T01:20:46.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,12.959921156373195,48.03921568627451,1610612759,123,101,2024-02-11T01:20:50Z,6510000,False,10.0,69.0,1,left,S. Mamukelashvili 7' turnaround Jump Shot (2 PTS),[1630572],1610612759.0,SAS,turnaround,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,7.0,Made,2.0,,,,,,,,,,,,,,,,,
676,PT00M28.60S,2024-02-11T01:21:04.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,91.5407358738502,63.23529411764706,1610612751,123,101,2024-02-11T01:21:29Z,6520000,False,66.0,27.0,1,right,MISS D. Schroder 7' floating Shot,[203471],1610612751.0,BKN,floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
677,PT00M24.90S,2024-02-11T01:21:07.9Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612759,123,101,2024-02-11T01:21:08Z,6530000,False,,,0,,D. Barlow REBOUND (Off:7 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,676.0,9.0,2.0,7.0,,,,,,,,,,,,,
678,PT00M17.10S,2024-02-11T01:21:16.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630577,9.017739816031538,44.36274509803921,1610612759,123,103,2024-02-11T01:21:20Z,6540000,False,28.0,32.0,1,left,J. Champagnie driving floating bank Jump Shot (2 PTS) (M. Branham 2 AST),"[1630577, 1631103]",1610612759.0,SAS,driving floating bank,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,4.29,Made,2.0,,,,,,,,,,,,,M. Branham,1631103.0,2.0,,
680,PT00M00.00S,2024-02-11T01:21:37.4Z,4,REGULAR,period,end,[],0,,,1610612751,123,103,2024-02-11T01:21:37Z,6560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M00.00S,2024-02-11T01:21:39.2Z,4,REGULAR,game,end,[],0,,,0,123,103,2024-02-11T01:21:39Z,6570000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
