actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M53.00S,2023-12-28T00:44:10.9Z,1,REGULAR,block,,[],1630549,,,1610612749,2,1,2023-12-28T00:44:12Z,190000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M50.00S,2023-12-28T00:44:13.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,2,1,2023-12-28T00:44:14Z,200000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,18.0,,,,,,1.0,1.0,0.0,,,,,
21,PT10M45.00S,2023-12-28T00:44:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,12.040078843626807,46.81372549019608,1610612751,4,1,2023-12-28T00:44:22Z,210000,False,16.0,61.0,1,left,C. Thomas 6' driving floating Jump Shot (4 PTS) (R. O'Neale 1 AST),"[1630560, 1626220]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,4.0,6.27,R. O'Neale,1626220.0,1.0,,,,,,,,
23,PT10M29.00S,2023-12-28T00:44:33.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,66.3107752956636,51.71568627450981,1610612749,4,4,2023-12-28T00:44:39Z,230000,False,9.0,264.0,1,right,M. Beasley 26' 3PT pullup (3 PTS) (G. Antetokounmpo 1 AST),"[1627736, 203507]",1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,26.43,G. Antetokounmpo,203507.0,1.0,,,,,,,,
25,PT10M13.00S,2023-12-28T00:44:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,18.347568988173457,35.78431372549019,1610612751,4,4,2023-12-28T00:44:58Z,250000,False,71.0,120.0,1,left,MISS C. Thomas 13' fadeaway Shot,[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,13.95,,,,,,,,,,,
26,PT10M10.00S,2023-12-28T00:44:53.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,4,4,2023-12-28T00:44:58Z,260000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,25.0,,,,,,1.0,1.0,0.0,,,,,
27,PT10M05.00S,2023-12-28T00:44:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,94.03745072273325,47.794117647058826,1610612749,4,6,2023-12-28T00:45:02Z,270000,False,-11.0,4.0,1,right,K. Middleton running Layup (2 PTS),[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.15,,,,,,,,,,,
28,PT09M43.00S,2023-12-28T00:45:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,12.565703022339028,51.470588235294116,1610612751,4,6,2023-12-28T00:45:24Z,280000,False,-7.0,66.0,1,left,MISS R. O'Neale 6' driving bank Shot,[1626220],1610612751.0,BKN,driving bank,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.6,,,,,,,,,,,
29,PT09M40.00S,2023-12-28T00:45:22.8Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,4,6,2023-12-28T00:45:24Z,290000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,28.0,,,,,,1.0,1.0,0.0,,,,,
30,PT09M35.00S,2023-12-28T00:45:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,66.70499342969777,49.50980392156863,1610612749,4,6,2023-12-28T00:45:33Z,300000,False,-2.0,260.0,1,right,MISS D. Lillard 26' running pullup 3PT,[203081],1610612749.0,MIL,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.05,,,,,,,,,,,
31,PT09M32.00S,2023-12-28T00:45:30.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,4,6,2023-12-28T00:45:33Z,310000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,30.0,,,,,,1.0,1.0,0.0,,,,,
32,PT09M21.00S,2023-12-28T00:45:41.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,14.14257555847569,33.82352941176471,1610612751,6,6,2023-12-28T00:45:45Z,320000,False,81.0,80.0,1,left,M. Bridges 11' pullup Jump Shot (2 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,Made,,2.0,11.41,,,,,,,,,,,
33,PT09M02.00S,2023-12-28T00:46:01.5Z,1,REGULAR,3pt,Jump Shot,[],201572,66.44218134034165,56.127450980392155,1610612749,6,6,2023-12-28T00:48:07Z,330000,False,31.0,263.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.47,,,,,,,,,,,
34,PT08M58.00S,2023-12-28T00:46:05.5Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612751,6,6,2023-12-28T00:46:05Z,340000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,33.0,,,,,,1.0,1.0,0.0,,,,,
35,PT08M51.00S,2023-12-28T00:46:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,12.302890932982917,47.30392156862745,1610612751,8,6,2023-12-28T00:46:23Z,350000,False,13.0,63.0,1,left,D. Sharpe 6' floating Jump Shot (2 PTS) (D. Smith Jr. 1 AST),"[1630549, 1628372]",1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,6.45,D. Smith Jr.,1628372.0,1.0,,,,,,,,
37,PT08M28.00S,2023-12-28T00:46:35.3Z,1,REGULAR,3pt,Jump Shot,[],203114,71.96123521681997,80.14705882352942,1610612749,8,9,2023-12-28T00:46:40Z,370000,False,151.0,211.0,1,right,K. Middleton 25' 3PT  (5 PTS) (D. Lillard 1 AST),"[203114, 203081]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,25.94,D. Lillard,203081.0,1.0,,,,,,,,
39,PT08M08.00S,2023-12-28T00:46:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.863994743758213,50.73529411764706,1610612751,10,9,2023-12-28T00:47:01Z,390000,False,-4.0,3.0,1,left,C. Thomas driving reverse Layup (6 PTS) (D. Sharpe 2 AST),"[1630560, 1630549]",1610612751.0,BKN,driving reverse,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,0.45,D. Sharpe,1630549.0,2.0,,,,,,,,
41,PT07M52.00S,2023-12-28T00:47:11.0Z,1,REGULAR,3pt,Jump Shot,[],201572,82.86793692509855,94.36274509803921,1610612749,10,9,2023-12-28T00:47:15Z,410000,False,222.0,109.0,1,right,MISS B. Lopez 24' step back 3PT,[201572],1610612749.0,MIL,step back,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.69,,,,,,,,,,,
42,PT07M49.00S,2023-12-28T00:47:14.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,10,9,2023-12-28T00:47:39Z,420000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,41.0,,,,,,2.0,2.0,0.0,,,,,
43,PT07M42.00S,2023-12-28T00:47:21.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,2.447437582128778,94.36274509803921,1610612751,10,9,2023-12-28T00:47:25Z,430000,False,-222.0,-29.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.38,,,,,,,,,,,
44,PT07M38.00S,2023-12-28T00:47:25.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,9,2023-12-28T00:47:25Z,440000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,,43.0,,,,,,2.0,2.0,0.0,,,,,
45,PT07M33.00S,2023-12-28T00:47:33.1Z,1,REGULAR,foul,personal,[],1630549,,,1610612749,10,9,2023-12-28T00:47:47Z,450000,False,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 203507]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
47,PT07M24.00S,2023-12-28T00:47:59.9Z,1,REGULAR,3pt,Jump Shot,[],1627736,95.6143232588699,3.9215686274509802,1610612749,10,12,2023-12-28T00:48:06Z,470000,False,-230.0,-11.0,1,right,M. Beasley 3PT  (6 PTS) (G. Antetokounmpo 2 AST),"[1627736, 203507]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,Made,,6.0,23.07,G. Antetokounmpo,203507.0,2.0,,,,,,,,
49,PT07M06.00S,2023-12-28T00:48:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,15.982260183968464,46.32352941176471,1610612751,10,12,2023-12-28T00:48:42Z,490000,False,18.0,98.0,1,left,MISS C. Thomas 9' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.94,,,,,,,,,,,
50,PT07M04.00S,2023-12-28T00:48:19.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,10,12,2023-12-28T00:48:21Z,500000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,49.0,,,,,,1.0,1.0,0.0,,,,,
51,PT07M00.00S,2023-12-28T00:48:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.51182654402102,56.127450980392155,1610612749,10,14,2023-12-28T00:48:29Z,510000,False,31.0,8.0,1,right,G. Antetokounmpo running Layup (3 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,3.18,K. Middleton,203114.0,1.0,,,,,,,,
52,PT07M00.00S,2023-12-28T00:48:28.8Z,1,REGULAR,foul,personal,['1freethrow'],1630549,,,1610612749,10,14,2023-12-28T00:48:37Z,520000,False,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1630549, 203507]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,202027.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
55,PT07M00.00S,2023-12-28T00:49:09.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,10,14,2023-12-28T00:49:12Z,540000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
56,PT06M57.00S,2023-12-28T00:49:12.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,10,14,2023-12-28T00:49:12Z,550000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,55.0,,,,,,3.0,3.0,0.0,,,,,
57,PT06M43.00S,2023-12-28T00:49:27.4Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612751,10,14,2023-12-28T00:52:32Z,560000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Sharpe 2 FT),"[201572, 1630549]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,202037.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
59,PT06M43.00S,2023-12-28T00:49:37.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,10,14,2023-12-28T00:49:37Z,580000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M43.00S,2023-12-28T00:49:38.1Z,1,REGULAR,substitution,out,[],203507,,,1610612751,10,14,2023-12-28T00:52:22Z,590000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M43.00S,2023-12-28T00:49:38.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612751,10,14,2023-12-28T00:52:22Z,600000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2023-12-28T00:52:44.8Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,10,14,2023-12-28T00:52:44Z,610000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
63,PT06M43.00S,2023-12-28T00:52:44.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,10,14,2023-12-28T00:52:44Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,
64,PT06M43.00S,2023-12-28T00:52:57.4Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,11,14,2023-12-28T00:52:57Z,630000,False,,,0,,D. Sharpe Free Throw 2 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
65,PT06M22.00S,2023-12-28T00:53:20.2Z,1,REGULAR,2pt,Jump Shot,[],203114,89.70105124835742,27.696078431372552,1610612749,11,14,2023-12-28T00:53:25Z,640000,False,-112.0,44.0,1,right,MISS K. Middleton 12' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,12.0,,,,,,,,,,,
66,PT06M19.00S,2023-12-28T00:53:23.2Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,11,14,2023-12-28T00:53:25Z,650000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,65.0,,,,,,2.0,1.0,1.0,,,,,
67,PT06M17.00S,2023-12-28T00:53:25.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203081,67.09921156373193,43.872549019607845,1610612749,11,17,2023-12-28T00:53:28Z,660000,False,-31.0,257.0,1,right,D. Lillard 25' 3PT  (3 PTS) (B. Lopez 1 AST),"[203081, 201572]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,25.86,B. Lopez,201572.0,1.0,,,,,,,,
69,PT05M52.00S,2023-12-28T00:53:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628969,17.559132720105126,29.166666666666668,1610612751,13,17,2023-12-28T00:53:53Z,680000,False,104.0,113.0,1,left,M. Bridges 15' fadeaway Jump Shot (4 PTS) (D. Sharpe 3 AST),"[1628969, 1630549]",1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,Made,,4.0,15.34,D. Sharpe,1630549.0,3.0,,,,,,,,
70,PT05M42.00S,2023-12-28T00:53:59.8Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,13,17,2023-12-28T00:54:03Z,690000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1628969]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0
71,PT05M42.00S,2023-12-28T00:53:59.8Z,1,REGULAR,steal,,[],1628969,,,1610612751,13,17,2023-12-28T00:54:53Z,700000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M28.00S,2023-12-28T00:54:14.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,6.258212877792378,49.50980392156863,1610612751,15,17,2023-12-28T00:54:18Z,710000,False,2.0,6.0,1,left,D. Sharpe cutting DUNK (5 PTS) (D. Smith Jr. 2 AST),"[1630549, 1628372]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,0.68,D. Smith Jr.,1628372.0,2.0,,,,,,,,
74,PT05M09.00S,2023-12-28T00:54:32.2Z,1,REGULAR,3pt,Jump Shot,[],203081,74.06373193166885,82.59803921568627,1610612749,15,17,2023-12-28T00:54:37Z,730000,False,163.0,191.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.13,,,,,,,,,,,
75,PT05M07.00S,2023-12-28T00:54:34.2Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,15,17,2023-12-28T00:54:37Z,740000,False,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,74.0,,,,,,3.0,1.0,2.0,,,,,
76,PT05M06.00S,2023-12-28T00:54:36.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,66.17936925098554,37.5,1610612749,15,17,2023-12-28T00:54:40Z,750000,False,-62.0,265.0,1,right,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.27,,,,,,,,,,,
77,PT05M03.00S,2023-12-28T00:54:39.5Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612751,15,17,2023-12-28T00:54:40Z,760000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,76.0,,,,,,2.0,2.0,0.0,,,,,
78,PT04M56.00S,2023-12-28T00:54:46.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,2.3160315374507228,96.56862745098039,1610612751,18,17,2023-12-28T00:54:52Z,770000,False,-233.0,-31.0,1,left,R. O'Neale 3PT  (3 PTS) (M. Bridges 1 AST),"[1626220, 1628969]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,23.48,M. Bridges,1628969.0,1.0,,,,,,,,
80,PT04M38.00S,2023-12-28T00:55:04.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,84.31340341655716,56.86274509803921,1610612749,18,19,2023-12-28T00:55:08Z,790000,False,34.0,95.0,1,right,B. Lopez 10' Hook (2 PTS) (K. Middleton 2 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,10.1,K. Middleton,203114.0,2.0,,,,,,,,
83,PT04M24.00S,2023-12-28T00:55:23.7Z,1,REGULAR,2pt,Jump Shot,[],1628372,25.18068331143233,42.15686274509804,1610612751,18,19,2023-12-28T00:55:57Z,820000,False,39.0,184.0,1,left,MISS D. Smith Jr. 18' pullup Shot,[1628372],1610612751.0,BKN,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,18.83,,,,,,,,,,,
84,PT04M20.00S,2023-12-28T00:55:27.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,18,19,2023-12-28T00:55:57Z,830000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,83.0,,,,,,2.0,2.0,0.0,,,,,
