actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
35,PT10M20.00S,2024-04-10T23:43:19.5Z,1,REGULAR,block,,[],1629651,,,1610612761,0,0,2024-04-10T23:45:01Z,235000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2024-04-10T23:43:19.5Z,1,REGULAR,rebound,offensive,[],1641711,,,1610612761,0,0,2024-04-10T23:45:34Z,240000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M15.00S,2024-04-10T23:43:23.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,72.7496714848883,81.37254901960785,1610612761,0,3,2024-04-10T23:43:33Z,250000,False,157.0,204.0,1,right,G. Dick 25' 3PT  (3 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.71,Made,,,,,,,,,,3.0,,,,,,,,
27,PT10M02.00S,2024-04-10T23:43:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,12.302890932982917,43.627450980392155,1610612751,0,3,2024-04-10T23:43:43Z,270000,False,32.0,63.0,1,left,MISS C. Thomas 7' driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,7.07,Missed,,,,,,,,,,,,,,,,,,
28,PT10M01.00S,2024-04-10T23:43:39.8Z,1,REGULAR,rebound,offensive,[],1630560,,,1610612751,0,3,2024-04-10T23:43:39Z,280000,False,,,0,,C. Thomas REBOUND (Off:1 Def:0),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT10M01.00S,2024-04-10T23:43:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612751,0,3,2024-04-10T23:43:51Z,290000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Thomas 2 FT),"[1630534, 1630560]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,1.0,0.0,Thomas,1630560.0,,,
31,PT10M01.00S,2024-04-10T23:44:11.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,1,3,2024-04-10T23:44:11Z,310000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
32,PT10M01.00S,2024-04-10T23:44:26.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,2,3,2024-04-10T23:44:26Z,320000,False,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
33,PT09M51.00S,2024-04-10T23:44:42.4Z,1,REGULAR,3pt,Jump Shot,[],1642013,71.04139290407359,78.67647058823529,1610612761,2,6,2024-04-10T23:44:47Z,330000,False,143.0,220.0,1,right,M. Williams 26' 3PT  (3 PTS) (O. Agbaji 1 AST),"[1642013, 1630534]",1610612761.0,TOR,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,26.24,Made,,,,,,,,,,3.0,,,,,,O. Agbaji,1630534.0,1.0
36,PT09M31.00S,2024-04-10T23:45:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,21.895532194480946,91.66666666666666,1610612751,5,6,2024-04-10T23:45:05Z,350000,False,-208.0,153.0,1,left,M. Bridges 25' 3PT  (3 PTS) (D. Schroder 1 AST),"[1628969, 203471]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,,,,,,,,3.0,,,,,,D. Schroder,203471.0,1.0
38,PT09M23.00S,2024-04-10T23:45:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,62.5,28.186274509803923,1610612761,5,6,2024-04-10T23:50:05Z,370000,False,-109.0,300.0,1,right,MISS I. Quickley 31' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,31.92,Missed,,,,,,,,,,,,,,,,,,
39,PT09M20.00S,2024-04-10T23:45:11.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,5,6,2024-04-10T23:49:55Z,380000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT09M17.00S,2024-04-10T23:45:20.0Z,1,REGULAR,foul,personal,[],1630193,,,1610612751,5,6,2024-04-10T23:45:22Z,390000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1641730]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202026.0,1.0,0.0,Clowney,1641730.0,,,
42,PT09M09.00S,2024-04-10T23:45:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,5.601182654402102,41.66666666666667,1610612751,5,6,2024-04-10T23:45:49Z,410000,False,42.0,0.0,1,left,MISS N. Clowney driving Layup,[1641730],1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
44,PT09M05.00S,2024-04-10T23:45:47.6Z,1,REGULAR,rebound,defensive,[],1642013,,,1610612761,5,6,2024-04-10T23:45:49Z,430000,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,42.0,3.0,1.0,2.0,,,,,,,,,,,,,,
45,PT08M58.00S,2024-04-10T23:45:54.1Z,1,REGULAR,3pt,Jump Shot,[],1641711,72.35545335085413,84.55882352941177,1610612761,5,6,2024-04-10T23:45:59Z,440000,False,173.0,207.0,1,right,MISS G. Dick 27' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,,
46,PT08M54.00S,2024-04-10T23:45:58.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,5,6,2024-04-10T23:45:59Z,450000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M47.00S,2024-04-10T23:46:05.9Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,5,6,2024-04-10T23:46:09Z,460000,False,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1630193]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Quickley,1630193.0,,,,,,,,,,,
48,PT08M47.00S,2024-04-10T23:46:05.9Z,1,REGULAR,steal,,[],1630193,,,1610612761,5,6,2024-04-10T23:58:17Z,470000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M43.00S,2024-04-10T23:46:10.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630534,92.85479632063075,50.0,1610612761,5,8,2024-04-10T23:46:14Z,480000,False,0.0,15.0,1,right,O. Agbaji running DUNK (2 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,,,,,,I. Quickley,1630193.0,1.0
51,PT08M25.00S,2024-04-10T23:46:28.3Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,5,8,2024-04-10T23:58:51Z,500000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1642013]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Williams,1642013.0,,,,,,,,,,,
52,PT08M25.00S,2024-04-10T23:46:28.3Z,1,REGULAR,steal,,[],1642013,,,1610612761,5,8,2024-04-10T23:46:30Z,510000,False,,,0,,M. Williams STEAL (2 STL),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT08M07.00S,2024-04-10T23:46:46.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,92.32917214191852,81.12745098039215,1610612761,5,10,2024-04-10T23:46:53Z,520000,False,156.0,20.0,1,right,I. Quickley 15' step back Jump Shot (2 PTS),[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,15.68,Made,,,,,,,,,,2.0,,,,,,,,
54,PT07M49.00S,2024-04-10T23:47:03.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.206964520367937,48.529411764705884,1610612751,7,10,2024-04-10T23:47:06Z,530000,False,7.0,-4.0,1,left,N. Claxton driving DUNK (2 PTS) (D. Schroder 2 AST),"[1629651, 203471]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,,,,2.0,,,,,,D. Schroder,203471.0,2.0
56,PT07M33.00S,2024-04-10T23:47:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,91.5407358738502,60.29411764705882,1610612761,7,10,2024-04-10T23:47:23Z,550000,False,51.0,27.0,1,right,MISS I. Quickley driving bank Shot,[1630193],1610612761.0,TOR,driving bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,,
57,PT07M31.00S,2024-04-10T23:47:21.7Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,7,10,2024-04-10T23:47:23Z,560000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M15.00S,2024-04-10T23:47:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,5.075558475689881,50.73529411764706,1610612751,9,10,2024-04-10T23:47:42Z,570000,False,-4.0,-5.0,1,left,N. Clowney driving Layup (2 PTS) (M. Bridges 1 AST),"[1641730, 1628969]",1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,2.0,,,,,,M. Bridges,1628969.0,1.0
60,PT07M14.00S,2024-04-10T23:47:44.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,9,10,2024-04-10T23:47:44Z,590000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2024-04-10T23:51:02.4Z,1,REGULAR,3pt,Jump Shot,[],202066,91.67214191852825,2.941176470588235,1610612761,9,13,2024-04-10T23:51:08Z,600000,False,-235.0,26.0,1,right,G. Temple 3PT  (3 PTS) (I. Quickley 2 AST),"[202066, 1630193]",1610612761.0,TOR,,,,Temple,G. Temple,,,,,Left Corner 3,24+ Left,23.67,Made,,,,,,,,,,3.0,,,,,,I. Quickley,1630193.0,2.0
63,PT06M51.00S,2024-04-10T23:51:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,28.728646517739815,18.38235294117647,1610612751,9,13,2024-04-10T23:51:19Z,620000,False,158.0,218.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2024-04-10T23:51:18.5Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,9,13,2024-04-10T23:51:19Z,630000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M29.00S,2024-04-10T23:51:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,88.91261498028909,54.90196078431373,1610612761,9,13,2024-04-11T00:50:19Z,640000,False,25.0,52.0,1,right,MISS G. Dick driving floating Shot - blocked,"[1641711, 1629651]",1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,Claxton,1629651.0,,,,,,,,,
66,PT06M29.00S,2024-04-10T23:51:37.6Z,1,REGULAR,block,,[],1629651,,,1610612761,9,13,2024-04-10T23:51:39Z,650000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2024-04-10T23:51:39.6Z,1,REGULAR,rebound,offensive,[],202066,,,1610612761,9,13,2024-04-10T23:52:22Z,660000,False,,,0,,G. Temple REBOUND (Off:1 Def:0),[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,In The Paint (Non-RA),0-8 Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
68,PT06M27.00S,2024-04-10T23:51:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202066,75.3777923784494,6.61764705882353,1610612761,9,13,2024-04-10T23:52:13Z,670000,False,-217.0,179.0,1,right,MISS G. Temple 28' step back 3PT,[202066],1610612761.0,TOR,step back,,,Temple,G. Temple,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2024-04-10T23:51:42.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,9,13,2024-04-10T23:52:13Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,68.0,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2024-04-10T23:51:46.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,9,13,2024-04-10T23:51:56Z,690000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,,,,,,,
71,PT06M06.00S,2024-04-10T23:52:19.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,27.54599211563732,82.1078431372549,1610612751,9,13,2024-04-10T23:52:24Z,700000,False,-161.0,206.0,1,left,MISS D. Schroder 26' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2024-04-10T23:52:19.0Z,1,REGULAR,rebound,defensive,[],202066,,,1610612761,9,13,2024-04-10T23:52:24Z,710000,False,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Left Center,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,,,
73,PT05M52.00S,2024-04-10T23:52:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,89.30683311432325,43.627450980392155,1610612761,9,13,2024-04-10T23:52:36Z,720000,False,-32.0,48.0,1,right,MISS I. Quickley driving Layup - blocked,"[1630193, 1641730]",1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,Clowney,1641730.0,,,,,,,,,
74,PT05M52.00S,2024-04-10T23:52:32.6Z,1,REGULAR,block,,[],1641730,,,1610612761,9,13,2024-04-10T23:52:34Z,730000,False,,,0,,N. Clowney BLOCK (1 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2024-04-10T23:52:34.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,9,13,2024-04-10T23:52:36Z,740000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT05M44.00S,2024-04-10T23:52:41.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.338370565045992,48.03921568627451,1610612751,11,13,2024-04-10T23:54:01Z,750000,False,10.0,-2.0,1,left,N. Claxton driving DUNK (4 PTS) (D. Schroder 3 AST),"[1629651, 203471]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,4.0,,,,,,D. Schroder,203471.0,3.0
78,PT05M16.00S,2024-04-10T23:53:08.1Z,1,REGULAR,2pt,Jump Shot,[],1641711,76.2976346911958,48.77450980392157,1610612761,11,15,2024-04-10T23:53:11Z,770000,False,-6.0,170.0,1,right,G. Dick 17' pullup Jump Shot (5 PTS) (I. Quickley 3 AST),"[1641711, 1630193]",1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,17.04,Made,,,,,,,,,,5.0,,,,,,I. Quickley,1630193.0,3.0
80,PT05M04.00S,2024-04-10T23:53:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,6.1268068331143235,45.09803921568628,1610612751,13,15,2024-04-10T23:53:25Z,790000,False,25.0,5.0,1,left,N. Clowney reverse Layup (4 PTS) (N. Claxton 1 AST),"[1641730, 1629651]",1610612751.0,BKN,reverse,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,,,,4.0,,,,,,N. Claxton,1629651.0,1.0
82,PT04M56.00S,2024-04-10T23:53:28.6Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612761,13,15,2024-04-10T23:53:48Z,810000,False,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612761.0,TOR,bad pass,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,202026.0,,,,,,,
