actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M35.00S,2022-04-10T23:13:23.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,3,2,2022-04-10T23:13:25Z,170000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2022-04-10T23:13:28.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629717,23.47240473061761,14.460784313725492,1610612761,3,2,2022-04-10T23:14:41Z,180000,178.0,168.0,1,left,MISS A. Brooks 24' running 3PT,[1629717],1610612761.0,TOR,running,,,Brooks,A. Brooks,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2022-04-10T23:13:32.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,3,2,2022-04-10T23:13:33Z,190000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M18.00S,2022-04-10T23:13:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,81.02825229960578,49.01960784313725,1610612752,5,2,2022-04-10T23:15:38Z,200000,-5.0,126.0,1,right,I. Quickley 12' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,12.59,Made,,,,,,,2.0,,,,,,,,,,,
21,PT09M59.00S,2022-04-10T23:14:02.2Z,1,REGULAR,foul,personal,[],202692,,,1610612761,5,2,2022-04-10T23:14:08Z,210000,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1629018]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Trent Jr.,1629018.0
23,PT09M44.00S,2022-04-10T23:14:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,7.440867279894875,45.588235294117645,1610612761,5,2,2022-04-10T23:14:37Z,230000,22.0,17.0,1,left,MISS G. Trent Jr. driving finger roll Layup,[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2022-04-10T23:14:32.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,5,2,2022-04-10T23:14:37Z,240000,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M25.00S,2022-04-10T23:14:53.5Z,1,REGULAR,foul,personal,[],1630567,,,1610612752,5,2,2022-04-10T23:15:12Z,250000,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1630167]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Toppin,1630167.0
27,PT09M21.00S,2022-04-10T23:15:21.2Z,1,REGULAR,foul,personal,['3freethrow'],1629717,,,1610612752,5,2,2022-04-10T23:15:28Z,270000,,,0,,A. Brooks shooting personal FOUL (1 PF) (Quickley 3 FT),"[1629717, 1630193]",1610612761.0,TOR,shooting,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Quickley,1630193.0
29,PT09M21.00S,2022-04-10T23:15:48.7Z,1,REGULAR,freethrow,1 of 3,[],1630193,,,1610612752,6,2,2022-04-10T23:15:48Z,290000,,,0,,I. Quickley Free Throw 1 of 3 (3 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
30,PT09M21.00S,2022-04-10T23:16:03.2Z,1,REGULAR,freethrow,2 of 3,[],1630193,,,1610612752,7,2,2022-04-10T23:16:03Z,300000,,,0,,I. Quickley Free Throw 2 of 3 (4 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
31,PT09M21.00S,2022-04-10T23:16:20.5Z,1,REGULAR,freethrow,3 of 3,[],1630193,,,1610612752,8,2,2022-04-10T23:16:20Z,310000,,,0,,I. Quickley Free Throw 3 of 3 (5 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
32,PT09M06.00S,2022-04-10T23:16:36.8Z,1,REGULAR,turnover,bad pass,[],1629717,,,1610612761,8,2,2022-04-10T23:16:42Z,320000,,,0,,A. Brooks bad pass TURNOVER (1 TO),"[1629717, 202692]",1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,1.0,Burks,202692.0,,,,,
33,PT09M06.00S,2022-04-10T23:16:36.8Z,1,REGULAR,steal,,[],202692,,,1610612752,8,2,2022-04-10T23:16:38Z,330000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M57.00S,2022-04-10T23:16:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,95.22010512483574,96.07843137254902,1610612752,11,2,2022-04-10T23:16:52Z,340000,230.0,-8.0,1,right,E. Fournier 3PT  (3 PTS) (A. Burks 1 AST),"[203095, 202692]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.05,Made,,,,,,,3.0,A. Burks,202692.0,1.0,,,,,,,,
36,PT08M46.00S,2022-04-10T23:16:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,27.020367936925098,17.401960784313726,1610612761,11,5,2022-04-10T23:17:01Z,360000,163.0,201.0,1,left,S. Barnes 25' 3PT  (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.92,Made,,,,,,,5.0,,,,,,,,,,,
37,PT08M31.00S,2022-04-10T23:17:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,92.19776609724047,43.872549019607845,1610612752,11,5,2022-04-10T23:17:17Z,370000,-31.0,21.0,1,right,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2022-04-10T23:17:13.9Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,11,5,2022-04-10T23:17:13Z,380000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT08M27.00S,2022-04-10T23:17:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,91.67214191852825,49.50980392156863,1610612752,13,5,2022-04-10T23:17:43Z,390000,-2.0,26.0,1,right,O. Toppin driving Layup (2 PTS) (A. Burks 2 AST),"[1630167, 202692]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,2.59,Made,,,,,,,2.0,A. Burks,202692.0,2.0,,,,,,,,
41,PT08M27.00S,2022-04-10T23:17:22.4Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612752,13,5,2022-04-10T23:17:30Z,410000,,,0,,S. Barnes shooting personal FOUL (2 PF) (Toppin 1 FT),"[1630567, 1630167]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Toppin,1630167.0
43,PT08M27.00S,2022-04-10T23:17:45.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630167,,,1610612752,14,5,2022-04-10T23:17:45Z,430000,,,0,,O. Toppin Free Throw 1 of 1 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
44,PT08M12.00S,2022-04-10T23:18:02.5Z,1,REGULAR,3pt,Jump Shot,[],1629717,28.728646517739815,75.49019607843137,1610612761,14,5,2022-04-10T23:18:06Z,440000,-127.0,218.0,1,left,MISS A. Brooks 25' 3PT,[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
45,PT08M09.00S,2022-04-10T23:18:05.5Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,14,5,2022-04-10T23:18:06Z,450000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M56.00S,2022-04-10T23:18:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,94.43166885676742,3.1862745098039214,1610612752,14,5,2022-04-10T23:18:24Z,460000,-234.0,0.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
47,PT07M54.00S,2022-04-10T23:18:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,14,5,2022-04-10T23:18:23Z,470000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2022-04-10T23:18:24.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,14,5,2022-04-10T23:18:24Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M51.00S,2022-04-10T23:18:40.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,95.0886990801577,95.83333333333334,1610612752,14,5,2022-04-10T23:18:45Z,490000,229.0,-6.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
50,PT07M48.00S,2022-04-10T23:18:43.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,14,5,2022-04-10T23:18:45Z,500000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M35.00S,2022-04-10T23:18:57.2Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,14,5,2022-04-10T23:19:00Z,510000,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1630579]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,1.0,Sims,1630579.0,,,,,
52,PT07M35.00S,2022-04-10T23:18:57.2Z,1,REGULAR,steal,,[],1630579,,,1610612752,14,5,2022-04-10T23:18:59Z,520000,,,0,,J. Sims STEAL (1 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M26.00S,2022-04-10T23:19:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,93.11760840998686,93.87254901960785,1610612752,14,5,2022-04-10T23:19:09Z,530000,219.0,12.0,1,right,MISS O. Toppin step back 3PT,[1630167],1610612752.0,NYK,step back,,,Toppin,O. Toppin,,,,,21.97,Missed,,,,,,,,,,,,,,,,,,
54,PT07M24.00S,2022-04-10T23:19:07.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,14,5,2022-04-10T23:19:09Z,540000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
55,PT07M20.00S,2022-04-10T23:19:13.1Z,1,REGULAR,foul,personal,[],203095,,,1610612761,14,5,2022-04-10T23:19:26Z,550000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 1628384]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Anunoby,1628384.0
57,PT07M15.00S,2022-04-10T23:19:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,11.777266754270697,64.4607843137255,1610612761,14,5,2022-04-10T23:19:40Z,570000,-72.0,58.0,1,left,MISS K. Birch 9' Jump Shot,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2022-04-10T23:19:38.5Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,14,5,2022-04-10T23:19:40Z,580000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,,,
59,PT07M07.00S,2022-04-10T23:19:43.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630193,93.51182654402102,50.49019607843137,1610612752,14,5,2022-04-10T23:21:11Z,590000,2.0,8.0,1,right,MISS I. Quickley running Layup,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2022-04-10T23:19:45.7Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612761,14,5,2022-04-10T23:19:50Z,600000,,,0,,A. Brooks REBOUND (Off:0 Def:1),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M57.00S,2022-04-10T23:19:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,6.652431011826544,48.03921568627451,1610612761,14,7,2022-04-10T23:21:56Z,610000,10.0,10.0,1,left,G. Trent Jr. driving Layup (2 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,1.4,Made,,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,
63,PT06M36.00S,2022-04-10T23:20:15.2Z,1,REGULAR,2pt,Jump Shot,[],203095,72.48685939553219,68.38235294117648,1610612752,14,7,2022-04-10T23:22:29Z,630000,92.0,206.0,1,right,MISS E. Fournier 22' pullup Shot,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,
64,PT06M30.00S,2022-04-10T23:20:21.2Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612761,14,7,2022-04-10T23:20:21Z,640000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M26.00S,2022-04-10T23:20:24.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,24.83574244415243,21.346507352941178,1610612761,14,7,2022-04-11T00:23:00Z,650000,143.0,181.0,1,left,MISS S. Barnes 23' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2022-04-10T23:20:27.6Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,14,7,2022-04-10T23:20:33Z,660000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M21.00S,2022-04-10T23:20:30.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,94.43166885676742,49.26470588235294,1610612752,16,7,2022-04-10T23:24:21Z,670000,-4.0,0.0,1,right,O. Toppin running reverse DUNK (5 PTS) (A. Burks 3 AST),"[1630167, 202692]",1610612752.0,NYK,running reverse,,,Toppin,O. Toppin,,,,,0.37,Made,,,,,,,5.0,A. Burks,202692.0,3.0,,,,,,,,
69,PT06M20.00S,2022-04-10T23:20:37.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,16,7,2022-04-10T23:20:40Z,690000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,out,[],1629717,,,1610612761,16,7,2022-04-10T23:23:35Z,700000,,,0,,SUB out: A. Brooks,[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,7,2022-04-10T23:23:35Z,710000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,out,[],203920,,,1610612761,16,7,2022-04-10T23:23:35Z,720000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,16,7,2022-04-10T23:23:35Z,730000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,16,7,2022-04-10T23:23:35Z,740000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2022-04-10T23:20:37.5Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,16,7,2022-04-10T23:23:35Z,750000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M05.00S,2022-04-10T23:23:46.2Z,1,REGULAR,3pt,Jump Shot,[],1630173,29.517082785808146,69.11764705882352,1610612761,16,7,2022-04-10T23:23:51Z,760000,-96.0,225.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2022-04-10T23:23:48.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,16,7,2022-04-10T23:23:51Z,770000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,PT05M49.00S,2022-04-10T23:24:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630167,92.9862023653088,2.696078431372549,1610612752,19,7,2022-04-10T23:24:05Z,780000,-237.0,13.0,1,right,O. Toppin 3PT  (8 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.69,Made,,,,,,,8.0,I. Quickley,1630193.0,1.0,,,,,,,,
80,PT05M29.00S,2022-04-10T23:24:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,12.302890932982917,63.23529411764706,1610612761,19,9,2022-04-10T23:25:53Z,800000,-66.0,63.0,1,left,G. Trent Jr. 9' driving floating Jump Shot (4 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.15,Made,,,,,,,4.0,,,,,,,,,,,
81,PT05M14.00S,2022-04-10T23:24:37.6Z,1,REGULAR,3pt,Jump Shot,[],203095,94.1688567674113,2.2058823529411766,1610612752,22,9,2022-04-10T23:24:45Z,810000,-239.0,2.0,1,right,E. Fournier 3PT step back (6 PTS) (I. Quickley 2 AST),"[203095, 1630193]",1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,23.9,Made,,,,,,,6.0,I. Quickley,1630193.0,2.0,,,,,,,,
83,PT04M53.00S,2022-04-10T23:24:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628449,26.231931668856767,16.42156862745098,1610612761,22,12,2022-04-10T23:25:03Z,830000,168.0,194.0,1,left,C. Boucher 25' 3PT  (3 PTS) (O. Anunoby 2 AST),"[1628449, 1628384]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.66,Made,,,,,,,3.0,O. Anunoby,1628384.0,2.0,,,,,,,,
85,PT04M36.00S,2022-04-10T23:25:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,87.99277266754271,62.745098039215684,1610612752,24,12,2022-04-10T23:27:49Z,850000,64.0,60.0,1,right,O. Toppin 8' floating Jump Shot (10 PTS) (I. Quickley 3 AST),"[1630167, 1630193]",1610612752.0,NYK,floating,,,Toppin,O. Toppin,,,,,8.78,Made,,,,,,,10.0,I. Quickley,1630193.0,3.0,,,,,,,,
87,PT04M12.00S,2022-04-10T23:25:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,9.149145860709593,61.51960784313726,1610612761,24,12,2022-04-10T23:27:54Z,870000,-58.0,34.0,1,left,MISS M. Flynn 6' driving floating Shot,[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,6.66,Missed,,,,,,,,,,,,,,,,,,
88,PT04M10.00S,2022-04-10T23:25:41.1Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,24,12,2022-04-10T23:25:47Z,880000,,,0,,J. Sims REBOUND (Off:1 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,,,,,
89,PT03M57.00S,2022-04-10T23:25:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,85.10183968462549,34.80392156862745,1610612752,24,12,2022-04-10T23:28:27Z,890000,-76.0,88.0,1,right,MISS I. Quickley 11' turnaround fadeaway Shot,[1630193],1610612752.0,NYK,turnaround fadeaway,,,Quickley,I. Quickley,,,,,11.59,Missed,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2022-04-10T23:25:56.5Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,24,12,2022-04-10T23:26:07Z,900000,,,0,,J. Sims REBOUND (Off:2 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,89.0,5.0,3.0,2.0,,,,,,,,,,,,,,
