actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
58,PT05M34.00S,2022-02-01T00:51:03.5Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612758,15,12,2022-02-01T00:51:32Z,580000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Barnes 2 FT),"[203095, 203084]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Barnes,203084.0
61,PT05M34.00S,2022-02-01T00:51:19.2Z,1,REGULAR,substitution,out,[],202689,,,1610612758,15,12,2022-02-01T00:51:40Z,595000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M34.00S,2022-02-01T00:51:19.2Z,1,REGULAR,substitution,in,[],202692,,,1610612758,15,12,2022-02-01T00:51:40Z,597500,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M34.00S,2022-02-01T00:51:35.0Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,15,13,2022-02-01T00:51:58Z,600000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
63,PT05M34.00S,2022-02-01T00:51:35.0Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,15,13,2022-02-01T00:51:58Z,610000,,,0,,MISS H. Barnes Free Throw 2 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT05M32.00S,2022-02-01T00:51:37.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,15,13,2022-02-01T00:51:58Z,620000,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,63.0,5.0,4.0,1.0,,,,,,,,
65,PT05M15.00S,2022-02-01T00:52:15.6Z,1,REGULAR,foul,technical,['1freethrow'],1626158,,,1610612752,15,13,2022-02-01T00:52:24Z,630000,,,0,,R. Holmes defensive-3-second technical FOUL (1 Tech),[1626158],1610612758.0,SAC,defensive-3-second,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1146.0,0.0,1.0,,
66,PT05M15.00S,2022-02-01T00:52:30.5Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,15,13,2022-02-01T00:52:33Z,640000,,,0,,MISS E. Fournier technical Free Throw 1 of 1,[203095],1610612752.0,NYK,technical,,,Fournier,E. Fournier,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT05M15.00S,2022-02-01T00:52:30.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,15,13,2022-02-01T00:52:33Z,650000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,
68,PT05M08.00S,2022-02-01T00:52:49.3Z,1,REGULAR,3pt,Jump Shot,[],203095,79.45137976346912,9.068627450980392,1610612752,18,13,2022-02-01T00:52:54Z,660000,-205.0,141.0,1,right,E. Fournier 24' 3PT  (13 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.84,Made,13.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
69,PT04M54.00S,2022-02-01T00:53:03.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,25.57490144546649,84.06862745098039,1610612758,18,13,2022-02-01T00:53:08Z,670000,-170.0,188.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
70,PT04M52.00S,2022-02-01T00:53:05.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,18,13,2022-02-01T00:53:08Z,680000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,
72,PT04M46.00S,2022-02-01T00:53:11.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,69.46452036793693,28.186274509803923,1610612752,21,13,2022-02-01T00:53:16Z,690000,-109.0,235.0,1,right,R. Barrett 25' 3PT pullup (3 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,25.86,Made,3.0,,,,,,,,,,,,,,,,,
73,PT04M34.00S,2022-02-01T00:53:23.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,17.821944809461236,18.627450980392158,1610612758,21,13,2022-02-01T00:53:30Z,700000,157.0,115.0,1,left,MISS T. Haliburton 19' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,19.45,Missed,,,,,,,,,,,,,,,,,,
74,PT04M32.00S,2022-02-01T00:53:25.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,21,13,2022-02-01T00:53:30Z,710000,,,0,,M. Robinson REBOUND (Off:1 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,73.0,6.0,5.0,1.0,,,,,,,,
75,PT04M13.00S,2022-02-01T00:53:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,86.81011826544021,3.9215686274509802,1610612752,21,13,2022-02-01T00:53:50Z,720000,-230.0,71.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,
76,PT04M11.00S,2022-02-01T00:53:45.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,21,13,2022-02-01T00:53:50Z,730000,,,0,,M. Robinson REBOUND (Off:2 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,75.0,7.0,5.0,2.0,,,,,,,,
77,PT04M08.00S,2022-02-01T00:53:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,93.11760840998686,50.245098039215684,1610612752,23,13,2022-02-01T00:53:54Z,740000,1.0,12.0,1,right,M. Robinson driving finger roll Layup (4 PTS),[1629011],1610612752.0,NYK,driving finger roll,,,Robinson,M. Robinson,,,,,1.23,Made,4.0,,,,,,,,,,,,,,,,,
78,PT04M03.00S,2022-02-01T00:53:58.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,23,13,2022-02-01T00:53:58Z,750000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612758,23,13,2022-02-01T00:56:41Z,760000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,23,13,2022-02-01T00:56:41Z,770000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,23,13,2022-02-01T00:56:41Z,780000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,out,[],203084,,,1610612758,23,13,2022-02-01T00:56:41Z,790000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,in,[],203457,,,1610612758,23,13,2022-02-01T00:56:41Z,800000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,in,[],1627745,,,1610612758,23,13,2022-02-01T00:56:41Z,810000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,23,13,2022-02-01T00:56:41Z,820000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M03.00S,2022-02-01T00:53:58.4Z,1,REGULAR,substitution,in,[],203090,,,1610612758,23,13,2022-02-01T00:56:41Z,830000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
