actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoverdPersonId,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
42,PT08M44.00S,2022-02-03T00:51:04.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,3,8,2022-02-03T00:59:30Z,420000,0.0,0.0,1,left,M. Robinson tip Layup (2 PTS),[1629011],1610612752.0,NYK,tip,,,,,,,Robinson,M. Robinson,0.0,Made,,,,,,,,,,,,2.0,,,,,,,
43,PT08M25.00S,2022-02-03T00:51:23.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,76.95466491458606,50.49019607843137,1610612763,3,8,2022-02-03T00:51:33Z,430000,2.0,164.0,1,right,MISS D. Bane 16' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,,,,,Bane,D. Bane,16.41,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2022-02-03T00:51:25.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,3,8,2022-02-03T00:51:33Z,440000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,43.0,3.0,1.0,2.0,,,,,,,,,,,,,
45,PT08M12.00S,2022-02-03T00:51:36.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,7.178055190538765,49.01960784313725,1610612752,5,8,2022-02-03T00:51:39Z,450000,5.0,15.0,1,left,M. Robinson DUNK (4 PTS) (K. Walker 1 AST),"[1629011, 202689]",1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,1.58,Made,,,,,,,,,,,,4.0,,,,K. Walker,202689.0,1.0,
47,PT07M52.00S,2022-02-03T00:51:55.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,70.64717477003943,25.49019607843137,1610612763,5,11,2022-02-03T00:51:59Z,470000,-123.0,223.0,1,right,D. Bane 25' 3PT  (3 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,,,,,,,,Bane,D. Bane,25.48,Made,,,,,,,,,,,,3.0,,,,S. Adams,203500.0,1.0,
49,PT07M36.00S,2022-02-03T00:52:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,31.882391590013142,59.068627450980394,1610612752,8,11,2022-02-03T00:52:15Z,490000,-45.0,247.0,1,left,R. Barrett 25' 3PT  (4 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,,,,,Barrett,R. Barrett,25.13,Made,,,,,,,,,,,,4.0,,,,J. Randle,203944.0,1.0,
51,PT07M21.00S,2022-02-03T00:52:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.27792378449409,50.0,1610612763,8,11,2022-02-03T00:52:38Z,510000,0.0,29.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,,,,,Morant,J. Morant,2.95,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M19.00S,2022-02-03T00:52:32.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,8,11,2022-02-03T00:52:38Z,530000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,
54,PT07M19.00S,2022-02-03T00:52:36.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,8,11,2022-02-03T00:52:36Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2022-02-03T00:52:52.4Z,1,REGULAR,3pt,Jump Shot,[],203095,23.99802890932983,87.00980392156863,1610612752,11,11,2022-02-03T00:52:56Z,550000,-185.0,173.0,1,left,E. Fournier 25' 3PT  (3 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,,,,,Fournier,E. Fournier,25.34,Made,,,,,,,,,,,,3.0,,,,J. Randle,203944.0,2.0,
57,PT07M01.00S,2022-02-03T00:52:58.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,11,11,2022-02-03T00:52:58Z,570000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2022-02-03T00:56:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,76.03482260183968,87.99019607843137,1610612763,11,11,2022-02-03T00:57:01Z,580000,190.0,173.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,,,,,Jackson Jr.,J. Jackson Jr.,25.68,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2022-02-03T00:56:57.5Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,11,11,2022-02-03T00:57:01Z,590000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,,,,,Fournier,E. Fournier,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M27.00S,2022-02-03T00:57:12.3Z,1,REGULAR,3pt,Jump Shot,[],203095,26.231931668856767,84.06862745098039,1610612752,11,11,2022-02-03T00:57:19Z,600000,-170.0,194.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,,,,,Fournier,E. Fournier,25.82,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M25.00S,2022-02-03T00:57:14.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,11,11,2022-02-03T00:57:19Z,610000,,,0,,D. Bane REBOUND (Off:1 Def:1),[1630217],1610612763.0,MEM,,,,,,,,Bane,D. Bane,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,
68,PT06M13.00S,2022-02-03T00:57:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.05059132720105,51.71568627450981,1610612763,11,13,2022-02-03T00:57:36Z,620000,9.0,97.0,1,right,J. Morant 9' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,,,,,Morant,J. Morant,9.78,Made,,,,,,,,,,,,4.0,,,,,,,
69,PT05M53.00S,2022-02-03T00:57:46.4Z,1,REGULAR,3pt,Jump Shot,[],203944,29.77989487516426,28.431372549019606,1610612752,11,13,2022-02-03T00:57:52Z,630000,108.0,227.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,25.17,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2022-02-03T00:57:48.4Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,11,13,2022-02-03T00:57:52Z,640000,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,,,,,Williams,Z. Williams,,,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,
71,PT05M45.00S,2022-02-03T00:57:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,72.48685939553219,18.38235294117647,1610612763,11,13,2022-02-03T00:58:05Z,650000,-158.0,206.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,,Bane,D. Bane,25.98,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2022-02-03T00:57:56.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,11,13,2022-02-03T00:58:05Z,660000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,,,,,Barrett,R. Barrett,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M35.00S,2022-02-03T00:58:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.258212877792378,50.73529411764706,1610612752,11,13,2022-02-03T01:00:02Z,670000,-4.0,6.0,1,left,MISS R. Barrett driving reverse Layup,[1629628],1610612752.0,NYK,driving reverse,,,,,,,Barrett,R. Barrett,0.73,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M33.00S,2022-02-03T00:58:06.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,11,13,2022-02-03T00:58:10Z,680000,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,73.0,4.0,1.0,3.0,,,,,,,,,,,,,
75,PT05M32.00S,2022-02-03T00:58:07.9Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,11,13,2022-02-03T00:58:12Z,690000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630217]",1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,1.0,Bane,1630217.0,,,,
76,PT05M32.00S,2022-02-03T00:58:07.9Z,1,REGULAR,steal,,[],1630217,,,1610612763,11,13,2022-02-03T00:58:10Z,700000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2022-02-03T00:58:18.5Z,1,REGULAR,turnover,traveling,[],1630217,,,1610612763,11,13,2022-02-03T00:58:49Z,710000,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,,,,,Bane,D. Bane,,,,,,,,,202037.0,,,,,,1.0,,,,,,
78,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,out,[],202689,,,1610612752,11,13,2022-02-03T00:58:45Z,720000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,
79,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,11,13,2022-02-03T00:58:45Z,730000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,
80,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,out,[],1628991,,,1610612752,11,13,2022-02-03T00:58:45Z,740000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612752,11,13,2022-02-03T00:58:45Z,750000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,in,[],202692,,,1610612752,11,13,2022-02-03T00:58:45Z,760000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,
83,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,in,[],203457,,,1610612752,11,13,2022-02-03T00:58:45Z,770000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612752,11,13,2022-02-03T00:58:45Z,780000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2022-02-03T00:58:18.6Z,1,REGULAR,substitution,in,[],203937,,,1610612752,11,13,2022-02-03T00:58:45Z,790000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2022-02-03T00:58:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203095,5.995400788436268,47.794117647058826,1610612752,11,13,2022-02-03T00:59:00Z,800000,11.0,4.0,1,left,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,,,,,Fournier,E. Fournier,1.17,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M13.00S,2022-02-03T00:58:56.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,11,13,2022-02-03T00:59:00Z,810000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,,,,,Adams,S. Adams,,,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,
88,PT05M08.00S,2022-02-03T00:59:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.24901445466492,49.754901960784316,1610612763,11,15,2022-02-03T00:59:06Z,820000,-1.0,11.0,1,right,K. Anderson Layup (2 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,1.11,Made,,,,,,,,,,,,2.0,,,,D. Melton,1629001.0,1.0,
