actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
46,PT06M55.00S,2022-03-18T23:46:50.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,13,2022-03-18T23:46:52Z,460000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,
47,PT06M47.00S,2022-03-18T23:46:57.6Z,1,REGULAR,3pt,Jump Shot,[],203944,72.61826544021025,80.63725490196079,1610612752,13,13,2022-03-18T23:47:03Z,470000,153.0,205.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M46.00S,2022-03-18T23:46:58.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,13,13,2022-03-18T23:47:03Z,480000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,
49,PT06M46.00S,2022-03-18T23:47:02.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,13,13,2022-03-18T23:47:02Z,490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M46.00S,2022-03-18T23:47:05.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,13,13,2022-03-18T23:47:05Z,500000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M26.00S,2022-03-18T23:50:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630557,25.18068331143233,85.5392156862745,1610612764,13,13,2022-03-18T23:50:31Z,510000,-178.0,184.0,1,left,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M22.00S,2022-03-18T23:50:29.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,13,2022-03-18T23:50:31Z,520000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,51.0,3.0,3.0,0.0,,,,,,,
53,PT06M20.00S,2022-03-18T23:50:30.3Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,13,13,2022-03-18T23:50:35Z,530000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 203484]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,2.0,Caldwell-Pope,203484.0,,,,,,,,,,,,
54,PT06M20.00S,2022-03-18T23:50:30.3Z,1,REGULAR,steal,,[],203484,,,1610612764,13,13,2022-03-18T23:50:32Z,540000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M11.00S,2022-03-18T23:50:42.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,13,13,2022-03-18T23:50:42Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M11.00S,2022-03-18T23:50:42.6Z,1,REGULAR,substitution,out,[],203484,,,1610612764,13,13,2022-03-18T23:50:56Z,560000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M11.00S,2022-03-18T23:50:42.6Z,1,REGULAR,substitution,out,[],204001,,,1610612764,13,13,2022-03-18T23:50:56Z,570000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M11.00S,2022-03-18T23:50:42.6Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,13,13,2022-03-18T23:50:56Z,580000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2022-03-18T23:50:42.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,13,13,2022-03-18T23:50:56Z,590000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M04.00S,2022-03-18T23:51:07.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,30.699737187910642,72.30392156862744,1610612764,13,13,2022-03-18T23:51:14Z,600000,-112.0,236.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2022-03-18T23:51:09.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,13,2022-03-18T23:51:14Z,610000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,60.0,4.0,4.0,0.0,,,,,,,
62,PT05M55.00S,2022-03-18T23:51:17.1Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,13,13,2022-03-18T23:51:24Z,620000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1630557]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,3.0,Kispert,1630557.0,,,,,,,,,,,,
63,PT05M55.00S,2022-03-18T23:51:17.1Z,1,REGULAR,steal,,[],1630557,,,1610612764,13,13,2022-03-18T23:51:18Z,630000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M51.00S,2022-03-18T23:51:21.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203526,5.995400788436268,47.30392156862745,1610612764,13,15,2022-03-18T23:53:56Z,640000,13.0,4.0,1,left,R. Neto running Layup (4 PTS) (C. Kispert 1 AST),"[203526, 1630557]",1610612764.0,WAS,running,,,Neto,R. Neto,,,,,1.41,Made,4.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,,,
66,PT05M34.00S,2022-03-18T23:51:39.5Z,1,REGULAR,turnover,out-of-bounds,[],202692,,,1610612752,13,15,2022-03-18T23:51:47Z,660000,,,0,,A. Burks bad pass out-of-bounds TURNOVER (1 TO),[202692],1610612752.0,NYK,bad pass,,,Burks,A. Burks,,,,,,,,,,,1.0,,,2715.0,,,,,,,,,,,
67,PT05M34.00S,2022-03-18T23:51:39.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612764,13,15,2022-03-18T23:51:55Z,670000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M34.00S,2022-03-18T23:51:39.6Z,1,REGULAR,substitution,in,[],1630579,,,1610612764,13,15,2022-03-18T23:51:55Z,680000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M20.00S,2022-03-18T23:52:08.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203526,24.655059132720105,85.5392156862745,1610612764,13,18,2022-03-18T23:52:13Z,700000,-178.0,179.0,1,left,R. Neto 25' 3PT  (7 PTS) (K. Kuzma 2 AST),"[203526, 1628398]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,25.24,Made,7.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,,
72,PT05M02.00S,2022-03-18T23:52:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,91.27792378449409,55.14705882352941,1610612752,13,18,2022-03-18T23:52:36Z,720000,26.0,29.0,1,right,MISS A. Burks driving floating bank Shot,[202692],1610612752.0,NYK,driving floating bank,,,Burks,A. Burks,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M02.00S,2022-03-18T23:52:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,13,18,2022-03-18T23:52:36Z,730000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,
74,PT05M02.00S,2022-03-18T23:52:35.3Z,1,REGULAR,foul,personal,[],203526,,,1610612752,13,18,2022-03-18T23:53:09Z,740000,,,0,,R. Neto loose ball personal FOUL (1 PF),"[203526, 203944]",1610612764.0,WAS,loose ball,,,Neto,R. Neto,,,,,,,,,,,,,,200833.0,,,,,1.0,0.0,Randle,203944.0,,,
76,PT05M02.00S,2022-03-18T23:52:35.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,13,18,2022-03-18T23:53:07Z,760000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M02.00S,2022-03-18T23:52:35.4Z,1,REGULAR,substitution,out,[],203526,,,1610612752,13,18,2022-03-18T23:53:07Z,770000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M02.00S,2022-03-18T23:52:35.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,13,18,2022-03-18T23:53:07Z,780000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M02.00S,2022-03-18T23:52:35.4Z,1,REGULAR,substitution,in,[],202397,,,1610612752,13,18,2022-03-18T23:53:07Z,790000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M47.00S,2022-03-18T23:53:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,71.82982917214193,21.07843137254902,1610612752,13,18,2022-03-18T23:53:49Z,800000,-145.0,212.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M44.00S,2022-03-18T23:53:11.8Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,13,18,2022-03-18T23:53:11Z,810000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,
82,PT04M42.00S,2022-03-18T23:53:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612752,13,18,2022-03-18T23:53:30Z,820000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Sims 2 FT),"[1629655, 1630579]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,200833.0,,,,,1.0,0.0,Sims,1630579.0,,,
84,PT04M42.00S,2022-03-18T23:53:42.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630579,,,1610612752,13,18,2022-03-18T23:54:07Z,840000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M42.00S,2022-03-18T23:53:42.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,13,18,2022-03-18T23:54:07Z,850000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,
86,PT04M42.00S,2022-03-18T23:53:42.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630579,,,1610612752,13,18,2022-03-18T23:54:07Z,860000,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2022-03-18T23:53:45.3Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,13,18,2022-03-18T23:54:07Z,870000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,
88,PT04M24.00S,2022-03-18T23:54:21.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.258212877792378,48.28431372549019,1610612764,13,20,2022-03-18T23:54:37Z,880000,9.0,6.0,1,left,D. Gafford alley-oop DUNK (2 PTS) (I. Smith 1 AST),"[1629655, 202397]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.07,Made,2.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,,
90,PT04M10.00S,2022-03-18T23:54:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,13,20,2022-03-18T23:54:49Z,900000,,,0,,I. Quickley step out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,step,,,Quickley,I. Quickley,,,,,,,,,,,1.0,,,200833.0,,,,,,,,,,,
