actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
26,PT09M29.00S,2022-01-17T18:14:44.5Z,1,REGULAR,foul,personal,['2freethrow'],202330,,,1610612752,0,7,2022-01-17T18:14:54Z,260000,,,0,,G. Hayward shooting personal FOUL (1 PF) (Robinson 2 FT),"[202330, 1629011]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Robinson,1629011.0
28,PT09M29.00S,2022-01-17T18:15:10.7Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,1,7,2022-01-17T18:15:32Z,280000,,,0,,M. Robinson Free Throw 1 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
29,PT09M29.00S,2022-01-17T18:15:10.7Z,1,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,1,7,2022-01-17T18:15:32Z,290000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2022-01-17T18:15:12.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,1,7,2022-01-17T18:15:32Z,300000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M17.00S,2022-01-17T18:15:41.5Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612766,1,7,2022-01-17T18:15:49Z,310000,,,0,,A. Burks shooting personal FOUL (1 PF) (Hayward 2 FT),"[202692, 202330]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Hayward,202330.0
33,PT09M17.00S,2022-01-17T18:16:02.5Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,1,7,2022-01-17T18:16:02Z,330000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M17.00S,2022-01-17T18:16:02.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,1,7,2022-01-17T18:16:02Z,340000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2022-01-17T18:16:16.4Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,1,8,2022-01-17T18:16:16Z,350000,,,0,,G. Hayward Free Throw 2 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
36,PT09M01.00S,2022-01-17T18:16:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,67.62483574244416,51.470588235294116,1610612752,4,8,2022-01-17T18:16:39Z,360000,7.0,252.0,1,right,R. Barrett 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.19,Made,,,,,,,3.0,,,,J. Randle,203944.0,1.0,,,,,
38,PT08M45.00S,2022-01-17T18:16:51.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,28.465834428383708,22.058823529411764,1610612766,4,11,2022-01-17T18:16:55Z,380000,140.0,215.0,1,left,M. Bridges 25' 3PT  (8 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.65,Made,,,,,,,8.0,,,,M. Plumlee,203486.0,1.0,,,,,
40,PT08M27.00S,2022-01-17T18:17:08.8Z,1,REGULAR,3pt,Jump Shot,[],203944,75.64060446780552,13.970588235294118,1610612752,7,11,2022-01-17T18:17:14Z,400000,-180.0,176.0,1,right,J. Randle 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.22,Made,,,,,,,3.0,,,,R. Barrett,1629628.0,1.0,,,,,
42,PT08M11.00S,2022-01-17T18:17:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,32.14520367936925,27.941176470588236,1610612766,7,11,2022-01-17T18:17:30Z,420000,110.0,250.0,1,left,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
43,PT08M09.00S,2022-01-17T18:17:27.3Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,7,11,2022-01-17T18:17:30Z,430000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M02.00S,2022-01-17T18:17:34.5Z,1,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,40.68627450980392,1610612752,10,11,2022-01-17T18:17:39Z,440000,-47.0,253.0,1,right,J. Randle 25' 3PT pullup (6 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,25.74,Made,,,,,,,6.0,,,,,,,,,,,
45,PT07M47.00S,2022-01-17T18:17:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,17.69053876478318,46.568627450980394,1610612766,10,11,2022-01-17T18:17:58Z,450000,17.0,114.0,1,left,MISS T. Rozier 11' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,11.51,Missed,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-01-17T18:17:51.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,11,2022-01-17T18:17:58Z,460000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M35.00S,2022-01-17T18:18:01.3Z,1,REGULAR,3pt,Jump Shot,[],203944,72.48685939553219,75.73529411764706,1610612752,10,11,2022-01-17T18:18:52Z,470000,129.0,206.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,
48,PT07M32.00S,2022-01-17T18:18:04.3Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,10,11,2022-01-17T18:18:09Z,480000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M24.00S,2022-01-17T18:18:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628998,27.989487516425754,77.96415441176471,1610612766,10,11,2022-01-17T18:22:10Z,490000,-140.0,211.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2022-01-17T18:18:14.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,10,11,2022-01-17T18:18:27Z,500000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2022-01-17T18:18:16.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,10,11,2022-01-17T18:18:16Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M14.00S,2022-01-17T18:18:34.9Z,1,REGULAR,foul,personal,[],1628970,,,1610612752,10,11,2022-01-17T18:18:51Z,520000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 203944]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Randle,203944.0
54,PT07M08.00S,2022-01-17T18:18:55.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.03745072273325,50.98039215686274,1610612752,12,11,2022-01-17T18:18:59Z,540000,5.0,4.0,1,right,M. Robinson driving DUNK (3 PTS),[1629011],1610612752.0,NYK,driving,,,Robinson,M. Robinson,,,,,0.6,Made,,,,,,,3.0,,,,,,,,,,,
55,PT07M06.00S,2022-01-17T18:19:09.1Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612766,12,11,2022-01-17T18:19:09Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2022-01-17T18:19:35.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,31.09395532194481,33.33333333333333,1610612766,12,14,2022-01-17T18:19:49Z,580000,83.0,240.0,1,left,T. Rozier 25' 3PT  (5 PTS) (M. Bridges 1 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.39,Made,,,,,,,5.0,,,,M. Bridges,1628970.0,1.0,,,,,
60,PT06M33.00S,2022-01-17T18:19:47.1Z,1,REGULAR,3pt,Jump Shot,[],202692,71.82982917214193,25.0,1610612752,12,14,2022-01-17T18:19:52Z,600000,-125.0,212.0,1,right,MISS A. Burks 24' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2022-01-17T18:19:49.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,14,2022-01-17T18:19:52Z,610000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT06M28.00S,2022-01-17T18:19:54.3Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612766,12,14,2022-01-17T18:20:00Z,620000,,,0,,A. Burks shooting personal FOUL (2 PF) (Plumlee 2 FT),"[202692, 203486]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Plumlee,203486.0
64,PT06M28.00S,2022-01-17T18:20:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,14,2022-01-17T18:20:03Z,640000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-01-17T18:20:03.5Z,1,REGULAR,substitution,out,[],202692,,,1610612766,12,14,2022-01-17T18:22:54Z,650000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2022-01-17T18:20:03.5Z,1,REGULAR,substitution,in,[],1630193,,,1610612766,12,14,2022-01-17T18:22:54Z,660000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2022-01-17T18:23:00.8Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,12,15,2022-01-17T18:23:00Z,670000,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
68,PT06M28.00S,2022-01-17T18:23:00.8Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,12,15,2022-01-17T18:23:24Z,680000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2022-01-17T18:23:02.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,15,2022-01-17T18:23:24Z,690000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M09.00S,2022-01-17T18:23:39.8Z,1,REGULAR,2pt,Jump Shot,[],203095,76.82325886990802,75.0,1610612752,12,15,2022-01-17T18:24:38Z,700000,125.0,165.0,1,right,MISS E. Fournier 20' pullup Shot,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,20.73,Missed,,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2022-01-17T18:23:41.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,15,2022-01-17T18:23:49Z,710000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,70.0,3.0,3.0,0.0,,,,,,,,,,,,,,
72,PT05M58.00S,2022-01-17T18:23:49.7Z,1,REGULAR,3pt,Jump Shot,[],202330,5.206964520367937,3.6764705882352944,1610612766,12,18,2022-01-17T18:23:53Z,720000,232.0,-4.0,1,left,G. Hayward 3PT  (4 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,23.16,Made,,,,,,,4.0,,,,M. Bridges,1628970.0,2.0,,,,,
74,PT05M42.00S,2022-01-17T18:24:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,82.9993429697766,42.8921568627451,1610612752,12,18,2022-01-17T18:24:12Z,740000,-36.0,107.0,1,right,MISS R. Barrett 11' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,11.3,Missed,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-01-17T18:24:07.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,12,18,2022-01-17T18:24:12Z,750000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-01-17T18:24:11.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,12,18,2022-01-17T18:24:11Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2022-01-17T18:24:31.4Z,1,REGULAR,2pt,Jump Shot,[],1626179,21.76412614980289,37.5,1610612766,12,20,2022-01-17T18:24:36Z,770000,62.0,152.0,1,left,T. Rozier 16' Jump Shot (7 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,16.44,Made,,,,,,,7.0,,,,,,,,,,,
78,PT05M08.00S,2022-01-17T18:24:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.77463863337714,43.13725490196079,1610612752,12,20,2022-01-17T18:24:58Z,780000,-34.0,6.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,
80,PT05M06.00S,2022-01-17T18:24:54.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,20,2022-01-17T18:24:58Z,800000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT05M04.00S,2022-01-17T18:24:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,5.995400788436268,51.225490196078425,1610612766,12,22,2022-01-17T18:25:05Z,810000,-6.0,4.0,1,left,M. Bridges cutting Layup (10 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,0.72,Made,,,,,,,10.0,,,,T. Rozier,1626179.0,1.0,,,,,
83,PT05M04.00S,2022-01-17T18:25:00.8Z,1,REGULAR,foul,personal,['1freethrow'],1630193,,,1610612766,12,22,2022-01-17T18:25:37Z,830000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Bridges 1 FT),"[1630193, 1628970]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Bridges,1628970.0
85,PT05M04.00S,2022-01-17T18:25:00.9Z,1,REGULAR,substitution,out,[],1629011,,,1610612766,12,22,2022-01-17T18:25:19Z,850000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M04.00S,2022-01-17T18:25:00.9Z,1,REGULAR,substitution,in,[],201959,,,1610612766,12,22,2022-01-17T18:25:19Z,860000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2022-01-17T18:25:39.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628970,,,1610612766,12,23,2022-01-17T18:25:39Z,870000,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
88,PT04M42.00S,2022-01-17T18:26:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,69.33311432325887,27.941176470588236,1610612752,15,23,2022-01-17T18:26:08Z,880000,-110.0,236.0,1,right,I. Quickley 26' 3PT  (3 PTS) (E. Fournier 1 AST),"[1630193, 203095]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.03,Made,,,,,,,3.0,,,,E. Fournier,203095.0,1.0,,,,,
90,PT04M32.00S,2022-01-17T18:26:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.521024967148489,49.26470588235294,1610612766,15,25,2022-01-17T18:26:20Z,900000,4.0,9.0,1,left,M. Bridges Layup (13 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,0.95,Made,,,,,,,13.0,,,,T. Rozier,1626179.0,2.0,,,,,
92,PT04M08.00S,2022-01-17T18:26:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201959,94.30026281208936,47.30392156862745,1610612752,15,25,2022-01-17T18:27:10Z,920000,-13.0,1.0,1,right,MISS T. Gibson cutting Layup,[201959],1610612752.0,NYK,cutting,,,Gibson,T. Gibson,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2022-01-17T18:26:39.9Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,15,25,2022-01-17T18:27:56Z,930000,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,,
94,PT04M07.00S,2022-01-17T18:26:42.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201959,94.40999984741211,50.0,1610612752,15,25,2022-01-17T18:28:00Z,940000,0.0,0.0,1,right,MISS T. Gibson tip Layup,[201959],1610612752.0,NYK,tip,,,Gibson,T. Gibson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2022-01-17T18:26:43.7Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,15,25,2022-01-17T18:28:00Z,950000,,,0,,T. Gibson REBOUND (Off:2 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,94.0,2.0,0.0,2.0,,,,,,,,,,,,,,
