actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
446,PT00M26.90S,2021-11-16T02:12:09.0Z,3,REGULAR,substitution,in,[],203200,,,1610612752,69,74,2021-11-16T02:12:29Z,4400000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M03.40S,2021-11-16T02:12:55.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,17.95335085413929,9.803921568627452,1610612752,69,74,2021-11-16T02:13:27Z,4410000,201.0,116.0,1,left,MISS I. Quickley 23' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,,
448,PT00M02.40S,2021-11-16T02:12:56.9Z,3,REGULAR,rebound,defensive,[],1629103,,,1610612754,69,74,2021-11-16T02:13:05Z,4420000,,,0,,K. Martin REBOUND (Off:0 Def:3),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,447.0,3.0,3.0,0.0,,,,,,,,,,,,,,
449,PT00M00.70S,2021-11-16T02:13:03.0Z,3,REGULAR,3pt,Jump Shot,[],1629103,49.227989487516425,49.50980392156863,1610612754,69,74,2021-11-16T02:13:27Z,4430000,-2.0,425.0,1,right,MISS K. Martin 42' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,42.48,Missed,,,,,,,,,,,,,,,,,,,
450,PT00M00.10S,2021-11-16T02:13:03.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,69,74,2021-11-16T02:13:27Z,4440000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,
451,PT00M00.00S,2021-11-16T02:13:13.2Z,3,REGULAR,period,end,[],0,,,1610612754,69,74,2021-11-16T02:13:13Z,4450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2021-11-16T02:14:50.5Z,4,REGULAR,substitution,out,['startperiod'],1629103,,,1610612754,69,74,2021-11-16T02:15:39Z,4460000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2021-11-16T02:14:50.5Z,4,REGULAR,substitution,in,['startperiod'],1627763,,,1610612754,69,74,2021-11-16T02:15:39Z,4470000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2021-11-16T02:15:39.5Z,4,REGULAR,period,start,[],0,,,1610612752,69,74,2021-11-16T02:15:39Z,4480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT11M45.00S,2021-11-16T02:15:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,9.411957950065702,43.13725490196079,1610612752,69,74,2021-11-16T02:16:03Z,4490000,34.0,36.0,1,left,MISS I. Quickley driving Layup - blocked,"[1630193, 1629048]",1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,4.97,Missed,,,,,,,,Bitadze,1629048.0,,,,,,,,,,
456,PT11M45.00S,2021-11-16T02:15:56.5Z,4,REGULAR,block,,[],1629048,,,1610612752,69,74,2021-11-16T02:15:59Z,4500000,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT11M43.00S,2021-11-16T02:15:58.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,69,74,2021-11-16T02:16:03Z,4510000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,,,
458,PT11M43.00S,2021-11-16T02:16:01.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,69,74,2021-11-16T02:16:01Z,4520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT11M43.00S,2021-11-16T02:16:20.1Z,4,REGULAR,foul,offensive,[],1630167,,,1610612752,69,74,2021-11-16T02:18:00Z,4530000,,,0,,O. Toppin offensive FOUL (1 PF),"[1630167, 1627763]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,1151.0,,,,1.0,0.0,Brogdon,1627763.0,,,,,,
461,PT11M43.00S,2021-11-16T02:16:20.1Z,4,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,69,74,2021-11-16T02:16:20Z,4550000,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,1151.0,1.0,,,,,,,,,,,,
462,PT11M31.00S,2021-11-16T02:16:46.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204456,85.89027595269383,94.36274509803921,1610612754,69,74,2021-11-16T02:16:56Z,4560000,222.0,80.0,1,right,MISS T. McConnell 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
463,PT11M29.00S,2021-11-16T02:16:48.9Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,69,74,2021-11-16T02:16:56Z,4570000,,,0,,D. Rose REBOUND (Off:1 Def:3),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,462.0,4.0,3.0,1.0,,,,,,,,,,,,,,
464,PT11M23.00S,2021-11-16T02:16:54.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1630193,14.273981603153747,68.13725490196079,1610612752,71,74,2021-11-16T02:17:01Z,4580000,-91.0,82.0,1,left,I. Quickley 12' floating Jump Shot (10 PTS) (D. Rose 5 AST),"[1630193, 201565]",1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,12.21,Made,10.0,,,,,,,,,,,,,D. Rose,201565.0,5.0,,,
466,PT11M06.00S,2021-11-16T02:17:13.8Z,4,REGULAR,foul,personal,[],201959,,,1610612754,71,74,2021-11-16T02:17:18Z,4600000,,,0,,T. Gibson personal FOUL (3 PF),"[201959, 204456]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,1155.0,,,,3.0,0.0,McConnell,204456.0,,,,,,
468,PT10M53.00S,2021-11-16T02:17:45.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,71,74,2021-11-16T02:17:45Z,4620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT10M53.00S,2021-11-16T02:17:59.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,71,74,2021-11-16T02:17:59Z,4630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT10M51.00S,2021-11-16T02:18:45.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,71,74,2021-11-16T02:22:44Z,4660000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT10M51.00S,2021-11-16T02:18:46.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612754,71,74,2021-11-16T02:20:43Z,4670000,,,0,,,[],1610612752.0,NYK,overturned,,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,No Foul on D. Rose
474,PT10M49.00S,2021-11-16T02:21:48.9Z,4,REGULAR,jumpball,recovered,[],1630193,,,1610612752,71,74,2021-11-16T02:21:48Z,4680000,,,0,,Jump Ball O. Toppin vs. G. Bitadze: Tip to I. Quickley,"[1630193, 1630167, 1629048]",1610612752.0,NYK,challenge,I. Quickley,1630193.0,Quickley,I. Quickley,Toppin,1630167.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,
477,PT10M28.00S,2021-11-16T02:22:11.6Z,4,REGULAR,2pt,Jump Shot,[],1630167,17.16491458607096,25.49019607843137,1610612752,71,74,2021-11-16T02:26:04Z,4710000,123.0,109.0,1,left,MISS O. Toppin 16' floating Shot,[1630167],1610612752.0,NYK,floating,,,Toppin,O. Toppin,,,,,16.39,Missed,,,,,,,,,,,,,,,,,,,
478,PT10M27.00S,2021-11-16T02:22:12.6Z,4,REGULAR,rebound,offensive,[],201959,,,1610612752,71,74,2021-11-16T02:22:20Z,4720000,,,0,,T. Gibson REBOUND (Off:3 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,477.0,6.0,3.0,3.0,,,,,,,,,,,,,,
479,PT10M26.00S,2021-11-16T02:22:15.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,71,74,2021-11-16T02:22:28Z,4730000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M10.00S,2021-11-16T02:22:42.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,68.80749014454665,35.049019607843135,1610612754,71,74,2021-11-16T02:26:29Z,4740000,-75.0,241.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
481,PT10M08.00S,2021-11-16T02:22:44.1Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,71,74,2021-11-16T02:22:46Z,4750000,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,480.0,4.0,4.0,0.0,,,,,,,,,,,,,,
482,PT09M54.00S,2021-11-16T02:22:57.8Z,4,REGULAR,3pt,Jump Shot,[],1630167,32.802233902759525,39.21568627450981,1610612752,71,74,2021-11-16T02:23:02Z,4760000,54.0,256.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
483,PT09M52.00S,2021-11-16T02:22:59.8Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,71,74,2021-11-16T02:23:02Z,4770000,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,482.0,3.0,3.0,0.0,,,,,,,,,,,,,,
484,PT09M39.00S,2021-11-16T02:23:13.0Z,4,REGULAR,3pt,Jump Shot,[],204456,93.51182654402102,2.450980392156863,1610612754,71,74,2021-11-16T02:23:19Z,4780000,-238.0,8.0,1,right,MISS T. McConnell 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
485,PT09M37.00S,2021-11-16T02:23:15.0Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,71,74,2021-11-16T02:23:19Z,4790000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,484.0,1.0,1.0,0.0,,,,,,,,,,,,,,
486,PT09M30.00S,2021-11-16T02:23:21.2Z,4,REGULAR,3pt,Jump Shot,[],201565,27.808804204993432,76.7156862745098,1610612752,71,74,2021-11-16T02:23:31Z,4800000,-134.0,209.0,1,left,MISS D. Rose 24' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
487,PT09M28.00S,2021-11-16T02:23:23.2Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,71,74,2021-11-16T02:23:31Z,4810000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,486.0,1.0,1.0,0.0,,,,,,,,,,,,,,
488,PT09M07.00S,2021-11-16T02:23:47.6Z,4,REGULAR,3pt,Jump Shot,[],1627734,73.53810775295663,85.5392156862745,1610612754,71,74,2021-11-16T02:24:01Z,4820000,178.0,196.0,1,right,MISS D. Sabonis 26' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
489,PT09M05.00S,2021-11-16T02:23:49.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,71,74,2021-11-16T02:24:01Z,4830000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,
490,PT09M05.00S,2021-11-16T02:23:51.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,71,74,2021-11-16T02:24:04Z,4840000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
491,PT09M05.00S,2021-11-16T02:23:52.0Z,4,REGULAR,substitution,out,[],201959,,,1610612752,71,74,2021-11-16T02:24:09Z,4850000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M05.00S,2021-11-16T02:23:52.0Z,4,REGULAR,substitution,in,[],203944,,,1610612752,71,74,2021-11-16T02:24:09Z,4860000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M52.00S,2021-11-16T02:24:25.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,31.750985545335087,34.31372549019608,1610612752,74,74,2021-11-16T02:24:50Z,4870000,78.0,246.0,1,left,I. Quickley 25' 3PT pullup (13 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.82,Made,13.0,,,,,,,,,,,,,,,,,,
494,PT08M50.00S,2021-11-16T02:24:33.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,74,74,2021-11-16T02:24:33Z,4880000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M50.00S,2021-11-16T02:24:33.5Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,74,74,2021-11-16T02:27:06Z,4890000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M50.00S,2021-11-16T02:24:33.5Z,4,REGULAR,substitution,out,[],1627763,,,1610612754,74,74,2021-11-16T02:27:06Z,4900000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M50.00S,2021-11-16T02:24:33.5Z,4,REGULAR,substitution,in,[],1627747,,,1610612754,74,74,2021-11-16T02:27:06Z,4910000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M50.00S,2021-11-16T02:24:33.5Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,74,74,2021-11-16T02:27:06Z,4920000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M34.00S,2021-11-16T02:27:43.6Z,4,REGULAR,3pt,Jump Shot,[],203200,77.4802890932983,9.803921568627452,1610612754,74,77,2021-11-16T02:28:32Z,4930000,-201.0,159.0,1,right,J. Holiday 25' 3PT pullup (8 PTS) (D. Sabonis 3 AST),"[203200, 1627734]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.64,Made,8.0,,,,,,,,,,,,,D. Sabonis,1627734.0,3.0,,,
501,PT08M10.00S,2021-11-16T02:28:09.8Z,4,REGULAR,turnover,out-of-bounds,[],201565,,,1610612752,74,77,2021-11-16T02:28:14Z,4950000,,,0,,D. Rose bad pass out-of-bounds TURNOVER (1 TO),[201565],1610612752.0,NYK,bad pass,,,Rose,D. Rose,,,,,,,,,,,,203177.0,1.0,,,,,,,,,,,,
502,PT07M54.00S,2021-11-16T02:28:37.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,87.59855453350855,94.6078431372549,1610612754,74,77,2021-11-16T02:28:42Z,4960000,223.0,64.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
503,PT07M52.00S,2021-11-16T02:28:39.2Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,74,77,2021-11-16T02:28:42Z,4970000,,,0,,D. Rose REBOUND (Off:1 Def:4),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,502.0,5.0,4.0,1.0,,,,,,,,,,,,,,
504,PT07M40.00S,2021-11-16T02:28:50.6Z,4,REGULAR,3pt,Jump Shot,[],202692,30.305519053876477,66.17647058823529,1610612752,77,77,2021-11-16T02:29:29Z,4980000,-81.0,232.0,1,left,A. Burks 24' 3PT pullup (6 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,24.61,Made,6.0,,,,,,,,,,,,,,,,,,
505,PT07M25.00S,2021-11-16T02:29:07.6Z,4,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612754,77,77,2021-11-16T02:29:19Z,4990000,,,0,,O. Toppin shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1630167, 1627734]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,203177.0,,,,2.0,0.0,Sabonis,1627734.0,,,,,,
508,PT07M25.00S,2021-11-16T02:29:24.5Z,4,REGULAR,substitution,out,[],201565,,,1610612754,77,77,2021-11-16T02:29:49Z,5005000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT07M25.00S,2021-11-16T02:29:24.5Z,4,REGULAR,substitution,in,[],1629628,,,1610612754,77,77,2021-11-16T02:29:49Z,5007500,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M25.00S,2021-11-16T02:29:41.4Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,77,78,2021-11-16T02:30:06Z,5010000,,,0,,D. Sabonis Free Throw 1 of 2 (21 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
510,PT07M25.00S,2021-11-16T02:29:41.4Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,77,78,2021-11-16T02:30:06Z,5020000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
511,PT07M23.00S,2021-11-16T02:29:43.4Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612752,77,78,2021-11-16T02:30:06Z,5030000,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,510.0,5.0,5.0,0.0,,,,,,,,,,,,,,
512,PT07M15.00S,2021-11-16T02:30:13.7Z,4,REGULAR,foul,personal,['3freethrow'],203200,,,1610612752,77,78,2021-11-16T02:30:29Z,5040000,,,0,,J. Holiday shooting personal FOUL (3 PF) (Burks 3 FT),"[203200, 202692]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,1155.0,,,,3.0,0.0,Burks,202692.0,,,,,,
517,PT07M15.00S,2021-11-16T02:30:29.8Z,4,REGULAR,substitution,out,[],204456,,,1610612752,77,78,2021-11-16T02:31:03Z,5055000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M15.00S,2021-11-16T02:30:29.8Z,4,REGULAR,substitution,in,[],1627763,,,1610612752,77,78,2021-11-16T02:31:03Z,5057500,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M15.00S,2021-11-16T02:30:45.9Z,4,REGULAR,freethrow,1 of 3,[],202692,,,1610612752,77,78,2021-11-16T02:30:45Z,5060000,,,0,,MISS A. Burks Free Throw 1 of 3,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
515,PT07M15.00S,2021-11-16T02:30:45.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,77,78,2021-11-16T02:30:45Z,5070000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,
516,PT07M15.00S,2021-11-16T02:30:58.2Z,4,REGULAR,freethrow,2 of 3,[],202692,,,1610612752,78,78,2021-11-16T02:30:58Z,5080000,,,0,,A. Burks Free Throw 2 of 3 (7 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
519,PT07M15.00S,2021-11-16T02:31:16.0Z,4,REGULAR,freethrow,3 of 3,[],202692,,,1610612752,79,78,2021-11-16T02:31:16Z,5090000,,,0,,A. Burks Free Throw 3 of 3 (8 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
520,PT07M06.00S,2021-11-16T02:31:28.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.9862023653088,46.32352941176471,1610612754,79,80,2021-11-16T02:31:33Z,5100000,-18.0,13.0,1,right,M. Brogdon driving Layup (22 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.28,Made,22.0,,,,,,,,,,,,,,,,,,
521,PT06M51.00S,2021-11-16T02:31:42.4Z,4,REGULAR,3pt,Jump Shot,[],1629628,32.013797634691194,48.28431372549019,1610612752,79,80,2021-11-16T02:32:14Z,5110000,9.0,248.0,1,left,MISS R. Barrett 24' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
522,PT06M49.00S,2021-11-16T02:31:44.4Z,4,REGULAR,rebound,offensive,[],1630193,,,1610612752,79,80,2021-11-16T02:31:48Z,5120000,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,521.0,2.0,1.0,1.0,,,,,,,,,,,,,,
523,PT06M36.00S,2021-11-16T02:31:56.9Z,4,REGULAR,turnover,bad pass,[],1630193,,,1610612752,79,80,2021-11-16T02:32:00Z,5130000,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1627734]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,1.0,,,,,,,,,,Sabonis,1627734.0,
524,PT06M36.00S,2021-11-16T02:31:56.9Z,4,REGULAR,steal,,[],1627734,,,1610612754,79,80,2021-11-16T02:31:58Z,5140000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M27.00S,2021-11-16T02:32:06.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203200,97.05978975032852,3.431372549019608,1610612754,79,80,2021-11-16T02:32:13Z,5150000,-233.0,-25.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
526,PT06M25.00S,2021-11-16T02:32:08.2Z,4,REGULAR,rebound,offensive,[],203200,,,1610612754,79,80,2021-11-16T02:32:13Z,5160000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,525.0,2.0,1.0,1.0,,,,,,,,,,,,,,
527,PT06M10.00S,2021-11-16T02:32:23.8Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203200,76.03482260183968,29.411764705882355,1610612754,79,80,2021-11-16T02:34:08Z,5170000,-103.0,173.0,1,right,MISS J. Holiday 20' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,20.11,Missed,,,,,,,,,,,,,,,,,,,
528,PT06M07.00S,2021-11-16T02:32:26.8Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,79,80,2021-11-16T02:32:33Z,5180000,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,527.0,8.0,7.0,1.0,,,,,,,,,,,,,,
529,PT05M55.00S,2021-11-16T02:32:37.7Z,4,REGULAR,2pt,Jump Shot,[],1629628,21.76412614980289,26.225490196078432,1610612752,79,80,2021-11-16T02:34:19Z,5190000,119.0,152.0,1,left,MISS R. Barrett 19' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,19.31,Missed,,,,,,,,,,,,,,,,,,,
530,PT05M53.00S,2021-11-16T02:32:39.7Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612754,79,80,2021-11-16T02:32:42Z,5200000,,,0,,M. Brogdon REBOUND (Off:1 Def:5),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,529.0,6.0,5.0,1.0,,,,,,,,,,,,,,
531,PT05M48.00S,2021-11-16T02:32:47.2Z,4,REGULAR,foul,personal,['2freethrow'],203944,,,1610612754,79,80,2021-11-16T02:32:56Z,5210000,,,0,,J. Randle shooting personal FOUL (1 PF) (LeVert 2 FT),"[203944, 1627747]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,1155.0,,,,1.0,0.0,LeVert,1627747.0,,,,,,
534,PT05M48.00S,2021-11-16T02:33:03.5Z,4,REGULAR,substitution,out,[],1630167,,,1610612754,79,80,2021-11-16T02:33:25Z,5225000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M48.00S,2021-11-16T02:33:03.5Z,4,REGULAR,substitution,in,[],201959,,,1610612754,79,80,2021-11-16T02:33:25Z,5227500,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT05M48.00S,2021-11-16T02:33:19.9Z,4,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,79,81,2021-11-16T02:33:19Z,5230000,,,0,,C. LeVert Free Throw 1 of 2 (14 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
536,PT05M48.00S,2021-11-16T02:33:35.9Z,4,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,79,82,2021-11-16T02:33:35Z,5240000,,,0,,C. LeVert Free Throw 2 of 2 (15 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
