actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M45.00S,2022-01-13T00:47:25.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203095,89.43823915900131,51.71568627450981,1610612752,3,0,2022-01-13T00:54:31Z,160000,9.0,47.0,1,right,MISS E. Fournier Jump Shot,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,4.76,Missed,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2022-01-13T00:47:27.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,3,0,2022-01-13T00:57:38Z,170000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,
74,PT10M42.00S,2022-01-13T00:47:29.2Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,3,0,2022-01-13T00:58:59Z,175000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1629029]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,
75,PT10M42.00S,2022-01-13T00:47:29.2Z,1,REGULAR,steal,,[],1629029,,,1610612742,3,0,2022-01-13T00:58:50Z,177500,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2022-01-13T00:47:33.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627827,5.338370565045992,97.79411764705883,1610612742,3,0,2022-01-13T00:58:50Z,180000,-239.0,-2.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2022-01-13T00:47:35.2Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,3,0,2022-01-13T00:47:40Z,190000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M25.00S,2022-01-13T00:47:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,85.75886990801577,48.529411764705884,1610612752,3,0,2022-01-13T01:00:19Z,200000,-7.0,81.0,1,right,MISS A. Burks 8' driving floating Shot,[202692],1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,8.17,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2022-01-13T00:47:47.8Z,1,REGULAR,rebound,offensive,[],202692,,,1610612752,3,0,2022-01-13T00:47:47Z,210000,,,0,,A. Burks REBOUND (Off:1 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,
22,PT10M19.00S,2022-01-13T00:47:51.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,68.67608409986859,70.09803921568627,1610612752,3,0,2022-01-13T00:47:57Z,220000,100.0,242.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2022-01-13T00:47:53.3Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,3,0,2022-01-13T00:47:57Z,230000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M07.00S,2022-01-13T00:48:03.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.6484888304862,74.75490196078431,1610612742,3,0,2022-01-13T00:48:17Z,240000,-124.0,226.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
25,PT10M05.00S,2022-01-13T00:48:05.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,0,2022-01-13T00:48:17Z,250000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M47.00S,2022-01-13T00:48:23.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.56307490144546,50.73529411764706,1610612752,5,0,2022-01-13T00:48:27Z,260000,4.0,-1.0,1,right,M. Robinson DUNK (2 PTS) (E. Fournier 1 AST),"[1629011, 203095]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.4,Made,2.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,
28,PT09M31.00S,2022-01-13T00:48:43.1Z,1,REGULAR,turnover,traveling,[],1628467,,,1610612742,5,0,2022-01-13T00:48:48Z,280000,,,0,,M. Kleber traveling TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,1.0,,,2714.0,,,,,,
29,PT09M13.00S,2022-01-13T00:49:11.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,93.24901445466492,96.07843137254902,1610612752,5,0,2022-01-13T00:49:17Z,290000,230.0,11.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,
30,PT09M11.00S,2022-01-13T00:49:13.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,0,2022-01-13T00:49:17Z,300000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M05.00S,2022-01-13T00:49:23.7Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612742,5,0,2022-01-13T00:49:35Z,310000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Doncic 2 FT),"[203095, 1629029]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Doncic,1629029.0,,
33,PT09M05.00S,2022-01-13T00:49:48.7Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,5,1,2022-01-13T00:50:07Z,330000,,,0,,L. Doncic Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M05.00S,2022-01-13T00:49:48.7Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,5,1,2022-01-13T00:50:07Z,340000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2022-01-13T00:49:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,5,1,2022-01-13T00:50:07Z,350000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
36,PT09M03.00S,2022-01-13T00:50:08.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,5,1,2022-01-13T00:50:08Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M51.00S,2022-01-13T00:50:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,7.046649145860711,3.431372549019608,1610612742,5,4,2022-01-13T00:50:37Z,370000,233.0,14.0,1,left,J. Brunson 3PT step back (3 PTS) (L. Doncic 1 AST),"[1628973, 1629029]",1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,23.32,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
38,PT08M37.00S,2022-01-13T00:50:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.1688567674113,49.50980392156863,1610612752,7,4,2022-01-13T00:50:50Z,380000,-2.0,2.0,1,right,M. Robinson alley-oop DUNK (4 PTS) (R. Barrett 1 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,0.34,Made,4.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
40,PT08M27.00S,2022-01-13T00:50:58.3Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,7,4,2022-01-13T01:06:04Z,400000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,1.0,,,200834.0,,,,,,
41,PT08M08.00S,2022-01-13T00:51:23.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,83.65637319316689,48.28431372549019,1610612752,7,4,2022-01-13T00:51:30Z,410000,-9.0,101.0,1,right,MISS J. Randle 10' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,
42,PT08M06.00S,2022-01-13T00:51:25.4Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,7,4,2022-01-13T00:51:30Z,420000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT07M53.00S,2022-01-13T00:51:37.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,6.915243101182654,31.862745098039213,1610612742,7,6,2022-01-13T00:51:43Z,430000,91.0,13.0,1,left,L. Doncic 9' turnaround Jump Shot (3 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,9.16,Made,3.0,,,,,,,,,,,,,,,,,
44,PT07M36.00S,2022-01-13T00:51:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629628,68.9388961892247,64.2156862745098,1610612752,7,6,2022-01-13T00:52:02Z,440000,71.0,239.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
45,PT07M34.00S,2022-01-13T00:51:57.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,7,6,2022-01-13T00:52:02Z,450000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT07M21.00S,2022-01-13T00:52:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,7.046649145860711,48.529411764705884,1610612742,7,8,2022-01-13T00:52:14Z,460000,7.0,14.0,1,left,L. Doncic driving finger roll Layup (5 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,1.56,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M07.00S,2022-01-13T00:52:23.8Z,1,REGULAR,3pt,Jump Shot,[],202692,78.79434954007884,89.70588235294117,1610612752,10,8,2022-01-13T00:52:28Z,470000,199.0,147.0,1,right,A. Burks 24' 3PT  (3 PTS) (E. Fournier 2 AST),"[202692, 203095]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.69,Made,3.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,,,
49,PT06M49.00S,2022-01-13T00:52:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.013797634691194,46.81372549019608,1610612742,10,8,2022-01-13T00:52:47Z,490000,16.0,248.0,1,left,MISS L. Doncic 24' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
50,PT06M47.00S,2022-01-13T00:52:44.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,8,2022-01-13T00:52:47Z,500000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,
51,PT06M30.00S,2022-01-13T00:53:04.2Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612752,10,8,2022-01-13T00:53:24Z,510000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Barrett 2 FT),"[1627827, 1629628]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Barrett,1629628.0,,
53,PT06M30.00S,2022-01-13T00:53:27.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,8,2022-01-13T00:53:27Z,530000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M30.00S,2022-01-13T00:56:40.3Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,11,8,2022-01-13T00:56:40Z,540000,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
55,PT06M30.00S,2022-01-13T00:56:50.7Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,12,8,2022-01-13T00:56:50Z,550000,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
56,PT06M17.00S,2022-01-13T00:57:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.440867279894875,54.90196078431373,1610612742,12,8,2022-01-13T00:57:12Z,560000,-25.0,17.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,
57,PT06M15.00S,2022-01-13T00:57:07.0Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,12,8,2022-01-13T01:55:52Z,570000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,56.0,3.0,2.0,1.0,,,,,,,,,,
58,PT06M03.00S,2022-01-13T00:57:19.5Z,1,REGULAR,3pt,Jump Shot,[],202692,71.30420499342969,22.54901960784314,1610612752,15,8,2022-01-13T00:57:23Z,580000,-137.0,217.0,1,right,A. Burks 25' 3PT  (6 PTS) (J. Randle 1 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.7,Made,6.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
60,PT05M40.00S,2022-01-13T00:57:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,9.149145860709593,47.30392156862745,1610612742,15,8,2022-01-13T00:57:48Z,600000,13.0,34.0,1,left,MISS D. Finney-Smith driving Layup,[1627827],1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,3.61,Missed,,,,,,,,,,,,,,,,,,
61,PT05M38.00S,2022-01-13T00:57:44.6Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,15,8,2022-01-13T00:57:48Z,610000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,
62,PT05M32.00S,2022-01-13T00:57:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,6.1268068331143235,50.73529411764706,1610612742,15,10,2022-01-13T00:57:53Z,620000,-4.0,5.0,1,left,J. Brunson driving Layup (5 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,0.63,Made,5.0,,,,,,,,,,,,,,,,,
63,PT05M14.00S,2022-01-13T00:58:08.0Z,1,REGULAR,2pt,Jump Shot,[],203944,90.48948751642575,18.872549019607842,1610612752,17,10,2022-01-13T01:10:59Z,630000,-156.0,37.0,1,right,J. Randle 15' fadeaway Jump Shot (2 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,15.99,Made,2.0,,,,,,,,,,,,,,,,,
64,PT04M59.00S,2022-01-13T00:58:22.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,4.5499342969776615,4.6568627450980395,1610612742,17,10,2022-01-13T00:58:26Z,640000,227.0,-10.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
65,PT04M57.00S,2022-01-13T00:58:24.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,17,10,2022-01-13T00:58:26Z,650000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,
66,PT04M55.00S,2022-01-13T00:58:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.11760840998686,52.20588235294118,1610612752,17,10,2022-01-13T00:58:41Z,660000,11.0,12.0,1,right,MISS R. Barrett running finger roll Layup - blocked,"[1629628, 203939]",1610612752.0,NYK,running finger roll,,,Barrett,R. Barrett,,,,,1.64,Missed,,,,,,,,,,,,,,,,,Powell,203939.0
67,PT04M55.00S,2022-01-13T00:58:31.7Z,1,REGULAR,block,,[],203939,,,1610612752,17,10,2022-01-13T00:58:37Z,670000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M53.00S,2022-01-13T00:58:33.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,17,10,2022-01-13T00:58:41Z,680000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,
69,PT04M53.00S,2022-01-13T00:58:40.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,17,10,2022-01-13T00:58:40Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M53.00S,2022-01-13T00:58:40.3Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,17,10,2022-01-13T00:58:48Z,700000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M53.00S,2022-01-13T00:58:40.3Z,1,REGULAR,substitution,out,[],203939,,,1610612752,17,10,2022-01-13T00:58:48Z,710000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M53.00S,2022-01-13T00:58:40.3Z,1,REGULAR,substitution,in,[],203457,,,1610612752,17,10,2022-01-13T00:58:48Z,720000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M53.00S,2022-01-13T00:58:40.3Z,1,REGULAR,substitution,in,[],203501,,,1610612752,17,10,2022-01-13T00:58:48Z,730000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M37.00S,2022-01-13T00:59:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203457,92.85479632063075,51.71568627450981,1610612752,17,10,2022-01-13T00:59:20Z,740000,9.0,15.0,1,right,MISS N. Noel Layup - blocked,"[203457, 1628467]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,1.7,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
77,PT04M37.00S,2022-01-13T00:59:13.4Z,1,REGULAR,block,,[],1628467,,,1610612752,17,10,2022-01-13T00:59:16Z,750000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M35.00S,2022-01-13T00:59:15.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,17,10,2022-01-13T00:59:20Z,760000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
79,PT04M28.00S,2022-01-13T00:59:24.0Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612742,17,10,2022-01-13T00:59:38Z,770000,,,0,,A. Burks shooting personal FOUL (1 PF) (Finney-Smith 2 FT),"[202692, 1627827]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Finney-Smith,1627827.0,,
82,PT04M28.00S,2022-01-13T00:59:38.3Z,1,REGULAR,substitution,out,[],202692,,,1610612742,17,10,2022-01-13T01:00:08Z,785000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M28.00S,2022-01-13T00:59:38.3Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,17,10,2022-01-13T01:00:08Z,787500,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2022-01-13T00:59:38.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612742,17,10,2022-01-13T01:00:08Z,788750,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M28.00S,2022-01-13T00:59:38.3Z,1,REGULAR,substitution,in,[],203493,,,1610612742,17,10,2022-01-13T01:00:08Z,789375,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M28.00S,2022-01-13T00:59:52.6Z,1,REGULAR,freethrow,1 of 2,[],1627827,,,1610612742,17,11,2022-01-13T00:59:52Z,790000,,,0,,D. Finney-Smith Free Throw 1 of 2 (1 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2022-01-13T01:00:13.8Z,1,REGULAR,freethrow,2 of 2,[],1627827,,,1610612742,17,12,2022-01-13T01:00:13Z,800000,,,0,,D. Finney-Smith Free Throw 2 of 2 (2 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
