actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
184,PT07M16.00S,2022-01-07T01:10:51.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,94.56307490144546,33.088235294117645,1610612738,26,43,2022-01-07T01:11:26Z,1820000,-85.0,-1.0,1,right,MISS J. Richardson 8' driving floating Shot,[1626196],1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,8.46,Missed,,,,,,,,,,,,,,,,,,,
185,PT07M14.00S,2022-01-07T01:10:53.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,43,2022-01-07T01:11:26Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,
186,PT07M14.00S,2022-01-07T01:10:57.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,26,43,2022-01-07T01:11:06Z,1840000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,1628172.0,,,,,,,,
187,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,out,[],201959,,,1610612752,26,43,2022-01-07T01:11:18Z,1850000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,26,43,2022-01-07T01:11:18Z,1860000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,out,[],1626196,,,1610612752,26,43,2022-01-07T01:11:18Z,1870000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,26,43,2022-01-07T01:11:18Z,1880000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,in,[],203944,,,1610612752,26,43,2022-01-07T01:11:18Z,1890000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M14.00S,2022-01-07T01:10:57.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612752,26,43,2022-01-07T01:11:18Z,1900000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M01.00S,2022-01-07T01:11:27.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,7.30946123521682,89.2156862745098,1610612752,26,43,2022-01-07T01:11:35Z,1910000,-196.0,16.0,1,left,MISS I. Quickley 19' Jump Shot,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,19.68,Missed,,,,,,,,,,,,,,,,,,,
194,PT06M59.00S,2022-01-07T01:11:29.0Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,26,43,2022-01-07T01:11:35Z,1920000,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,193.0,1.0,0.0,1.0,,,,,,,,,
195,PT06M55.00S,2022-01-07T01:11:32.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203944,23.603810775295663,56.127450980392155,1610612752,26,43,2022-01-07T01:12:39Z,1930000,-31.0,169.0,1,left,MISS J. Randle 17' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,17.21,Missed,,,,,,,,,,,,,,,,,,,
196,PT06M53.00S,2022-01-07T01:11:34.7Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,26,43,2022-01-07T01:11:39Z,1940000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,195.0,2.0,0.0,2.0,,,,,,,,,
197,PT06M51.00S,2022-01-07T01:11:38.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203944,28.728646517739815,25.245098039215684,1610612752,26,43,2022-01-07T01:11:44Z,1950000,124.0,218.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
198,PT06M49.00S,2022-01-07T01:11:40.0Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,26,43,2022-01-07T01:11:44Z,1960000,,,0,,E. Freedom REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,
199,PT06M37.00S,2022-01-07T01:11:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,93.51182654402102,55.392156862745104,1610612738,26,45,2022-01-07T01:11:56Z,1970000,27.0,8.0,1,right,D. Schroder driving Layup (6 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.83,Made,6.0,,,,,,,,,,,,,,,,,,
200,PT06M35.00S,2022-01-07T01:11:56.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,26,45,2022-01-07T01:11:56Z,1980000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M35.00S,2022-01-07T01:11:57.0Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,26,45,2022-01-07T01:15:07Z,1990000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M35.00S,2022-01-07T01:11:57.0Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,26,45,2022-01-07T01:15:07Z,2000000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M35.00S,2022-01-07T01:11:57.0Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,26,45,2022-01-07T01:15:07Z,2010000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M35.00S,2022-01-07T01:11:57.0Z,2,REGULAR,substitution,in,[],203095,,,1610612752,26,45,2022-01-07T01:15:07Z,2020000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M18.00S,2022-01-07T01:15:40.0Z,2,REGULAR,2pt,Jump Shot,[],203095,6.1268068331143235,9.803921568627452,1610612752,26,45,2022-01-07T01:15:45Z,2030000,201.0,5.0,1,left,MISS E. Fournier 20' Jump Shot,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,20.11,Missed,,,,,,,,,,,,,,,,,,,
206,PT06M16.00S,2022-01-07T01:15:42.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,26,45,2022-01-07T01:15:45Z,2040000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,205.0,6.0,6.0,0.0,,,,,,,,,
207,PT06M02.00S,2022-01-07T01:15:56.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.23324572930355,48.529411764705884,1610612738,26,47,2022-01-07T01:16:10Z,2050000,-7.0,86.0,1,right,J. Tatum 8' driving floating Jump Shot (13 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,8.66,Made,13.0,,,,,,,,,,,,,,,,,,
208,PT05M39.00S,2022-01-07T01:16:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,5.469776609724048,49.26470588235294,1610612752,28,47,2022-01-07T01:16:22Z,2060000,4.0,-1.0,1,left,E. Fournier Layup (14 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,0.39,Made,14.0,,,,,,,,,,,,,,,,,,
209,PT05M27.00S,2022-01-07T01:16:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,84.70762155059133,58.57843137254902,1610612738,28,49,2022-01-07T01:17:10Z,2070000,43.0,91.0,1,right,D. Schroder 10' driving floating Jump Shot (8 PTS),[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,10.08,Made,8.0,,,,,,,,,,,,,,,,,,
210,PT05M16.00S,2022-01-07T01:16:41.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,13.354139290407357,38.970588235294116,1610612752,28,49,2022-01-07T01:17:27Z,2080000,55.0,73.0,1,left,MISS R. Barrett 9' turnaround Hook,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,9.15,Missed,,,,,,,,,,,,,,,,,,,
211,PT05M14.00S,2022-01-07T01:16:43.5Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,28,49,2022-01-07T01:16:48Z,2090000,,,0,,E. Freedom REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,
212,PT05M05.00S,2022-01-07T01:16:53.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.78120893561103,32.35294117647059,1610612738,28,51,2022-01-07T01:17:46Z,2100000,-88.0,53.0,1,right,J. Tatum 10' fadeaway Jump Shot (15 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.29,Made,15.0,,,,,,,,,,,,,,,,,,
213,PT04M48.00S,2022-01-07T01:17:10.0Z,2,REGULAR,2pt,Jump Shot,[],203944,22.815374507227332,57.84313725490197,1610612752,30,51,2022-01-07T01:18:01Z,2110000,-39.0,162.0,1,left,J. Randle 16' pullup Jump Shot (2 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,16.67,Made,2.0,,,,,,,,,,,,,,,,,,
214,PT04M28.00S,2022-01-07T01:17:29.2Z,2,REGULAR,3pt,Jump Shot,[],203471,69.85873850197109,73.0392156862745,1610612738,30,54,2022-01-07T01:17:35Z,2120000,115.0,231.0,1,right,D. Schroder 25' 3PT  (11 PTS) (J. Tatum 5 AST),"[203471, 1628369]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.8,Made,11.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
216,PT04M06.00S,2022-01-07T01:17:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.652431011826544,54.166666666666664,1610612752,32,54,2022-01-07T01:17:55Z,2140000,-21.0,10.0,1,left,J. Randle driving Layup (4 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,2.31,Made,4.0,,,,,,,,,,,,,,,,,,
217,PT03M53.00S,2022-01-07T01:18:13.0Z,2,REGULAR,3pt,Jump Shot,[],203471,69.99014454664915,70.58823529411765,1610612738,32,57,2022-01-07T01:18:42Z,2150000,103.0,230.0,1,right,D. Schroder 25' 3PT pullup (14 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,25.16,Made,14.0,,,,,,,,,,,,,,,,,,
218,PT03M35.00S,2022-01-07T01:18:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.748357424441524,49.754901960784316,1610612752,34,57,2022-01-07T01:19:05Z,2160000,1.0,77.0,1,left,J. Randle 7' driving floating Jump Shot (6 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,7.67,Made,6.0,,,,,,,,,,,,,,,,,,
219,PT03M35.00S,2022-01-07T01:18:35.4Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612752,34,57,2022-01-07T01:19:11Z,2170000,,,0,,A. Horford shooting personal FOUL (1 PF) (Randle 1 FT),"[201143, 203944]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Randle,203944.0,,,
221,PT03M35.00S,2022-01-07T01:18:35.5Z,2,REGULAR,substitution,out,[],202683,,,1610612752,34,57,2022-01-07T01:18:49Z,2190000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT03M35.00S,2022-01-07T01:18:35.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612752,34,57,2022-01-07T01:18:49Z,2200000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT03M35.00S,2022-01-07T01:18:35.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612752,34,57,2022-01-07T01:18:54Z,2210000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT03M35.00S,2022-01-07T01:18:35.5Z,2,REGULAR,substitution,in,[],203935,,,1610612752,34,57,2022-01-07T01:18:54Z,2220000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT03M35.00S,2022-01-07T01:19:12.1Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,35,57,2022-01-07T01:19:12Z,2230000,,,0,,J. Randle Free Throw 1 of 1 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
226,PT03M14.00S,2022-01-07T01:19:35.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.20170827858082,34.068627450980394,1610612738,35,57,2022-01-07T01:20:07Z,2240000,-80.0,237.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
227,PT03M12.00S,2022-01-07T01:19:37.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,35,57,2022-01-07T01:19:45Z,2250000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,
228,PT03M08.00S,2022-01-07T01:19:42.1Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,35,57,2022-01-07T01:19:47Z,2260000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 202692]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1.0,,,,,Burks,202692.0,
229,PT03M08.00S,2022-01-07T01:19:42.1Z,2,REGULAR,steal,,[],202692,,,1610612752,35,57,2022-01-07T01:19:43Z,2270000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT03M03.00S,2022-01-07T01:19:46.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,11.251642575558476,48.03921568627451,1610612752,35,57,2022-01-07T01:20:48Z,2280000,10.0,53.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1629057]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,5.42,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,,
231,PT03M03.00S,2022-01-07T01:19:46.9Z,2,REGULAR,block,,[],1629057,,,1610612752,35,57,2022-01-07T01:19:49Z,2290000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT03M01.00S,2022-01-07T01:19:48.9Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,35,57,2022-01-07T01:19:55Z,2300000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,
233,PT02M48.00S,2022-01-07T01:20:01.8Z,2,REGULAR,2pt,Jump Shot,[],203471,74.98357424441524,32.84313725490196,1610612738,35,59,2022-01-07T01:22:12Z,2310000,-86.0,183.0,1,right,D. Schroder 20' pullup Jump Shot (16 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,20.18,Made,16.0,,,,,,,,,,,,,,,,,,
234,PT02M24.00S,2022-01-07T01:20:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.873193166885677,52.20588235294118,1610612752,35,59,2022-01-07T01:20:31Z,2320000,-11.0,125.0,1,left,MISS J. Randle 12' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
235,PT02M22.00S,2022-01-07T01:20:27.1Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,35,59,2022-01-07T01:20:31Z,2330000,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,234.0,3.0,2.0,1.0,,,,,,,,,
236,PT02M14.00S,2022-01-07T01:20:35.6Z,2,REGULAR,3pt,Jump Shot,[],203471,69.99014454664915,26.96078431372549,1610612738,35,59,2022-01-07T01:22:37Z,2340000,-115.0,230.0,1,right,MISS D. Schroder 25' pullup 3PT,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
237,PT02M12.00S,2022-01-07T01:20:37.6Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,35,59,2022-01-07T01:20:39Z,2350000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,,
238,PT02M03.00S,2022-01-07T01:20:46.2Z,2,REGULAR,2pt,Jump Shot,[],203095,20.97568988173456,54.90196078431373,1610612752,37,59,2022-01-07T01:20:51Z,2360000,-25.0,145.0,1,left,E. Fournier 14' driving floating Jump Shot (16 PTS),[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,14.68,Made,16.0,,,,,,,,,,,,,,,,,,
239,PT01M44.00S,2022-01-07T01:21:04.8Z,2,REGULAR,2pt,Jump Shot,[],201143,94.56307490144546,69.36274509803921,1610612738,37,61,2022-01-07T01:21:09Z,2370000,97.0,-1.0,1,right,A. Horford 9' Jump Shot (5 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,9.68,Made,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
241,PT01M31.00S,2022-01-07T01:21:20.6Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612752,37,61,2022-01-07T01:21:28Z,2390000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629057, 1629628]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,2002.0,,1.0,0.0,Barrett,1629628.0,,,
244,PT01M31.00S,2022-01-07T01:21:31.9Z,2,REGULAR,substitution,out,[],203471,,,1610612752,37,61,2022-01-07T01:21:54Z,2405000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT01M31.00S,2022-01-07T01:21:31.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612752,37,61,2022-01-07T01:21:54Z,2407500,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT01M31.00S,2022-01-07T01:21:43.2Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,38,61,2022-01-07T01:21:43Z,2410000,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
246,PT01M31.00S,2022-01-07T01:22:06.1Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,39,61,2022-01-07T01:22:06Z,2420000,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
247,PT01M18.00S,2022-01-07T01:22:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.43166885676742,52.450980392156865,1610612738,39,61,2022-01-07T01:22:27Z,2430000,12.0,0.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,,
248,PT01M16.00S,2022-01-07T01:22:22.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,39,61,2022-01-07T01:22:27Z,2440000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,247.0,4.0,2.0,2.0,,,,,,,,,
249,PT01M16.00S,2022-01-07T01:22:24.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,39,63,2022-01-07T01:24:50Z,2450000,0.0,0.0,1,right,R. Williams III tip Layup (6 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
250,PT01M08.00S,2022-01-07T01:22:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,8.492115637319317,46.32352941176471,1610612752,39,63,2022-01-07T01:22:43Z,2460000,18.0,27.0,1,left,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
251,PT01M06.00S,2022-01-07T01:22:35.4Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,39,63,2022-01-07T01:22:43Z,2470000,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,250.0,3.0,0.0,3.0,,,,,,,,,
252,PT01M05.00S,2022-01-07T01:22:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,6.307490144546649,47.59497549019608,1610612752,41,63,2022-01-07T01:22:50Z,2480000,12.0,7.0,1,left,M. Robinson Layup (4 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,1.38,Made,4.0,,,,,,,,,,,,,,,,,,
253,PT01M05.00S,2022-01-07T01:22:38.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612752,41,63,2022-01-07T01:22:59Z,2490000,,,0,,J. Brown shooting personal FOUL (1 PF) (Robinson 1 FT),"[1627759, 1629011]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1628172.0,,1.0,0.0,Robinson,1629011.0,,,
255,PT01M05.00S,2022-01-07T01:23:02.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,42,63,2022-01-07T01:23:02Z,2510000,,,0,,M. Robinson Free Throw 1 of 1 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
256,PT00M56.00S,2022-01-07T01:23:18.2Z,2,REGULAR,foul,personal,[],1629011,,,1610612738,42,63,2022-01-07T01:23:31Z,2520000,,,0,,M. Robinson personal FOUL (2 PF),"[1629011, 1627759]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,2003.0,,2.0,0.0,Brown,1627759.0,,,
270,PT00M50.40S,2022-01-07T01:23:47.7Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,42,63,2022-01-07T01:24:38Z,2565000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1629011]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,2.0,,,,,Robinson,1629011.0,
271,PT00M50.40S,2022-01-07T01:23:47.7Z,2,REGULAR,steal,,[],1629011,,,1610612752,42,63,2022-01-07T01:24:38Z,2567500,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT00M44.80S,2022-01-07T01:23:51.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,28.465834428383708,73.52941176470588,1610612752,45,63,2022-01-07T01:26:28Z,2570000,-118.0,215.0,1,left,E. Fournier 24' 3PT running (19 PTS) (A. Burks 2 AST),"[203095, 202692]",1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,24.51,Made,19.0,A. Burks,202692.0,2.0,,,,,,,,,,,,,,,
263,PT00M34.30S,2022-01-07T01:24:03.3Z,2,REGULAR,3pt,Jump Shot,[],201143,75.77201051248358,13.480392156862745,1610612738,45,63,2022-01-07T01:24:12Z,2590000,-183.0,175.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
264,PT00M32.30S,2022-01-07T01:24:05.3Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,45,63,2022-01-07T01:24:12Z,2600000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,
265,PT00M29.20S,2022-01-07T01:24:08.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629628,6.1268068331143235,50.0,1610612752,47,63,2022-01-07T01:24:19Z,2610000,0.0,5.0,1,left,R. Barrett running DUNK (4 PTS) (A. Burks 3 AST),"[1629628, 202692]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,0.51,Made,4.0,A. Burks,202692.0,3.0,,,,,,,,,,,,,,,
267,PT00M07.80S,2022-01-07T01:24:32.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,79.05716162943496,9.068627450980392,1610612738,47,63,2022-01-07T01:27:04Z,2630000,-205.0,144.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
