actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
287,PT03M20.00S,2021-10-21T00:39:22.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,48,50,2021-10-21T00:39:37Z,2770000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M20.00S,2021-10-21T00:39:22.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,48,50,2021-10-21T00:39:37Z,2780000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M09.00S,2021-10-21T00:39:56.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,68.15045992115637,66.17647058823529,1610612738,48,50,2021-10-21T00:40:19Z,2790000,81.0,247.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M07.00S,2021-10-21T00:39:58.0Z,2,REGULAR,rebound,defensive,[],202689,,,1610612752,48,50,2021-10-21T00:40:01Z,2800000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,289.0,3.0,3.0,0.0,,,,,,,,,,,
291,PT02M57.00S,2021-10-21T00:40:08.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.863994743758213,49.01960784313725,1610612752,50,50,2021-10-21T00:40:13Z,2810000,5.0,3.0,1,left,M. Robinson cutting DUNK (6 PTS) (J. Randle 2 AST),"[1629011, 203944]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.55,Made,6.0,,,,,,,,,,,,,,,J. Randle,203944.0,2.0,
293,PT02M37.00S,2021-10-21T00:40:33.4Z,2,REGULAR,foul,offensive,[],203935,,,1610612738,50,50,2021-10-21T00:40:59Z,2830000,,,0,,M. Smart offensive FOUL (1 PF),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1162.0,1.0,0.0,Walker,202689.0,,,,,,
295,PT02M37.00S,2021-10-21T00:40:33.4Z,2,REGULAR,turnover,offensive foul,[],203935,,,1610612738,50,50,2021-10-21T00:40:33Z,2850000,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,2.0,,,,,,,1162.0,,,,,,,,,,
296,PT02M25.00S,2021-10-21T00:41:00.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203944,20.581471747700395,33.82352941176471,1610612752,50,50,2021-10-21T00:41:07Z,2860000,81.0,141.0,1,left,MISS J. Randle 16' Jump Shot - blocked,"[203944, 1629057]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,16.26,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
297,PT02M25.00S,2021-10-21T00:41:00.2Z,2,REGULAR,block,,[],1629057,,,1610612752,50,50,2021-10-21T00:41:04Z,2870000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M24.00S,2021-10-21T00:41:01.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,50,50,2021-10-21T00:41:07Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
299,PT02M24.00S,2021-10-21T00:41:06.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,50,50,2021-10-21T00:41:06Z,2890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M19.00S,2021-10-21T00:41:30.0Z,2,REGULAR,foul,offensive,[],203944,,,1610612752,50,50,2021-10-21T00:41:39Z,2900000,,,0,,J. Randle charge offensive FOUL (2 PF),"[203944, 203935]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,,,,,,,,,,,2530.0,2.0,0.0,Smart,203935.0,,,,,,
302,PT02M19.00S,2021-10-21T00:41:30.0Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612752,50,50,2021-10-21T00:41:30Z,2920000,,,0,,J. Randle offensive foul TURNOVER (4 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,4.0,,,,,,,2530.0,,,,,,,,,,
303,PT02M04.00S,2021-10-21T00:42:06.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,95.48291721419186,3.431372549019608,1610612738,50,50,2021-10-21T00:42:21Z,2930000,-233.0,-10.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
304,PT02M02.00S,2021-10-21T00:42:08.5Z,2,REGULAR,rebound,offensive,[],203471,,,1610612738,50,50,2021-10-21T00:42:47Z,2940000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,303.0,2.0,1.0,1.0,,,,,,,,,,,
311,PT02M00.00S,2021-10-21T00:42:10.0Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,50,50,2021-10-21T00:43:33Z,2945000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 203095]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,1.0,Fournier,203095.0,,,,,,,,,,,,,,,
312,PT02M00.00S,2021-10-21T00:42:10.0Z,2,REGULAR,steal,,[],203095,,,1610612752,50,50,2021-10-21T00:43:23Z,2947500,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M57.00S,2021-10-21T00:42:13.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",203095,6.652431011826544,47.549019607843135,1610612752,52,50,2021-10-21T00:43:23Z,2950000,12.0,10.0,1,left,E. Fournier running DUNK (9 PTS),[203095],1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,1.59,Made,9.0,,,,,,,,,,,,,,,,,,
306,PT01M38.00S,2021-10-21T00:42:32.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203935,86.41590013140605,50.0,1610612738,52,50,2021-10-21T00:44:15Z,2960000,0.0,75.0,1,right,MISS M. Smart 7' driving Hook,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
307,PT01M36.00S,2021-10-21T00:42:34.9Z,2,REGULAR,rebound,offensive,[],203471,,,1610612738,52,50,2021-10-21T00:42:37Z,2970000,,,0,,D. Schroder REBOUND (Off:2 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,306.0,3.0,1.0,2.0,,,,,,,,,,,
308,PT01M36.00S,2021-10-21T00:42:35.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,94.69448094612353,49.754901960784316,1610612738,52,52,2021-10-21T00:44:34Z,2980000,-1.0,-3.0,1,right,D. Schroder floating Jump Shot (2 PTS),[203471],1610612738.0,BOS,floating,,,Schroder,D. Schroder,,,,,0.29,Made,2.0,,,,,,,,,,,,,,,,,,
309,PT01M17.00S,2021-10-21T00:42:59.3Z,2,REGULAR,foul,personal,[],1628369,,,1610612752,52,52,2021-10-21T00:43:25Z,2990000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203944]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,203177.0,1.0,0.0,Randle,203944.0,,,,,,
313,PT01M17.00S,2021-10-21T00:43:32.8Z,2,REGULAR,2pt,Jump Shot,[],203095,5.519053876478324,9.53584558823529,1610612752,52,52,2021-10-21T00:47:19Z,3010000,202.0,-1.0,1,left,MISS E. Fournier 20' Jump Shot,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,20.23,Missed,,,,,,,,,,,,,,,,,,,
314,PT01M15.00S,2021-10-21T00:43:34.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,52,52,2021-10-21T00:46:38Z,3020000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,313.0,3.0,2.0,1.0,,,,,,,,,,,
315,PT01M07.00S,2021-10-21T00:43:45.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,95.48291721419186,51.470588235294116,1610612738,52,54,2021-10-21T00:49:33Z,3030000,7.0,-10.0,1,right,J. Tatum driving DUNK (6 PTS) (D. Schroder 4 AST),"[1628369, 203471]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.24,Made,6.0,,,,,,,,,,,,,,,D. Schroder,203471.0,4.0,
316,PT01M07.00S,2021-10-21T00:43:50.3Z,2,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612738,52,54,2021-10-21T00:44:03Z,3040000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629628, 1628369]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,2530.0,1.0,0.0,Tatum,1628369.0,,,,,,
318,PT01M07.00S,2021-10-21T00:44:04.3Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,52,55,2021-10-21T00:44:04Z,3060000,,,0,,J. Tatum Free Throw 1 of 1 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
319,PT00M56.00S,2021-10-21T00:44:17.8Z,2,REGULAR,3pt,Jump Shot,[],1629628,30.699737187910642,34.068627450980394,1610612752,52,55,2021-10-21T00:50:02Z,3070000,80.0,236.0,1,left,MISS R. Barrett 24' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M54.00S,2021-10-21T00:44:19.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,52,55,2021-10-21T00:46:05Z,3080000,,,0,,M. Robinson REBOUND (Off:4 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,319.0,8.0,4.0,4.0,,,,,,,,,,,
321,PT00M48.80S,2021-10-21T00:44:25.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612752,52,55,2021-10-21T00:44:40Z,3090000,,,0,,D. Schroder personal FOUL (1 PF) (Randle 2 FT),"[203471, 203944]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,1162.0,1.0,0.0,Randle,203944.0,,,,,,
323,PT00M48.80S,2021-10-21T00:44:51.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,53,55,2021-10-21T00:44:51Z,3110000,,,0,,J. Randle Free Throw 1 of 2 (21 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
324,PT00M48.80S,2021-10-21T00:45:11.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,54,55,2021-10-21T00:45:11Z,3120000,,,0,,J. Randle Free Throw 2 of 2 (22 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
325,PT00M34.30S,2021-10-21T00:45:32.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,72.48685939553219,56.61764705882353,1610612738,54,57,2021-10-21T00:46:08Z,3130000,33.0,206.0,1,right,J. Tatum 20' Jump Shot (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,20.87,Made,9.0,,,,,,,,,,,,,,,,,,
326,PT00M22.00S,2021-10-21T00:45:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.521024967148489,47.549019607843135,1610612752,54,57,2021-10-21T00:46:11Z,3140000,12.0,9.0,1,left,MISS K. Walker Layup - blocked,"[202689, 1627759]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,1.51,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
327,PT00M22.00S,2021-10-21T00:45:47.5Z,2,REGULAR,block,,[],1627759,,,1610612752,54,57,2021-10-21T00:45:49Z,3150000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M22.00S,2021-10-21T00:45:47.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,57,2021-10-21T00:46:11Z,3160000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,
329,PT00M03.90S,2021-10-21T00:46:09.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612738,54,57,2021-10-21T00:46:19Z,3170000,,,0,,K. Walker shooting personal FOUL (2 PF) (Schroder 2 FT),"[202689, 203471]",1610612752.0,NYK,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,1162.0,2.0,0.0,Schroder,203471.0,,,,,,
333,PT00M03.90S,2021-10-21T00:46:30.9Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,54,57,2021-10-21T00:46:58Z,3185000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M03.90S,2021-10-21T00:46:30.9Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,54,57,2021-10-21T00:46:58Z,3187500,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M03.90S,2021-10-21T00:46:52.4Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,54,57,2021-10-21T00:46:52Z,3190000,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
332,PT00M03.90S,2021-10-21T00:46:52.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,54,57,2021-10-21T00:46:52Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,331.0,,,,,,,,,,,,,,
335,PT00M03.90S,2021-10-21T00:47:15.2Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,54,58,2021-10-21T00:47:15Z,3210000,,,0,,D. Schroder Free Throw 2 of 2 (3 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
336,PT00M01.00S,2021-10-21T00:47:29.6Z,2,REGULAR,3pt,Jump Shot,[],1629628,32.802233902759525,51.71568627450981,1610612752,54,58,2021-10-21T00:47:35Z,3220000,-9.0,256.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
337,PT00M01.00S,2021-10-21T00:47:29.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,54,58,2021-10-21T00:47:35Z,3230000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,
338,PT00M00.00S,2021-10-21T00:47:33.5Z,2,REGULAR,period,end,[],0,,,1610612752,54,58,2021-10-21T00:47:33Z,3240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-10-21T01:02:17.5Z,3,REGULAR,substitution,out,['startperiod'],203471,,,1610612752,54,58,2021-10-21T01:02:50Z,3250000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-10-21T01:02:17.5Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612752,54,58,2021-10-21T01:02:50Z,3260000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-10-21T01:02:17.5Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612752,54,58,2021-10-21T01:02:50Z,3270000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-10-21T01:02:17.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612752,54,58,2021-10-21T01:02:50Z,3280000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-10-21T01:02:50.8Z,3,REGULAR,period,start,[],0,,,1610612738,54,58,2021-10-21T01:02:50Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M46.00S,2021-10-21T01:03:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,46.32352941176471,1610612738,54,58,2021-10-21T01:03:26Z,3300000,18.0,10.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1629011]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.09,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,,
346,PT11M46.00S,2021-10-21T01:03:04.1Z,3,REGULAR,block,,[],1629011,,,1610612738,54,58,2021-10-21T01:03:06Z,3310000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M44.00S,2021-10-21T01:03:06.1Z,3,REGULAR,rebound,defensive,[],202689,,,1610612752,54,58,2021-10-21T01:03:13Z,3320000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,345.0,4.0,4.0,0.0,,,,,,,,,,,
348,PT11M39.00S,2021-10-21T01:03:10.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203095,93.11760840998686,48.03921568627451,1610612752,56,58,2021-10-21T01:03:32Z,3330000,-10.0,12.0,1,right,E. Fournier running Layup (11 PTS) (K. Walker 2 AST),"[203095, 202689]",1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,1.56,Made,11.0,,,,,,,,,,,,,,,K. Walker,202689.0,2.0,
350,PT11M20.00S,2021-10-21T01:03:29.8Z,3,REGULAR,3pt,Jump Shot,[],1629684,29.38567674113009,27.696078431372552,1610612738,56,58,2021-10-21T01:03:39Z,3350000,112.0,224.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
351,PT11M18.00S,2021-10-21T01:03:31.8Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,56,58,2021-10-21T01:03:39Z,3360000,,,0,,M. Robinson REBOUND (Off:4 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,350.0,9.0,5.0,4.0,,,,,,,,,,,
353,PT11M12.00S,2021-10-21T01:03:43.6Z,3,REGULAR,turnover,bad pass,[],1629011,,,1610612752,56,58,2021-10-21T01:03:49Z,3380000,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 1629057]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,,,,,,,,
354,PT11M12.00S,2021-10-21T01:03:43.6Z,3,REGULAR,steal,,[],1629057,,,1610612738,56,58,2021-10-21T01:03:47Z,3390000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M12.00S,2021-10-21T01:03:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.360709592641262,50.49019607843137,1610612738,56,60,2021-10-21T01:03:56Z,3400000,-2.0,26.0,1,left,J. Tatum Layup (11 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.62,Made,11.0,,,,,,,,,,,,,,,R. Williams III,1629057.0,1.0,
357,PT11M09.00S,2021-10-21T01:03:57.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,56,60,2021-10-21T01:04:11Z,3420000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,
358,PT10M55.00S,2021-10-21T01:04:11.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,89.56964520367937,49.754901960784316,1610612752,56,60,2021-10-21T01:04:14Z,3430000,-1.0,46.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,4.55,Missed,,,,,,,,,,,,,,,,,,,
359,PT10M54.00S,2021-10-21T01:04:12.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,56,60,2021-10-21T01:04:14Z,3440000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,358.0,4.0,3.0,1.0,,,,,,,,,,,
360,PT10M50.00S,2021-10-21T01:04:21.7Z,3,REGULAR,foul,personal,[],203095,,,1610612738,56,60,2021-10-21T01:04:31Z,3450000,,,0,,E. Fournier take personal FOUL (1 PF),"[203095, 1627759]",1610612752.0,NYK,take,,,Fournier,E. Fournier,,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0,,,,,,
362,PT10M35.00S,2021-10-21T01:04:56.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.597240473061763,20.098039215686274,1610612738,56,60,2021-10-21T01:05:04Z,3470000,150.0,216.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
363,PT10M32.00S,2021-10-21T01:04:59.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,56,60,2021-10-21T01:05:04Z,3480000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,
364,PT10M32.00S,2021-10-21T01:05:03.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,56,60,2021-10-21T01:05:03Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT10M21.00S,2021-10-21T01:05:31.5Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612752,56,60,2021-10-21T01:05:38Z,3500000,,,0,,M. Smart shooting personal FOUL (2 PF) (Robinson 2 FT),"[203935, 1629011]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,203177.0,2.0,0.0,Robinson,1629011.0,,,,,,
367,PT10M21.00S,2021-10-21T01:06:00.0Z,3,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,56,60,2021-10-21T01:06:20Z,3520000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
368,PT10M21.00S,2021-10-21T01:06:00.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,56,60,2021-10-21T01:06:20Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,367.0,,,,,,,,,,,,,,
369,PT10M21.00S,2021-10-21T01:06:00.0Z,3,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,56,60,2021-10-21T01:06:20Z,3540000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
370,PT10M19.00S,2021-10-21T01:06:02.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,56,60,2021-10-21T01:06:20Z,3550000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,369.0,5.0,4.0,1.0,,,,,,,,,,,
371,PT10M12.00S,2021-10-21T01:06:26.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.863994743758213,50.0,1610612738,56,62,2021-10-21T01:06:30Z,3560000,0.0,3.0,1,left,R. Williams III alley-oop DUNK (7 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.26,Made,7.0,,,,,,,,,,,,,,,M. Smart,203935.0,3.0,
373,PT09M51.00S,2021-10-21T01:06:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.80354796320631,55.14705882352941,1610612752,56,62,2021-10-21T01:06:56Z,3580000,26.0,25.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 1629057]",1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,3.55,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
374,PT09M51.00S,2021-10-21T01:06:50.2Z,3,REGULAR,block,,[],1629057,,,1610612752,56,62,2021-10-21T01:06:52Z,3590000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M49.00S,2021-10-21T01:06:52.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,56,62,2021-10-21T01:06:56Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,
376,PT09M49.00S,2021-10-21T01:06:54.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,56,62,2021-10-21T01:06:54Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M44.00S,2021-10-21T01:07:14.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,56,62,2021-10-21T01:07:20Z,3620000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,
378,PT09M35.00S,2021-10-21T01:07:37.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,20.71287779237845,64.95098039215686,1610612738,56,62,2021-10-21T01:07:43Z,3630000,-75.0,142.0,1,left,MISS J. Tatum 16' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
