actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M47.00S,2022-01-11T00:43:04.0Z,1,REGULAR,block,,[],1627751,,,1610612752,4,2,2022-01-11T00:43:06Z,170000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2022-01-11T00:43:06.0Z,1,REGULAR,rebound,offensive,[],203095,,,1610612752,4,2,2022-01-11T00:43:10Z,180000,,,0,,E. Fournier REBOUND (Off:1 Def:0),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,
19,PT10M35.00S,2022-01-11T00:43:15.0Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,4,2,2022-01-11T00:43:18Z,190000,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1627749]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,1.0,Murray,1627749.0,,,,,,,,
20,PT10M35.00S,2022-01-11T00:43:15.0Z,1,REGULAR,steal,,[],1627749,,,1610612759,4,2,2022-01-11T00:45:52Z,200000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2022-01-11T00:43:24.6Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612759,4,2,2022-01-11T00:43:29Z,210000,,,0,,A. Burks shooting personal FOUL (1 PF) (Walker IV 2 FT),"[202692, 1629022]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Walker IV,1629022.0,
23,PT10M31.00S,2022-01-11T00:43:48.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629022,,,1610612759,4,3,2022-01-11T00:43:48Z,230000,,,0,,L. Walker IV Free Throw 1 of 2 (3 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
24,PT10M31.00S,2022-01-11T00:44:03.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629022,,,1610612759,4,4,2022-01-11T00:44:03Z,240000,,,0,,L. Walker IV Free Throw 2 of 2 (4 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2022-01-11T00:44:26.0Z,1,REGULAR,2pt,Jump Shot,[],203944,73.53810775295663,63.23529411764706,1610612752,4,4,2022-01-11T00:46:56Z,250000,66.0,196.0,1,right,MISS J. Randle 20' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,20.71,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M10.00S,2022-01-11T00:44:28.0Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,4,4,2022-01-11T00:44:31Z,260000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT10M02.00S,2022-01-11T00:44:37.6Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,4,4,2022-01-11T00:44:45Z,270000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 202692]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,,
28,PT10M02.00S,2022-01-11T00:44:37.6Z,1,REGULAR,steal,,[],202692,,,1610612752,4,4,2022-01-11T00:44:39Z,280000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M01.00S,2022-01-11T00:44:42.1Z,1,REGULAR,foul,personal,[],1628966,,,1610612752,4,4,2022-01-11T00:44:47Z,290000,,,0,,K. Bates-Diop personal FOUL (1 PF),"[1628966, 202692]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Burks,202692.0,
31,PT09M47.00S,2022-01-11T00:45:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203095,91.5407358738502,51.225490196078425,1610612752,4,4,2022-01-11T00:45:14Z,310000,6.0,27.0,1,right,MISS E. Fournier driving finger roll Layup,[203095],1610612752.0,NYK,driving finger roll,,,Fournier,E. Fournier,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M46.00S,2022-01-11T00:45:11.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,4,2022-01-11T00:45:11Z,320000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,31.0,2.0,0.0,2.0,,,,,,,,,,,
33,PT09M45.00S,2022-01-11T00:45:11.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629011,94.30026281208936,51.71568627450981,1610612752,6,4,2022-01-11T00:47:44Z,330000,9.0,1.0,1,right,M. Robinson putback DUNK (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,0.87,Made,4.0,,,,,,,,,,,,,,,,,,
34,PT09M40.00S,2022-01-11T00:45:21.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,6,4,2022-01-11T00:45:21Z,340000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M33.00S,2022-01-11T00:48:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.652431011826544,49.26470588235294,1610612759,6,6,2022-01-11T00:48:22Z,350000,4.0,10.0,1,left,D. Murray driving Layup (2 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,1.07,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT09M20.00S,2022-01-11T00:48:32.0Z,1,REGULAR,2pt,Jump Shot,[],1629628,78.26872536136662,71.07843137254902,1610612752,6,6,2022-01-11T00:49:32Z,370000,105.0,152.0,1,right,MISS R. Barrett 18' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,18.48,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M18.00S,2022-01-11T00:48:34.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,6,6,2022-01-11T00:48:41Z,380000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT09M08.00S,2022-01-11T00:48:44.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,4.28712220762155,97.30392156862744,1610612759,6,6,2022-01-11T00:50:54Z,390000,-237.0,-12.0,1,left,MISS D. Murray pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2022-01-11T00:48:46.7Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,6,6,2022-01-11T00:48:46Z,400000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,
41,PT09M04.00S,2022-01-11T00:48:49.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629022,17.559132720105126,69.6078431372549,1610612759,6,6,2022-01-11T00:51:12Z,410000,-98.0,113.0,1,left,MISS L. Walker IV 14' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,14.93,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M02.00S,2022-01-11T00:48:51.1Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,6,6,2022-01-11T00:48:54Z,420000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,
43,PT08M51.00S,2022-01-11T00:49:01.9Z,1,REGULAR,3pt,Jump Shot,[],203095,74.45795006570303,17.647058823529413,1610612752,9,6,2022-01-11T00:49:06Z,430000,-162.0,188.0,1,right,E. Fournier 24' 3PT  (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.77,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,,
45,PT08M40.00S,2022-01-11T00:49:15.5Z,1,REGULAR,foul,personal,[],1629628,,,1610612759,9,6,2022-01-11T00:50:17Z,450000,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 1630563]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Primo,1630563.0,
49,PT08M29.00S,2022-01-11T00:49:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629022,11.383048620236531,4.166666666666666,1610612759,9,6,2022-01-11T00:49:42Z,490000,229.0,55.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M27.00S,2022-01-11T00:49:39.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,9,6,2022-01-11T00:49:42Z,495000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT08M19.00S,2022-01-11T00:49:48.6Z,1,REGULAR,3pt,Jump Shot,[],203944,73.80091984231275,82.1078431372549,1610612752,9,6,2022-01-11T00:50:03Z,520000,161.0,194.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
54,PT08M17.00S,2022-01-11T00:49:50.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,9,6,2022-01-11T00:49:50Z,530000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT08M07.00S,2022-01-11T00:50:00.0Z,1,REGULAR,3pt,Jump Shot,[],1628966,4.5499342969776615,97.54901960784314,1610612759,9,6,2022-01-11T00:50:06Z,540000,-238.0,-10.0,1,left,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
56,PT08M05.00S,2022-01-11T00:50:02.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,9,6,2022-01-11T00:50:06Z,550000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,,
57,PT07M59.00S,2022-01-11T00:50:07.9Z,1,REGULAR,3pt,Jump Shot,[],203095,87.07293035479631,95.09803921568627,1610612752,9,6,2022-01-11T00:50:14Z,560000,225.0,69.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M57.00S,2022-01-11T00:50:09.9Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,9,6,2022-01-11T00:50:14Z,570000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,
59,PT07M50.00S,2022-01-11T00:50:20.2Z,1,REGULAR,foul,personal,[],1629011,,,1610612759,9,6,2022-01-11T00:50:30Z,580000,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 1627749]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Murray,1627749.0,
61,PT07M41.00S,2022-01-11T00:50:53.8Z,1,REGULAR,2pt,Jump Shot,[],1630563,21.369908015768726,55.63725490196079,1610612759,9,8,2022-01-11T00:52:44Z,600000,-28.0,148.0,1,left,J. Primo 15' pullup Jump Shot (2 PTS) (D. Murray 2 AST),"[1630563, 1627749]",1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,15.11,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,,
63,PT07M15.00S,2022-01-11T00:51:20.4Z,1,REGULAR,2pt,Jump Shot,[],202692,95.74572930354796,69.85294117647058,1610612752,9,8,2022-01-11T00:51:26Z,620000,99.0,-13.0,1,right,MISS A. Burks 10' Jump Shot,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,10.01,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M13.00S,2022-01-11T00:51:22.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,9,8,2022-01-11T00:51:26Z,630000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
65,PT07M05.00S,2022-01-11T00:51:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,16.63929040735874,48.03921568627451,1610612759,9,10,2022-01-11T00:51:34Z,640000,10.0,104.0,1,left,L. Walker IV 10' driving floating Jump Shot (6 PTS),[1629022],1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,10.44,Made,6.0,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2022-01-11T00:51:53.2Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,9,10,2022-01-11T00:51:57Z,650000,,,0,,J. Randle lost ball out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,,,,,,,,,,,2.0,,,,,202901.0,,,,,
67,PT06M44.00S,2022-01-11T00:51:53.3Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,9,10,2022-01-11T00:52:05Z,660000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2022-01-11T00:51:53.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,9,10,2022-01-11T00:52:05Z,670000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M44.00S,2022-01-11T00:51:53.3Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,9,10,2022-01-11T00:52:05Z,680000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M44.00S,2022-01-11T00:51:53.3Z,1,REGULAR,substitution,in,[],204020,,,1610612759,9,10,2022-01-11T00:52:05Z,690000,,,0,,SUB in: T. Johnson,[204020],1610612759.0,SAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M25.00S,2022-01-11T00:52:31.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628966,8.229303547963205,49.754901960784316,1610612759,9,12,2022-01-11T00:52:34Z,700000,1.0,25.0,1,left,K. Bates-Diop Layup (2 PTS) (J. Primo 1 AST),"[1628966, 1630563]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,2.49,Made,2.0,J. Primo,1630563.0,1.0,,,,,,,,,,,,,,,
73,PT06M14.00S,2022-01-11T00:52:47.3Z,1,REGULAR,foul,offensive,[],203095,,,1610612752,9,12,2022-01-11T00:52:52Z,720000,,,0,,E. Fournier charge offensive FOUL (1 PF),"[203095, 204020]",1610612752.0,NYK,charge,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Johnson,204020.0,
75,PT06M14.00S,2022-01-11T00:52:47.3Z,1,REGULAR,turnover,offensive foul,[],203095,,,1610612752,9,12,2022-01-11T00:52:47Z,740000,,,0,,E. Fournier offensive foul TURNOVER (1 TO),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1.0,,,,,1198.0,,,,,
76,PT05M55.00S,2022-01-11T00:53:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,18.873193166885677,51.71568627450981,1610612759,9,14,2022-01-11T00:55:48Z,750000,-9.0,125.0,1,left,D. Murray 12' pullup Jump Shot (4 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.52,Made,4.0,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-01-11T00:53:40.8Z,1,REGULAR,3pt,Jump Shot,[],203095,95.22010512483574,95.58823529411765,1610612752,12,14,2022-01-11T00:53:45Z,760000,228.0,-8.0,1,right,E. Fournier 3PT  (6 PTS) (R. Barrett 1 AST),"[203095, 1629628]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.8,Made,6.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,,
79,PT05M20.00S,2022-01-11T00:53:52.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,31.09395532194481,66.17647058823529,1610612759,12,17,2022-01-11T00:56:25Z,780000,-81.0,240.0,1,left,D. Murray 25' 3PT pullup (7 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,25.31,Made,7.0,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2022-01-11T00:54:12.6Z,1,REGULAR,2pt,Jump Shot,[],203095,92.9862023653088,19.607843137254903,1610612752,14,17,2022-01-11T00:54:21Z,790000,-152.0,13.0,1,right,E. Fournier 15' fadeaway Jump Shot (8 PTS),[203095],1610612752.0,NYK,fadeaway,,,Fournier,E. Fournier,,,,,15.26,Made,8.0,,,,,,,,,,,,,,,,,,
81,PT04M43.00S,2022-01-11T00:54:30.0Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,14,17,2022-01-11T00:54:33Z,800000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 203095]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,2.0,Fournier,203095.0,,,,,,,,
82,PT04M43.00S,2022-01-11T00:54:30.0Z,1,REGULAR,steal,,[],203095,,,1610612752,14,17,2022-01-11T00:54:31Z,810000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M31.00S,2022-01-11T00:54:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,73.80091984231275,81.37254901960785,1610612752,17,17,2022-01-11T00:54:45Z,820000,157.0,194.0,1,right,R. Barrett 24' 3PT  (3 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.94,Made,3.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,,
85,PT04M14.00S,2022-01-11T00:54:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630563,7.703679369250986,3.6764705882352944,1610612759,17,20,2022-01-11T00:55:03Z,840000,232.0,20.0,1,left,J. Primo 3PT  (5 PTS) (T. Johnson 1 AST),"[1630563, 204020]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.25,Made,5.0,T. Johnson,204020.0,1.0,,,,,,,,,,,,,,,
87,PT03M53.00S,2022-01-11T00:55:21.8Z,1,REGULAR,3pt,Jump Shot,[],202692,79.84559789750328,8.088235294117647,1610612752,17,20,2022-01-11T00:55:35Z,860000,-210.0,137.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
88,PT03M51.00S,2022-01-11T00:55:23.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,17,20,2022-01-11T00:55:35Z,870000,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,87.0,4.0,1.0,3.0,,,,,,,,,,,
89,PT03M50.00S,2022-01-11T00:55:27.0Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612752,17,20,2022-01-11T00:55:31Z,880000,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629234, 1629011]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Robinson,1629011.0,
94,PT03M50.00S,2022-01-11T00:55:43.3Z,1,REGULAR,substitution,out,[],1627749,,,1610612752,17,20,2022-01-11T00:56:11Z,897500,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2022-01-11T00:55:43.3Z,1,REGULAR,substitution,out,[],1630563,,,1610612752,17,20,2022-01-11T00:56:11Z,898750,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2022-01-11T00:55:43.3Z,1,REGULAR,substitution,out,[],1628966,,,1610612752,17,20,2022-01-11T00:56:11Z,899375,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M50.00S,2022-01-11T00:55:43.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,17,20,2022-01-11T00:56:11Z,899687,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M50.00S,2022-01-11T00:55:43.3Z,1,REGULAR,substitution,in,[],1629719,,,1610612752,17,20,2022-01-11T00:56:11Z,899843,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
