actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
184,PT10M51.00S,2021-12-03T01:13:03.1Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612752,21,39,2021-12-03T01:13:12Z,1800000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Rose 2 FT),"[201942, 201565]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,1627541.0,,,,1.0,0.0,Rose,201565.0,,,
186,PT10M51.00S,2021-12-03T01:13:26.0Z,2,REGULAR,freethrow,1 of 2,[],201565,,,1610612752,22,39,2021-12-03T01:13:26Z,1820000,,,0,,D. Rose Free Throw 1 of 2 (5 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
187,PT10M51.00S,2021-12-03T01:13:45.3Z,2,REGULAR,freethrow,2 of 2,[],201565,,,1610612752,23,39,2021-12-03T01:13:45Z,1830000,,,0,,D. Rose Free Throw 2 of 2 (6 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
188,PT10M37.00S,2021-12-03T01:14:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,81.8166885676741,36.27450980392157,1610612741,23,39,2021-12-03T01:14:05Z,1840000,-69.0,118.0,1,right,MISS A. Caruso 13' step back Shot,[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,13.68,Missed,,,,,,,,,,,,,,,,,,,
189,PT10M33.00S,2021-12-03T01:14:04.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,23,39,2021-12-03T01:14:05Z,1850000,,,0,,J. Randle REBOUND (Off:2 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,188.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
190,PT10M23.00S,2021-12-03T01:14:16.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1630167,7.5722733245729295,47.794117647058826,1610612752,25,39,2021-12-03T01:14:38Z,1860000,11.0,19.0,1,left,O. Toppin driving floating Jump Shot (4 PTS) (D. Rose 3 AST),"[1630167, 201565]",1610612752.0,NYK,driving floating,,,Toppin,O. Toppin,,,,,2.17,Made,,,,,4.0,D. Rose,201565.0,3.0,,,,,,,,,,,
191,PT10M23.00S,2021-12-03T01:14:25.2Z,2,REGULAR,violation,defensive goaltending,[],1627884,,,1610612752,25,39,2021-12-03T01:14:54Z,1870000,,,0,,D. Jones Jr. defensive goaltending VIOLATION,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,204059.0,,,,,,,,,,
192,PT10M09.00S,2021-12-03T01:14:36.6Z,2,REGULAR,2pt,Jump Shot,[],201942,79.31997371879106,52.94117647058824,1610612741,25,41,2021-12-03T01:15:37Z,1880000,15.0,142.0,1,right,D. DeRozan 14' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.27,Made,,,,,4.0,,,,,,,,,,,,,,
193,PT09M50.00S,2021-12-03T01:14:55.4Z,2,REGULAR,turnover,lost ball,[],201565,,,1610612752,25,41,2021-12-03T01:14:59Z,1890000,,,0,,D. Rose lost ball TURNOVER (3 TO),"[201565, 1630245]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,3.0,,,,,,,Dosunmu,1630245.0,
194,PT09M50.00S,2021-12-03T01:14:55.4Z,2,REGULAR,steal,,[],1630245,,,1610612741,25,41,2021-12-03T01:17:37Z,1900000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M45.00S,2021-12-03T01:15:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,94.30026281208936,47.794117647058826,1610612741,25,43,2021-12-03T01:15:04Z,1910000,-11.0,1.0,1,right,D. DeRozan Layup (6 PTS) (A. Caruso 5 AST),"[201942, 1627936]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1.11,Made,,,,,6.0,A. Caruso,1627936.0,5.0,,,,,,,,,,,
198,PT09M32.00S,2021-12-03T01:15:21.2Z,2,REGULAR,foul,personal,[],1630245,,,1610612752,25,43,2021-12-03T01:15:32Z,1930000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 202692]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,1627541.0,,,,2.0,0.0,Burks,202692.0,,,
200,PT09M32.00S,2021-12-03T01:15:21.3Z,2,REGULAR,substitution,out,[],1627936,,,1610612752,25,43,2021-12-03T01:15:30Z,1950000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M32.00S,2021-12-03T01:15:21.3Z,2,REGULAR,substitution,in,[],1628972,,,1610612752,25,43,2021-12-03T01:15:30Z,1960000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M26.00S,2021-12-03T01:15:55.0Z,2,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612752,25,43,2021-12-03T01:16:35Z,1970000,,,0,,L. Ball shooting personal FOUL (3 PF) (Burks 2 FT),"[1628366, 202692]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,204059.0,,,,3.0,0.0,Burks,202692.0,,,
204,PT09M26.00S,2021-12-03T01:16:11.8Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,26,43,2021-12-03T01:16:11Z,1990000,,,0,,A. Burks Free Throw 1 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
205,PT09M26.00S,2021-12-03T01:16:26.3Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,27,43,2021-12-03T01:16:26Z,2000000,,,0,,A. Burks Free Throw 2 of 2 (2 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
206,PT09M14.00S,2021-12-03T01:16:39.5Z,2,REGULAR,2pt,Jump Shot,[],201942,77.08607095926413,39.950980392156865,1610612741,27,43,2021-12-03T01:16:44Z,2010000,-50.0,163.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.05,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M12.00S,2021-12-03T01:16:41.5Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,27,43,2021-12-03T01:16:44Z,2020000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
208,PT09M07.00S,2021-12-03T01:16:50.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612752,27,43,2021-12-03T01:16:57Z,2030000,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Burks 2 FT),"[201942, 202692]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,1627541.0,,,,2.0,0.0,Burks,202692.0,,,
210,PT09M07.00S,2021-12-03T01:17:37.4Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,28,43,2021-12-03T01:17:37Z,2050000,,,0,,A. Burks Free Throw 1 of 2 (3 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
211,PT09M07.00S,2021-12-03T01:17:37.5Z,2,REGULAR,substitution,out,[],1628366,,,1610612752,28,43,2021-12-03T01:17:44Z,2060000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M07.00S,2021-12-03T01:17:37.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612752,28,43,2021-12-03T01:17:44Z,2070000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M07.00S,2021-12-03T01:17:52.5Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,29,43,2021-12-03T01:17:52Z,2080000,,,0,,A. Burks Free Throw 2 of 2 (4 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
214,PT08M52.00S,2021-12-03T01:18:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.311432325887,40.07352941176471,1610612741,29,45,2021-12-03T01:18:16Z,2090000,-50.0,104.0,1,right,D. DeRozan 11' Jump Shot (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,11.56,Made,,,,,8.0,,,,,,,,,,,,,,
215,PT08M31.00S,2021-12-03T01:18:31.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,5.732588699080158,48.77450980392157,1610612752,31,45,2021-12-03T01:18:35Z,2100000,6.0,1.0,1,left,O. Toppin DUNK (6 PTS) (J. Randle 2 AST),"[1630167, 203944]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,0.63,Made,,,,,6.0,J. Randle,203944.0,2.0,,,,,,,,,,,
220,PT08M10.00S,2021-12-03T01:19:17.1Z,2,REGULAR,2pt,Jump Shot,[],201942,78.26872536136662,36.27450980392157,1610612741,31,47,2021-12-03T01:19:43Z,2125000,-69.0,152.0,1,right,D. DeRozan 16' fadeaway Jump Shot (10 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,16.66,Made,,,,,10.0,,,,,,,,,,,,,,
219,PT08M04.00S,2021-12-03T01:19:26.5Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612752,31,47,2021-12-03T01:32:55Z,2140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M56.00S,2021-12-03T01:19:27.0Z,2,REGULAR,3pt,Jump Shot,[],202692,25.837713534822605,83.82352941176471,1610612752,31,47,2021-12-03T01:19:32Z,2160000,-169.0,190.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
222,PT07M56.00S,2021-12-03T01:19:27.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,31,47,2021-12-03T01:19:32Z,2170000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
223,PT07M40.00S,2021-12-03T01:19:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,93.38042049934296,46.81372549019608,1610612741,31,47,2021-12-03T01:22:03Z,2180000,-16.0,10.0,1,right,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
224,PT07M40.00S,2021-12-03T01:19:42.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,31,47,2021-12-03T02:38:14Z,2190000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,223.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
227,PT07M25.00S,2021-12-03T01:19:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.229303547963205,46.81372549019608,1610612752,31,47,2021-12-03T02:38:22Z,2220000,16.0,25.0,1,left,MISS J. Randle driving finger roll Layup,[203944],1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M23.00S,2021-12-03T01:19:59.0Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,31,47,2021-12-03T01:20:35Z,2230000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT07M19.00S,2021-12-03T01:20:02.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201942,83.13074901445466,60.049019607843135,1610612741,31,47,2021-12-03T01:20:08Z,2240000,50.0,106.0,1,right,MISS D. DeRozan 11' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,11.74,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M17.00S,2021-12-03T01:20:04.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,31,47,2021-12-03T01:20:08Z,2250000,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,229.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
231,PT07M11.00S,2021-12-03T01:20:12.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612752,31,47,2021-12-03T01:20:27Z,2260000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Burks 2 FT),"[1627884, 202692]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Burks,202692.0,,,
233,PT07M11.00S,2021-12-03T01:20:39.4Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,32,47,2021-12-03T01:20:39Z,2280000,,,0,,A. Burks Free Throw 1 of 2 (5 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
234,PT07M11.00S,2021-12-03T01:20:52.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,32,47,2021-12-03T01:20:52Z,2290000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,32,47,2021-12-03T01:23:33Z,2300000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,out,[],1627884,,,1610612752,32,47,2021-12-03T01:23:33Z,2310000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,out,[],201942,,,1610612752,32,47,2021-12-03T01:23:33Z,2320000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612752,32,47,2021-12-03T01:23:33Z,2330000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,in,[],203095,,,1610612752,32,47,2021-12-03T01:23:33Z,2340000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612752,32,47,2021-12-03T01:23:33Z,2350000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,in,[],202696,,,1610612752,32,47,2021-12-03T01:23:33Z,2360000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M11.00S,2021-12-03T01:20:52.8Z,2,REGULAR,substitution,in,[],203897,,,1610612752,32,47,2021-12-03T01:23:33Z,2370000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M11.00S,2021-12-03T01:23:47.4Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,33,47,2021-12-03T01:23:47Z,2380000,,,0,,A. Burks Free Throw 2 of 2 (6 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
244,PT06M50.00S,2021-12-03T01:24:10.7Z,2,REGULAR,turnover,double dribble,[],1627936,,,1610612741,33,47,2021-12-03T01:24:18Z,2390000,,,0,,A. Caruso double dribble TURNOVER (1 TO),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,204059.0,1.0,,,,,,,,,
245,PT06M33.00S,2021-12-03T01:24:42.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,31.225361366622867,66.91176470588235,1610612752,33,47,2021-12-03T01:24:46Z,2400000,-85.0,241.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
246,PT06M31.00S,2021-12-03T01:24:44.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,33,47,2021-12-03T01:24:46Z,2410000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,
247,PT06M31.00S,2021-12-03T01:24:47.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,33,47,2021-12-03T01:24:47Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M19.00S,2021-12-03T01:25:03.9Z,2,REGULAR,2pt,Jump Shot,[],203897,74.98357424441524,38.72549019607843,1610612741,33,49,2021-12-03T01:25:09Z,2430000,-56.0,183.0,1,right,Z. LaVine 19' step back Jump Shot (13 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,19.12,Made,,,,,13.0,,,,,,,,,,,,,,
249,PT06M10.00S,2021-12-03T01:25:15.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612752,33,49,2021-12-03T01:25:26Z,2440000,,,0,,A. Caruso personal FOUL (1 PF) (Rose 2 FT),"[1627936, 201565]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Rose,201565.0,,,
251,PT06M10.00S,2021-12-03T01:25:42.5Z,2,REGULAR,freethrow,1 of 2,[],201565,,,1610612752,34,49,2021-12-03T01:25:42Z,2460000,,,0,,D. Rose Free Throw 1 of 2 (7 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
252,PT06M10.00S,2021-12-03T01:25:59.6Z,2,REGULAR,freethrow,2 of 2,[],201565,,,1610612752,35,49,2021-12-03T01:25:59Z,2470000,,,0,,D. Rose Free Throw 2 of 2 (8 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
253,PT05M51.00S,2021-12-03T01:26:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,87.72996057818659,49.754901960784316,1610612741,35,51,2021-12-03T01:26:24Z,2480000,-1.0,63.0,1,right,Z. LaVine 6' driving floating Jump Shot (15 PTS),[203897],1610612741.0,CHI,driving floating,,,LaVine,Z. LaVine,,,,,6.28,Made,,,,,15.0,,,,,,,,,,,,,,
254,PT05M37.00S,2021-12-03T01:26:35.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,6.521024967148489,50.245098039215684,1610612752,35,51,2021-12-03T01:26:42Z,2490000,-1.0,9.0,1,left,MISS J. Randle DUNK,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,,
255,PT05M34.00S,2021-12-03T01:26:38.2Z,2,REGULAR,rebound,offensive,[],202692,,,1610612752,35,51,2021-12-03T01:26:42Z,2500000,,,0,,A. Burks REBOUND (Off:1 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,254.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
256,PT05M32.00S,2021-12-03T01:26:39.7Z,2,REGULAR,turnover,lost ball,[],202692,,,1610612752,35,51,2021-12-03T01:26:45Z,2510000,,,0,,A. Burks lost ball TURNOVER (1 TO),"[202692, 1628972]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,1.0,,,,,,,Brown Jr.,1628972.0,
257,PT05M32.00S,2021-12-03T01:26:39.7Z,2,REGULAR,steal,,[],1628972,,,1610612741,35,51,2021-12-03T01:26:41Z,2520000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M20.00S,2021-12-03T01:26:51.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,79.45137976346912,90.68627450980392,1610612741,35,51,2021-12-03T01:26:57Z,2530000,203.0,141.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M16.00S,2021-12-03T01:26:55.8Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,35,51,2021-12-03T01:26:57Z,2540000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,258.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
260,PT05M15.00S,2021-12-03T01:26:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628972,94.1688567674113,50.73529411764706,1610612741,35,53,2021-12-03T01:27:02Z,2550000,4.0,2.0,1,right,T. Brown Jr. putback Layup (2 PTS),[1628972],1610612741.0,CHI,putback,,,Brown Jr.,T. Brown Jr.,,,,,0.44,Made,,,,,2.0,,,,,,,,,,,,,,
261,PT05M04.00S,2021-12-03T01:27:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.258212877792378,50.0,1610612752,37,53,2021-12-03T01:27:14Z,2560000,0.0,6.0,1,left,J. Randle driving Layup (10 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,0.63,Made,,,,,10.0,,,,,,,,,,,,,,
262,PT04M56.00S,2021-12-03T01:27:16.2Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,37,53,2021-12-03T01:27:23Z,2570000,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 203095]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,1.0,,,,,,,Fournier,203095.0,
263,PT04M56.00S,2021-12-03T01:27:16.2Z,2,REGULAR,steal,,[],203095,,,1610612752,37,53,2021-12-03T01:27:17Z,2580000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M51.00S,2021-12-03T01:27:21.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203095,5.863994743758213,47.30392156862745,1610612752,39,53,2021-12-03T01:28:45Z,2590000,13.0,3.0,1,left,E. Fournier running Layup (5 PTS),[203095],1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,1.37,Made,,,,,5.0,,,,,,,,,,,,,,
265,PT04M30.00S,2021-12-03T01:27:41.9Z,2,REGULAR,3pt,Jump Shot,[],1628972,77.4802890932983,89.2156862745098,1610612741,39,56,2021-12-03T01:27:49Z,2600000,196.0,159.0,1,right,T. Brown Jr. 25' 3PT  (5 PTS) (N. Vucevic 3 AST),"[1628972, 202696]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,25.26,Made,,,,,5.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,
267,PT04M06.00S,2021-12-03T01:28:06.7Z,2,REGULAR,3pt,Jump Shot,[],203095,31.882391590013142,53.67647058823529,1610612752,39,56,2021-12-03T01:28:11Z,2620000,-18.0,247.0,1,left,MISS E. Fournier 24' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M03.00S,2021-12-03T01:28:09.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,56,2021-12-03T01:28:11Z,2630000,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,267.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
269,PT03M53.00S,2021-12-03T01:28:19.9Z,2,REGULAR,3pt,Jump Shot,[],203897,66.04796320630749,34.31372549019608,1610612741,39,59,2021-12-03T01:28:28Z,2640000,-78.0,267.0,1,right,Z. LaVine 27' 3PT  (18 PTS) (A. Caruso 6 AST),"[203897, 1627936]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,27.79,Made,,,,,18.0,A. Caruso,1627936.0,6.0,,,,,,,,,,,
271,PT03M51.00S,2021-12-03T01:28:26.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,39,59,2021-12-03T01:28:26Z,2660000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M51.00S,2021-12-03T01:28:26.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,39,59,2021-12-03T01:31:13Z,2670000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M51.00S,2021-12-03T01:28:26.8Z,2,REGULAR,substitution,out,[],201565,,,1610612752,39,59,2021-12-03T01:31:13Z,2680000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M51.00S,2021-12-03T01:28:26.8Z,2,REGULAR,substitution,out,[],203095,,,1610612752,39,59,2021-12-03T01:31:13Z,2690000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
