actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
16,PT10M20.00S,2021-12-03T00:42:44.5Z,1,REGULAR,block,,[],1628366,,,1610612752,2,2,2021-12-03T00:42:49Z,160000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M19.00S,2021-12-03T00:42:45.5Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,2,2,2021-12-03T00:42:52Z,170000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M19.00S,2021-12-03T00:42:56.0Z,1,REGULAR,foul,personal,[],1630193,,,1610612741,2,2,2021-12-03T00:44:54Z,180000,,,0,,I. Quickley take personal FOUL (1 PF),"[1630193, 203897]",1610612752.0,NYK,take,,,Quickley,I. Quickley,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,LaVine,203897.0,,,
20,PT10M12.00S,2021-12-03T00:43:15.3Z,1,REGULAR,3pt,Jump Shot,[],202696,67.88764783180025,46.81372549019608,1610612741,2,5,2021-12-03T00:43:19Z,200000,-16.0,249.0,1,right,N. Vucevic 24' 3PT  (5 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.99,Made,,,,,5.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,
22,PT09M45.00S,2021-12-03T00:43:41.9Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612752,2,5,2021-12-03T00:43:47Z,220000,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 201942]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,1.0,,,,,,,DeRozan,201942.0,
23,PT09M45.00S,2021-12-03T00:43:41.9Z,1,REGULAR,steal,,[],201942,,,1610612741,2,5,2021-12-03T00:43:44Z,230000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M41.00S,2021-12-03T00:43:46.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628366,92.19776609724047,4.411764705882353,1610612741,2,5,2021-12-03T00:46:43Z,240000,-228.0,21.0,1,right,MISS L. Ball running 3PT,[1628366],1610612741.0,CHI,running,,,Ball,L. Ball,,,,,22.88,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M39.00S,2021-12-03T00:43:48.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,5,2021-12-03T00:43:51Z,250000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M21.00S,2021-12-03T00:44:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.1268068331143235,52.69607843137255,1610612752,4,5,2021-12-03T00:44:16Z,260000,-13.0,5.0,1,left,J. Randle driving Layup (4 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.44,Made,,,,,4.0,,,,,,,,,,,,,,
28,PT09M12.00S,2021-12-03T00:44:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.59198423127464,47.794117647058826,1610612741,4,5,2021-12-03T00:48:55Z,280000,-11.0,17.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M10.00S,2021-12-03T00:44:18.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,5,2021-12-03T00:44:19Z,290000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M07.00S,2021-12-03T00:44:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,13.61695137976347,97.05882352941177,1610612752,7,5,2021-12-03T00:49:41Z,300000,-235.0,75.0,1,left,E. Fournier 24' 3PT running (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,24.71,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,
32,PT08M53.00S,2021-12-03T00:44:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,93.9060446780552,45.34313725490196,1610612741,7,5,2021-12-03T00:44:40Z,320000,-23.0,5.0,1,right,MISS L. Ball driving Layup - blocked,"[1628366, 1629011]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,2.38,Missed,,,,,,,,,,,Robinson,1629011.0,,,,,,,
33,PT08M53.00S,2021-12-03T00:44:34.6Z,1,REGULAR,block,,[],1629011,,,1610612741,7,5,2021-12-03T00:44:37Z,330000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M48.00S,2021-12-03T00:44:39.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,7,5,2021-12-03T00:44:40Z,340000,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
35,PT08M48.00S,2021-12-03T00:44:39.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,7,7,2021-12-03T00:44:43Z,350000,0.0,0.0,1,right,N. Vucevic putback Layup (7 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,,
36,PT08M43.00S,2021-12-03T00:44:44.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630193,19.136005256241788,50.98039215686274,1610612752,9,7,2021-12-03T00:44:50Z,360000,-5.0,127.0,1,left,I. Quickley 12' floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,12.75,Made,,,,,2.0,,,,,,,,,,,,,,
37,PT08M26.00S,2021-12-03T00:45:01.2Z,1,REGULAR,2pt,Jump Shot,[],201942,95.3515111695138,30.14705882352941,1610612741,9,9,2021-12-03T00:45:06Z,370000,-99.0,-9.0,1,right,D. DeRozan 9' fadeaway Jump Shot (2 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,9.97,Made,,,,,2.0,,,,,,,,,,,,,,
38,PT08M06.00S,2021-12-03T00:45:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,7.5722733245729295,46.568627450980394,1610612752,9,9,2021-12-03T00:45:36Z,380000,17.0,19.0,1,left,MISS M. Robinson Layup,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M06.00S,2021-12-03T00:45:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,9,9,2021-12-03T00:45:36Z,390000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
40,PT08M06.00S,2021-12-03T00:45:28.6Z,1,REGULAR,foul,personal,[],202696,,,1610612752,9,9,2021-12-03T00:45:38Z,400000,,,0,,N. Vucevic loose ball personal FOUL (1 PF),"[202696, 1629011]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Robinson,1629011.0,,,
42,PT08M01.00S,2021-12-03T00:45:48.0Z,1,REGULAR,turnover,bad pass,[],1629011,,,1610612752,9,9,2021-12-03T00:45:53Z,420000,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 203897]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,1.0,,,,,,,LaVine,203897.0,
43,PT08M01.00S,2021-12-03T00:45:48.0Z,1,REGULAR,steal,,[],203897,,,1610612741,9,9,2021-12-03T00:45:49Z,430000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2021-12-03T00:45:50.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,92.46057818659659,53.18627450980392,1610612741,9,11,2021-12-03T00:51:27Z,440000,16.0,18.0,1,right,Z. LaVine running DUNK (2 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,2.43,Made,,,,,2.0,,,,,,,,,,,,,,
45,PT07M43.00S,2021-12-03T00:46:05.5Z,1,REGULAR,3pt,Jump Shot,[],202692,30.436925098554536,70.83333333333334,1610612752,9,11,2021-12-03T00:46:09Z,450000,-104.0,234.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M40.00S,2021-12-03T00:46:08.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,9,11,2021-12-03T00:46:09Z,460000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
47,PT07M27.00S,2021-12-03T00:46:24.8Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612741,9,11,2021-12-03T00:46:34Z,470000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1629011, 202696]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Vucevic,202696.0,,,
49,PT07M27.00S,2021-12-03T00:46:51.3Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,9,12,2021-12-03T00:46:51Z,490000,,,0,,N. Vucevic Free Throw 1 of 2 (8 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
50,PT07M27.00S,2021-12-03T00:46:51.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612741,9,12,2021-12-03T00:47:00Z,500000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M27.00S,2021-12-03T00:46:51.4Z,1,REGULAR,substitution,in,[],201959,,,1610612741,9,12,2021-12-03T00:47:00Z,510000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2021-12-03T00:47:10.4Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,9,13,2021-12-03T00:47:10Z,520000,,,0,,N. Vucevic Free Throw 2 of 2 (9 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
53,PT07M11.00S,2021-12-03T00:47:29.7Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,9,13,2021-12-03T00:47:36Z,530000,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,,,,,,,,,,,204059.0,1.0,,,,,,,,,
54,PT06M58.00S,2021-12-03T00:47:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,94.43166885676742,54.41176470588235,1610612741,9,13,2021-12-03T00:47:54Z,540000,22.0,0.0,1,right,MISS J. Green driving Layup,[1629750],1610612741.0,CHI,driving,,,Green,J. Green,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2021-12-03T00:47:52.7Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,9,13,2021-12-03T00:47:54Z,550000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT06M51.00S,2021-12-03T00:47:57.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203095,28.597240473061763,66.42156862745098,1610612752,9,13,2021-12-03T00:52:41Z,560000,-82.0,216.0,1,left,MISS E. Fournier 23' step back Shot,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M49.00S,2021-12-03T00:47:59.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,9,13,2021-12-03T00:48:02Z,570000,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
58,PT06M48.00S,2021-12-03T00:47:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.258212877792378,51.225490196078425,1610612752,11,13,2021-12-03T00:48:07Z,580000,-6.0,6.0,1,left,J. Randle putback Layup (6 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,0.88,Made,,,,,6.0,,,,,,,,,,,,,,
59,PT06M29.00S,2021-12-03T00:48:19.0Z,1,REGULAR,3pt,Jump Shot,[],203897,85.62746386333771,96.32352941176471,1610612741,11,16,2021-12-03T00:48:25Z,590000,232.0,83.0,1,right,Z. LaVine 24' 3PT  (5 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,24.59,Made,,,,,5.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,
61,PT06M06.00S,2021-12-03T00:48:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,18.478975032851512,48.529411764705884,1610612752,11,16,2021-12-03T00:48:52Z,610000,7.0,121.0,1,left,MISS T. Gibson 12' Jump Shot,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,12.14,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2021-12-03T00:48:44.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,11,16,2021-12-03T00:48:52Z,620000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2021-12-03T00:48:48.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,11,16,2021-12-03T00:48:48Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2021-12-03T00:48:50.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,11,16,2021-12-03T00:48:50Z,640000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2021-12-03T00:48:50.5Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,11,16,2021-12-03T00:51:24Z,650000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2021-12-03T00:48:50.5Z,1,REGULAR,substitution,out,[],201942,,,1610612741,11,16,2021-12-03T00:51:24Z,660000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2021-12-03T00:48:50.5Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,11,16,2021-12-03T00:51:24Z,670000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2021-12-03T00:48:50.5Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,11,16,2021-12-03T00:51:24Z,680000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M52.00S,2021-12-03T00:51:54.7Z,1,REGULAR,3pt,Jump Shot,[],203897,70.38436268068331,80.63725490196079,1610612741,11,16,2021-12-03T00:52:02Z,690000,153.0,226.0,1,right,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2021-12-03T00:51:59.4Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,11,16,2021-12-03T00:51:59Z,700000,,,0,,Z. LaVine REBOUND (Off:1 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
71,PT05M47.00S,2021-12-03T00:52:02.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,11,16,2021-12-03T00:52:02Z,710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M47.00S,2021-12-03T00:52:02.2Z,1,REGULAR,substitution,out,[],202692,,,1610612741,11,16,2021-12-03T00:52:15Z,720000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2021-12-03T00:52:02.2Z,1,REGULAR,substitution,in,[],201565,,,1610612741,11,16,2021-12-03T00:52:15Z,730000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2021-12-03T00:52:39.4Z,1,REGULAR,foul,personal,[],203095,,,1610612741,11,16,2021-12-03T00:52:54Z,740000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 1627936]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Caruso,1627936.0,,,
76,PT05M24.00S,2021-12-03T00:53:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630245,93.77463863337714,52.94117647058824,1610612741,11,16,2021-12-03T00:53:24Z,760000,15.0,6.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2021-12-03T00:53:15.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,11,16,2021-12-03T00:53:30Z,780000,,,0,,N. Vucevic REBOUND (Off:2 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,76.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
79,PT05M22.00S,2021-12-03T00:53:22.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,11,18,2021-12-03T00:53:35Z,790000,0.0,0.0,1,right,N. Vucevic putback Layup (11 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,,
80,PT05M09.00S,2021-12-03T00:53:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201959,7.046649145860711,50.98039215686274,1610612752,13,18,2021-12-03T00:53:49Z,800000,-5.0,14.0,1,left,T. Gibson Layup (2 PTS) (D. Rose 1 AST),"[201959, 201565]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,1.45,Made,,,,,2.0,D. Rose,201565.0,1.0,,,,,,,,,,,
82,PT05M09.00S,2021-12-03T00:53:34.3Z,1,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612752,13,18,2021-12-03T00:53:52Z,820000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Gibson 1 FT),"[1630245, 201959]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Gibson,201959.0,,,
84,PT05M09.00S,2021-12-03T00:54:19.7Z,1,REGULAR,freethrow,1 of 1,[],201959,,,1610612752,13,18,2021-12-03T00:54:26Z,840000,,,0,,MISS T. Gibson Free Throw 1 of 1,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2021-12-03T00:54:22.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,13,18,2021-12-03T00:54:26Z,850000,,,0,,Z. LaVine REBOUND (Off:1 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
86,PT04M58.00S,2021-12-03T00:54:30.3Z,1,REGULAR,3pt,Jump Shot,[],202696,69.33311432325887,69.36274509803921,1610612741,13,18,2021-12-03T00:54:34Z,860000,97.0,236.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M55.00S,2021-12-03T00:54:32.9Z,1,REGULAR,rebound,offensive,[],1627936,,,1610612741,13,18,2021-12-03T00:54:32Z,870000,,,0,,A. Caruso REBOUND (Off:1 Def:0),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
88,PT04M51.00S,2021-12-03T00:54:36.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202696,93.51182654402102,50.98039215686274,1610612741,13,20,2021-12-03T00:56:53Z,880000,5.0,8.0,1,right,N. Vucevic driving DUNK (13 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,0.98,Made,,,,,13.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,
90,PT04M38.00S,2021-12-03T00:54:52.0Z,1,REGULAR,foul,offensive,[],201959,,,1610612752,13,20,2021-12-03T00:54:58Z,900000,,,0,,T. Gibson offensive FOUL (1 PF),"[201959, 1627936]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Caruso,1627936.0,,,
