actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
36,PT10M06.00S,2022-03-22T23:35:08.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,4,4,2022-03-22T23:35:33Z,360000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
37,PT10M04.00S,2022-03-22T23:35:10.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,4,2022-03-22T23:35:33Z,370000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
38,PT09M49.00S,2022-03-22T23:35:40.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,4,4,2022-03-22T23:35:57Z,380000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 202692]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,1.0,,,,,Burks,202692.0,,,
39,PT09M49.00S,2022-03-22T23:35:40.2Z,1,REGULAR,steal,,[],202692,,,1610612752,4,4,2022-03-22T23:35:44Z,390000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M45.00S,2022-03-22T23:35:45.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630167,93.82391590013141,50.83869485294118,1610612752,6,4,2022-03-22T23:35:54Z,400000,4.0,6.0,1,right,O. Toppin running DUNK (2 PTS) (A. Burks 1 AST),"[1630167, 202692]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,0.7,Made,2.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,,
42,PT09M33.00S,2022-03-22T23:36:01.1Z,1,REGULAR,foul,personal,[],203095,,,1610612737,6,4,2022-03-22T23:36:07Z,420000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 201568]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,1201.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,
44,PT09M26.00S,2022-03-22T23:36:22.3Z,1,REGULAR,2pt,Jump Shot,[],1628989,18.478975032851512,73.0392156862745,1610612737,6,4,2022-03-22T23:36:29Z,440000,-115.0,121.0,1,left,MISS K. Huerter 16' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,16.72,Missed,,,,,,,,,,,,,,,,,,,
45,PT09M24.00S,2022-03-22T23:36:24.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,6,4,2022-03-22T23:36:29Z,450000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,
46,PT09M12.00S,2022-03-22T23:36:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.65637319316689,48.28431372549019,1610612752,6,4,2022-03-22T23:36:43Z,460000,-9.0,101.0,1,right,MISS R. Barrett 10' fadeaway Shot,[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,,
47,PT09M09.00S,2022-03-22T23:36:39.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,6,4,2022-03-22T23:36:43Z,470000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,
48,PT09M09.00S,2022-03-22T23:36:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,6,4,2022-03-22T23:36:42Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT09M01.00S,2022-03-22T23:37:00.9Z,1,REGULAR,turnover,bad pass,[],1630167,,,1610612752,6,4,2022-03-22T23:37:07Z,490000,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1628989]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,1.0,,,,,Huerter,1628989.0,,,
50,PT09M01.00S,2022-03-22T23:37:00.9Z,1,REGULAR,steal,,[],1628989,,,1610612737,6,4,2022-03-22T23:37:02Z,500000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M59.00S,2022-03-22T23:37:07.1Z,1,REGULAR,turnover,traveling,[],1628989,,,1610612737,6,4,2022-03-22T23:37:12Z,510000,,,0,,K. Huerter traveling TURNOVER (1 TO),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,201640.0,,,,,1.0,,,,,,,,,
52,PT08M34.00S,2022-03-22T23:37:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203095,91.40932982917214,52.94117647058824,1610612752,6,4,2022-03-22T23:37:47Z,520000,15.0,28.0,1,right,MISS E. Fournier driving finger roll Layup,[203095],1610612752.0,NYK,driving finger roll,,,Fournier,E. Fournier,,,,,3.19,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M33.00S,2022-03-22T23:37:44.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,6,4,2022-03-22T23:37:47Z,530000,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,,
54,PT08M19.00S,2022-03-22T23:37:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.590670170827856,22.794117647058822,1610612737,6,7,2022-03-22T23:38:01Z,540000,136.0,263.0,1,left,T. Young 29' 3PT  (5 PTS) (D. Gallinari 1 AST),"[1629027, 201568]",1610612737.0,ATL,,,,Young,T. Young,,,,,29.63,Made,5.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,,,,
56,PT08M01.00S,2022-03-22T23:38:15.4Z,1,REGULAR,3pt,Jump Shot,[],203095,68.15045992115637,41.17647058823529,1610612752,6,7,2022-03-22T23:38:23Z,560000,-44.0,247.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M58.00S,2022-03-22T23:38:18.4Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,6,7,2022-03-22T23:40:26Z,570000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,56.0,2.0,0.0,2.0,,,,,
74,PT07M57.00S,2022-03-22T23:38:21.1Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,6,7,2022-03-22T23:40:58Z,575000,,,0,,M. Robinson lost ball TURNOVER (2 TO),"[1629011, 1629631]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,2.0,,,,,Hunter,1629631.0,,,
75,PT07M57.00S,2022-03-22T23:38:21.1Z,1,REGULAR,steal,,[],1629631,,,1610612737,6,7,2022-03-22T23:40:58Z,577500,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M49.00S,2022-03-22T23:38:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fromturnover']",1629631,6.783837056504599,48.529411764705884,1610612737,6,9,2022-03-22T23:40:58Z,580000,7.0,11.0,1,left,D. Hunter finger roll Layup (2 PTS) (K. Huerter 1 AST),"[1629631, 1628989]",1610612737.0,ATL,finger roll,,,Hunter,D. Hunter,,,,,1.35,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
59,PT07M49.00S,2022-03-22T23:38:37.6Z,1,REGULAR,violation,defensive goaltending,[],1630167,,,1610612737,6,9,2022-03-22T23:38:45Z,590000,,,0,,O. Toppin defensive goaltending VIOLATION,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,1201.0,,,,,,,,,,,,,,
60,PT07M35.00S,2022-03-22T23:38:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630167,74.98357424441524,14.705882352941178,1610612752,6,9,2022-03-22T23:38:57Z,600000,-176.0,183.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M33.00S,2022-03-22T23:38:53.8Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,6,9,2022-03-22T23:38:57Z,610000,,,0,,D. Gallinari REBOUND (Off:1 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,
63,PT07M15.00S,2022-03-22T23:39:12.1Z,1,REGULAR,2pt,Jump Shot,[],201568,21.107095926412615,73.0392156862745,1610612737,6,11,2022-03-22T23:39:15Z,620000,-115.0,146.0,1,left,D. Gallinari 18' Jump Shot (2 PTS) (T. Young 1 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,18.59,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
65,PT06M58.00S,2022-03-22T23:39:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.1688567674113,45.83333333333333,1610612752,8,11,2022-03-22T23:39:32Z,640000,-21.0,2.0,1,right,R. Barrett driving Layup (5 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.09,Made,5.0,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2022-03-22T23:39:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,6.389618922470433,50.0,1610612737,8,13,2022-03-22T23:39:40Z,650000,0.0,8.0,1,left,D. Hunter Layup (4 PTS) (K. Huerter 2 AST),"[1629631, 1628989]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,0.76,Made,4.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,,,
68,PT06M41.00S,2022-03-22T23:39:45.6Z,1,REGULAR,3pt,Jump Shot,[],202692,70.38436268068331,71.56862745098039,1610612752,11,13,2022-03-22T23:39:51Z,670000,108.0,226.0,1,right,A. Burks 25' 3PT pullup (3 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.03,Made,3.0,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2022-03-22T23:40:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.915243101182654,49.754901960784316,1610612737,11,15,2022-03-22T23:40:05Z,680000,1.0,13.0,1,left,D. Gallinari Layup (4 PTS) (C. Capela 1 AST),"[201568, 203991]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1.26,Made,4.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,,
71,PT06M26.00S,2022-03-22T23:40:05.2Z,1,REGULAR,foul,personal,['1freethrow'],202692,,,1610612737,11,15,2022-03-22T23:40:13Z,700000,,,0,,A. Burks shooting personal FOUL (1 PF) (Gallinari 1 FT),"[202692, 201568]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,201640.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,
73,PT06M26.00S,2022-03-22T23:40:18.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,11,15,2022-03-22T23:40:18Z,720000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M26.00S,2022-03-22T23:43:41.3Z,1,REGULAR,freethrow,1 of 1,[],201568,,,1610612737,11,16,2022-03-22T23:43:41Z,730000,,,0,,D. Gallinari Free Throw 1 of 1 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2022-03-22T23:43:55.7Z,1,REGULAR,3pt,Jump Shot,[],202692,73.14388961892247,19.11764705882353,1610612752,14,16,2022-03-22T23:44:05Z,740000,-154.0,200.0,1,right,A. Burks 25' 3PT step back (6 PTS),[202692],1610612752.0,NYK,step back,,,Burks,A. Burks,,,,,25.26,Made,6.0,,,,,,,,,,,,,,,,,,
78,PT05M59.00S,2022-03-22T23:44:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,6.389618922470433,47.05882352941176,1610612737,14,18,2022-03-22T23:44:13Z,750000,15.0,8.0,1,left,D. Hunter Layup (6 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1.65,Made,6.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
80,PT05M45.00S,2022-03-22T23:44:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.43166885676742,46.81372549019608,1610612752,16,18,2022-03-22T23:44:27Z,770000,-16.0,0.0,1,right,R. Barrett driving Layup (7 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.59,Made,7.0,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2022-03-22T23:44:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,6.652431011826544,50.245098039215684,1610612737,16,18,2022-03-23T00:05:47Z,780000,-1.0,10.0,1,left,MISS D. Hunter Layup - blocked,"[1629631, 1629011]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1.01,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0,
82,PT05M31.00S,2022-03-22T23:44:24.5Z,1,REGULAR,block,,[],1629011,,,1610612737,16,18,2022-03-22T23:44:41Z,790000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M31.00S,2022-03-22T23:44:24.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,16,18,2022-03-23T00:05:47Z,795000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,
117,PT05M31.00S,2022-03-22T23:44:58.6Z,1,REGULAR,substitution,out,[],201568,,,1610612752,16,18,2022-03-22T23:51:53Z,807500,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M31.00S,2022-03-22T23:44:58.6Z,1,REGULAR,substitution,in,[],203992,,,1610612752,16,18,2022-03-22T23:51:53Z,813750,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M29.00S,2022-03-22T23:45:18.4Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612752,16,18,2022-03-22T23:51:43Z,820000,,,0,,Jump Ball M. Robinson vs. D. Hunter: Tip to R. Barrett,"[1629628, 1629011, 1629631]",1610612752.0,NYK,heldball,R. Barrett,1629628.0,Barrett,R. Barrett,Robinson,1629011.0,Hunter,1629631.0,,,,,,,,,,,,,,,,,,,,,
89,PT05M20.00S,2022-03-22T23:45:27.5Z,1,REGULAR,3pt,Jump Shot,[],203095,93.9060446780552,4.166666666666666,1610612752,16,18,2022-03-22T23:45:32Z,850000,-229.0,5.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M18.00S,2022-03-22T23:45:29.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,16,18,2022-03-22T23:45:32Z,860000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,
91,PT05M18.00S,2022-03-22T23:45:35.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,16,18,2022-03-22T23:45:35Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M55.00S,2022-03-22T23:46:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,7.178055190538765,4.411764705882353,1610612737,16,18,2022-03-22T23:46:58Z,880000,228.0,15.0,1,left,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
