actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
36,PT08M30.00S,2021-12-12T17:15:34.3Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,4,2021-12-12T17:15:38Z,360000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,
37,PT08M24.00S,2021-12-12T17:15:39.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,71.82982917214193,25.0,1610612749,0,7,2021-12-12T17:15:44Z,370000,-125.0,212.0,1,right,K. Middleton 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,24.64,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
39,PT08M07.00S,2021-12-12T17:16:02.4Z,1,REGULAR,foul,technical,['1freethrow'],203507,,,1610612752,0,7,2021-12-12T17:16:24Z,390000,,,0,,G. Antetokounmpo defensive-3-second technical FOUL (1 Tech),[203507],1610612749.0,MIL,defensive-3-second,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,101283.0,,,,0.0,1.0,,,,
40,PT08M07.00S,2021-12-12T17:16:20.0Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,1,7,2021-12-12T17:16:20Z,400000,,,0,,E. Fournier technical Free Throw 1 of 1 (1 PTS),[203095],1610612752.0,NYK,technical,,,Fournier,E. Fournier,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
41,PT08M00.00S,2021-12-12T17:16:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.30946123521682,49.01960784313725,1610612752,1,7,2021-12-12T17:16:42Z,410000,5.0,16.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.69,Missed,,,,,,,,,,,,,,,,,,
42,PT07M58.00S,2021-12-12T17:16:39.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,1,7,2021-12-12T17:16:42Z,420000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,41.0,3.0,1.0,2.0,,,,,,,,,,,,,,
43,PT07M53.00S,2021-12-12T17:16:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,94.56307490144546,53.18627450980392,1610612749,1,9,2021-12-12T17:16:48Z,430000,16.0,-1.0,1,right,B. Portis Layup (2 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,1.6,Made,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
45,PT07M52.00S,2021-12-12T17:16:49.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,1,9,2021-12-12T17:16:49Z,450000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2021-12-12T17:20:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,11.251642575558476,44.6078431372549,1610612752,3,9,2021-12-12T17:20:16Z,460000,27.0,53.0,1,left,D. Rose driving floating Jump Shot (2 PTS) (E. Fournier 1 AST),"[201565, 203095]",1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,5.97,Made,,,,,2.0,E. Fournier,203095.0,1.0,,,,,,,,,,
47,PT07M04.00S,2021-12-12T17:20:38.8Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612749,3,9,2021-12-12T17:20:49Z,470000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Middleton 2 FT),"[1629656, 203114]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Middleton,203114.0,,
50,PT07M04.00S,2021-12-12T17:20:48.9Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,3,9,2021-12-12T17:21:09Z,485000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M04.00S,2021-12-12T17:20:48.9Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,3,9,2021-12-12T17:21:09Z,487500,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2021-12-12T17:20:59.0Z,1,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,3,10,2021-12-12T17:20:59Z,490000,,,0,,K. Middleton Free Throw 1 of 2 (4 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
52,PT07M04.00S,2021-12-12T17:21:19.8Z,1,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,3,11,2021-12-12T17:21:19Z,500000,,,0,,K. Middleton Free Throw 2 of 2 (5 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
53,PT06M48.00S,2021-12-12T17:21:40.3Z,1,REGULAR,3pt,Jump Shot,[],203095,30.831143232588698,18.872549019607842,1610612752,3,11,2021-12-12T17:21:46Z,510000,156.0,237.0,1,left,MISS E. Fournier 28' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,28.38,Missed,,,,,,,,,,,,,,,,,,
54,PT06M46.00S,2021-12-12T17:21:42.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,11,2021-12-12T17:21:46Z,520000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,53.0,4.0,2.0,2.0,,,,,,,,,,,,,,
56,PT06M40.00S,2021-12-12T17:21:47.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,74.72076215505913,16.176470588235293,1610612749,3,11,2021-12-12T17:21:52Z,530000,-169.0,185.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
57,PT06M38.00S,2021-12-12T17:21:49.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,11,2021-12-12T17:21:52Z,540000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT06M30.00S,2021-12-12T17:21:57.8Z,1,REGULAR,2pt,Jump Shot,[],203095,23.73521681997372,69.36274509803921,1610612752,5,11,2021-12-12T17:22:02Z,550000,-97.0,171.0,1,left,E. Fournier 19' step back Jump Shot (3 PTS) (Q. Grimes 1 AST),"[203095, 1629656]",1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,19.61,Made,,,,,3.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,
59,PT06M13.00S,2021-12-12T17:22:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.56307490144546,47.30392156862745,1610612749,5,13,2021-12-12T17:22:19Z,560000,-13.0,-1.0,1,right,G. Antetokounmpo Layup (6 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1.36,Made,,,,,6.0,G. Allen,1628960.0,1.0,,,,,,,,,,
61,PT05M48.00S,2021-12-12T17:22:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,6.521024967148489,50.73529411764706,1610612752,7,13,2021-12-12T17:22:44Z,580000,-4.0,9.0,1,left,D. Rose driving finger roll Layup (4 PTS),[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,0.95,Made,,,,,4.0,,,,,,,,,,,,,
63,PT05M35.00S,2021-12-12T17:22:52.8Z,1,REGULAR,2pt,Jump Shot,[],203114,93.24901445466492,21.568627450980394,1610612749,7,15,2021-12-12T17:22:57Z,600000,-142.0,11.0,1,right,K. Middleton 14' turnaround fadeaway Jump Shot (7 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,14.26,Made,,,,,7.0,,,,,,,,,,,,,
64,PT05M10.00S,2021-12-12T17:23:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,32.013797634691194,41.17647058823529,1610612752,10,15,2021-12-12T17:23:23Z,610000,44.0,248.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629656, 203944]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,25.23,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,
66,PT05M08.00S,2021-12-12T17:23:30.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,10,15,2021-12-12T17:23:38Z,630000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,202035.0,,,,,,,,,
67,PT05M00.00S,2021-12-12T17:23:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.77463863337714,51.9607843137255,1610612749,10,15,2021-12-12T17:24:07Z,640000,10.0,6.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
68,PT04M58.00S,2021-12-12T17:24:01.5Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,10,15,2021-12-12T17:24:07Z,650000,,,0,,N. Noel REBOUND (Off:0 Def:2),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT04M58.00S,2021-12-12T17:24:04.9Z,1,REGULAR,foul,personal,[],203507,,,1610612752,10,15,2021-12-12T17:24:10Z,660000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 203457]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,101283.0,,,,1.0,1.0,Noel,203457.0,,
71,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,out,[],203457,,,1610612752,10,15,2021-12-12T17:24:35Z,680000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,out,[],203944,,,1610612752,10,15,2021-12-12T17:24:35Z,690000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612752,10,15,2021-12-12T17:24:35Z,700000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,out,[],203507,,,1610612752,10,15,2021-12-12T17:24:35Z,710000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,10,15,2021-12-12T17:24:35Z,720000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,in,[],1628995,,,1610612752,10,15,2021-12-12T17:24:35Z,730000,,,0,,SUB in: K. Knox II,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,in,[],202326,,,1610612752,10,15,2021-12-12T17:24:35Z,740000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M58.00S,2021-12-12T17:24:05.0Z,1,REGULAR,substitution,in,[],203918,,,1610612752,10,15,2021-12-12T17:24:49Z,760000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2021-12-12T17:24:52.5Z,1,REGULAR,3pt,Jump Shot,[],203095,31.35676741130092,65.68627450980392,1610612752,10,15,2021-12-12T17:25:01Z,770000,-78.0,242.0,1,left,MISS E. Fournier 25' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
81,PT04M33.00S,2021-12-12T17:24:54.5Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,10,15,2021-12-12T17:25:01Z,780000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT04M24.00S,2021-12-12T17:25:04.3Z,1,REGULAR,3pt,Jump Shot,[],202326,74.72076215505913,15.441176470588236,1610612749,10,15,2021-12-12T17:25:10Z,790000,-173.0,185.0,1,right,MISS D. Cousins 25' 3PT,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,
83,PT04M22.00S,2021-12-12T17:25:06.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,10,15,2021-12-12T17:25:10Z,800000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M13.00S,2021-12-12T17:25:14.5Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612752,10,15,2021-12-12T17:25:18Z,810000,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 202326]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,2.0,,,,,,,Cousins,202326.0
85,PT04M13.00S,2021-12-12T17:25:14.5Z,1,REGULAR,steal,,[],202326,,,1610612749,10,15,2021-12-12T17:25:51Z,820000,,,0,,D. Cousins STEAL (1 STL),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2021-12-12T17:25:21.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,66.70499342969777,64.4607843137255,1610612749,10,18,2021-12-12T17:25:28Z,830000,72.0,260.0,1,right,P. Connaughton 27' 3PT  (3 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.03,Made,,,,,3.0,J. Holiday,201950.0,2.0,,,,,,,,,,
88,PT03M47.00S,2021-12-12T17:25:40.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,9.149145860709593,96.81372549019608,1610612752,10,18,2021-12-12T17:25:45Z,850000,-234.0,34.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
89,PT03M45.00S,2021-12-12T17:25:42.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,10,18,2021-12-12T17:25:45Z,860000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
