actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
187,PT07M55.00S,2021-12-12T17:48:33.4Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,26,37,2021-12-12T17:48:36Z,1770000,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 201588]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,2.0,,,,,,,Hill,201588.0
188,PT07M55.00S,2021-12-12T17:48:33.4Z,2,REGULAR,steal,,[],201588,,,1610612749,26,37,2021-12-12T17:48:34Z,1780000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M52.00S,2021-12-12T17:48:38.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,94.03745072273325,49.26470588235294,1610612749,26,39,2021-12-12T17:56:06Z,1790000,-4.0,4.0,1,right,G. Antetokounmpo running Layup (10 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,0.51,Made,,,,,10.0,,,,,,,,,,,,,
190,PT07M52.00S,2021-12-12T17:48:41.8Z,2,REGULAR,foul,personal,['1freethrow'],1630193,,,1610612749,26,39,2021-12-12T17:48:51Z,1800000,,,0,,I. Quickley shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1630193, 203507]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,,,,101283.0,,,,2.0,0.0,Antetokounmpo,203507.0,,
192,PT07M52.00S,2021-12-12T17:49:13.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203507,,,1610612749,26,40,2021-12-12T17:49:13Z,1820000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
193,PT07M41.00S,2021-12-12T17:49:26.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628995,6.258212877792378,50.49019607843137,1610612752,28,40,2021-12-12T17:49:31Z,1830000,-2.0,6.0,1,left,K. Knox II cutting DUNK (8 PTS) (D. Rose 1 AST),"[1628995, 201565]",1610612752.0,NYK,cutting,,,Knox II,K. Knox II,,,,,0.68,Made,,,,,8.0,D. Rose,201565.0,1.0,,,,,,,,,,
195,PT07M25.00S,2021-12-12T17:49:41.3Z,2,REGULAR,3pt,Jump Shot,[],203507,67.62483574244416,37.5,1610612749,28,40,2021-12-12T17:49:49Z,1850000,-62.0,252.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
196,PT07M23.00S,2021-12-12T17:49:43.3Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,28,40,2021-12-12T17:49:49Z,1860000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT07M11.00S,2021-12-12T17:49:56.1Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,28,40,2021-12-12T17:50:02Z,1870000,,,0,,J. Randle lost ball TURNOVER (3 TO),"[203944, 203114]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,3.0,,,,,,,Middleton,203114.0
198,PT07M11.00S,2021-12-12T17:49:56.1Z,2,REGULAR,steal,,[],203114,,,1610612749,28,40,2021-12-12T17:49:58Z,1880000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M07.00S,2021-12-12T17:50:00.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,94.43166885676742,50.98039215686274,1610612749,28,40,2021-12-12T17:59:11Z,1890000,5.0,0.0,1,right,MISS G. Antetokounmpo running Layup - blocked,"[203507, 203944]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,0.49,Missed,,,,,,,,,,,Randle,203944.0,,,,,,
200,PT07M07.00S,2021-12-12T17:50:00.2Z,2,REGULAR,block,,[],203944,,,1610612749,28,40,2021-12-12T17:50:03Z,1900000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M05.00S,2021-12-12T17:50:02.2Z,2,REGULAR,rebound,offensive,[],201588,,,1610612749,28,40,2021-12-12T17:50:07Z,1910000,,,0,,G. Hill REBOUND (Off:1 Def:0),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,199.0,1.0,0.0,1.0,,,,,,,,,,,,,,
202,PT07M00.00S,2021-12-12T17:50:07.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628960,73.53810775295663,19.11764705882353,1610612749,28,43,2021-12-12T17:50:10Z,1920000,-154.0,196.0,1,right,G. Allen 24' 3PT  (7 PTS) (K. Middleton 1 AST),"[1628960, 203114]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,24.97,Made,,,,,7.0,K. Middleton,203114.0,1.0,,,,,,,,,,
204,PT06M59.00S,2021-12-12T17:50:12.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,28,43,2021-12-12T17:50:12Z,1940000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,28,43,2021-12-12T17:51:40Z,1950000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,28,43,2021-12-12T17:51:40Z,1960000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,out,[],201588,,,1610612752,28,43,2021-12-12T17:51:40Z,1970000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,out,[],203507,,,1610612752,28,43,2021-12-12T17:51:40Z,1980000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,in,[],203095,,,1610612752,28,43,2021-12-12T17:51:40Z,1990000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,in,[],203457,,,1610612752,28,43,2021-12-12T17:51:40Z,2000000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,in,[],201950,,,1610612752,28,43,2021-12-12T17:51:40Z,2010000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M59.00S,2021-12-12T17:50:12.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612752,28,43,2021-12-12T17:51:40Z,2020000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M46.00S,2021-12-12T17:51:57.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,10.200394218134035,51.470588235294116,1610612752,28,43,2021-12-12T18:00:48Z,2030000,-7.0,43.0,1,left,MISS D. Rose driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,
215,PT06M44.00S,2021-12-12T17:51:59.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,28,43,2021-12-12T17:52:09Z,2040000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT06M29.00S,2021-12-12T17:52:14.8Z,2,REGULAR,2pt,Jump Shot,[],201950,80.76544021024968,22.54901960784314,1610612749,28,43,2021-12-12T17:52:23Z,2050000,-137.0,128.0,1,right,MISS J. Holiday 18' bank Shot,[201950],1610612749.0,MIL,bank,,,Holiday,J. Holiday,,,,,18.79,Missed,,,,,,,,,,,,,,,,,,
217,PT06M27.00S,2021-12-12T17:52:16.8Z,2,REGULAR,rebound,defensive,[],203457,,,1610612752,28,43,2021-12-12T17:52:23Z,2060000,,,0,,N. Noel REBOUND (Off:0 Def:3),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,216.0,3.0,3.0,0.0,,,,,,,,,,,,,,
218,PT06M15.00S,2021-12-12T17:52:28.6Z,2,REGULAR,3pt,Jump Shot,[],203095,4.418528252299605,98.0392156862745,1610612752,28,43,2021-12-12T17:52:34Z,2070000,-240.0,-11.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
219,PT06M13.00S,2021-12-12T17:52:30.6Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,28,43,2021-12-12T17:52:34Z,2080000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,
220,PT06M05.00S,2021-12-12T17:52:39.2Z,2,REGULAR,3pt,Jump Shot,[],1626171,71.56701708278581,24.509803921568626,1610612749,28,46,2021-12-12T17:52:44Z,2090000,-127.0,215.0,1,right,B. Portis 24' 3PT  (8 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,24.98,Made,,,,,8.0,K. Middleton,203114.0,2.0,,,,,,,,,,
222,PT05M39.00S,2021-12-12T17:53:04.6Z,2,REGULAR,3pt,Jump Shot,[],203944,21.369908015768726,90.68627450980392,1610612752,31,46,2021-12-12T17:53:08Z,2110000,-203.0,148.0,1,left,J. Randle 25' 3PT  (3 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.18,Made,,,,,3.0,E. Fournier,203095.0,2.0,,,,,,,,,,
224,PT05M28.00S,2021-12-12T17:53:15.7Z,2,REGULAR,3pt,Jump Shot,[],1626171,71.82982917214193,77.45098039215686,1610612749,31,46,2021-12-12T17:53:19Z,2130000,137.0,212.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
225,PT05M26.00S,2021-12-12T17:53:17.7Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,31,46,2021-12-12T17:53:19Z,2140000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
226,PT05M18.00S,2021-12-12T17:53:25.8Z,2,REGULAR,turnover,bad pass,[],203457,,,1610612752,31,46,2021-12-12T17:53:28Z,2150000,,,0,,N. Noel bad pass TURNOVER (1 TO),"[203457, 203114]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,1.0,,,,,,,Middleton,203114.0
227,PT05M18.00S,2021-12-12T17:53:25.8Z,2,REGULAR,steal,,[],203114,,,1610612749,31,46,2021-12-12T17:53:27Z,2160000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M11.00S,2021-12-12T17:53:32.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203114,71.56701708278581,22.794117647058822,1610612749,31,49,2021-12-12T17:53:36Z,2170000,-136.0,215.0,1,right,K. Middleton 25' 3PT  (16 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,25.42,Made,,,,,16.0,,,,,,,,,,,,,
229,PT04M42.00S,2021-12-12T17:54:05.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,31,49,2021-12-12T17:54:09Z,2180000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,202035.0,,,,,,,,,
230,PT04M42.00S,2021-12-12T17:54:05.2Z,2,REGULAR,substitution,out,[],203944,,,1610612749,31,49,2021-12-12T17:54:30Z,2190000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M42.00S,2021-12-12T17:54:05.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,31,49,2021-12-12T17:54:30Z,2200000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M42.00S,2021-12-12T17:54:05.2Z,2,REGULAR,substitution,in,[],1630193,,,1610612749,31,49,2021-12-12T17:54:30Z,2210000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M42.00S,2021-12-12T17:54:05.2Z,2,REGULAR,substitution,in,[],203918,,,1610612749,31,49,2021-12-12T17:54:30Z,2220000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M30.00S,2021-12-12T17:54:41.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,90.09526938239159,50.245098039215684,1610612749,31,49,2021-12-12T18:03:13Z,2230000,1.0,41.0,1,right,MISS J. Holiday turnaround Shot,[201950],1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,
235,PT04M28.00S,2021-12-12T17:54:43.3Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,31,49,2021-12-12T18:03:13Z,2240000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,234.0,3.0,2.0,1.0,,,,,,,,,,,,,,
236,PT04M28.00S,2021-12-12T17:54:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,94.03745072273325,50.73529411764706,1610612749,31,51,2021-12-12T17:54:51Z,2250000,4.0,4.0,1,right,B. Portis putback Layup (10 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,0.51,Made,,,,,10.0,,,,,,,,,,,,,
237,PT04M28.00S,2021-12-12T17:54:48.4Z,2,REGULAR,foul,personal,['1freethrow'],203457,,,1610612749,31,51,2021-12-12T17:55:01Z,2260000,,,0,,N. Noel shooting personal FOUL (1 PF) (Portis 1 FT),"[203457, 1626171]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Portis,1626171.0,,
239,PT04M28.00S,2021-12-12T17:54:48.4Z,2,REGULAR,substitution,out,[],1628995,,,1610612749,31,51,2021-12-12T17:55:03Z,2280000,,,0,,SUB out: K. Knox II,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M28.00S,2021-12-12T17:54:48.4Z,2,REGULAR,substitution,in,[],1629656,,,1610612749,31,51,2021-12-12T17:55:03Z,2290000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M28.00S,2021-12-12T17:55:17.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626171,,,1610612749,31,52,2021-12-12T17:55:17Z,2300000,,,0,,B. Portis Free Throw 1 of 1 (11 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
242,PT04M03.00S,2021-12-12T17:55:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,15.719448094612352,53.92156862745098,1610612752,33,52,2021-12-12T17:55:54Z,2310000,-20.0,95.0,1,left,D. Rose 9' driving floating Jump Shot (8 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,9.73,Made,,,,,8.0,,,,,,,,,,,,,
243,PT03M47.00S,2021-12-12T17:56:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,95.22010512483574,62.254901960784316,1610612749,33,54,2021-12-12T17:56:12Z,2320000,61.0,-8.0,1,right,B. Portis 6' turnaround fadeaway Jump Shot (13 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,6.18,Made,,,,,13.0,,,,,,,,,,,,,
244,PT03M33.00S,2021-12-12T17:56:19.7Z,2,REGULAR,3pt,Jump Shot,[],1629656,25.04927726675427,84.06862745098039,1610612752,36,54,2021-12-12T17:56:24Z,2330000,-170.0,183.0,1,left,Q. Grimes 25' 3PT  (8 PTS) (I. Quickley 2 AST),"[1629656, 1630193]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,25.0,Made,,,,,8.0,I. Quickley,1630193.0,2.0,,,,,,,,,,
246,PT03M19.00S,2021-12-12T17:56:35.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,87.59855453350855,44.85294117647059,1610612749,36,54,2021-12-12T17:56:43Z,2350000,-26.0,64.0,1,right,MISS B. Portis 6' Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,6.91,Missed,,,,,,,,,,,,,,,,,,
247,PT03M17.00S,2021-12-12T17:56:37.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,36,54,2021-12-12T17:56:43Z,2360000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,
248,PT03M17.00S,2021-12-12T17:56:40.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,36,54,2021-12-12T17:56:40Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M17.00S,2021-12-12T17:56:40.7Z,2,REGULAR,substitution,out,[],1626171,,,1610612752,36,54,2021-12-12T17:56:48Z,2380000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M17.00S,2021-12-12T17:56:40.7Z,2,REGULAR,substitution,in,[],202326,,,1610612752,36,54,2021-12-12T17:56:48Z,2390000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M01.00S,2021-12-12T17:57:05.5Z,2,REGULAR,2pt,Jump Shot,[],1630193,9.411957950065702,75.0,1610612752,38,54,2021-12-12T18:05:12Z,2400000,-125.0,36.0,1,left,I. Quickley 13' pullup Jump Shot (6 PTS) (E. Fournier 3 AST),"[1630193, 203095]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,13.01,Made,,,,,6.0,E. Fournier,203095.0,3.0,,,,,,,,,,
253,PT02M45.00S,2021-12-12T17:57:25.5Z,2,REGULAR,foul,personal,['2freethrow'],203457,,,1610612749,38,54,2021-12-12T17:57:34Z,2420000,,,0,,N. Noel shooting personal FOUL (2 PF) (Hood 2 FT),"[203457, 203918]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,,101283.0,,,,2.0,0.0,Hood,203918.0,,
256,PT02M45.00S,2021-12-12T17:57:37.0Z,2,REGULAR,substitution,out,[],1630193,,,1610612749,38,54,2021-12-12T17:58:00Z,2435000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M45.00S,2021-12-12T17:57:37.0Z,2,REGULAR,substitution,out,[],203114,,,1610612749,38,54,2021-12-12T17:58:00Z,2437500,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M45.00S,2021-12-12T17:57:37.0Z,2,REGULAR,substitution,in,[],203944,,,1610612749,38,54,2021-12-12T17:58:00Z,2438750,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M45.00S,2021-12-12T17:57:37.0Z,2,REGULAR,substitution,in,[],203507,,,1610612749,38,54,2021-12-12T17:58:00Z,2439375,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M45.00S,2021-12-12T17:57:48.5Z,2,REGULAR,freethrow,1 of 2,[],203918,,,1610612749,38,55,2021-12-12T17:57:48Z,2440000,,,0,,R. Hood Free Throw 1 of 2 (1 PTS),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
260,PT02M45.00S,2021-12-12T17:58:11.8Z,2,REGULAR,freethrow,2 of 2,[],203918,,,1610612749,38,56,2021-12-12T17:58:11Z,2450000,,,0,,R. Hood Free Throw 2 of 2 (2 PTS),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
261,PT02M27.00S,2021-12-12T17:58:33.1Z,2,REGULAR,3pt,Jump Shot,[],1629656,29.911300919842315,19.852941176470587,1610612752,38,56,2021-12-12T17:58:44Z,2460000,151.0,229.0,1,left,MISS Q. Grimes 27' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,
262,PT02M25.00S,2021-12-12T17:58:35.1Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,38,56,2021-12-12T18:07:08Z,2470000,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,261.0,6.0,4.0,2.0,,,,,,,,,,,,,,
263,PT02M18.00S,2021-12-12T17:58:42.5Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612752,38,56,2021-12-12T17:58:46Z,2480000,,,0,,Q. Grimes bad pass TURNOVER (4 TO),"[1629656, 1626192]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,4.0,,,,,,,Connaughton,1626192.0
264,PT02M18.00S,2021-12-12T17:58:42.5Z,2,REGULAR,steal,,[],1626192,,,1610612749,38,56,2021-12-12T17:58:44Z,2490000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M10.00S,2021-12-12T17:58:52.1Z,2,REGULAR,turnover,traveling,[],201950,,,1610612749,38,56,2021-12-12T17:58:59Z,2500000,,,0,,J. Holiday traveling TURNOVER (1 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,202035.0,1.0,,,,,,,,
266,PT02M00.00S,2021-12-12T17:59:19.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,29.911300919842315,73.52941176470588,1610612752,38,56,2021-12-12T17:59:25Z,2510000,-118.0,229.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
267,PT01M58.00S,2021-12-12T17:59:21.4Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,38,56,2021-12-12T17:59:25Z,2520000,,,0,,D. Cousins REBOUND (Off:0 Def:3),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,
268,PT01M49.00S,2021-12-12T17:59:30.7Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612749,38,56,2021-12-12T17:59:34Z,2530000,,,0,,D. Cousins bad pass TURNOVER (2 TO),"[202326, 1629656]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,2.0,,,,,,,Grimes,1629656.0
269,PT01M49.00S,2021-12-12T17:59:30.7Z,2,REGULAR,steal,,[],1629656,,,1610612752,38,56,2021-12-12T17:59:32Z,2540000,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
270,PT01M37.00S,2021-12-12T17:59:44.6Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612752,38,56,2021-12-12T17:59:53Z,2550000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Randle 2 FT),"[202326, 203944]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,202035.0,,,,1.0,0.0,Randle,203944.0,,
273,PT01M37.00S,2021-12-12T17:59:59.8Z,2,REGULAR,substitution,out,[],201950,,,1610612752,38,56,2021-12-12T18:00:22Z,2565000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M37.00S,2021-12-12T17:59:59.8Z,2,REGULAR,substitution,in,[],203114,,,1610612752,38,56,2021-12-12T18:00:22Z,2567500,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M37.00S,2021-12-12T18:00:15.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,39,56,2021-12-12T18:00:15Z,2570000,,,0,,J. Randle Free Throw 1 of 2 (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
275,PT01M37.00S,2021-12-12T18:00:38.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,40,56,2021-12-12T18:00:38Z,2580000,,,0,,J. Randle Free Throw 2 of 2 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
