actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
49,PT07M19.00S,2022-03-30T23:47:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,69.72733245729303,28.921568627450984,1610612752,16,11,2022-03-30T23:47:11Z,490000,-105.0,232.0,1,right,E. Fournier 25' 3PT  (3 PTS) (M. Robinson 1 AST),"[203095, 1629011]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,25.49,Made,3.0,M. Robinson,1629011.0,1.0,,,,,,,,,,,,,,
52,PT07M18.00S,2022-03-30T23:47:15.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612766,16,11,2022-03-30T23:47:15Z,520000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M18.00S,2022-03-30T23:47:15.7Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,16,11,2022-03-30T23:49:59Z,530000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M18.00S,2022-03-30T23:47:15.7Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,16,11,2022-03-30T23:49:59Z,540000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2022-03-30T23:50:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,13.748357424441524,44.6078431372549,1610612766,16,13,2022-03-30T23:52:41Z,550000,27.0,77.0,1,left,M. Bridges 8' driving floating Jump Shot (2 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,,8.13,Made,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
57,PT06M47.00S,2022-03-30T23:50:46.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,16,13,2022-03-30T23:50:46Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M41.00S,2022-03-30T23:51:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,79.84559789750328,63.725490196078425,1610612752,18,13,2022-03-30T23:51:08Z,580000,69.0,137.0,1,right,J. Randle 15' pullup Jump Shot (8 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,15.32,Made,8.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
59,PT06M22.00S,2022-03-30T23:51:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.151773981603156,19.362745098039216,1610612766,18,16,2022-03-30T23:54:43Z,590000,153.0,203.0,1,left,M. Bridges 25' 3PT step back (5 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,,25.41,Made,5.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,
61,PT06M03.00S,2022-03-30T23:51:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.43166885676742,50.73529411764706,1610612752,20,16,2022-03-30T23:51:45Z,610000,4.0,0.0,1,right,R. Barrett driving Layup (6 PTS) (A. Burks 3 AST),"[1629628, 202692]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,0.37,Made,6.0,A. Burks,202692.0,3.0,,,,,,,,,,,,,,
63,PT05M42.00S,2022-03-30T23:52:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.703679369250986,47.794117647058826,1610612766,20,16,2022-03-30T23:52:05Z,630000,11.0,20.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,
64,PT05M41.00S,2022-03-30T23:52:02.7Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,20,16,2022-03-30T23:52:05Z,640000,,,0,,A. Burks REBOUND (Off:1 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,63.0,4.0,3.0,1.0,,,
65,PT05M34.00S,2022-03-30T23:52:10.3Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,20,16,2022-03-30T23:52:13Z,650000,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1630163]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,2.0,,,,,,,Ball,1630163.0,,,,,,,,,,,,
66,PT05M34.00S,2022-03-30T23:52:10.3Z,1,REGULAR,steal,,[],1630163,,,1610612766,20,16,2022-03-30T23:52:11Z,660000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M29.00S,2022-03-30T23:52:15.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,6.652431011826544,50.245098039215684,1610612766,20,18,2022-03-30T23:57:28Z,670000,-1.0,10.0,1,left,M. Bridges running DUNK (7 PTS) (C. Martin 2 AST),"[1628970, 1628998]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,,1.01,Made,7.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,
69,PT05M08.00S,2022-03-30T23:52:35.4Z,1,REGULAR,2pt,Jump Shot,[],203095,92.46057818659659,73.0392156862745,1610612752,22,18,2022-03-30T23:56:48Z,690000,115.0,18.0,1,right,E. Fournier 11' turnaround fadeaway Jump Shot (5 PTS),[203095],1610612752.0,NYK,turnaround fadeaway,,,Fournier,E. Fournier,,,,,,11.67,Made,5.0,,,,,,,,,,,,,,,,,
70,PT04M47.00S,2022-03-30T23:52:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.623521681997373,47.549019607843135,1610612766,22,18,2022-03-30T23:57:17Z,700000,12.0,29.0,1,left,MISS M. Plumlee driving Layup - blocked,"[203486, 1629011]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,,3.11,Missed,,,,,,,,,,,,,,,,Robinson,1629011.0,
71,PT04M47.00S,2022-03-30T23:52:56.8Z,1,REGULAR,block,,[],1629011,,,1610612766,22,18,2022-03-30T23:52:59Z,710000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M45.00S,2022-03-30T23:52:58.8Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,22,18,2022-03-30T23:53:01Z,720000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,
73,PT04M37.00S,2022-03-30T23:53:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.15308804204993,50.245098039215684,1610612752,24,18,2022-03-30T23:58:11Z,730000,1.0,78.0,1,right,R. Barrett 7' pullup Jump Shot (8 PTS) (E. Fournier 1 AST),"[1629628, 203095]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,,7.77,Made,8.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,
75,PT04M28.00S,2022-03-30T23:53:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.732588699080158,50.98039215686274,1610612766,24,18,2022-03-30T23:53:21Z,750000,-5.0,1.0,1,left,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,,0.51,Missed,,,,,,,,,,,,,,,,,,
76,PT04M27.00S,2022-03-30T23:53:16.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,24,18,2022-03-30T23:53:16Z,760000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,75.0,1.0,1.0,0.0,,,
166,PT04M27.00S,2022-03-30T23:53:21.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,24,18,2022-03-31T00:09:46Z,780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M16.00S,2022-03-30T23:53:28.3Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612752,24,18,2022-03-31T00:09:30Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,out,[],202692,,,1610612752,24,18,2022-03-31T00:09:30Z,810000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,24,18,2022-03-31T00:09:30Z,820000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,out,[],1630163,,,1610612752,24,18,2022-03-31T00:09:30Z,830000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,out,[],203486,,,1610612752,24,18,2022-03-31T00:09:30Z,840000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,24,18,2022-03-31T00:09:30Z,850000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,24,18,2022-03-31T00:09:30Z,860000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,in,[],1626162,,,1610612752,24,18,2022-03-31T00:09:30Z,870000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M16.00S,2022-03-30T23:53:28.4Z,1,REGULAR,substitution,in,[],1626149,,,1610612752,24,18,2022-03-31T00:09:30Z,880000,,,0,,SUB in: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2022-03-30T23:54:53.4Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612752,24,18,2022-03-31T00:09:30Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M54.00S,2022-03-30T23:55:57.9Z,1,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,53.67647058823529,1610612752,24,18,2022-03-31T00:09:26Z,900000,18.0,253.0,1,right,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
91,PT03M52.00S,2022-03-30T23:55:59.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,24,18,2022-03-30T23:56:06Z,910000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,
92,PT03M45.00S,2022-03-30T23:56:05.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626162,11.514454664914586,39.21568627450981,1610612766,24,20,2022-03-31T00:02:59Z,920000,54.0,56.0,1,left,K. Oubre Jr. 7' running pullup Jump Shot (2 PTS) (T. Rozier 2 AST),"[1626162, 1626179]",1610612766.0,CHA,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,7.75,Made,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,
95,PT03M23.00S,2022-03-30T23:56:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,91.5407358738502,48.529411764705884,1610612752,26,20,2022-03-30T23:56:31Z,950000,-7.0,27.0,1,right,I. Quickley driving floating Jump Shot (2 PTS) (J. Randle 1 AST),"[1630193, 203944]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,,2.8,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
