actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
15,PT10M59.00S,2021-11-20T22:13:07.0Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,0,0,2021-11-20T22:13:24Z,150000,,,0,,E. Gordon bad pass out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,bad pass,,,Gordon,E. Gordon,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,,,
16,PT10M46.00S,2021-11-20T22:13:29.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,95.22010512483574,52.20588235294118,1610612752,0,0,2021-11-20T22:13:34Z,160000,11.0,-8.0,1,right,MISS M. Robinson alley-oop DUNK,[1629011],1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2021-11-20T22:13:31.3Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,0,0,2021-11-20T22:13:34Z,170000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M41.00S,2021-11-20T22:13:40.1Z,1,REGULAR,foul,personal,[],202689,,,1610612745,0,0,2021-11-20T22:13:51Z,180000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 1628464]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,200832.0,1.0,0.0,Theis,1628464.0,,,,,,,
20,PT10M32.00S,2021-11-20T22:14:03.0Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,0,0,2021-11-20T22:14:05Z,200000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1629628]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,2.0,Barrett,1629628.0,,,,,,,,,,,,
21,PT10M32.00S,2021-11-20T22:14:03.0Z,1,REGULAR,steal,,[],1629628,,,1610612752,0,0,2021-11-20T22:14:04Z,210000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2021-11-20T22:14:13.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,94.43166885676742,49.50980392156863,1610612752,2,0,2021-11-20T22:14:17Z,220000,-2.0,0.0,1,right,M. Robinson cutting DUNK (2 PTS) (K. Walker 1 AST),"[1629011, 202689]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.25,Made,,,,,,,,,,,,,2.0,K. Walker,202689.0,1.0,,,
24,PT09M57.00S,2021-11-20T22:14:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.075558475689881,47.549019607843135,1610612745,2,2,2021-11-20T22:14:41Z,240000,12.0,-5.0,1,left,J. Green alley-oop Layup (2 PTS) (D. Theis 1 AST),"[1630224, 1628464]",1610612745.0,HOU,alley-oop,,,Green,J. Green,,,,,1.32,Made,,,,,,,,,,,,,2.0,D. Theis,1628464.0,1.0,,,
26,PT09M37.00S,2021-11-20T22:14:57.5Z,1,REGULAR,3pt,Jump Shot,[],203944,82.60512483574244,95.34313725490196,1610612752,5,2,2021-11-20T22:15:01Z,260000,227.0,111.0,1,right,J. Randle 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.24,Made,,,,,,,,,,,,,3.0,R. Barrett,1629628.0,1.0,,,
28,PT09M20.00S,2021-11-20T22:15:15.1Z,1,REGULAR,3pt,Jump Shot,[],1626174,18.873193166885677,7.8431372549019605,1610612745,5,2,2021-11-20T22:15:22Z,280000,211.0,125.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2021-11-20T22:15:17.1Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,5,2,2021-11-20T22:15:22Z,290000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
30,PT09M15.00S,2021-11-20T22:15:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.863994743758213,50.0,1610612745,5,2,2021-11-20T22:15:29Z,300000,0.0,3.0,1,left,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,0.26,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2021-11-20T22:15:23.2Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,5,2,2021-11-20T22:15:29Z,310000,,,0,,J. Tate REBOUND (Off:2 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,30.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
32,PT09M13.00S,2021-11-20T22:15:25.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630256,5.590000152587891,50.0,1610612745,5,2,2021-11-20T22:15:42Z,320000,0.0,0.0,1,left,MISS J. Tate tip Layup,[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2021-11-20T22:15:27.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,5,2,2021-11-20T22:15:42Z,330000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT09M04.00S,2021-11-20T22:15:30.5Z,1,REGULAR,3pt,Jump Shot,[],203944,74.72076215505913,16.176470588235293,1610612752,5,2,2021-11-20T22:15:49Z,340000,-169.0,185.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M02.00S,2021-11-20T22:15:32.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,5,2,2021-11-20T22:15:49Z,350000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
36,PT08M57.00S,2021-11-20T22:15:37.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628464,31.225361366622867,51.470588235294116,1610612745,5,2,2021-11-20T22:15:58Z,360000,-7.0,241.0,1,left,MISS D. Theis 24' 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2021-11-20T22:15:39.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,2,2021-11-20T22:15:58Z,370000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M51.00S,2021-11-20T22:15:50.9Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,5,2,2021-11-20T22:16:02Z,380000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,,,
39,PT08M36.00S,2021-11-20T22:16:14.8Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,5,2,2021-11-20T22:16:17Z,390000,,,0,,E. Gordon bad pass TURNOVER (2 TO),"[201569, 202689]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,2.0,Walker,202689.0,,,,,,,,,,,,
40,PT08M36.00S,2021-11-20T22:16:14.8Z,1,REGULAR,steal,,[],202689,,,1610612752,5,2,2021-11-20T22:16:16Z,400000,,,0,,K. Walker STEAL (1 STL),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M31.00S,2021-11-20T22:16:20.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629628,80.23981603153744,94.85294117647058,1610612752,5,2,2021-11-20T22:16:27Z,410000,224.0,133.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M29.00S,2021-11-20T22:16:22.2Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,5,2,2021-11-20T22:16:27Z,420000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
43,PT08M23.00S,2021-11-20T22:16:32.8Z,1,REGULAR,foul,offensive,[],1630256,,,1610612745,5,2,2021-11-20T22:16:40Z,430000,,,0,,J. Tate offensive FOUL (1 PF),"[1630256, 202689]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,200832.0,1.0,0.0,Walker,202689.0,,,,,,,
45,PT08M23.00S,2021-11-20T22:16:32.8Z,1,REGULAR,turnover,offensive foul,[],1630256,,,1610612745,5,2,2021-11-20T22:16:32Z,450000,,,0,,J. Tate offensive foul TURNOVER (1 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,,,
46,PT08M05.00S,2021-11-20T22:17:02.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203944,87.46714848883047,55.392156862745104,1610612752,5,2,2021-11-20T22:17:09Z,460000,27.0,65.0,1,right,MISS J. Randle 7' turnaround Hook,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,7.07,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M03.00S,2021-11-20T22:17:04.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,5,2,2021-11-20T22:17:09Z,470000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT07M59.00S,2021-11-20T22:17:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,5,2,2021-11-20T22:17:17Z,480000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (1 TO),[1626174],1610612745.0,HOU,bad pass,,,Wood,C. Wood,,,,,,,,,,,1.0,,,1363.0,,,,,,,,,,,
49,PT07M48.00S,2021-11-20T22:17:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202689,68.80749014454665,61.029411764705884,1610612752,5,2,2021-11-20T22:18:11Z,490000,55.0,241.0,1,right,MISS K. Walker 24' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2021-11-20T22:17:27.1Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,5,2,2021-11-20T22:17:29Z,500000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,49.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
51,PT07M37.00S,2021-11-20T22:17:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,5.075558475689881,49.50980392156863,1610612745,5,4,2021-11-20T22:17:38Z,510000,2.0,-5.0,1,left,C. Wood driving Layup (2 PTS) (J. Tate 1 AST),"[1626174, 1630256]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,0.54,Made,,,,,,,,,,,,,2.0,J. Tate,1630256.0,1.0,,,
53,PT07M18.00S,2021-11-20T22:17:54.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,87.20433639947439,2.696078431372549,1610612752,5,4,2021-11-20T22:17:59Z,530000,-237.0,68.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2021-11-20T22:17:56.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,5,4,2021-11-20T22:17:59Z,540000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
55,PT07M13.00S,2021-11-20T22:17:59.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,64.07687253613666,64.70588235294117,1610612752,5,4,2021-11-20T22:18:06Z,550000,74.0,285.0,1,right,MISS E. Fournier 29' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,29.45,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2021-11-20T22:18:01.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,5,4,2021-11-20T22:18:06Z,560000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,55.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
57,PT07M03.00S,2021-11-20T22:18:08.8Z,1,REGULAR,3pt,Jump Shot,[],201569,28.203022339027594,77.20588235294117,1610612745,5,4,2021-11-20T22:24:56Z,570000,-136.0,213.0,1,left,MISS E. Gordon 25' pullup 3PT,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2021-11-20T22:18:09.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,5,4,2021-11-20T22:18:12Z,580000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
59,PT06M50.00S,2021-11-20T22:18:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.32917214191852,50.245098039215684,1610612752,5,4,2021-11-20T22:18:30Z,590000,1.0,20.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2021-11-20T22:18:25.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,5,4,2021-11-20T22:18:30Z,600000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2021-11-20T22:18:30.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,5,4,2021-11-20T22:18:30Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2021-11-20T22:18:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,5,4,2021-11-20T22:18:33Z,620000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M35.00S,2021-11-20T22:21:44.7Z,1,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612745,5,4,2021-11-20T22:21:50Z,630000,,,0,,D. Theis bad pass out-of-bounds TURNOVER (1 TO),[1628464],1610612745.0,HOU,bad pass,,,Theis,D. Theis,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,,,
64,PT06M21.00S,2021-11-20T22:22:04.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,73.14388961892247,80.14705882352942,1610612752,8,4,2021-11-20T22:22:08Z,640000,151.0,200.0,1,right,R. Barrett 25' 3PT  (3 PTS) (K. Walker 2 AST),"[1629628, 202689]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.03,Made,,,,,,,,,,,,,3.0,K. Walker,202689.0,2.0,,,
66,PT06M04.00S,2021-11-20T22:22:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630256,23.340998685939553,87.5,1610612745,8,4,2021-11-20T22:26:46Z,660000,-188.0,167.0,1,left,MISS J. Tate 25' pullup 3PT,[1630256],1610612745.0,HOU,pullup,,,Tate,J. Tate,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M02.00S,2021-11-20T22:22:23.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,8,4,2021-11-20T22:22:25Z,670000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT05M50.00S,2021-11-20T22:22:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,93.24901445466492,99.50980392156863,1610612752,8,4,2021-11-20T22:22:41Z,680000,248.0,11.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2021-11-20T22:22:37.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,8,4,2021-11-20T22:22:41Z,690000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
70,PT05M37.00S,2021-11-20T22:22:48.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,7.046649145860711,50.98039215686274,1610612745,8,6,2021-11-20T22:22:54Z,700000,-5.0,14.0,1,left,C. Wood cutting DUNK (4 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,1.45,Made,,,,,,,,,,,,,4.0,E. Gordon,201569.0,1.0,,,
72,PT05M23.00S,2021-11-20T22:23:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,90.3580814717477,44.85294117647059,1610612752,8,6,2021-11-20T22:23:08Z,720000,-26.0,38.0,1,right,MISS K. Walker driving floating Shot,[202689],1610612752.0,NYK,driving floating,,,Walker,K. Walker,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M22.00S,2021-11-20T22:23:04.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,8,6,2021-11-20T22:23:37Z,730000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,
74,PT05M22.00S,2021-11-20T22:23:12.2Z,1,REGULAR,foul,personal,[],1629011,,,1610612745,8,6,2021-11-20T22:25:06Z,740000,,,0,,M. Robinson loose ball personal FOUL (1 PF),"[1629011, 1626174]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,,,,,,,,,,1363.0,1.0,0.0,Wood,1626174.0,,,,,,,
77,PT05M22.00S,2021-11-20T22:23:12.3Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,8,6,2021-11-20T22:23:29Z,770000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2021-11-20T22:23:12.3Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,8,6,2021-11-20T22:23:29Z,780000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2021-11-20T22:23:12.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,8,6,2021-11-20T22:23:29Z,790000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2021-11-20T22:23:12.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,8,6,2021-11-20T22:23:29Z,800000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M09.00S,2021-11-20T22:23:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630231,4.5499342969776615,97.54901960784314,1610612745,8,6,2021-11-20T22:24:58Z,810000,-238.0,-10.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M07.00S,2021-11-20T22:23:40.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,8,6,2021-11-20T22:23:46Z,820000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
83,PT04M57.00S,2021-11-20T22:23:51.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,15.719448094612352,42.15686274509804,1610612745,8,6,2021-11-20T22:28:38Z,830000,39.0,95.0,1,left,MISS A. Sengun 10' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,10.3,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2021-11-20T22:23:53.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,6,2021-11-20T22:23:59Z,840000,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,83.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
85,PT04M45.00S,2021-11-20T22:24:02.5Z,1,REGULAR,3pt,Jump Shot,[],203944,76.5604467805519,87.74509803921569,1610612752,8,6,2021-11-20T22:24:12Z,850000,189.0,168.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M43.00S,2021-11-20T22:24:04.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,8,6,2021-11-20T22:24:20Z,860000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M35.00S,2021-11-20T22:24:12.9Z,1,REGULAR,3pt,Jump Shot,[],201569,22.946780551905388,86.02941176470588,1610612745,8,9,2021-11-20T22:24:17Z,870000,-180.0,163.0,1,left,E. Gordon 24' 3PT  (3 PTS) (C. Wood 1 AST),"[201569, 1626174]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,24.3,Made,,,,,,,,,,,,,3.0,C. Wood,1626174.0,1.0,,,
