actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
170,PT00M23.80S,2022-12-24T04:07:07.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631108,,,1610612766,30,26,2022-12-24T04:07:15Z,1700000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1631108, 1626162]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,2882.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
172,PT00M23.80S,2022-12-24T04:07:30.6Z,1,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,30,27,2022-12-24T04:07:30Z,1720000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (5 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,
173,PT00M02.60S,2022-12-24T04:07:56.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612747,30,27,2022-12-24T04:08:06Z,1730000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Gabriel 2 FT),"[1626162, 1629117]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,Gabriel,1629117.0,,,,,,,,,,,,,,,
175,PT00M02.60S,2022-12-24T04:08:20.0Z,1,REGULAR,freethrow,1 of 2,[],1629117,,,1610612747,30,27,2022-12-24T04:08:20Z,1750000,False,,,0,,MISS W. Gabriel Free Throw 1 of 2,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
176,PT00M02.60S,2022-12-24T04:08:20.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,30,27,2022-12-24T04:08:20Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,
177,PT00M02.60S,2022-12-24T04:08:33.8Z,1,REGULAR,freethrow,2 of 2,[],1629117,,,1610612747,31,27,2022-12-24T04:08:33Z,1770000,False,,,0,,W. Gabriel Free Throw 2 of 2 (7 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,
178,PT00M00.60S,2022-12-24T04:08:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630177,63.12417871222076,25.490196078431367,1610612766,31,27,2022-12-24T04:21:18Z,1780000,False,123.0,541.0,1,left,MISS T. Maledon 55' pullup 3PT,[1630177],1610612766.0,CHA,pullup,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,55.46,,,,,,,,,
179,PT00M00.10S,2022-12-24T04:08:42.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,31,27,2022-12-24T04:09:09Z,1790000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,178.0,,,,,,,,,,,,,
180,PT00M00.00S,2022-12-24T04:08:48.8Z,1,REGULAR,period,end,[],0,,,1610612766,31,27,2022-12-24T04:08:48Z,1800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-12-24T04:11:11.2Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612766,31,27,2022-12-24T04:11:26Z,1810000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-12-24T04:11:11.2Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,31,27,2022-12-24T04:11:26Z,1820000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-12-24T04:11:11.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612766,31,27,2022-12-24T04:11:26Z,1830000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-12-24T04:11:11.2Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,31,27,2022-12-24T04:11:26Z,1840000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-12-24T04:11:33.2Z,2,REGULAR,period,start,[],0,,,1610612766,31,27,2022-12-24T04:11:33Z,1850000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M42.00S,2022-12-24T04:11:50.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,31.061103810775293,76.7156862745098,1610612766,31,30,2022-12-24T04:11:57Z,1860000,False,-134.0,239.0,1,left,L. Ball 27' 3PT  (7 PTS) (J. McDaniels 2 AST),"[1630163, 1629667]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,27.42,7.0,,,,,,J. McDaniels,1629667.0,2.0
188,PT11M31.00S,2022-12-24T04:12:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628972,92.82194480946123,4.411764705882348,1610612747,31,30,2022-12-24T04:12:05Z,1880000,False,-228.0,15.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,22.84,,,,,,,,,
189,PT11M27.00S,2022-12-24T04:12:04.8Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,31,30,2022-12-24T04:12:05Z,1890000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,
190,PT11M22.00S,2022-12-24T04:12:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,8.984888304862025,53.431372549019606,1610612766,31,32,2022-12-24T04:12:16Z,1900000,False,-17.0,32.0,1,left,K. Oubre Jr. driving Layup (7 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.63,7.0,,,,,,,,
191,PT11M22.00S,2022-12-24T04:12:17.2Z,2,REGULAR,foul,personal,['1freethrow'],1629117,,,1610612766,31,32,2022-12-24T04:12:23Z,1910000,False,,,0,,W. Gabriel shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1629117, 1626162]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,1630886.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
193,PT11M22.00S,2022-12-24T04:12:41.9Z,2,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,31,33,2022-12-24T04:12:41Z,1930000,False,,,0,,K. Oubre Jr. Free Throw 1 of 1 (8 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,,,,,,8.0,,,,,,,,
194,PT11M13.00S,2022-12-24T04:13:00.4Z,2,REGULAR,foul,personal,[],1630208,,,1610612747,31,33,2022-12-24T04:13:06Z,1940000,False,,,0,,N. Richards personal FOUL (2 PF),"[1630208, 1629117]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,2882.0,2.0,0.0,Gabriel,1629117.0,,,,,,,,,,,,,,,
196,PT11M02.00S,2022-12-24T04:13:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,86.64586070959264,54.90196078431372,1610612747,31,33,2022-12-24T04:22:56Z,1960000,False,25.0,73.0,1,right,MISS L. James 7' driving floating bank Shot,[2544],1610612747.0,LAL,driving floating bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.7,,,,,,,,,
197,PT10M59.00S,2022-12-24T04:13:22.0Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,31,33,2022-12-24T04:13:23Z,1970000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
198,PT10M54.00S,2022-12-24T04:13:29.2Z,2,REGULAR,foul,personal,[],1629117,,,1610612766,31,33,2022-12-24T04:13:33Z,1980000,False,,,0,,W. Gabriel personal FOUL (2 PF),"[1629117, 1630163]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
200,PT10M54.00S,2022-12-24T04:13:39.6Z,2,REGULAR,substitution,out,[],201566,,,1610612766,31,33,2022-12-24T04:13:52Z,2000000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M54.00S,2022-12-24T04:13:39.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612766,31,33,2022-12-24T04:13:52Z,2010000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M54.00S,2022-12-24T04:13:39.6Z,2,REGULAR,substitution,in,[],203471,,,1610612766,31,33,2022-12-24T04:13:52Z,2020000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M54.00S,2022-12-24T04:13:39.6Z,2,REGULAR,substitution,in,[],201976,,,1610612766,31,33,2022-12-24T04:13:52Z,2030000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M48.00S,2022-12-24T04:14:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,9.116294349540084,53.92156862745098,1610612766,31,35,2022-12-24T04:14:12Z,2040000,False,-20.0,33.0,1,left,N. Richards cutting Layup (2 PTS) (G. Hayward 1 AST),"[1630208, 202330]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.86,2.0,,,,,,G. Hayward,202330.0,1.0
206,PT10M48.00S,2022-12-24T04:14:11.6Z,2,REGULAR,foul,personal,['1freethrow'],1629117,,,1610612766,31,35,2022-12-24T04:14:19Z,2060000,False,,,0,,W. Gabriel shooting personal FOUL (3 PF) (Richards 1 FT),"[1629117, 1630208]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,1630886.0,3.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
208,PT10M48.00S,2022-12-24T04:14:19.6Z,2,REGULAR,substitution,out,[],1629117,,,1610612766,31,35,2022-12-24T04:14:22Z,2080000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M48.00S,2022-12-24T04:14:19.6Z,2,REGULAR,substitution,in,[],1628418,,,1610612766,31,35,2022-12-24T04:14:22Z,2090000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M48.00S,2022-12-24T04:14:40.4Z,2,REGULAR,freethrow,1 of 1,[],1630208,,,1610612766,31,36,2022-12-24T04:14:40Z,2100000,False,,,0,,N. Richards Free Throw 1 of 1 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
213,PT10M29.00S,2022-12-24T04:15:07.4Z,2,REGULAR,2pt,Jump Shot,[],2544,87.9599211563732,84.55882352941177,1610612747,31,36,2022-12-24T04:15:11Z,2110000,False,173.0,61.0,1,right,MISS L. James 18' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,,,18.32,,,,,,,,,
214,PT10M27.00S,2022-12-24T04:15:09.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,31,36,2022-12-24T04:15:11Z,2120000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right,,,,,,,213.0,1.0,1.0,0.0,,,,,,,,,,
215,PT10M20.00S,2022-12-24T04:15:17.3Z,2,REGULAR,turnover,traveling,[],1630163,,,1610612766,31,36,2022-12-24T04:15:49Z,2130000,False,,,0,,L. Ball traveling TURNOVER (1 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1630886.0,,,,,,,,,,,,1.0,,,,,,,
216,PT10M02.00S,2022-12-24T04:15:47.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628418,80.20696452036793,48.529411764705884,1610612747,31,36,2022-12-24T04:15:53Z,2140000,False,-7.0,134.0,1,right,MISS T. Bryant 13' Jump Shot,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,13.38,,,,,,,,,
217,PT09M59.00S,2022-12-24T04:15:49.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,31,36,2022-12-24T04:15:49Z,2150000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,
218,PT09M48.00S,2022-12-24T04:16:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,7.013797634691201,42.15686274509803,1610612766,31,36,2022-12-24T04:25:52Z,2160000,False,39.0,13.0,1,left,MISS J. McDaniels driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,4.14,,,,,,,,,
219,PT09M47.00S,2022-12-24T04:16:01.9Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612747,31,36,2022-12-24T04:16:09Z,2170000,False,,,0,,T. Bryant REBOUND (Off:0 Def:7),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,218.0,7.0,7.0,0.0,,,,,,,,,,
221,PT09M27.00S,2022-12-24T04:16:39.0Z,2,REGULAR,3pt,Jump Shot,[],201976,68.11760840998686,70.58823529411765,1610612747,34,36,2022-12-24T04:16:44Z,2190000,False,103.0,247.0,1,right,P. Beverley 26' 3PT  (6 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,,,,26.78,6.0,,,,,,,,
222,PT09M10.00S,2022-12-24T04:16:54.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,22.78252299605782,88.97058823529412,1610612766,34,36,2022-12-24T04:16:59Z,2200000,False,-195.0,162.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.32,,,,,,,,,
223,PT09M07.00S,2022-12-24T04:16:58.4Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,34,36,2022-12-24T04:16:58Z,2210000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,222.0,3.0,2.0,1.0,,,,,,,,,,
224,PT09M06.00S,2022-12-24T04:16:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,7.408015768725363,45.09803921568627,1610612766,34,38,2022-12-24T04:26:37Z,2220000,False,25.0,17.0,1,left,K. Oubre Jr. driving Layup (10 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.99,10.0,,,,,,,,
225,PT09M03.00S,2022-12-24T04:17:03.2Z,2,REGULAR,turnover,bad pass,[],1628418,,,1610612747,34,38,2022-12-24T04:17:10Z,2230000,False,,,0,,T. Bryant bad pass TURNOVER (2 TO),"[1628418, 1629667]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,McDaniels,1629667.0,,,,,
226,PT09M03.00S,2022-12-24T04:17:03.2Z,2,REGULAR,steal,,[],1629667,,,1610612766,34,38,2022-12-24T04:17:07Z,2240000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
229,PT09M03.00S,2022-12-24T04:17:11.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629667,5.962549277266746,50.98039215686275,1610612766,34,40,2022-12-24T04:18:58Z,2250000,False,-5.0,4.0,1,left,J. McDaniels DUNK (2 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.6,2.0,,,,,,,,
228,PT09M01.00S,2022-12-24T04:17:19.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,34,40,2022-12-24T04:18:58Z,2260000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M47.00S,2022-12-24T04:20:18.6Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,34,40,2022-12-24T04:20:23Z,2270000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1630163]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,
231,PT08M47.00S,2022-12-24T04:20:18.6Z,2,REGULAR,steal,,[],1630163,,,1610612766,34,40,2022-12-24T04:20:20Z,2280000,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
232,PT08M44.00S,2022-12-24T04:20:22.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,6.093955321944804,48.774509803921575,1610612766,34,42,2022-12-24T04:20:29Z,2290000,False,6.0,5.0,1,left,K. Oubre Jr. running DUNK (12 PTS) (L. Ball 1 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.78,12.0,,,,,,L. Ball,1630163.0,1.0
234,PT08M31.00S,2022-12-24T04:20:35.5Z,2,REGULAR,3pt,Jump Shot,[],2544,90.98226018396846,4.411764705882348,1610612747,34,42,2022-12-24T04:20:40Z,2310000,False,-228.0,32.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.02,,,,,,,,,
235,PT08M27.00S,2022-12-24T04:20:39.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,34,42,2022-12-24T04:20:40Z,2320000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,,
236,PT08M21.00S,2022-12-24T04:20:45.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.093955321944804,49.754901960784316,1610612766,34,44,2022-12-24T04:28:12Z,2330000,False,1.0,5.0,1,left,N. Richards cutting DUNK (5 PTS) (L. Ball 2 AST),"[1630208, 1630163]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.49,5.0,,,,,,L. Ball,1630163.0,2.0
238,PT08M06.00S,2022-12-24T04:20:59.7Z,2,REGULAR,3pt,Jump Shot,[],2544,65.75229960578187,51.22549019607843,1610612747,37,44,2022-12-24T04:28:29Z,2350000,False,6.0,269.0,1,right,L. James 26' 3PT pullup (9 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,Made,,,,,26.95,9.0,,,,,,,,
239,PT07M48.00S,2022-12-24T04:21:21.0Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,37,44,2022-12-24T04:21:29Z,2360000,False,,,0,,N. Richards offensive FOUL (3 PF),"[1630208, 203471]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,202053.0,3.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
241,PT07M48.00S,2022-12-24T04:21:21.0Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,37,44,2022-12-24T04:21:21Z,2380000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,202053.0,,,,,,,,,,,,1.0,,,,,,,
242,PT07M48.00S,2022-12-24T04:21:30.6Z,2,REGULAR,substitution,out,[],1630208,,,1610612747,37,44,2022-12-24T04:21:34Z,2390000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M48.00S,2022-12-24T04:21:30.6Z,2,REGULAR,substitution,out,[],202330,,,1610612747,37,44,2022-12-24T04:21:34Z,2400000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M48.00S,2022-12-24T04:21:30.6Z,2,REGULAR,substitution,in,[],1626179,,,1610612747,37,44,2022-12-24T04:21:34Z,2410000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M48.00S,2022-12-24T04:21:30.6Z,2,REGULAR,substitution,in,[],203486,,,1610612747,37,44,2022-12-24T04:21:34Z,2420000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M35.00S,2022-12-24T04:21:57.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628418,91.50788436268068,53.92156862745098,1610612747,37,44,2022-12-24T04:29:04Z,2430000,False,20.0,27.0,1,right,MISS T. Bryant cutting DUNK - blocked,"[1628418, 203486]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.36,,,,,Plumlee,203486.0,,,
247,PT07M35.00S,2022-12-24T04:21:57.7Z,2,REGULAR,block,,[],203486,,,1610612747,37,44,2022-12-24T04:22:00Z,2440000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT07M32.00S,2022-12-24T04:22:00.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,37,44,2022-12-24T04:22:02Z,2450000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,246.0,3.0,2.0,1.0,,,,,,,,,,
249,PT07M25.00S,2022-12-24T04:22:08.2Z,2,REGULAR,foul,offensive,[],1630163,,,1610612766,37,44,2022-12-24T04:22:14Z,2460000,False,,,0,,L. Ball offensive FOUL (1 PF),"[1630163, 1630559]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,2882.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
251,PT07M25.00S,2022-12-24T04:22:08.2Z,2,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,37,44,2022-12-24T04:22:08Z,2480000,False,,,0,,L. Ball offensive foul TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,2.0,,,,,,,
252,PT07M14.00S,2022-12-24T04:22:37.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,70.48291721419186,22.549019607843135,1610612747,37,44,2022-12-24T04:29:49Z,2490000,False,-137.0,225.0,1,right,MISS A. Reaves 26' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.36,,,,,,,,,
253,PT07M11.00S,2022-12-24T04:22:40.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,37,44,2022-12-24T04:22:41Z,2500000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,,
254,PT07M00.00S,2022-12-24T04:22:50.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,27.38173455978975,14.950980392156865,1610612766,37,44,2022-12-24T04:22:56Z,2510000,False,175.0,205.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.96,,,,,,,,,
255,PT06M56.00S,2022-12-24T04:22:54.7Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,37,44,2022-12-24T04:22:56Z,2520000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,254.0,1.0,1.0,0.0,,,,,,,,,,
256,PT06M49.00S,2022-12-24T04:23:04.2Z,2,REGULAR,foul,personal,[],1629667,,,1610612747,37,44,2022-12-24T04:23:08Z,2530000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 2544]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,2882.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
