actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M18.00S,2022-12-24T03:42:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629022,75.607752956636,13.235294117647058,1610612747,0,0,2022-12-24T03:42:54Z,160000,False,-184.0,177.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.5,,,,,,,,,
17,PT11M16.00S,2022-12-24T03:42:52.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,0,2022-12-24T03:42:54Z,170000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT11M12.00S,2022-12-24T03:42:57.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,30.929697766097235,74.26470588235294,1610612766,0,3,2022-12-24T03:43:03Z,180000,False,-121.0,238.0,1,left,L. Ball 26' 3PT running pullup (3 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,26.73,3.0,,,,,,,,
19,PT10M55.00S,2022-12-24T03:43:13.1Z,1,REGULAR,2pt,Jump Shot,[],2544,92.69053876478318,76.47058823529412,1610612747,2,3,2022-12-24T03:43:37Z,190000,False,132.0,16.0,1,right,L. James 13' turnaround fadeaway Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,Made,,,,,13.34,2.0,,,,,,,,
20,PT10M42.00S,2022-12-24T03:43:25.7Z,1,REGULAR,turnover,lost ball,[],1626179,,,1610612766,2,3,2022-12-24T03:43:30Z,200000,False,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 1629022]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,Walker IV,1629022.0,,,,,
21,PT10M42.00S,2022-12-24T03:43:25.7Z,1,REGULAR,steal,,[],1629022,,,1610612747,2,3,2022-12-24T03:43:28Z,210000,False,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2022-12-24T03:43:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,91.24507227332458,54.90196078431372,1610612747,2,3,2022-12-24T03:43:40Z,220000,False,25.0,30.0,1,right,MISS D. Schroder running Layup,[203471],1610612747.0,LAL,running,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.86,,,,,,,,,
23,PT10M33.00S,2022-12-24T03:43:35.1Z,1,REGULAR,rebound,offensive,[],1629022,,,1610612747,2,3,2022-12-24T03:43:35Z,230000,False,,,0,,L. Walker IV REBOUND (Off:1 Def:0),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
24,PT10M33.00S,2022-12-24T03:43:35.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,94.40999984741211,50.0,1610612747,2,3,2022-12-24T03:43:50Z,240000,False,0.0,0.0,1,right,MISS L. Walker IV tip Layup - blocked,"[1629022, 1629023]",1610612747.0,LAL,tip,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,0.0,,,,,Washington,1629023.0,,,
25,PT10M33.00S,2022-12-24T03:43:35.1Z,1,REGULAR,block,,[],1629023,,,1610612747,2,3,2022-12-24T03:43:36Z,250000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M30.00S,2022-12-24T03:43:38.1Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,2,3,2022-12-24T03:43:50Z,260000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
27,PT10M29.00S,2022-12-24T03:43:39.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,29.09001314060447,79.16666666666666,1610612766,2,3,2022-12-24T03:43:45Z,270000,False,-146.0,221.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.47,,,,,,,,,
28,PT10M26.00S,2022-12-24T03:43:42.4Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,2,3,2022-12-24T03:43:45Z,280000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,
29,PT10M21.00S,2022-12-24T03:43:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629022,94.79303547963207,95.09803921568627,1610612747,2,3,2022-12-24T03:43:54Z,290000,False,225.0,-4.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.55,,,,,,,,,
30,PT10M19.00S,2022-12-24T03:43:48.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,2,3,2022-12-24T03:43:54Z,300000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT10M06.00S,2022-12-24T03:44:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,14.898160315374511,60.78431372549019,1610612766,2,5,2022-12-24T03:44:06Z,310000,False,-54.0,88.0,1,left,P. Washington 10' floating Jump Shot (2 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,10.28,2.0,,,,,,T. Rozier,1626179.0,1.0
33,PT09M53.00S,2022-12-24T03:44:15.3Z,1,REGULAR,3pt,Jump Shot,[],2544,68.38042049934297,31.372549019607845,1610612747,2,5,2022-12-24T03:44:19Z,330000,False,-93.0,245.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.18,,,,,,,,,
34,PT09M51.00S,2022-12-24T03:44:17.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,2,5,2022-12-24T03:44:19Z,340000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
35,PT09M44.00S,2022-12-24T03:44:24.8Z,1,REGULAR,3pt,Jump Shot,[],202330,30.009855453350852,29.411764705882348,1610612766,2,5,2022-12-24T03:48:04Z,350000,False,103.0,230.0,1,left,MISS G. Hayward 25' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.16,,,,,,,,,
36,PT09M38.00S,2022-12-24T03:44:30.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,2,5,2022-12-24T03:44:30Z,360000,False,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,
37,PT09M37.00S,2022-12-24T03:44:31.1Z,1,REGULAR,turnover,lost ball,[],1628418,,,1610612747,2,5,2022-12-24T03:44:35Z,370000,False,,,0,,T. Bryant lost ball TURNOVER (1 TO),"[1628418, 1630163]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,
38,PT09M37.00S,2022-12-24T03:44:31.1Z,1,REGULAR,steal,,[],1630163,,,1610612766,2,5,2022-12-24T03:44:32Z,380000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M32.00S,2022-12-24T03:44:36.9Z,1,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612766,2,5,2022-12-24T03:44:43Z,390000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Ball 2 FT),"[1628418, 1630163]",1610612747.0,LAL,shooting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
41,PT09M32.00S,2022-12-24T03:45:14.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,2,5,2022-12-24T03:45:14Z,410000,False,,,0,,MISS L. Ball Free Throw 1 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
42,PT09M32.00S,2022-12-24T03:45:14.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,2,5,2022-12-24T03:45:14Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
43,PT09M32.00S,2022-12-24T03:45:32.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,2,6,2022-12-24T03:45:32Z,430000,False,,,0,,L. Ball Free Throw 2 of 2 (4 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,
44,PT09M21.00S,2022-12-24T03:45:45.1Z,1,REGULAR,3pt,Jump Shot,[],201976,70.08869908015768,24.264705882352942,1610612747,5,6,2022-12-24T03:45:50Z,440000,False,-129.0,229.0,1,right,P. Beverley 26' 3PT  (3 PTS) (D. Schroder 1 AST),"[201976, 203471]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,26.24,3.0,,,,,,D. Schroder,203471.0,1.0
46,PT09M04.00S,2022-12-24T03:46:07.1Z,1,REGULAR,violation,kicked ball,[],1628418,,,1610612766,5,6,2022-12-24T03:46:12Z,460000,False,,,0,,T. Bryant kicked ball VIOLATION,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,1630886.0,,,,,,,,,,,,,,,,,,,
48,PT08M53.00S,2022-12-24T03:46:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,7.408015768725363,96.32352941176471,1610612766,5,6,2022-12-24T03:46:55Z,480000,False,-232.0,17.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.22,,,,,,,,,
49,PT08M49.00S,2022-12-24T03:46:52.7Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,5,6,2022-12-24T03:46:55Z,490000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT08M44.00S,2022-12-24T03:46:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,88.74835742444152,55.14705882352941,1610612747,5,6,2022-12-24T03:52:44Z,500000,False,26.0,53.0,1,right,MISS L. James driving Layup - blocked,"[2544, 1629023]",1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.92,,,,,Washington,1629023.0,,,
51,PT08M44.00S,2022-12-24T03:46:58.9Z,1,REGULAR,block,,[],1629023,,,1610612747,5,6,2022-12-24T03:47:01Z,510000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M44.00S,2022-12-24T03:46:58.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,5,6,2022-12-24T03:47:10Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,50.0,,,,,,,,,,,,,
54,PT08M42.00S,2022-12-24T03:47:13.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],2544,89.93101182654402,81.37254901960785,1610612747,7,6,2022-12-24T03:47:19Z,540000,False,157.0,42.0,1,right,L. James 16' turnaround Jump Shot (4 PTS) (D. Schroder 2 AST),"[2544, 203471]",1610612747.0,LAL,turnaround,,,James,L. James,,,,,Mid-Range,16-24 Right,,,,,,Made,,,,,16.25,4.0,,,,,,D. Schroder,203471.0,2.0
56,PT08M27.00S,2022-12-24T03:47:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,7.145203679369246,96.07843137254902,1610612766,7,6,2022-12-24T03:47:32Z,560000,False,-230.0,15.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.09,,,,,,,,,
57,PT08M25.00S,2022-12-24T03:47:30.0Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,7,6,2022-12-24T03:47:32Z,570000,False,,,0,,T. Bryant REBOUND (Off:0 Def:4),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,,56.0,4.0,4.0,0.0,,,,,,,,,,
58,PT08M14.00S,2022-12-24T03:47:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.82194480946123,46.81372549019608,1610612747,9,6,2022-12-24T03:53:28Z,580000,False,-16.0,15.0,1,right,L. James driving reverse Layup (6 PTS),[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.19,6.0,,,,,,,,
59,PT07M59.00S,2022-12-24T03:47:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.670827858081481,56.61764705882353,1610612766,9,6,2022-12-24T03:47:59Z,590000,False,-33.0,20.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.85,,,,,,,,,
60,PT07M57.00S,2022-12-24T03:47:57.4Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,9,6,2022-12-24T03:47:57Z,600000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,
61,PT07M48.00S,2022-12-24T03:48:09.9Z,1,REGULAR,foul,offensive,[],203471,,,1610612747,9,6,2022-12-24T03:48:16Z,610000,False,,,0,,D. Schroder offensive FOUL (1 PF),"[203471, 203486]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,2882.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,
63,PT07M48.00S,2022-12-24T03:48:09.9Z,1,REGULAR,turnover,offensive foul,[],203471,,,1610612747,9,6,2022-12-24T03:48:09Z,630000,False,,,0,,D. Schroder offensive foul TURNOVER (1 TO),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,2882.0,,,,,,,,,,,,1.0,,,,,,,
64,PT07M26.00S,2022-12-24T03:48:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203486,8.065045992115643,53.92156862745098,1610612766,9,8,2022-12-24T03:49:01Z,640000,False,-20.0,23.0,1,left,M. Plumlee Layup (2 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.04,2.0,,,,,,P. Washington,1629023.0,1.0
66,PT07M07.00S,2022-12-24T03:49:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,93.34756898817345,57.59803921568628,1610612747,9,8,2022-12-24T03:54:32Z,660000,False,38.0,10.0,1,right,MISS P. Beverley driving Layup,[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.93,,,,,,,,,
67,PT07M07.00S,2022-12-24T03:49:14.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,9,8,2022-12-24T03:49:14Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,66.0,,,,,,,,,,,,,
69,PT07M01.00S,2022-12-24T03:49:27.4Z,1,REGULAR,violation,kicked ball,[],202330,,,1610612747,9,8,2022-12-24T03:49:31Z,690000,False,,,0,,G. Hayward kicked ball VIOLATION,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,
70,PT06M53.00S,2022-12-24T03:49:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,91.50788436268068,53.431372549019606,1610612747,11,8,2022-12-24T03:49:49Z,700000,False,17.0,27.0,1,right,T. Bryant Layup (2 PTS) (L. James 1 AST),"[1628418, 2544]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.23,2.0,,,,,,L. James,2544.0,1.0
72,PT06M38.00S,2022-12-24T03:50:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,9.116294349540084,38.23529411764706,1610612766,11,8,2022-12-24T03:55:12Z,720000,False,59.0,33.0,1,left,MISS L. Ball 6' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.75,,,,,,,,,
73,PT06M35.00S,2022-12-24T03:50:03.0Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,11,8,2022-12-24T03:55:12Z,730000,False,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,,,
74,PT06M17.00S,2022-12-24T03:50:19.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,93.08475689881735,4.656862745098039,1610612747,14,8,2022-12-24T03:50:25Z,740000,False,-227.0,13.0,1,right,L. Walker IV 3PT  (3 PTS) (D. Schroder 3 AST),"[1629022, 203471]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,,,,,,Made,,,,,22.7,3.0,,,,,,D. Schroder,203471.0,3.0
76,PT06M11.00S,2022-12-24T03:50:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,8,2022-12-24T03:50:31Z,760000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2022-12-24T03:52:58.0Z,1,REGULAR,substitution,out,[],201976,,,1610612766,14,8,2022-12-24T03:53:19Z,770000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M11.00S,2022-12-24T03:52:58.0Z,1,REGULAR,substitution,out,[],203471,,,1610612766,14,8,2022-12-24T03:53:19Z,780000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M11.00S,2022-12-24T03:52:58.0Z,1,REGULAR,substitution,in,[],1630559,,,1610612766,14,8,2022-12-24T03:53:19Z,790000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M11.00S,2022-12-24T03:52:58.0Z,1,REGULAR,substitution,in,[],201566,,,1610612766,14,8,2022-12-24T03:53:19Z,800000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M57.00S,2022-12-24T03:53:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,11.218791064388967,47.549019607843135,1610612766,14,8,2022-12-24T03:53:55Z,810000,False,12.0,53.0,1,left,MISS M. Plumlee turnaround Hook,[203486],1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.44,,,,,,,,,
82,PT05M57.00S,2022-12-24T03:53:43.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,14,8,2022-12-24T03:54:12Z,820000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,,,,,,,,,,,,,
84,PT05M57.00S,2022-12-24T03:53:55.2Z,1,REGULAR,substitution,out,[],202330,,,1610612747,14,8,2022-12-24T03:54:12Z,840000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M57.00S,2022-12-24T03:53:55.2Z,1,REGULAR,substitution,in,[],1626162,,,1610612747,14,8,2022-12-24T03:54:12Z,850000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M40.00S,2022-12-24T03:54:28.7Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,14,8,2022-12-24T03:54:32Z,860000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629023]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Washington,1629023.0,,,,,
