actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
345,PT02M19.00S,2022-10-23T20:38:45.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,43,48,2022-10-23T20:38:49Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,344.0,,,,,,,,,,,,,,,,,
347,PT02M16.00S,2022-10-23T20:39:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,92.42772667542707,53.67647058823529,1610612747,45,48,2022-10-23T20:39:04Z,3470000,18.0,19.0,1,right,J. Toscano-Anderson cutting Layup (2 PTS) (R. Westbrook 2 AST),"[1629308, 201566]",1610612747.0,LAL,cutting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,
349,PT01M53.00S,2022-10-23T20:39:23.8Z,2,REGULAR,3pt,Jump Shot,[],203924,14.50394218134035,4.411764705882348,1610612757,45,51,2022-10-23T20:39:28Z,3490000,228.0,84.0,1,left,J. Grant 24' 3PT  (10 PTS) (J. Nurkic 2 AST),"[203924, 203994]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,24.28,Made,,,,,10.0,J. Nurkic,203994.0,2.0,,,,,,,,,,
351,PT01M34.00S,2022-10-23T20:39:42.4Z,2,REGULAR,3pt,Jump Shot,[],203076,67.85479632063075,28.186274509803923,1610612747,45,51,2022-10-23T20:39:47Z,3510000,-109.0,250.0,1,right,MISS A. Davis 27' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
352,PT01M31.00S,2022-10-23T20:39:45.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,45,51,2022-10-23T20:39:47Z,3520000,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,351.0,9.0,8.0,1.0,,,,,,,,,,,,,,
353,PT01M19.00S,2022-10-23T20:39:58.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,25.279237844940866,16.666666666666657,1610612757,45,51,2022-10-23T20:40:03Z,3530000,167.0,185.0,1,left,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
354,PT01M15.00S,2022-10-23T20:40:02.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,45,51,2022-10-23T20:40:03Z,3540000,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,353.0,5.0,4.0,1.0,,,,,,,,,,,,,,
357,PT01M08.00S,2022-10-23T20:40:47.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203994,,,1610612747,45,51,2022-10-23T20:40:55Z,3570000,,,0,,J. Nurkic defensive-3-second technical FOUL (1 Tech),[203994],1610612757.0,POR,defensive-3-second,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,2005.0,2.0,1.0,,,,,
358,PT01M08.00S,2022-10-23T20:40:56.6Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,45,51,2022-10-23T20:41:32Z,3580000,,,0,,MISS L. James technical Free Throw 1 of 1,[2544],1610612747.0,LAL,technical,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT01M08.00S,2022-10-23T20:40:56.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,45,51,2022-10-23T20:41:32Z,3590000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,
360,PT00M55.50S,2022-10-23T20:41:00.0Z,2,REGULAR,3pt,Jump Shot,[],2544,65.3580814717477,58.82352941176471,1610612747,45,51,2022-10-23T20:41:04Z,3600000,44.0,273.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,27.66,Missed,,,,,,,,,,,,,,,,,,
361,PT00M53.80S,2022-10-23T20:41:01.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,45,51,2022-10-23T20:41:01Z,3610000,,,0,,J. Hart REBOUND (Off:1 Def:9),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,360.0,10.0,9.0,1.0,,,,,,,,,,,,,,
362,PT00M51.50S,2022-10-23T20:41:04.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203924,6.750985545335084,50.245098039215684,1610612757,45,53,2022-10-23T20:42:19Z,3620000,-1.0,11.0,1,left,J. Grant running DUNK (12 PTS) (J. Hart 3 AST),"[203924, 1628404]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,12.0,J. Hart,1628404.0,3.0,,,,,,,,,,
364,PT00M45.40S,2022-10-23T20:41:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.77069645203679,51.22549019607843,1610612747,47,53,2022-10-23T20:41:23Z,3640000,6.0,25.0,1,right,L. James Layup (10 PTS) (R. Westbrook 3 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,10.0,R. Westbrook,201566.0,3.0,,,,,,,,,,
365,PT00M28.90S,2022-10-23T20:41:36.3Z,2,REGULAR,2pt,Jump Shot,[],203081,7.539421813403408,77.94117647058823,1610612757,47,55,2022-10-23T20:42:33Z,3650000,-140.0,18.0,1,left,D. Lillard 14' step back Jump Shot (21 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,14.09,Made,,,,,21.0,,,,,,,,,,,,,
367,PT00M09.60S,2022-10-23T20:41:59.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612747,47,55,2022-10-23T20:42:04Z,3660000,,,0,,D. Lillard shooting personal FOUL (3 PF) (Westbrook 2 FT),"[203081, 201566]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,3.0,0.0,Westbrook,201566.0,,,
369,PT00M09.60S,2022-10-23T20:42:29.3Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,48,55,2022-10-23T20:42:29Z,3680000,,,0,,R. Westbrook Free Throw 1 of 2 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
370,PT00M09.60S,2022-10-23T20:42:37.4Z,2,REGULAR,substitution,out,[],203076,,,1610612747,48,55,2022-10-23T20:42:50Z,3690000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M09.60S,2022-10-23T20:42:37.4Z,2,REGULAR,substitution,out,[],203994,,,1610612747,48,55,2022-10-23T20:42:50Z,3700000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M09.60S,2022-10-23T20:42:37.4Z,2,REGULAR,substitution,in,[],1627745,,,1610612747,48,55,2022-10-23T20:42:50Z,3710000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT00M09.60S,2022-10-23T20:42:37.4Z,2,REGULAR,substitution,in,[],1629642,,,1610612747,48,55,2022-10-23T20:42:50Z,3720000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M09.60S,2022-10-23T20:42:29.3Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,48,55,2022-10-23T20:43:54Z,3730000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
376,PT00M09.60S,2022-10-23T20:42:29.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,48,55,2022-10-23T20:58:59Z,3735000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,
375,PT00M00.00S,2022-10-23T20:43:36.1Z,2,REGULAR,period,end,[],0,,,1610612757,48,55,2022-10-23T20:58:59Z,3740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,out,['startperiod'],1629308,,,1610612757,48,55,2022-10-23T20:59:08Z,3750000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,out,['startperiod'],1627745,,,1610612757,48,55,2022-10-23T20:59:08Z,3760000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,out,['startperiod'],1629642,,,1610612757,48,55,2022-10-23T20:59:08Z,3770000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,in,['startperiod'],201976,,,1610612757,48,55,2022-10-23T20:59:08Z,3780000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,in,['startperiod'],203076,,,1610612757,48,55,2022-10-23T20:59:08Z,3790000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2022-10-23T20:58:36.7Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,48,55,2022-10-23T20:59:08Z,3800000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-10-23T20:58:56.4Z,3,REGULAR,period,start,[],0,,,1610612747,48,55,2022-10-23T20:59:08Z,3810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M46.00S,2022-10-23T20:59:10.3Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612747,48,55,2022-10-23T20:59:16Z,3820000,,,0,,A. Simons shooting personal FOUL (3 PF) (James 2 FT),"[1629014, 2544]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,3.0,0.0,James,2544.0,,,
386,PT11M46.00S,2022-10-23T20:59:31.5Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,49,55,2022-10-23T20:59:31Z,3840000,,,0,,L. James Free Throw 1 of 2 (11 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
387,PT11M46.00S,2022-10-23T20:59:42.3Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,50,55,2022-10-23T20:59:42Z,3850000,,,0,,L. James Free Throw 2 of 2 (12 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
388,PT11M25.00S,2022-10-23T21:00:07.0Z,3,REGULAR,3pt,Jump Shot,[],1629014,70.87713534822602,83.08823529411765,1610612757,50,55,2022-10-23T21:00:12Z,3860000,165.0,221.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,27.63,Missed,,,,,,,,,,,,,,,,,,
389,PT11M22.00S,2022-10-23T21:00:10.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,50,55,2022-10-23T21:00:12Z,3870000,,,0,,A. Davis REBOUND (Off:3 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,388.0,6.0,3.0,3.0,,,,,,,,,,,,,,
390,PT11M13.00S,2022-10-23T21:00:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.510512483574246,54.65686274509804,1610612747,50,55,2022-10-23T21:00:25Z,3880000,-23.0,37.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
391,PT11M11.00S,2022-10-23T21:00:21.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,50,55,2022-10-23T21:00:25Z,3890000,,,0,,J. Nurkic REBOUND (Off:1 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,390.0,7.0,6.0,1.0,,,,,,,,,,,,,,
392,PT11M07.00S,2022-10-23T21:00:25.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,92.82194480946123,53.431372549019606,1610612757,50,57,2022-10-23T21:00:30Z,3900000,17.0,15.0,1,right,J. Hart running Layup (6 PTS) (D. Lillard 2 AST),"[1628404, 203081]",1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,6.0,D. Lillard,203081.0,2.0,,,,,,,,,,
394,PT10M46.00S,2022-10-23T21:00:46.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203076,10.561760840998687,50.0,1610612747,52,57,2022-10-23T21:00:50Z,3920000,0.0,47.0,1,left,A. Davis Hook (12 PTS) (L. Walker IV 1 AST),"[203076, 1629022]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,12.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,
396,PT10M26.00S,2022-10-23T21:01:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.0335085413929,53.18627450980392,1610612757,52,59,2022-10-23T21:01:09Z,3940000,16.0,22.0,1,right,A. Simons driving Layup (6 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,6.0,,,,,,,,,,,,,
397,PT10M19.00S,2022-10-23T21:01:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.773324572930349,55.63725490196079,1610612747,52,59,2022-10-23T21:01:18Z,3950000,-28.0,39.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
398,PT10M16.00S,2022-10-23T21:01:16.9Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,52,59,2022-10-23T21:01:18Z,3960000,,,0,,J. Hart REBOUND (Off:1 Def:10),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,397.0,11.0,10.0,1.0,,,,,,,,,,,,,,
399,PT10M13.00S,2022-10-23T21:01:19.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,93.34756898817345,54.65686274509804,1610612757,52,59,2022-10-23T21:01:31Z,3970000,23.0,10.0,1,right,MISS A. Simons Layup - blocked,"[1629014, 2544]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,James,2544.0,,,,,,,,
400,PT10M13.00S,2022-10-23T21:01:19.0Z,3,REGULAR,block,,[],2544,,,1610612757,52,59,2022-10-23T21:01:23Z,3980000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
401,PT10M10.00S,2022-10-23T21:01:22.0Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612757,52,59,2022-10-23T21:01:31Z,3990000,,,0,,J. Hart REBOUND (Off:2 Def:10),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,399.0,12.0,10.0,2.0,,,,,,,,,,,,,,
402,PT10M10.00S,2022-10-23T21:01:41.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,89.14257555847568,55.14705882352941,1610612757,52,59,2022-10-23T21:01:53Z,4000000,26.0,50.0,1,right,MISS J. Hart putback Layup,[1628404],1610612757.0,POR,putback,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
403,PT10M10.00S,2022-10-23T21:01:41.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,52,59,2022-10-23T21:01:48Z,4010000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,402.0,,,,,,,,,,,,,,,,,
405,PT09M58.00S,2022-10-23T21:02:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,16.606438896189218,61.51960784313725,1610612747,52,59,2022-10-23T21:02:13Z,4030000,-58.0,104.0,1,left,MISS R. Westbrook 11' bank Shot,[201566],1610612747.0,LAL,bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,,,
406,PT09M55.00S,2022-10-23T21:02:08.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,52,59,2022-10-23T21:02:13Z,4040000,,,0,,J. Nurkic REBOUND (Off:1 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,405.0,8.0,7.0,1.0,,,,,,,,,,,,,,
407,PT09M50.00S,2022-10-23T21:02:17.8Z,3,REGULAR,foul,personal,[],201976,,,1610612757,52,59,2022-10-23T21:02:20Z,4050000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 203081]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,2.0,0.0,Lillard,203081.0,,,
409,PT09M46.00S,2022-10-23T21:02:38.2Z,3,REGULAR,3pt,Jump Shot,[],1629014,65.09526938239159,52.69607843137255,1610612757,52,59,2022-10-23T21:05:41Z,4070000,13.0,276.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.59,Missed,,,,,,,,,,,,,,,,,,
410,PT09M38.00S,2022-10-23T21:02:46.2Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,52,59,2022-10-23T21:02:49Z,4080000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,409.0,3.0,3.0,0.0,,,,,,,,,,,,,,
411,PT09M37.00S,2022-10-23T21:02:48.6Z,3,REGULAR,3pt,Jump Shot,[],201566,32.50657030223391,46.568627450980394,1610612747,52,59,2022-10-23T21:04:24Z,4090000,17.0,253.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,25.37,Missed,,,,,,,,,,,,,,,,,,
412,PT09M34.00S,2022-10-23T21:02:51.6Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,52,59,2022-10-23T21:04:24Z,4100000,,,0,,A. Davis REBOUND (Off:4 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,411.0,7.0,3.0,4.0,,,,,,,,,,,,,,
413,PT09M33.00S,2022-10-23T21:02:52.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.568331143232584,48.28431372549019,1610612747,54,59,2022-10-23T21:06:31Z,4110000,9.0,0.0,1,left,A. Davis reverse Layup (14 PTS),[203076],1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,14.0,,,,,,,,,,,,,
414,PT09M23.00S,2022-10-23T21:03:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.0335085413929,46.07843137254902,1610612757,54,59,2022-10-23T21:03:11Z,4120000,-20.0,22.0,1,right,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
415,PT09M23.00S,2022-10-23T21:03:02.5Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,54,59,2022-10-23T21:03:11Z,4130000,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,414.0,6.0,5.0,1.0,,,,,,,,,,,,,,
416,PT09M16.00S,2022-10-23T21:03:08.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],2544,32.37516425755584,53.67647058823529,1610612747,54,59,2022-10-23T21:03:21Z,4140000,-18.0,252.0,1,left,MISS L. James 25' 3PT - blocked,"[2544, 203081]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,Lillard,203081.0,,,,,,,,
417,PT09M16.00S,2022-10-23T21:03:08.2Z,3,REGULAR,block,,[],203081,,,1610612747,54,59,2022-10-23T21:03:11Z,4150000,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
418,PT09M13.00S,2022-10-23T21:03:11.2Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,54,59,2022-10-23T21:03:21Z,4160000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,416.0,2.0,2.0,0.0,,,,,,,,,,,,,,
419,PT09M09.00S,2022-10-23T21:03:16.1Z,3,REGULAR,turnover,lost ball,[],1629014,,,1610612757,54,59,2022-10-23T21:03:24Z,4170000,,,0,,A. Simons lost ball TURNOVER (3 TO),"[1629014, 2544]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,James,2544.0
420,PT09M09.00S,2022-10-23T21:03:16.1Z,3,REGULAR,steal,,[],2544,,,1610612747,54,59,2022-10-23T21:03:18Z,4180000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT09M03.00S,2022-10-23T21:03:22.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,7.145203679369246,51.22549019607843,1610612747,56,59,2022-10-23T21:05:38Z,4190000,-6.0,15.0,1,left,L. James running Layup (14 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,14.0,,,,,,,,,,,,,
422,PT08M43.00S,2022-10-23T21:03:41.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,89.93101182654402,55.63725490196079,1610612757,56,59,2022-10-23T21:07:57Z,4200000,28.0,42.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
423,PT08M39.00S,2022-10-23T21:03:45.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,56,59,2022-10-23T21:07:57Z,4210000,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,422.0,4.0,4.0,0.0,,,,,,,,,,,,,,
424,PT08M37.00S,2022-10-23T21:03:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201976,32.50657030223391,58.33333333333333,1610612747,59,59,2022-10-23T21:08:20Z,4220000,-42.0,253.0,1,left,P. Beverley 25' 3PT running pullup (7 PTS),[201976],1610612747.0,LAL,running pullup,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,25.65,Made,,,,,7.0,,,,,,,,,,,,,
425,PT08M36.00S,2022-10-23T21:03:56.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,59,59,2022-10-23T21:03:56Z,4230000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT08M18.00S,2022-10-23T21:07:10.1Z,3,REGULAR,turnover,traveling,[],1628404,,,1610612757,59,59,2022-10-23T21:07:17Z,4240000,,,0,,J. Hart traveling TURNOVER (3 TO),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2530.0,,,,,3.0,,
427,PT07M53.00S,2022-10-23T21:07:46.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,8.853482260183966,53.431372549019606,1610612747,61,59,2022-10-23T21:09:19Z,4250000,-17.0,31.0,1,left,R. Westbrook driving finger roll Layup (8 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,8.0,,,,,,,,,,,,,
428,PT07M41.00S,2022-10-23T21:07:59.2Z,3,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,61,59,2022-10-23T21:08:04Z,4260000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (6 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2005.0,,,,,6.0,,
433,PT07M23.00S,2022-10-23T21:08:50.4Z,3,REGULAR,turnover,3-second-violation,[],203076,,,1610612747,61,59,2022-10-23T21:08:58Z,4310000,,,0,,A. Davis 3-second-violation TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2005.0,,,,,1.0,,
