actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
41,PT07M18.00S,2023-03-25T02:46:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,6.356767411300922,43.627450980392155,1610612760,13,9,2023-03-25T02:46:50Z,410000,False,32.0,7.0,1,left,MISS J. Giddey running reverse Layup,[1630581],1610612760.0,OKC,running reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,3.27,Missed,,,,,,,,,,,,,,,
42,PT07M15.00S,2023-03-25T02:46:46.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,13,9,2023-03-25T02:46:50Z,420000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT07M05.00S,2023-03-25T02:46:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629020,90.32522996057818,95.09803921568627,1610612747,13,9,2023-03-25T02:46:59Z,430000,False,225.0,38.0,1,right,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,22.87,Missed,,,,,,,,,,,,,,,
44,PT07M02.00S,2023-03-25T02:46:58.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,13,9,2023-03-25T02:46:59Z,440000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,
45,PT06M55.00S,2023-03-25T02:47:05.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,8.984888304862025,49.50980392156863,1610612760,13,11,2023-03-25T02:48:42Z,450000,False,2.0,32.0,1,left,S. Gilgeous-Alexander running Layup (2 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,,,,2.0,,,,,,,,,,
46,PT06M35.00S,2023-03-25T02:47:26.8Z,1,REGULAR,foul,personal,[],1628983,,,1610612747,13,11,2023-03-25T02:47:37Z,460000,False,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF),"[1628983, 1629020]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2714.0,1.0,0.0,Vanderbilt,1629020.0,,,,,
48,PT06M35.00S,2023-03-25T02:47:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,13,11,2023-03-25T02:47:39Z,480000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M28.00S,2023-03-25T02:50:37.0Z,1,REGULAR,3pt,Jump Shot,[],203471,65.48948751642575,40.44117647058824,1610612747,16,11,2023-03-25T02:50:42Z,490000,False,-48.0,272.0,1,right,D. Schroder 27' 3PT  (3 PTS) (A. Reaves 1 AST),"[203471, 1630559]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,27.61,Made,,,,,3.0,,,,,,A. Reaves,1630559.0,1.0,,
51,PT06M13.00S,2023-03-25T02:50:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,11.350197109067011,53.67647058823529,1610612760,16,11,2023-03-25T02:50:56Z,510000,False,-18.0,54.0,1,left,MISS J. Williams driving Layup - blocked,"[1631114, 1628972]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,5.72,Missed,,,,,,,,,,,,,,Brown Jr.,1628972.0
52,PT06M13.00S,2023-03-25T02:50:52.9Z,1,REGULAR,block,,[],1628972,,,1610612760,16,11,2023-03-25T02:50:55Z,520000,False,,,0,,T. Brown Jr. BLOCK (1 BLK),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M11.00S,2023-03-25T02:50:54.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,11,2023-03-25T02:50:56Z,530000,False,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,51.0,4.0,2.0,2.0,,,,,,,,,,,
54,PT06M07.00S,2023-03-25T02:50:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,72.7168199737188,19.85294117647058,1610612747,16,11,2023-03-25T02:51:44Z,540000,False,-151.0,204.0,1,right,MISS D. Schroder 25' running 3PT,[203471],1610612747.0,LAL,running,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,25.36,Missed,,,,,,,,,,,,,,,
55,PT06M03.00S,2023-03-25T02:51:03.1Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,16,11,2023-03-25T02:51:44Z,550000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,
56,PT05M51.00S,2023-03-25T02:51:14.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628972,90.19382391590013,54.16666666666667,1610612747,16,11,2023-03-25T02:51:17Z,560000,False,21.0,40.0,1,right,MISS T. Brown Jr. driving Layup,[1628972],1610612747.0,LAL,driving,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.48,Missed,,,,,,,,,,,,,,,
57,PT05M48.00S,2023-03-25T02:51:16.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,16,11,2023-03-25T02:51:16Z,570000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT05M43.00S,2023-03-25T02:51:22.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,7.670827858081481,48.529411764705884,1610612760,16,11,2023-03-25T02:53:58Z,580000,False,7.0,20.0,1,left,MISS J. Williams running DUNK - blocked,"[1631114, 1629020]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,Vanderbilt,1629020.0
59,PT05M43.00S,2023-03-25T02:51:22.0Z,1,REGULAR,block,,[],1629020,,,1610612760,16,11,2023-03-25T02:55:16Z,590000,False,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT05M41.00S,2023-03-25T02:51:24.0Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,16,11,2023-03-25T02:51:32Z,600000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,
61,PT05M37.00S,2023-03-25T02:51:28.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,17.920499342969777,7.107843137254903,1610612760,16,14,2023-03-25T02:51:34Z,610000,False,214.0,116.0,1,left,L. Dort 24' 3PT  (6 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,24.39,Made,,,,,6.0,,,,,,J. Giddey,1630581.0,1.0,,
63,PT05M24.00S,2023-03-25T02:51:41.1Z,1,REGULAR,3pt,Jump Shot,[],203076,67.7233902759527,26.225490196078425,1610612747,16,14,2023-03-25T02:51:45Z,630000,False,-119.0,251.0,1,right,MISS A. Davis 27' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,27.76,Missed,,,,,,,,,,,,,,,
64,PT05M22.00S,2023-03-25T02:51:43.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,16,14,2023-03-25T02:51:45Z,640000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,
65,PT05M16.00S,2023-03-25T02:51:49.4Z,1,REGULAR,3pt,Jump Shot,[],1631119,9.461235216819972,96.30055147058823,1610612760,16,14,2023-03-25T02:51:59Z,650000,False,-232.0,36.0,1,left,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,23.43,Missed,,,,,,,,,,,,,,,
66,PT05M13.00S,2023-03-25T02:51:52.4Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,16,14,2023-03-25T02:51:59Z,660000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
68,PT05M03.00S,2023-03-25T02:52:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,88.87976346911958,50.49019607843137,1610612747,16,14,2023-03-25T02:52:12Z,680000,False,2.0,52.0,1,right,MISS D. Schroder pullup Shot - blocked,"[203471, 1629652]",1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,5.21,Missed,,,,,,,,,,,,,,Dort,1629652.0
69,PT05M03.00S,2023-03-25T02:52:03.2Z,1,REGULAR,block,,[],1629652,,,1610612747,16,14,2023-03-25T02:52:07Z,690000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT04M58.00S,2023-03-25T02:52:08.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,16,14,2023-03-25T02:52:12Z,700000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
71,PT04M57.00S,2023-03-25T02:52:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.831143232588701,51.470588235294116,1610612760,16,16,2023-03-25T02:52:16Z,710000,False,-7.0,2.0,1,left,S. Gilgeous-Alexander running Layup (4 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,4.0,,,,,,,,,,
72,PT04M40.00S,2023-03-25T02:52:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,90.06241787122208,50.49019607843137,1610612747,18,16,2023-03-25T02:59:02Z,720000,False,2.0,41.0,1,right,A. Davis finger roll Layup (10 PTS),[203076],1610612747.0,LAL,finger roll,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,4.1,Made,,,,,10.0,,,,,,,,,,
73,PT04M40.00S,2023-03-25T02:52:31.0Z,1,REGULAR,foul,personal,['1freethrow'],1631119,,,1610612747,18,16,2023-03-25T02:52:38Z,730000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Davis 1 FT),"[1631119, 203076]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Davis,203076.0,,,,,
75,PT04M40.00S,2023-03-25T02:52:40.9Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,18,16,2023-03-25T02:53:18Z,750000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M40.00S,2023-03-25T02:52:40.9Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,18,16,2023-03-25T02:53:18Z,760000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M40.00S,2023-03-25T02:52:40.9Z,1,REGULAR,substitution,out,[],1631114,,,1610612747,18,16,2023-03-25T02:53:18Z,770000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M40.00S,2023-03-25T02:52:40.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612747,18,16,2023-03-25T02:53:18Z,780000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
