shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
10:21,20,PT10M21.00S,2022-12-14T03:14:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201976,93.08475689881735,5.882352941176478,1610612747,5,4,2022-12-14T03:14:20Z,200000,False,-221.0,13.0,1,right,P. Beverley 3PT  (3 PTS) (L. James 1 AST),"[201976, 2544]",21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,,22.1,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,
10:06,22,PT10M06.00S,2022-12-14T03:14:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.327858081471746,50.49019607843137,1610612738,5,4,2022-12-14T03:14:35Z,220000,False,-2.0,26.0,1,left,MISS J. Tatum cutting Layup - blocked,"[1628369, 201976]",0,1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.59,Missed,,,,,,,,,,,,,,Beverley,201976.0
10:06,23,PT10M06.00S,2022-12-14T03:14:30.0Z,1,REGULAR,block,,[],201976,,,1610612738,5,4,2022-12-14T03:14:32Z,230000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:03,24,PT10M03.00S,2022-12-14T03:14:33.0Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,5,4,2022-12-14T03:14:35Z,240000,False,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,
10:00,25,PT10M00.00S,2022-12-14T03:14:35.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,28.170170827858072,84.06862745098039,1610612738,5,7,2022-12-14T03:14:40Z,250000,False,-170.0,212.0,1,left,D. White 27' 3PT  (3 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",9,1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,27.22,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
09:48,27,PT09M48.00S,2022-12-14T03:14:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.50985545335085,56.533394607843135,1610612747,5,7,2022-12-14T03:14:54Z,270000,False,33.0,18.0,1,right,MISS L. James Layup,[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,3.73,Missed,,,,,,,,,,,,,,,
09:46,28,PT09M46.00S,2022-12-14T03:14:50.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,7,2022-12-14T03:14:54Z,280000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,
09:34,29,PT09M34.00S,2022-12-14T03:15:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,29.48423127463863,24.75490196078431,1610612738,5,10,2022-12-14T03:15:05Z,290000,False,126.0,225.0,1,left,D. White 25' 3PT  (6 PTS) (B. Griffin 1 AST),"[1628401, 201933]",9,1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,25.77,Made,6.0,B. Griffin,201933.0,1.0,,,,,,,,,,,
09:19,31,PT09M19.00S,2022-12-14T03:15:16.7Z,1,REGULAR,2pt,Jump Shot,[],203076,77.57884362680683,71.32352941176471,1610612747,5,10,2022-12-14T03:15:20Z,310000,False,107.0,158.0,1,right,MISS A. Davis 19' Jump Shot,[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,19.08,Missed,,,,,,,,,,,,,,,
09:17,32,PT09M17.00S,2022-12-14T03:15:18.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,5,10,2022-12-14T03:15:20Z,320000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],9,1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,
09:11,33,PT09M11.00S,2022-12-14T03:15:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,6.4881734559789805,45.833333333333336,1610612738,5,12,2022-12-14T03:15:28Z,330000,False,21.0,8.0,1,left,B. Griffin cutting Layup (4 PTS) (J. Tatum 3 AST),"[201933, 1628369]",91,1610612738.0,BOS,cutting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,2.25,Made,4.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
09:00,35,PT09M00.00S,2022-12-14T03:15:36.3Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612747,5,12,2022-12-14T03:15:43Z,350000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1627759]",21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,1.0,Brown,1627759.0,,,,,,,,,,,,,,,,,
09:00,36,PT09M00.00S,2022-12-14T03:15:36.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,5,12,2022-12-14T03:15:38Z,360000,False,,,0,,J. Brown STEAL (2 STL),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
08:40,37,PT08M40.00S,2022-12-14T03:15:56.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.769382391590014,34.803921568627445,1610612738,5,15,2022-12-14T03:16:02Z,370000,False,76.0,256.0,1,left,J. Tatum 26' 3PT pullup (3 PTS),[1628369],0,1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,26.66,Made,3.0,,,,,,,,,,,,,,
08:38,38,PT08M38.00S,2022-12-14T03:16:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,5,15,2022-12-14T03:16:02Z,380000,False,,,0,,LAL Timeout,[],,1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:38,39,PT08M38.00S,2022-12-14T03:19:31.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,5,15,2022-12-14T03:19:38Z,390000,False,,,0,,TEAM delay-of-game VIOLATION,[],,1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,202901.0,,,,,,
08:25,40,PT08M25.00S,2022-12-14T03:19:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,90.8508541392904,45.833333333333336,1610612747,7,15,2022-12-14T03:19:50Z,400000,False,-21.0,34.0,1,right,A. Davis cutting Layup (4 PTS) (L. James 2 AST),"[203076, 2544]",3,1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,3.94,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,
08:08,42,PT08M08.00S,2022-12-14T03:20:00.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,10.95597897503285,25.980392156862735,1610612738,7,15,2022-12-14T03:20:09Z,420000,False,120.0,50.0,1,left,MISS J. Tatum 13' Jump Shot,[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,13.03,Missed,,,,,,,,,,,,,,,
08:07,43,PT08M07.00S,2022-12-14T03:20:01.8Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,7,15,2022-12-14T03:20:01Z,430000,False,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Right,,,,,,,,,,42.0,1.0,0.0,1.0,,,,,,,
07:57,44,PT07M57.00S,2022-12-14T03:20:11.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,12.00722733245729,35.049019607843135,1610612738,7,15,2022-12-14T03:20:15Z,440000,False,75.0,60.0,1,left,MISS J. Brown 9' pullup Shot,[1627759],7,1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,9.61,Missed,,,,,,,,,,,,,,,
07:56,45,PT07M56.00S,2022-12-14T03:20:13.1Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,7,15,2022-12-14T03:20:13Z,450000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,
07:50,46,PT07M50.00S,2022-12-14T03:20:18.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,69.03745072273324,72.79411764705883,1610612747,7,15,2022-12-14T03:20:27Z,460000,False,114.0,239.0,1,right,MISS D. Schroder 26' running 3PT,[203471],17,1610612747.0,LAL,running,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,26.43,Missed,,,,,,,,,,,,,,,
07:46,47,PT07M46.00S,2022-12-14T03:20:22.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,7,15,2022-12-14T03:20:27Z,470000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,
07:40,48,PT07M40.00S,2022-12-14T03:20:30.6Z,1,REGULAR,foul,personal,[],201976,,,1610612738,7,15,2022-12-14T03:20:54Z,480000,False,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1628401]",21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202901.0,1.0,0.0,White,1628401.0,,
07:36,50,PT07M36.00S,2022-12-14T03:20:55.4Z,1,REGULAR,foul,personal,[],203471,,,1610612738,7,15,2022-12-14T03:21:07Z,500000,False,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1627759]",17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Brown,1627759.0,,
07:27,52,PT07M27.00S,2022-12-14T03:21:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.145203679369246,55.14705882352941,1610612738,7,15,2022-12-14T03:21:23Z,520000,False,-26.0,15.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],0,1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.96,Missed,,,,,,,,,,,,,,,
07:24,54,PT07M24.00S,2022-12-14T03:21:20.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,7,15,2022-12-14T03:21:23Z,540000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,
07:14,55,PT07M14.00S,2022-12-14T03:21:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,86.64586070959264,50.73529411764706,1610612747,7,15,2022-12-14T03:23:30Z,550000,False,4.0,73.0,1,right,MISS L. Walker IV 7' driving floating Shot,[1629022],4,1610612747.0,LAL,driving floating,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,7.31,Missed,,,,,,,,,,,,,,,
07:13,56,PT07M13.00S,2022-12-14T03:21:31.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,7,15,2022-12-14T03:23:30Z,560000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,
07:12,57,PT07M12.00S,2022-12-14T03:21:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.42772667542707,47.549019607843135,1610612747,9,15,2022-12-14T03:21:36Z,570000,False,-12.0,19.0,1,right,A. Davis putback Layup (6 PTS),[203076],3,1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.24,Made,6.0,,,,,,,,,,,,,,
06:55,58,PT06M55.00S,2022-12-14T03:21:50.6Z,1,REGULAR,2pt,Jump Shot,[],203935,22.651116951379763,51.470588235294116,1610612738,9,15,2022-12-14T03:21:56Z,580000,False,-7.0,160.0,1,left,MISS M. Smart 16' pullup Shot,[203935],36,1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,16.06,Missed,,,,,,,,,,,,,,,
06:51,59,PT06M51.00S,2022-12-14T03:21:54.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,15,2022-12-14T03:21:56Z,590000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,,,,,,,,58.0,2.0,1.0,1.0,,,,,,,
06:45,60,PT06M45.00S,2022-12-14T03:22:03.5Z,1,REGULAR,foul,personal,[],1627759,,,1610612747,9,15,2022-12-14T03:22:10Z,600000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 2544]",7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,101284.0,1.0,0.0,James,2544.0,,
06:45,62,PT06M45.00S,2022-12-14T03:22:08.3Z,1,REGULAR,substitution,out,[],201976,,,1610612747,9,15,2022-12-14T03:22:12Z,620000,False,,,0,,SUB out: P. Beverley,[201976],21,1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
06:45,63,PT06M45.00S,2022-12-14T03:22:08.3Z,1,REGULAR,substitution,in,[],201566,,,1610612747,9,15,2022-12-14T03:22:12Z,630000,False,,,0,,SUB in: R. Westbrook,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31,64,PT06M31.00S,2022-12-14T03:22:41.4Z,1,REGULAR,foul,personal,['2freethrow'],201933,,,1610612747,9,15,2022-12-14T03:22:53Z,640000,False,,,0,,B. Griffin shooting personal FOUL (1 PF) (Davis 2 FT),"[201933, 203076]",91,1610612738.0,BOS,shooting,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203591.0,1.0,0.0,Davis,203076.0,,
06:31,66,PT06M31.00S,2022-12-14T03:23:16.0Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,10,15,2022-12-14T03:23:16Z,660000,False,,,0,,A. Davis Free Throw 1 of 2 (7 PTS),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
06:31,67,PT06M31.00S,2022-12-14T03:23:33.7Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,11,15,2022-12-14T03:23:33Z,670000,False,,,0,,A. Davis Free Throw 2 of 2 (8 PTS),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
06:18,68,PT06M18.00S,2022-12-14T03:23:48.0Z,1,REGULAR,3pt,Jump Shot,[],203935,29.09001314060447,24.019607843137265,1610612738,11,15,2022-12-14T03:24:56Z,680000,False,130.0,221.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],36,1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,25.63,Missed,,,,,,,,,,,,,,,
06:16,69,PT06M16.00S,2022-12-14T03:23:50.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,11,15,2022-12-14T03:23:52Z,690000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,68.0,3.0,2.0,1.0,,,,,,,
06:11,70,PT06M11.00S,2022-12-14T03:23:55.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203076,84.4119579500657,41.91176470588235,1610612747,11,15,2022-12-14T03:24:02Z,700000,False,-40.0,94.0,1,right,MISS A. Davis 10' running pullup Shot,[203076],3,1610612747.0,LAL,running pullup,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Missed,,,,,,,,,,,,,,,
06:08,71,PT06M08.00S,2022-12-14T03:23:58.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,11,15,2022-12-14T03:24:02Z,710000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,70.0,3.0,3.0,0.0,,,,,,,
06:01,72,PT06M01.00S,2022-12-14T03:24:05.7Z,1,REGULAR,3pt,Jump Shot,[],203935,29.221419185282528,73.52941176470588,1610612738,11,18,2022-12-14T03:24:12Z,720000,False,-118.0,222.0,1,left,M. Smart 25' 3PT  (3 PTS) (J. Brown 2 AST),"[203935, 1627759]",36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,25.14,Made,3.0,J. Brown,1627759.0,2.0,,,,,,,,,,,
05:50,74,PT05M50.00S,2022-12-14T03:24:15.7Z,1,REGULAR,3pt,Jump Shot,[],201566,91.11366622864652,95.09803921568627,1610612747,11,18,2022-12-14T04:22:48Z,740000,False,225.0,31.0,1,right,MISS R. Westbrook pullup 3PT,[201566],0,1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,22.76,Missed,,,,,,,,,,,,,,,
05:46,75,PT05M46.00S,2022-12-14T03:24:19.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,11,18,2022-12-14T03:24:22Z,750000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,,74.0,4.0,4.0,0.0,,,,,,,
05:39,76,PT05M39.00S,2022-12-14T03:24:26.8Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,11,18,2022-12-14T03:24:30Z,760000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203076]",7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,2.0,Davis,203076.0,,,,,,,,,,,,,,,,,
05:39,77,PT05M39.00S,2022-12-14T03:24:26.8Z,1,REGULAR,steal,,[],203076,,,1610612747,11,18,2022-12-14T03:24:28Z,770000,False,,,0,,A. Davis STEAL (1 STL),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
05:37,78,PT05M37.00S,2022-12-14T03:24:32.1Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,11,18,2022-12-14T03:24:37Z,780000,False,,,0,,L. James lost ball out-of-bounds TURNOVER (2 TO),[2544],6,1610612747.0,LAL,lost ball,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,101284.0,,,,,,
05:37,79,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,out,[],203471,,,1610612738,11,18,2022-12-14T03:24:58Z,790000,False,,,0,,SUB out: D. Schroder,[203471],17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
05:37,80,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,11,18,2022-12-14T03:24:58Z,800000,False,,,0,,SUB out: J. Tatum,[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
05:37,81,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,out,[],201933,,,1610612738,11,18,2022-12-14T03:24:58Z,810000,False,,,0,,SUB out: B. Griffin,[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
05:37,82,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612738,11,18,2022-12-14T03:24:58Z,820000,False,,,0,,SUB in: A. Reaves,[1630559],15,1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
05:37,83,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,11,18,2022-12-14T03:24:58Z,830000,False,,,0,,SUB in: M. Brogdon,[1627763],13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
05:37,84,PT05M37.00S,2022-12-14T03:24:34.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,11,18,2022-12-14T03:24:58Z,840000,False,,,0,,SUB in: L. Kornet,[1628436],40,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
