actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT11M15.00S,2024-11-21T01:13:07.2Z,1,REGULAR,3pt,Jump Shot,[],1641717,1.6590013140604467,96.07843137254902,1610612760,0,3,2024-11-21T01:13:15Z,170000,False,-230.0,-37.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,23.33,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
18,PT11M12.00S,2024-11-21T01:13:10.2Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,3,2024-11-21T01:13:15Z,180000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,Camara,T. Camara,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT11M01.00S,2024-11-21T01:13:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,93.38042049934296,55.14705882352941,1610612757,0,5,2024-11-21T01:13:25Z,190000,False,26.0,10.0,1,right,T. Camara driving Layup (2 PTS) (S. Henderson 1 AST),"[1641739, 1630703]",1610612757.0,POR,driving,,,,,,Restricted Area,0-8 Center,2.75,Made,Camara,T. Camara,,,,,,,,,,2.0,S. Henderson,1630703.0,1.0,,,,,
21,PT10M42.00S,2024-11-21T01:13:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,33.065045992115635,51.9607843137255,1610612760,0,5,2024-11-21T01:13:52Z,210000,False,-10.0,258.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.85,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
22,PT10M40.00S,2024-11-21T01:13:42.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,5,2024-11-21T01:13:52Z,220000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,Clingan,D. Clingan,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M28.00S,2024-11-21T01:13:56.0Z,1,REGULAR,foul,personal,[],1641717,,,1610612757,0,5,2024-11-21T01:14:03Z,230000,False,,,0,,C. Wallace personal FOUL (2 PF),"[1641717, 1630703]",1610612760.0,OKC,,,,,,,Mid-Range,8-16 Left,,,Wallace,C. Wallace,,,,,202049.0,2.0,0.0,Henderson,1630703.0,,,,,,,,,
25,PT10M20.00S,2024-11-21T01:14:26.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,77.34888304862024,10.784313725490197,1610612757,0,5,2024-11-21T01:14:31Z,250000,False,-196.0,160.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,25.33,Missed,Camara,T. Camara,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2024-11-21T01:14:28.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,5,2024-11-21T01:14:37Z,260000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Dort,L. Dort,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M09.00S,2024-11-21T01:14:36.9Z,1,REGULAR,2pt,Jump Shot,[],1631114,7.046649145860711,22.794117647058822,1610612760,2,5,2024-11-21T01:14:55Z,270000,False,136.0,14.0,1,left,J. Williams 13' step back Jump Shot (2 PTS),[1631114],1610612760.0,OKC,step back,,,,,,Mid-Range,8-16 Right,13.67,Made,Williams,J. Williams,,,,,,,,,,2.0,,,,,,,,
28,PT09M59.00S,2024-11-21T01:14:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,2,5,2024-11-21T01:14:54Z,280000,False,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,lost ball,,,,,,Above the Break 3,24+ Left Center,,,Sharpe,S. Sharpe,,,,,202049.0,,,,,,,,,1.0,,,,
29,PT09M43.00S,2024-11-21T01:15:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,12.171484888304862,35.53921568627451,1610612760,4,5,2024-11-21T01:15:23Z,290000,False,72.0,62.0,1,left,J. Williams 9' driving floating Jump Shot (4 PTS),[1631114],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,9.52,Made,Williams,J. Williams,,,,,,,,,,4.0,,,,,,,,
30,PT09M21.00S,2024-11-21T01:15:42.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,66.83639947437582,37.745098039215684,1610612757,4,5,2024-11-21T01:16:02Z,300000,False,-61.0,259.0,1,right,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,26.64,Missed,Camara,T. Camara,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2024-11-21T01:15:47.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,4,5,2024-11-21T01:16:02Z,310000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,Clingan,D. Clingan,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M15.00S,2024-11-21T01:15:47.0Z,1,REGULAR,turnover,lost ball,[],1642270,,,1610612757,4,5,2024-11-21T01:15:51Z,320000,False,,,0,,D. Clingan lost ball TURNOVER (1 TO),"[1642270, 1641717]",1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,Clingan,D. Clingan,,,,,,,,,,,,,,1.0,Wallace,1641717.0,,
33,PT09M15.00S,2024-11-21T01:15:47.0Z,1,REGULAR,steal,,[],1641717,,,1610612760,4,5,2024-11-21T01:20:48Z,330000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
34,PT09M12.00S,2024-11-21T01:15:51.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630598,28.991458607095925,15.441176470588236,1610612760,4,5,2024-11-21T01:18:22Z,340000,False,173.0,220.0,1,left,MISS A. Wiggins 27' running 3PT,[1630598],1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Right Center,27.97,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2024-11-21T01:15:53.6Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,4,5,2024-11-21T01:18:22Z,350000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,Sharpe,S. Sharpe,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M02.00S,2024-11-21T01:16:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,87.86136662286465,3.6764705882352944,1610612757,4,8,2024-11-21T01:18:40Z,360000,False,-232.0,62.0,1,right,J. Grant 3PT running (6 PTS) (S. Sharpe 1 AST),"[203924, 1631101]",1610612757.0,POR,running,,,,,,Left Corner 3,24+ Left,23.97,Made,Grant,J. Grant,,,,,,,,,,6.0,S. Sharpe,1631101.0,1.0,,,,,
38,PT09M01.00S,2024-11-21T01:16:05.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,4,8,2024-11-21T01:16:05Z,380000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2024-11-21T01:18:38.9Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,4,8,2024-11-21T01:18:47Z,390000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
40,PT09M01.00S,2024-11-21T01:18:38.9Z,1,REGULAR,substitution,in,[],1641794,,,1610612760,4,8,2024-11-21T01:18:47Z,400000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,
41,PT08M46.00S,2024-11-21T01:19:11.3Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,4,8,2024-11-21T01:19:41Z,410000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1642270]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Right,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,1.0,Clingan,1642270.0,,
42,PT08M46.00S,2024-11-21T01:19:11.3Z,1,REGULAR,steal,,[],1642270,,,1610612757,4,8,2024-11-21T01:19:13Z,420000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Right,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,
43,PT08M36.00S,2024-11-21T01:19:20.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,69.07030223390277,13.725490196078432,1610612757,4,11,2024-11-21T01:19:24Z,430000,False,-181.0,238.0,1,right,S. Sharpe 29' 3PT  (3 PTS) (S. Henderson 2 AST),"[1631101, 1630703]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,29.94,Made,Sharpe,S. Sharpe,,,,,,,,,,3.0,S. Henderson,1630703.0,2.0,,,,,
45,PT08M26.00S,2024-11-21T01:19:32.9Z,1,REGULAR,foul,personal,[],1631101,,,1610612760,4,11,2024-11-21T01:19:39Z,450000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1630598]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,Sharpe,S. Sharpe,,,,,1627541.0,1.0,0.0,Wiggins,1630598.0,,,,,,,,,
47,PT08M19.00S,2024-11-21T01:19:59.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,4.28712220762155,97.05882352941177,1610612760,4,11,2024-11-21T01:21:01Z,470000,False,-235.0,-12.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,23.56,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
48,PT08M16.00S,2024-11-21T01:20:02.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,11,2024-11-21T01:21:01Z,480000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,Camara,T. Camara,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
49,PT08M01.00S,2024-11-21T01:20:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,94.03745072273325,52.450980392156865,1610612757,4,13,2024-11-21T01:21:37Z,490000,False,12.0,4.0,1,right,S. Henderson driving Layup (2 PTS),[1630703],1610612757.0,POR,driving,,,,,,Restricted Area,0-8 Center,1.28,Made,Henderson,S. Henderson,,,,,,,,,,2.0,,,,,,,,
50,PT07M43.00S,2024-11-21T01:20:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.828515111695138,63.970588235294116,1610612760,6,13,2024-11-21T01:20:38Z,500000,False,-70.0,68.0,1,left,S. Gilgeous-Alexander 9' pullup bank Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup bank,,,,,,In The Paint (Non-RA),8-16 Left,9.76,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,2.0,,,,,,,,
51,PT07M26.00S,2024-11-21T01:20:53.5Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,6,13,2024-11-21T01:22:12Z,510000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1641717]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,Grant,J. Grant,,,,,,,,,,,,,,1.0,Wallace,1641717.0,,
52,PT07M26.00S,2024-11-21T01:20:53.5Z,1,REGULAR,steal,,[],1641717,,,1610612760,6,13,2024-11-21T01:20:55Z,520000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2024-11-21T01:20:58.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630598,4.812746386333772,49.01960784313725,1610612760,8,13,2024-11-21T01:22:29Z,530000,False,5.0,-7.0,1,left,A. Wiggins running Layup (2 PTS) (C. Wallace 1 AST),"[1630598, 1641717]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,0.88,Made,Wiggins,A. Wiggins,,,,,,,,,,2.0,C. Wallace,1641717.0,1.0,,,,,
55,PT07M11.00S,2024-11-21T01:21:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630703,73.66951379763469,13.725490196078432,1610612757,8,13,2024-11-21T01:22:46Z,550000,False,-181.0,195.0,1,right,MISS S. Henderson 26' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,,,,Above the Break 3,24+ Left Center,26.63,Missed,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2024-11-21T01:21:11.1Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,8,13,2024-11-21T01:22:46Z,560000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Gilgeous-Alexander,S. Gilgeous-Alexander,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M58.00S,2024-11-21T01:21:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,3.630091984231275,62.00980392156863,1610612760,8,13,2024-11-21T01:21:30Z,570000,False,-60.0,-18.0,1,left,MISS S. Gilgeous-Alexander 6' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2024-11-21T01:21:22.2Z,1,REGULAR,rebound,offensive,[],1641794,,,1610612760,8,13,2024-11-21T01:21:22Z,580000,False,,,0,,D. Jones REBOUND (Off:1 Def:0),[1641794],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,D. Jones,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT06M53.00S,2024-11-21T01:21:25.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,22.421156373193167,85.7843137254902,1610612760,11,13,2024-11-21T01:21:32Z,590000,False,-179.0,158.0,1,left,A. Wiggins 3PT step back (5 PTS) (D. Jones 1 AST),"[1630598, 1641794]",1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Left Center,23.89,Made,Wiggins,A. Wiggins,,,,,,,,,,5.0,D. Jones,1641794.0,1.0,,,,,
61,PT06M36.00S,2024-11-21T01:21:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,91.40932982917214,51.71568627450981,1610612757,11,13,2024-11-21T01:24:03Z,610000,False,9.0,28.0,1,right,MISS D. Clingan cutting Layup - blocked,"[1642270, 1629652]",1610612757.0,POR,cutting,,,,,,Restricted Area,0-8 Center,2.96,Missed,Clingan,D. Clingan,,,,,,,,,,,,,,,,,Dort,1629652.0
62,PT06M36.00S,2024-11-21T01:21:44.0Z,1,REGULAR,block,,[],1629652,,,1610612757,11,13,2024-11-21T01:21:46Z,620000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
63,PT06M34.00S,2024-11-21T01:21:46.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,11,13,2024-11-21T01:24:03Z,630000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Dort,L. Dort,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT06M12.00S,2024-11-21T01:22:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612760,11,13,2024-11-21T01:22:13Z,640000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1642270, 1628983]",1610612757.0,POR,shooting,,,,,,Restricted Area,0-8 Center,,,Clingan,D. Clingan,,,,,202049.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
66,PT06M12.00S,2024-11-21T01:22:39.7Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,12,13,2024-11-21T01:22:39Z,660000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,3.0,,,,,,,,
67,PT06M12.00S,2024-11-21T01:22:40.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612760,12,13,2024-11-21T01:22:45Z,670000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2024-11-21T01:22:40.4Z,1,REGULAR,substitution,out,[],1642270,,,1610612760,12,13,2024-11-21T01:22:45Z,680000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2024-11-21T01:22:40.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612760,12,13,2024-11-21T01:22:45Z,690000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2024-11-21T01:22:40.4Z,1,REGULAR,substitution,in,[],1630625,,,1610612760,12,13,2024-11-21T01:22:45Z,700000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,
71,PT06M12.00S,2024-11-21T01:23:01.3Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,13,13,2024-11-21T01:23:01Z,710000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,4.0,,,,,,,,
72,PT05M57.00S,2024-11-21T01:23:19.3Z,1,REGULAR,3pt,Jump Shot,[],203924,72.88107752956637,16.666666666666664,1610612757,13,16,2024-11-21T01:23:24Z,720000,False,-167.0,202.0,1,right,J. Grant 26' 3PT  (9 PTS) (T. Camara 1 AST),"[203924, 1641739]",1610612757.0,POR,,,,,,,Above the Break 3,24+ Left Center,26.22,Made,Grant,J. Grant,,,,,,,,,,9.0,T. Camara,1641739.0,1.0,,,,,
74,PT05M40.00S,2024-11-21T01:23:35.2Z,1,REGULAR,3pt,Jump Shot,[],1630598,22.552562417871222,10.53921568627451,1610612760,13,16,2024-11-21T01:23:39Z,740000,False,197.0,159.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.37,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2024-11-21T01:23:38.2Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,13,16,2024-11-21T01:23:39Z,750000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,Williams III,R. Williams III,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M32.00S,2024-11-21T01:23:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,96.27135348226018,95.09803921568627,1610612757,13,19,2024-11-21T01:25:23Z,760000,False,225.0,-17.0,1,right,T. Camara 3PT running (5 PTS) (S. Henderson 3 AST),"[1641739, 1630703]",1610612757.0,POR,running,,,,,,Right Corner 3,24+ Right,22.62,Made,Camara,T. Camara,,,,,,,,,,5.0,S. Henderson,1630703.0,3.0,,,,,
78,PT05M18.00S,2024-11-21T01:23:58.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,4.28712220762155,97.30392156862744,1610612760,13,19,2024-11-21T01:25:45Z,780000,False,-237.0,-12.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,23.68,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2024-11-21T01:24:00.7Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,13,19,2024-11-21T01:25:45Z,790000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,Grant,J. Grant,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT05M10.00S,2024-11-21T01:24:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612757,13,19,2024-11-21T01:24:17Z,800000,False,,,0,,C. Wallace shooting personal FOUL (3 PF) (Banton 2 FT),"[1641717, 1630625]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,,,,,202049.0,3.0,0.0,Banton,1630625.0,,,,,,,,,
82,PT05M10.00S,2024-11-21T01:24:33.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630625,,,1610612757,13,20,2024-11-21T01:25:04Z,820000,False,,,0,,D. Banton Free Throw 1 of 2 (1 PTS),[1630625],1610612757.0,POR,,,,,,,,,,Made,Banton,D. Banton,,,,,,,,,,1.0,,,,,,,,
83,PT05M10.00S,2024-11-21T01:24:34.6Z,1,REGULAR,substitution,out,[],1629652,,,1610612757,13,20,2024-11-21T01:24:42Z,830000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
84,PT05M10.00S,2024-11-21T01:24:34.6Z,1,REGULAR,substitution,out,[],1630598,,,1610612757,13,20,2024-11-21T01:24:42Z,840000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
