actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
19,PT10M27.00S,2025-02-02T01:13:41.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,4,5,2025-02-02T01:13:41Z,190000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M24.00S,2025-02-02T01:13:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,93.51182654402102,50.245098039215684,1610612758,4,7,2025-02-02T01:15:57Z,200000,False,1.0,8.0,1,right,M. Monk running Layup (2 PTS) (K. Murray 1 AST),"[1628370, 1631099]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,K. Murray,1631099.0,1.0,,,,,,,,,,
22,PT10M14.00S,2025-02-02T01:13:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,18.873193166885677,61.274509803921575,1610612760,4,7,2025-02-02T01:14:08Z,220000,False,-56.0,125.0,1,left,MISS C. Wallace 13' floating Shot,[1641717],1610612760.0,OKC,floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,13.7,Missed,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2025-02-02T01:13:55.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,4,7,2025-02-02T01:14:08Z,230000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M03.00S,2025-02-02T01:14:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.9060446780552,48.28431372549019,1610612758,4,9,2025-02-02T01:14:11Z,240000,False,-9.0,5.0,1,right,M. Monk cutting Layup (4 PTS) (D. Sabonis 1 AST),"[1628370, 1627734]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,4.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
26,PT09M45.00S,2025-02-02T01:14:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,19.793035479632064,50.98039215686274,1610612760,4,9,2025-02-02T01:14:29Z,260000,False,-5.0,134.0,1,left,MISS L. Dort 13' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,13.37,Missed,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2025-02-02T01:14:26.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,4,9,2025-02-02T01:14:29Z,270000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,26.0,3.0,1.0,2.0,,,,,,,,,,,,,,
28,PT09M42.00S,2025-02-02T01:14:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,6.389618922470433,49.26470588235294,1610612760,6,9,2025-02-02T01:14:33Z,280000,False,4.0,8.0,1,left,I. Hartenstein putback Layup (4 PTS),[1628392],1610612760.0,OKC,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,4.0,,,,,,,,,,,,,
29,PT09M27.00S,2025-02-02T01:14:41.8Z,1,REGULAR,3pt,Jump Shot,[],201942,70.64717477003943,26.47058823529412,1610612758,6,9,2025-02-02T01:14:46Z,290000,False,-118.0,223.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2025-02-02T01:14:44.8Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,6,9,2025-02-02T01:23:37Z,300000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M08.00S,2025-02-02T01:15:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,29.6484888304862,27.450980392156865,1610612760,9,9,2025-02-02T01:15:06Z,310000,False,113.0,226.0,1,left,L. Dort 25' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1629652, 1630598]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.27,Made,,,,,3.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,
33,PT08M56.00S,2025-02-02T01:15:12.4Z,1,REGULAR,3pt,Jump Shot,[],1627734,67.88764783180025,36.51960784313725,1610612758,9,9,2025-02-02T01:15:26Z,330000,False,-67.0,249.0,1,right,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
34,PT08M53.00S,2025-02-02T01:15:15.4Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,9,9,2025-02-02T01:15:26Z,340000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M47.00S,2025-02-02T01:15:21.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,11.383048620236531,33.33333333333333,1610612760,11,9,2025-02-02T01:15:29Z,350000,False,83.0,55.0,1,left,S. Gilgeous-Alexander 9' pullup bank Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,9.95,Made,,,,,4.0,,,,,,,,,,,,,
36,PT08M32.00S,2025-02-02T01:15:37.0Z,1,REGULAR,2pt,Jump Shot,[],1628370,88.25558475689881,32.1078431372549,1610612758,11,11,2025-02-02T01:15:41Z,360000,False,-89.0,58.0,1,right,M. Monk 10' turnaround fadeaway Jump Shot (6 PTS),[1628370],1610612758.0,SAC,turnaround fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,10.66,Made,,,,,6.0,,,,,,,,,,,,,
37,PT08M17.00S,2025-02-02T01:15:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,7.703679369250986,38.72549019607843,1610612760,11,11,2025-02-02T01:15:58Z,370000,False,56.0,20.0,1,left,MISS C. Wallace driving Layup - blocked,"[1641717, 1628370]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,Monk,1628370.0,,,,,,,,
38,PT08M17.00S,2025-02-02T01:15:53.3Z,1,REGULAR,block,,[],1628370,,,1610612760,11,11,2025-02-02T01:15:55Z,380000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M17.00S,2025-02-02T01:15:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,11,11,2025-02-02T01:15:58Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2025-02-02T01:16:16.0Z,1,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,11,11,2025-02-02T01:16:25Z,410000,False,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (1 TO),[1630598],1610612760.0,OKC,bad pass,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,,,,,,
42,PT08M05.00S,2025-02-02T01:16:29.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.80354796320631,74.01960784313727,1610612758,11,11,2025-02-02T01:16:35Z,420000,False,120.0,25.0,1,right,MISS D. DeRozan 12' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,12.26,Missed,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2025-02-02T01:16:33.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,11,11,2025-02-02T01:16:35Z,440000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M58.00S,2025-02-02T01:16:36.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,25.443495400788436,16.666666666666664,1610612760,11,11,2025-02-02T01:24:52Z,450000,False,167.0,187.0,1,left,MISS A. Wiggins 25' running 3PT,[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
46,PT07M55.00S,2025-02-02T01:16:39.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,11,11,2025-02-02T01:16:42Z,460000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M49.00S,2025-02-02T01:16:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.51182654402102,54.65686274509803,1610612758,11,11,2025-02-02T01:26:03Z,470000,False,23.0,8.0,1,right,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2025-02-02T01:16:49.2Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,11,11,2025-02-02T01:16:50Z,480000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
49,PT07M42.00S,2025-02-02T01:16:54.9Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612760,11,11,2025-02-02T01:17:20Z,490000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Wiggins 2 FT),"[201942, 1630598]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Wiggins,1630598.0,,
51,PT07M42.00S,2025-02-02T01:17:22.7Z,1,REGULAR,foul,technical,['1freethrow'],201942,,,1610612760,11,11,2025-02-02T01:17:28Z,510000,False,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,202049.0,,1.0,1.0,,,,
52,PT07M42.00S,2025-02-02T01:17:38.0Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,11,11,2025-02-02T01:17:38Z,520000,False,,,0,,MISS S. Gilgeous-Alexander technical Free Throw 1 of 1,[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2025-02-02T01:17:38.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,11,11,2025-02-02T01:17:38Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
54,PT07M42.00S,2025-02-02T01:18:06.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630598,,,1610612760,11,11,2025-02-02T01:26:47Z,540000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2025-02-02T01:18:06.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,11,11,2025-02-02T01:26:47Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
56,PT07M42.00S,2025-02-02T01:18:06.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630598,,,1610612760,12,11,2025-02-02T01:26:47Z,560000,False,,,0,,A. Wiggins Free Throw 2 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
57,PT07M31.00S,2025-02-02T01:18:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.9060446780552,48.03921568627451,1610612758,12,13,2025-02-02T01:18:40Z,570000,False,-10.0,5.0,1,right,D. Sabonis cutting Layup (2 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,
59,PT07M31.00S,2025-02-02T01:18:37.5Z,1,REGULAR,foul,personal,['1freethrow'],1641717,,,1610612758,12,13,2025-02-02T01:18:46Z,590000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1641717, 1627734]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Sabonis,1627734.0,,
61,PT07M31.00S,2025-02-02T01:19:01.2Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,12,13,2025-02-02T01:19:04Z,610000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M29.00S,2025-02-02T01:19:03.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,12,13,2025-02-02T01:19:04Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,61.0,4.0,2.0,2.0,,,,,,,,,,,,,,
63,PT07M15.00S,2025-02-02T01:19:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,5.075558475689881,52.69607843137255,1610612760,14,13,2025-02-02T01:19:20Z,630000,False,-13.0,-5.0,1,left,C. Wallace Layup (2 PTS) (L. Dort 1 AST),"[1641717, 1629652]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,
65,PT06M56.00S,2025-02-02T01:19:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.24901445466492,48.529411764705884,1610612758,14,15,2025-02-02T01:19:39Z,650000,False,-7.0,11.0,1,right,M. Monk driving finger roll Layup (8 PTS),[1628370],1610612758.0,SAC,driving finger roll,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,8.0,,,,,,,,,,,,,
66,PT06M55.00S,2025-02-02T01:19:39.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,14,15,2025-02-02T01:19:39Z,660000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2025-02-02T01:22:02.9Z,1,REGULAR,substitution,out,[],201942,,,1610612760,14,15,2025-02-02T01:22:10Z,670000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2025-02-02T01:22:02.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612760,14,15,2025-02-02T01:22:10Z,680000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2025-02-02T01:22:02.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612760,14,15,2025-02-02T01:22:10Z,690000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2025-02-02T01:22:02.9Z,1,REGULAR,substitution,in,[],1631165,,,1610612760,14,15,2025-02-02T01:22:10Z,700000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M44.00S,2025-02-02T01:22:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,12.828515111695138,59.55882352941176,1610612760,16,15,2025-02-02T01:22:44Z,710000,False,-48.0,68.0,1,left,I. Hartenstein 8' floating Jump Shot (6 PTS) (L. Dort 2 AST),"[1628392, 1629652]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,8.32,Made,,,,,6.0,L. Dort,1629652.0,2.0,,,,,,,,,,
73,PT06M25.00S,2025-02-02T01:22:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,91.80354796320631,54.90196078431373,1610612758,16,17,2025-02-02T01:23:05Z,730000,False,25.0,25.0,1,right,M. Monk driving finger roll Layup (10 PTS),[1628370],1610612758.0,SAC,driving finger roll,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,10.0,,,,,,,,,,,,,
74,PT06M09.00S,2025-02-02T01:23:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,17.95335085413929,40.19607843137255,1610612760,16,17,2025-02-02T01:23:19Z,740000,False,49.0,116.0,1,left,MISS C. Wallace 12' floating Shot,[1641717],1610612760.0,OKC,floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
75,PT06M06.00S,2025-02-02T01:23:17.3Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,16,17,2025-02-02T01:23:17Z,750000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,
76,PT06M00.00S,2025-02-02T01:23:23.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628392,18.873193166885677,37.99019607843137,1610612760,18,17,2025-02-02T01:23:28Z,760000,False,60.0,125.0,1,left,I. Hartenstein 13' floating Jump Shot (8 PTS) (S. Gilgeous-Alexander 2 AST),"[1628392, 1628983]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.86,Made,,,,,8.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
78,PT05M47.00S,2025-02-02T01:23:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,82.7365308804205,42.40196078431372,1610612758,18,17,2025-02-02T01:23:42Z,780000,False,-38.0,110.0,1,right,MISS D. Sabonis 11' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.62,Missed,,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2025-02-02T01:23:38.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,18,17,2025-02-02T01:23:38Z,790000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,78.0,5.0,3.0,2.0,,,,,,,,,,,,,,
80,PT05M38.00S,2025-02-02T01:23:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.931011826544022,36.76470588235294,1610612760,20,17,2025-02-02T01:30:21Z,800000,False,66.0,88.0,1,left,S. Gilgeous-Alexander 11' driving floating Jump Shot (6 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,11.0,Made,,,,,6.0,,,,,,,,,,,,,
81,PT05M38.00S,2025-02-02T01:23:49.6Z,1,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612760,20,17,2025-02-02T01:23:58Z,810000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1631165, 1628983]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202049.0,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
