actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
175,PT00M21.40S,2025-04-01T00:36:06.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,29,18,2025-04-01T00:38:27Z,1720000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,
176,PT00M04.90S,2025-04-01T00:36:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629026,95.3515111695138,4.6568627450980395,1610612760,29,18,2025-04-01T00:39:38Z,1730000,False,-227.0,-9.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
177,PT00M02.80S,2025-04-01T00:36:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,29,18,2025-04-01T00:39:52Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,,176.0,,,,,,,,,,,,,,,
179,PT00M02.80S,2025-04-01T00:36:45.0Z,1,REGULAR,substitution,out,[],1631207,,,1610612760,29,18,2025-04-01T00:39:52Z,1760000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M02.80S,2025-04-01T00:36:45.0Z,1,REGULAR,substitution,in,[],1630172,,,1610612760,29,18,2025-04-01T00:39:52Z,1770000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M02.80S,2025-04-01T00:37:05.9Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,29,18,2025-04-01T00:40:12Z,1780000,False,,,0,,Jump Ball J. Williams vs. Z. Collins: Tip to S. Gilgeous-Alexander,"[1628983, 1631119, 1628380]",1610612760.0,OKC,lodgedball,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Williams,1631119.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
186,PT00M00.00S,2025-04-01T00:37:43.5Z,1,REGULAR,period,end,[],0,,,1610612760,29,18,2025-04-01T00:37:43Z,1830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,29,18,2025-04-01T00:39:33Z,1840000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,29,18,2025-04-01T00:39:33Z,1850000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,29,18,2025-04-01T00:39:33Z,1860000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,29,18,2025-04-01T00:39:33Z,1870000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,29,18,2025-04-01T00:39:33Z,1880000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612760,29,18,2025-04-01T00:39:33Z,1890000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,in,['startperiod'],1627936,,,1610612760,29,18,2025-04-01T00:39:33Z,1900000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2025-04-01T00:37:47.6Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,29,18,2025-04-01T00:39:33Z,1910000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-04-01T00:39:44.5Z,2,REGULAR,period,start,[],0,,,1610612741,29,18,2025-04-01T00:39:44Z,1920000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M46.00S,2025-04-01T00:39:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.695137976346913,37.72212009803921,1610612741,29,18,2025-04-01T00:41:51Z,1930000,False,61.0,57.0,1,left,MISS J. Giddey 8' driving floating bank Shot,[1630581],1610612741.0,CHI,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,8.41,Missed,,,,,,,,,,,,,,,,,,
197,PT11M45.00S,2025-04-01T00:40:00.7Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612741,29,18,2025-04-01T00:41:51Z,1940000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,196.0,4.0,2.0,2.0,,,,,,,,,,,,
198,PT11M43.00S,2025-04-01T00:40:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,7.490144546649148,44.89506740196079,1610612741,29,20,2025-04-01T00:42:02Z,1950000,False,26.0,18.0,1,left,J. Giddey putback Layup (3 PTS),[1630581],1610612741.0,CHI,putback,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,,,,,,3.0,,,,,,
199,PT11M33.00S,2025-04-01T00:40:11.6Z,2,REGULAR,3pt,Jump Shot,[],1631114,63.68676084099869,53.50796568627451,1610612760,29,20,2025-04-01T00:42:20Z,1960000,False,18.0,289.0,1,right,MISS J. Williams 28' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,28.93,Missed,,,,,,,,,,,,,,,,,,
200,PT11M29.00S,2025-04-01T00:40:15.6Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612760,29,20,2025-04-01T00:53:03Z,1970000,False,,,0,,A. Caruso REBOUND (Off:1 Def:0),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,199.0,1.0,0.0,1.0,,,,,,,,,,,,
201,PT11M23.00S,2025-04-01T00:40:20.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,65.3580814717477,71.32735906862744,1610612760,32,20,2025-04-01T00:42:58Z,1980000,False,107.0,273.0,1,right,J. Williams 29' 3PT  (8 PTS) (A. Caruso 1 AST),"[1631114, 1627936]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,29.32,Made,,,,,,,,,,,,8.0,,,,A. Caruso,1627936.0,1.0
203,PT11M02.00S,2025-04-01T00:40:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630581,26.281208935611033,88.45741421568627,1610612741,32,20,2025-04-01T00:43:15Z,2000000,False,-192.0,195.0,1,left,MISS J. Giddey 27' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
204,PT10M58.00S,2025-04-01T00:40:47.2Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,32,20,2025-04-01T00:43:15Z,2010000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,203.0,3.0,3.0,0.0,,,,,,,,,,,,
205,PT10M52.00S,2025-04-01T00:40:52.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,88.69908015768725,56.81678921568628,1610612760,34,20,2025-04-01T00:43:27Z,2020000,False,34.0,54.0,1,right,C. Holmgren 6' running Layup (2 PTS),[1631096],1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,,,,,,2.0,,,,,,
206,PT10M38.00S,2025-04-01T00:41:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630172,21.813403416557165,93.60447303921569,1610612741,34,20,2025-04-01T00:43:41Z,2030000,False,-218.0,153.0,1,left,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
207,PT10M35.00S,2025-04-01T00:41:09.9Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,34,20,2025-04-01T00:43:41Z,2040000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,206.0,2.0,1.0,1.0,,,,,,,,,,,,
208,PT10M28.00S,2025-04-01T00:41:16.3Z,2,REGULAR,2pt,Jump Shot,[],1631114,95.66360052562418,66.65134803921569,1610612760,36,20,2025-04-01T00:44:11Z,2050000,False,83.0,-12.0,1,right,J. Williams 8' pullup Jump Shot (10 PTS) (A. Caruso 2 AST),"[1631114, 1627936]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,8.41,Made,,,,,,,,,,,,10.0,,,,A. Caruso,1627936.0,2.0
210,PT10M26.00S,2025-04-01T00:41:21.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,36,20,2025-04-01T00:41:21Z,2070000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M26.00S,2025-04-01T00:43:38.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,36,20,2025-04-01T00:43:55Z,2080000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M26.00S,2025-04-01T00:43:38.2Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,36,20,2025-04-01T00:43:55Z,2090000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M14.00S,2025-04-01T00:44:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,8.015768725361369,57.739736519607845,1610612741,36,22,2025-04-01T00:45:04Z,2100000,False,-39.0,23.0,1,left,Z. Collins cutting Layup (2 PTS) (J. Giddey 4 AST),"[1628380, 1630581]",1610612741.0,CHI,cutting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,,,,,,,,,,,,2.0,,,,J. Giddey,1630581.0,4.0
215,PT09M56.00S,2025-04-01T00:44:41.3Z,2,REGULAR,3pt,Jump Shot,[],1631096,79.23784494086728,6.8397671568627345,1610612760,36,22,2025-04-01T00:45:17Z,2120000,False,-216.0,143.0,1,right,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
216,PT09M54.00S,2025-04-01T00:44:43.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,36,22,2025-04-01T00:45:17Z,2130000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,215.0,,,,,,,,,,,,,,,
219,PT09M32.00S,2025-04-01T00:45:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,8.672798948751648,52.18290441176471,1610612741,36,24,2025-04-01T00:45:50Z,2160000,False,-11.0,29.0,1,left,J. Smith cutting Layup (2 PTS) (J. Giddey 5 AST),"[1630188, 1630581]",1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,,,,,,,2.0,,,,J. Giddey,1630581.0,5.0
221,PT09M16.00S,2025-04-01T00:45:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,83.44283837056504,63.426776960784316,1610612760,38,24,2025-04-01T00:46:06Z,2180000,False,67.0,103.0,1,right,J. Williams 12' pullup Jump Shot (12 PTS) (C. Holmgren 1 AST),"[1631114, 1631096]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,12.3,Made,,,,,,,,,,,,12.0,,,,C. Holmgren,1631096.0,1.0
223,PT09M08.00S,2025-04-01T00:45:54.4Z,2,REGULAR,3pt,Jump Shot,[],1641824,28.777923784494092,79.87898284313725,1610612741,38,24,2025-04-01T00:46:22Z,2200000,False,-149.0,218.0,1,left,MISS M. Buzelis 26' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
224,PT09M04.00S,2025-04-01T00:45:58.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,38,24,2025-04-01T00:46:22Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,223.0,,,,,,,,,,,,,,,
225,PT09M04.00S,2025-04-01T00:46:00.9Z,2,REGULAR,foul,personal,[],1628392,,,1610612741,38,24,2025-04-01T00:46:30Z,2220000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 1628380]",1610612760.0,OKC,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,1627529.0,1.0,0.0,Collins,1628380.0,,,,,,,
227,PT08M56.00S,2025-04-01T00:46:28.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630581,11.432325886990796,68.85723039215686,1610612741,38,24,2025-04-01T00:46:53Z,2240000,False,-94.0,55.0,1,left,MISS J. Giddey 10' turnaround bank Shot,[1630581],1610612741.0,CHI,turnaround bank,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,10.92,Missed,,,,,,,,,,,,,,,,,,
228,PT08M54.00S,2025-04-01T00:46:30.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,38,24,2025-04-01T00:46:53Z,2250000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,
229,PT08M46.00S,2025-04-01T00:46:38.8Z,2,REGULAR,2pt,Jump Shot,[],1631114,79.63206307490145,67.3062193627451,1610612760,38,24,2025-04-01T00:47:10Z,2260000,False,87.0,139.0,1,right,MISS J. Williams 16' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,16.37,Missed,,,,,,,,,,,,,,,,,,
230,PT08M44.00S,2025-04-01T00:46:40.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612741,38,24,2025-04-01T00:47:10Z,2270000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,
231,PT08M30.00S,2025-04-01T00:46:54.1Z,2,REGULAR,turnover,lost ball,[],1630188,,,1610612741,38,24,2025-04-01T00:47:53Z,2280000,False,,,0,,J. Smith lost ball TURNOVER (1 TO),"[1630188, 1641717]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Wallace,1641717.0,,,
232,PT08M30.00S,2025-04-01T00:46:54.1Z,2,REGULAR,steal,,[],1641717,,,1610612760,38,24,2025-04-01T00:46:56Z,2290000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT08M21.00S,2025-04-01T00:47:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612760,38,24,2025-04-01T00:48:02Z,2300000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Caruso 2 FT),"[1628380, 1627936]",1610612741.0,CHI,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,2.0,0.0,Caruso,1627936.0,,,,,,,
235,PT08M21.00S,2025-04-01T00:47:27.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612760,39,24,2025-04-01T00:47:27Z,2320000,False,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
236,PT08M21.00S,2025-04-01T00:47:28.2Z,2,REGULAR,substitution,out,[],1629632,,,1610612760,39,24,2025-04-01T00:47:32Z,2330000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M21.00S,2025-04-01T00:47:28.2Z,2,REGULAR,substitution,in,[],1630172,,,1610612760,39,24,2025-04-01T00:47:32Z,2340000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M21.00S,2025-04-01T00:47:48.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612760,40,24,2025-04-01T00:47:48Z,2350000,False,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
239,PT08M05.00S,2025-04-01T00:48:06.8Z,2,REGULAR,3pt,Jump Shot,[],1628380,7.227332457293031,96.05545343137256,1610612741,40,24,2025-04-01T00:48:32Z,2360000,False,-230.0,15.0,1,left,MISS Z. Collins 3PT,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
240,PT08M02.00S,2025-04-01T00:48:09.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,40,24,2025-04-01T00:48:32Z,2370000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,
241,PT07M56.00S,2025-04-01T00:48:14.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,66.72347240473061,55.88618259803921,1610612760,43,24,2025-04-01T00:49:03Z,2380000,False,29.0,260.0,1,right,J. Williams 26' 3PT running pullup (15 PTS),[1631114],1610612760.0,OKC,running pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,,,,,,15.0,,,,,,
242,PT07M44.00S,2025-04-01T00:48:27.7Z,2,REGULAR,3pt,Jump Shot,[],1630188,32.670827858081466,37.5,1610612741,43,24,2025-04-01T00:49:18Z,2390000,False,62.0,255.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
243,PT07M41.00S,2025-04-01T00:48:30.7Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,43,24,2025-04-01T00:49:18Z,2400000,False,,,0,,A. Caruso REBOUND (Off:1 Def:3),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,242.0,4.0,3.0,1.0,,,,,,,,,,,,
244,PT07M32.00S,2025-04-01T00:48:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,89.22470433639947,42.1798406862745,1610612760,43,24,2025-04-01T00:49:36Z,2410000,False,-39.0,49.0,1,right,MISS C. Holmgren 6' driving Layup - blocked,"[1631096, 1641824]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,Buzelis,1641824.0,,,,,,,,,,,,,,,,
245,PT07M32.00S,2025-04-01T00:48:40.5Z,2,REGULAR,block,,[],1641824,,,1610612760,43,24,2025-04-01T00:48:42Z,2420000,False,,,0,,M. Buzelis BLOCK (3 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT07M31.00S,2025-04-01T00:48:41.5Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,43,24,2025-04-01T00:49:36Z,2430000,False,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,244.0,5.0,3.0,2.0,,,,,,,,,,,,
247,PT07M17.00S,2025-04-01T00:49:00.5Z,2,REGULAR,foul,personal,[],1631096,,,1610612741,43,24,2025-04-01T00:49:59Z,2440000,False,,,0,,C. Holmgren personal FOUL (2 PF),"[1631096, 1641824]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1155.0,2.0,0.0,Buzelis,1641824.0,,,,,,,
249,PT07M17.00S,2025-04-01T00:49:06.3Z,2,REGULAR,substitution,out,[],1628380,,,1610612741,43,24,2025-04-01T00:49:09Z,2460000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M17.00S,2025-04-01T00:49:06.3Z,2,REGULAR,substitution,in,[],202696,,,1610612741,43,24,2025-04-01T00:49:09Z,2470000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M17.00S,2025-04-01T00:49:06.3Z,2,REGULAR,substitution,out,[],1631096,,,1610612741,43,24,2025-04-01T00:49:29Z,2480000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M17.00S,2025-04-01T00:49:06.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612741,43,24,2025-04-01T00:49:29Z,2490000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M15.00S,2025-04-01T00:49:40.0Z,2,REGULAR,3pt,Jump Shot,[],1641824,22.076215505913282,7.820159313725497,1610612741,43,27,2025-04-01T00:50:12Z,2500000,False,211.0,155.0,1,left,M. Buzelis 26' 3PT  (8 PTS) (P. Williams 2 AST),"[1641824, 1630172]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,26.17,Made,,,,,,,,,,,,8.0,,,,P. Williams,1630172.0,2.0
256,PT06M59.00S,2025-04-01T00:50:15.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,91.19579500657031,47.748161764705884,1610612760,45,27,2025-04-01T00:50:33Z,2530000,False,-11.0,30.0,1,right,I. Hartenstein cutting DUNK (4 PTS) (C. Wallace 2 AST),"[1628392, 1641717]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,,,,4.0,,,,C. Wallace,1641717.0,2.0
258,PT06M36.00S,2025-04-01T00:50:38.3Z,2,REGULAR,2pt,Jump Shot,[],1630188,5.519053876478324,69.98314950980392,1610612741,45,27,2025-04-01T00:51:21Z,2550000,False,-100.0,-1.0,1,left,MISS J. Smith 9' turnaround Shot,[1630188],1610612741.0,CHI,turnaround,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,9.99,Missed,,,,,,,,,,,,,,,,,,
259,PT06M35.00S,2025-04-01T00:50:39.3Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612741,45,27,2025-04-01T00:51:21Z,2560000,False,,,0,,J. Giddey REBOUND (Off:3 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,258.0,6.0,3.0,3.0,,,,,,,,,,,,
260,PT06M34.00S,2025-04-01T00:50:42.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,8.672798948751648,53.040747549019606,1610612741,45,29,2025-04-01T00:51:28Z,2570000,False,-15.0,29.0,1,left,J. Giddey tip Layup (5 PTS),[1630581],1610612741.0,CHI,tip,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,,,,,5.0,,,,,,
261,PT06M18.00S,2025-04-01T00:50:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.1287779237845,58.513327205882355,1610612760,47,29,2025-04-01T00:52:11Z,2580000,False,43.0,115.0,1,right,I. Hartenstein 12' floating Jump Shot (6 PTS) (A. Caruso 3 AST),"[1628392, 1627936]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,12.31,Made,,,,,,,,,,,,6.0,,,,A. Caruso,1627936.0,3.0
263,PT06M02.00S,2025-04-01T00:51:12.2Z,2,REGULAR,3pt,Jump Shot,[],1630581,8.623521681997373,2.696078431372549,1610612741,47,29,2025-04-01T00:52:24Z,2600000,False,237.0,29.0,1,left,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
264,PT06M00.00S,2025-04-01T00:51:14.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,47,29,2025-04-01T00:52:24Z,2610000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,263.0,,,,,,,,,,,,,,,
