actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M27.00S,2025-04-01T00:12:02.4Z,1,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,0,2,2025-04-01T00:13:16Z,170000,False,,,0,,D. Terry step out-of-bounds TURNOVER (1 TO),[1631207],1610612741.0,CHI,step,,,Terry,D. Terry,,,,,Left Corner 3,24+ Left,,,,,,,,,1627529.0,,,,,,1.0,,,,,
18,PT11M14.00S,2025-04-01T00:12:23.6Z,1,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612760,0,2,2025-04-01T00:13:34Z,180000,False,,,0,,D. Terry shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1631207, 1628983]",1610612741.0,CHI,shooting,,,Terry,D. Terry,,,,,Mid-Range,8-16 Right,,,,,,,,,1627529.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
20,PT11M14.00S,2025-04-01T00:12:48.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,1,2,2025-04-01T00:12:48Z,200000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
21,PT11M14.00S,2025-04-01T00:13:01.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,2,2,2025-04-01T00:13:01Z,210000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
22,PT11M08.00S,2025-04-01T00:13:10.5Z,1,REGULAR,3pt,Jump Shot,[],202696,33.72412943495401,71.8673406862745,1610612741,2,2,2025-04-01T00:13:54Z,220000,False,-109.0,265.0,1,left,MISS N. Vučević 28' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,28.62,Missed,,,,,,,,,,,,,,,,,,
23,PT11M05.00S,2025-04-01T00:13:13.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,2,2025-04-01T00:13:54Z,230000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
86,PT10M50.00S,2025-04-01T00:13:18.1Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,2,2,2025-04-01T00:30:25Z,235000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1631207]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Terry,1631207.0,,,
87,PT10M50.00S,2025-04-01T00:13:18.1Z,1,REGULAR,steal,,[],1631207,,,1610612741,2,2,2025-04-01T00:23:24Z,237500,False,,,0,,D. Terry STEAL (1 STL),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M39.00S,2025-04-01T00:13:39.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631207,13.485545335085414,36.76470588235294,1610612741,2,2,2025-04-01T00:23:29Z,260000,False,66.0,74.0,1,left,MISS D. Terry 9' driving floating Shot,[1631207],1610612741.0,CHI,driving floating,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Right,9.95,Missed,,,,,,,,,,,,,,,,,,
27,PT10M37.00S,2025-04-01T00:13:41.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,2,2,2025-04-01T00:14:58Z,270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,
28,PT10M35.00S,2025-04-01T00:13:42.9Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1629632,34.43249014454665,29.633884803921575,1610612741,2,2,2025-04-01T00:23:29Z,280000,False,102.0,271.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,28.97,Missed,,,,,,,,,,,,,,,,,,
29,PT10M33.00S,2025-04-01T00:13:44.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,2,2025-04-01T00:15:11Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,28.0,,,,,,,,,,,,,,,
31,PT10M19.00S,2025-04-01T00:14:02.6Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,2,2,2025-04-01T00:15:54Z,310000,False,,,0,,J. Williams bad pass TURNOVER (2 TO),"[1631114, 1629632]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,White,1629632.0,,,
32,PT10M19.00S,2025-04-01T00:14:02.6Z,1,REGULAR,steal,,[],1629632,,,1610612741,2,2,2025-04-01T00:14:06Z,320000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
34,PT10M04.00S,2025-04-01T00:14:33.6Z,1,REGULAR,turnover,lost ball,[],1641824,,,1610612741,2,2,2025-04-01T00:16:32Z,340000,False,,,0,,M. Buzelis lost ball TURNOVER (1 TO),"[1641824, 1629652]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
35,PT10M04.00S,2025-04-01T00:14:33.6Z,1,REGULAR,steal,,[],1629652,,,1610612760,2,2,2025-04-01T00:18:14Z,350000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
36,PT09M59.00S,2025-04-01T00:14:40.0Z,1,REGULAR,turnover,out-of-bounds,[],1631096,,,1610612760,2,2,2025-04-01T00:16:43Z,360000,False,,,0,,C. Holmgren step out-of-bounds TURNOVER (1 TO),[1631096],1610612760.0,OKC,step,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,,,1627529.0,,,,,,1.0,,,,,
37,PT09M51.00S,2025-04-01T00:15:00.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,33.38124178712221,47.67156862745098,1610612741,2,2,2025-04-01T00:16:57Z,370000,False,12.0,261.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
38,PT09M49.00S,2025-04-01T00:15:02.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,2,2025-04-01T00:16:57Z,380000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT09M40.00S,2025-04-01T00:15:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,88.83048620236531,54.572610294117645,1610612760,4,2,2025-04-01T00:17:09Z,390000,False,23.0,52.0,1,right,S. Gilgeous-Alexander driving Layup (4 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,,,,,4.0,,,,,,
40,PT09M21.00S,2025-04-01T00:15:31.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,7.703679369250986,38.23529411764706,1610612741,4,2,2025-04-01T00:19:25Z,400000,False,59.0,20.0,1,left,MISS N. Vučević 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
41,PT09M19.00S,2025-04-01T00:15:33.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,4,2,2025-04-01T00:19:25Z,410000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,
42,PT09M05.00S,2025-04-01T00:15:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,89.35611038107753,41.18030024509803,1610612760,6,2,2025-04-01T00:19:41Z,420000,False,-44.0,48.0,1,right,S. Gilgeous-Alexander 6' driving finger roll Layup (6 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,,,,,,,,,,,,6.0,,,,,,
43,PT08M59.00S,2025-04-01T00:15:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612741,6,2,2025-04-01T00:19:56Z,430000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Giddey 2 FT),"[1631096, 1630581]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1627529.0,1.0,0.0,Giddey,1630581.0,,,,,,,
45,PT08M59.00S,2025-04-01T00:16:16.0Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,6,2,2025-04-01T00:21:11Z,455000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M59.00S,2025-04-01T00:16:16.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,6,2,2025-04-01T00:21:11Z,462500,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,
49,PT08M59.00S,2025-04-01T00:16:16.0Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,6,3,2025-04-01T00:21:11Z,466250,False,,,0,,J. Giddey Free Throw 2 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
47,PT08M59.00S,2025-04-01T00:16:22.4Z,1,REGULAR,substitution,out,[],1631207,,,1610612760,6,3,2025-04-01T00:21:11Z,470000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M59.00S,2025-04-01T00:16:22.4Z,1,REGULAR,substitution,in,[],1630172,,,1610612760,6,3,2025-04-01T00:21:11Z,480000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M55.00S,2025-04-01T00:16:48.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,68.83212877792378,23.996629901960787,1610612760,6,3,2025-04-01T00:20:36Z,485000,False,-130.0,240.0,1,right,MISS J. Williams 27' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
51,PT08M53.00S,2025-04-01T00:16:50.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,3,2025-04-01T00:20:36Z,487500,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT08M43.00S,2025-04-01T00:17:00.4Z,1,REGULAR,3pt,Jump Shot,[],1641824,29.566360052562416,17.869178921568633,1610612741,6,3,2025-04-01T00:21:37Z,520000,False,161.0,225.0,1,left,MISS M. Buzelis 27' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
53,PT08M40.00S,2025-04-01T00:17:03.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,6,3,2025-04-01T00:21:37Z,530000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,
54,PT08M34.00S,2025-04-01T00:17:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,91.19579500657031,59.455422794117645,1610612760,6,3,2025-04-01T00:22:12Z,540000,False,47.0,30.0,1,right,MISS C. Holmgren running Layup - blocked,"[1631096, 1641824]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,Buzelis,1641824.0,,,,,,,,,,,,,,,,
55,PT08M34.00S,2025-04-01T00:17:10.2Z,1,REGULAR,block,,[],1641824,,,1610612760,6,3,2025-04-01T00:17:12Z,550000,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT08M33.00S,2025-04-01T00:17:11.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,6,3,2025-04-01T00:22:10Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,54.0,,,,,,,,,,,,,,,
58,PT08M30.00S,2025-04-01T00:17:30.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,96.97766097240473,23.751531862745097,1610612760,6,3,2025-04-01T00:22:34Z,580000,False,-131.0,-24.0,1,right,MISS S. Gilgeous-Alexander 13' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.34,Missed,,,,,,,,,,,,,,,,,,
59,PT08M28.00S,2025-04-01T00:17:32.5Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,6,3,2025-04-01T00:22:34Z,590000,False,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,
60,PT08M22.00S,2025-04-01T00:17:36.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,92.85479632063075,3.431372549019608,1610612760,9,3,2025-04-01T00:17:43Z,600000,False,-233.0,15.0,1,right,J. Williams 3PT pullup (3 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,23.33,Made,,,,,,,,,,,,3.0,,,,,,
61,PT08M11.00S,2025-04-01T00:17:49.6Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,9,3,2025-04-01T00:23:04Z,610000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1631114]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,Williams,1631114.0,,,
62,PT08M11.00S,2025-04-01T00:17:49.6Z,1,REGULAR,steal,,[],1631114,,,1610612760,9,3,2025-04-01T00:17:50Z,620000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT08M06.00S,2025-04-01T00:17:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612760,9,3,2025-04-01T00:23:12Z,630000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Williams 2 FT),"[1630581, 1631114]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,204059.0,1.0,0.0,Williams,1631114.0,,,,,,,
65,PT08M06.00S,2025-04-01T00:18:26.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,9,3,2025-04-01T00:21:35Z,650000,False,,,0,,MISS J. Williams Free Throw 1 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT08M06.00S,2025-04-01T00:18:26.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,9,3,2025-04-01T00:21:35Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,
67,PT08M06.00S,2025-04-01T00:18:31.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,9,3,2025-04-01T00:18:31Z,670000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT08M06.00S,2025-04-01T00:20:55.3Z,1,REGULAR,substitution,out,[],1629632,,,1610612760,9,3,2025-04-01T00:21:04Z,680000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT08M06.00S,2025-04-01T00:20:55.3Z,1,REGULAR,substitution,in,[],1631207,,,1610612760,9,3,2025-04-01T00:21:04Z,690000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT08M06.00S,2025-04-01T00:18:26.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,9,3,2025-04-01T00:21:35Z,700000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT08M05.00S,2025-04-01T00:18:27.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,3,2025-04-01T00:23:33Z,710000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,
72,PT07M46.00S,2025-04-01T00:21:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,13.403416557161634,36.49662990196079,1610612741,9,5,2025-04-01T00:23:58Z,720000,False,68.0,73.0,1,left,P. Williams 9' fadeaway Jump Shot (2 PTS) (J. Giddey 1 AST),"[1630172, 1630581]",1610612741.0,CHI,fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Right,9.98,Made,,,,,,,,,,,,2.0,,,,J. Giddey,1630581.0,1.0
74,PT07M24.00S,2025-04-01T00:22:14.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,75.42706964520369,13.21231617647058,1610612760,9,5,2025-04-01T00:24:28Z,740000,False,-184.0,178.0,1,right,MISS L. Dort 25' step back 3PT,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
75,PT07M21.00S,2025-04-01T00:22:17.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,9,5,2025-04-01T00:24:28Z,750000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,
76,PT07M11.00S,2025-04-01T00:22:28.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631096,89.09329829172142,57.02359068627451,1610612760,9,5,2025-04-01T00:24:47Z,760000,False,35.0,50.0,1,right,MISS C. Holmgren 6' driving bank Shot,[1631096],1610612760.0,OKC,driving bank,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
77,PT07M09.00S,2025-04-01T00:22:30.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,5,2025-04-01T00:24:47Z,770000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,
78,PT06M57.00S,2025-04-01T00:22:41.0Z,1,REGULAR,3pt,Jump Shot,[],1630581,9.461235216819972,3.653492647058826,1610612741,9,5,2025-04-01T00:24:59Z,780000,False,232.0,36.0,1,left,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
79,PT06M55.00S,2025-04-01T00:22:43.0Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,5,2025-04-01T00:24:59Z,790000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,
80,PT06M47.00S,2025-04-01T00:22:51.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,76.08409986859395,46.34650735294118,1610612760,9,5,2025-04-01T00:25:16Z,800000,False,-18.0,172.0,1,right,MISS S. Gilgeous-Alexander 17' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,17.33,Missed,,,,,,,,,,,,,,,,,,
81,PT06M44.00S,2025-04-01T00:22:54.9Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,9,5,2025-04-01T00:25:16Z,810000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,
