actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
329,PT11M22.00S,2025-02-04T02:16:08.1Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1641753,,,1610612749,78,46,2025-02-04T02:16:10Z,3290000,False,,,0,,MISS C. Livingston Free Throw 1 of 1,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
330,PT11M20.00S,2025-02-04T02:16:10.1Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,78,46,2025-02-04T02:16:10Z,3300000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:7),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,329.0,,,,9.0,7.0,2.0,,,,,,,,,,
331,PT11M07.00S,2025-02-04T02:16:24.0Z,3,REGULAR,foul,personal,['2freethrow'],1630699,,,1610612760,78,46,2025-02-04T02:16:40Z,3310000,False,,,0,,M. Beauchamp shooting personal FOUL (1 PF) (Dort 2 FT),"[1630699, 1629652]",1610612749.0,MIL,shooting,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Dort,1629652.0
333,PT11M07.00S,2025-02-04T02:16:55.1Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,79,46,2025-02-04T02:16:55Z,3330000,False,,,0,,L. Dort Free Throw 1 of 2 (8 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
334,PT11M07.00S,2025-02-04T02:17:13.5Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,80,46,2025-02-04T02:17:13Z,3340000,False,,,0,,L. Dort Free Throw 2 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
335,PT10M45.00S,2025-02-04T02:17:38.4Z,3,REGULAR,turnover,out-of-bounds,[],1631157,,,1610612749,80,46,2025-02-04T02:17:50Z,3350000,False,,,0,,R. Rollins bad pass out-of-bounds TURNOVER (2 TO),[1631157],1610612749.0,MIL,bad pass,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,2714.0,,,,
336,PT10M36.00S,2025-02-04T02:17:55.0Z,3,REGULAR,foul,offensive,[],1628392,,,1610612760,80,46,2025-02-04T02:18:00Z,3360000,False,,,0,,I. Hartenstein offensive FOUL (1 PF),"[1628392, 1641748]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Jackson Jr.,1641748.0
338,PT10M36.00S,2025-02-04T02:17:55.0Z,3,REGULAR,turnover,offensive foul,[],1628392,,,1610612760,80,46,2025-02-04T02:17:55Z,3380000,False,,,0,,I. Hartenstein offensive foul TURNOVER (2 TO),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,202901.0,,,,
339,PT10M25.00S,2025-02-04T02:18:13.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641753,32.670827858081466,50.245098039215684,1610612749,80,46,2025-02-04T02:18:18Z,3390000,False,-1.0,255.0,1,left,MISS C. Livingston 25' 3PT,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
340,PT10M23.00S,2025-02-04T02:18:15.3Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,80,46,2025-02-04T02:18:18Z,3400000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,339.0,,,,3.0,3.0,0.0,,,,,,,,,,
342,PT10M07.00S,2025-02-04T02:18:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.9993429697766,36.51960784313725,1610612760,82,46,2025-02-04T02:18:49Z,3420000,False,-67.0,107.0,1,right,I. Hartenstein 12' floating Jump Shot (6 PTS) (S. Gilgeous-Alexander 5 AST),"[1628392, 1628983]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,12.67,Made,6.0,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,
344,PT09M52.00S,2025-02-04T02:19:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,5.732588699080158,41.66666666666667,1610612749,82,46,2025-02-04T02:21:28Z,3440000,False,42.0,1.0,1,left,MISS R. Rollins driving finger roll Layup - blocked,"[1631157, 1628392]",1610612749.0,MIL,driving finger roll,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,Hartenstein,1628392.0,,,,,,,,
345,PT09M52.00S,2025-02-04T02:19:00.8Z,3,REGULAR,block,,[],1628392,,,1610612749,82,46,2025-02-04T02:19:03Z,3450000,False,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT09M48.00S,2025-02-04T02:19:04.8Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,82,46,2025-02-04T02:19:06Z,3460000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,344.0,,,,10.0,8.0,2.0,,,,,,,,,,
347,PT09M46.00S,2025-02-04T02:19:06.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,91.40932982917214,3.9215686274509802,1610612760,85,46,2025-02-04T02:19:44Z,3470000,False,-230.0,28.0,1,right,A. Wiggins 3PT running (11 PTS) (I. Hartenstein 2 AST),"[1630598, 1628392]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.21,Made,11.0,,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,
349,PT09M45.00S,2025-02-04T02:19:11.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,85,46,2025-02-04T02:19:11Z,3490000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M33.00S,2025-02-04T02:22:10.3Z,3,REGULAR,2pt,Jump Shot,[],1630699,26.10052562417871,69.85294117647058,1610612749,85,46,2025-02-04T02:22:20Z,3500000,False,-99.0,193.0,1,left,MISS M. Beauchamp 21' step back Shot,[1630699],1610612749.0,MIL,step back,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Left Center,21.69,Missed,,,,,,,,,,,,,,,,,,
351,PT09M29.00S,2025-02-04T02:22:14.3Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,85,46,2025-02-04T02:22:20Z,3510000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,,,,350.0,,,,1.0,1.0,0.0,,,,,,,,,,
352,PT09M23.00S,2025-02-04T02:22:19.3Z,3,REGULAR,3pt,Jump Shot,[],1629026,83.13074901445466,3.9215686274509802,1610612760,85,46,2025-02-04T02:22:30Z,3520000,False,-230.0,106.0,1,right,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
353,PT09M16.00S,2025-02-04T02:22:26.3Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612760,85,46,2025-02-04T02:22:30Z,3530000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,352.0,,,,11.0,8.0,3.0,,,,,,,,,,
354,PT09M15.00S,2025-02-04T02:22:27.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,73.80091984231275,17.401960784313726,1610612760,88,46,2025-02-04T02:22:47Z,3540000,False,-163.0,194.0,1,right,L. Dort 25' 3PT  (12 PTS) (S. Gilgeous-Alexander 6 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.32,Made,12.0,,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,
356,PT09M06.00S,2025-02-04T02:22:37.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,5.075558475689881,51.9607843137255,1610612749,88,48,2025-02-04T02:22:41Z,3560000,False,-10.0,-5.0,1,left,R. Rollins driving Layup (6 PTS),[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.09,Made,6.0,,,,,,,,,,,,,,,,,
357,PT08M54.00S,2025-02-04T02:22:48.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.51182654402102,48.77450980392157,1610612760,90,48,2025-02-04T02:22:54Z,3570000,False,-6.0,8.0,1,right,A. Wiggins cutting Layup (13 PTS) (I. Hartenstein 3 AST),"[1630598, 1628392]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.05,Made,13.0,,I. Hartenstein,1628392.0,3.0,,,,,,,,,,,,,
359,PT08M43.00S,2025-02-04T02:22:59.0Z,3,REGULAR,3pt,Jump Shot,[],1631157,9.806176084099869,3.6764705882352944,1610612749,90,51,2025-02-04T02:23:03Z,3590000,False,232.0,40.0,1,left,R. Rollins 3PT  (9 PTS) (A. Green 3 AST),"[1631157, 1631260]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,23.5,Made,9.0,,A. Green,1631260.0,3.0,,,,,,,,,,,,,
361,PT08M39.00S,2025-02-04T02:23:09.1Z,3,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612760,90,51,2025-02-04T02:23:25Z,3610000,False,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (3 TO),[1628392],1610612760.0,OKC,bad pass,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,3.0,,,,,,,
363,PT08M39.00S,2025-02-04T02:23:17.1Z,3,REGULAR,substitution,out,[],1631260,,,1610612749,90,51,2025-02-04T02:23:28Z,3630000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M39.00S,2025-02-04T02:23:17.1Z,3,REGULAR,substitution,in,[],1642358,,,1610612749,90,51,2025-02-04T02:23:28Z,3640000,False,,,0,,SUB in: A. Johnson,[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M35.00S,2025-02-04T02:23:31.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630699,3.892904073587385,96.07843137254902,1610612749,90,51,2025-02-04T02:23:41Z,3650000,False,-230.0,-16.0,1,left,MISS M. Beauchamp 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
366,PT08M35.00S,2025-02-04T02:23:31.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,90,51,2025-02-04T02:23:41Z,3660000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,365.0,,,,,,,,,,,,,,,,
368,PT08M21.00S,2025-02-04T02:24:06.3Z,3,REGULAR,2pt,Jump Shot,[],1628392,78.26872536136662,59.80392156862745,1610612760,90,51,2025-02-04T02:24:11Z,3680000,False,49.0,152.0,1,right,MISS I. Hartenstein 15' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
369,PT08M16.00S,2025-02-04T02:24:11.3Z,3,REGULAR,rebound,offensive,[],1629026,,,1610612760,90,51,2025-02-04T02:24:11Z,3690000,False,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,8-16 Center,,,,368.0,,,,3.0,1.0,2.0,,,,,,,,,,
370,PT08M16.00S,2025-02-04T02:24:09.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,94.40999984741211,50.0,1610612760,90,51,2025-02-04T02:24:09Z,3700000,False,0.0,0.0,1,right,MISS K. Williams tip Layup,[1629026],1610612760.0,OKC,tip,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
371,PT08M15.00S,2025-02-04T02:24:11.3Z,3,REGULAR,rebound,defensive,[],1630699,,,1610612749,90,51,2025-02-04T02:24:11Z,3710000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Left,,,,370.0,,,,1.0,1.0,0.0,,,,,,,,,,
372,PT08M08.00S,2025-02-04T02:24:18.1Z,3,REGULAR,turnover,lost ball,[],1631157,,,1610612749,90,51,2025-02-04T02:24:24Z,3720000,False,,,0,,R. Rollins lost ball TURNOVER (3 TO),"[1631157, 1630598]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Wiggins,1630598.0,,,,,
373,PT08M08.00S,2025-02-04T02:24:18.1Z,3,REGULAR,steal,,[],1630598,,,1610612760,90,51,2025-02-04T02:24:19Z,3730000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
374,PT08M04.00S,2025-02-04T02:24:22.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629026,93.9060446780552,52.20588235294118,1610612760,92,51,2025-02-04T02:25:15Z,3740000,False,11.0,5.0,1,right,K. Williams running finger roll Layup (4 PTS) (A. Wiggins 3 AST),"[1629026, 1630598]",1610612760.0,OKC,running finger roll,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.2,Made,4.0,,A. Wiggins,1630598.0,3.0,,,,,,,,,,,,,
376,PT07M42.00S,2025-02-04T02:24:46.8Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612749,92,51,2025-02-04T02:24:51Z,3760000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1629652, 1641748]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Jackson Jr.,1641748.0
378,PT07M42.00S,2025-02-04T02:25:08.1Z,3,REGULAR,freethrow,1 of 2,[],1641748,,,1610612749,92,51,2025-02-04T02:25:08Z,3780000,False,,,0,,MISS A. Jackson Jr. Free Throw 1 of 2,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
379,PT07M42.00S,2025-02-04T02:25:08.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,92,51,2025-02-04T02:25:08Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,
380,PT07M42.00S,2025-02-04T02:25:22.8Z,3,REGULAR,freethrow,2 of 2,[],1641748,,,1610612749,92,52,2025-02-04T02:25:22Z,3800000,False,,,0,,A. Jackson Jr. Free Throw 2 of 2 (10 PTS),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
381,PT07M33.00S,2025-02-04T02:25:38.6Z,3,REGULAR,foul,personal,[],1641753,,,1610612760,92,52,2025-02-04T02:25:43Z,3810000,False,,,0,,C. Livingston personal FOUL (2 PF),"[1641753, 1628983]",1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Gilgeous-Alexander,1628983.0
383,PT07M33.00S,2025-02-04T02:25:45.5Z,3,REGULAR,substitution,out,[],1630699,,,1610612760,92,52,2025-02-04T02:25:58Z,3830000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M33.00S,2025-02-04T02:25:45.5Z,3,REGULAR,substitution,out,[],1641748,,,1610612760,92,52,2025-02-04T02:25:58Z,3840000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M33.00S,2025-02-04T02:25:45.5Z,3,REGULAR,substitution,in,[],1629018,,,1610612760,92,52,2025-02-04T02:25:58Z,3850000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M33.00S,2025-02-04T02:25:45.5Z,3,REGULAR,substitution,in,[],1626192,,,1610612760,92,52,2025-02-04T02:25:58Z,3860000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M26.00S,2025-02-04T02:26:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,94.30026281208936,62.99019607843137,1610612760,94,52,2025-02-04T02:26:20Z,3870000,False,65.0,1.0,1,right,S. Gilgeous-Alexander 6' driving floating Jump Shot (32 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,32.0,,,,,,,,,,,,,,,,,
388,PT07M07.00S,2025-02-04T02:26:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641753,10.068988173455978,52.69607843137255,1610612749,94,52,2025-02-04T02:26:48Z,3880000,False,-13.0,42.0,1,left,MISS C. Livingston driving Layup,[1641753],1610612749.0,MIL,driving,,,Livingston,C. Livingston,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
390,PT07M05.00S,2025-02-04T02:26:35.6Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,94,52,2025-02-04T02:26:37Z,3900000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:9),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,388.0,,,,12.0,9.0,3.0,,,,,,,,,,
391,PT06M53.00S,2025-02-04T02:26:47.4Z,3,REGULAR,turnover,lost ball,[],1628983,,,1610612760,94,52,2025-02-04T02:26:53Z,3910000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (2 TO),"[1628983, 1641753]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Livingston,1641753.0,,,,,
392,PT06M53.00S,2025-02-04T02:26:47.4Z,3,REGULAR,steal,,[],1641753,,,1610612749,94,52,2025-02-04T02:26:49Z,3920000,False,,,0,,C. Livingston STEAL (2 STL),[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
393,PT06M49.00S,2025-02-04T02:26:54.6Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612749,94,52,2025-02-04T02:26:58Z,3930000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (Johnson 2 FT),"[1629652, 1642358]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Johnson,1642358.0
396,PT06M49.00S,2025-02-04T02:28:16.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642358,,,1610612749,94,52,2025-02-04T02:28:54Z,3960000,False,,,0,,MISS A. Johnson Free Throw 1 of 2,[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT06M49.00S,2025-02-04T02:28:16.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,94,52,2025-02-04T02:28:54Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,
398,PT06M49.00S,2025-02-04T02:28:16.9Z,3,REGULAR,substitution,out,[],1641753,,,1610612749,94,52,2025-02-04T02:28:22Z,3980000,False,,,0,,SUB out: C. Livingston,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M49.00S,2025-02-04T02:28:16.9Z,3,REGULAR,substitution,in,[],1641890,,,1610612749,94,52,2025-02-04T02:28:22Z,3990000,False,,,0,,SUB in: T. Smith,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M49.00S,2025-02-04T02:28:16.1Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1642358,,,1610612749,94,53,2025-02-04T02:28:54Z,4000000,False,,,0,,A. Johnson Free Throw 2 of 2 (3 PTS),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
401,PT06M39.00S,2025-02-04T02:28:49.9Z,3,REGULAR,turnover,lost ball,[],1628983,,,1610612760,94,53,2025-02-04T02:28:55Z,4010000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (3 TO),"[1628983, 1631157]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,Rollins,1631157.0,,,,,
402,PT06M39.00S,2025-02-04T02:28:49.9Z,3,REGULAR,steal,,[],1631157,,,1610612749,94,53,2025-02-04T02:28:52Z,4020000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
403,PT06M35.00S,2025-02-04T02:28:54.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642358,6.258212877792378,49.754901960784316,1610612749,94,53,2025-02-04T02:29:02Z,4030000,False,1.0,6.0,1,left,MISS A. Johnson running DUNK,[1642358],1610612749.0,MIL,running,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,,,,,,
404,PT06M35.00S,2025-02-04T02:28:54.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,94,53,2025-02-04T02:29:02Z,4040000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,403.0,,,,,,,,,,,,,,,,
406,PT06M24.00S,2025-02-04T02:29:17.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,91.40932982917214,48.03921568627451,1610612760,96,53,2025-02-04T02:29:21Z,4060000,False,-10.0,28.0,1,right,S. Gilgeous-Alexander driving DUNK (34 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.99,Made,34.0,,,,,,,,,,,,,,,,,
407,PT06M17.00S,2025-02-04T02:29:26.8Z,3,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612749,96,53,2025-02-04T02:29:38Z,4070000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Rollins 2 FT),"[1628392, 1631157]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Rollins,1631157.0
409,PT06M17.00S,2025-02-04T02:29:58.1Z,3,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,96,54,2025-02-04T02:29:58Z,4090000,False,,,0,,R. Rollins Free Throw 1 of 2 (10 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
410,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,out,[],1628983,,,1610612749,96,54,2025-02-04T02:30:22Z,4100000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,out,[],1629652,,,1610612749,96,54,2025-02-04T02:30:22Z,4110000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,out,[],1628392,,,1610612749,96,54,2025-02-04T02:30:22Z,4120000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,in,[],1630198,,,1610612749,96,54,2025-02-04T02:30:22Z,4130000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,in,[],1631172,,,1610612749,96,54,2025-02-04T02:30:22Z,4140000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M17.00S,2025-02-04T02:29:58.5Z,3,REGULAR,substitution,in,[],1631119,,,1610612749,96,54,2025-02-04T02:30:22Z,4150000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
