actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
252,PT05M16.00S,2025-03-22T00:52:28.8Z,2,REGULAR,turnover,bad pass,[],1630198,,,1610612760,50,34,2025-03-22T00:52:32Z,2520000,False,,,0,,I. Joe bad pass TURNOVER (1 TO),"[1630198, 1642354]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,Simpson,1642354.0,,,,,,,
253,PT05M16.00S,2025-03-22T00:52:28.8Z,2,REGULAR,steal,,[],1642354,,,1610612766,50,34,2025-03-22T00:59:40Z,2530000,False,,,0,,K. Simpson STEAL (1 STL),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
254,PT05M12.00S,2025-03-22T00:52:31.9Z,2,REGULAR,turnover,bad pass,[],1629610,,,1610612766,50,34,2025-03-22T00:52:34Z,2540000,False,,,0,,D. Jeffries bad pass TURNOVER (1 TO),"[1629610, 1641717]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,Wallace,1641717.0,,,,,,,
255,PT05M12.00S,2025-03-22T00:52:31.9Z,2,REGULAR,steal,,[],1641717,,,1610612760,50,34,2025-03-22T00:52:33Z,2550000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
256,PT05M08.00S,2025-03-22T00:52:37.8Z,2,REGULAR,foul,personal,['2freethrow'],1631111,,,1610612760,50,34,2025-03-22T00:52:44Z,2560000,False,,,0,,W. Moore Jr. shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1631111, 1628983]",1610612766.0,CHA,shooting,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
258,PT05M08.00S,2025-03-22T00:53:02.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,51,34,2025-03-22T00:53:02Z,2580000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,
259,PT05M08.00S,2025-03-22T00:53:03.2Z,2,REGULAR,substitution,out,[],1629610,,,1610612760,51,34,2025-03-22T00:53:09Z,2590000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M08.00S,2025-03-22T00:53:03.2Z,2,REGULAR,substitution,out,[],1642354,,,1610612760,51,34,2025-03-22T00:53:09Z,2600000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M08.00S,2025-03-22T00:53:03.2Z,2,REGULAR,substitution,in,[],203552,,,1610612760,51,34,2025-03-22T00:53:09Z,2610000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M08.00S,2025-03-22T00:53:03.2Z,2,REGULAR,substitution,in,[],1630182,,,1610612760,51,34,2025-03-22T00:53:09Z,2620000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M08.00S,2025-03-22T00:53:25.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,52,34,2025-03-22T00:53:25Z,2630000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,
264,PT04M48.00S,2025-03-22T00:53:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,6.521024967148489,53.67647058823529,1610612766,52,36,2025-03-22T00:54:37Z,2640000,False,-18.0,9.0,1,left,M. Diabaté cutting Layup (4 PTS) (N. Smith Jr. 1 AST),"[1631217, 1641733]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,2.04,Made,,,,,,,4.0,,,,,,,N. Smith Jr.,1641733.0,1.0
266,PT04M30.00S,2025-03-22T00:54:04.9Z,2,REGULAR,3pt,Jump Shot,[],1629026,94.30026281208936,4.6568627450980395,1610612760,55,36,2025-03-22T00:54:09Z,2660000,False,-227.0,1.0,1,right,K. Williams 3PT  (11 PTS) (C. Wallace 2 AST),"[1629026, 1641717]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,22.67,Made,,,,,,,11.0,,,,,,,C. Wallace,1641717.0,2.0
268,PT04M15.00S,2025-03-22T00:54:20.5Z,2,REGULAR,3pt,Jump Shot,[],1641733,32.53942181340342,56.372549019607845,1610612766,55,39,2025-03-22T00:54:24Z,2680000,False,-32.0,253.0,1,left,N. Smith Jr. 25' 3PT  (3 PTS) (S. Curry 2 AST),"[1641733, 203552]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,,25.54,Made,,,,,,,3.0,,,,,,,S. Curry,203552.0,2.0
270,PT03M48.00S,2025-03-22T00:54:49.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,55,39,2025-03-22T00:55:27Z,2700000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,1662.0,,,,,,,,,,,,,,,,,,,
271,PT03M48.00S,2025-03-22T00:55:02.6Z,2,REGULAR,substitution,out,[],1641717,,,1610612766,55,39,2025-03-22T00:55:05Z,2710000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M48.00S,2025-03-22T00:55:02.6Z,2,REGULAR,substitution,in,[],1630598,,,1610612766,55,39,2025-03-22T00:55:05Z,2720000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M30.00S,2025-03-22T00:55:34.2Z,2,REGULAR,turnover,out-of-bounds,[],1641733,,,1610612766,55,39,2025-03-22T00:55:39Z,2730000,False,,,0,,N. Smith Jr. bad pass out-of-bounds TURNOVER (3 TO),[1641733],1610612766.0,CHA,bad pass,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,1662.0,3.0,,,,,,,,,,,,,,,,,,
274,PT03M16.00S,2025-03-22T00:55:54.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,80.50262812089356,5.392156862745098,1610612760,58,39,2025-03-22T00:55:58Z,2740000,False,-223.0,131.0,1,right,I. Joe 25' 3PT  (3 PTS) (J. Williams 2 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,25.85,Made,,,,,,,3.0,,,,,,,J. Williams,1631119.0,2.0
276,PT02M56.00S,2025-03-22T00:56:15.3Z,2,REGULAR,turnover,out-of-bounds,[],1631217,,,1610612766,58,39,2025-03-22T00:56:26Z,2760000,False,,,0,,M. Diabaté bad pass out-of-bounds TURNOVER (1 TO),[1631217],1610612766.0,CHA,bad pass,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,,,,,,,,,,,,,,,,,,
277,PT02M56.00S,2025-03-22T00:56:18.7Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,58,39,2025-03-22T00:56:23Z,2770000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M56.00S,2025-03-22T00:56:18.7Z,2,REGULAR,substitution,in,[],1631096,,,1610612760,58,39,2025-03-22T00:56:23Z,2780000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M56.00S,2025-03-22T00:56:29.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,58,39,2025-03-22T00:56:29Z,2790000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M56.00S,2025-03-22T00:58:45.2Z,2,REGULAR,substitution,out,[],1631111,,,1610612760,58,39,2025-03-22T00:59:06Z,2800000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M56.00S,2025-03-22T00:58:45.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612760,58,39,2025-03-22T00:59:06Z,2810000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M39.00S,2025-03-22T00:59:36.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641733,,,1610612760,58,39,2025-03-22T00:59:48Z,2820000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Williams 2 FT),"[1641733, 1631119]",1610612766.0,CHA,shooting,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,1.0,0.0,Williams,1631119.0,,,
284,PT02M39.00S,2025-03-22T01:00:10.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631119,,,1610612760,59,39,2025-03-22T01:00:10Z,2840000,False,,,0,,J. Williams Free Throw 1 of 2 (4 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
285,PT02M39.00S,2025-03-22T01:00:22.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631119,,,1610612760,60,39,2025-03-22T01:00:22Z,2850000,False,,,0,,J. Williams Free Throw 2 of 2 (5 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
286,PT02M19.00S,2025-03-22T01:00:46.6Z,2,REGULAR,3pt,Jump Shot,[],1641733,21.50131406044678,91.91176470588235,1610612766,60,42,2025-03-22T01:00:50Z,2860000,False,-210.0,150.0,1,left,N. Smith Jr. 25' 3PT  (6 PTS) (M. Bridges 1 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,25.75,Made,,,,,,,6.0,,,,,,,M. Bridges,1628970.0,1.0
288,PT02M01.00S,2025-03-22T01:01:03.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.42247043363994,49.26470588235294,1610612760,62,42,2025-03-22T01:01:07Z,2880000,False,-4.0,122.0,1,right,S. Gilgeous-Alexander 12' turnaround fadeaway Jump Shot (17 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,12.22,Made,,,,,,,17.0,,,,,,,,,
289,PT01M40.00S,2025-03-22T01:01:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630182,31.09395532194481,68.87254901960785,1610612766,62,45,2025-03-22T01:01:28Z,2890000,False,-94.0,240.0,1,left,J. Green 25' 3PT  (10 PTS) (M. Bridges 2 AST),"[1630182, 1628970]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,25.77,Made,,,,,,,10.0,,,,,,,M. Bridges,1628970.0,2.0
291,PT01M27.00S,2025-03-22T01:01:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.64323258869908,47.05882352941176,1610612760,64,45,2025-03-22T01:01:56Z,2910000,False,-15.0,7.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (19 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,1.64,Made,,,,,,,19.0,,,,,,,,,
292,PT01M10.00S,2025-03-22T01:01:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,7.178055190538765,50.73529411764706,1610612766,64,47,2025-03-22T01:09:08Z,2920000,False,-4.0,15.0,1,left,M. Diabaté driving Layup (6 PTS) (M. Bridges 3 AST),"[1631217, 1628970]",1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,1.54,Made,,,,,,,6.0,,,,,,,M. Bridges,1628970.0,3.0
294,PT00M59.30S,2025-03-22T01:02:08.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630598,92.32917214191852,48.77450980392157,1610612760,66,47,2025-03-22T01:02:55Z,2940000,False,-6.0,20.0,1,right,A. Wiggins driving DUNK (8 PTS) (S. Gilgeous-Alexander 5 AST),"[1630598, 1628983]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,2.05,Made,,,,,,,8.0,,,,,,,S. Gilgeous-Alexander,1628983.0,5.0
296,PT00M47.10S,2025-03-22T01:02:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630182,31.35676741130092,29.166666666666668,1610612766,66,47,2025-03-22T01:02:29Z,2960000,False,104.0,242.0,1,left,MISS J. Green 26' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,26.38,Missed,,,,,,,,,,,,,,,,
297,PT00M41.30S,2025-03-22T01:02:27.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,66,47,2025-03-22T01:06:24Z,2970000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,296.0,3.0,3.0,0.0,,,,,,,,,,
307,PT00M40.10S,2025-03-22T01:02:28.5Z,2,REGULAR,turnover,lost ball,[],1631096,,,1610612760,66,47,2025-03-22T01:06:57Z,2975000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1628970]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,Bridges,1628970.0,,,,,,,
308,PT00M40.10S,2025-03-22T01:02:28.5Z,2,REGULAR,steal,,[],1628970,,,1610612766,66,47,2025-03-22T01:06:57Z,2977500,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
298,PT00M33.20S,2025-03-22T01:02:35.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203552,19.66162943495401,33.33333333333333,1610612766,66,49,2025-03-22T01:06:57Z,2980000,False,83.0,132.0,1,left,S. Curry 15' fadeaway Jump Shot (5 PTS) (N. Smith Jr. 2 AST),"[203552, 1641733]",1610612766.0,CHA,fadeaway,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,15.63,Made,,,,,,,5.0,,,,,,,N. Smith Jr.,1641733.0,2.0
299,PT00M19.70S,2025-03-22T01:02:51.9Z,2,REGULAR,3pt,Jump Shot,[],1630598,83.52496714848883,3.431372549019608,1610612760,66,49,2025-03-22T01:02:56Z,2990000,False,-233.0,102.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,25.43,Missed,,,,,,,,,,,,,,,,
300,PT00M16.90S,2025-03-22T01:02:54.7Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,66,49,2025-03-22T01:02:54Z,3000000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,,,299.0,3.0,2.0,1.0,,,,,,,,,,
301,PT00M04.70S,2025-03-22T01:03:06.9Z,2,REGULAR,3pt,Jump Shot,[],1641733,26.231931668856767,80.88235294117648,1610612766,66,49,2025-03-22T01:06:19Z,3010000,False,-154.0,194.0,1,left,MISS N. Smith Jr. 24' pullup 3PT,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,24.8,Missed,,,,,,,,,,,,,,,,
302,PT00M01.00S,2025-03-22T01:03:10.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,66,49,2025-03-22T01:25:39Z,3020000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,301.0,4.0,4.0,0.0,,,,,,,,,,
303,PT00M00.20S,2025-03-22T01:03:20.5Z,2,REGULAR,3pt,Jump Shot,[],1631096,7.046649145860711,50.73529411764706,1610612760,66,49,2025-03-22T01:06:35Z,3030000,False,4.0,821.0,1,right,MISS C. Holmgren 82' pullup 3PT,[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,82.13,Missed,,,,,,,,,,,,,,,,
304,PT00M00.10S,2025-03-22T01:03:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,66,49,2025-03-22T01:03:42Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,303.0,,,,,,,,,,,,,
305,PT00M00.00S,2025-03-22T01:03:59.4Z,2,REGULAR,period,end,[],0,,,1610612760,66,49,2025-03-22T01:03:59Z,3050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,66,49,2025-03-22T01:18:03Z,3060000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,66,49,2025-03-22T01:18:03Z,3070000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,out,['startperiod'],1641733,,,1610612760,66,49,2025-03-22T01:18:03Z,3080000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,out,['startperiod'],1631217,,,1610612760,66,49,2025-03-22T01:18:03Z,3090000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,out,['startperiod'],203552,,,1610612760,66,49,2025-03-22T01:18:03Z,3100000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,66,49,2025-03-22T01:18:03Z,3110000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612760,66,49,2025-03-22T01:18:03Z,3120000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,in,['startperiod'],1629610,,,1610612760,66,49,2025-03-22T01:18:03Z,3130000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612760,66,49,2025-03-22T01:18:03Z,3140000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-03-22T01:17:13.9Z,3,REGULAR,substitution,in,['startperiod'],1642354,,,1610612760,66,49,2025-03-22T01:18:03Z,3150000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-03-22T01:18:22.2Z,3,REGULAR,period,start,[],0,,,1610612760,66,49,2025-03-22T01:18:22Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M44.00S,2025-03-22T01:18:37.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,14.4053876478318,54.166666666666664,1610612760,66,49,2025-03-22T01:18:42Z,3170000,False,-21.0,83.0,1,left,MISS I. Hartenstein 8' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,8.55,Missed,,,,,,,,,,,,,,,,
321,PT11M42.00S,2025-03-22T01:18:39.5Z,3,REGULAR,rebound,defensive,[],203994,,,1610612766,66,49,2025-03-22T01:18:42Z,3180000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:5),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,320.0,6.0,5.0,1.0,,,,,,,,,,
322,PT11M36.00S,2025-03-22T01:18:45.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,93.24901445466492,58.82352941176471,1610612766,66,51,2025-03-22T01:19:55Z,3190000,False,44.0,11.0,1,right,M. Bridges running Layup (7 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,4.55,Made,,,,,,,7.0,,,,,,,,,
323,PT11M19.00S,2025-03-22T01:19:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.389618922470433,47.549019607843135,1610612760,68,51,2025-03-22T01:20:11Z,3200000,False,12.0,8.0,1,left,C. Holmgren driving Layup (7 PTS) (S. Gilgeous-Alexander 6 AST),"[1631096, 1628983]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,1.45,Made,,,,,,,7.0,,,,,,,S. Gilgeous-Alexander,1628983.0,6.0
325,PT11M08.00S,2025-03-22T01:19:13.2Z,3,REGULAR,3pt,Jump Shot,[],1628970,74.45795006570303,83.08823529411765,1610612766,68,54,2025-03-22T01:19:17Z,3220000,False,165.0,188.0,1,right,M. Bridges 25' 3PT  (10 PTS) (D. Jeffries 1 AST),"[1628970, 1629610]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,25.01,Made,,,,,,,10.0,,,,,,,D. Jeffries,1629610.0,1.0
327,PT10M54.00S,2025-03-22T01:19:27.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.873193166885677,35.294117647058826,1610612760,68,54,2025-03-22T01:19:31Z,3240000,False,74.0,125.0,1,left,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,14.49,Missed,,,,,,,,,,,,,,,,
328,PT10M50.00S,2025-03-22T01:19:31.8Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612760,68,54,2025-03-22T01:26:23Z,3250000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,327.0,7.0,3.0,4.0,,,,,,,,,,
329,PT10M48.00S,2025-03-22T01:19:32.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,29.25427069645204,27.696078431372552,1610612760,71,54,2025-03-22T01:19:36Z,3260000,False,112.0,222.0,1,left,A. Wiggins 24' 3PT  (11 PTS) (S. Gilgeous-Alexander 7 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,24.89,Made,,,,,,,11.0,,,,,,,S. Gilgeous-Alexander,1628983.0,7.0
331,PT10M33.00S,2025-03-22T01:19:48.0Z,3,REGULAR,turnover,bad pass,[],1628970,,,1610612766,71,54,2025-03-22T01:19:50Z,3280000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1630598]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,Wiggins,1630598.0,,,,,,,
332,PT10M33.00S,2025-03-22T01:19:48.0Z,3,REGULAR,steal,,[],1630598,,,1610612760,71,54,2025-03-22T01:19:49Z,3290000,False,,,0,,A. Wiggins STEAL (2 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
333,PT10M29.00S,2025-03-22T01:19:52.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631096,5.995400788436268,50.245098039215684,1610612760,73,54,2025-03-22T01:19:58Z,3300000,False,-1.0,4.0,1,left,C. Holmgren running DUNK (9 PTS) (S. Gilgeous-Alexander 8 AST),"[1631096, 1628983]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,0.41,Made,,,,,,,9.0,,,,,,,S. Gilgeous-Alexander,1628983.0,8.0
335,PT10M07.00S,2025-03-22T01:20:13.4Z,3,REGULAR,3pt,Jump Shot,[],1642354,92.59198423127464,96.81372549019608,1610612766,73,57,2025-03-22T01:21:40Z,3320000,False,234.0,17.0,1,right,K. Simpson 3PT  (8 PTS) (J. Nurkić 4 AST),"[1642354, 203994]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Right Corner 3,24+ Right,,,23.47,Made,,,,,,,8.0,,,,,,,J. Nurkić,203994.0,4.0
