actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M28.00S,2024-11-12T01:13:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,69.99014454664915,74.75490196078431,1610612760,5,3,2024-11-12T01:13:07Z,190000,False,124.0,230.0,1,right,MISS L. Dort 26' step back 3PT,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,26.08,Missed,,,,,,,,,,,,,,,
20,PT10M25.00S,2024-11-12T01:13:05.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,5,3,2024-11-12T01:13:27Z,200000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M16.00S,2024-11-12T01:13:12.6Z,1,REGULAR,2pt,Jump Shot,[],1629611,20.45006570302234,43.13725490196079,1610612746,5,3,2024-11-12T01:15:16Z,210000,False,34.0,140.0,1,left,MISS T. Mann 14' step back Shot,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,,14.38,Missed,,,,,,,,,,,,,,,
22,PT10M14.00S,2024-11-12T01:13:14.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,5,3,2024-11-12T01:15:16Z,220000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,
23,PT10M02.00S,2024-11-12T01:13:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630198,92.9862023653088,3.9215686274509802,1610612760,8,3,2024-11-12T01:13:30Z,230000,False,-230.0,13.0,1,right,I. Joe 3PT  (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,23.08,Made,5.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,
25,PT09M48.00S,2024-11-12T01:13:42.0Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612746,8,3,2024-11-12T01:13:45Z,250000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1628983]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2024-11-12T01:13:42.0Z,1,REGULAR,steal,,[],1628983,,,1610612760,8,3,2024-11-12T01:18:11Z,260000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2024-11-12T01:13:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,72.22404730617609,77.20588235294117,1610612760,8,3,2024-11-12T01:13:57Z,270000,False,136.0,209.0,1,right,MISS S. Gilgeous-Alexander 24' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,24.9,Missed,,,,,,,,,,,,,,,
28,PT09M34.00S,2024-11-12T01:13:56.0Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,8,3,2024-11-12T01:13:57Z,280000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,
29,PT09M24.00S,2024-11-12T01:14:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612746,8,3,2024-11-12T01:14:19Z,290000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Mann 2 FT),"[1631114, 1629611]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Mann,1629611.0
31,PT09M24.00S,2024-11-12T01:14:38.3Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,8,3,2024-11-12T01:14:38Z,310000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
32,PT09M24.00S,2024-11-12T01:14:38.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,8,3,2024-11-12T01:14:38Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,
33,PT09M24.00S,2024-11-12T01:14:52.0Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,8,4,2024-11-12T01:14:52Z,330000,False,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
34,PT09M12.00S,2024-11-12T01:15:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,83.78777923784494,64.70588235294117,1610612760,8,4,2024-11-12T01:15:10Z,340000,False,74.0,100.0,1,right,MISS I. Joe 12' fadeaway Shot,[1630198],1610612760.0,OKC,fadeaway,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Right,,,,12.4,Missed,,,,,,,,,,,,,,,
35,PT09M09.00S,2024-11-12T01:15:08.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,4,2024-11-12T01:15:10Z,350000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
36,PT08M57.00S,2024-11-12T01:15:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,9.411957950065702,48.03921568627451,1610612746,8,4,2024-11-12T01:18:19Z,360000,False,10.0,36.0,1,left,MISS J. Harden driving floating bank Shot,[201935],1610612746.0,LAC,driving floating bank,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,3.73,Missed,,,,,,,,,,,,,,,
37,PT08M54.00S,2024-11-12T01:15:23.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,8,4,2024-11-12T01:18:19Z,370000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,
38,PT08M51.00S,2024-11-12T01:15:25.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,78.26872536136662,89.2156862745098,1610612760,8,4,2024-11-12T01:19:07Z,380000,False,196.0,152.0,1,right,MISS I. Joe 24' running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,24.8,Missed,,,,,,,,,,,,,,,
39,PT08M48.00S,2024-11-12T01:15:28.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,4,2024-11-12T01:15:30Z,390000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,
40,PT08M39.00S,2024-11-12T01:15:40.0Z,1,REGULAR,foul,personal,[],1628983,,,1610612746,8,4,2024-11-12T01:15:47Z,400000,False,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF),"[1628983, 201935]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Harden,201935.0
42,PT08M31.00S,2024-11-12T01:16:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,5.206964520367937,59.31372549019608,1610612746,8,4,2024-11-12T01:16:19Z,420000,False,-47.0,-4.0,1,left,MISS N. Powell cutting Layup - blocked,"[1626181, 1628983]",1610612746.0,LAC,cutting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,4.67,Missed,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,
47,PT08M31.00S,2024-11-12T01:16:12.2Z,1,REGULAR,block,,[],1628983,,,1610612746,8,4,2024-11-12T01:19:34Z,425000,False,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2024-11-12T01:16:17.2Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,8,4,2024-11-12T01:27:25Z,430000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,42.0,2.0,1.0,1.0,,,,,
110,PT08M25.00S,2024-11-12T01:16:17.8Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612746,8,4,2024-11-12T01:27:52Z,435000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1628983]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
111,PT08M25.00S,2024-11-12T01:16:17.8Z,1,REGULAR,steal,,[],1628983,,,1610612760,8,4,2024-11-12T01:27:52Z,437500,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2024-11-12T01:16:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,93.38042049934296,47.794117647058826,1610612760,10,4,2024-11-12T01:27:52Z,440000,False,-11.0,10.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (2 PTS) (A. Wiggins 1 AST),"[1628983, 1630598]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.47,Made,2.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,
46,PT08M18.00S,2024-11-12T01:16:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,4,2024-11-12T01:16:27Z,460000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M08.00S,2024-11-12T01:19:35.6Z,1,REGULAR,foul,personal,[],1629652,,,1610612746,10,4,2024-11-12T01:19:46Z,470000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 201935]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Harden,201935.0
50,PT08M05.00S,2024-11-12T01:19:55.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,27.677398160315374,78.92156862745098,1610612746,10,4,2024-11-12T01:19:59Z,490000,False,-145.0,208.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,25.31,Missed,,,,,,,,,,,,,,,
51,PT08M03.00S,2024-11-12T01:19:57.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,10,4,2024-11-12T01:19:59Z,500000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,50.0,4.0,4.0,0.0,,,,,
52,PT07M54.00S,2024-11-12T01:20:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,71.04139290407359,18.872549019607842,1610612760,13,4,2024-11-12T01:20:11Z,510000,False,-156.0,220.0,1,right,S. Gilgeous-Alexander 26' 3PT step back (5 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,26.92,Made,5.0,,,,,,,,,,,,,,
53,PT07M40.00S,2024-11-12T01:20:20.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,8.492115637319317,48.529411764705884,1610612746,13,6,2024-11-12T01:20:26Z,520000,False,7.0,27.0,1,left,I. Zubac Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,2.83,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
55,PT07M18.00S,2024-11-12T01:20:42.1Z,1,REGULAR,3pt,Jump Shot,[],1630198,77.08607095926413,11.27450980392157,1610612760,13,6,2024-11-12T01:20:47Z,540000,False,-194.0,163.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,25.3,Missed,,,,,,,,,,,,,,,
56,PT07M14.00S,2024-11-12T01:20:46.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,13,6,2024-11-12T01:20:47Z,550000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,
57,PT07M09.00S,2024-11-12T01:20:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627884,7.30946123521682,62.00980392156863,1610612746,13,6,2024-11-12T01:20:56Z,560000,False,-60.0,16.0,1,left,MISS D. Jones Jr. 6' running Layup - blocked,"[1627884, 1630198]",1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.21,Missed,,,,,Joe,1630198.0,,,,,,,,,
58,PT07M09.00S,2024-11-12T01:20:50.9Z,1,REGULAR,block,,[],1630198,,,1610612746,13,6,2024-11-12T01:20:53Z,570000,False,,,0,,I. Joe BLOCK (1 BLK),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M08.00S,2024-11-12T01:20:51.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,13,6,2024-11-12T01:22:19Z,580000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,57.0,3.0,2.0,1.0,,,,,
60,PT07M07.00S,2024-11-12T01:20:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,4.5499342969776615,48.529411764705884,1610612746,13,8,2024-11-12T01:22:23Z,590000,False,7.0,-10.0,1,left,I. Zubac putback Layup (4 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,1.22,Made,4.0,,,,,,,,,,,,,,
61,PT06M58.00S,2024-11-12T01:21:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,70.38436268068331,71.56862745098039,1610612760,13,8,2024-11-12T01:21:06Z,600000,False,108.0,226.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,25.03,Missed,,,,,,,,,,,,,,,
62,PT06M56.00S,2024-11-12T01:21:03.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,13,8,2024-11-12T01:21:06Z,610000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,61.0,3.0,3.0,0.0,,,,,
396,PT06M46.00S,2024-11-12T01:21:17.8Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612746,13,8,2024-11-12T02:31:22Z,645000,False,,,0,,T. Mann lost ball TURNOVER (2 TO),"[1629611, 1629652]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
397,PT06M46.00S,2024-11-12T01:21:17.8Z,1,REGULAR,steal,,[],1629652,,,1610612760,13,8,2024-11-12T02:31:22Z,647500,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2024-11-12T01:21:20.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630198,96.00854139290408,96.81372549019608,1610612760,16,8,2024-11-12T02:31:22Z,650000,False,234.0,-15.0,1,right,I. Joe 3PT  (8 PTS) (J. Williams 1 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,,,,23.46,Made,8.0,J. Williams,1631114.0,1.0,,,,,,,,,,,
68,PT06M14.00S,2024-11-12T01:21:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612746,16,8,2024-11-12T01:22:10Z,670000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Powell 2 FT),"[1628983, 1626181]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Powell,1626181.0
70,PT06M14.00S,2024-11-12T01:22:26.2Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,16,9,2024-11-12T01:22:26Z,690000,False,,,0,,N. Powell Free Throw 1 of 2 (1 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
71,PT06M14.00S,2024-11-12T01:22:27.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,16,9,2024-11-12T01:22:31Z,700000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2024-11-12T01:22:27.0Z,1,REGULAR,substitution,in,[],201587,,,1610612746,16,9,2024-11-12T01:22:31Z,710000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2024-11-12T01:22:50.6Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,16,10,2024-11-12T01:22:50Z,720000,False,,,0,,N. Powell Free Throw 2 of 2 (2 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
74,PT06M01.00S,2024-11-12T01:23:04.2Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,16,10,2024-11-12T01:23:09Z,730000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1626181]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,1.0,Powell,1626181.0,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2024-11-12T01:23:04.2Z,1,REGULAR,steal,,[],1626181,,,1610612746,16,10,2024-11-12T01:23:06Z,740000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2024-11-12T01:23:09.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201935,4.812746386333772,48.77450980392157,1610612746,16,12,2024-11-12T01:25:39Z,750000,False,6.0,-7.0,1,left,J. Harden running Layup (5 PTS) (D. Jones Jr. 2 AST),"[201935, 1627884]",1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,0.95,Made,5.0,D. Jones Jr.,1627884.0,2.0,,,,,,,,,,,
78,PT05M46.00S,2024-11-12T01:23:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630198,63.15703022339028,52.20588235294118,1610612760,16,12,2024-11-12T01:23:24Z,770000,False,11.0,294.0,1,right,MISS I. Joe 29' step back 3PT,[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,29.4,Missed,,,,,,,,,,,,,,,
79,PT05M43.00S,2024-11-12T01:23:23.3Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,16,12,2024-11-12T01:23:23Z,780000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,78.0,1.0,0.0,1.0,,,,,
80,PT05M34.00S,2024-11-12T01:23:32.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,88.38699080157687,64.95098039215686,1610612760,18,12,2024-11-12T01:23:39Z,790000,False,75.0,57.0,1,right,S. Gilgeous-Alexander 9' pullup Jump Shot (7 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,9.39,Made,7.0,,,,,,,,,,,,,,
