actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
57,PT08M06.00S,2025-01-20T00:20:46.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,5.732588699080158,49.50980392156863,1610612760,13,2,2025-01-20T00:20:51Z,570000,False,2.0,1.0,1,left,S. Gilgeous-Alexander driving DUNK (4 PTS) (L. Dort 1 AST),"[1628983, 1629652]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,4.0,L. Dort,1629652.0,1.0,,,,,,,,
59,PT08M06.00S,2025-01-20T00:20:49.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,13,2,2025-01-20T00:20:49Z,590000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M50.00S,2025-01-20T00:24:05.7Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.62483574244416,60.29411764705882,1610612751,13,2,2025-01-20T00:25:35Z,600000,False,51.0,252.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612751.0,BKN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
61,PT07M48.00S,2025-01-20T00:24:07.7Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,13,2,2025-01-20T00:24:12Z,610000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,
62,PT07M32.00S,2025-01-20T00:24:22.9Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,13,2,2025-01-20T00:24:27Z,620000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1626156]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,
63,PT07M32.00S,2025-01-20T00:24:22.9Z,1,REGULAR,steal,,[],1626156,,,1610612751,13,2,2025-01-20T00:24:24Z,630000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M29.00S,2025-01-20T00:24:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626156,89.83245729303549,51.225490196078425,1610612751,13,4,2025-01-20T00:24:31Z,640000,False,6.0,43.0,1,right,D. Russell running Layup (2 PTS),[1626156],1610612751.0,BKN,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,,,2.0,,,,,,,,,,,
65,PT07M13.00S,2025-01-20T00:24:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,31.61957950065703,38.23529411764706,1610612760,13,4,2025-01-20T00:24:51Z,650000,False,59.0,245.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
66,PT07M10.00S,2025-01-20T00:24:45.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,13,4,2025-01-20T00:24:51Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,65.0,,,,,,,,,,,,,,,
68,PT07M05.00S,2025-01-20T00:25:06.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631119,7.30946123521682,96.32352941176471,1610612760,16,4,2025-01-20T00:25:10Z,680000,False,-232.0,16.0,1,left,J. Williams 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,23.22,Made,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,
70,PT06M50.00S,2025-01-20T00:25:20.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,68.15045992115637,70.34313725490196,1610612751,16,7,2025-01-20T00:28:19Z,700000,False,102.0,247.0,1,right,N. Clowney 26' 3PT step back (5 PTS) (D. Russell 1 AST),"[1641730, 1626156]",1610612751.0,BKN,step back,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,,,5.0,D. Russell,1626156.0,1.0,,,,,,,,
72,PT06M37.00S,2025-01-20T00:25:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.338370565045992,51.9607843137255,1610612760,18,7,2025-01-20T00:25:39Z,720000,False,-10.0,-2.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (6 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,6.0,,,,,,,,,,,
74,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612751,18,7,2025-01-20T00:26:12Z,740000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,out,[],1626156,,,1610612751,18,7,2025-01-20T00:26:12Z,750000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,18,7,2025-01-20T00:26:12Z,760000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,18,7,2025-01-20T00:26:12Z,770000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,in,[],1630553,,,1610612751,18,7,2025-01-20T00:26:12Z,780000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2025-01-20T00:25:51.5Z,1,REGULAR,substitution,in,[],1631213,,,1610612751,18,7,2025-01-20T00:26:12Z,790000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2025-01-20T00:26:25.2Z,1,REGULAR,3pt,Jump Shot,[],1630592,78.79434954007884,7.107843137254902,1610612751,18,7,2025-01-20T00:26:30Z,800000,False,-214.0,147.0,1,right,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2025-01-20T00:26:28.2Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,18,7,2025-01-20T00:26:30Z,810000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT06M04.00S,2025-01-20T00:26:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,27.54599211563732,21.07843137254902,1610612760,18,7,2025-01-20T00:26:44Z,820000,False,145.0,206.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
83,PT06M00.00S,2025-01-20T00:26:42.2Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,18,7,2025-01-20T00:26:44Z,830000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,
84,PT05M59.00S,2025-01-20T00:26:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,8.492115637319317,96.07843137254902,1610612760,21,7,2025-01-20T00:26:48Z,840000,False,-230.0,27.0,1,left,I. Joe 3PT  (9 PTS) (J. Williams 2 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,9.0,J. Williams,1631119.0,2.0,,,,,,,,
