actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
579,PT07M42.00S,2025-03-04T03:01:26.1Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,114,106,2025-03-04T03:08:52Z,5720000,False,,,0,,K. Williams REBOUND (Off:5 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,578.0,,,,,,7.0,2.0,5.0,,
580,PT07M27.00S,2025-03-04T03:01:39.8Z,4,REGULAR,3pt,Jump Shot,[],1629652,27.72667542706965,12.477022058823522,1610612760,117,106,2025-03-04T03:09:06Z,5730000,False,188.0,208.0,1,left,L. Dort 28' 3PT  (5 PTS) (J. Williams 2 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,5.0,28.02,J. Williams,1631114.0,2.0,,,,,
582,PT07M08.00S,2025-03-04T03:02:00.4Z,4,REGULAR,3pt,Jump Shot,[],1631095,94.87516425755585,96.30055147058823,1610612745,117,106,2025-03-04T03:09:21Z,5750000,False,232.0,-4.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.15,,,,,,,,
583,PT07M06.00S,2025-03-04T03:02:02.4Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,117,106,2025-03-04T03:09:21Z,5760000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,,,,,582.0,,,,,,2.0,2.0,0.0,,
584,PT06M59.00S,2025-03-04T03:02:08.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,28.909329829172137,20.320159313725497,1610612760,120,106,2025-03-04T03:09:34Z,5770000,False,148.0,219.0,1,left,L. Dort 26' 3PT running pullup (8 PTS) (C. Wallace 3 AST),"[1629652, 1641717]",1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,8.0,26.47,C. Wallace,1641717.0,3.0,,,,,
586,PT06M57.00S,2025-03-04T03:02:28.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,120,106,2025-03-04T03:02:28Z,5790000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,out,[],1631114,,,1610612745,120,106,2025-03-04T03:03:48Z,5800000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,out,[],1629026,,,1610612745,120,106,2025-03-04T03:03:48Z,5810000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,out,[],1630256,,,1610612745,120,106,2025-03-04T03:03:48Z,5820000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,120,106,2025-03-04T03:03:48Z,5830000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,in,[],1631096,,,1610612745,120,106,2025-03-04T03:03:48Z,5840000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,in,[],1628983,,,1610612745,120,106,2025-03-04T03:03:48Z,5850000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,in,[],1642368,,,1610612745,120,106,2025-03-04T03:03:48Z,5860000,False,,,0,,SUB in: N. Dante,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M57.00S,2025-03-04T03:03:09.9Z,4,REGULAR,substitution,in,[],1629098,,,1610612745,120,106,2025-03-04T03:03:48Z,5870000,False,,,0,,SUB in: J. McVeigh,[1629098],1610612745.0,HOU,,,,McVeigh,J. McVeigh,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M46.00S,2025-03-04T03:04:03.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612745,120,106,2025-03-04T03:10:58Z,5880000,False,,,0,,I. Hartenstein personal FOUL (4 PF) (Williams 2 FT),"[1628392, 1631466]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,203593.0,4.0,0.0,Williams,1631466.0,,,,,,,,,,,,
597,PT06M46.00S,2025-03-04T03:04:29.1Z,4,REGULAR,freethrow,1 of 2,[],1631466,,,1610612745,120,107,2025-03-04T03:04:29Z,5900000,False,,,0,,N. Williams Free Throw 1 of 2 (3 PTS),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,,
598,PT06M46.00S,2025-03-04T03:04:41.2Z,4,REGULAR,freethrow,2 of 2,[],1631466,,,1610612745,120,108,2025-03-04T03:04:41Z,5910000,False,,,0,,N. Williams Free Throw 2 of 2 (4 PTS),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,Made,,4.0,,,,,,,,,
599,PT06M37.00S,2025-03-04T03:04:54.6Z,4,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612760,120,108,2025-03-04T03:11:10Z,5920000,False,,,0,,C. Whitmore shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1641715, 1628392]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,2.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
601,PT06M37.00S,2025-03-04T03:05:20.9Z,4,REGULAR,freethrow,1 of 2,[],1628392,,,1610612760,121,108,2025-03-04T03:05:20Z,5940000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (7 PTS),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,Made,,7.0,,,,,,,,,
602,PT06M37.00S,2025-03-04T03:05:34.2Z,4,REGULAR,freethrow,2 of 2,[],1628392,,,1610612760,122,108,2025-03-04T03:05:34Z,5950000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (8 PTS),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,Made,,8.0,,,,,,,,,
603,PT06M29.00S,2025-03-04T03:05:42.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,81.34034165571616,53.49264705882353,1610612745,122,110,2025-03-04T03:11:29Z,5960000,False,17.0,123.0,1,right,R. Sheppard 12' driving floating Jump Shot (23 PTS),[1642263],1610612745.0,HOU,driving floating,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,23.0,12.41,,,,,,,,
604,PT06M23.00S,2025-03-04T03:05:50.8Z,4,REGULAR,3pt,Jump Shot,[],1628983,31.92140275952694,26.20251225490196,1610612760,122,110,2025-03-04T03:11:50Z,5970000,False,119.0,248.0,1,left,MISS S. Gilgeous-Alexander 27' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,27.47,,,,,,,,
605,PT06M20.00S,2025-03-04T03:05:53.8Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612760,122,110,2025-03-04T03:11:50Z,5980000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,604.0,,,,,,5.0,4.0,1.0,,
606,PT06M17.00S,2025-03-04T03:05:56.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,7.7529566360052655,96.30055147058823,1610612760,122,110,2025-03-04T03:12:08Z,5990000,False,-232.0,20.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.24,,,,,,,,
607,PT06M14.00S,2025-03-04T03:05:59.2Z,4,REGULAR,rebound,defensive,[],1641715,,,1610612745,122,110,2025-03-04T03:12:08Z,6000000,False,,,0,,C. Whitmore REBOUND (Off:4 Def:4),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,,,,,,,,606.0,,,,,,8.0,4.0,4.0,,
608,PT06M06.00S,2025-03-04T03:06:08.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,89.04402102496715,45.588235294117645,1610612745,122,110,2025-03-04T03:12:27Z,6010000,False,-22.0,50.0,1,right,MISS N. Williams driving Layup,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.51,,,,,,,,
609,PT06M04.00S,2025-03-04T03:06:10.6Z,4,REGULAR,rebound,offensive,[],1642368,,,1610612745,122,110,2025-03-04T03:12:27Z,6020000,False,,,0,,N. Dante REBOUND (Off:3 Def:4),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,608.0,,,,,,7.0,4.0,3.0,,
610,PT06M03.00S,2025-03-04T03:06:11.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642368,93.29829172141919,55.20833333333333,1610612745,122,112,2025-03-04T03:12:37Z,6030000,False,26.0,10.0,1,right,N. Dante putback Layup (8 PTS),[1642368],1610612745.0,HOU,putback,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,8.0,2.8,,,,,,,,
611,PT05M51.00S,2025-03-04T03:06:22.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.134034165571606,37.967218137254896,1610612760,122,112,2025-03-04T03:12:57Z,6040000,False,60.0,118.0,1,left,MISS S. Gilgeous-Alexander 13' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,13.25,,,,,,,,
612,PT05M48.00S,2025-03-04T03:06:25.7Z,4,REGULAR,rebound,defensive,[],1642368,,,1610612745,122,112,2025-03-04T03:12:57Z,6050000,False,,,0,,N. Dante REBOUND (Off:3 Def:5),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,611.0,,,,,,8.0,5.0,3.0,,
613,PT05M33.00S,2025-03-04T03:06:39.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642368,89.22470433639947,57.32613357843137,1610612745,122,114,2025-03-04T03:13:11Z,6060000,False,37.0,49.0,1,right,N. Dante 6' Hook (10 PTS),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,10.0,6.1,,,,,,,,
614,PT05M18.00S,2025-03-04T03:06:54.9Z,4,REGULAR,3pt,Jump Shot,[],1629652,7.30946123521682,3.1862745098039214,1610612760,122,114,2025-03-04T03:13:26Z,6070000,False,234.0,16.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.47,,,,,,,,
615,PT05M16.00S,2025-03-04T03:06:56.9Z,4,REGULAR,rebound,offensive,[],1641717,,,1610612760,122,114,2025-03-04T03:13:26Z,6080000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,,,,,614.0,,,,,,3.0,2.0,1.0,,
616,PT05M15.00S,2025-03-04T03:07:00.2Z,4,REGULAR,foul,personal,['2freethrow'],1642368,,,1610612760,122,114,2025-03-04T03:13:34Z,6090000,False,,,0,,N. Dante shooting personal FOUL (2 PF) (Wallace 2 FT),"[1642368, 1641717]",1610612745.0,HOU,shooting,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,2530.0,2.0,0.0,Wallace,1641717.0,,,,,,,,,,,,
618,PT05M15.00S,2025-03-04T03:07:26.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641717,,,1610612760,123,114,2025-03-04T03:07:26Z,6110000,False,,,0,,C. Wallace Free Throw 1 of 2 (13 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,Made,,13.0,,,,,,,,,
619,PT05M15.00S,2025-03-04T03:07:27.5Z,4,REGULAR,substitution,out,[],1628392,,,1610612760,123,114,2025-03-04T03:07:31Z,6120000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M15.00S,2025-03-04T03:07:27.5Z,4,REGULAR,substitution,in,[],1631114,,,1610612760,123,114,2025-03-04T03:07:31Z,6130000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M15.00S,2025-03-04T03:07:48.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641717,,,1610612760,124,114,2025-03-04T03:07:48Z,6140000,False,,,0,,C. Wallace Free Throw 2 of 2 (14 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,Made,,14.0,,,,,,,,,
622,PT05M04.00S,2025-03-04T03:08:02.3Z,4,REGULAR,3pt,Jump Shot,[],1629098,97.7168199737188,4.411764705882353,1610612745,124,117,2025-03-04T03:08:08Z,6150000,False,-228.0,-31.0,1,right,J. McVeigh 3PT  (3 PTS) (R. Sheppard 5 AST),"[1629098, 1642263]",1610612745.0,HOU,,,,McVeigh,J. McVeigh,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,3.0,23.0,R. Sheppard,1642263.0,5.0,,,,,
624,PT04M52.00S,2025-03-04T03:08:15.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.08278580814718,38.45741421568627,1610612760,124,117,2025-03-04T03:14:27Z,6170000,False,58.0,108.0,1,left,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,12.25,,,,,,,,
625,PT04M51.00S,2025-03-04T03:08:16.5Z,4,REGULAR,rebound,defensive,[],1641715,,,1610612745,124,117,2025-03-04T03:14:27Z,6180000,False,,,0,,C. Whitmore REBOUND (Off:4 Def:5),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,624.0,,,,,,9.0,5.0,4.0,,
626,PT04M42.00S,2025-03-04T03:08:26.3Z,4,REGULAR,2pt,Layup,[],1641715,88.83048620236531,67.58195465686275,1610612745,124,117,2025-03-04T03:14:57Z,6190000,False,88.0,52.0,1,right,MISS C. Whitmore 10' driving Layup,[1641715],1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,,10.24,,,,,,,,
627,PT04M41.00S,2025-03-04T03:08:27.3Z,4,REGULAR,rebound,offensive,[],1642368,,,1610612745,124,117,2025-03-04T03:14:57Z,6200000,False,,,0,,N. Dante REBOUND (Off:4 Def:5),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Mid-Range,8-16 Right,,,,,,,,,,626.0,,,,,,9.0,5.0,4.0,,
628,PT04M41.00S,2025-03-04T03:08:29.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642368,93.29829172141919,43.97212009803921,1610612745,124,117,2025-03-04T03:15:11Z,6210000,False,-30.0,10.0,1,right,MISS N. Dante tip Layup,[1642368],1610612745.0,HOU,tip,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,3.19,,,,,,,,
629,PT04M39.00S,2025-03-04T03:08:31.4Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,124,117,2025-03-04T03:15:11Z,6220000,False,,,0,,C. Wallace REBOUND (Off:1 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,628.0,,,,,,4.0,3.0,1.0,,
630,PT04M35.00S,2025-03-04T03:08:33.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631114,10.906701708278575,58.06142769607843,1610612760,124,117,2025-03-04T03:15:32Z,6230000,False,-40.0,50.0,1,left,MISS J. Williams 6' running Layup - blocked,"[1631114, 1642263]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.42,,,,,,,Sheppard,1642263.0
631,PT04M35.00S,2025-03-04T03:08:33.7Z,4,REGULAR,block,,[],1642263,,,1610612760,124,117,2025-03-04T03:08:37Z,6240000,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
632,PT04M34.00S,2025-03-04T03:08:34.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,124,117,2025-03-04T03:15:32Z,6250000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,630.0,,,,,,,,,,
634,PT04M23.00S,2025-03-04T03:08:57.5Z,4,REGULAR,foul,personal,['2freethrow'],1642368,,,1610612760,124,117,2025-03-04T03:15:43Z,6270000,False,,,0,,N. Dante shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1642368, 1628983]",1610612745.0,HOU,shooting,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
636,PT04M23.00S,2025-03-04T03:09:28.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628983,,,1610612760,125,117,2025-03-04T03:09:28Z,6290000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (46 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,46.0,,,,,,,,,
637,PT04M23.00S,2025-03-04T03:09:43.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628983,,,1610612760,126,117,2025-03-04T03:09:43Z,6300000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (47 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,47.0,,,,,,,,,
638,PT04M23.00S,2025-03-04T03:09:53.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,126,117,2025-03-04T03:09:53Z,6310000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M15.00S,2025-03-04T03:11:32.3Z,4,REGULAR,foul,offensive,[],1642368,,,1610612745,126,117,2025-03-04T03:15:56Z,6320000,False,,,0,,N. Dante offensive FOUL (4 PF),"[1642368, 1641717]",1610612745.0,HOU,,,,Dante,N. Dante,,,,,Above the Break 3,24+ Center,,,,203593.0,4.0,0.0,Wallace,1641717.0,,,,,,,,,,,,
641,PT04M15.00S,2025-03-04T03:11:32.3Z,4,REGULAR,turnover,offensive foul,[],1642368,,,1610612745,126,117,2025-03-04T03:15:56Z,6340000,False,,,0,,N. Dante offensive foul TURNOVER (1 TO),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Above the Break 3,24+ Center,1.0,,,203593.0,,,,,,,,,,,,,,,,
642,PT04M08.00S,2025-03-04T03:11:49.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,27.94021024967148,15.931372549019606,1610612760,126,117,2025-03-04T03:16:16Z,6350000,False,170.0,210.0,1,left,MISS C. Holmgren 27' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,27.05,,,,,,,,
643,PT04M05.00S,2025-03-04T03:11:52.8Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,126,117,2025-03-04T03:16:16Z,6360000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,642.0,,,,,,1.0,1.0,0.0,,
644,PT04M02.00S,2025-03-04T03:11:55.5Z,4,REGULAR,turnover,bad pass,[],1642263,,,1610612745,126,117,2025-03-04T03:16:36Z,6370000,False,,,0,,R. Sheppard bad pass TURNOVER (2 TO),"[1642263, 1629652]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,2.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
645,PT04M02.00S,2025-03-04T03:11:55.5Z,4,REGULAR,steal,,[],1629652,,,1610612760,126,117,2025-03-04T03:11:57Z,6380000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
647,PT04M00.00S,2025-03-04T03:12:03.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628983,9.855453350854134,49.731924019607845,1610612760,128,117,2025-03-04T03:16:55Z,6400000,False,1.0,40.0,1,left,S. Gilgeous-Alexander DUNK (49 PTS) (C. Wallace 4 AST),"[1628983, 1641717]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,49.0,4.01,C. Wallace,1641717.0,4.0,,,,,
649,PT03M43.00S,2025-03-04T03:12:13.5Z,4,REGULAR,3pt,Jump Shot,[],1629098,97.32260183968464,94.85294117647058,1610612745,128,120,2025-03-04T03:12:18Z,6420000,False,224.0,-27.0,1,right,J. McVeigh 3PT  (6 PTS) (C. Whitmore 3 AST),"[1629098, 1641715]",1610612745.0,HOU,,,,McVeigh,J. McVeigh,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,6.0,22.6,C. Whitmore,1641715.0,3.0,,,,,
651,PT03M28.00S,2025-03-04T03:12:30.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,16.81997371879106,39.43780637254902,1610612760,128,120,2025-03-04T03:17:23Z,6440000,False,53.0,106.0,1,left,MISS J. Williams 11' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,11.81,,,,,,,,
652,PT03M26.00S,2025-03-04T03:12:32.2Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,128,120,2025-03-04T03:17:23Z,6450000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,651.0,,,,,,9.0,6.0,3.0,,
653,PT03M25.00S,2025-03-04T03:12:34.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631096,9.06701708278581,49.609375,1610612760,130,120,2025-03-04T03:17:31Z,6460000,False,2.0,33.0,1,left,C. Holmgren tip Layup (11 PTS),[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,11.0,3.28,,,,,,,,
654,PT03M07.00S,2025-03-04T03:12:51.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631466,94.61235216819973,38.94761029411765,1610612745,130,120,2025-03-04T03:17:57Z,6470000,False,-55.0,-2.0,1,right,MISS N. Williams driving Hook,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.53,,,,,,,,
655,PT03M06.00S,2025-03-04T03:12:52.6Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,130,120,2025-03-04T03:17:57Z,6480000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,654.0,,,,,,10.0,7.0,3.0,,
656,PT03M01.00S,2025-03-04T03:12:57.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641717,8.40998685939553,61.92555147058824,1610612760,130,120,2025-03-04T03:18:39Z,6490000,False,-60.0,27.0,1,left,MISS C. Wallace 6' cutting DUNK - blocked,"[1641717, 1641715]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.53,,,,,,,Whitmore,1641715.0
688,PT03M01.00S,2025-03-04T03:12:57.8Z,4,REGULAR,block,,[],1641715,,,1610612760,130,120,2025-03-04T03:22:30Z,6495000,False,,,0,,C. Whitmore BLOCK (3 BLK),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
657,PT02M59.00S,2025-03-04T03:12:59.8Z,4,REGULAR,rebound,offensive,[],1628983,,,1610612760,130,120,2025-03-04T03:18:39Z,6500000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,656.0,,,,,,5.0,3.0,2.0,,
