actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M32.00S,2023-01-08T20:13:32.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,3,2,2023-01-08T20:13:36Z,150000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,,Stewart,I. Stewart,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
21,PT10M19.00S,2023-01-08T20:13:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,86.15308804204993,61.76470588235294,1610612765,3,2,2023-01-08T20:14:38Z,160000,False,59.0,78.0,1,right,MISS B. Bogdanovic 9' turnaround fadeaway Shot,[202711],1610612765.0,DET,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,9.74,Missed,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
22,PT10M17.00S,2023-01-08T20:13:48.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,3,2,2023-01-08T20:13:51Z,170000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Harris,T. Harris,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT10M07.00S,2023-01-08T20:13:58.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,9.937582128777924,37.99019607843137,1610612755,3,2,2023-01-08T20:14:02Z,180000,False,60.0,41.0,1,left,MISS M. Harrell 7' turnaround Hook,[1626149],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.26,Missed,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2023-01-08T20:13:59.8Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,3,2,2023-01-08T20:13:59Z,190000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harris,T. Harris,,,,,,,,,23.0,2.0,1.0,1.0,,,,,
25,PT10M06.00S,2023-01-08T20:14:01.3Z,1,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612755,3,2,2023-01-08T20:14:14Z,200000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Harris 2 FT),"[1630165, 202699]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Hayes,K. Hayes,,,,202027.0,1.0,0.0,Harris,202699.0,,,,,,,,,
27,PT10M06.00S,2023-01-08T20:14:26.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,3,3,2023-01-08T20:14:26Z,220000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Made,1.0,Harris,T. Harris,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2023-01-08T20:14:40.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,3,4,2023-01-08T20:14:40Z,230000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Made,2.0,Harris,T. Harris,,,,,,,,,,,,,,,,,
29,PT09M47.00S,2023-01-08T20:15:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,95.3515111695138,53.67647058823529,1610612765,3,4,2023-01-08T20:15:04Z,240000,False,18.0,-9.0,1,right,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.04,Missed,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2023-01-08T20:15:03.6Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,3,4,2023-01-08T20:15:03Z,250000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,,,,,,,29.0,2.0,1.0,1.0,,,,,
31,PT09M42.00S,2023-01-08T20:15:05.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,87.59855453350855,96.56862745098039,1610612765,3,4,2023-01-08T20:15:17Z,260000,False,233.0,64.0,1,right,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,24.15,Missed,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
32,PT09M40.00S,2023-01-08T20:15:07.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,3,4,2023-01-08T20:15:17Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,31.0,,,,,,,,
34,PT09M35.00S,2023-01-08T20:15:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.178055190538765,48.03921568627451,1610612755,3,6,2023-01-08T20:17:09Z,290000,False,10.0,15.0,1,left,T. Maxey driving Layup (2 PTS) (J. Harden 1 AST),"[1630178, 201935]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,Maxey,T. Maxey,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
36,PT09M24.00S,2023-01-08T20:15:34.7Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612765,3,6,2023-01-08T20:15:46Z,310000,False,,,0,,M. Harrell shooting personal FOUL (1 PF) (Stewart 2 FT),"[1626149, 1630191]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Harrell,M. Harrell,,,,202027.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,
38,PT09M24.00S,2023-01-08T20:16:02.6Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,4,6,2023-01-08T20:16:02Z,330000,False,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,1.0,Stewart,I. Stewart,,,,,,,,,,,,,,,,,
39,PT09M24.00S,2023-01-08T20:16:15.1Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,5,6,2023-01-08T20:16:15Z,340000,False,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,2.0,Stewart,I. Stewart,,,,,,,,,,,,,,,,,
41,PT09M05.00S,2023-01-08T20:16:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,6.258212877792378,52.450980392156865,1610612755,5,8,2023-01-08T20:16:50Z,360000,False,-12.0,6.0,1,left,M. Harrell Layup (2 PTS) (J. Harden 2 AST),"[1626149, 201935]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,Harrell,M. Harrell,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
43,PT08M54.00S,2023-01-08T20:16:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.80354796320631,48.03921568627451,1610612765,7,8,2023-01-08T20:18:41Z,380000,False,-10.0,25.0,1,right,I. Stewart driving finger roll Layup (4 PTS) (J. Ivey 2 AST),"[1630191, 1631093]",1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,2.64,Made,4.0,Stewart,I. Stewart,J. Ivey,1631093.0,2.0,,,,,,,,,,,,,,
45,PT08M46.00S,2023-01-08T20:17:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612755,7,8,2023-01-08T20:17:19Z,400000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Harrell 2 FT),"[1631093, 1626149]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,,202027.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,
47,PT08M46.00S,2023-01-08T20:17:40.6Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,7,9,2023-01-08T20:17:40Z,420000,False,,,0,,M. Harrell Free Throw 1 of 2 (3 PTS),[1626149],1610612755.0,PHI,,,,,,,,,,Made,3.0,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
48,PT08M46.00S,2023-01-08T20:18:00.6Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,7,10,2023-01-08T20:18:00Z,430000,False,,,0,,M. Harrell Free Throw 2 of 2 (4 PTS),[1626149],1610612755.0,PHI,,,,,,,,,,Made,4.0,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2023-01-08T20:18:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,87.33574244415243,55.88235294117647,1610612765,7,10,2023-01-08T20:20:19Z,440000,False,29.0,67.0,1,right,MISS B. Bogdanovic 7' driving Layup - blocked,"[202711, 201935]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,Harden,201935.0,,,
50,PT08M34.00S,2023-01-08T20:18:17.7Z,1,REGULAR,block,,[],201935,,,1610612765,7,10,2023-01-08T20:22:02Z,450000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,
51,PT08M34.00S,2023-01-08T20:18:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,7,10,2023-01-08T20:18:32Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,49.0,,,,,,,,
53,PT08M25.00S,2023-01-08T20:18:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.64323258869908,53.18627450980392,1610612765,9,10,2023-01-08T20:20:44Z,480000,False,16.0,7.0,1,right,I. Stewart cutting Layup (6 PTS) (B. Bogdanovic 1 AST),"[1630191, 202711]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,1.75,Made,6.0,Stewart,I. Stewart,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,
55,PT08M14.00S,2023-01-08T20:18:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,11.777266754270697,52.94117647058824,1610612755,9,12,2023-01-08T20:19:01Z,500000,False,-15.0,58.0,1,left,M. Harrell 6' floating Jump Shot (6 PTS) (J. Harden 3 AST),"[1626149, 201935]",1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,6.0,Harrell,M. Harrell,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
57,PT08M06.00S,2023-01-08T20:19:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,94.43166885676742,54.166666666666664,1610612765,11,12,2023-01-08T20:19:10Z,520000,False,21.0,0.0,1,right,K. Hayes driving Layup (5 PTS),[1630165],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.08,Made,5.0,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
58,PT07M54.00S,2023-01-08T20:19:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,10.988830486202366,57.84313725490197,1610612755,11,12,2023-01-08T20:19:25Z,530000,False,-39.0,51.0,1,left,MISS T. Harris 6' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2023-01-08T20:19:20.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,11,12,2023-01-08T20:19:25Z,540000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Stewart,I. Stewart,,,,,,,,,58.0,2.0,2.0,0.0,,,,,
60,PT07M47.00S,2023-01-08T20:19:25.0Z,1,REGULAR,3pt,Jump Shot,[],202711,89.83245729303549,5.147058823529411,1610612765,11,12,2023-01-08T20:19:31Z,550000,False,-224.0,43.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.84,Missed,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
61,PT07M44.00S,2023-01-08T20:19:28.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,11,12,2023-01-08T20:19:31Z,560000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Harden,J. Harden,,,,,,,,,60.0,2.0,2.0,0.0,,,,,
62,PT07M35.00S,2023-01-08T20:19:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,5.863994743758213,3.6764705882352944,1610612755,11,15,2023-01-08T20:19:45Z,570000,False,232.0,3.0,1,left,T. Maxey 3PT  (5 PTS) (M. Harrell 1 AST),"[1630178, 1626149]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,23.16,Made,5.0,Maxey,T. Maxey,M. Harrell,1626149.0,1.0,,,,,,,,,,,,,,
64,PT07M17.00S,2023-01-08T20:19:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,68.80749014454665,72.05882352941177,1610612765,11,15,2023-01-08T20:19:58Z,590000,False,110.0,241.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,Bey,S. Bey,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2023-01-08T20:19:57.7Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612755,11,15,2023-01-08T20:19:58Z,600000,False,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Harrell,M. Harrell,,,,,,,,,64.0,1.0,1.0,0.0,,,,,
66,PT07M06.00S,2023-01-08T20:20:06.2Z,1,REGULAR,3pt,Jump Shot,[],201935,32.40801576872536,38.23529411764706,1610612755,11,18,2023-01-08T20:22:58Z,610000,False,59.0,252.0,1,left,J. Harden 25' 3PT pullup (5 PTS),[201935],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,25.89,Made,5.0,Harden,J. Harden,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2023-01-08T20:20:25.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,94.03745072273325,54.166666666666664,1610612765,13,18,2023-01-08T20:20:30Z,620000,False,21.0,4.0,1,right,I. Stewart DUNK (8 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.11,Made,8.0,Stewart,I. Stewart,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,
69,PT06M33.00S,2023-01-08T20:20:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,11.777266754270697,45.34313725490196,1610612755,13,18,2023-01-08T20:20:44Z,640000,False,23.0,58.0,1,left,MISS D. Melton 6' floating Shot,[1629001],1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2023-01-08T20:20:41.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,13,18,2023-01-08T20:20:44Z,650000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Stewart,I. Stewart,,,,,,,,,69.0,3.0,3.0,0.0,,,,,
71,PT06M26.00S,2023-01-08T20:20:46.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,92.19776609724047,52.69607843137255,1610612765,13,18,2023-01-08T20:24:19Z,660000,False,13.0,21.0,1,right,MISS J. Ivey running finger roll Layup,[1631093],1610612765.0,DET,running finger roll,,,,,,Restricted Area,0-8 Center,2.48,Missed,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2023-01-08T20:20:48.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,13,18,2023-01-08T20:20:53Z,670000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Harden,J. Harden,,,,,,,,,71.0,3.0,3.0,0.0,,,,,
73,PT06M20.00S,2023-01-08T20:20:53.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,6.915243101182654,48.77450980392157,1610612755,13,20,2023-01-08T20:21:12Z,680000,False,6.0,13.0,1,left,J. Harden running Layup (7 PTS),[201935],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,1.39,Made,7.0,Harden,J. Harden,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2023-01-08T20:20:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,20,2023-01-08T20:20:59Z,690000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M59.00S,2023-01-08T20:24:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,90.62089356110381,46.32352941176471,1610612765,15,20,2023-01-08T20:24:25Z,700000,False,-18.0,36.0,1,right,I. Stewart cutting Layup (10 PTS) (B. Bogdanovic 2 AST),"[1630191, 202711]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,4.02,Made,10.0,Stewart,I. Stewart,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,,,,
77,PT05M35.00S,2023-01-08T20:24:41.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.258212877792378,49.26470588235294,1610612755,15,20,2023-01-08T20:24:46Z,720000,False,4.0,6.0,1,left,MISS M. Harrell cutting DUNK,[1626149],1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,0.73,Missed,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2023-01-08T20:24:44.5Z,1,REGULAR,rebound,offensive,[],201935,,,1610612755,15,20,2023-01-08T20:24:44Z,730000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Harden,J. Harden,,,,,,,,,77.0,4.0,3.0,1.0,,,,,
79,PT05M24.00S,2023-01-08T20:24:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,7.046649145860711,39.705882352941174,1610612755,15,20,2023-01-08T20:25:39Z,740000,False,51.0,14.0,1,left,MISS J. Harden driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2023-01-08T20:24:55.8Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612755,15,20,2023-01-08T20:25:39Z,750000,False,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Harrell,M. Harrell,,,,,,,,,79.0,2.0,1.0,1.0,,,,,
81,PT05M21.00S,2023-01-08T20:24:56.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626149,5.590000152587891,50.0,1610612755,15,22,2023-01-08T20:26:13Z,760000,False,0.0,0.0,1,left,M. Harrell tip Layup (8 PTS),[1626149],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
82,PT05M01.00S,2023-01-08T20:25:15.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,73.19316688567675,34.63541666666667,1610612765,15,22,2023-01-08T20:26:51Z,770000,False,-77.0,199.0,1,right,MISS K. Hayes 21' pullup Shot - blocked,"[1630165, 1629001]",1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Left Center,21.38,Missed,,Hayes,K. Hayes,,,,,,,,,,,,,Melton,1629001.0,,,
83,PT05M01.00S,2023-01-08T20:25:15.1Z,1,REGULAR,block,,[],1629001,,,1610612765,15,22,2023-01-08T20:25:17Z,780000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,
84,PT04M58.00S,2023-01-08T20:25:18.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,15,22,2023-01-08T20:25:20Z,790000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,Harris,T. Harris,,,,,,,,,82.0,3.0,2.0,1.0,,,,,
85,PT04M51.00S,2023-01-08T20:25:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.178055190538765,58.333333333333336,1610612755,15,22,2023-01-08T20:27:23Z,800000,False,-42.0,15.0,1,left,MISS J. Harden driving finger roll Layup,[201935],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
86,PT04M51.00S,2023-01-08T20:25:25.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,15,22,2023-01-08T20:25:32Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,85.0,,,,,,,,
88,PT04M40.00S,2023-01-08T20:25:56.4Z,1,REGULAR,turnover,out-of-bounds,[],1630191,,,1610612765,15,22,2023-01-08T20:26:05Z,830000,False,,,0,,I. Stewart lost ball out-of-bounds TURNOVER (1 TO),[1630191],1610612765.0,DET,lost ball,,,,,,Restricted Area,0-8 Center,,,,Stewart,I. Stewart,,,,203177.0,,,,,,,,,,,1.0,,
89,PT04M40.00S,2023-01-08T20:26:05.5Z,1,REGULAR,substitution,out,[],1631093,,,1610612755,15,22,2023-01-08T20:26:22Z,840000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,
90,PT04M40.00S,2023-01-08T20:26:05.5Z,1,REGULAR,substitution,out,[],202699,,,1610612755,15,22,2023-01-08T20:26:22Z,850000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,
