actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
59,PT06M24.00S,2023-03-02T00:21:13.8Z,1,REGULAR,3pt,Jump Shot,[],203585,6.652431011826544,98.52941176470588,1610612765,12,20,2023-03-02T00:21:18Z,540000,False,-243.0,10.0,1,left,MISS R. McGruder 24' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,24.28,Missed,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2023-03-02T00:21:16.8Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,12,20,2023-03-02T00:21:18Z,550000,False,,,0,,P. Beverley REBOUND (Off:3 Def:3),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,59.0,6.0,3.0,3.0,,,,,,
61,PT06M09.00S,2023-03-02T00:21:29.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,90.48948751642575,4.166666666666666,1610612741,12,23,2023-03-02T00:21:36Z,560000,False,-229.0,37.0,1,right,A. Caruso 3PT  (3 PTS) (P. Beverley 3 AST),"[1627936, 201976]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.22,Made,3.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,
63,PT06M00.00S,2023-03-02T00:21:40.6Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612765,12,23,2023-03-02T00:21:51Z,580000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Ivey 2 FT),"[203897, 1631093]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,,,,,2714.0,,,,,,,,1.0,0.0,Ivey,1631093.0,,
65,PT06M00.00S,2023-03-02T00:22:08.9Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,12,23,2023-03-02T00:22:36Z,600000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2023-03-02T00:22:08.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,12,23,2023-03-02T00:22:36Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,
67,PT06M00.00S,2023-03-02T00:22:09.9Z,1,REGULAR,substitution,out,[],1630164,,,1610612765,12,23,2023-03-02T00:22:16Z,620000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M00.00S,2023-03-02T00:22:09.9Z,1,REGULAR,substitution,out,[],203585,,,1610612765,12,23,2023-03-02T00:22:16Z,630000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2023-03-02T00:22:09.9Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,12,23,2023-03-02T00:22:16Z,640000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2023-03-02T00:22:09.9Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,12,23,2023-03-02T00:22:16Z,650000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M00.00S,2023-03-02T00:22:08.9Z,1,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,12,23,2023-03-02T00:22:36Z,660000,False,,,0,,MISS J. Ivey Free Throw 2 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2023-03-02T00:22:11.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,12,23,2023-03-02T00:22:36Z,670000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,
73,PT05M36.00S,2023-03-02T00:22:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,91.14651773981603,54.65686274509803,1610612741,12,25,2023-03-02T00:23:03Z,680000,False,23.0,31.0,1,right,N. Vucevic driving Hook (4 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,3.85,Made,4.0,,,,,,,,,,,,,,,,,
75,PT05M36.00S,2023-03-02T00:23:01.4Z,1,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612741,12,25,2023-03-02T00:23:18Z,700000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Vucevic 1 FT),"[1628963, 202696]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,,,,,,,,1.0,0.0,Vucevic,202696.0,,
77,PT05M36.00S,2023-03-02T00:23:08.8Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,12,25,2023-03-02T00:23:17Z,720000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M36.00S,2023-03-02T00:23:08.8Z,1,REGULAR,substitution,out,[],201942,,,1610612741,12,25,2023-03-02T00:23:17Z,730000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2023-03-02T00:23:08.8Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,12,25,2023-03-02T00:23:17Z,740000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M36.00S,2023-03-02T00:23:08.8Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,12,25,2023-03-02T00:23:17Z,750000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M36.00S,2023-03-02T00:23:31.9Z,1,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,12,26,2023-03-02T00:23:31Z,760000,False,,,0,,N. Vucevic Free Throw 1 of 1 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2023-03-02T00:23:45.6Z,1,REGULAR,2pt,Jump Shot,[],1630165,21.632720105124836,74.75490196078431,1610612765,14,26,2023-03-02T00:23:53Z,770000,False,-124.0,151.0,1,left,K. Hayes 19' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,19.51,Made,2.0,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2023-03-02T00:24:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,73.9323258869908,82.35294117647058,1610612741,14,29,2023-03-02T00:24:15Z,780000,False,162.0,193.0,1,right,C. White 25' 3PT  (3 PTS) (P. Beverley 4 AST),"[1629632, 201976]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.15,Made,3.0,P. Beverley,201976.0,4.0,,,,,,,,,,,,,,
85,PT04M43.00S,2023-03-02T00:24:24.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,5.601182654402102,51.71568627450981,1610612765,16,29,2023-03-02T00:24:28Z,800000,False,-9.0,0.0,1,left,H. Diallo cutting DUNK (2 PTS) (B. Bogdanovic 2 AST),"[1628977, 202711]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.86,Made,2.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,,,,
87,PT04M33.00S,2023-03-02T00:24:34.0Z,1,REGULAR,2pt,Jump Shot,[],203897,89.17542706964521,78.92156862745098,1610612741,16,29,2023-03-02T00:24:40Z,820000,False,145.0,49.0,1,right,MISS Z. LaVine 15' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,15.28,Missed,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2023-03-02T00:24:36.0Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,16,29,2023-03-02T00:24:40Z,830000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,
89,PT04M18.00S,2023-03-02T00:24:52.7Z,1,REGULAR,foul,personal,[],1629632,,,1610612765,16,29,2023-03-02T00:25:13Z,840000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 202711]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,,,,,,,,1.0,0.0,Bogdanovic,202711.0,,
91,PT04M18.00S,2023-03-02T00:25:00.9Z,1,REGULAR,substitution,out,[],201976,,,1610612765,16,29,2023-03-02T00:25:03Z,860000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M18.00S,2023-03-02T00:25:00.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612765,16,29,2023-03-02T00:25:03Z,870000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2023-03-02T00:25:28.4Z,1,REGULAR,turnover,bad pass,[],1628977,,,1610612765,16,29,2023-03-02T00:27:10Z,880000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1629632]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,White,1629632.0
94,PT04M07.00S,2023-03-02T00:25:28.4Z,1,REGULAR,steal,,[],1629632,,,1610612741,16,29,2023-03-02T00:25:31Z,890000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2023-03-02T00:25:31.8Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,16,29,2023-03-02T00:27:16Z,892500,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630165]",1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,Hayes,1630165.0
