actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
642,PT05M37.00S,2023-02-11T02:19:14.1Z,4,REGULAR,2pt,Jump Shot,[],202711,16.245072273324574,70.09803921568627,1610612765,103,99,2023-02-11T02:21:52Z,6280000,False,-100.0,100.0,1,left,MISS B. Bogdanovic 14' step back Shot,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,14.19,Missed,,,,,,,,,,,,,,,,,,
643,PT05M34.00S,2023-02-11T02:19:17.1Z,4,REGULAR,rebound,offensive,[],1631093,,,1610612765,103,99,2023-02-11T02:19:19Z,6290000,False,,,0,,J. Ivey REBOUND (Off:2 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,642.0,7.0,5.0,2.0,,,,,,,,,,,,,,
644,PT05M31.00S,2023-02-11T02:19:20.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,32.802233902759525,21.07843137254902,1610612765,103,99,2023-02-11T02:19:25Z,6300000,False,145.0,256.0,1,left,MISS J. Ivey 29' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,29.38,Missed,,,,,,,,,,,,,,,,,,
645,PT05M27.00S,2023-02-11T02:19:24.9Z,4,REGULAR,rebound,offensive,[],1630587,,,1610612765,103,99,2023-02-11T02:19:25Z,6310000,False,,,0,,I. Livers REBOUND (Off:1 Def:4),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,644.0,5.0,4.0,1.0,,,,,,,,,,,,,,
646,PT05M14.00S,2023-02-11T02:19:37.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,6.389618922470433,95.58823529411765,1610612765,103,99,2023-02-11T02:19:44Z,6320000,False,-228.0,8.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
647,PT05M12.00S,2023-02-11T02:19:44.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,103,99,2023-02-11T02:19:44Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,646.0,,,,,,,,,,,,,,,,,
649,PT05M09.00S,2023-02-11T02:19:57.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,6.521024967148489,53.92156862745098,1610612765,105,99,2023-02-11T02:23:04Z,6350000,False,-20.0,9.0,1,left,J. Duren cutting DUNK (24 PTS) (J. Ivey 7 AST),"[1631105, 1631093]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,,24.0,J. Ivey,1631093.0,7.0,,,,,,,,,
651,PT04M41.00S,2023-02-11T02:20:26.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.43166885676742,53.67647058823529,1610612759,105,99,2023-02-11T02:31:21Z,6370000,False,18.0,0.0,1,right,MISS K. Bates-Diop reverse Layup - blocked,"[1628966, 1631105]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
652,PT04M41.00S,2023-02-11T02:20:26.0Z,4,REGULAR,block,,[],1631105,,,1610612759,105,99,2023-02-11T02:20:29Z,6380000,False,,,0,,J. Duren BLOCK (3 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT04M41.00S,2023-02-11T02:20:26.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,105,99,2023-02-11T02:20:33Z,6390000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,651.0,,,,,,,,,,,,,,,,,
655,PT04M39.00S,2023-02-11T02:20:50.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629676,97.19119579500656,13.23529411764706,1610612759,105,99,2023-02-11T02:21:13Z,6410000,False,-184.0,-26.0,1,right,MISS I. Roby 18' Jump Shot,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Mid-Range,16-24 Left,18.56,Missed,,,,,,,,,,,,,,,,,,
656,PT04M39.00S,2023-02-11T02:20:50.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,105,99,2023-02-11T02:20:57Z,6420000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,655.0,,,,,,,,,,,,,,,,,
657,PT04M39.00S,2023-02-11T02:20:59.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612759,105,99,2023-02-11T02:24:56Z,6430000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1151.0,,,,,,,,
658,PT04M26.00S,2023-02-11T02:21:19.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,11.645860709592641,85.29411764705883,1610612765,107,99,2023-02-11T02:21:24Z,6440000,False,-176.0,57.0,1,left,J. Ivey 18' pullup Jump Shot (9 PTS) (J. Duren 3 AST),"[1631093, 1631105]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left,18.55,Made,,,,,,9.0,J. Duren,1631105.0,3.0,,,,,,,,,
660,PT04M15.00S,2023-02-11T02:21:33.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612759,107,99,2023-02-11T02:21:44Z,6460000,False,,,0,,K. Hayes personal FOUL (3 PF) (Graham 2 FT),"[1630165, 1628984]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1830.0,3.0,0.0,Graham,1628984.0,,,,
662,PT04M15.00S,2023-02-11T02:22:00.3Z,4,REGULAR,freethrow,1 of 2,[],1628984,,,1610612759,107,100,2023-02-11T02:22:00Z,6480000,False,,,0,,D. Graham Free Throw 1 of 2 (19 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
663,PT04M15.00S,2023-02-11T02:22:06.1Z,4,REGULAR,substitution,out,[],1629676,,,1610612759,107,100,2023-02-11T02:22:12Z,6490000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT04M15.00S,2023-02-11T02:22:06.1Z,4,REGULAR,substitution,in,[],1626169,,,1610612759,107,100,2023-02-11T02:22:12Z,6500000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT04M15.00S,2023-02-11T02:22:27.4Z,4,REGULAR,freethrow,2 of 2,[],1628984,,,1610612759,107,101,2023-02-11T02:22:27Z,6510000,False,,,0,,D. Graham Free Throw 2 of 2 (20 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
666,PT04M09.00S,2023-02-11T02:22:38.2Z,4,REGULAR,turnover,discontinued dribble,[],1630165,,,1610612765,107,101,2023-02-11T02:22:49Z,6520000,False,,,0,,K. Hayes discontinued dribble TURNOVER (3 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,3.0,,,,,1830.0,,,,,,,,
667,PT03M54.00S,2023-02-11T02:23:10.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,91.01511169513797,3.1862745098039214,1610612759,107,104,2023-02-11T02:23:15Z,6530000,False,-234.0,32.0,1,right,D. Graham 3PT  (23 PTS) (K. Bates-Diop 4 AST),"[1628984, 1628966]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,23.63,Made,,,,,,23.0,K. Bates-Diop,1628966.0,4.0,,,,,,,,,
669,PT03M34.00S,2023-02-11T02:23:29.0Z,4,REGULAR,2pt,Jump Shot,[],1630165,20.71287779237845,60.29411764705882,1610612765,107,104,2023-02-11T02:26:55Z,6550000,False,-51.0,142.0,1,left,MISS K. Hayes 15' step back Shot,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Center,15.12,Missed,,,,,,,,,,,,,,,,,,
670,PT03M31.00S,2023-02-11T02:23:32.0Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,107,104,2023-02-11T02:23:34Z,6560000,False,,,0,,Z. Collins REBOUND (Off:1 Def:8),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Center,,,669.0,9.0,8.0,1.0,,,,,,,,,,,,,,
671,PT03M21.00S,2023-02-11T02:23:42.5Z,4,REGULAR,3pt,Jump Shot,[],1628984,67.09921156373193,24.754901960784316,1610612759,107,107,2023-02-11T02:27:22Z,6570000,False,-126.0,257.0,1,right,D. Graham 28' 3PT pullup (26 PTS),[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,28.61,Made,,,,,,26.0,,,,,,,,,,,,
672,PT03M21.00S,2023-02-11T02:23:51.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,107,107,2023-02-11T02:23:51Z,6580000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT03M02.00S,2023-02-11T02:25:41.1Z,4,REGULAR,2pt,Jump Shot,[],202711,16.245072273324574,75.98039215686273,1610612765,107,107,2023-02-11T02:29:35Z,6590000,False,-130.0,100.0,1,left,MISS B. Bogdanovic 16' pullup Shot - blocked,"[202711, 1628966]",1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,16.41,Missed,,,,,,,,,,,,,,,Bates-Diop,1628966.0,,
674,PT03M02.00S,2023-02-11T02:25:41.1Z,4,REGULAR,block,,[],1628966,,,1610612765,107,107,2023-02-11T02:25:44Z,6600000,False,,,0,,K. Bates-Diop BLOCK (1 BLK),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
675,PT03M01.00S,2023-02-11T02:25:42.1Z,4,REGULAR,rebound,offensive,[],202711,,,1610612765,107,107,2023-02-11T02:29:35Z,6610000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,673.0,2.0,1.0,1.0,,,,,,,,,,,,,,
676,PT02M59.00S,2023-02-11T02:25:46.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,10.463206307490145,49.50980392156863,1610612765,107,107,2023-02-11T02:29:48Z,6620000,False,2.0,46.0,1,left,MISS B. Bogdanovic driving finger roll Layup,[202711],1610612765.0,DET,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
677,PT02M58.00S,2023-02-11T02:25:47.6Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,107,107,2023-02-11T02:29:48Z,6630000,False,,,0,,J. Duren REBOUND (Off:5 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,676.0,12.0,7.0,5.0,,,,,,,,,,,,,,
678,PT02M57.00S,2023-02-11T02:25:52.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,109,107,2023-02-11T02:30:03Z,6640000,False,0.0,0.0,1,left,J. Duren tip Layup (26 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,26.0,,,,,,,,,,,,
679,PT02M42.00S,2023-02-11T02:25:59.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,91.40932982917214,55.392156862745104,1610612759,109,109,2023-02-11T02:30:30Z,6650000,False,27.0,28.0,1,right,Z. Collins driving floating Jump Shot (23 PTS) (D. Graham 3 AST),"[1628380, 1628984]",1610612759.0,SAS,driving floating,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,,23.0,D. Graham,1628984.0,3.0,,,,,,,,,
681,PT02M19.00S,2023-02-11T02:26:23.1Z,4,REGULAR,2pt,Jump Shot,[],1631093,13.748357424441524,78.67647058823529,1610612765,111,109,2023-02-11T02:31:54Z,6670000,False,-143.0,77.0,1,left,J. Ivey 16' pullup bank Jump Shot (11 PTS) (B. Bogdanovic 1 AST),"[1631093, 202711]",1610612765.0,DET,pullup bank,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left,16.26,Made,,,,,,11.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,
683,PT02M00.00S,2023-02-11T02:26:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,90.62089356110381,40.68627450980392,1610612759,111,109,2023-02-11T02:26:48Z,6690000,False,-47.0,36.0,1,right,MISS D. Graham driving Layup,[1628984],1610612759.0,SAS,driving,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
684,PT01M57.00S,2023-02-11T02:26:44.5Z,4,REGULAR,rebound,defensive,[],1630587,,,1610612765,111,109,2023-02-11T02:26:48Z,6700000,False,,,0,,I. Livers REBOUND (Off:1 Def:5),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,683.0,6.0,5.0,1.0,,,,,,,,,,,,,,
685,PT01M48.00S,2023-02-11T02:26:54.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.411957950065702,44.6078431372549,1610612765,113,109,2023-02-11T02:32:27Z,6710000,False,27.0,36.0,1,left,J. Duren cutting Layup (28 PTS) (J. Ivey 8 AST),"[1631105, 1631093]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,,,,,28.0,J. Ivey,1631093.0,8.0,,,,,,,,,
687,PT01M30.00S,2023-02-11T02:27:14.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,91.67214191852825,52.450980392156865,1610612759,113,111,2023-02-11T02:27:18Z,6730000,False,12.0,26.0,1,right,Z. Collins driving Layup (25 PTS) (M. Branham 2 AST),"[1628380, 1631103]",1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,25.0,M. Branham,1631103.0,2.0,,,,,,,,,
689,PT01M13.00S,2023-02-11T02:27:32.9Z,4,REGULAR,turnover,lost ball,[],1631093,,,1610612765,113,111,2023-02-11T02:27:39Z,6750000,False,,,0,,J. Ivey lost ball TURNOVER (3 TO),"[1631093, 1626169]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,3.0,,,,,,,,,,,,Johnson,1626169.0
690,PT01M13.00S,2023-02-11T02:27:32.9Z,4,REGULAR,steal,,[],1626169,,,1610612759,113,111,2023-02-11T02:27:35Z,6760000,False,,,0,,S. Johnson STEAL (3 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
692,PT01M10.00S,2023-02-11T02:27:37.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626169,92.46057818659659,52.450980392156865,1610612759,113,113,2023-02-11T02:33:32Z,6780000,False,12.0,18.0,1,right,S. Johnson running DUNK (6 PTS),[1626169],1610612759.0,SAS,running,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,6.0,,,,,,,,,,,,
693,PT00M46.10S,2023-02-11T02:28:05.1Z,4,REGULAR,2pt,Jump Shot,[],1630587,13.222733245729303,23.284313725490197,1610612765,113,113,2023-02-11T02:33:47Z,6790000,False,134.0,72.0,1,left,MISS I. Livers 15' turnaround fadeaway Shot,[1630587],1610612765.0,DET,turnaround fadeaway,,,Livers,I. Livers,,,,,Mid-Range,8-16 Right,15.17,Missed,,,,,,,,,,,,,,,,,,
694,PT00M43.40S,2023-02-11T02:28:07.8Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,113,113,2023-02-11T02:28:09Z,6800000,False,,,0,,Z. Collins REBOUND (Off:1 Def:9),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,693.0,10.0,9.0,1.0,,,,,,,,,,,,,,
695,PT00M25.10S,2023-02-11T02:28:26.4Z,4,REGULAR,3pt,Jump Shot,[],1628984,64.47109067017082,49.01960784313725,1610612759,113,113,2023-02-11T02:34:01Z,6810000,False,-5.0,281.0,1,right,MISS D. Graham 28' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,28.15,Missed,,,,,,,,,,,,,,,,,,
696,PT00M21.10S,2023-02-11T02:28:30.4Z,4,REGULAR,rebound,offensive,[],1626169,,,1610612759,113,113,2023-02-11T02:28:32Z,6820000,False,,,0,,S. Johnson REBOUND (Off:3 Def:6),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Center,,,695.0,9.0,6.0,3.0,,,,,,,,,,,,,,
697,PT00M18.00S,2023-02-11T02:28:33.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626169,84.77743101182654,47.45327818627451,1610612759,113,113,2023-02-11T02:34:31Z,6830000,False,-13.0,91.0,1,right,MISS S. Johnson 9' fadeaway Shot,[1626169],1610612759.0,SAS,fadeaway,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.15,Missed,,,,,,,,,,,,,,,,,,
698,PT00M15.30S,2023-02-11T02:28:36.3Z,4,REGULAR,rebound,defensive,[],202711,,,1610612765,113,113,2023-02-11T02:29:35Z,6840000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,697.0,3.0,2.0,1.0,,,,,,,,,,,,,,
699,PT00M14.00S,2023-02-11T02:28:42.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,113,113,2023-02-11T02:28:42Z,6850000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.90S,2023-02-11T02:30:43.2Z,4,REGULAR,2pt,Jump Shot,[],202711,13.748357424441524,24.019607843137255,1610612765,113,113,2023-02-11T02:35:21Z,6860000,False,130.0,77.0,1,left,MISS B. Bogdanovic 15' pullup bank Shot,[202711],1610612765.0,DET,pullup bank,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,15.09,Missed,,,,,,,,,,,,,,,,,,
701,PT00M00.90S,2023-02-11T02:30:43.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,113,113,2023-02-11T04:32:14Z,6870000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,700.0,,,,,,,,,,,,,,,,,
702,PT00M00.00S,2023-02-11T02:31:06.9Z,4,REGULAR,period,end,[],0,,,1610612765,113,113,2023-02-11T04:32:14Z,6880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M00.00S,2023-02-11T02:34:19.7Z,5,OVERTIME,period,start,[],0,,,0,113,113,2023-02-11T02:34:19Z,6890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT04M56.00S,2023-02-11T02:34:26.5Z,5,OVERTIME,jumpball,recovered,[],1626169,,,1610612759,113,113,2023-02-11T02:34:26Z,6910000,False,,,0,,Jump Ball Z. Collins vs. J. Duren: Tip to S. Johnson,"[1626169, 1628380, 1631105]",1610612759.0,SAS,startperiod,S. Johnson,1626169.0,Johnson,S. Johnson,Collins,1628380.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
708,PT04M56.00S,2023-02-11T02:34:31.5Z,5,OVERTIME,foul,personal,[],1631093,,,1610612759,113,113,2023-02-11T02:34:40Z,6940000,False,,,0,,J. Ivey personal FOUL (3 PF),"[1631093, 1626169]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1830.0,3.0,0.0,Johnson,1626169.0,,,,
710,PT04M38.00S,2023-02-11T02:35:05.6Z,5,OVERTIME,foul,personal,['2freethrow'],1631105,,,1610612759,113,113,2023-02-11T02:35:19Z,6960000,False,,,0,,J. Duren shooting personal FOUL (4 PF) (Collins 2 FT),"[1631105, 1628380]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1830.0,4.0,0.0,Collins,1628380.0,,,,
712,PT04M38.00S,2023-02-11T02:35:38.3Z,5,OVERTIME,freethrow,1 of 2,[],1628380,,,1610612759,113,114,2023-02-11T02:35:38Z,6980000,False,,,0,,Z. Collins Free Throw 1 of 2 (26 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,,26.0,,,,,,,,,,,,
713,PT04M38.00S,2023-02-11T02:35:53.5Z,5,OVERTIME,freethrow,2 of 2,[],1628380,,,1610612759,113,114,2023-02-11T02:35:53Z,6990000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
714,PT04M36.00S,2023-02-11T02:35:55.4Z,5,OVERTIME,rebound,defensive,[],1631105,,,1610612765,113,114,2023-02-11T02:35:55Z,7000000,False,,,0,,J. Duren REBOUND (Off:5 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,713.0,13.0,8.0,5.0,,,,,,,,,,,,,,
715,PT04M20.00S,2023-02-11T02:36:11.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1631105,10.463206307490145,49.01960784313725,1610612765,113,114,2023-02-11T02:36:18Z,7010000,False,5.0,46.0,1,left,MISS J. Duren cutting Layup,[1631105],1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
716,PT04M20.00S,2023-02-11T02:36:11.0Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612759,113,114,2023-02-11T02:36:18Z,7020000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,715.0,,,,,,,,,,,,,,,,,
718,PT04M08.00S,2023-02-11T02:36:33.7Z,5,OVERTIME,foul,personal,[],1631093,,,1610612759,113,114,2023-02-11T02:36:53Z,7040000,False,,,0,,J. Ivey personal FOUL (4 PF),"[1631093, 1631103]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1628954.0,4.0,0.0,Branham,1631103.0,,,,
720,PT04M00.00S,2023-02-11T02:37:10.3Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612759,113,114,2023-02-11T02:37:22Z,7060000,False,,,0,,J. Ivey shooting personal FOUL (5 PF) (Branham 2 FT),"[1631093, 1631103]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1830.0,5.0,0.0,Branham,1631103.0,,,,
722,PT04M00.00S,2023-02-11T02:37:39.9Z,5,OVERTIME,freethrow,1 of 2,[],1631103,,,1610612759,113,115,2023-02-11T02:37:39Z,7080000,False,,,0,,M. Branham Free Throw 1 of 2 (23 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
723,PT04M00.00S,2023-02-11T02:37:53.5Z,5,OVERTIME,freethrow,2 of 2,[],1631103,,,1610612759,113,116,2023-02-11T02:37:53Z,7090000,False,,,0,,M. Branham Free Throw 2 of 2 (24 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,24.0,,,,,,,,,,,,
724,PT03M52.00S,2023-02-11T02:38:07.5Z,5,OVERTIME,2pt,Jump Shot,[],1630165,10.85742444152431,71.32352941176471,1610612765,113,116,2023-02-11T02:38:46Z,7100000,False,-107.0,50.0,1,left,MISS K. Hayes 11' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,11.76,Missed,,,,,,,,,,,,,,,,,,
725,PT03M50.00S,2023-02-11T02:38:09.5Z,5,OVERTIME,rebound,offensive,[],1631105,,,1610612765,113,116,2023-02-11T02:38:46Z,7110000,False,,,0,,J. Duren REBOUND (Off:6 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,724.0,14.0,8.0,6.0,,,,,,,,,,,,,,
726,PT03M47.00S,2023-02-11T02:38:11.1Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,6.915243101182654,51.225490196078425,1610612765,113,116,2023-02-11T02:39:28Z,7120000,False,-6.0,13.0,1,left,MISS J. Duren putback Layup - blocked,"[1631105, 1628966]",1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,Bates-Diop,1628966.0,,
727,PT03M47.00S,2023-02-11T02:38:11.1Z,5,OVERTIME,block,,[],1628966,,,1610612765,113,116,2023-02-11T02:38:13Z,7130000,False,,,0,,K. Bates-Diop BLOCK (2 BLK),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
728,PT03M47.00S,2023-02-11T02:38:11.1Z,5,OVERTIME,rebound,offensive,[],1631105,,,1610612765,113,116,2023-02-11T02:38:17Z,7140000,False,,,0,,J. Duren REBOUND (Off:7 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,726.0,15.0,8.0,7.0,,,,,,,,,,,,,,
