actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
20,PT10M29.00S,2023-03-16T23:13:08.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203932,90.71944809461235,49.754901960784316,1610612743,0,6,2023-03-16T23:13:51Z,200000,False,-1.0,35.0,1,right,A. Gordon running DUNK (2 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,2.0,N. Jokic,203999.0,2.0,,,,,,,,
22,PT10M15.00S,2023-03-16T23:13:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,6.4881734559789805,52.94117647058824,1610612765,2,6,2023-03-16T23:14:16Z,220000,False,-15.0,8.0,1,left,E. Omoruyi driving Layup (2 PTS) (K. Hayes 1 AST),"[1630647, 1630165]",1610612765.0,DET,driving,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,,,
24,PT10M00.00S,2023-03-16T23:13:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.11366622864652,49.26470588235294,1610612743,2,8,2023-03-16T23:14:35Z,240000,False,-4.0,31.0,1,right,A. Gordon finger roll Layup (4 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,4.0,J. Murray,1627750.0,1.0,,,,,,,,
26,PT09M49.00S,2023-03-16T23:13:48.7Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,2,8,2023-03-16T23:13:57Z,260000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 203484]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Caldwell-Pope,203484.0
27,PT09M49.00S,2023-03-16T23:13:48.7Z,1,REGULAR,steal,,[],203484,,,1610612743,2,8,2023-03-16T23:13:51Z,270000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2023-03-16T23:13:54.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,66.40932982917215,54.16666666666667,1610612743,2,8,2023-03-16T23:15:45Z,280000,False,21.0,263.0,1,right,MISS M. Porter Jr. 26' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.41,Missed,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2023-03-16T23:13:56.5Z,1,REGULAR,rebound,offensive,[],1627750,,,1610612743,2,8,2023-03-16T23:22:05Z,290000,False,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,
30,PT09M40.00S,2023-03-16T23:13:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,93.61038107752957,44.607843137254896,1610612743,2,8,2023-03-16T23:16:35Z,300000,False,-27.0,8.0,1,right,MISS M. Porter Jr. driving Layup - blocked,"[1629008, 1630165]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.8,Missed,Hayes,1630165.0,,,,,,,,,,,,,,,,
31,PT09M40.00S,2023-03-16T23:13:57.1Z,1,REGULAR,block,,[],1630165,,,1610612743,2,8,2023-03-16T23:14:00Z,310000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M40.00S,2023-03-16T23:13:57.1Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,2,8,2023-03-16T23:14:03Z,320000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Restricted Area,0-8 Center,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M31.00S,2023-03-16T23:14:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203585,6.8823915900131425,39.21568627450981,1610612765,2,8,2023-03-16T23:17:34Z,330000,False,54.0,12.0,1,left,MISS R. McGruder driving floating bank Shot,[203585],1610612765.0,DET,driving floating bank,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
34,PT09M28.00S,2023-03-16T23:14:09.2Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,2,8,2023-03-16T23:14:12Z,340000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT09M28.00S,2023-03-16T23:14:09.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630164,5.699737187910642,54.65686274509804,1610612765,4,8,2023-03-16T23:17:46Z,350000,False,-23.0,1.0,1,left,J. Wiseman putback DUNK (2 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,2.0,,,,,,,,,,,
36,PT09M15.00S,2023-03-16T23:14:23.0Z,1,REGULAR,2pt,Jump Shot,[],1629008,88.87976346911958,79.65686274509804,1610612743,4,8,2023-03-16T23:14:33Z,360000,False,148.0,52.0,1,right,MISS M. Porter Jr. 15' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,15.72,Missed,,,,,,,,,,,,,,,,,,
37,PT09M13.00S,2023-03-16T23:14:25.0Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,4,8,2023-03-16T23:14:33Z,370000,False,,,0,,R. McGruder REBOUND (Off:0 Def:2),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Mid-Range,8-16 Right,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT09M05.00S,2023-03-16T23:14:35.6Z,1,REGULAR,foul,personal,[],1627750,,,1610612765,4,8,2023-03-16T23:14:45Z,380000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1630647]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1627534.0,,1.0,0.0,Omoruyi,1630647.0,,
40,PT08M54.00S,2023-03-16T23:15:05.6Z,1,REGULAR,2pt,Jump Shot,[],1631093,20.285808147174762,32.59803921568627,1610612765,4,8,2023-03-16T23:18:19Z,400000,False,87.0,138.0,1,left,MISS J. Ivey 16' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,16.33,Missed,,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2023-03-16T23:15:10.6Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,4,8,2023-03-16T23:15:15Z,410000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Right Center,,,,,40.0,2.0,0.0,2.0,,,,,,,,,,,,
42,PT08M49.00S,2023-03-16T23:15:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,5.590000152587891,50.0,1610612765,6,8,2023-03-16T23:15:09Z,420000,False,0.0,0.0,1,left,J. Wiseman tip Layup (4 PTS),[1630164],1610612765.0,DET,tip,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
43,PT08M43.00S,2023-03-16T23:15:16.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.34756898817345,43.872549019607845,1610612743,6,10,2023-03-16T23:15:23Z,430000,False,-31.0,10.0,1,right,A. Gordon alley-oop DUNK (6 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,6.0,N. Jokic,203999.0,3.0,,,,,,,,
45,PT08M39.00S,2023-03-16T23:15:22.6Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612765,6,10,2023-03-16T23:15:30Z,450000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Ivey 2 FT),"[203999, 1631093]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2882.0,,1.0,0.0,Ivey,1631093.0,,
47,PT08M39.00S,2023-03-16T23:15:49.9Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,6,10,2023-03-16T23:15:49Z,470000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT08M39.00S,2023-03-16T23:15:49.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,6,10,2023-03-16T23:15:49Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,
49,PT08M39.00S,2023-03-16T23:16:06.3Z,1,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,7,10,2023-03-16T23:16:06Z,490000,False,,,0,,J. Ivey Free Throw 2 of 2 (1 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
50,PT08M20.00S,2023-03-16T23:16:27.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,93.2161629434954,12.009803921568633,1610612743,7,10,2023-03-16T23:16:35Z,500000,False,-190.0,11.0,1,right,MISS M. Porter Jr. 19' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,19.03,Missed,,,,,,,,,,,,,,,,,,
51,PT08M17.00S,2023-03-16T23:16:30.4Z,1,REGULAR,rebound,defensive,[],1630647,,,1610612765,7,10,2023-03-16T23:16:35Z,510000,False,,,0,,E. Omoruyi REBOUND (Off:0 Def:1),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Mid-Range,16-24 Left,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT08M09.00S,2023-03-16T23:16:37.4Z,1,REGULAR,2pt,Jump Shot,[],1631093,18.446123521681997,26.225490196078425,1610612765,7,10,2023-03-16T23:16:41Z,520000,False,119.0,121.0,1,left,MISS J. Ivey 16' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,16.96,Missed,,,,,,,,,,,,,,,,,,
53,PT08M06.00S,2023-03-16T23:16:40.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,7,10,2023-03-16T23:16:41Z,530000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,
54,PT08M03.00S,2023-03-16T23:16:44.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203932,92.16491458607096,54.16666666666667,1610612743,7,12,2023-03-16T23:23:34Z,540000,False,21.0,21.0,1,right,A. Gordon running DUNK (8 PTS),[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,8.0,,,,,,,,,,,
55,PT07M41.00S,2023-03-16T23:17:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,5.962549277266746,54.411764705882355,1610612765,9,12,2023-03-16T23:17:17Z,550000,False,-22.0,4.0,1,left,E. Omoruyi cutting Layup (4 PTS) (J. Wiseman 1 AST),"[1630647, 1630164]",1610612765.0,DET,cutting,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,4.0,J. Wiseman,1630164.0,1.0,,,,,,,,
57,PT07M31.00S,2023-03-16T23:17:16.2Z,1,REGULAR,2pt,Jump Shot,[],1627750,86.64586070959264,34.06862745098039,1610612743,9,14,2023-03-16T23:17:50Z,570000,False,-80.0,73.0,1,right,J. Murray 10' pullup Jump Shot (6 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,10.81,Made,,,,,,,6.0,,,,,,,,,,,
58,PT07M21.00S,2023-03-16T23:17:29.0Z,1,REGULAR,foul,personal,[],203484,,,1610612765,9,14,2023-03-16T23:17:32Z,580000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1631093]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2882.0,,1.0,0.0,Ivey,1631093.0,,
60,PT07M13.00S,2023-03-16T23:17:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,6.619579500657039,53.92156862745098,1610612765,11,14,2023-03-16T23:18:00Z,600000,False,-20.0,10.0,1,left,E. Omoruyi cutting Layup (6 PTS) (K. Hayes 2 AST),"[1630647, 1630165]",1610612765.0,DET,cutting,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,6.0,K. Hayes,1630165.0,2.0,,,,,,,,
75,PT06M54.00S,2023-03-16T23:18:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,83.49211563731932,62.00980392156863,1610612743,11,14,2023-03-16T23:24:51Z,635000,False,60.0,103.0,1,right,MISS K. Caldwell-Pope 11' driving Layup - blocked,"[203484, 1630165]",1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,11.89,Missed,Hayes,1630165.0,,,,,,,,,,,,,,,,
76,PT06M54.00S,2023-03-16T23:18:13.0Z,1,REGULAR,block,,[],1630165,,,1610612743,11,14,2023-03-16T23:21:22Z,637500,False,,,0,,K. Hayes BLOCK (2 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
77,PT06M54.00S,2023-03-16T23:18:13.0Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,11,14,2023-03-16T23:21:22Z,638750,False,,,0,,R. McGruder REBOUND (Off:0 Def:3),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),8-16 Center,,,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,
64,PT06M49.00S,2023-03-16T23:18:15.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630647,7.013797634691201,44.85294117647059,1610612765,13,14,2023-03-16T23:25:40Z,640000,False,26.0,13.0,1,left,E. Omoruyi running DUNK (8 PTS) (R. McGruder 1 AST),"[1630647, 203585]",1610612765.0,DET,running,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,8.0,R. McGruder,203585.0,1.0,,,,,,,,
66,PT06M32.00S,2023-03-16T23:18:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,91.90210249671485,54.411764705882355,1610612743,13,14,2023-03-16T23:18:46Z,660000,False,22.0,24.0,1,right,MISS K. Caldwell-Pope driving finger roll Layup,[203484],1610612743.0,DEN,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2023-03-16T23:18:35.8Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,13,14,2023-03-16T23:18:46Z,670000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,66.0,3.0,1.0,2.0,,,,,,,,,,,,
68,PT06M24.00S,2023-03-16T23:18:40.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630165,17.526281208935615,64.70588235294117,1610612765,13,14,2023-03-16T23:26:43Z,680000,False,-74.0,112.0,1,left,MISS K. Hayes 13' running pullup Shot,[1630165],1610612765.0,DET,running pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,13.41,Missed,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2023-03-16T23:18:43.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,14,2023-03-16T23:19:29Z,690000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Left,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,
70,PT06M18.00S,2023-03-16T23:18:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,92.42772667542707,55.3921568627451,1610612743,13,14,2023-03-16T23:27:09Z,700000,False,27.0,19.0,1,right,MISS K. Caldwell-Pope running Layup,[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2023-03-16T23:18:46.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,13,14,2023-03-16T23:21:59Z,720000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,70.0,,,,,,,,,,,,,,,
74,PT06M18.00S,2023-03-16T23:19:10.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,14,2023-03-16T23:20:00Z,740000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M18.00S,2023-03-16T23:21:35.2Z,1,REGULAR,substitution,out,[],203484,,,1610612765,13,14,2023-03-16T23:21:50Z,750000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M18.00S,2023-03-16T23:21:35.2Z,1,REGULAR,substitution,in,[],1628971,,,1610612765,13,14,2023-03-16T23:21:50Z,760000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M01.00S,2023-03-16T23:22:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,5.436925098554539,53.67647058823529,1610612765,15,14,2023-03-16T23:28:24Z,770000,False,-18.0,-1.0,1,left,J. Wiseman driving Layup (6 PTS) (J. Ivey 1 AST),"[1630164, 1631093]",1610612765.0,DET,driving,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,6.0,J. Ivey,1631093.0,1.0,,,,,,,,
82,PT05M36.00S,2023-03-16T23:22:31.7Z,1,REGULAR,3pt,Jump Shot,[],1627750,66.5407358738502,50.98039215686275,1610612743,15,17,2023-03-16T23:22:37Z,790000,False,5.0,262.0,1,right,J. Murray 26' 3PT step back (9 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,9.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
157,PT05M17.00S,2023-03-16T23:22:52.9Z,1,REGULAR,2pt,Jump Shot,[],1631093,19.8915900131406,29.90196078431373,1610612765,15,17,2023-03-16T23:36:44Z,810000,False,100.0,134.0,1,left,MISS J. Ivey 16' pullup Shot - blocked,"[1631093, 1628971]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,16.79,Missed,Brown,1628971.0,,,,,,,,,,,,,,,,
158,PT05M17.00S,2023-03-16T23:22:52.9Z,1,REGULAR,block,,[],1628971,,,1610612765,15,17,2023-03-16T23:36:29Z,815000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
159,PT05M17.00S,2023-03-16T23:22:52.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,15,17,2023-03-16T23:36:29Z,817500,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,157.0,,,,,,,,,,,,,,,
85,PT05M09.00S,2023-03-16T23:23:14.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630165,12.927069645203687,61.76470588235294,1610612765,15,17,2023-03-16T23:36:29Z,820000,False,-59.0,69.0,1,left,MISS K. Hayes 9' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,9.07,Missed,,,,,,,,,,,,,,,,,,
