actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
411,PT06M30.00S,2023-02-04T01:33:41.1Z,3,REGULAR,turnover,bad pass,[],202330,,,1610612766,78,81,2023-02-04T01:33:47Z,4030000,False,,,0,,G. Hayward bad pass TURNOVER (3 TO),"[202330, 1631105]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Hayward,G. Hayward,,,,,3.0,Duren,1631105.0,,,,,,,,,,,,
412,PT06M30.00S,2023-02-04T01:33:41.1Z,3,REGULAR,steal,,[],1631105,,,1610612765,78,81,2023-02-04T01:33:43Z,4040000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
413,PT06M25.00S,2023-02-04T01:33:46.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630191,7.703679369250986,47.549019607843135,1610612765,78,81,2023-02-04T01:34:08Z,4050000,False,12.0,20.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.34,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
414,PT06M22.00S,2023-02-04T01:33:49.7Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,78,81,2023-02-04T01:34:08Z,4060000,False,,,0,,I. Stewart REBOUND (Off:4 Def:7),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Stewart,I. Stewart,413.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
415,PT06M20.00S,2023-02-04T01:33:51.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202692,27.677398160315374,18.872549019607842,1610612765,81,81,2023-02-04T01:33:58Z,4070000,False,156.0,208.0,1,left,A. Burks 25' 3PT  (11 PTS) (I. Stewart 5 AST),"[202692, 1630191]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.95,Made,Burks,A. Burks,,,,,,,,11.0,I. Stewart,1630191.0,5.0,,,,,,,,
417,PT05M59.00S,2023-02-04T01:34:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.48948751642575,53.431372549019606,1610612766,81,81,2023-02-04T01:34:16Z,4090000,False,17.0,37.0,1,right,MISS P. Washington Layup,[1629023],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,4.07,Missed,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
418,PT05M57.00S,2023-02-04T01:34:14.6Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,81,81,2023-02-04T01:34:14Z,4100000,False,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,417.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
419,PT05M53.00S,2023-02-04T01:34:18.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,94.95729303547962,2.696078431372549,1610612766,81,84,2023-02-04T01:34:21Z,4110000,False,-237.0,-5.0,1,right,T. Rozier 3PT  (22 PTS) (L. Ball 7 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.66,Made,Rozier,T. Rozier,,,,,,,,22.0,L. Ball,1630163.0,7.0,,,,,,,,
421,PT05M33.00S,2023-02-04T01:34:37.6Z,3,REGULAR,3pt,Jump Shot,[],1630191,26.363337713534822,13.725490196078432,1610612765,81,84,2023-02-04T01:34:41Z,4130000,False,181.0,195.0,1,left,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.65,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
422,PT05M31.00S,2023-02-04T01:34:40.2Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,81,84,2023-02-04T01:34:40Z,4140000,False,,,0,,T. Rozier REBOUND (Off:1 Def:4),[1626179],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Rozier,T. Rozier,421.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
423,PT05M27.00S,2023-02-04T01:34:44.2Z,3,REGULAR,3pt,Jump Shot,[],1630163,65.52233902759527,17.401960784313726,1610612766,81,84,2023-02-04T01:34:50Z,4150000,False,-163.0,272.0,1,right,MISS L. Ball 31' 3PT,[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,31.68,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
424,PT05M23.00S,2023-02-04T01:34:48.2Z,3,REGULAR,rebound,defensive,[],202692,,,1610612765,81,84,2023-02-04T01:34:50Z,4160000,False,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Burks,A. Burks,423.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
425,PT05M10.00S,2023-02-04T01:35:00.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,6.1268068331143235,45.34313725490196,1610612765,83,84,2023-02-04T01:35:07Z,4170000,False,23.0,5.0,1,left,A. Burks driving Layup (13 PTS),[202692],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.39,Made,Burks,A. Burks,,,,,,,,13.0,,,,,,,,,,,
426,PT04M56.00S,2023-02-04T01:35:20.5Z,3,REGULAR,turnover,traveling,[],202330,,,1610612766,83,84,2023-02-04T01:35:26Z,4180000,False,,,0,,G. Hayward traveling TURNOVER (4 TO),[202330],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hayward,G. Hayward,,,,,4.0,,,,,,,,,203593.0,,,,,
427,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,out,[],202692,,,1610612765,83,84,2023-02-04T01:35:52Z,4190000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
428,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,83,84,2023-02-04T01:35:52Z,4200000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
429,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,out,[],1630163,,,1610612765,83,84,2023-02-04T01:35:52Z,4210000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
430,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,out,[],202330,,,1610612765,83,84,2023-02-04T01:35:52Z,4220000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
431,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,83,84,2023-02-04T01:35:52Z,4230000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
432,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,in,[],1630180,,,1610612765,83,84,2023-02-04T01:35:52Z,4240000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
433,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,in,[],1629667,,,1610612765,83,84,2023-02-04T01:35:52Z,4250000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
434,PT04M56.00S,2023-02-04T01:35:24.8Z,3,REGULAR,substitution,in,[],1628372,,,1610612765,83,84,2023-02-04T01:35:52Z,4260000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
435,PT04M41.00S,2023-02-04T01:36:03.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202711,19.66162943495401,31.61764705882353,1610612765,83,84,2023-02-04T01:36:08Z,4270000,False,92.0,132.0,1,left,MISS B. Bogdanovic 16' step back Shot,[202711],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Right Center,16.11,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
436,PT04M38.00S,2023-02-04T01:36:06.8Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,83,84,2023-02-04T01:36:08Z,4280000,False,,,0,,T. Rozier REBOUND (Off:1 Def:5),[1626179],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,,Rozier,T. Rozier,435.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
437,PT04M32.00S,2023-02-04T01:36:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.11760840998686,42.8921568627451,1610612766,83,84,2023-02-04T01:39:36Z,4290000,False,-36.0,12.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,3.75,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
439,PT04M32.00S,2023-02-04T01:36:13.2Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,83,84,2023-02-04T01:36:23Z,4310000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Plumlee,M. Plumlee,437.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
440,PT04M32.00S,2023-02-04T01:36:19.8Z,3,REGULAR,foul,personal,[],1630180,,,1610612766,83,84,2023-02-04T01:36:39Z,4320000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 203486]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,,,,,,,,,,,,,,2005.0,1.0,0.0,Plumlee,203486.0,
442,PT04M24.00S,2023-02-04T01:36:50.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,74.58935611038108,9.558823529411764,1610612766,83,84,2023-02-04T01:36:57Z,4340000,False,-202.0,186.0,1,right,MISS T. Rozier 27' 3PT,[1626179],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,27.5,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
443,PT04M21.00S,2023-02-04T01:36:53.1Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,83,84,2023-02-04T01:36:57Z,4350000,False,,,0,,J. Duren REBOUND (Off:1 Def:8),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Duren,J. Duren,442.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
444,PT04M10.00S,2023-02-04T01:37:03.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,6.783837056504599,42.15686274509804,1610612765,85,84,2023-02-04T01:37:12Z,4360000,False,39.0,11.0,1,left,J. Duren Hook (10 PTS) (J. Ivey 6 AST),"[1631105, 1631093]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,4.08,Made,Duren,J. Duren,,,,,,,,10.0,J. Ivey,1631093.0,6.0,,,,,,,,
446,PT03M53.00S,2023-02-04T01:37:20.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,91.67214191852825,49.754901960784316,1610612766,85,86,2023-02-04T01:37:27Z,4380000,False,-1.0,26.0,1,right,M. Plumlee driving DUNK (8 PTS),[203486],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,2.58,Made,Plumlee,M. Plumlee,,,,,,,,8.0,,,,,,,,,,,
447,PT03M48.00S,2023-02-04T01:37:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.229303547963205,50.49019607843137,1610612765,85,86,2023-02-04T01:37:32Z,4390000,False,-2.0,25.0,1,left,MISS J. Ivey driving Layup - blocked,"[1631093, 1628372]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.5,Missed,Ivey,J. Ivey,,,,,,,,,,,,Smith Jr.,1628372.0,,,,,,
448,PT03M48.00S,2023-02-04T01:37:26.5Z,3,REGULAR,block,,[],1628372,,,1610612765,85,86,2023-02-04T01:37:28Z,4400000,False,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
449,PT03M48.00S,2023-02-04T01:37:26.5Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612766,85,86,2023-02-04T01:37:32Z,4410000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,D. Smith Jr.,447.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
450,PT03M38.00S,2023-02-04T01:37:36.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.11760840998686,53.67647058823529,1610612766,85,86,2023-02-04T01:37:42Z,4420000,False,18.0,12.0,1,right,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,2.21,Missed,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
451,PT03M32.00S,2023-02-04T01:37:42.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,85,86,2023-02-04T01:37:42Z,4430000,False,,,0,,S. Bey REBOUND (Off:2 Def:3),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,450.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
452,PT03M32.00S,2023-02-04T01:37:41.8Z,3,REGULAR,turnover,bad pass,[],1630180,,,1610612765,85,86,2023-02-04T01:37:46Z,4440000,False,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1626179]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bey,S. Bey,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,,
453,PT03M32.00S,2023-02-04T01:37:41.8Z,3,REGULAR,steal,,[],1626179,,,1610612766,85,86,2023-02-04T01:37:43Z,4450000,False,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
454,PT03M28.00S,2023-02-04T01:37:45.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,93.64323258869908,2.450980392156863,1610612766,85,86,2023-02-04T01:37:50Z,4460000,False,-238.0,7.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.78,Missed,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
455,PT03M25.00S,2023-02-04T01:37:48.2Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,85,86,2023-02-04T01:37:48Z,4470000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Ivey,J. Ivey,454.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
456,PT03M20.00S,2023-02-04T01:37:53.9Z,3,REGULAR,3pt,Jump Shot,[],202711,8.754927726675426,2.2058823529411766,1610612765,85,86,2023-02-04T01:37:59Z,4480000,False,239.0,30.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,24.09,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
457,PT03M20.00S,2023-02-04T01:37:53.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,85,86,2023-02-04T01:37:59Z,4490000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,,,456.0,,,,,,,,,,,,,,,,,,
459,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,85,86,2023-02-04T01:38:33Z,4510000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
460,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,85,86,2023-02-04T01:38:33Z,4520000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
461,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,out,[],202711,,,1610612765,85,86,2023-02-04T01:38:33Z,4530000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
462,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,out,[],203486,,,1610612765,85,86,2023-02-04T01:38:33Z,4540000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
463,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,out,[],1629023,,,1610612765,85,86,2023-02-04T01:38:33Z,4550000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
464,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,in,[],1630587,,,1610612765,85,86,2023-02-04T01:38:33Z,4560000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,
465,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,in,[],1630191,,,1610612765,85,86,2023-02-04T01:38:33Z,4570000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
466,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,in,[],1628977,,,1610612765,85,86,2023-02-04T01:38:33Z,4580000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
467,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,in,[],1630208,,,1610612765,85,86,2023-02-04T01:38:33Z,4590000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,
468,PT03M20.00S,2023-02-04T01:38:00.2Z,3,REGULAR,substitution,in,[],1630550,,,1610612765,85,86,2023-02-04T01:38:33Z,4600000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
469,PT03M16.00S,2023-02-04T01:38:44.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,8.623521681997373,2.941176470588235,1610612765,88,86,2023-02-04T01:38:49Z,4610000,False,235.0,29.0,1,left,S. Bey 3PT  (12 PTS) (K. Hayes 5 AST),"[1630180, 1630165]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.7,Made,Bey,S. Bey,,,,,,,,12.0,K. Hayes,1630165.0,5.0,,,,,,,,
471,PT02M58.00S,2023-02-04T01:39:09.9Z,3,REGULAR,foul,personal,[],1628977,,,1610612766,88,86,2023-02-04T01:39:23Z,4630000,False,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 1629667]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Diallo,H. Diallo,,,,,,,,,,,,,,2005.0,2.0,0.0,McDaniels,1629667.0,
473,PT02M58.00S,2023-02-04T01:39:20.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,88,86,2023-02-04T01:39:20Z,4650000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M55.00S,2023-02-04T01:42:05.1Z,3,REGULAR,turnover,bad pass,[],1628372,,,1610612766,88,86,2023-02-04T01:42:09Z,4660000,False,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1628977]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Smith Jr.,D. Smith Jr.,,,,,1.0,Diallo,1628977.0,,,,,,,,,,,,
475,PT02M55.00S,2023-02-04T01:42:05.1Z,3,REGULAR,steal,,[],1628977,,,1610612765,88,86,2023-02-04T01:42:07Z,4670000,False,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
476,PT02M34.00S,2023-02-04T01:42:25.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,19.136005256241788,51.470588235294116,1610612765,88,86,2023-02-04T01:42:29Z,4680000,False,-7.0,127.0,1,left,MISS K. Hayes 12' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.76,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
477,PT02M32.00S,2023-02-04T01:42:27.2Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,88,86,2023-02-04T01:42:27Z,4690000,False,,,0,,I. Stewart REBOUND (Off:5 Def:7),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Stewart,I. Stewart,476.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
478,PT02M25.00S,2023-02-04T01:42:35.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630165,32.802233902759525,44.85294117647059,1610612765,88,86,2023-02-04T01:42:39Z,4700000,False,26.0,256.0,1,left,MISS K. Hayes 25' pullup 3PT,[1630165],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,25.71,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
479,PT02M22.00S,2023-02-04T01:42:37.6Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,88,86,2023-02-04T01:42:37Z,4710000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Richards,N. Richards,478.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
480,PT02M14.00S,2023-02-04T01:42:45.2Z,3,REGULAR,2pt,Jump Shot,[],1628372,76.42904073587385,46.81372549019608,1610612766,88,88,2023-02-04T01:42:50Z,4720000,False,-16.0,169.0,1,right,D. Smith Jr. 16' pullup Jump Shot (2 PTS),[1628372],1610612766.0,CHA,pullup,,,,,,Mid-Range,16-24 Center,16.98,Made,Smith Jr.,D. Smith Jr.,,,,,,,,2.0,,,,,,,,,,,
481,PT01M52.00S,2023-02-04T01:43:07.5Z,3,REGULAR,turnover,bad pass,[],1630587,,,1610612765,88,88,2023-02-04T01:43:12Z,4730000,False,,,0,,I. Livers bad pass TURNOVER (3 TO),"[1630587, 1630550]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Livers,I. Livers,,,,,3.0,Thor,1630550.0,,,,,,,,,,,,
482,PT01M52.00S,2023-02-04T01:43:07.5Z,3,REGULAR,steal,,[],1630550,,,1610612766,88,88,2023-02-04T01:43:09Z,4740000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
483,PT01M43.00S,2023-02-04T01:43:16.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629667,90.62089356110381,53.92156862745098,1610612766,88,90,2023-02-04T01:43:21Z,4750000,False,20.0,36.0,1,right,J. McDaniels driving Layup (11 PTS),[1629667],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,4.07,Made,McDaniels,J. McDaniels,,,,,,,,11.0,,,,,,,,,,,
484,PT01M25.00S,2023-02-04T01:43:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.440867279894875,53.431372549019606,1610612765,90,90,2023-02-04T01:43:39Z,4760000,False,-17.0,17.0,1,left,I. Stewart driving Layup (8 PTS),[1630191],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.45,Made,Stewart,I. Stewart,,,,,,,,8.0,,,,,,,,,,,
485,PT01M05.00S,2023-02-04T01:43:56.9Z,3,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612766,90,90,2023-02-04T01:44:07Z,4770000,False,,,0,,K. Hayes shooting personal FOUL (2 PF) (Rozier 2 FT),"[1630165, 1626179]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Hayes,K. Hayes,,,,,,,,,,,,,,203593.0,2.0,0.0,Rozier,1626179.0,
487,PT01M05.00S,2023-02-04T01:44:26.0Z,3,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,90,91,2023-02-04T01:44:51Z,4790000,False,,,0,,T. Rozier Free Throw 1 of 2 (23 PTS),[1626179],1610612766.0,CHA,,,,,,,,,,Made,Rozier,T. Rozier,,,,,,,,23.0,,,,,,,,,,,
488,PT01M05.00S,2023-02-04T01:44:26.0Z,3,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,90,91,2023-02-04T01:44:51Z,4800000,False,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,,,,,,,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
489,PT01M02.00S,2023-02-04T01:44:29.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,90,91,2023-02-04T01:44:51Z,4810000,False,,,0,,I. Stewart REBOUND (Off:5 Def:8),[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,488.0,13.0,8.0,5.0,,,,,,,,,,,,,,,
490,PT00M45.60S,2023-02-04T01:45:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,11.251642575558476,63.23529411764706,1610612765,92,91,2023-02-04T01:45:11Z,4820000,False,-66.0,53.0,1,left,S. Bey 8' fadeaway Jump Shot (14 PTS),[1630180],1610612765.0,DET,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,8.5,Made,Bey,S. Bey,,,,,,,,14.0,,,,,,,,,,,
491,PT00M36.80S,2023-02-04T01:45:15.2Z,3,REGULAR,3pt,Jump Shot,[],1626179,77.34888304862024,93.87254901960785,1610612766,92,91,2023-02-04T01:45:53Z,4830000,False,219.0,160.0,1,right,MISS T. Rozier 27' step back 3PT,[1626179],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Right Center,27.18,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
