actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
149,PT00M49.30S,2023-02-04T00:34:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,89.83245729303549,59.31372549019608,1610612765,25,28,2023-02-04T00:34:18Z,1480000,False,47.0,43.0,1,right,K. Hayes 6' fadeaway Jump Shot (2 PTS),[1630165],1610612765.0,DET,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,Hayes,K. Hayes,,,,,,,,2.0,,,,,,,,,,,
150,PT00M44.40S,2023-02-04T00:34:16.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630550,6.521024967148489,58.333333333333336,1610612766,25,30,2023-02-04T00:34:22Z,1490000,False,-42.0,9.0,1,left,J. Thor running DUNK (4 PTS) (L. Ball 2 AST),"[1630550, 1630163]",1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,4.26,Made,Thor,J. Thor,,,,,,,,4.0,L. Ball,1630163.0,2.0,,,,,,,,
152,PT00M30.10S,2023-02-04T00:34:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630587,92.06636005256242,97.30392156862744,1610612765,28,30,2023-02-04T00:34:38Z,1510000,False,237.0,22.0,1,right,I. Livers 3PT  (3 PTS) (I. Stewart 3 AST),"[1630587, 1630191]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.75,Made,Livers,I. Livers,,,,,,,,3.0,I. Stewart,1630191.0,3.0,,,,,,,,
154,PT00M10.20S,2023-02-04T00:34:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,10.5946123521682,49.50980392156863,1610612766,28,30,2023-02-04T00:35:01Z,1530000,False,2.0,47.0,1,left,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
155,PT00M08.10S,2023-02-04T00:34:58.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,28,30,2023-02-04T00:34:58Z,1540000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Richards,N. Richards,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
156,PT00M07.40S,2023-02-04T00:34:59.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630208,8.754927726675426,53.92156862745098,1610612766,28,30,2023-02-04T00:35:04Z,1550000,False,-20.0,30.0,1,left,MISS N. Richards Hook,[1630208],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,3.57,Missed,Richards,N. Richards,,,,,,,,,,,,,,,,,,,
157,PT00M07.40S,2023-02-04T00:34:59.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,28,30,2023-02-04T00:35:04Z,1560000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
158,PT00M02.40S,2023-02-04T00:35:06.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612765,28,30,2023-02-04T00:35:16Z,1570000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Bey 2 FT),"[1630208, 1630180]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,,,,,,,,,,,,,,200834.0,1.0,0.0,Bey,1630180.0,
160,PT00M02.40S,2023-02-04T00:35:33.4Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,29,30,2023-02-04T00:35:33Z,1590000,False,,,0,,S. Bey Free Throw 1 of 2 (5 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Made,Bey,S. Bey,,,,,,,,5.0,,,,,,,,,,,
161,PT00M02.40S,2023-02-04T00:35:33.4Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,29,30,2023-02-04T00:35:52Z,1600000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612765.0,DET,,,,,,,,,,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
162,PT00M00.40S,2023-02-04T00:35:35.4Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,29,30,2023-02-04T00:35:52Z,1610000,False,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,161.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
163,PT00M00.00S,2023-02-04T00:35:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,92.46057818659659,54.65686274509803,1610612765,29,30,2023-02-04T00:36:00Z,1620000,False,23.0,18.0,1,right,MISS I. Stewart Layup - blocked,"[1630191, 1630208]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.97,Missed,Stewart,I. Stewart,,,,,,,,,,,,Richards,1630208.0,,,,,,
164,PT00M00.00S,2023-02-04T00:35:54.0Z,1,REGULAR,block,,[],1630208,,,1610612765,29,30,2023-02-04T00:35:56Z,1630000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2023-02-04T00:35:54.0Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,29,30,2023-02-04T00:36:00Z,1640000,False,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,163.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
166,PT00M00.00S,2023-02-04T00:36:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,92.19776609724047,51.470588235294116,1610612765,29,30,2023-02-04T00:36:08Z,1650000,False,7.0,21.0,1,right,MISS S. Bey Layup,[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.21,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2023-02-04T00:36:04.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,29,30,2023-02-04T00:36:04Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,166.0,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-02-04T00:36:06.8Z,1,REGULAR,period,end,[],0,,,1610612765,29,30,2023-02-04T00:36:06Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-02-04T00:38:00.7Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612765,29,30,2023-02-04T00:38:35Z,1680000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-02-04T00:38:00.7Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612765,29,30,2023-02-04T00:38:35Z,1690000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-02-04T00:38:00.7Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612765,29,30,2023-02-04T00:38:35Z,1700000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-02-04T00:38:00.7Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612765,29,30,2023-02-04T00:38:35Z,1710000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-02-04T00:38:42.3Z,2,REGULAR,period,start,[],0,,,1610612765,29,30,2023-02-04T00:38:42Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2023-02-04T00:38:55.9Z,2,REGULAR,turnover,bad pass,[],1630587,,,1610612765,29,30,2023-02-04T00:39:00Z,1730000,False,,,0,,I. Livers bad pass TURNOVER (2 TO),"[1630587, 1630163]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Livers,I. Livers,,,,,2.0,Ball,1630163.0,,,,,,,,,,,,
176,PT11M46.00S,2023-02-04T00:38:55.9Z,2,REGULAR,steal,,[],1630163,,,1610612766,29,30,2023-02-04T00:38:58Z,1740000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
177,PT11M42.00S,2023-02-04T00:38:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,6.1268068331143235,53.92156862745098,1610612766,29,32,2023-02-04T00:39:10Z,1750000,False,-20.0,5.0,1,left,G. Hayward running alley-oop Layup (6 PTS) (L. Ball 3 AST),"[202330, 1630163]",1610612766.0,CHA,running alley-oop,,,,,,Restricted Area,0-8 Center,2.03,Made,Hayward,G. Hayward,,,,,,,,6.0,L. Ball,1630163.0,3.0,,,,,,,,
179,PT11M28.00S,2023-02-04T00:39:13.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630165,87.72996057818659,47.05882352941176,1610612765,31,32,2023-02-04T00:39:21Z,1770000,False,-15.0,63.0,1,right,K. Hayes 6' driving Hook (4 PTS),[1630165],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,Hayes,K. Hayes,,,,,,,,4.0,,,,,,,,,,,
180,PT11M10.00S,2023-02-04T00:39:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,12.171484888304862,52.450980392156865,1610612766,31,34,2023-02-04T00:39:35Z,1780000,False,-12.0,62.0,1,left,P. Washington 6' pullup Jump Shot (2 PTS),[1629023],1610612766.0,CHA,pullup,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,Washington,P. Washington,,,,,,,,2.0,,,,,,,,,,,
202,PT10M59.00S,2023-02-04T00:39:39.2Z,2,REGULAR,turnover,bad pass,[],1628977,,,1610612765,31,34,2023-02-04T00:44:24Z,1800000,False,,,0,,H. Diallo bad pass TURNOVER (2 TO),"[1628977, 1630163]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Diallo,H. Diallo,,,,,2.0,Ball,1630163.0,,,,,,,,,,,,
203,PT10M59.00S,2023-02-04T00:39:39.2Z,2,REGULAR,steal,,[],1630163,,,1610612766,31,34,2023-02-04T00:44:24Z,1810000,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
184,PT10M56.00S,2023-02-04T00:39:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630208,4.812746386333772,54.166666666666664,1610612766,31,36,2023-02-04T00:44:24Z,1820000,False,-21.0,-7.0,1,left,N. Richards running Layup (4 PTS) (D. Smith Jr. 1 AST),"[1630208, 1628372]",1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,2.2,Made,Richards,N. Richards,,,,,,,,4.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,
186,PT10M56.00S,2023-02-04T00:39:50.8Z,2,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612766,31,36,2023-02-04T00:40:08Z,1840000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Richards 1 FT),"[1630165, 1630208]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Hayes,K. Hayes,,,,,,,,,,,,,,203593.0,1.0,0.0,Richards,1630208.0,
188,PT10M56.00S,2023-02-04T00:40:21.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630208,,,1610612766,31,37,2023-02-04T00:44:24Z,1860000,False,,,0,,N. Richards Free Throw 1 of 1 (5 PTS),[1630208],1610612766.0,CHA,,,,,,,,,,Made,Richards,N. Richards,,,,,,,,5.0,,,,,,,,,,,
189,PT10M41.00S,2023-02-04T00:40:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.67214191852825,48.03921568627451,1610612765,33,37,2023-02-04T00:40:48Z,1870000,False,-10.0,26.0,1,right,I. Stewart cutting Layup (2 PTS) (S. Bey 1 AST),"[1630191, 1630180]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,2.76,Made,Stewart,I. Stewart,,,,,,,,2.0,S. Bey,1630180.0,1.0,,,,,,,,
191,PT10M22.00S,2023-02-04T00:40:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,6.258212877792378,55.392156862745104,1610612766,33,37,2023-02-04T00:41:02Z,1890000,False,-27.0,6.0,1,left,MISS D. Smith Jr. Layup,[1628372],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,2.77,Missed,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
192,PT10M20.00S,2023-02-04T00:41:00.3Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,33,37,2023-02-04T00:41:00Z,1900000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,191.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
193,PT10M20.00S,2023-02-04T00:41:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,6.521024967148489,52.69607843137255,1610612766,33,37,2023-02-04T00:42:42Z,1910000,False,-13.0,9.0,1,left,MISS N. Richards Layup - blocked,"[1630208, 1630587]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,1.61,Missed,Richards,N. Richards,,,,,,,,,,,,Livers,1630587.0,,,,,,
194,PT10M20.00S,2023-02-04T00:41:00.8Z,2,REGULAR,block,,[],1630587,,,1610612766,33,37,2023-02-04T00:41:05Z,1920000,False,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,
195,PT10M20.00S,2023-02-04T00:41:00.8Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,37,2023-02-04T00:41:09Z,1930000,False,,,0,,I. Stewart REBOUND (Off:2 Def:5),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Stewart,I. Stewart,193.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
196,PT10M03.00S,2023-02-04T00:41:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.56307490144546,44.11764705882353,1610612765,35,37,2023-02-04T00:41:26Z,1940000,False,-29.0,-1.0,1,right,S. Bey driving Layup (7 PTS),[1630180],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.94,Made,Bey,S. Bey,,,,,,,,7.0,,,,,,,,,,,
197,PT09M56.00S,2023-02-04T00:41:24.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,27.020367936925098,11.519607843137255,1610612766,35,37,2023-02-04T00:47:21Z,1950000,False,192.0,201.0,1,left,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,27.86,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
198,PT09M53.00S,2023-02-04T00:41:27.1Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,35,37,2023-02-04T00:41:29Z,1960000,False,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Livers,I. Livers,197.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
199,PT09M48.00S,2023-02-04T00:41:32.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,92.19776609724047,50.98039215686274,1610612765,37,37,2023-02-04T00:41:53Z,1970000,False,5.0,21.0,1,right,H. Diallo driving Layup (2 PTS) (K. Hayes 2 AST),"[1628977, 1630165]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.14,Made,Diallo,H. Diallo,,,,,,,,2.0,K. Hayes,1630165.0,2.0,,,,,,,,
201,PT09M48.00S,2023-02-04T00:41:40.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,37,37,2023-02-04T00:41:40Z,1990000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M33.00S,2023-02-04T00:44:42.3Z,2,REGULAR,turnover,lost ball,[],202330,,,1610612766,37,37,2023-02-04T00:45:09Z,2000000,False,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1630165]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right,,,Hayward,G. Hayward,,,,,1.0,Hayes,1630165.0,,,,,,,,,,,,
205,PT09M33.00S,2023-02-04T00:44:42.3Z,2,REGULAR,steal,,[],1630165,,,1610612765,37,37,2023-02-04T00:44:45Z,2010000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
206,PT09M29.00S,2023-02-04T00:44:46.2Z,2,REGULAR,turnover,lost ball,[],1630165,,,1610612765,37,37,2023-02-04T00:45:11Z,2020000,False,,,0,,K. Hayes lost ball TURNOVER (2 TO),"[1630165, 1628372]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Hayes,K. Hayes,,,,,2.0,Smith Jr.,1628372.0,,,,,,,,,,,,
207,PT09M29.00S,2023-02-04T00:44:46.2Z,2,REGULAR,steal,,[],1628372,,,1610612766,37,37,2023-02-04T00:49:10Z,2030000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Left Center,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
208,PT09M24.00S,2023-02-04T00:44:50.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,6.258212877792378,47.30392156862745,1610612766,37,39,2023-02-04T00:49:50Z,2040000,False,13.0,6.0,1,left,G. Hayward Layup (8 PTS) (L. Ball 4 AST),"[202330, 1630163]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,1.49,Made,Hayward,G. Hayward,,,,,,,,8.0,L. Ball,1630163.0,4.0,,,,,,,,
212,PT09M09.00S,2023-02-04T00:45:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.24901445466492,54.90196078431373,1610612765,37,39,2023-02-04T00:45:19Z,2060000,False,25.0,11.0,1,right,MISS I. Stewart cutting Layup,[1630191],1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,2.69,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
213,PT09M09.00S,2023-02-04T00:45:06.4Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,37,39,2023-02-04T00:45:19Z,2070000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,D. Smith Jr.,212.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
214,PT09M03.00S,2023-02-04T00:45:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,6.1268068331143235,54.65686274509803,1610612766,37,41,2023-02-04T00:45:25Z,2080000,False,-23.0,5.0,1,left,P. Washington running Layup (4 PTS) (D. Smith Jr. 2 AST),"[1629023, 1628372]",1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,2.39,Made,Washington,P. Washington,,,,,,,,4.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,
216,PT08M47.00S,2023-02-04T00:45:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.51182654402102,53.92156862745098,1610612765,39,41,2023-02-04T00:45:58Z,2100000,False,20.0,8.0,1,right,S. Bey Layup (9 PTS),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.14,Made,Bey,S. Bey,,,,,,,,9.0,,,,,,,,,,,
217,PT08M23.00S,2023-02-04T00:45:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.863994743758213,56.127450980392155,1610612766,39,41,2023-02-04T00:50:48Z,2110000,False,-31.0,3.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,3.07,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
218,PT08M23.00S,2023-02-04T00:45:53.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,39,41,2023-02-04T00:46:05Z,2120000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,217.0,,,,,,,,,,,,,,,,,,
219,PT08M23.00S,2023-02-04T00:46:01.6Z,2,REGULAR,foul,personal,[],1630208,,,1610612765,39,41,2023-02-04T00:46:15Z,2130000,False,,,0,,N. Richards loose ball personal FOUL (2 PF),"[1630208, 1630587]",1610612766.0,CHA,loose ball,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,,,,,,,,,,,,,,200834.0,2.0,0.0,Livers,1630587.0,
221,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,39,41,2023-02-04T00:46:30Z,2150000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
222,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,out,[],1630587,,,1610612765,39,41,2023-02-04T00:46:30Z,2160000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,
223,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,39,41,2023-02-04T00:46:30Z,2170000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
224,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,in,[],202711,,,1610612765,39,41,2023-02-04T00:46:30Z,2180000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
225,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,39,41,2023-02-04T00:46:30Z,2190000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
226,PT08M23.00S,2023-02-04T00:46:12.3Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,39,41,2023-02-04T00:46:30Z,2200000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
227,PT08M10.00S,2023-02-04T00:46:45.3Z,2,REGULAR,2pt,Jump Shot,[],1631093,75.64060446780552,33.33333333333333,1610612765,41,41,2023-02-04T00:47:34Z,2210000,False,-83.0,176.0,1,right,J. Ivey 19' pullup Jump Shot (8 PTS),[1631093],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Left Center,19.52,Made,Ivey,J. Ivey,,,,,,,,8.0,,,,,,,,,,,
228,PT07M53.00S,2023-02-04T00:47:02.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,9.411957950065702,50.49019607843137,1610612766,41,43,2023-02-04T00:47:13Z,2220000,False,-2.0,36.0,1,left,N. Richards Hook (7 PTS) (P. Washington 1 AST),"[1630208, 1629023]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,3.61,Made,Richards,N. Richards,,,,,,,,7.0,P. Washington,1629023.0,1.0,,,,,,,,
230,PT07M37.00S,2023-02-04T00:47:19.1Z,2,REGULAR,turnover,bad pass,[],202711,,,1610612765,41,43,2023-02-04T00:47:23Z,2240000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1630163]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Bogdanovic,B. Bogdanovic,,,,,1.0,Ball,1630163.0,,,,,,,,,,,,
231,PT07M37.00S,2023-02-04T00:47:19.1Z,2,REGULAR,steal,,[],1630163,,,1610612766,41,43,2023-02-04T00:47:21Z,2250000,False,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Left Center,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
232,PT07M30.00S,2023-02-04T00:47:24.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630163,6.783837056504599,53.431372549019606,1610612766,41,45,2023-02-04T00:47:40Z,2260000,False,-17.0,11.0,1,left,L. Ball driving Layup (7 PTS),[1630163],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,2.06,Made,Ball,L. Ball,,,,,,,,7.0,,,,,,,,,,,
233,PT07M19.00S,2023-02-04T00:47:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.64323258869908,45.34313725490196,1610612765,43,45,2023-02-04T00:47:44Z,2270000,False,-23.0,7.0,1,right,J. Duren cutting Layup (4 PTS) (J. Ivey 3 AST),"[1631105, 1631093]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,2.44,Made,Duren,J. Duren,,,,,,,,4.0,J. Ivey,1631093.0,3.0,,,,,,,,
235,PT07M11.00S,2023-02-04T00:47:44.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,25.837713534822605,87.5,1610612766,43,45,2023-02-04T00:53:09Z,2290000,False,-188.0,190.0,1,left,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,26.72,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
236,PT07M08.00S,2023-02-04T00:47:47.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,43,45,2023-02-04T00:47:48Z,2300000,False,,,0,,J. Duren REBOUND (Off:0 Def:6),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Duren,J. Duren,235.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
