actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
26,PT10M15.00S,2023-01-15T18:13:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630180,71.17279894875165,25.49019607843137,1610612765,3,6,2023-01-15T18:13:20Z,260000,False,-123.0,218.0,1,right,S. Bey 25' 3PT  (3 PTS) (K. Hayes 1 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.05,Made,3.0,,,,,,,K. Hayes,1630165.0,1.0,,,,,,,,
28,PT10M01.00S,2023-01-15T18:13:26.6Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612752,3,6,2023-01-15T18:13:40Z,280000,False,,,0,,I. Stewart shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630191, 1628973]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,1662.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
30,PT10M01.00S,2023-01-15T18:14:04.9Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,3,7,2023-01-15T18:14:04Z,300000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
31,PT10M01.00S,2023-01-15T18:14:19.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612752,3,7,2023-01-15T18:14:24Z,310000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT10M01.00S,2023-01-15T18:14:19.1Z,1,REGULAR,substitution,in,[],1628995,,,1610612752,3,7,2023-01-15T18:14:24Z,320000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT10M01.00S,2023-01-15T18:14:49.9Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,3,8,2023-01-15T18:14:50Z,330000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M47.00S,2023-01-15T18:15:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,68.54467805519053,24.264705882352942,1610612765,3,8,2023-01-15T18:16:07Z,340000,False,-129.0,243.0,1,right,MISS S. Bey 27' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
35,PT09M44.00S,2023-01-15T18:15:09.6Z,1,REGULAR,rebound,offensive,[],1630587,,,1610612765,3,8,2023-01-15T18:15:11Z,350000,False,,,0,,I. Livers REBOUND (Off:1 Def:0),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,
36,PT09M42.00S,2023-01-15T18:15:12.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,71.30420499342969,17.15686274509804,1610612765,3,8,2023-01-15T18:15:28Z,360000,False,-164.0,217.0,1,right,MISS K. Hayes 27' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
37,PT09M34.00S,2023-01-15T18:15:20.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,3,8,2023-01-15T18:15:48Z,370000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT09M29.00S,2023-01-15T18:15:30.3Z,1,REGULAR,foul,personal,[],1628995,,,1610612752,3,8,2023-01-15T18:15:41Z,380000,False,,,0,,K. Knox II personal FOUL (1 PF),"[1628995, 1629011]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,1627519.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,
40,PT09M15.00S,2023-01-15T18:16:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,9.674770039421814,96.32352941176471,1610612752,3,8,2023-01-15T18:16:06Z,400000,False,-232.0,38.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
41,PT09M13.00S,2023-01-15T18:16:03.8Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,3,8,2023-01-15T18:16:06Z,410000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,
42,PT09M08.00S,2023-01-15T18:16:09.4Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,3,8,2023-01-15T18:16:15Z,420000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1629011]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,,,,,,,Robinson,1629011.0
43,PT09M08.00S,2023-01-15T18:16:09.4Z,1,REGULAR,steal,,[],1629011,,,1610612752,3,8,2023-01-15T18:16:11Z,430000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
44,PT09M05.00S,2023-01-15T18:16:13.3Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612752,3,8,2023-01-15T18:22:01Z,440000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630165]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Hayes,1630165.0
45,PT09M05.00S,2023-01-15T18:16:13.3Z,1,REGULAR,steal,,[],1630165,,,1610612765,3,8,2023-01-15T18:16:15Z,450000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2023-01-15T18:16:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,64.60249671484888,48.77450980392157,1610612765,3,8,2023-01-15T18:16:35Z,460000,False,-6.0,280.0,1,right,MISS I. Livers 28' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Center,28.03,Missed,,,,,,,,,,,,,,,,,,
47,PT08M44.00S,2023-01-15T18:16:34.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,3,8,2023-01-15T18:18:03Z,470000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,
48,PT08M27.00S,2023-01-15T18:16:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,6.1268068331143235,96.56862745098039,1610612752,3,11,2023-01-15T18:16:56Z,480000,False,-233.0,5.0,1,left,Q. Grimes 3PT  (3 PTS) (R. Barrett 2 AST),"[1629656, 1629628]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.29,Made,3.0,,,,,,,R. Barrett,1629628.0,2.0,,,,,,,,
50,PT08M10.00S,2023-01-15T18:17:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,86.28449408672799,65.19607843137256,1610612765,3,11,2023-01-15T18:17:35Z,500000,False,76.0,76.0,1,right,MISS K. Hayes 10' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Right,10.78,Missed,,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2023-01-15T18:17:09.3Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,3,11,2023-01-15T18:17:09Z,510000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,
52,PT08M07.00S,2023-01-15T18:17:11.6Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612765,3,11,2023-01-15T18:17:23Z,520000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Bey 2 FT),"[203944, 1630180]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1662.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,
54,PT08M07.00S,2023-01-15T18:17:45.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612765,4,11,2023-01-15T18:17:45Z,540000,False,,,0,,S. Bey Free Throw 1 of 2 (4 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
55,PT08M07.00S,2023-01-15T18:18:01.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612765,5,11,2023-01-15T18:18:01Z,550000,False,,,0,,S. Bey Free Throw 2 of 2 (5 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2023-01-15T18:18:26.9Z,1,REGULAR,3pt,Jump Shot,[],203944,23.99802890932983,16.176470588235293,1610612752,5,11,2023-01-15T18:22:25Z,560000,False,169.0,173.0,1,left,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.2,Missed,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2023-01-15T18:18:29.9Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,5,11,2023-01-15T18:18:31Z,570000,False,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,56.0,2.0,1.0,1.0,,
58,PT07M38.00S,2023-01-15T18:18:31.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,32.14520367936925,62.00980392156863,1610612752,5,11,2023-01-15T18:18:36Z,580000,False,-60.0,250.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2023-01-15T18:18:34.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,5,11,2023-01-15T18:18:36Z,590000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,58.0,3.0,2.0,1.0,,
142,PT07M34.00S,2023-01-15T18:18:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,7.145203679369246,53.18627450980392,1610612752,5,11,2023-01-15T18:33:15Z,595000,False,-16.0,15.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
143,PT07M34.00S,2023-01-15T18:18:34.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,5,11,2023-01-15T18:33:15Z,597500,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,142.0,4.0,2.0,2.0,,
60,PT07M33.00S,2023-01-15T18:18:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,7.440867279894875,50.49019607843137,1610612752,5,11,2023-01-15T18:33:15Z,600000,False,-2.0,17.0,1,left,MISS M. Robinson putback Layup,[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
61,PT07M30.00S,2023-01-15T18:18:40.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,5,11,2023-01-15T18:18:40Z,610000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,60.0,1.0,0.0,1.0,,
62,PT07M29.00S,2023-01-15T18:18:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,7.440867279894875,52.20588235294118,1610612752,5,13,2023-01-15T18:25:28Z,620000,False,-11.0,17.0,1,left,J. Randle putback Layup (5 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.06,Made,5.0,,,,,,,,,,,,,,,,,
63,PT07M16.00S,2023-01-15T18:18:53.7Z,1,REGULAR,2pt,Jump Shot,[],1631093,84.31340341655716,75.49019607843137,1610612765,5,13,2023-01-15T18:25:56Z,630000,False,127.0,95.0,1,right,MISS J. Ivey 15' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,15.9,Missed,,,,,,,,,,,,,,,,,,
64,PT07M12.00S,2023-01-15T18:18:57.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,5,13,2023-01-15T18:18:59Z,640000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,
65,PT07M07.00S,2023-01-15T18:19:03.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,6.652431011826544,57.107843137254896,1610612752,5,13,2023-01-15T18:26:19Z,650000,False,-36.0,10.0,1,left,MISS R. Barrett running Layup,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2023-01-15T18:19:05.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,5,13,2023-01-15T18:19:14Z,660000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,65.0,2.0,1.0,1.0,,
67,PT07M01.00S,2023-01-15T18:19:09.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631093,93.38042049934296,48.03921568627451,1610612765,7,13,2023-01-15T18:26:40Z,670000,False,-10.0,10.0,1,right,J. Ivey running DUNK (2 PTS) (K. Hayes 2 AST),"[1631093, 1630165]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,,,K. Hayes,1630165.0,2.0,,,,,,,,
69,PT06M33.00S,2023-01-15T18:19:36.5Z,1,REGULAR,3pt,Jump Shot,[],203944,26.757555847568987,17.892156862745097,1610612752,7,13,2023-01-15T18:19:41Z,690000,False,161.0,199.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2023-01-15T18:19:38.5Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,7,13,2023-01-15T18:19:41Z,700000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,
71,PT06M23.00S,2023-01-15T18:19:47.0Z,1,REGULAR,3pt,Jump Shot,[],1628995,67.7562417871222,64.70588235294117,1610612765,10,13,2023-01-15T18:19:52Z,710000,False,74.0,251.0,1,right,K. Knox II 26' 3PT  (3 PTS) (K. Hayes 3 AST),"[1628995, 1630165]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Center,26.12,Made,3.0,,,,,,,K. Hayes,1630165.0,3.0,,,,,,,,
73,PT05M56.00S,2023-01-15T18:20:13.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.882391590013142,17.892156862745097,1610612752,10,16,2023-01-15T18:20:19Z,730000,False,161.0,247.0,1,left,J. Brunson 29' 3PT  (5 PTS) (J. Randle 1 AST),"[1628973, 203944]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,29.47,Made,5.0,,,,,,,J. Randle,203944.0,1.0,,,,,,,,
75,PT05M49.00S,2023-01-15T18:20:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,16,2023-01-15T18:20:24Z,750000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M49.00S,2023-01-15T18:22:45.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612765,10,16,2023-01-15T18:23:08Z,760000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M49.00S,2023-01-15T18:22:45.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612765,10,16,2023-01-15T18:23:08Z,770000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2023-01-15T18:23:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,90.75229960578186,36.029411764705884,1610612765,10,16,2023-01-15T18:23:34Z,780000,False,-70.0,34.0,1,right,MISS K. Hayes 7' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
79,PT05M35.00S,2023-01-15T18:23:31.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,16,2023-01-15T18:23:34Z,790000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,
80,PT05M27.00S,2023-01-15T18:23:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,6.521024967148489,53.18627450980392,1610612752,10,18,2023-01-15T18:23:44Z,800000,False,-16.0,9.0,1,left,Q. Grimes driving Layup (5 PTS) (J. Randle 2 AST),"[1629656, 203944]",1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.82,Made,5.0,,,,,,,J. Randle,203944.0,2.0,,,,,,,,
