actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
335,PT02M07.00S,2022-11-08T01:25:56.2Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,44,53,2022-11-08T01:25:58Z,3350000,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,334.0,1.0,1.0,0.0,,,,,,,,,,,,,,
336,PT02M03.00S,2022-11-08T01:25:59.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631114,6.783837056504599,49.26470588235294,1610612760,44,55,2022-11-08T01:26:07Z,3360000,4.0,11.0,1,left,J. Williams running DUNK (4 PTS) (L. Dort 2 AST),"[1631114, 1629652]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,4.0,,,,,,,,,,,L. Dort,1629652.0,2.0
338,PT01M50.00S,2022-11-08T01:26:16.6Z,2,REGULAR,foul,offensive,[],1631105,,,1610612765,44,55,2022-11-08T01:26:22Z,3380000,,,0,,J. Duren offensive FOUL (2 PF),"[1631105, 1629652]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201246.0,2.0,0.0,Dort,1629652.0,,,,,,
340,PT01M50.00S,2022-11-08T01:26:16.6Z,2,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,44,55,2022-11-08T01:26:16Z,3400000,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201246.0,,,,,1.0,,,,,
341,PT01M33.00S,2022-11-08T01:26:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612760,44,55,2022-11-08T01:26:58Z,3410000,,,0,,J. Duren shooting personal FOUL (3 PF) (Robinson-Earl 2 FT),"[1631105, 1630526]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,3.0,0.0,Robinson-Earl,1630526.0,,,,,,
343,PT01M33.00S,2022-11-08T01:27:15.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630526,,,1610612760,44,56,2022-11-08T01:27:15Z,3430000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (5 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
344,PT01M33.00S,2022-11-08T01:27:32.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630526,,,1610612760,44,56,2022-11-08T01:27:32Z,3440000,,,0,,MISS J. Robinson-Earl Free Throw 2 of 2,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT01M31.00S,2022-11-08T01:27:34.2Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,44,56,2022-11-08T01:27:34Z,3450000,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,344.0,5.0,4.0,1.0,,,,,,,,,,,,,,
346,PT01M23.00S,2022-11-08T01:27:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630581,4.418528252299605,96.32352941176471,1610612760,44,56,2022-11-08T01:27:46Z,3460000,-232.0,-11.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
347,PT01M21.00S,2022-11-08T01:27:43.5Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,44,56,2022-11-08T01:27:46Z,3470000,,,0,,C. Cunningham REBOUND (Off:0 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,346.0,6.0,6.0,0.0,,,,,,,,,,,,,,
348,PT01M13.00S,2022-11-08T01:27:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.42247043363994,57.107843137254896,1610612765,44,56,2022-11-08T01:27:55Z,3480000,36.0,122.0,1,right,MISS C. Cunningham 12' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
349,PT01M11.00S,2022-11-08T01:27:53.5Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,56,2022-11-08T01:27:55Z,3490000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,348.0,1.0,1.0,0.0,,,,,,,,,,,,,,
350,PT01M05.00S,2022-11-08T01:27:59.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.863994743758213,53.67647058823529,1610612760,44,58,2022-11-08T01:28:05Z,3500000,-18.0,3.0,1,left,S. Gilgeous-Alexander running Layup (18 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,18.0,,,,,,,,,,,,,
351,PT00M53.50S,2022-11-08T01:28:11.8Z,2,REGULAR,3pt,Jump Shot,[],1630595,66.5735873850197,47.794117647058826,1610612765,44,58,2022-11-08T01:28:17Z,3510000,-11.0,262.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
352,PT00M50.60S,2022-11-08T01:28:14.7Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,58,2022-11-08T01:28:17Z,3520000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,351.0,2.0,2.0,0.0,,,,,,,,,,,,,,
353,PT00M47.70S,2022-11-08T01:28:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,5.601182654402102,52.20588235294118,1610612760,44,60,2022-11-08T01:28:24Z,3530000,-11.0,0.0,1,left,J. Giddey running Layup (9 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,9.0,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0
355,PT00M38.50S,2022-11-08T01:28:31.0Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,44,60,2022-11-08T01:28:43Z,3550000,,,0,,C. Cunningham lost ball TURNOVER (5 TO),"[1630595, 1629652]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,5.0,Dort,1629652.0,,,
356,PT00M38.50S,2022-11-08T01:28:31.0Z,2,REGULAR,steal,,[],1629652,,,1610612760,44,60,2022-11-08T01:28:32Z,3560000,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
357,PT00M30.60S,2022-11-08T01:28:38.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,9.543363994743759,53.92156862745098,1610612760,44,60,2022-11-08T01:28:45Z,3570000,-20.0,37.0,1,left,MISS L. Dort turnaround fadeaway Shot,[1629652],1610612760.0,OKC,turnaround fadeaway,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
358,PT00M28.10S,2022-11-08T01:28:41.3Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,44,60,2022-11-08T01:28:41Z,3580000,,,0,,J. Ivey REBOUND (Off:2 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,357.0,7.0,5.0,2.0,,,,,,,,,,,,,,
359,PT00M08.70S,2022-11-08T01:29:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.72339027595268,50.98039215686274,1610612765,46,60,2022-11-08T01:29:11Z,3590000,5.0,16.0,1,right,J. Ivey driving Layup (7 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,7.0,,,,,,,,,,,,,
360,PT00M08.70S,2022-11-08T01:29:06.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630581,,,1610612765,46,60,2022-11-08T01:29:12Z,3600000,,,0,,J. Giddey shooting personal FOUL (1 PF) (Ivey 1 FT),"[1630581, 1631093]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Ivey,1631093.0,,,,,,
362,PT00M08.70S,2022-11-08T01:29:18.6Z,2,REGULAR,substitution,out,[],1630526,,,1610612765,46,60,2022-11-08T01:29:59Z,3620000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M08.70S,2022-11-08T01:29:18.6Z,2,REGULAR,substitution,in,[],203488,,,1610612765,46,60,2022-11-08T01:29:59Z,3630000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M08.70S,2022-11-08T01:29:26.4Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,46,60,2022-11-08T01:29:59Z,3640000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M08.70S,2022-11-08T01:29:26.4Z,2,REGULAR,substitution,in,[],1628977,,,1610612765,46,60,2022-11-08T01:29:59Z,3650000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M08.70S,2022-11-08T01:29:45.8Z,2,REGULAR,freethrow,1 of 1,[],1631093,,,1610612765,47,60,2022-11-08T01:29:45Z,3660000,,,0,,J. Ivey Free Throw 1 of 1 (8 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
367,PT00M02.10S,2022-11-08T01:29:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,8.492115637319317,53.92156862745098,1610612760,47,60,2022-11-08T01:30:04Z,3670000,-20.0,27.0,1,left,MISS S. Gilgeous-Alexander driving floating Shot - blocked,"[1628983, 1631093]",1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,Ivey,1631093.0,,,,,,,,,,,
368,PT00M02.10S,2022-11-08T01:29:56.7Z,2,REGULAR,block,,[],1631093,,,1610612760,47,60,2022-11-08T01:29:58Z,3680000,,,0,,J. Ivey BLOCK (2 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
369,PT00M00.60S,2022-11-08T01:29:58.2Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,47,60,2022-11-08T01:30:04Z,3690000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,367.0,3.0,2.0,1.0,,,,,,,,,,,,,,
370,PT00M00.60S,2022-11-08T01:30:01.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,6.389618922470433,50.0,1610612760,47,62,2022-11-08T01:32:28Z,3700000,0.0,8.0,1,left,S. Gilgeous-Alexander bank Jump Shot (20 PTS),[1628983],1610612760.0,OKC,bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.76,Made,,,,,20.0,,,,,,,,,,,,,
371,PT00M00.60S,2022-11-08T01:30:04.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631093,,,1610612760,47,62,2022-11-08T01:30:23Z,3710000,,,0,,J. Ivey shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1631093, 1628983]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
376,PT00M00.60S,2022-11-08T01:31:07.2Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628983,,,1610612760,47,62,2022-11-08T01:31:11Z,3760000,,,0,,S. Gilgeous-Alexander technical FOUL (1 Tech),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,1627961.0,0.0,1.0,,,,,,,,
377,PT00M00.60S,2022-11-08T01:31:12.6Z,2,REGULAR,freethrow,1 of 1,[],202711,,,1610612760,48,62,2022-11-08T01:31:12Z,3770000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (6 PTS),[202711],1610612765.0,DET,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
378,PT00M00.60S,2022-11-08T01:31:21.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,48,62,2022-11-08T01:31:30Z,3780000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT00M00.60S,2022-11-08T01:31:21.9Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,48,62,2022-11-08T01:31:30Z,3790000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT00M00.60S,2022-11-08T01:31:21.9Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,48,62,2022-11-08T01:31:30Z,3800000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT00M00.60S,2022-11-08T01:31:21.9Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,48,62,2022-11-08T01:31:30Z,3810000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT00M00.60S,2022-11-08T01:31:37.8Z,2,REGULAR,substitution,out,[],1631093,,,1610612760,48,62,2022-11-08T01:31:47Z,3820000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT00M00.60S,2022-11-08T01:31:37.8Z,2,REGULAR,substitution,in,[],1630191,,,1610612760,48,62,2022-11-08T01:31:47Z,3830000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT00M00.60S,2022-11-08T01:32:02.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628983,,,1610612760,48,63,2022-11-08T01:32:02Z,3840000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (21 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
387,PT00M00.00S,2022-11-08T01:32:25.0Z,2,REGULAR,period,end,[],0,,,1610612765,48,63,2022-11-08T01:32:25Z,3870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,out,['startperiod'],1628977,,,1610612765,48,63,2022-11-08T01:47:25Z,3880000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,out,['startperiod'],1630587,,,1610612765,48,63,2022-11-08T01:47:25Z,3890000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612765,48,63,2022-11-08T01:47:25Z,3900000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612765,48,63,2022-11-08T01:47:25Z,3910000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,out,['startperiod'],1629647,,,1610612765,48,63,2022-11-08T01:47:25Z,3920000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,48,63,2022-11-08T01:47:25Z,3930000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,in,['startperiod'],1630180,,,1610612765,48,63,2022-11-08T01:47:25Z,3940000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612765,48,63,2022-11-08T01:47:25Z,3950000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,in,['startperiod'],1631114,,,1610612765,48,63,2022-11-08T01:47:25Z,3960000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2022-11-08T01:46:53.9Z,3,REGULAR,substitution,in,['startperiod'],1630526,,,1610612765,48,63,2022-11-08T01:47:25Z,3970000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2022-11-08T01:47:27.8Z,3,REGULAR,period,start,[],0,,,1610612760,48,63,2022-11-08T01:47:27Z,3980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT11M46.00S,2022-11-08T01:47:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.27792378449409,46.568627450980394,1610612760,48,63,2022-11-08T01:47:45Z,3990000,-17.0,29.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 1630191]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,Stewart,1630191.0,,,,,,,,,,,
401,PT11M46.00S,2022-11-08T01:47:40.6Z,3,REGULAR,block,,[],1630191,,,1610612760,48,63,2022-11-08T01:47:42Z,4000000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT11M43.00S,2022-11-08T01:47:43.6Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,48,63,2022-11-08T01:47:45Z,4010000,,,0,,J. Ivey REBOUND (Off:2 Def:6),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,400.0,8.0,6.0,2.0,,,,,,,,,,,,,,
403,PT11M41.00S,2022-11-08T01:47:45.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,7.835085413929041,47.30392156862745,1610612765,48,63,2022-11-08T01:47:52Z,4020000,13.0,21.0,1,left,MISS C. Cunningham running Layup - blocked,"[1630595, 1629652]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,Dort,1629652.0,,,,,,,,,,,
404,PT11M41.00S,2022-11-08T01:47:45.7Z,3,REGULAR,block,,[],1629652,,,1610612765,48,63,2022-11-08T01:47:47Z,4030000,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT11M38.00S,2022-11-08T01:47:48.7Z,3,REGULAR,rebound,offensive,[],1630595,,,1610612765,48,63,2022-11-08T01:47:52Z,4040000,,,0,,C. Cunningham REBOUND (Off:1 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,403.0,7.0,6.0,1.0,,,,,,,,,,,,,,
406,PT11M37.00S,2022-11-08T01:47:49.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,7.046649145860711,49.754901960784316,1610612765,50,63,2022-11-08T01:47:56Z,4050000,1.0,14.0,1,left,C. Cunningham reverse Layup (6 PTS),[1630595],1610612765.0,DET,reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,6.0,,,,,,,,,,,,,
407,PT11M20.00S,2022-11-08T01:48:06.2Z,3,REGULAR,3pt,Jump Shot,[],1630526,71.43561103810775,79.41176470588235,1610612760,50,63,2022-11-08T01:48:11Z,4060000,147.0,216.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
408,PT11M17.00S,2022-11-08T01:48:09.2Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,50,63,2022-11-08T01:48:11Z,4070000,,,0,,J. Ivey REBOUND (Off:2 Def:7),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,407.0,9.0,7.0,2.0,,,,,,,,,,,,,,
409,PT11M07.00S,2022-11-08T01:48:20.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,6.258212877792378,48.28431372549019,1610612765,52,63,2022-11-08T01:48:24Z,4080000,9.0,6.0,1,left,J. Ivey driving Layup (10 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,10.0,,,,,,,,,,,,,
410,PT10M53.00S,2022-11-08T01:48:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.9862023653088,54.41176470588235,1610612760,52,63,2022-11-08T01:48:39Z,4090000,22.0,13.0,1,right,MISS J. Williams driving reverse Layup,[1631114],1610612760.0,OKC,driving reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
411,PT10M48.00S,2022-11-08T01:48:37.8Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612760,52,63,2022-11-08T01:48:39Z,4100000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,410.0,4.0,2.0,2.0,,,,,,,,,,,,,,
412,PT10M48.00S,2022-11-08T01:48:37.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,94.40999984741211,50.0,1610612760,52,63,2022-11-08T01:48:37Z,4110000,0.0,0.0,1,right,MISS J. Robinson-Earl tip Layup,[1630526],1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
413,PT10M48.00S,2022-11-08T01:48:38.4Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,52,63,2022-11-08T01:48:38Z,4120000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,412.0,2.0,2.0,0.0,,,,,,,,,,,,,,
414,PT10M39.00S,2022-11-08T01:48:47.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.046649145860711,46.81372549019608,1610612765,54,63,2022-11-08T01:48:51Z,4130000,16.0,14.0,1,left,C. Cunningham driving Layup (8 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,8.0,,,,,,,,,,,,,
415,PT10M23.00S,2022-11-08T01:49:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,83.78777923784494,40.19607843137255,1610612760,54,65,2022-11-08T01:49:09Z,4140000,-49.0,100.0,1,right,S. Gilgeous-Alexander 11' floating Jump Shot (23 PTS),[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.13,Made,,,,,23.0,,,,,,,,,,,,,
416,PT10M02.00S,2022-11-08T01:49:24.9Z,3,REGULAR,2pt,Jump Shot,[],202711,16.507884362680684,72.05882352941177,1610612765,54,65,2022-11-08T01:49:29Z,4150000,-110.0,103.0,1,left,MISS B. Bogdanovic 15' Jump Shot - blocked,"[202711, 1628983]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,15.07,Missed,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
417,PT10M02.00S,2022-11-08T01:49:24.9Z,3,REGULAR,block,,[],1628983,,,1610612765,54,65,2022-11-08T01:49:27Z,4160000,,,0,,S. Gilgeous-Alexander BLOCK (4 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
