actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
425,PT04M42.00S,2023-01-14T01:38:46.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,68.80749014454665,69.11764705882352,1610612765,69,80,2023-01-14T01:38:53Z,4240000,False,96.0,241.0,1,right,K. Hayes 25' 3PT step back (15 PTS),[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.9,Made,15.0,,,,,,,,,,,,,,,,,
426,PT04M24.00S,2023-01-14T01:39:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.995400788436268,45.588235294117645,1610612740,69,82,2023-01-14T01:39:10Z,4250000,False,22.0,4.0,1,left,C. McCollum driving Layup (14 PTS) (J. Valanciunas 3 AST),"[203468, 202685]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.24,Made,14.0,,,,,,,,,,,J. Valanciunas,202685.0,3.0,,,,
428,PT04M18.00S,2023-01-14T01:39:11.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,94.1688567674113,50.73529411764706,1610612765,71,82,2023-01-14T01:42:22Z,4270000,False,4.0,2.0,1,right,H. Diallo driving DUNK (7 PTS) (S. Bey 3 AST),"[1628977, 1630180]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.44,Made,7.0,,,,,,,,,,,S. Bey,1630180.0,3.0,,,,
429,PT04M16.00S,2023-01-14T01:39:21.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,71,82,2023-01-14T01:39:21Z,4280000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M16.00S,2023-01-14T01:41:37.9Z,3,REGULAR,substitution,out,[],1630700,,,1610612740,71,82,2023-01-14T01:41:58Z,4290000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M16.00S,2023-01-14T01:41:37.9Z,3,REGULAR,substitution,out,[],202685,,,1610612740,71,82,2023-01-14T01:41:58Z,4300000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M16.00S,2023-01-14T01:41:37.9Z,3,REGULAR,substitution,in,[],1629637,,,1610612740,71,82,2023-01-14T01:41:58Z,4310000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M16.00S,2023-01-14T01:41:37.9Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,71,82,2023-01-14T01:41:58Z,4320000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M06.00S,2023-01-14T01:42:23.9Z,3,REGULAR,3pt,Jump Shot,[],203468,32.40801576872536,33.57843137254902,1610612740,71,82,2023-01-14T01:43:58Z,4330000,False,82.0,252.0,1,left,MISS C. McCollum 26' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
436,PT04M05.00S,2023-01-14T01:42:28.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,71,82,2023-01-14T01:42:28Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,435.0,,,,,,,,,,,,,,,,
437,PT04M05.00S,2023-01-14T01:42:28.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612740,71,82,2023-01-14T01:42:46Z,4350000,False,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF) (Nance Jr. 2 FT),"[202711, 1626204]",1610612765.0,DET,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,1.0,0.0,Nance Jr.,1626204.0,,,,,,,
439,PT04M05.00S,2023-01-14T01:42:54.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626204,,,1610612740,71,82,2023-01-14T01:42:54Z,4370000,False,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
440,PT04M05.00S,2023-01-14T01:42:54.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,71,82,2023-01-14T01:42:54Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,
441,PT04M05.00S,2023-01-14T01:43:08.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626204,,,1610612740,71,83,2023-01-14T01:43:08Z,4390000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (5 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
442,PT03M48.00S,2023-01-14T01:43:28.1Z,3,REGULAR,3pt,Jump Shot,[],1630180,68.15045992115637,35.049019607843135,1610612765,71,83,2023-01-14T01:46:14Z,4400000,False,-75.0,247.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
443,PT03M45.00S,2023-01-14T01:43:31.1Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,71,83,2023-01-14T01:43:33Z,4410000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,442.0,2.0,2.0,0.0,,,,,,,,,,,,,
444,PT03M37.00S,2023-01-14T01:43:38.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,11.908672798948752,55.63725490196079,1610612740,71,83,2023-01-14T01:47:24Z,4420000,False,-28.0,59.0,1,left,MISS J. Alvarado 6' driving floating Shot - blocked,"[1630631, 202711]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,Bogdanovic,202711.0
445,PT03M37.00S,2023-01-14T01:43:38.8Z,3,REGULAR,block,,[],202711,,,1610612740,71,83,2023-01-14T01:51:43Z,4430000,False,,,0,,B. Bogdanovic BLOCK (1 BLK),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT03M34.00S,2023-01-14T01:43:41.8Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,71,83,2023-01-14T01:43:42Z,4440000,False,,,0,,S. Bey REBOUND (Off:2 Def:6),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,444.0,8.0,6.0,2.0,,,,,,,,,,,,,
447,PT03M32.00S,2023-01-14T01:43:44.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628977,93.9060446780552,47.30392156862745,1610612765,73,83,2023-01-14T01:43:50Z,4450000,False,-13.0,5.0,1,right,H. Diallo running DUNK (9 PTS) (A. Burks 1 AST),"[1628977, 202692]",1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.43,Made,9.0,,,,,,,,,,,A. Burks,202692.0,1.0,,,,
449,PT03M06.00S,2023-01-14T01:44:15.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.492115637319317,37.99019607843137,1610612740,73,85,2023-01-14T01:44:21Z,4470000,False,60.0,27.0,1,left,C. McCollum 6' driving floating bank Jump Shot (16 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,16.0,,,,,,,,,,,,,,,,,
450,PT02M54.00S,2023-01-14T01:44:26.4Z,3,REGULAR,3pt,Jump Shot,[],1630180,79.188567674113,6.862745098039216,1610612765,76,85,2023-01-14T01:44:32Z,4480000,False,-216.0,143.0,1,right,S. Bey 25' 3PT  (16 PTS) (K. Hayes 5 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.89,Made,16.0,,,,,,,,,,,K. Hayes,1630165.0,5.0,,,,
452,PT02M37.00S,2023-01-14T01:44:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.09789750328515,52.450980392156865,1610612740,76,87,2023-01-14T01:44:53Z,4500000,False,-12.0,24.0,1,left,C. McCollum driving finger roll Layup (18 PTS),[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.66,Made,18.0,,,,,,,,,,,,,,,,,
453,PT02M18.00S,2023-01-14T01:45:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.80354796320631,49.26470588235294,1610612765,78,87,2023-01-14T01:45:06Z,4510000,False,-4.0,25.0,1,right,B. Bogdanovic driving Layup (20 PTS),[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.48,Made,20.0,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2023-01-14T01:45:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,31.35676741130092,12.009803921568627,1610612740,78,90,2023-01-14T01:45:25Z,4520000,False,190.0,242.0,1,left,T. Murphy III 30' 3PT  (18 PTS) (C. McCollum 6 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,30.79,Made,18.0,,,,,,,,,,,C. McCollum,203468.0,6.0,,,,
456,PT01M44.00S,2023-01-14T01:45:36.4Z,3,REGULAR,3pt,Jump Shot,[],202711,72.7496714848883,81.86274509803921,1610612765,78,90,2023-01-14T01:49:57Z,4540000,False,159.0,204.0,1,right,MISS B. Bogdanovic 25' pullup 3PT,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
457,PT01M42.00S,2023-01-14T01:45:38.4Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,78,90,2023-01-14T01:45:40Z,4550000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,456.0,2.0,2.0,0.0,,,,,,,,,,,,,
458,PT01M40.00S,2023-01-14T01:45:41.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,24.26084099868594,16.666666666666664,1610612740,78,90,2023-01-14T01:52:08Z,4560000,False,167.0,176.0,1,left,MISS T. Murphy III 24' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,24.21,Missed,,,,,,,,,,,,,,,,,,
459,PT01M36.00S,2023-01-14T01:45:45.7Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,78,90,2023-01-14T01:45:48Z,4570000,False,,,0,,H. Diallo REBOUND (Off:0 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,,458.0,3.0,3.0,0.0,,,,,,,,,,,,,
460,PT01M31.00S,2023-01-14T01:45:50.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628977,89.04402102496715,42.64705882352941,1610612765,78,90,2023-01-14T01:52:52Z,4580000,False,-37.0,50.0,1,right,MISS H. Diallo 6' running Layup - blocked,"[1628977, 1630631]",1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,Alvarado,1630631.0
461,PT01M31.00S,2023-01-14T01:45:50.3Z,3,REGULAR,block,,[],1630631,,,1610612765,78,90,2023-01-14T01:45:52Z,4590000,False,,,0,,J. Alvarado BLOCK (1 BLK),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT01M29.00S,2023-01-14T01:45:52.3Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,78,90,2023-01-14T01:45:56Z,4600000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,460.0,3.0,3.0,0.0,,,,,,,,,,,,,
463,PT01M21.00S,2023-01-14T01:46:00.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.521024967148489,45.09803921568628,1610612740,78,92,2023-01-14T01:46:08Z,4610000,False,25.0,9.0,1,left,J. Hayes DUNK (4 PTS) (T. Murphy III 2 AST),"[1629637, 1630530]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,2.6,Made,4.0,,,,,,,,,,,T. Murphy III,1630530.0,2.0,,,,
465,PT01M01.00S,2023-01-14T01:46:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.03745072273325,51.9607843137255,1610612765,80,92,2023-01-14T01:46:27Z,4630000,False,10.0,4.0,1,right,S. Bey driving Layup (18 PTS) (K. Hayes 6 AST),"[1630180, 1630165]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.04,Made,18.0,,,,,,,,,,,K. Hayes,1630165.0,6.0,,,,
467,PT01M01.00S,2023-01-14T01:46:25.3Z,3,REGULAR,foul,personal,['1freethrow'],1626204,,,1610612765,80,92,2023-01-14T01:46:33Z,4650000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Bey 1 FT),"[1626204, 1630180]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,,1.0,0.0,Bey,1630180.0,,,,,,,
469,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,80,92,2023-01-14T01:47:33Z,4670000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,out,[],202711,,,1610612765,80,92,2023-01-14T01:47:33Z,4680000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,out,[],203468,,,1610612765,80,92,2023-01-14T01:47:33Z,4690000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,out,[],1630530,,,1610612765,80,92,2023-01-14T01:47:33Z,4700000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,in,[],1630587,,,1610612765,80,92,2023-01-14T01:47:33Z,4710000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,in,[],1631093,,,1610612765,80,92,2023-01-14T01:47:33Z,4720000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,in,[],1628984,,,1610612765,80,92,2023-01-14T01:47:33Z,4730000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M01.00S,2023-01-14T01:46:34.7Z,3,REGULAR,substitution,in,[],1630230,,,1610612765,80,92,2023-01-14T01:47:33Z,4740000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M01.00S,2023-01-14T01:47:09.6Z,3,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,81,92,2023-01-14T01:47:09Z,4750000,False,,,0,,S. Bey Free Throw 1 of 1 (19 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
478,PT00M44.10S,2023-01-14T01:47:29.8Z,3,REGULAR,3pt,Jump Shot,[],1630631,20.844283837056505,89.2156862745098,1610612740,81,92,2023-01-14T01:47:36Z,4760000,False,-196.0,143.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
479,PT00M40.70S,2023-01-14T01:47:33.2Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,81,92,2023-01-14T01:47:36Z,4770000,False,,,0,,H. Diallo REBOUND (Off:0 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Left Center,,,,478.0,4.0,4.0,0.0,,,,,,,,,,,,,
480,PT00M35.20S,2023-01-14T01:47:40.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202692,91.14651773981603,46.81372549019608,1610612765,83,92,2023-01-14T01:55:21Z,4780000,False,-16.0,31.0,1,right,A. Burks running finger roll Layup (7 PTS),[202692],1610612765.0,DET,running finger roll,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,3.46,Made,7.0,,,,,,,,,,,,,,,,,
481,PT00M15.40S,2023-01-14T01:48:05.0Z,3,REGULAR,foul,offensive,[],1626204,,,1610612740,83,92,2023-01-14T01:48:17Z,4790000,False,,,0,,L. Nance Jr. offensive FOUL (2 PF),"[1626204, 1628977]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,,2.0,0.0,Diallo,1628977.0,,,,,,,
483,PT00M15.40S,2023-01-14T01:48:05.0Z,3,REGULAR,turnover,offensive foul,[],1626204,,,1610612740,83,92,2023-01-14T01:48:05Z,4810000,False,,,0,,L. Nance Jr. offensive foul TURNOVER (1 TO),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,,,,,,,,,,,
484,PT00M03.20S,2023-01-14T01:48:38.1Z,3,REGULAR,turnover,traveling,[],1631093,,,1610612765,83,92,2023-01-14T01:48:43Z,4820000,False,,,0,,J. Ivey traveling TURNOVER (3 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204058.0,3.0,,,,,,,,,,,
485,PT00M00.20S,2023-01-14T01:48:57.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,28.203022339027594,78.92156862745098,1610612740,83,92,2023-01-14T01:56:37Z,4830000,False,-145.0,213.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
486,PT00M00.10S,2023-01-14T01:48:57.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,83,92,2023-01-14T01:49:14Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,485.0,,,,,,,,,,,,,,,,
487,PT00M00.00S,2023-01-14T01:49:04.9Z,3,REGULAR,period,end,[],0,,,1610612740,83,92,2023-01-14T01:49:04Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-01-14T01:51:46.5Z,4,REGULAR,period,start,[],0,,,1610612740,83,92,2023-01-14T01:51:46Z,4860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M42.00S,2023-01-14T01:52:04.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,8.09789750328515,53.431372549019606,1610612740,83,92,2023-01-14T01:52:08Z,4870000,False,-17.0,24.0,1,left,MISS J. Hayes Layup,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
490,PT11M39.00S,2023-01-14T01:52:07.4Z,4,REGULAR,rebound,defensive,[],202692,,,1610612765,83,92,2023-01-14T01:52:08Z,4880000,False,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,489.0,3.0,2.0,1.0,,,,,,,,,,,,,
491,PT11M37.00S,2023-01-14T01:52:10.8Z,4,REGULAR,turnover,out-of-bounds,[],202692,,,1610612765,83,92,2023-01-14T01:52:17Z,4890000,False,,,0,,A. Burks bad pass out-of-bounds TURNOVER (1 TO),[202692],1610612765.0,DET,bad pass,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627526.0,1.0,,,,,,,,,,,
492,PT11M23.00S,2023-01-14T01:52:33.7Z,4,REGULAR,turnover,traveling,[],1630230,,,1610612740,83,92,2023-01-14T01:52:40Z,4900000,False,,,0,,N. Marshall traveling TURNOVER (4 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,4.0,,,,,,,,,,,
493,PT11M12.00S,2023-01-14T01:52:59.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202692,69.99014454664915,69.6078431372549,1610612765,83,92,2023-01-14T01:57:41Z,4910000,False,98.0,230.0,1,right,MISS A. Burks 24' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
494,PT11M09.00S,2023-01-14T01:53:02.1Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,83,92,2023-01-14T01:53:04Z,4920000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:5),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,,493.0,7.0,5.0,2.0,,,,,,,,,,,,,
495,PT11M01.00S,2023-01-14T01:53:09.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,10.85742444152431,45.83333333333333,1610612740,83,92,2023-01-14T01:58:17Z,4930000,False,21.0,50.0,1,left,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,
496,PT10M59.00S,2023-01-14T01:53:11.8Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,83,92,2023-01-14T01:53:13Z,4940000,False,,,0,,H. Diallo REBOUND (Off:0 Def:5),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,495.0,5.0,5.0,0.0,,,,,,,,,,,,,
497,PT10M55.00S,2023-01-14T01:53:16.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,92.59198423127464,3.6764705882352944,1610612765,83,92,2023-01-14T01:58:52Z,4950000,False,-232.0,17.0,1,right,MISS S. Bey running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
498,PT10M51.00S,2023-01-14T01:53:20.5Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,83,92,2023-01-14T01:53:22Z,4960000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:6),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,,497.0,8.0,6.0,2.0,,,,,,,,,,,,,
499,PT10M47.00S,2023-01-14T01:53:24.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630230,7.30946123521682,53.18627450980392,1610612740,83,94,2023-01-14T01:53:47Z,4970000,False,-16.0,16.0,1,left,N. Marshall running Layup (11 PTS) (L. Nance Jr. 1 AST),"[1630230, 1626204]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.27,Made,11.0,,,,,,,,,,,L. Nance Jr.,1626204.0,1.0,,,,
501,PT10M26.00S,2023-01-14T01:53:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.1688567674113,56.372549019607845,1610612765,83,94,2023-01-14T01:53:51Z,4990000,False,32.0,2.0,1,right,MISS S. Bey Layup,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
502,PT10M26.00S,2023-01-14T01:53:44.6Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,83,94,2023-01-14T01:53:51Z,5000000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:4),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,501.0,4.0,4.0,0.0,,,,,,,,,,,,,
503,PT10M21.00S,2023-01-14T01:53:50.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629637,7.046649145860711,51.470588235294116,1610612740,83,96,2023-01-14T01:59:42Z,5010000,False,-7.0,14.0,1,left,J. Hayes running alley-oop DUNK (6 PTS) (D. Graham 2 AST),"[1629637, 1628984]",1610612740.0,NOP,running alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.56,Made,6.0,,,,,,,,,,,D. Graham,1628984.0,2.0,,,,
505,PT10M21.00S,2023-01-14T01:54:00.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,83,96,2023-01-14T01:54:00Z,5030000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
