actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
596,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,in,[],1630543,,,1610612765,101,108,2023-03-12T02:04:08Z,5900000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M48.00S,2023-03-12T02:04:40.2Z,4,REGULAR,2pt,Jump Shot,[],1630587,6.652431011826544,78.92156862745098,1610612765,103,108,2023-03-12T02:11:44Z,5910000,False,-145.0,10.0,1,left,I. Livers 14' pullup Jump Shot (17 PTS),[1630587],1610612765.0,DET,pullup,,,Livers,I. Livers,,,,,Mid-Range,8-16 Left,14.49,Made,17.0,,,,,,,,,,,,,,,,,
598,PT06M29.00S,2023-03-12T02:04:59.1Z,4,REGULAR,2pt,Jump Shot,[],201588,87.46714848883047,32.1078431372549,1610612754,103,110,2023-03-12T02:05:04Z,5920000,False,-89.0,65.0,1,right,G. Hill 11' driving floating Jump Shot (4 PTS),[201588],1610612754.0,IND,driving floating,,,Hill,G. Hill,,,,,Mid-Range,8-16 Left,11.08,Made,4.0,,,,,,,,,,,,,,,,,
599,PT06M16.00S,2023-03-12T02:05:12.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,20.18725361366623,48.77450980392157,1610612765,103,110,2023-03-12T02:05:18Z,5930000,False,6.0,137.0,1,left,MISS J. Wiseman 13' Jump Shot,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,13.74,Missed,,,,,,,,,,,,,,,,,,
600,PT06M13.00S,2023-03-12T02:05:14.7Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,103,110,2023-03-12T02:05:14Z,5940000,False,,,0,,O. Brissett REBOUND (Off:3 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,599.0,7.0,4.0,3.0,,,,
601,PT05M57.00S,2023-03-12T02:05:31.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201949,86.28449408672799,48.28431372549019,1610612754,103,112,2023-03-12T02:12:35Z,5950000,False,-9.0,76.0,1,right,J. Johnson 7' driving floating bank Jump Shot (8 PTS),[201949],1610612754.0,IND,driving floating bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.69,Made,8.0,,,,,,,,,,,,,,,,,
602,PT05M42.00S,2023-03-12T02:05:46.0Z,4,REGULAR,turnover,bad pass,[],1630165,,,1610612765,103,112,2023-03-12T02:05:49Z,5960000,False,,,0,,K. Hayes bad pass TURNOVER (5 TO),"[1630165, 1630543]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,5.0,,,,,,,,,,Jackson,1630543.0
603,PT05M42.00S,2023-03-12T02:05:46.0Z,4,REGULAR,steal,,[],1630543,,,1610612754,103,112,2023-03-12T02:05:47Z,5970000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
604,PT05M34.00S,2023-03-12T02:05:54.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629052,92.9862023653088,52.94117647058824,1610612754,103,114,2023-03-12T02:05:58Z,5980000,False,15.0,13.0,1,right,O. Brissett driving Layup (11 PTS) (G. Hill 5 AST),"[1629052, 201588]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,1.99,Made,11.0,,,,,,,G. Hill,201588.0,5.0,,,,,,,,
606,PT05M21.00S,2023-03-12T02:06:07.0Z,4,REGULAR,3pt,Jump Shot,[],1630587,28.465834428383708,73.52941176470588,1610612765,103,114,2023-03-12T02:13:27Z,6000000,False,-118.0,215.0,1,left,MISS I. Livers 24' pullup 3PT,[1630587],1610612765.0,DET,pullup,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
607,PT05M19.00S,2023-03-12T02:06:09.0Z,4,REGULAR,rebound,defensive,[],201949,,,1610612754,103,114,2023-03-12T02:06:10Z,6010000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,606.0,5.0,5.0,0.0,,,,
608,PT05M08.00S,2023-03-12T02:06:19.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.38042049934296,52.20588235294118,1610612754,103,114,2023-03-12T02:06:25Z,6020000,False,11.0,10.0,1,right,MISS J. Johnson driving Layup,[201949],1610612754.0,IND,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
609,PT05M05.00S,2023-03-12T02:06:22.8Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,103,114,2023-03-12T02:06:25Z,6030000,False,,,0,,I. Jackson REBOUND (Off:6 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,608.0,8.0,2.0,6.0,,,,
610,PT05M05.00S,2023-03-12T02:06:23.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,94.40999984741211,50.0,1610612754,103,114,2023-03-12T02:06:23Z,6040000,False,0.0,0.0,1,right,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
611,PT05M04.00S,2023-03-12T02:06:23.8Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612765,103,114,2023-03-12T02:06:23Z,6050000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,610.0,4.0,3.0,1.0,,,,
612,PT04M58.00S,2023-03-12T02:06:30.0Z,4,REGULAR,3pt,Jump Shot,[],1630165,6.1268068331143235,95.58823529411765,1610612765,103,114,2023-03-12T02:06:33Z,6060000,False,-228.0,5.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
613,PT04M55.00S,2023-03-12T02:06:33.0Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,103,114,2023-03-12T02:06:33Z,6070000,False,,,0,,I. Jackson REBOUND (Off:6 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,612.0,9.0,3.0,6.0,,,,
614,PT04M43.00S,2023-03-12T02:06:45.5Z,4,REGULAR,2pt,Jump Shot,[],1629670,86.67871222076215,33.57843137254902,1610612754,103,114,2023-03-12T02:06:49Z,6080000,False,-82.0,73.0,1,right,MISS J. Nwora 10' driving floating Shot,[1629670],1610612754.0,IND,driving floating,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,10.97,Missed,,,,,,,,,,,,,,,,,,
615,PT04M39.00S,2023-03-12T02:06:49.5Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612765,103,114,2023-03-12T02:06:49Z,6090000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:4),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,614.0,5.0,4.0,1.0,,,,
617,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,out,[],201588,,,1610612765,103,114,2023-03-12T02:07:15Z,6110000,False,,,0,,SUB out: G. Hill,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,out,[],1629052,,,1610612765,103,114,2023-03-12T02:07:15Z,6120000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,out,[],1629670,,,1610612765,103,114,2023-03-12T02:07:15Z,6130000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,out,[],201949,,,1610612765,103,114,2023-03-12T02:07:15Z,6140000,False,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,in,[],1630537,,,1610612765,103,114,2023-03-12T02:07:15Z,6150000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,in,[],1630174,,,1610612765,103,114,2023-03-12T02:07:15Z,6160000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,in,[],1629614,,,1610612765,103,114,2023-03-12T02:07:15Z,6170000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M34.00S,2023-03-12T02:07:01.0Z,4,REGULAR,substitution,in,[],1627741,,,1610612765,103,114,2023-03-12T02:07:15Z,6180000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M26.00S,2023-03-12T02:07:28.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,18.873193166885677,42.64705882352941,1610612765,105,114,2023-03-12T02:07:34Z,6190000,False,37.0,125.0,1,left,K. Hayes 13' pullup Jump Shot (15 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,15.0,,,,,,,,,,,,,,,,,
626,PT04M10.00S,2023-03-12T02:07:44.3Z,4,REGULAR,turnover,bad pass,[],1627741,,,1610612754,105,114,2023-03-12T02:07:48Z,6200000,False,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1630165]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,,,Hayes,1630165.0
627,PT04M10.00S,2023-03-12T02:07:44.3Z,4,REGULAR,steal,,[],1630165,,,1610612765,105,114,2023-03-12T02:07:45Z,6210000,False,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
628,PT04M07.00S,2023-03-12T02:07:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630165,7.703679369250986,52.94117647058824,1610612765,105,114,2023-03-12T02:15:12Z,6220000,False,-15.0,20.0,1,left,MISS K. Hayes running Layup - blocked,"[1630165, 1630543]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
629,PT04M07.00S,2023-03-12T02:07:47.8Z,4,REGULAR,block,,[],1630543,,,1610612765,105,114,2023-03-12T02:07:50Z,6230000,False,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT04M06.00S,2023-03-12T02:07:48.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,105,114,2023-03-12T02:08:02Z,6240000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,628.0,,,,,,,
632,PT04M06.00S,2023-03-12T02:08:03.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,105,114,2023-03-12T02:08:03Z,6260000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M42.00S,2023-03-12T02:11:18.3Z,4,REGULAR,turnover,lost ball,[],1627741,,,1610612754,105,114,2023-03-12T02:11:22Z,6270000,False,,,0,,B. Hield lost ball TURNOVER (3 TO),"[1627741, 1630587]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,,3.0,,,,,,,,,,Livers,1630587.0
634,PT03M42.00S,2023-03-12T02:11:18.3Z,4,REGULAR,steal,,[],1630587,,,1610612765,105,114,2023-03-12T02:11:19Z,6280000,False,,,0,,I. Livers STEAL (3 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
635,PT03M39.00S,2023-03-12T02:11:23.2Z,4,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612765,105,114,2023-03-12T02:11:39Z,6290000,False,,,0,,C. Duarte shooting personal FOUL (4 PF) (Livers 2 FT),"[1630537, 1630587]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,2715.0,4.0,0.0,Livers,1630587.0,,,,,,,,,,,,
637,PT03M39.00S,2023-03-12T02:11:52.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630587,,,1610612765,106,114,2023-03-12T02:12:11Z,6310000,False,,,0,,I. Livers Free Throw 1 of 2 (18 PTS),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
638,PT03M39.00S,2023-03-12T02:11:52.5Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630587,,,1610612765,106,114,2023-03-12T02:12:11Z,6320000,False,,,0,,MISS I. Livers Free Throw 2 of 2,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
639,PT03M36.00S,2023-03-12T02:11:55.5Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,106,114,2023-03-12T02:12:11Z,6330000,False,,,0,,C. Duarte REBOUND (Off:2 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,638.0,5.0,3.0,2.0,,,,
640,PT03M21.00S,2023-03-12T02:12:25.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630543,91.5407358738502,41.42156862745098,1610612754,106,116,2023-03-12T02:12:31Z,6340000,False,-43.0,27.0,1,right,I. Jackson turnaround Hook (17 PTS),[1630543],1610612754.0,IND,turnaround,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,17.0,,,,,,,,,,,,,,,,,
641,PT03M15.00S,2023-03-12T02:12:39.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,106,116,2023-03-12T02:12:39Z,6350000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M57.00S,2023-03-12T02:14:27.0Z,4,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612765,106,116,2023-03-12T02:14:36Z,6360000,False,,,0,,I. Jackson shooting personal FOUL (4 PF) (Wiseman 2 FT),"[1630543, 1630164]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,4.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,
644,PT02M57.00S,2023-03-12T02:14:51.7Z,4,REGULAR,freethrow,1 of 2,[],1630164,,,1610612765,107,116,2023-03-12T02:18:42Z,6380000,False,,,0,,J. Wiseman Free Throw 1 of 2 (14 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
645,PT02M57.00S,2023-03-12T02:14:51.7Z,4,REGULAR,freethrow,2 of 2,[],1630164,,,1610612765,107,116,2023-03-12T02:18:42Z,6390000,False,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
646,PT02M55.00S,2023-03-12T02:14:53.7Z,4,REGULAR,rebound,offensive,[],1630164,,,1610612765,107,116,2023-03-12T02:22:35Z,6400000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:4),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,645.0,6.0,4.0,2.0,,,,
682,PT02M54.00S,2023-03-12T02:15:06.1Z,4,REGULAR,turnover,lost ball,[],1630164,,,1610612765,107,116,2023-03-12T02:23:00Z,6420000,False,,,0,,J. Wiseman lost ball TURNOVER (2 TO),"[1630164, 1630543]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Center,,,,,,,,,2.0,,,,,,,,,,Jackson,1630543.0
683,PT02M54.00S,2023-03-12T02:15:06.1Z,4,REGULAR,steal,,[],1630543,,,1610612754,107,116,2023-03-12T02:23:00Z,6430000,False,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
650,PT02M43.00S,2023-03-12T02:15:20.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629614,82.21090670170827,35.78431372549019,1610612754,107,116,2023-03-12T02:23:00Z,6440000,False,-71.0,115.0,1,right,MISS A. Nembhard 13' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,13.49,Missed,,,,,,,,,,,,,,,,,,
651,PT02M41.00S,2023-03-12T02:15:22.5Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612765,107,116,2023-03-12T02:15:25Z,6450000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:5),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,650.0,7.0,5.0,2.0,,,,
652,PT02M28.00S,2023-03-12T02:15:35.3Z,4,REGULAR,3pt,Jump Shot,[],1630164,32.802233902759525,57.59803921568627,1610612765,107,116,2023-03-12T02:15:40Z,6460000,False,-38.0,256.0,1,left,MISS J. Wiseman 25' 3PT,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
653,PT02M25.00S,2023-03-12T02:15:38.3Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,107,116,2023-03-12T02:15:40Z,6470000,False,,,0,,C. Duarte REBOUND (Off:2 Def:4),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,652.0,6.0,4.0,2.0,,,,
654,PT02M04.00S,2023-03-12T02:15:59.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,82.47371879106439,38.48039215686275,1610612754,107,116,2023-03-12T02:16:04Z,6480000,False,-58.0,112.0,1,right,MISS B. Hield 12' step back Shot,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,
655,PT02M01.00S,2023-03-12T02:16:02.3Z,4,REGULAR,rebound,defensive,[],1630165,,,1610612765,107,116,2023-03-12T02:16:04Z,6490000,False,,,0,,K. Hayes REBOUND (Off:0 Def:6),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,654.0,6.0,6.0,0.0,,,,
656,PT01M55.00S,2023-03-12T02:16:14.8Z,4,REGULAR,foul,personal,[],1630174,,,1610612765,107,116,2023-03-12T02:16:40Z,6500000,False,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1630165]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,203593.0,2.0,0.0,Hayes,1630165.0,,,,,,,,,,,,
658,PT01M47.00S,2023-03-12T02:16:58.5Z,4,REGULAR,3pt,Jump Shot,[],1630587,30.831143232588698,66.42156862745098,1610612765,107,116,2023-03-12T02:17:06Z,6520000,False,-82.0,237.0,1,left,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
659,PT01M43.00S,2023-03-12T02:17:02.5Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,107,116,2023-03-12T02:17:06Z,6530000,False,,,0,,I. Jackson REBOUND (Off:6 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,658.0,10.0,4.0,6.0,,,,
660,PT01M29.00S,2023-03-12T02:17:17.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,92.9862023653088,49.50980392156863,1610612754,107,118,2023-03-12T02:17:26Z,6540000,False,-2.0,13.0,1,right,I. Jackson alley-oop DUNK (19 PTS) (A. Nembhard 8 AST),"[1630543, 1629614]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.36,Made,19.0,,,,,,,A. Nembhard,1629614.0,8.0,,,,,,,,
662,PT01M14.00S,2023-03-12T02:17:36.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,17.0335085413929,47.794117647058826,1610612765,109,118,2023-03-12T02:17:44Z,6560000,False,11.0,108.0,1,left,C. Joseph 10' driving floating Jump Shot (12 PTS) (I. Livers 2 AST),"[202709, 1630587]",1610612765.0,DET,driving floating,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,10.82,Made,12.0,,,,,,,I. Livers,1630587.0,2.0,,,,,,,,
663,PT01M14.00S,2023-03-12T02:17:48.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,109,118,2023-03-12T02:17:48Z,6570000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M14.00S,2023-03-12T02:18:59.9Z,4,REGULAR,substitution,out,[],1630174,,,1610612754,109,118,2023-03-12T02:19:24Z,6580000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M14.00S,2023-03-12T02:18:59.9Z,4,REGULAR,substitution,in,[],1629052,,,1610612754,109,118,2023-03-12T02:19:24Z,6590000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M52.60S,2023-03-12T02:19:44.8Z,4,REGULAR,3pt,Jump Shot,[],1630537,79.31997371879106,7.107843137254902,1610612754,109,118,2023-03-12T02:25:19Z,6600000,False,-214.0,142.0,1,right,MISS C. Duarte 25' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
668,PT00M50.70S,2023-03-12T02:19:46.8Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612765,109,118,2023-03-12T02:19:46Z,6610000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:6),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,667.0,8.0,6.0,2.0,,,,
669,PT00M43.70S,2023-03-12T02:19:54.4Z,4,REGULAR,2pt,Jump Shot,[],1630165,5.206964520367937,69.36274509803921,1610612765,111,118,2023-03-12T02:20:05Z,6620000,False,-97.0,-4.0,1,left,K. Hayes 9' fadeaway Jump Shot (17 PTS),[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,9.69,Made,17.0,,,,,,,,,,,,,,,,,
670,PT00M40.70S,2023-03-12T02:20:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612754,111,118,2023-03-12T02:20:10Z,6630000,False,,,0,,K. Hayes personal FOUL (1 PF) (Nembhard 2 FT),"[1630165, 1629614]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,203592.0,1.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,
672,PT00M40.70S,2023-03-12T02:20:37.5Z,4,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,111,119,2023-03-12T02:20:37Z,6650000,False,,,0,,A. Nembhard Free Throw 1 of 2 (17 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
673,PT00M40.70S,2023-03-12T02:20:38.9Z,4,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,111,120,2023-03-12T02:20:38Z,6660000,False,,,0,,A. Nembhard Free Throw 2 of 2 (18 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
674,PT00M40.70S,2023-03-12T02:20:42.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,111,120,2023-03-12T02:20:42Z,6670000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M32.70S,2023-03-12T02:22:38.3Z,4,REGULAR,3pt,Jump Shot,[],1630165,22.026938239159,89.4607843137255,1610612765,111,120,2023-03-12T02:26:05Z,6680000,False,-197.0,155.0,1,left,MISS K. Hayes 25' pullup 3PT,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
676,PT00M30.80S,2023-03-12T02:22:40.2Z,4,REGULAR,rebound,offensive,[],1630647,,,1610612765,111,120,2023-03-12T02:26:51Z,6690000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:2),[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,675.0,3.0,2.0,1.0,,,,
