actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
21,PT10M15.00S,2022-11-04T23:13:45.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,2,1,2022-11-04T23:13:45Z,210000,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,
22,PT10M15.00S,2022-11-04T23:13:45.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,2,1,2022-11-04T23:13:48Z,220000,0.0,0.0,1,right,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.0,,,,,,,,
23,PT10M15.00S,2022-11-04T23:13:45.3Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,2,1,2022-11-04T23:22:08Z,230000,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
24,PT10M12.00S,2022-11-04T23:13:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,8.722076215505908,50.98039215686275,1610612765,4,1,2022-11-04T23:13:52Z,240000,-5.0,29.0,1,left,J. Ivey running Layup (2 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.99,,,,,,,,
25,PT09M53.00S,2022-11-04T23:14:07.7Z,1,REGULAR,2pt,Jump Shot,[],1627747,84.80617608409987,69.8529411764706,1610612739,4,1,2022-11-04T23:14:15Z,250000,99.0,90.0,1,right,MISS C. LeVert 13' fadeaway Shot,[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,13.42,,,,,,,,
26,PT09M52.00S,2022-11-04T23:14:08.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,4,1,2022-11-04T23:14:15Z,260000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,25.0,,,,,,,,,,,,
27,PT09M52.00S,2022-11-04T23:14:17.0Z,1,REGULAR,foul,personal,[],1628386,,,1610612765,4,1,2022-11-04T23:14:28Z,270000,,,0,,J. Allen loose ball personal FOUL (1 PF),"[1628386, 1630191]",1610612739.0,CLE,loose ball,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,1148.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
29,PT09M39.00S,2022-11-04T23:14:44.7Z,1,REGULAR,foul,technical,['1freethrow'],1630596,,,1610612765,4,1,2022-11-04T23:14:57Z,290000,,,0,,E. Mobley defensive-3-second technical FOUL (1 Tech),[1630596],1610612739.0,CLE,defensive-3-second,,,Mobley,E. Mobley,,,,,,,1204.0,0.0,1.0,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2022-11-04T23:15:02.2Z,1,REGULAR,freethrow,1 of 1,[],202711,,,1610612765,5,1,2022-11-04T23:15:02Z,300000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (1 PTS),[202711],1610612765.0,DET,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
31,PT09M32.00S,2022-11-04T23:15:30.1Z,1,REGULAR,turnover,traveling,[],1630180,,,1610612765,5,1,2022-11-04T23:15:35Z,310000,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,1148.0,,,,,,,,,,,,,,1.0,,,,,
32,PT09M18.00S,2022-11-04T23:15:56.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,88.48554533508542,40.931372549019606,1610612739,5,1,2022-11-04T23:16:03Z,320000,-45.0,56.0,1,right,MISS E. Mobley 7' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,7.18,,,,,,,,
33,PT09M17.00S,2022-11-04T23:16:00.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,5,1,2022-11-04T23:16:00Z,330000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,32.0,,,,,,,,,,,,
34,PT09M09.00S,2022-11-04T23:16:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627747,90.8508541392904,53.92156862745098,1610612739,5,3,2022-11-04T23:16:28Z,340000,20.0,34.0,1,right,C. LeVert driving Layup (2 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.88,,,,,,,,
35,PT08M57.00S,2022-11-04T23:16:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,5.042706964520377,37.254901960784316,1610612765,5,3,2022-11-04T23:16:40Z,350000,64.0,-5.0,1,left,MISS C. Cunningham 6' floating Shot,[1630595],1610612765.0,DET,floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.39,,,,,,,,
36,PT08M54.00S,2022-11-04T23:16:37.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,5,3,2022-11-04T23:16:40Z,360000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT08M48.00S,2022-11-04T23:16:43.7Z,1,REGULAR,2pt,Jump Shot,[],1630596,92.50985545335085,23.996629901960787,1610612739,5,3,2022-11-04T23:16:50Z,370000,-130.0,18.0,1,right,MISS E. Mobley 13' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,13.12,,,,,,,,
38,PT08M46.00S,2022-11-04T23:16:45.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,5,3,2022-11-04T23:16:50Z,380000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,
40,PT08M32.00S,2022-11-04T23:17:00.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,30.176166228646522,79.38495710784314,1610612765,5,3,2022-11-04T23:17:08Z,390000,-147.0,231.0,1,left,MISS J. Ivey 27' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.39,,,,,,,,
41,PT08M29.00S,2022-11-04T23:17:03.5Z,1,REGULAR,rebound,offensive,[],202711,,,1610612765,5,3,2022-11-04T23:17:08Z,400000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,40.0,1.0,0.0,1.0,,,,,,,,,
42,PT08M25.00S,2022-11-04T23:17:07.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,23.258869908015768,12.967218137254903,1610612765,5,3,2022-11-04T23:17:14Z,410000,185.0,166.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.88,,,,,,,,
43,PT08M25.00S,2022-11-04T23:17:07.1Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,5,3,2022-11-04T23:17:14Z,420000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,
44,PT08M13.00S,2022-11-04T23:17:19.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,93.2161629434954,53.92156862745098,1610612739,5,5,2022-11-04T23:17:26Z,430000,20.0,11.0,1,right,I. Okoro driving DUNK (2 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.26,,,,E. Mobley,1630596.0,1.0,,
46,PT07M49.00S,2022-11-04T23:17:45.1Z,1,REGULAR,2pt,Jump Shot,[],1630180,4.911300919842304,33.57843137254902,1610612765,7,5,2022-11-04T23:17:52Z,450000,82.0,-6.0,1,left,S. Bey 8' driving floating Jump Shot (2 PTS),[1630180],1610612765.0,DET,driving floating,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,,,,,8.23,,,,,,,,
47,PT07M49.00S,2022-11-04T23:17:54.7Z,1,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612765,7,5,2022-11-04T23:18:03Z,460000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Bey 1 FT),"[1627747, 1630180]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,1204.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
49,PT07M49.00S,2022-11-04T23:18:13.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,7,5,2022-11-04T23:18:51Z,480000,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
50,PT07M49.00S,2022-11-04T23:18:21.4Z,1,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,8,5,2022-11-04T23:18:21Z,490000,,,0,,S. Bey Free Throw 1 of 1 (3 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
53,PT07M31.00S,2022-11-04T23:18:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.11366622864652,59.31372549019608,1610612739,8,7,2022-11-04T23:20:40Z,520000,47.0,31.0,1,right,C. LeVert driving reverse Layup (4 PTS),[1627747],1610612739.0,CLE,driving reverse,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,,5.6,,,,,,,,
61,PT07M21.00S,2022-11-04T23:18:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.802233902759525,50.0,1610612765,8,7,2022-11-04T23:20:47Z,525000,0.0,21.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.08,,,,,,,,
62,PT07M20.00S,2022-11-04T23:18:55.0Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,8,7,2022-11-04T23:20:47Z,527500,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,
54,PT07M15.00S,2022-11-04T23:18:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,8.196452036793687,53.18627450980392,1610612765,10,7,2022-11-04T23:23:30Z,530000,-16.0,25.0,1,left,I. Stewart putback Layup (2 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.92,,,,,,,,
55,PT06M56.00S,2022-11-04T23:19:15.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,89.01116951379764,62.00980392156863,1610612739,10,7,2022-11-04T23:19:19Z,540000,60.0,51.0,1,right,MISS E. Mobley 7' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,7.86,,,,,,,,
56,PT06M54.00S,2022-11-04T23:19:18.0Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,10,7,2022-11-04T23:19:18Z,550000,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,55.0,2.0,0.0,2.0,,,,,,,,,
57,PT06M53.00S,2022-11-04T23:19:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.42772667542707,53.92156862745098,1610612739,10,9,2022-11-04T23:23:58Z,560000,20.0,19.0,1,right,J. Allen putback Layup (3 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,2.71,,,,,,,,
58,PT06M41.00S,2022-11-04T23:19:36.1Z,1,REGULAR,foul,personal,[],1629731,,,1610612765,10,9,2022-11-04T23:20:06Z,570000,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1630595]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,1148.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
60,PT06M41.00S,2022-11-04T23:19:58.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,9,2022-11-04T23:19:58Z,590000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M33.00S,2022-11-04T23:22:36.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,28.038764783180028,87.74509803921569,1610612765,13,9,2022-11-04T23:23:06Z,600000,-189.0,211.0,1,left,J. Ivey 28' 3PT  (5 PTS) (C. Cunningham 1 AST),"[1631093, 1630595]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,28.31,,,,C. Cunningham,1630595.0,1.0,,
65,PT06M15.00S,2022-11-04T23:22:56.8Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612739,13,9,2022-11-04T23:23:10Z,620000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Mobley 2 FT),"[1630191, 1630596]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1148.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
67,PT06M15.00S,2022-11-04T23:23:23.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630596,,,1610612739,13,10,2022-11-04T23:23:23Z,640000,,,0,,E. Mobley Free Throw 1 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
68,PT06M15.00S,2022-11-04T23:23:49.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,13,10,2022-11-04T23:23:52Z,650000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M15.00S,2022-11-04T23:23:49.2Z,1,REGULAR,substitution,in,[],201567,,,1610612739,13,10,2022-11-04T23:23:52Z,660000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2022-11-04T23:24:03.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612739,13,10,2022-11-04T23:24:06Z,670000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2022-11-04T23:24:03.6Z,1,REGULAR,substitution,in,[],203457,,,1610612739,13,10,2022-11-04T23:24:06Z,680000,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M15.00S,2022-11-04T23:23:23.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630596,,,1610612739,13,10,2022-11-04T23:24:17Z,690000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
73,PT06M07.00S,2022-11-04T23:23:31.1Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,13,10,2022-11-04T23:24:17Z,700000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,
74,PT06M02.00S,2022-11-04T23:24:18.8Z,1,REGULAR,turnover,out-of-bounds,[],203457,,,1610612765,13,10,2022-11-04T23:24:26Z,710000,,,0,,N. Noel lost ball out-of-bounds TURNOVER (1 TO),[203457],1610612765.0,DET,lost ball,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,1.0,,,,,
76,PT05M37.00S,2022-11-04T23:25:00.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630171,89.79960578186596,60.78431372549019,1610612739,13,12,2022-11-04T23:25:08Z,730000,54.0,43.0,1,right,I. Okoro 6' driving floating Jump Shot (4 PTS) (K. Love 1 AST),"[1630171, 201567]",1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,,6.92,,,,K. Love,201567.0,1.0,,
78,PT05M25.00S,2022-11-04T23:25:12.9Z,1,REGULAR,2pt,Jump Shot,[],1630180,11.613009198423129,69.36274509803921,1610612765,13,12,2022-11-04T23:25:17Z,750000,-97.0,57.0,1,left,MISS S. Bey 11' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,11.22,,,,,,,,
79,PT05M21.00S,2022-11-04T23:25:16.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,13,12,2022-11-04T23:25:16Z,760000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,
80,PT05M15.00S,2022-11-04T23:25:21.9Z,1,REGULAR,3pt,Jump Shot,[],201567,66.40317017082785,67.71982230392157,1610612739,13,12,2022-11-04T23:25:27Z,770000,89.0,263.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.78,,,,,,,,
81,PT05M11.00S,2022-11-04T23:25:25.9Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,13,12,2022-11-04T23:25:27Z,780000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,
82,PT05M10.00S,2022-11-04T23:25:26.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,92.69053876478318,52.205882352941174,1610612739,13,14,2022-11-04T23:26:54Z,790000,11.0,16.0,1,right,E. Mobley putback DUNK (3 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,1.96,,,,,,,,
83,PT05M02.00S,2022-11-04T23:25:34.9Z,1,REGULAR,2pt,Jump Shot,[],1630595,12.795663600525614,32.1078431372549,1610612765,13,14,2022-11-04T23:25:39Z,800000,89.0,68.0,1,left,MISS C. Cunningham 11' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,11.23,,,,,,,,
84,PT05M00.00S,2022-11-04T23:25:36.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,13,14,2022-11-04T23:25:39Z,810000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,83.0,3.0,2.0,1.0,,,,,,,,,
85,PT04M48.00S,2022-11-04T23:25:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630596,88.09132720105124,96.81372549019608,1610612739,13,14,2022-11-04T23:25:55Z,820000,234.0,59.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,24.15,,,,,,,,
