actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
173,PT08M58.00S,2023-03-07T00:41:17.3Z,2,REGULAR,rebound,offensive,[],1631197,,,1610612765,22,34,2023-03-07T00:41:17Z,1680000,False,,,0,,J. Rhoden REBOUND (Off:2 Def:0),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Above the Break 3,24+ Left Center,,,172.0,2.0,0.0,2.0,,,,,,,,,,,,,,
174,PT08M54.00S,2023-03-07T00:41:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612765,22,34,2023-03-07T00:41:35Z,1690000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Diallo 2 FT),"[1630570, 1628977]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Diallo,1628977.0,,
176,PT08M54.00S,2023-03-07T00:41:53.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628977,,,1610612765,22,34,2023-03-07T00:41:53Z,1710000,False,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT08M54.00S,2023-03-07T00:41:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,22,34,2023-03-07T00:41:53Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT08M54.00S,2023-03-07T00:41:54.1Z,2,REGULAR,substitution,out,[],1630570,,,1610612765,22,34,2023-03-07T00:42:03Z,1730000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M54.00S,2023-03-07T00:41:54.1Z,2,REGULAR,substitution,out,[],1629629,,,1610612765,22,34,2023-03-07T00:42:03Z,1740000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M54.00S,2023-03-07T00:41:54.1Z,2,REGULAR,substitution,in,[],203081,,,1610612765,22,34,2023-03-07T00:42:03Z,1750000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M54.00S,2023-03-07T00:41:54.1Z,2,REGULAR,substitution,in,[],1629234,,,1610612765,22,34,2023-03-07T00:42:03Z,1760000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M54.00S,2023-03-07T00:41:53.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628977,,,1610612765,22,34,2023-03-07T00:42:20Z,1770000,False,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
183,PT08M52.00S,2023-03-07T00:41:55.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,22,34,2023-03-07T00:42:20Z,1780000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,
184,PT08M36.00S,2023-03-07T00:42:37.1Z,2,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612757,22,34,2023-03-07T00:42:45Z,1790000,False,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Grant 2 FT),"[1630164, 203924]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Grant,203924.0,,
186,PT08M36.00S,2023-03-07T00:42:58.9Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,22,35,2023-03-07T00:42:58Z,1810000,False,,,0,,J. Grant Free Throw 1 of 2 (5 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
187,PT08M36.00S,2023-03-07T00:43:14.8Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,22,36,2023-03-07T00:43:14Z,1820000,False,,,0,,J. Grant Free Throw 2 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
188,PT08M34.00S,2023-03-07T00:43:22.1Z,2,REGULAR,turnover,bad pass,[],1628977,,,1610612765,22,36,2023-03-07T00:43:27Z,1830000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1629642]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,Little,1629642.0
189,PT08M34.00S,2023-03-07T00:43:22.1Z,2,REGULAR,steal,,[],1629642,,,1610612757,22,36,2023-03-07T00:43:24Z,1840000,False,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
190,PT08M27.00S,2023-03-07T00:43:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,95.18725361366623,45.833333333333336,1610612757,22,36,2023-03-07T00:45:54Z,1850000,False,-21.0,-7.0,1,right,MISS J. Grant driving Layup - blocked,"[203924, 1630164]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,Wiseman,1630164.0,,,,,,,,,,,,
191,PT08M27.00S,2023-03-07T00:43:28.4Z,2,REGULAR,block,,[],1630164,,,1610612757,22,36,2023-03-07T00:43:31Z,1860000,False,,,0,,J. Wiseman BLOCK (2 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT08M24.00S,2023-03-07T00:43:31.4Z,2,REGULAR,rebound,defensive,[],1631197,,,1610612765,22,36,2023-03-07T00:43:32Z,1870000,False,,,0,,J. Rhoden REBOUND (Off:2 Def:1),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,,,190.0,3.0,1.0,2.0,,,,,,,,,,,,,,
193,PT08M20.00S,2023-03-07T00:43:36.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202709,25.54204993429697,11.029411764705884,1610612765,22,36,2023-03-07T00:46:36Z,1880000,False,195.0,188.0,1,left,MISS C. Joseph 27' running 3PT,[202709],1610612765.0,DET,running,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2023-03-07T00:43:38.4Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,22,36,2023-03-07T00:43:38Z,1890000,False,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,,,193.0,3.0,2.0,1.0,,,,,,,,,,,,,,
195,PT08M11.00S,2023-03-07T00:43:44.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628977,11.087385019710908,41.666666666666664,1610612765,22,36,2023-03-07T00:43:54Z,1900000,False,42.0,52.0,1,left,MISS H. Diallo 6' fadeaway Shot,[1628977],1610612765.0,DET,fadeaway,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
196,PT08M09.00S,2023-03-07T00:43:46.6Z,2,REGULAR,rebound,offensive,[],1631197,,,1610612765,22,36,2023-03-07T00:43:46Z,1910000,False,,,0,,J. Rhoden REBOUND (Off:3 Def:1),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,In The Paint (Non-RA),0-8 Center,,,195.0,4.0,1.0,3.0,,,,,,,,,,,,,,
197,PT08M08.00S,2023-03-07T00:43:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631197,6.225361366622863,53.67647058823529,1610612765,24,36,2023-03-07T00:47:19Z,1920000,False,-18.0,6.0,1,left,J. Rhoden tip Layup (4 PTS),[1631197],1610612765.0,DET,tip,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,4.0,,,,,,,,,,,
199,PT07M52.00S,2023-03-07T00:44:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,92.82194480946123,46.568627450980394,1610612757,24,38,2023-03-07T00:44:21Z,1940000,False,-17.0,15.0,1,right,N. Little driving Layup (4 PTS) (D. Eubanks 1 AST),"[1629642, 1629234]",1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,4.0,D. Eubanks,1629234.0,1.0,,,,,,,,
201,PT07M43.00S,2023-03-07T00:44:25.7Z,2,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612765,24,38,2023-03-07T00:44:34Z,1960000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Wiseman 2 FT),"[1629234, 1630164]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Wiseman,1630164.0,,
203,PT07M43.00S,2023-03-07T00:44:52.6Z,2,REGULAR,freethrow,1 of 2,[],1630164,,,1610612765,25,38,2023-03-07T00:44:52Z,1980000,False,,,0,,J. Wiseman Free Throw 1 of 2 (5 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
204,PT07M43.00S,2023-03-07T00:45:06.4Z,2,REGULAR,substitution,out,[],1630181,,,1610612765,25,38,2023-03-07T00:45:10Z,1990000,False,,,0,,SUB out: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M43.00S,2023-03-07T00:45:06.4Z,2,REGULAR,substitution,in,[],202692,,,1610612765,25,38,2023-03-07T00:45:10Z,2000000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M43.00S,2023-03-07T00:45:23.2Z,2,REGULAR,freethrow,2 of 2,[],1630164,,,1610612765,26,38,2023-03-07T00:45:23Z,2010000,False,,,0,,J. Wiseman Free Throw 2 of 2 (6 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
207,PT07M24.00S,2023-03-07T00:45:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,93.47897503285151,52.94117647058824,1610612757,26,40,2023-03-07T00:45:52Z,2020000,False,15.0,9.0,1,right,S. Sharpe driving Layup (6 PTS) (D. Eubanks 2 AST),"[1631101, 1629234]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,6.0,D. Eubanks,1629234.0,2.0,,,,,,,,
209,PT07M12.00S,2023-03-07T00:45:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,8.065045992115643,54.90196078431372,1610612765,28,40,2023-03-07T00:49:03Z,2040000,False,-25.0,23.0,1,left,H. Diallo cutting Layup (4 PTS) (A. Burks 3 AST),"[1628977, 202692]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,4.0,A. Burks,202692.0,3.0,,,,,,,,
211,PT06M54.00S,2023-03-07T00:46:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.69053876478318,46.07843137254902,1610612757,28,42,2023-03-07T00:46:25Z,2060000,False,-20.0,16.0,1,right,D. Lillard driving Layup (18 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,,18.0,,,,,,,,,,,
212,PT06M39.00S,2023-03-07T00:46:32.2Z,2,REGULAR,3pt,Jump Shot,[],202692,31.32391590013141,82.35294117647058,1610612765,28,42,2023-03-07T00:46:36Z,2070000,False,-162.0,242.0,1,left,MISS A. Burks 29' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,29.1,Missed,,,,,,,,,,,,,,,,,,
213,PT06M37.00S,2023-03-07T00:46:34.2Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,28,42,2023-03-07T00:46:36Z,2080000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT06M33.00S,2023-03-07T00:46:41.2Z,2,REGULAR,foul,personal,[],1631197,,,1610612757,28,42,2023-03-07T00:49:48Z,2090000,False,,,0,,J. Rhoden personal FOUL (1 PF),"[1631197, 203081]",1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Lillard,203081.0,,
216,PT06M33.00S,2023-03-07T00:47:04.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,28,42,2023-03-07T00:47:04Z,2110000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,out,[],1628977,,,1610612757,28,42,2023-03-07T00:49:37Z,2120000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,out,[],1631197,,,1610612757,28,42,2023-03-07T00:49:37Z,2130000,False,,,0,,SUB out: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,out,[],203924,,,1610612757,28,42,2023-03-07T00:49:37Z,2140000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,28,42,2023-03-07T00:49:37Z,2150000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,in,[],1631093,,,1610612757,28,42,2023-03-07T00:49:37Z,2160000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,in,[],1630587,,,1610612757,28,42,2023-03-07T00:49:37Z,2170000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,in,[],1629629,,,1610612757,28,42,2023-03-07T00:49:37Z,2180000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M33.00S,2023-03-07T00:47:05.3Z,2,REGULAR,substitution,in,[],1629680,,,1610612757,28,42,2023-03-07T00:49:37Z,2190000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M26.00S,2023-03-07T00:49:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,93.61038107752957,46.07843137254902,1610612757,28,42,2023-03-07T00:49:56Z,2200000,False,-20.0,8.0,1,right,MISS C. Reddish cutting Layup,[1629629],1610612757.0,POR,cutting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
226,PT06M22.00S,2023-03-07T00:49:48.6Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,28,42,2023-03-07T00:49:56Z,2210000,False,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT06M20.00S,2023-03-07T00:49:53.0Z,2,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612765,28,42,2023-03-07T00:50:05Z,2220000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Ivey 2 FT),"[1629680, 1631093]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Ivey,1631093.0,,
229,PT06M20.00S,2023-03-07T00:50:17.8Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,29,42,2023-03-07T00:50:17Z,2240000,False,,,0,,J. Ivey Free Throw 1 of 2 (1 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
230,PT06M20.00S,2023-03-07T00:50:37.0Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,30,42,2023-03-07T00:50:37Z,2250000,False,,,0,,J. Ivey Free Throw 2 of 2 (2 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
231,PT06M05.00S,2023-03-07T00:50:55.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,89.53679369250986,49.01960784313726,1610612757,30,44,2023-03-07T00:51:19Z,2260000,False,-5.0,46.0,1,right,D. Eubanks cutting DUNK (2 PTS) (D. Lillard 3 AST),"[1629234, 203081]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,2.0,D. Lillard,203081.0,3.0,,,,,,,,
233,PT05M53.00S,2023-03-07T00:51:07.2Z,2,REGULAR,3pt,Jump Shot,[],1630587,22.651116951379763,93.38235294117646,1610612765,33,44,2023-03-07T00:51:11Z,2280000,False,-217.0,160.0,1,left,I. Livers 26' 3PT  (5 PTS) (J. Ivey 4 AST),"[1630587, 1631093]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.98,Made,,,,,,,5.0,J. Ivey,1631093.0,4.0,,,,,,,,
235,PT05M40.00S,2023-03-07T00:51:23.1Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612757,33,44,2023-03-07T00:51:31Z,2300000,False,,,0,,A. Burks shooting personal FOUL (2 PF) (Eubanks 2 FT),"[202692, 1629234]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Eubanks,1629234.0,,
237,PT05M40.00S,2023-03-07T00:51:48.8Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,33,44,2023-03-07T00:52:19Z,2320000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT05M40.00S,2023-03-07T00:51:48.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,33,44,2023-03-07T00:52:19Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,
239,PT05M40.00S,2023-03-07T00:51:48.8Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,33,44,2023-03-07T00:52:19Z,2340000,False,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT05M38.00S,2023-03-07T00:51:50.8Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,33,44,2023-03-07T00:52:19Z,2350000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,,
241,PT05M38.00S,2023-03-07T00:52:09.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612757,33,44,2023-03-07T00:52:15Z,2360000,False,,,0,,J. Wiseman shooting personal FOUL (3 PF) (Eubanks 2 FT),"[1630164, 1629234]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,3.0,0.0,Eubanks,1629234.0,,
243,PT05M38.00S,2023-03-07T00:52:32.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629234,,,1610612757,33,45,2023-03-07T00:52:32Z,2380000,False,,,0,,D. Eubanks Free Throw 1 of 2 (3 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
244,PT05M38.00S,2023-03-07T00:52:33.8Z,2,REGULAR,substitution,out,[],1630164,,,1610612757,33,45,2023-03-07T00:52:37Z,2390000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M38.00S,2023-03-07T00:52:33.8Z,2,REGULAR,substitution,in,[],1628963,,,1610612757,33,45,2023-03-07T00:52:37Z,2400000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M38.00S,2023-03-07T00:52:51.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629234,,,1610612757,33,46,2023-03-07T00:52:51Z,2410000,False,,,0,,D. Eubanks Free Throw 2 of 2 (4 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
247,PT05M22.00S,2023-03-07T00:53:12.3Z,2,REGULAR,turnover,bad pass,[],1630587,,,1610612765,33,46,2023-03-07T00:53:21Z,2420000,False,,,0,,I. Livers bad pass TURNOVER (2 TO),"[1630587, 1629680]",1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,Thybulle,1629680.0
248,PT05M22.00S,2023-03-07T00:53:12.3Z,2,REGULAR,steal,,[],1629680,,,1610612757,33,46,2023-03-07T00:53:14Z,2430000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
249,PT05M20.00S,2023-03-07T00:53:16.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612757,33,46,2023-03-07T00:53:28Z,2440000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1631093, 1629234]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Eubanks,1629234.0,,
251,PT05M20.00S,2023-03-07T00:53:39.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629234,,,1610612757,33,46,2023-03-07T00:53:39Z,2460000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT05M20.00S,2023-03-07T00:53:39.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,33,46,2023-03-07T00:53:39Z,2470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
253,PT05M20.00S,2023-03-07T00:53:52.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629234,,,1610612757,33,47,2023-03-07T00:53:52Z,2480000,False,,,0,,D. Eubanks Free Throw 2 of 2 (5 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
254,PT05M10.00S,2023-03-07T00:54:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,5.962549277266746,55.88235294117647,1610612765,33,47,2023-03-07T00:54:44Z,2490000,False,-29.0,4.0,1,left,MISS M. Bagley III driving Layup - blocked,"[1628963, 1629234]",1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,Eubanks,1629234.0,,,,,,,,,,,,
255,PT05M10.00S,2023-03-07T00:54:04.9Z,2,REGULAR,block,,[],1629234,,,1610612765,33,47,2023-03-07T00:54:07Z,2500000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT05M06.00S,2023-03-07T00:54:08.9Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,33,47,2023-03-07T00:54:09Z,2510000,False,,,0,,D. Lillard REBOUND (Off:0 Def:6),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,254.0,6.0,6.0,0.0,,,,,,,,,,,,,,
257,PT05M04.00S,2023-03-07T00:54:11.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,97.15834428383705,59.068627450980394,1610612757,33,47,2023-03-07T00:55:20Z,2520000,False,45.0,-26.0,1,right,MISS D. Lillard running Layup - blocked,"[203081, 202692]",1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,Burks,202692.0,,,,,,,,,,,,
258,PT05M04.00S,2023-03-07T00:54:11.3Z,2,REGULAR,block,,[],202692,,,1610612757,33,47,2023-03-07T00:54:14Z,2530000,False,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
