actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
431,PT06M49.00S,2022-10-29T00:39:24.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,74,83,2022-10-29T00:39:32Z,4270000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,430.0,,,,,,,,,,,,,,
432,PT06M49.00S,2022-10-29T00:39:31.1Z,3,REGULAR,foul,personal,[],1630595,,,1610612737,74,83,2022-10-29T00:39:50Z,4280000,,,0,,C. Cunningham loose ball personal FOUL (4 PF),"[1630595, 203991]",1610612765.0,DET,loose ball,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,4.0,0.0,Capela,203991.0,,,
434,PT06M36.00S,2022-10-29T00:40:00.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,19.49737187910644,73.2843137254902,1610612737,74,85,2022-10-29T00:40:07Z,4300000,-116.0,131.0,1,left,D. Murray 17' fadeaway Jump Shot (16 PTS),[1627749],1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,17.51,Made,16.0,,,,,,,,,,,,,,,,,
435,PT06M25.00S,2022-10-29T00:40:13.6Z,3,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612765,74,85,2022-10-29T00:40:23Z,4310000,,,0,,T. Young shooting personal FOUL (1 PF) (Stewart 2 FT),"[1629027, 1630191]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Stewart,1630191.0,,,
437,PT06M25.00S,2022-10-29T00:40:39.4Z,3,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,75,85,2022-10-29T00:41:03Z,4330000,,,0,,I. Stewart Free Throw 1 of 2 (10 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
438,PT06M25.00S,2022-10-29T00:40:40.1Z,3,REGULAR,substitution,out,[],203991,,,1610612765,75,85,2022-10-29T00:40:49Z,4340000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M25.00S,2022-10-29T00:40:40.1Z,3,REGULAR,substitution,in,[],1630168,,,1610612765,75,85,2022-10-29T00:40:49Z,4350000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M25.00S,2022-10-29T00:40:39.4Z,3,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,75,85,2022-10-29T00:41:03Z,4360000,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
441,PT06M21.00S,2022-10-29T00:40:43.4Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,75,85,2022-10-29T00:41:03Z,4370000,,,0,,J. Collins REBOUND (Off:0 Def:10),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,440.0,10.0,10.0,0.0,,,,,,,,,,,
442,PT06M07.00S,2022-10-29T00:41:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.693166885676746,36.274509803921575,1610612737,75,85,2022-10-29T00:41:21Z,4380000,69.0,48.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,8.37,Missed,,,,,,,,,,,,,,,,,,
443,PT06M05.00S,2022-10-29T00:41:17.7Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,75,85,2022-10-29T00:41:17Z,4390000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,,,,442.0,2.0,1.0,1.0,,,,,,,,,,,
444,PT05M57.00S,2022-10-29T00:41:25.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,16.737844940867276,62.745098039215684,1610612737,75,85,2022-10-29T00:41:30Z,4400000,-64.0,105.0,1,left,MISS D. Murray 12' turnaround fadeaway Shot,[1627749],1610612737.0,ATL,turnaround fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,12.26,Missed,,,,,,,,,,,,,,,,,,
445,PT05M54.00S,2022-10-29T00:41:27.8Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,75,85,2022-10-29T00:41:27Z,4410000,,,0,,C. Cunningham REBOUND (Off:1 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,,,,,,444.0,6.0,5.0,1.0,,,,,,,,,,,
446,PT05M50.00S,2022-10-29T00:41:35.5Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612765,75,85,2022-10-29T00:41:48Z,4420000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630168, 202711]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,2.0,0.0,Bogdanovic,202711.0,,,
448,PT05M50.00S,2022-10-29T00:42:03.8Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,76,85,2022-10-29T00:42:03Z,4440000,,,0,,B. Bogdanovic Free Throw 1 of 2 (16 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
449,PT05M50.00S,2022-10-29T00:42:04.4Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,76,85,2022-10-29T00:42:09Z,4450000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M50.00S,2022-10-29T00:42:04.4Z,3,REGULAR,substitution,in,[],1631105,,,1610612765,76,85,2022-10-29T00:42:09Z,4460000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M50.00S,2022-10-29T00:42:26.3Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,77,85,2022-10-29T00:42:26Z,4470000,,,0,,B. Bogdanovic Free Throw 2 of 2 (17 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
452,PT05M33.00S,2022-10-29T00:42:51.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612737,77,85,2022-10-29T00:42:57Z,4480000,,,0,,S. Bey personal FOUL (2 PF) (Young 2 FT),"[1630180, 1629027]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201638.0,2.0,0.0,Young,1629027.0,,,
454,PT05M33.00S,2022-10-29T00:43:19.8Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,77,86,2022-10-29T00:43:19Z,4500000,,,0,,T. Young Free Throw 1 of 2 (27 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
455,PT05M33.00S,2022-10-29T00:43:20.8Z,3,REGULAR,substitution,out,[],1627749,,,1610612737,77,86,2022-10-29T00:43:32Z,4510000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M33.00S,2022-10-29T00:43:20.8Z,3,REGULAR,substitution,in,[],1628988,,,1610612737,77,86,2022-10-29T00:43:32Z,4520000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M33.00S,2022-10-29T00:43:33.8Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,77,87,2022-10-29T00:43:33Z,4530000,,,0,,T. Young Free Throw 2 of 2 (28 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
458,PT05M13.00S,2022-10-29T00:43:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,83.09789750328515,63.970588235294116,1610612765,79,87,2022-10-29T00:44:02Z,4540000,70.0,106.0,1,right,C. Cunningham 12' pullup Jump Shot (29 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,12.73,Made,29.0,,,,,,,,,,,,,,,,,
459,PT05M04.00S,2022-10-29T00:44:06.0Z,3,REGULAR,3pt,Jump Shot,[],1629027,38.6826544021025,79.41176470588235,1610612737,79,90,2022-10-29T00:44:11Z,4550000,-147.0,311.0,1,left,T. Young 34' 3PT bank (31 PTS),[1629027],1610612737.0,ATL,bank,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,34.41,Made,31.0,,,,,,,,,,,,,,,,,
460,PT04M58.00S,2022-10-29T00:44:15.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",202711,94.3988173455979,45.833333333333336,1610612765,81,90,2022-10-29T00:44:28Z,4560000,-21.0,0.0,1,right,B. Bogdanovic driving Layup (19 PTS) (C. Cunningham 6 AST),"[202711, 1630595]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.08,Made,19.0,,,,,,,C. Cunningham,1630595.0,6.0,,,,,,,,
462,PT04M58.00S,2022-10-29T00:44:19.2Z,3,REGULAR,violation,defensive goaltending,[],1630168,,,1610612765,81,90,2022-10-29T00:44:28Z,4580000,,,0,,O. Okongwu defensive goaltending VIOLATION,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,200832.0,,,,,,,
463,PT04M38.00S,2022-10-29T00:44:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,13.84691195795007,50.49019607843137,1610612737,81,90,2022-10-29T00:44:51Z,4590000,-2.0,78.0,1,left,MISS J. Collins 7' floating Shot,[1628381],1610612737.0,ATL,floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
464,PT04M36.00S,2022-10-29T00:44:47.9Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,81,90,2022-10-29T00:44:51Z,4600000,,,0,,C. Cunningham REBOUND (Off:1 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,463.0,7.0,6.0,1.0,,,,,,,,,,,
465,PT04M34.00S,2022-10-29T00:44:53.8Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612765,81,90,2022-10-29T00:45:19Z,4610000,,,0,,J. Collins shooting personal FOUL (3 PF) (Duren 2 FT),"[1628381, 1631105]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,3.0,0.0,Duren,1631105.0,,,
467,PT04M34.00S,2022-10-29T00:45:21.9Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,81,90,2022-10-29T00:45:21Z,4630000,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
468,PT04M34.00S,2022-10-29T00:45:21.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,81,90,2022-10-29T00:45:21Z,4640000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,
469,PT04M34.00S,2022-10-29T00:45:36.8Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,82,90,2022-10-29T00:45:36Z,4650000,,,0,,J. Duren Free Throw 2 of 2 (6 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
470,PT04M17.00S,2022-10-29T00:45:53.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,14.766754270696453,53.92156862745098,1610612737,82,92,2022-10-29T00:45:57Z,4660000,-20.0,86.0,1,left,A. Holiday 8' pullup Jump Shot (7 PTS) (J. Holiday 2 AST),"[1628988, 203200]",1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,8.85,Made,7.0,,,,,,,J. Holiday,203200.0,2.0,,,,,,,,
472,PT04M03.00S,2022-10-29T00:46:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.87319316688567,45.833333333333336,1610612765,84,92,2022-10-29T00:46:12Z,4680000,-21.0,5.0,1,right,C. Cunningham driving Layup (31 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.14,Made,31.0,,,,,,,,,,,,,,,,,
473,PT03M55.00S,2022-10-29T00:46:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.013797634691201,45.34313725490197,1610612737,84,92,2022-10-29T00:46:24Z,4690000,23.0,13.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1631105]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.69,Missed,,Duren,1631105.0,,,,,,,,,,,,,,,
474,PT03M55.00S,2022-10-29T00:46:16.6Z,3,REGULAR,block,,[],1631105,,,1610612737,84,92,2022-10-29T00:46:18Z,4700000,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
475,PT03M52.00S,2022-10-29T00:46:19.6Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,84,92,2022-10-29T00:46:24Z,4710000,,,0,,C. Cunningham REBOUND (Off:1 Def:7),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,473.0,8.0,7.0,1.0,,,,,,,,,,,
476,PT03M49.00S,2022-10-29T00:46:21.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,94.13600525624179,44.36274509803921,1610612765,86,92,2022-10-29T00:46:27Z,4720000,-28.0,3.0,1,right,S. Bey running Layup (7 PTS) (C. Cunningham 7 AST),"[1630180, 1630595]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.83,Made,7.0,,,,,,,C. Cunningham,1630595.0,7.0,,,,,,,,
478,PT03M33.00S,2022-10-29T00:46:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,6.225361366622863,44.607843137254896,1610612737,86,94,2022-10-29T00:46:42Z,4740000,27.0,6.0,1,left,A. Holiday driving Layup (9 PTS),[1628988],1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,2.77,Made,9.0,,,,,,,,,,,,,,,,,
479,PT03M19.00S,2022-10-29T00:46:52.0Z,3,REGULAR,turnover,lost ball,[],1630595,,,1610612765,86,94,2022-10-29T00:46:56Z,4750000,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 1628381]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Collins,1628381.0
480,PT03M19.00S,2022-10-29T00:46:52.0Z,3,REGULAR,steal,,[],1628381,,,1610612737,86,94,2022-10-29T00:46:54Z,4760000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
481,PT03M12.00S,2022-10-29T00:46:59.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,29.48423127463863,90.68627450980392,1610612737,86,97,2022-10-29T00:47:04Z,4770000,-203.0,225.0,1,left,A. Holiday 30' 3PT  (12 PTS) (T. Young 12 AST),"[1628988, 1629027]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,30.31,Made,12.0,,,,,,,T. Young,1629027.0,12.0,,,,,,,,
483,PT03M09.00S,2022-10-29T00:47:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,86,97,2022-10-29T00:47:08Z,4790000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,out,[],1630180,,,1610612765,86,97,2022-10-29T00:50:05Z,4800000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,out,[],202711,,,1610612765,86,97,2022-10-29T00:50:05Z,4810000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,out,[],1630168,,,1610612765,86,97,2022-10-29T00:50:05Z,4820000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,out,[],1628381,,,1610612765,86,97,2022-10-29T00:50:05Z,4830000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,in,[],1630587,,,1610612765,86,97,2022-10-29T00:50:05Z,4840000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,in,[],1628977,,,1610612765,86,97,2022-10-29T00:50:05Z,4850000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,in,[],203991,,,1610612765,86,97,2022-10-29T00:50:05Z,4860000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M09.00S,2022-10-29T00:47:09.7Z,3,REGULAR,substitution,in,[],1630552,,,1610612765,86,97,2022-10-29T00:50:05Z,4870000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M49.00S,2022-10-29T00:50:21.8Z,3,REGULAR,3pt,Jump Shot,[],1630587,92.55913272010513,3.4313725490196134,1610612765,86,97,2022-10-29T00:50:26Z,4880000,-233.0,17.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
493,PT02M47.00S,2022-10-29T00:50:23.8Z,3,REGULAR,rebound,offensive,[],1630587,,,1610612765,86,97,2022-10-29T00:50:23Z,4890000,,,0,,I. Livers REBOUND (Off:1 Def:0),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,,,,,,492.0,1.0,0.0,1.0,,,,,,,,,,,
494,PT02M41.00S,2022-10-29T00:50:31.4Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612765,86,97,2022-10-29T00:50:40Z,4900000,,,0,,C. Capela shooting personal FOUL (2 PF) (Diallo 2 FT),"[203991, 1628977]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Diallo,1628977.0,,,
496,PT02M41.00S,2022-10-29T00:50:57.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628977,,,1610612765,87,97,2022-10-29T00:50:57Z,4920000,,,0,,H. Diallo Free Throw 1 of 2 (5 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
497,PT02M41.00S,2022-10-29T00:51:17.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628977,,,1610612765,88,97,2022-10-29T00:51:17Z,4930000,,,0,,H. Diallo Free Throw 2 of 2 (6 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
498,PT02M16.00S,2022-10-29T00:51:43.8Z,3,REGULAR,3pt,Jump Shot,[],203200,6.093955321944804,97.30392156862744,1610612737,88,97,2022-10-29T00:52:06Z,4940000,-237.0,5.0,1,left,MISS J. Holiday step back 3PT,[203200],1610612737.0,ATL,step back,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
499,PT02M14.00S,2022-10-29T00:51:45.8Z,3,REGULAR,rebound,offensive,[],1628988,,,1610612737,88,97,2022-10-29T00:51:45Z,4950000,,,0,,A. Holiday REBOUND (Off:1 Def:0),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,,,,,,498.0,1.0,0.0,1.0,,,,,,,,,,,
500,PT02M13.00S,2022-10-29T00:51:47.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203200,7.408015768725363,47.05882352941176,1610612737,88,99,2022-10-29T00:51:51Z,4960000,15.0,17.0,1,left,J. Holiday cutting Layup (2 PTS) (A. Holiday 2 AST),"[203200, 1628988]",1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,,,,,,,A. Holiday,1628988.0,2.0,,,,,,,,
502,PT01M54.00S,2022-10-29T00:52:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,91.11366622864652,64.70588235294117,1610612765,90,99,2022-10-29T00:52:10Z,4980000,74.0,31.0,1,right,K. Hayes 7' pullup bank Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup bank,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.98,Made,2.0,,,,,,,,,,,,,,,,,
504,PT01M32.00S,2022-10-29T00:52:33.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612737,90,99,2022-10-29T00:52:39Z,5000000,,,0,,C. Cunningham personal FOUL (5 PF) (Holiday 2 FT),"[1630595, 1628988]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,201638.0,5.0,0.0,Holiday,1628988.0,,,
506,PT01M32.00S,2022-10-29T00:52:59.8Z,3,REGULAR,freethrow,1 of 2,[],1628988,,,1610612737,90,100,2022-10-29T00:52:59Z,5020000,,,0,,A. Holiday Free Throw 1 of 2 (13 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
507,PT01M32.00S,2022-10-29T00:53:00.7Z,3,REGULAR,substitution,out,[],1630595,,,1610612737,90,100,2022-10-29T00:53:05Z,5030000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M32.00S,2022-10-29T00:53:00.7Z,3,REGULAR,substitution,in,[],202709,,,1610612737,90,100,2022-10-29T00:53:05Z,5040000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M32.00S,2022-10-29T00:53:15.2Z,3,REGULAR,freethrow,2 of 2,[],1628988,,,1610612737,90,101,2022-10-29T00:53:15Z,5050000,,,0,,A. Holiday Free Throw 2 of 2 (14 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
510,PT01M15.00S,2022-10-29T00:53:34.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630165,93.61038107752957,44.36274509803921,1610612765,90,101,2022-10-29T00:53:40Z,5060000,-28.0,8.0,1,right,MISS K. Hayes driving Hook,[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
511,PT01M13.00S,2022-10-29T00:53:36.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,90,101,2022-10-29T00:53:40Z,5070000,,,0,,C. Capela REBOUND (Off:3 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,510.0,11.0,8.0,3.0,,,,,,,,,,,
512,PT01M08.00S,2022-10-29T00:53:41.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,38.02562417871223,85.04901960784314,1610612737,90,104,2022-10-29T00:54:12Z,5080000,-175.0,305.0,1,left,T. Young 35' 3PT pullup (34 PTS) (A. Holiday 3 AST),"[1629027, 1628988]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,35.17,Made,34.0,,,,,,,A. Holiday,1628988.0,3.0,,,,,,,,
514,PT01M01.00S,2022-10-29T00:53:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,94.3988173455979,54.16666666666667,1610612765,92,104,2022-10-29T00:58:20Z,5100000,21.0,0.0,1,right,H. Diallo driving Layup (8 PTS) (K. Hayes 3 AST),"[1628977, 1630165]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,2.08,Made,8.0,,,,,,,K. Hayes,1630165.0,3.0,,,,,,,,
516,PT00M44.80S,2022-10-29T00:54:05.2Z,3,REGULAR,3pt,Jump Shot,[],203200,6.8823915900131425,98.03921568627452,1610612737,92,104,2022-10-29T00:54:09Z,5120000,-240.0,12.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
