actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
32,PT09M59.00S,2023-03-10T00:14:01.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,5,6,2023-03-10T00:14:01Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
33,PT09M59.00S,2023-03-10T00:14:01.9Z,1,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,5,6,2023-03-10T00:14:35Z,330000,False,,,0,,MISS M. Williams Free Throw 2 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M56.00S,2023-03-10T00:14:04.9Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,5,6,2023-03-10T00:14:35Z,340000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,33.0,,,,,,1.0,1.0,0.0,,,,,,,,,
35,PT09M48.00S,2023-03-10T00:14:32.9Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,5,6,2023-03-10T00:14:38Z,350000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1626179]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0,,
36,PT09M48.00S,2023-03-10T00:14:32.9Z,1,REGULAR,steal,,[],1626179,,,1610612766,5,6,2023-03-10T00:14:34Z,360000,False,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
37,PT09M41.00S,2023-03-10T00:14:39.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,8.492115637319317,50.98039215686274,1610612766,5,6,2023-03-10T00:15:48Z,370000,False,-5.0,27.0,1,left,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
38,PT09M39.00S,2023-03-10T00:14:41.3Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,5,6,2023-03-10T00:14:43Z,380000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,37.0,,,,,,1.0,1.0,0.0,,,,,,,,,
39,PT09M37.00S,2023-03-10T00:14:43.9Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,5,6,2023-03-10T00:19:27Z,390000,False,,,0,,J. Ivey bad pass TURNOVER (2 TO),"[1631093, 1629023]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Washington,1629023.0,,
40,PT09M37.00S,2023-03-10T00:14:43.9Z,1,REGULAR,steal,,[],1629023,,,1610612766,5,6,2023-03-10T00:14:46Z,400000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
42,PT09M33.00S,2023-03-10T00:14:52.6Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,5,6,2023-03-10T00:15:00Z,420000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M33.00S,2023-03-10T00:14:52.6Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,5,6,2023-03-10T00:15:00Z,430000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M31.00S,2023-03-10T00:15:08.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,9.543363994743759,69.6078431372549,1610612766,5,6,2023-03-10T00:15:16Z,440000,False,-98.0,37.0,1,left,MISS K. Oubre Jr. 10' bank Shot,[1626162],1610612766.0,CHA,bank,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,10.48,Missed,,,,,,,,,,,,,,,,,,
45,PT09M27.00S,2023-03-10T00:15:12.2Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,5,6,2023-03-10T00:15:16Z,450000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,44.0,,,,,,2.0,2.0,0.0,,,,,,,,,
46,PT09M17.00S,2023-03-10T00:15:21.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,93.24901445466492,48.03921568627451,1610612765,7,6,2023-03-10T00:20:37Z,460000,False,-10.0,11.0,1,right,J. Wiseman alley-oop DUNK (2 PTS) (J. Ivey 1 AST),"[1630164, 1631093]",1610612765.0,DET,alley-oop,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,J. Ivey,1631093.0,1.0,,,,,
48,PT08M58.00S,2023-03-10T00:15:40.3Z,1,REGULAR,2pt,Jump Shot,[],1626179,7.440867279894875,80.88235294117648,1610612766,7,8,2023-03-10T00:21:36Z,480000,False,-154.0,17.0,1,left,T. Rozier 15' pullup Jump Shot (2 PTS) (N. Richards 1 AST),"[1626179, 1630208]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,15.54,Made,,,,,,,,,,2.0,N. Richards,1630208.0,1.0,,,,,
50,PT08M49.00S,2023-03-10T00:15:52.3Z,1,REGULAR,violation,kicked ball,[],1630208,,,1610612765,7,8,2023-03-10T00:22:29Z,500000,False,,,0,,N. Richards kicked ball VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,203591.0,,,,,,,,,,,,,,,,
51,PT08M40.00S,2023-03-10T00:16:19.1Z,1,REGULAR,2pt,Jump Shot,[],1630587,81.42247043363994,29.65686274509804,1610612765,7,8,2023-03-10T00:23:42Z,502500,False,-102.0,122.0,1,right,MISS I. Livers 15' pullup Shot,[1630587],1610612765.0,DET,pullup,,,Livers,I. Livers,,,,,Mid-Range,8-16 Left,15.89,Missed,,,,,,,,,,,,,,,,,,
52,PT08M38.00S,2023-03-10T00:16:21.1Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,7,8,2023-03-10T00:23:42Z,503750,False,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,51.0,,,,,,3.0,2.0,1.0,,,,,,,,,
53,PT08M37.00S,2023-03-10T00:16:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,92.32917214191852,50.73529411764706,1610612765,7,8,2023-03-10T00:23:42Z,505000,False,4.0,20.0,1,right,MISS J. Wiseman Layup - blocked,"[1630164, 1629023]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
54,PT08M37.00S,2023-03-10T00:16:21.7Z,1,REGULAR,block,,[],1629023,,,1610612765,7,8,2023-03-10T00:16:23Z,507500,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M36.00S,2023-03-10T00:16:22.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,7,8,2023-03-10T00:23:08Z,508750,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,53.0,,,,,,1.0,1.0,0.0,,,,,,,,,
56,PT08M29.00S,2023-03-10T00:16:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,5.601182654402102,53.18627450980392,1610612766,7,10,2023-03-10T03:56:41Z,560000,False,-16.0,0.0,1,left,N. Richards reverse Layup (2 PTS) (G. Hayward 1 AST),"[1630208, 202330]",1610612766.0,CHA,reverse,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,
58,PT08M14.00S,2023-03-10T00:16:41.0Z,1,REGULAR,3pt,Jump Shot,[],1628963,72.35545335085413,83.57843137254902,1610612765,7,10,2023-03-10T00:16:54Z,580000,False,168.0,207.0,1,right,MISS M. Bagley III 26' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
59,PT08M14.00S,2023-03-10T00:16:41.0Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,7,10,2023-03-10T00:16:54Z,590000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,58.0,,,,,,2.0,1.0,1.0,,,,,,,,,
60,PT08M06.00S,2023-03-10T00:16:49.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630587,70.51576872536137,23.03921568627451,1610612765,7,10,2023-03-10T00:16:57Z,600000,False,-135.0,225.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
61,PT08M04.00S,2023-03-10T00:16:51.7Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,7,10,2023-03-10T00:16:57Z,610000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,60.0,,,,,,4.0,2.0,2.0,,,,,,,,,
62,PT08M02.00S,2023-03-10T00:16:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,93.64323258869908,51.225490196078425,1610612765,9,10,2023-03-10T00:24:39Z,620000,False,6.0,7.0,1,right,J. Wiseman putback Layup (4 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,,4.0,,,,,,,,
63,PT07M51.00S,2023-03-10T00:17:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,7.966491458607096,59.068627450980394,1610612766,9,10,2023-03-10T00:17:09Z,630000,False,-45.0,22.0,1,left,MISS P. Washington floating Shot,[1629023],1610612766.0,CHA,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
65,PT07M48.00S,2023-03-10T00:17:07.7Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,9,10,2023-03-10T00:17:09Z,650000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,,,,,,5.0,3.0,2.0,,,,,,,,,
66,PT07M46.00S,2023-03-10T00:17:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612765,9,10,2023-03-10T00:17:24Z,660000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Ivey 2 FT),"[1629023, 1631093]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,202053.0,1.0,0.0,Ivey,1631093.0,,,,,,,,,,,,
68,PT07M46.00S,2023-03-10T00:17:37.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631093,,,1610612765,10,10,2023-03-10T00:17:37Z,680000,False,,,0,,J. Ivey Free Throw 1 of 2 (4 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
69,PT07M46.00S,2023-03-10T00:17:51.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631093,,,1610612765,11,10,2023-03-10T00:17:51Z,690000,False,,,0,,J. Ivey Free Throw 2 of 2 (5 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
70,PT07M34.00S,2023-03-10T00:18:06.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.863994743758213,47.30392156862745,1610612766,11,12,2023-03-10T00:18:11Z,700000,False,13.0,3.0,1,left,N. Richards cutting DUNK (4 PTS) (T. Rozier 3 AST),"[1630208, 1626179]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,4.0,T. Rozier,1626179.0,3.0,,,,,
72,PT07M34.00S,2023-03-10T00:18:08.9Z,1,REGULAR,foul,personal,['1freethrow'],1630164,,,1610612766,11,12,2023-03-10T00:18:17Z,720000,False,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Richards 1 FT),"[1630164, 1630208]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,202053.0,2.0,0.0,Richards,1630208.0,,,,,,,,,,,,
74,PT07M34.00S,2023-03-10T00:18:23.7Z,1,REGULAR,substitution,out,[],1630164,,,1610612766,11,12,2023-03-10T00:19:04Z,740000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M34.00S,2023-03-10T00:18:23.7Z,1,REGULAR,substitution,in,[],1631105,,,1610612766,11,12,2023-03-10T00:19:04Z,750000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M34.00S,2023-03-10T00:18:49.0Z,1,REGULAR,freethrow,1 of 1,[],1630208,,,1610612766,11,13,2023-03-10T00:18:49Z,760000,False,,,0,,N. Richards Free Throw 1 of 1 (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
77,PT07M22.00S,2023-03-10T00:19:04.6Z,1,REGULAR,foul,offensive,[],1631105,,,1610612765,11,13,2023-03-10T00:19:13Z,770000,False,,,0,,J. Duren offensive FOUL (1 PF),"[1631105, 1626179]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,200834.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,,,
79,PT07M22.00S,2023-03-10T00:19:04.6Z,1,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,11,13,2023-03-10T00:19:04Z,790000,False,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,200834.0,,,,,,,,,,,,1.0,,,,
80,PT07M09.00S,2023-03-10T00:19:28.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,25.312089356110377,16.911764705882355,1610612766,11,13,2023-03-10T00:19:39Z,800000,False,165.0,185.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
81,PT07M08.00S,2023-03-10T00:19:29.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,11,13,2023-03-10T00:19:39Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,80.0,,,,,,,,,,,,,,,,,
83,PT06M54.00S,2023-03-10T00:20:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,91.01511169513797,53.18627450980392,1610612765,11,13,2023-03-10T00:20:21Z,830000,False,16.0,32.0,1,right,MISS J. Ivey floating Shot,[1631093],1610612765.0,DET,floating,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
84,PT06M53.00S,2023-03-10T00:20:02.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,11,13,2023-03-10T00:20:21Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,83.0,,,,,,,,,,,,,,,,,
85,PT06M53.00S,2023-03-10T00:20:07.3Z,1,REGULAR,turnover,offensive goaltending,[],1628963,,,1610612765,11,13,2023-03-10T00:20:16Z,850000,False,,,0,,M. Bagley III offensive goaltending TURNOVER (1 TO),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,,,,,1.0,,,,
86,PT06M53.00S,2023-03-10T00:20:14.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,13,2023-03-10T00:20:14Z,860000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M53.00S,2023-03-10T00:22:34.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,11,13,2023-03-10T00:22:49Z,870000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
