actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,shotResult,pointsTotal,playerName,playerNameI,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
21,PT10M47.00S,2026-02-01T23:17:35.7Z,1,REGULAR,freethrow,2 of 2,[],1642856,,,1610612751,2,5,2026-02-01T23:17:35Z,200000,False,,,0,,E. Dëmin Free Throw 2 of 2 (3 PTS),[1642856],1610612751.0,BKN,,,Made,3.0,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M35.00S,2026-02-01T23:17:55.9Z,1,REGULAR,foul,technical,['1freethrow'],1642856,,,1610612765,2,5,2026-02-01T23:18:13Z,210000,False,,,0,,E. Dëmin defensive-3-second technical FOUL (1 Tech),[1642856],1610612751.0,BKN,1627964.0,defensive-3-second,,,Dëmin,E. Dëmin,,,,,,Restricted Area,0-8 Center,0.0,1.0,,,,,,,,,,,,,,,
23,PT10M35.00S,2026-02-01T23:18:14.5Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,3,5,2026-02-01T23:18:14Z,220000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (1 PTS),[1630595],1610612765.0,DET,,technical,Made,1.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2026-02-01T23:18:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,87.99277266754271,47.05882352941176,1610612765,3,5,2026-02-01T23:22:31Z,230000,False,-15.0,60.0,1,right,MISS D. Robinson 6' driving floating Shot,[1629130],1610612765.0,DET,,driving floating,Missed,,Robinson,D. Robinson,,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.22,,,,,,,,,,,,
25,PT10M16.00S,2026-02-01T23:18:47.1Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,3,5,2026-02-01T23:18:47Z,240000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,,Wolf,D. Wolf,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT10M10.00S,2026-02-01T23:18:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,6.1268068331143235,41.42156862745098,1610612751,3,5,2026-02-01T23:18:57Z,250000,False,43.0,5.0,1,left,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,,driving,Missed,,Traore,N. Traore,,,,,,Restricted Area,0-8 Center,,,,,4.32,,,,,,,,,,,,
27,PT10M08.00S,2026-02-01T23:18:54.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,5,2026-02-01T23:18:57Z,260000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,Restricted Area,0-8 Center,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
111,PT10M04.00S,2026-02-01T23:18:59.1Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,3,5,2026-02-01T23:33:19Z,280000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1629651]",1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Claxton,1629651.0
112,PT10M04.00S,2026-02-01T23:18:59.1Z,1,REGULAR,steal,,[],1629651,,,1610612751,3,5,2026-02-01T23:33:19Z,290000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,
31,PT09M57.00S,2026-02-01T23:19:05.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,7.835085413929041,54.90196078431373,1610612751,3,5,2026-02-01T23:33:19Z,300000,False,-25.0,21.0,1,left,MISS N. Claxton running Layup,[1629651],1610612751.0,BKN,,running,Missed,,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,,,,,3.23,,,,,,,,,,,,
32,PT09M54.00S,2026-02-01T23:19:08.6Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,5,2026-02-01T23:23:57Z,310000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,,,,,,31.0,1.0,0.0,1.0,,,,,,,,
33,PT09M54.00S,2026-02-01T23:19:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629651,5.590000152587891,50.0,1610612751,3,5,2026-02-01T23:33:19Z,320000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,,tip,Missed,,Claxton,N. Claxton,,,,,,Mid-Range,8-16 Left,,,,,0.0,,,,,,,,,,,,
34,PT09M54.00S,2026-02-01T23:19:09.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,5,2026-02-01T23:19:09Z,330000,False,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,,Mid-Range,8-16 Left,,,,,,33.0,2.0,0.0,2.0,,,,,,,,
35,PT09M52.00S,2026-02-01T23:19:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629651,9.806176084099869,47.549019607843135,1610612751,3,7,2026-02-01T23:33:19Z,340000,False,12.0,40.0,1,left,N. Claxton driving Layup (2 PTS),[1629651],1610612751.0,BKN,,driving,Made,2.0,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,,,,,4.16,,,,,,,,,,,,
36,PT09M38.00S,2026-02-01T23:19:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,83.26215505913272,3.1862745098039214,1610612765,3,7,2026-02-01T23:24:36Z,350000,False,-234.0,105.0,1,right,MISS D. Robinson 25' step back 3PT,[1629130],1610612765.0,DET,,step back,Missed,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Left Center,,,,,25.65,,,,,,,,,,,,
37,PT09M38.00S,2026-02-01T23:19:24.3Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,3,7,2026-02-01T23:24:36Z,360000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,Above the Break 3,24+ Left Center,,,,,,36.0,1.0,0.0,1.0,,,,,,,,
38,PT09M36.00S,2026-02-01T23:19:29.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202699,91.5407358738502,42.40196078431372,1610612765,5,7,2026-02-01T23:19:48Z,370000,False,-38.0,27.0,1,right,T. Harris driving floating Jump Shot (2 PTS) (C. Cunningham 2 AST),"[202699, 1630595]",1610612765.0,DET,,driving floating,Made,2.0,Harris,T. Harris,,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.66,,,,,,,C. Cunningham,1630595.0,2.0,,,
40,PT09M36.00S,2026-02-01T23:19:33.1Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612765,5,7,2026-02-01T23:19:43Z,390000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Harris 1 FT),"[1629611, 202699]",1610612751.0,BKN,2002.0,shooting,,,Mann,T. Mann,,,,,,Restricted Area,0-8 Center,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,
42,PT09M36.00S,2026-02-01T23:19:56.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202699,,,1610612765,6,7,2026-02-01T23:19:56Z,410000,False,,,0,,T. Harris Free Throw 1 of 1 (3 PTS),[202699],1610612765.0,DET,,,Made,3.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M22.00S,2026-02-01T23:20:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,9.937582128777924,50.73529411764706,1610612751,6,9,2026-02-01T23:20:18Z,420000,False,-4.0,41.0,1,left,N. Claxton cutting DUNK (4 PTS) (N. Traore 1 AST),"[1629651, 1642849]",1610612751.0,BKN,,cutting,Made,4.0,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,,,,,4.11,,,,,,,N. Traore,1642849.0,1.0,,,
45,PT09M06.00S,2026-02-01T23:20:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,68.15045992115637,64.95098039215686,1610612765,6,9,2026-02-01T23:20:34Z,440000,False,75.0,247.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,Missed,,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Center,,,,,25.8,,,,,,,,,,,,
46,PT09M05.00S,2026-02-01T23:20:29.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,6,9,2026-02-01T23:20:34Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,45.0,,,,,,,,,,,
49,PT08M47.00S,2026-02-01T23:20:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,5.732588699080158,56.86274509803921,1610612751,6,11,2026-02-01T23:20:59Z,470000,False,-34.0,1.0,1,left,N. Traore driving Layup (2 PTS) (D. Wolf 1 AST),"[1642849, 1642874]",1610612751.0,BKN,,driving,Made,2.0,Traore,N. Traore,,,,,,Restricted Area,0-8 Center,,,,,3.43,,,,,,,D. Wolf,1642874.0,1.0,,,
51,PT08M47.00S,2026-02-01T23:20:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,11,2026-02-01T23:20:59Z,490000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M29.00S,2026-02-01T23:24:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.96780551905388,44.85294117647059,1610612765,6,11,2026-02-01T23:24:15Z,500000,False,-26.0,258.0,1,right,MISS C. Cunningham 25' step back 3PT,[1630595],1610612765.0,DET,,step back,Missed,,Cunningham,C. Cunningham,,,,,,Above the Break 3,24+ Center,,,,,25.93,,,,,,,,,,,,
56,PT08M26.00S,2026-02-01T23:24:14.4Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,6,11,2026-02-01T23:24:15Z,510000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,,Wolf,D. Wolf,,,,,,Above the Break 3,24+ Center,,,,,,55.0,2.0,2.0,0.0,,,,,,,,
57,PT08M19.00S,2026-02-01T23:24:20.8Z,1,REGULAR,3pt,Jump Shot,[],1642856,19.92444152431012,3.9215686274509802,1610612751,6,11,2026-02-01T23:24:32Z,520000,False,230.0,135.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,Missed,,Dëmin,E. Dëmin,,,,,,Above the Break 3,24+ Right Center,,,,,26.69,,,,,,,,,,,,
58,PT08M17.00S,2026-02-01T23:24:23.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,11,2026-02-01T23:24:23Z,530000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,Above the Break 3,24+ Right Center,,,,,,57.0,2.0,1.0,1.0,,,,,,,,
59,PT08M08.00S,2026-02-01T23:24:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.06636005256242,51.71568627450981,1610612765,6,11,2026-02-01T23:24:36Z,540000,False,9.0,22.0,1,right,MISS J. Duren alley-oop Layup,[1631105],1610612765.0,DET,,alley-oop,Missed,,Duren,J. Duren,,,,,,Restricted Area,0-8 Center,,,,,2.37,,,,,,,,,,,,
60,PT08M06.00S,2026-02-01T23:24:34.4Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,6,11,2026-02-01T23:24:36Z,550000,False,,,0,,D. Wolf REBOUND (Off:0 Def:3),[1642874],1610612751.0,BKN,,,,,Wolf,D. Wolf,,,,,,Restricted Area,0-8 Center,,,,,,59.0,3.0,3.0,0.0,,,,,,,,
61,PT08M02.00S,2026-02-01T23:24:40.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642849,29.911300919842315,80.88235294117648,1610612751,6,11,2026-02-01T23:27:14Z,560000,False,-154.0,229.0,1,left,MISS N. Traore 27' running 3PT,[1642849],1610612751.0,BKN,,running,Missed,,Traore,N. Traore,,,,,,Above the Break 3,24+ Left Center,,,,,27.59,,,,,,,,,,,,
62,PT08M01.00S,2026-02-01T23:24:41.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,6,11,2026-02-01T23:24:49Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,61.0,,,,,,,,,,,
63,PT08M01.00S,2026-02-01T23:24:47.5Z,1,REGULAR,foul,personal,[],1629651,,,1610612765,6,11,2026-02-01T23:24:55Z,580000,False,,,0,,N. Claxton loose ball personal FOUL (1 PF),"[1629651, 1630595]",1610612751.0,BKN,1830.0,loose ball,,,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,
65,PT07M36.00S,2026-02-01T23:25:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,70.38436268068331,76.47058823529412,1610612765,9,11,2026-02-01T23:25:22Z,600000,False,132.0,226.0,1,right,D. Robinson 26' 3PT  (3 PTS) (C. Cunningham 3 AST),"[1629130, 1630595]",1610612765.0,DET,,,Made,3.0,Robinson,D. Robinson,,,,,,Above the Break 3,24+ Right Center,,,,,26.18,,,,,,,C. Cunningham,1630595.0,3.0,,,
67,PT07M18.00S,2026-02-01T23:25:36.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,7.835085413929041,57.107843137254896,1610612751,9,13,2026-02-01T23:25:42Z,620000,False,-36.0,21.0,1,left,N. Claxton alley-oop DUNK (6 PTS) (N. Traore 2 AST),"[1629651, 1642849]",1610612751.0,BKN,,alley-oop,Made,6.0,Claxton,N. Claxton,,,,,,Restricted Area,0-8 Center,,,,,4.13,,,,,,,N. Traore,1642849.0,2.0,,,
69,PT07M02.00S,2026-02-01T23:25:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.70499342969777,43.38235294117647,1610612765,12,13,2026-02-01T23:25:56Z,640000,False,-33.0,260.0,1,right,C. Cunningham 26' 3PT  (4 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,,,Made,4.0,Cunningham,C. Cunningham,,,,,,Above the Break 3,24+ Center,,,,,26.26,,,,,,,J. Duren,1631105.0,1.0,,,
71,PT06M45.00S,2026-02-01T23:26:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,6.783837056504599,42.40196078431372,1610612751,12,13,2026-02-01T23:26:14Z,660000,False,38.0,11.0,1,left,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,,driving,Missed,,Traore,N. Traore,,,,,,Restricted Area,0-8 Center,,,,,3.96,,,,,,,,,,,,
72,PT06M42.00S,2026-02-01T23:26:12.4Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,12,13,2026-02-01T23:26:14Z,670000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,Restricted Area,0-8 Center,,,,,,71.0,2.0,2.0,0.0,,,,,,,,
73,PT06M36.00S,2026-02-01T23:26:21.5Z,1,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612765,12,13,2026-02-01T23:26:39Z,680000,False,,,0,,D. Wolf shooting personal FOUL (1 PF) (Harris 2 FT),"[1642874, 202699]",1610612751.0,BKN,2002.0,shooting,,,Wolf,D. Wolf,,,,,,Mid-Range,8-16 Left,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,
75,PT06M36.00S,2026-02-01T23:26:52.1Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,13,13,2026-02-01T23:26:52Z,700000,False,,,0,,T. Harris Free Throw 1 of 2 (4 PTS),[202699],1610612765.0,DET,,,Made,4.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M36.00S,2026-02-01T23:27:10.7Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,14,13,2026-02-01T23:27:10Z,710000,False,,,0,,T. Harris Free Throw 2 of 2 (5 PTS),[202699],1610612765.0,DET,,,Made,5.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2026-02-01T23:27:31.7Z,1,REGULAR,3pt,Jump Shot,[],1642874,14.14257555847569,95.58823529411765,1610612751,14,13,2026-02-01T23:27:37Z,720000,False,-228.0,80.0,1,left,MISS D. Wolf 24' 3PT,[1642874],1610612751.0,BKN,,,Missed,,Wolf,D. Wolf,,,,,,Left Corner 3,24+ Left,,,,,24.17,,,,,,,,,,,,
78,PT06M14.00S,2026-02-01T23:27:33.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,14,13,2026-02-01T23:27:37Z,730000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,Left Corner 3,24+ Left,,,,,,77.0,3.0,3.0,0.0,,,,,,,,
79,PT06M04.00S,2026-02-01T23:27:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612765,14,13,2026-02-01T23:28:00Z,740000,False,,,0,,D. Wolf shooting personal FOUL (2 PF) (Duren 2 FT),"[1642874, 1631105]",1610612751.0,BKN,1627964.0,shooting,,,Wolf,D. Wolf,,,,,,In The Paint (Non-RA),0-8 Center,2.0,0.0,Duren,1631105.0,,,,,,,,,,,,,
81,PT06M04.00S,2026-02-01T23:28:21.5Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,15,13,2026-02-01T23:28:21Z,760000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,Made,3.0,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2026-02-01T23:28:22.5Z,1,REGULAR,substitution,out,[],202699,,,1610612765,15,13,2026-02-01T23:28:28Z,770000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M04.00S,2026-02-01T23:28:22.5Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,15,13,2026-02-01T23:28:28Z,780000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M04.00S,2026-02-01T23:28:42.5Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,16,13,2026-02-01T23:28:42Z,790000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],1610612765.0,DET,,,Made,4.0,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2026-02-01T23:29:05.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,7.5722733245729295,61.029411764705884,1610612751,16,15,2026-02-01T23:29:12Z,800000,False,-55.0,19.0,1,left,N. Claxton driving Hook (8 PTS) (E. Dëmin 1 AST),"[1629651, 1642856]",1610612751.0,BKN,,driving,Made,8.0,Claxton,N. Claxton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.82,,,,,,,E. Dëmin,1642856.0,1.0,,,
87,PT05M27.00S,2026-02-01T23:29:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.06636005256242,49.01960784313725,1610612765,18,15,2026-02-01T23:29:26Z,820000,False,-5.0,22.0,1,right,J. Duren Layup (6 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,,,Made,6.0,Duren,J. Duren,,,,,,Restricted Area,0-8 Center,,,,,2.26,,,,,,,C. Cunningham,1630595.0,4.0,,,
89,PT05M12.00S,2026-02-01T23:29:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,6.783837056504599,60.5392156862745,1610612751,18,17,2026-02-01T23:30:07Z,840000,False,-53.0,11.0,1,left,N. Claxton turnaround bank Hook (10 PTS),[1629651],1610612751.0,BKN,,turnaround bank,Made,10.0,Claxton,N. Claxton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.39,,,,,,,,,,,,
