actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
512,PT00M29.70S,2025-11-13T01:46:01.5Z,3,REGULAR,substitution,in,[],1629130,,,1610612741,95,79,2025-11-13T01:46:06Z,4970000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M29.70S,2025-11-13T01:46:01.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631207,,,1610612741,95,79,2025-11-13T01:46:24Z,4980000,False,,,0,,MISS D. Terry Free Throw 2 of 2,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
514,PT00M27.10S,2025-11-13T01:46:03.6Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612765,95,79,2025-11-13T01:46:24Z,4990000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,513.0,1.0,1.0,0.0,,,,,,,,
516,PT00M14.90S,2025-11-13T01:46:42.3Z,3,REGULAR,foul,personal,[],1630188,,,1610612765,95,79,2025-11-13T01:46:53Z,5010000,False,,,0,,J. Smith personal FOUL (2 PF),"[1630188, 1629130]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Right Center,2534.0,,,,,,,,,,,,,,,,2.0,0.0,Robinson,1629130.0
518,PT00M01.00S,2025-11-13T01:47:13.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.67214191852825,41.911764705882355,1610612765,95,79,2025-11-13T01:51:18Z,5022500,False,-40.0,26.0,1,right,MISS C. LeVert driving finger roll Layup,[1627747],1610612765.0,DET,driving finger roll,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,4.79,Missed,,,,,,,,,,,,,,,,
519,PT00M01.00S,2025-11-13T01:47:13.1Z,3,REGULAR,rebound,offensive,[],1642449,,,1610612765,95,79,2025-11-13T01:47:52Z,5023750,False,,,0,,T. Smith REBOUND (Off:2 Def:4),[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,518.0,6.0,4.0,2.0,,,,,,,,
520,PT00M00.90S,2025-11-13T01:47:23.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612765,95,79,2025-11-13T01:47:38Z,5025000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,,,,
523,PT00M00.20S,2025-11-13T01:48:59.6Z,3,REGULAR,heave,,['fromturnover'],0,,,1610612741,95,79,2025-11-13T01:52:05Z,5080000,False,,,0,,CHI Heave,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Center,,,63.8,,,,,,,,,,,,,,,,,
524,PT00M00.10S,2025-11-13T01:48:59.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,95,79,2025-11-13T01:50:15Z,5090000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,523.0,,,,,,,,,,,
525,PT00M00.00S,2025-11-13T01:49:05.5Z,3,REGULAR,period,end,[],0,,,1610612741,95,79,2025-11-13T01:49:05Z,5100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,out,['startperiod'],1627747,,,1610612741,95,79,2025-11-13T01:51:37Z,5110000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,out,['startperiod'],1641824,,,1610612741,95,79,2025-11-13T01:51:37Z,5120000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,out,['startperiod'],1630188,,,1610612741,95,79,2025-11-13T01:51:37Z,5130000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,in,['startperiod'],1641752,,,1610612741,95,79,2025-11-13T01:51:37Z,5140000,False,,,0,,SUB in: B. Klintman,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,in,['startperiod'],1630171,,,1610612741,95,79,2025-11-13T01:51:37Z,5150000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2025-11-13T01:51:11.7Z,4,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,95,79,2025-11-13T01:51:37Z,5160000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2025-11-13T01:51:44.7Z,4,REGULAR,period,start,[],0,,,1610612741,95,79,2025-11-13T01:51:44Z,5170000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M41.00S,2025-11-13T01:52:08.9Z,4,REGULAR,foul,personal,['2freethrow'],1642449,,,1610612741,95,79,2025-11-13T01:52:16Z,5180000,False,,,0,,T. Smith shooting personal FOUL (2 PF) (Williams 2 FT),"[1642449, 1630172]",1610612765.0,DET,shooting,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Williams,1630172.0
535,PT11M41.00S,2025-11-13T01:52:30.5Z,4,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,95,79,2025-11-13T01:52:30Z,5200000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
536,PT11M41.00S,2025-11-13T01:52:30.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,95,79,2025-11-13T01:52:30Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,535.0,,,,,,,,,,,
537,PT11M41.00S,2025-11-13T01:52:42.8Z,4,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,95,80,2025-11-13T01:52:42Z,5220000,False,,,0,,P. Williams Free Throw 2 of 2 (5 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
538,PT11M29.00S,2025-11-13T01:53:00.6Z,4,REGULAR,foul,personal,[],1630245,,,1610612765,95,80,2025-11-13T01:53:11Z,5230000,False,,,0,,A. Dosunmu personal FOUL (3 PF),"[1630245, 1642449]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,1626300.0,,,,,,,,,,,,,,,,3.0,0.0,Smith,1642449.0
540,PT11M29.00S,2025-11-13T01:53:06.6Z,4,REGULAR,substitution,out,[],1628975,,,1610612765,95,80,2025-11-13T01:53:13Z,5250000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT11M29.00S,2025-11-13T01:53:06.6Z,4,REGULAR,substitution,out,[],1631207,,,1610612765,95,80,2025-11-13T01:53:13Z,5260000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT11M29.00S,2025-11-13T01:53:06.6Z,4,REGULAR,substitution,in,[],1628989,,,1610612765,95,80,2025-11-13T01:53:13Z,5270000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M29.00S,2025-11-13T01:53:06.6Z,4,REGULAR,substitution,in,[],1641824,,,1610612765,95,80,2025-11-13T01:53:13Z,5280000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M18.00S,2025-11-13T01:53:28.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,87.72996057818659,43.872549019607845,1610612765,95,80,2025-11-13T01:53:35Z,5290000,False,-31.0,63.0,1,right,MISS D. Robinson 6' floating Shot,[1629130],1610612765.0,DET,floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,6.99,Missed,,,,,,,,,,,,,,,,
545,PT11M16.00S,2025-11-13T01:53:30.2Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,95,80,2025-11-13T01:53:35Z,5300000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,544.0,3.0,3.0,0.0,,,,,,,,
546,PT11M05.00S,2025-11-13T01:53:42.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,10.463206307490145,42.15686274509804,1610612741,95,80,2025-11-13T01:54:13Z,5310000,False,39.0,46.0,1,left,MISS K. Huerter 6' driving floating bank Shot,[1628989],1610612741.0,CHI,driving floating bank,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,6.04,Missed,,,,,,,,,,,,,,,,
547,PT11M02.00S,2025-11-13T01:53:45.8Z,4,REGULAR,rebound,defensive,[],1642449,,,1610612765,95,80,2025-11-13T01:53:48Z,5320000,False,,,0,,T. Smith REBOUND (Off:2 Def:5),[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,546.0,7.0,5.0,2.0,,,,,,,,
548,PT10M56.00S,2025-11-13T01:53:51.8Z,4,REGULAR,3pt,Jump Shot,[],1642404,93.64323258869908,95.09803921568627,1610612765,95,80,2025-11-13T01:53:56Z,5330000,False,225.0,7.0,1,right,MISS C. Lanier 3PT,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Right Corner 3,24+ Right,,,22.56,Missed,,,,,,,,,,,,,,,,
549,PT10M52.00S,2025-11-13T01:53:55.8Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,95,80,2025-11-13T01:53:56Z,5340000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:9),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,,,,,548.0,10.0,9.0,1.0,,,,,,,,
550,PT10M47.00S,2025-11-13T01:54:04.3Z,4,REGULAR,foul,personal,[],1642450,,,1610612741,95,80,2025-11-13T01:54:15Z,5350000,False,,,0,,D. Jenkins personal FOUL (3 PF),"[1642450, 1641824]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,2534.0,,,,,,,,,,,,,,,,3.0,0.0,Buzelis,1641824.0
552,PT10M38.00S,2025-11-13T01:54:41.3Z,4,REGULAR,turnover,lost ball,[],1630245,,,1610612741,95,80,2025-11-13T01:54:46Z,5370000,False,,,0,,A. Dosunmu lost ball TURNOVER (4 TO),"[1630245, 1629130]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,4.0,,,,,,,,,,,,,Robinson,1629130.0,,,,
553,PT10M38.00S,2025-11-13T01:54:41.3Z,4,REGULAR,steal,,[],1629130,,,1610612765,95,80,2025-11-13T01:54:44Z,5380000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
554,PT10M31.00S,2025-11-13T01:54:48.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641752,95.48291721419186,55.14705882352941,1610612765,95,80,2025-11-13T01:55:19Z,5390000,False,26.0,-10.0,1,right,MISS B. Klintman running reverse Layup - blocked,"[1641752, 1641824]",1610612765.0,DET,running reverse,,,Klintman,B. Klintman,,,,,Restricted Area,0-8 Center,,,2.76,Missed,,,,,,,,,Buzelis,1641824.0,,,,,,
555,PT10M31.00S,2025-11-13T01:54:48.0Z,4,REGULAR,block,,[],1641824,,,1610612765,95,80,2025-11-13T01:54:51Z,5400000,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
556,PT10M27.00S,2025-11-13T01:54:52.0Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612741,95,80,2025-11-13T01:54:57Z,5410000,False,,,0,,I. Okoro REBOUND (Off:2 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,554.0,3.0,1.0,2.0,,,,,,,,
557,PT10M26.00S,2025-11-13T01:54:56.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628989,10.068988173455978,40.931372549019606,1610612741,95,82,2025-11-13T01:56:59Z,5420000,False,45.0,42.0,1,left,K. Huerter 6' running Layup (14 PTS),[1628989],1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,6.18,Made,14.0,,,,,,,,,,,,,,,
558,PT10M26.00S,2025-11-13T01:55:00.1Z,4,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612741,95,82,2025-11-13T01:55:07Z,5430000,False,,,0,,D. Robinson shooting personal FOUL (5 PF) (Huerter 1 FT),"[1629130, 1628989]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,,,5.0,0.0,Huerter,1628989.0
560,PT10M26.00S,2025-11-13T01:55:07.8Z,4,REGULAR,substitution,out,[],1629130,,,1610612741,95,82,2025-11-13T01:55:19Z,5450000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT10M26.00S,2025-11-13T01:55:07.8Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,95,82,2025-11-13T01:55:19Z,5460000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT10M26.00S,2025-11-13T01:55:07.8Z,4,REGULAR,substitution,in,[],1627747,,,1610612741,95,82,2025-11-13T01:55:19Z,5470000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT10M26.00S,2025-11-13T01:55:07.8Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,95,82,2025-11-13T01:55:19Z,5480000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT10M26.00S,2025-11-13T01:55:33.8Z,4,REGULAR,freethrow,1 of 1,[],1628989,,,1610612741,95,82,2025-11-13T01:55:36Z,5490000,False,,,0,,MISS K. Huerter Free Throw 1 of 1,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
565,PT10M23.00S,2025-11-13T01:55:36.8Z,4,REGULAR,rebound,defensive,[],1641752,,,1610612765,95,82,2025-11-13T01:55:36Z,5500000,False,,,0,,B. Klintman REBOUND (Off:0 Def:6),[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,564.0,6.0,6.0,0.0,,,,,,,,
566,PT10M08.00S,2025-11-13T01:55:50.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642449,94.82588699080158,52.69607843137255,1610612765,95,82,2025-11-13T01:55:55Z,5510000,False,13.0,-4.0,1,right,MISS T. Smith reverse Layup - blocked,"[1642449, 1630172]",1610612765.0,DET,reverse,,,Smith,T. Smith,,,,,Restricted Area,0-8 Center,,,1.41,Missed,,,,,,,,,Williams,1630172.0,,,,,,
567,PT10M08.00S,2025-11-13T01:55:50.0Z,4,REGULAR,block,,[],1630172,,,1610612765,95,82,2025-11-13T01:55:52Z,5520000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
568,PT10M05.00S,2025-11-13T01:55:53.0Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,95,82,2025-11-13T01:55:55Z,5530000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:10),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,566.0,11.0,10.0,1.0,,,,,,,,
569,PT09M59.00S,2025-11-13T01:55:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630171,8.623521681997373,94.85294117647058,1610612741,95,85,2025-11-13T01:56:02Z,5540000,False,-224.0,29.0,1,left,I. Okoro 3PT  (13 PTS) (P. Williams 1 AST),"[1630171, 1630172]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,22.61,Made,13.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,
571,PT09M46.00S,2025-11-13T01:56:11.4Z,4,REGULAR,3pt,Jump Shot,[],1641752,68.80749014454665,28.676470588235293,1610612765,95,85,2025-11-13T01:56:16Z,5560000,False,-107.0,241.0,1,right,MISS B. Klintman 26' 3PT,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Above the Break 3,24+ Left Center,,,26.32,Missed,,,,,,,,,,,,,,,,
572,PT09M42.00S,2025-11-13T01:56:15.4Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612741,95,85,2025-11-13T01:56:16Z,5570000,False,,,0,,I. Okoro REBOUND (Off:2 Def:2),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,571.0,4.0,2.0,2.0,,,,,,,,
573,PT09M38.00S,2025-11-13T01:56:19.4Z,4,REGULAR,foul,personal,['3freethrow'],1641752,,,1610612741,95,85,2025-11-13T01:56:44Z,5580000,False,,,0,,B. Klintman shooting personal FOUL (3 PF) (Buzelis 3 FT),"[1641752, 1641824]",1610612765.0,DET,shooting,,,Klintman,B. Klintman,,,,,Right Corner 3,24+ Right,2534.0,,,,,,,,,,,,,,,,3.0,0.0,Buzelis,1641824.0
575,PT09M38.00S,2025-11-13T01:56:56.1Z,4,REGULAR,freethrow,1 of 3,['fastbreak'],1641824,,,1610612741,95,86,2025-11-13T01:58:33Z,5600000,False,,,0,,M. Buzelis Free Throw 1 of 3 (10 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
576,PT09M38.00S,2025-11-13T01:56:56.1Z,4,REGULAR,freethrow,2 of 3,['fastbreak'],1641824,,,1610612741,95,87,2025-11-13T01:58:33Z,5610000,False,,,0,,M. Buzelis Free Throw 2 of 3 (11 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
577,PT09M38.00S,2025-11-13T01:57:13.8Z,4,REGULAR,substitution,out,[],1642449,,,1610612741,95,87,2025-11-13T01:57:19Z,5620000,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M38.00S,2025-11-13T01:57:13.8Z,4,REGULAR,substitution,in,[],1629750,,,1610612741,95,87,2025-11-13T01:57:19Z,5630000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M38.00S,2025-11-13T01:56:56.1Z,4,REGULAR,freethrow,3 of 3,['fastbreak'],1641824,,,1610612741,95,88,2025-11-13T01:58:33Z,5640000,False,,,0,,M. Buzelis Free Throw 3 of 3 (12 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
580,PT09M22.00S,2025-11-13T01:57:49.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,93.24901445466492,46.568627450980394,1610612765,95,88,2025-11-13T01:57:57Z,5650000,False,-17.0,11.0,1,right,MISS D. Jenkins driving Layup - blocked,"[1642450, 1630171]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,2.04,Missed,,,,,,,,,Okoro,1630171.0,,,,,,
581,PT09M22.00S,2025-11-13T01:57:49.6Z,4,REGULAR,block,,[],1630171,,,1610612765,95,88,2025-11-13T01:57:52Z,5660000,False,,,0,,I. Okoro BLOCK (3 BLK),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
582,PT09M19.00S,2025-11-13T01:57:52.6Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,95,88,2025-11-13T01:57:57Z,5670000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:11),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,580.0,12.0,11.0,1.0,,,,,,,,
583,PT09M15.00S,2025-11-13T01:57:58.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628989,8.492115637319317,54.166666666666664,1610612741,95,88,2025-11-13T01:59:41Z,5680000,False,-21.0,27.0,1,left,MISS K. Huerter running Layup - blocked,"[1628989, 1627747]",1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,3.43,Missed,,,,,,,,,LeVert,1627747.0,,,,,,
584,PT09M15.00S,2025-11-13T01:57:58.0Z,4,REGULAR,block,,[],1627747,,,1610612741,95,88,2025-11-13T01:58:01Z,5690000,False,,,0,,C. LeVert BLOCK (2 BLK),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
585,PT09M10.00S,2025-11-13T01:58:03.0Z,4,REGULAR,rebound,offensive,[],1628989,,,1610612741,95,88,2025-11-13T01:58:10Z,5700000,False,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,583.0,2.0,1.0,1.0,,,,,,,,
586,PT09M10.00S,2025-11-13T01:58:02.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fastbreak']",1628989,6.258212877792378,54.166666666666664,1610612741,95,90,2025-11-13T01:59:49Z,5710000,False,-21.0,6.0,1,left,K. Huerter putback Layup (16 PTS),[1628989],1610612741.0,CHI,putback,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,2.17,Made,16.0,,,,,,,,,,,,,,,
587,PT09M00.00S,2025-11-13T01:58:11.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,92.32917214191852,47.05882352941176,1610612765,97,90,2025-11-13T01:58:17Z,5720000,False,-15.0,20.0,1,right,J. Green driving finger roll Layup (5 PTS) (C. LeVert 3 AST),"[1629750, 1627747]",1610612765.0,DET,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,2.45,Made,5.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,
589,PT08M52.00S,2025-11-13T01:58:19.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641824,8.623521681997373,49.26470588235294,1610612741,97,92,2025-11-13T02:00:55Z,5740000,False,4.0,29.0,1,left,M. Buzelis driving floating Jump Shot (14 PTS),[1641824],1610612741.0,CHI,driving floating,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,2.88,Made,14.0,,,,,,,,,,,,,,,
590,PT08M45.00S,2025-11-13T01:58:26.9Z,4,REGULAR,turnover,lost ball,[],1627747,,,1610612765,97,92,2025-11-13T01:58:31Z,5750000,False,,,0,,C. LeVert lost ball TURNOVER (3 TO),"[1627747, 1630200]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,,,Jones,1630200.0,,,,
591,PT08M45.00S,2025-11-13T01:58:26.9Z,4,REGULAR,steal,,[],1630200,,,1610612741,97,92,2025-11-13T01:58:28Z,5760000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
592,PT08M45.00S,2025-11-13T01:58:35.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612741,97,92,2025-11-13T01:58:42Z,5770000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Jones 2 FT),"[1629750, 1630200]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0
594,PT08M45.00S,2025-11-13T01:59:01.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630200,,,1610612741,97,93,2025-11-13T01:59:01Z,5790000,False,,,0,,T. Jones Free Throw 1 of 2 (8 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
595,PT08M45.00S,2025-11-13T01:59:02.2Z,4,REGULAR,substitution,out,[],1642404,,,1610612741,97,93,2025-11-13T01:59:09Z,5800000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT08M45.00S,2025-11-13T01:59:02.2Z,4,REGULAR,substitution,out,[],1641752,,,1610612741,97,93,2025-11-13T01:59:09Z,5810000,False,,,0,,SUB out: B. Klintman,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT08M45.00S,2025-11-13T01:59:02.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612741,97,93,2025-11-13T01:59:09Z,5820000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
