actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT11M02.00S,2026-01-18T00:42:59.0Z,1,REGULAR,rebound,offensive,[],1641716,,,1610612754,5,0,2026-01-18T00:42:59Z,170000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,
18,PT11M01.00S,2026-01-18T00:42:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641716,88.64980289093299,51.9607843137255,1610612754,5,0,2026-01-18T00:44:41Z,180000,False,10.0,54.0,1,right,MISS J. Walker putback Layup,[1641716],1610612754.0,IND,putback,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.51,Missed,,,,,,,,,,,,,
19,PT11M01.00S,2026-01-18T00:42:59.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,5,0,2026-01-18T00:43:03Z,190000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M48.00S,2026-01-18T00:43:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,9.149145860709593,56.86274509803921,1610612765,5,0,2026-01-18T00:45:21Z,200000,False,-34.0,34.0,1,left,MISS D. Robinson driving floating Shot,[1629130],1610612765.0,DET,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.79,Missed,,,,,,,,,,,,,
21,PT10M44.00S,2026-01-18T00:43:17.3Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,5,0,2026-01-18T00:43:18Z,210000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,
50,PT10M41.00S,2026-01-18T00:43:22.0Z,1,REGULAR,turnover,out-of-bounds,[],1642277,,,1610612754,5,0,2026-01-18T00:47:53Z,230000,False,,,0,,J. Furphy lost ball out-of-bounds TURNOVER (1 TO),[1642277],1610612754.0,IND,lost ball,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,1.0,,,,
26,PT10M26.00S,2026-01-18T00:43:46.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631105,9.411957950065702,46.568627450980394,1610612765,5,0,2026-01-18T00:47:53Z,260000,False,17.0,36.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,3.99,Missed,,,,,,,,,,,,,
27,PT10M21.00S,2026-01-18T00:43:51.3Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,5,0,2026-01-18T00:43:52Z,270000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,
28,PT10M12.00S,2026-01-18T00:44:00.2Z,1,REGULAR,turnover,lost ball,[],1642277,,,1610612754,5,0,2026-01-18T00:44:08Z,280000,False,,,0,,J. Furphy lost ball TURNOVER (2 TO),"[1642277, 1641709]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,2.0,Thompson,1641709.0,,
29,PT10M12.00S,2026-01-18T00:44:00.2Z,1,REGULAR,steal,,[],1641709,,,1610612765,5,0,2026-01-18T00:44:02Z,290000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
30,PT10M08.00S,2026-01-18T00:44:04.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631105,8.229303547963205,51.225490196078425,1610612765,7,0,2026-01-18T00:44:16Z,300000,False,-6.0,25.0,1,left,J. Duren running DUNK (2 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,,,,,2.0,A. Thompson,1641709.0,1.0,,,,,
32,PT10M08.00S,2026-01-18T00:44:11.1Z,1,REGULAR,foul,personal,['1freethrow'],1630643,,,1610612765,7,0,2026-01-18T00:44:20Z,320000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Duren 1 FT),"[1630643, 1631105]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,203591.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
34,PT10M08.00S,2026-01-18T00:44:34.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631105,,,1610612765,8,0,2026-01-18T00:44:34Z,340000,False,,,0,,J. Duren Free Throw 1 of 1 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
35,PT10M06.00S,2026-01-18T00:44:44.0Z,1,REGULAR,foul,personal,[],1641709,,,1610612754,8,0,2026-01-18T00:45:01Z,350000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1631245]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,202037.0,1.0,0.0,Jackson,1631245.0,,,,,,,,,,,,,,,
37,PT10M06.00S,2026-01-18T00:44:58.3Z,1,REGULAR,foul,technical,['1freethrow'],1631245,,,1610612754,8,0,2026-01-18T00:45:05Z,370000,False,,,0,,Q. Jackson technical FOUL (1 Tech),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,202037.0,0.0,1.0,,,,,,,,,,,,,,,,,
38,PT10M06.00S,2026-01-18T00:45:08.3Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612754,9,0,2026-01-18T00:45:08Z,380000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (3 PTS),[1630595],1610612765.0,DET,technical,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
39,PT09M57.00S,2026-01-18T00:45:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,93.51182654402102,55.88235294117647,1610612754,9,2,2026-01-18T00:45:41Z,390000,False,29.0,8.0,1,right,Q. Jackson driving Layup (2 PTS),[1631245],1610612754.0,IND,driving,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,3.06,Made,,,,,2.0,,,,,,,,
40,PT09M48.00S,2026-01-18T00:45:47.0Z,1,REGULAR,foul,personal,[],1631245,,,1610612765,9,2,2026-01-18T00:46:03Z,400000,False,,,0,,Q. Jackson personal FOUL (1 PF),"[1631245, 202699]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),0-8 Center,202037.0,1.0,1.0,Harris,202699.0,,,,,,,,,,,,,,,
42,PT09M36.00S,2026-01-18T00:46:25.4Z,1,REGULAR,2pt,Jump Shot,[],1630595,24.52365308804205,52.450980392156865,1610612765,11,2,2026-01-18T00:46:30Z,420000,False,-12.0,178.0,1,left,C. Cunningham 17' pullup Jump Shot (5 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,17.84,Made,,,,,5.0,,,,,,,,
44,PT09M19.00S,2026-01-18T00:47:01.7Z,1,REGULAR,turnover,out-of-bounds,[],1642277,,,1610612754,11,2,2026-01-18T00:47:12Z,440000,False,,,0,,J. Furphy step out-of-bounds TURNOVER (3 TO),[1642277],1610612754.0,IND,step,,,Furphy,J. Furphy,,,,,Left Corner 3,24+ Left,202037.0,,,,,,,,,,,,,,,3.0,,,,
45,PT09M03.00S,2026-01-18T00:47:24.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,17.821944809461236,57.107843137254896,1610612765,13,2,2026-01-18T00:50:15Z,450000,False,-36.0,115.0,1,left,C. Cunningham 12' driving floating Jump Shot (7 PTS) (J. Duren 2 AST),"[1630595, 1631105]",1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.04,Made,,,,,7.0,J. Duren,1631105.0,2.0,,,,,
47,PT09M03.00S,2026-01-18T00:47:28.5Z,1,REGULAR,foul,personal,['1freethrow'],1641716,,,1610612765,13,2,2026-01-18T00:47:38Z,470000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1641716, 1630595]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,1628953.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
49,PT09M03.00S,2026-01-18T00:47:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,2,2026-01-18T00:47:44Z,490000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT09M03.00S,2026-01-18T00:50:44.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630595,,,1610612765,14,2,2026-01-18T00:50:44Z,500000,False,,,0,,C. Cunningham Free Throw 1 of 1 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
52,PT08M48.00S,2026-01-18T00:51:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,65.39093298291722,57.84313725490197,1610612754,14,2,2026-01-18T00:51:20Z,510000,False,39.0,273.0,1,right,MISS J. Huff 27' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,,,27.56,Missed,,,,,,,,,,,,,
53,PT08M44.00S,2026-01-18T00:51:06.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,14,2,2026-01-18T00:51:20Z,520000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,
54,PT08M40.00S,2026-01-18T00:51:10.7Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612765,14,2,2026-01-18T00:51:23Z,530000,False,,,0,,J. Huff shooting personal FOUL (2 PF) (Duren 2 FT),"[1630643, 1631105]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,202037.0,2.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
56,PT08M40.00S,2026-01-18T00:51:43.3Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,14,2,2026-01-18T00:51:43Z,550000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
57,PT08M40.00S,2026-01-18T00:51:43.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,14,2,2026-01-18T00:51:43Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
58,PT08M40.00S,2026-01-18T00:51:44.8Z,1,REGULAR,substitution,out,[],1630643,,,1610612765,14,2,2026-01-18T00:51:52Z,570000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M40.00S,2026-01-18T00:51:44.8Z,1,REGULAR,substitution,out,[],1641767,,,1610612765,14,2,2026-01-18T00:51:52Z,580000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M40.00S,2026-01-18T00:51:44.8Z,1,REGULAR,substitution,in,[],1642880,,,1610612765,14,2,2026-01-18T00:51:52Z,590000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M40.00S,2026-01-18T00:51:44.8Z,1,REGULAR,substitution,in,[],1630543,,,1610612765,14,2,2026-01-18T00:51:52Z,600000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M40.00S,2026-01-18T00:52:04.8Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,15,2,2026-01-18T00:52:04Z,610000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
64,PT08M32.00S,2026-01-18T00:52:34.6Z,1,REGULAR,turnover,out-of-bounds,[],1631245,,,1610612754,15,2,2026-01-18T00:52:41Z,630000,False,,,0,,Q. Jackson step out-of-bounds TURNOVER (1 TO),[1631245],1610612754.0,IND,step,,,Jackson,Q. Jackson,,,,,Right Corner 3,24+ Right,202037.0,,,,,,,,,,,,,,,1.0,,,,
65,PT08M24.00S,2026-01-18T00:52:59.6Z,1,REGULAR,foul,personal,[],1631105,,,1610612765,15,2,2026-01-18T00:53:08Z,640000,False,,,0,,J. Duren loose ball personal FOUL (1 PF),"[1631105, 1630543]",1610612765.0,DET,loose ball,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,1628953.0,1.0,0.0,Jackson,1630543.0,,,,,,,,,,,,,,,
100,PT08M24.00S,2026-01-18T00:53:11.1Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,15,2,2026-01-18T00:58:46Z,660000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,,
68,PT08M09.00S,2026-01-18T00:53:22.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641716,74.45795006570303,37.99019607843137,1610612754,15,2,2026-01-18T00:58:46Z,670000,False,-60.0,188.0,1,right,MISS J. Walker 19' fadeaway Shot,[1641716],1610612754.0,IND,fadeaway,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,19.7,Missed,,,,,,,,,,,,,
69,PT08M05.00S,2026-01-18T00:53:26.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,15,2,2026-01-18T00:53:26Z,680000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,
70,PT07M54.00S,2026-01-18T00:53:38.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,6.521024967148489,52.450980392156865,1610612765,17,2,2026-01-18T00:53:42Z,690000,False,-12.0,9.0,1,left,A. Thompson DUNK (2 PTS) (T. Harris 1 AST),"[1641709, 202699]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,1.51,Made,,,,,2.0,T. Harris,202699.0,1.0,,,,,
72,PT07M44.00S,2026-01-18T00:53:52.0Z,1,REGULAR,foul,personal,[],202699,,,1610612754,17,2,2026-01-18T00:54:04Z,710000,False,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1631245]",1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,1628953.0,1.0,0.0,Jackson,1631245.0,,,,,,,,,,,,,,,
74,PT07M34.00S,2026-01-18T00:54:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,90.3580814717477,43.13725490196079,1610612754,17,2,2026-01-18T00:54:27Z,730000,False,-34.0,38.0,1,right,MISS J. Walker reverse Layup,[1641716],1610612754.0,IND,reverse,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.13,Missed,,,,,,,,,,,,,
75,PT07M31.00S,2026-01-18T00:54:23.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,17,2,2026-01-18T00:54:27Z,740000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT07M25.00S,2026-01-18T00:54:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,22.158344283837057,12.009803921568627,1610612765,20,2,2026-01-18T00:55:59Z,750000,False,190.0,156.0,1,left,C. Cunningham 24' 3PT  (11 PTS) (T. Harris 2 AST),"[1630595, 202699]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,24.57,Made,,,,,11.0,T. Harris,202699.0,2.0,,,,,
78,PT07M07.00S,2026-01-18T00:54:47.8Z,1,REGULAR,turnover,lost ball,[],1641716,,,1610612754,20,2,2026-01-18T00:54:54Z,770000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1641716, 1641709]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Thompson,1641709.0,,
79,PT07M07.00S,2026-01-18T00:54:47.8Z,1,REGULAR,steal,,[],1641709,,,1610612765,20,2,2026-01-18T00:54:50Z,780000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
80,PT07M02.00S,2026-01-18T00:54:52.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631245,,,1610612765,20,2,2026-01-18T00:55:09Z,790000,False,,,0,,Q. Jackson shooting personal FOUL (2 PF) (Thompson 2 FT),"[1631245, 1641709]",1610612754.0,IND,shooting,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,203591.0,2.0,1.0,Thompson,1641709.0,,,,,,,,,,,,,,,
82,PT07M02.00S,2026-01-18T00:55:26.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641709,,,1610612765,21,2,2026-01-18T00:55:55Z,810000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
83,PT07M02.00S,2026-01-18T00:55:28.6Z,1,REGULAR,substitution,out,[],1642277,,,1610612765,21,2,2026-01-18T00:55:36Z,820000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT07M02.00S,2026-01-18T00:55:28.6Z,1,REGULAR,substitution,out,[],1631245,,,1610612765,21,2,2026-01-18T00:55:36Z,830000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT07M02.00S,2026-01-18T00:55:28.6Z,1,REGULAR,substitution,in,[],1630679,,,1610612765,21,2,2026-01-18T00:55:36Z,840000,False,,,0,,SUB in: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT07M02.00S,2026-01-18T00:55:28.6Z,1,REGULAR,substitution,in,[],1630695,,,1610612765,21,2,2026-01-18T00:55:36Z,850000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT07M02.00S,2026-01-18T00:55:26.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641709,,,1610612765,21,2,2026-01-18T00:55:55Z,860000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
88,PT06M59.00S,2026-01-18T00:55:29.5Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612754,21,2,2026-01-18T00:55:55Z,870000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,
89,PT06M48.00S,2026-01-18T00:56:03.4Z,1,REGULAR,3pt,Jump Shot,[],1630679,95.6143232588699,97.30392156862744,1610612754,21,2,2026-01-18T00:56:08Z,880000,False,237.0,-11.0,1,right,MISS E. Thompson 3PT,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Right Corner 3,24+ Right,,,,,,23.68,Missed,,,,,,,,,,,,,
90,PT06M44.00S,2026-01-18T00:56:07.4Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,21,2,2026-01-18T00:56:08Z,890000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,
91,PT06M40.00S,2026-01-18T00:56:11.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,22.946780551905388,89.2156862745098,1610612765,21,2,2026-01-18T00:56:19Z,900000,False,-196.0,163.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,25.51,Missed,,,,,,,,,,,,,
92,PT06M36.00S,2026-01-18T00:56:15.2Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612754,21,2,2026-01-18T00:56:19Z,910000,False,,,0,,M. Potter REBOUND (Off:0 Def:2),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Left Center,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,
