actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
21,PT10M49.00S,2026-01-02T00:13:46.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,13.748357424441524,45.34313725490196,1610612748,5,4,2026-01-02T00:13:51Z,210000,False,23.0,77.0,1,left,MISS B. Adebayo 8' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
22,PT10M46.00S,2026-01-02T00:13:49.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,5,4,2026-01-02T00:13:51Z,220000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,
23,PT10M39.00S,2026-01-02T00:13:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,87.86136662286465,49.26470588235294,1610612765,7,4,2026-01-02T00:14:00Z,230000,False,-4.0,62.0,1,right,A. Thompson 6' driving floating Jump Shot (5 PTS),[1641709],1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,5.0,,,,,,,,,,,,,,,,,
24,PT10M22.00S,2026-01-02T00:14:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628389,15.588042049934298,66.66666666666666,1610612748,7,4,2026-01-02T00:14:18Z,240000,False,-83.0,94.0,1,left,MISS B. Adebayo 12' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,12.56,Missed,,,,,,,,,,,,,,,,,,
25,PT10M19.00S,2026-01-02T00:14:16.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,4,2026-01-02T00:14:18Z,250000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,
26,PT10M08.00S,2026-01-02T00:14:27.2Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,7,4,2026-01-02T00:14:32Z,260000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1628389]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0
27,PT10M08.00S,2026-01-02T00:14:27.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,7,4,2026-01-02T00:14:28Z,270000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT10M00.00S,2026-01-02T00:14:35.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,19.579500657030223,94.87591911764706,1610612748,7,7,2026-01-02T00:14:42Z,280000,False,-224.0,132.0,1,left,N. Powell 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1626181, 1630558]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.01,Made,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
30,PT09M41.00S,2026-01-02T00:14:55.3Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612765,7,7,2026-01-02T00:15:06Z,300000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Cunningham 2 FT),"[203952, 1630595]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628951.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,
32,PT09M41.00S,2026-01-02T00:15:27.7Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,8,7,2026-01-02T00:15:27Z,320000,False,,,0,,C. Cunningham Free Throw 1 of 2 (3 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M41.00S,2026-01-02T00:15:45.8Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,9,7,2026-01-02T00:15:45Z,330000,False,,,0,,C. Cunningham Free Throw 2 of 2 (4 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2026-01-02T00:16:00.2Z,1,REGULAR,2pt,Jump Shot,[],1628389,7.5722733245729295,67.15686274509804,1610612748,9,7,2026-01-02T00:16:04Z,340000,False,-86.0,19.0,1,left,MISS B. Adebayo 8' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,8.78,Missed,,,,,,,,,,,,,,,,,,
35,PT09M27.00S,2026-01-02T00:16:02.8Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,9,7,2026-01-02T00:16:02Z,350000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,
36,PT09M23.00S,2026-01-02T00:16:06.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,24.57293035479632,13.013174019607842,1610612748,9,7,2026-01-02T00:16:16Z,360000,False,185.0,178.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
37,PT09M16.00S,2026-01-02T00:16:13.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,9,7,2026-01-02T00:16:16Z,370000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,
38,PT09M06.00S,2026-01-02T00:16:23.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,86.81011826544021,41.42156862745098,1610612765,9,7,2026-01-02T00:16:27Z,380000,False,-43.0,71.0,1,right,MISS C. Cunningham 8' driving Hook,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,8.34,Missed,,,,,,,,,,,,,,,,,,
39,PT09M06.00S,2026-01-02T00:16:23.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,9,7,2026-01-02T00:16:27Z,390000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,
40,PT09M00.00S,2026-01-02T00:16:30.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,21.369908015768726,91.42156862745098,1610612748,9,10,2026-01-02T00:18:22Z,400000,False,-207.0,148.0,1,left,N. Powell 25' 3PT running (6 PTS) (D. Mitchell 2 AST),"[1626181, 1630558]",1610612748.0,MIA,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.48,Made,6.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
42,PT08M40.00S,2026-01-02T00:16:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630191,75.77201051248358,86.76470588235294,1610612765,9,10,2026-01-02T00:16:54Z,420000,False,184.0,175.0,1,right,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
43,PT08M37.00S,2026-01-02T00:16:52.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,10,2026-01-02T00:16:54Z,430000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,42.0,2.0,1.0,1.0,,,
44,PT08M29.00S,2026-01-02T00:17:00.4Z,1,REGULAR,3pt,Jump Shot,[],203952,17.95335085413929,4.411764705882353,1610612748,9,10,2026-01-02T00:22:04Z,440000,False,228.0,116.0,1,left,MISS A. Wiggins 25' step back 3PT,[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
49,PT08M29.00S,2026-01-02T00:17:00.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,9,10,2026-01-02T00:20:30Z,455000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,44.0,3.0,3.0,0.0,,,
47,PT08M28.00S,2026-01-02T00:17:40.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,9,10,2026-01-02T00:20:30Z,470000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2026-01-02T00:21:48.8Z,1,REGULAR,2pt,Jump Shot,[],1630595,78.26872536136662,72.30392156862744,1610612765,9,10,2026-01-02T00:21:58Z,490000,False,112.0,152.0,1,right,MISS C. Cunningham 18' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,18.83,Missed,,,,,,,,,,,,,,,,,,
51,PT08M07.00S,2026-01-02T00:21:52.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,10,2026-01-02T00:21:54Z,500000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,50.0,3.0,2.0,1.0,,,
52,PT08M00.00S,2026-01-02T00:21:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.726018396846255,49.50980392156863,1610612748,9,10,2026-01-02T00:24:16Z,510000,False,2.0,48.0,1,left,MISS B. Adebayo bank Shot,[1628389],1610612748.0,MIA,bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
53,PT07M54.00S,2026-01-02T00:22:05.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,9,10,2026-01-02T00:22:17Z,520000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,
54,PT07M34.00S,2026-01-02T00:22:25.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,92.9862023653088,47.549019607843135,1610612765,11,10,2026-01-02T00:23:40Z,530000,False,-12.0,13.0,1,right,J. Duren driving DUNK (2 PTS) (D. Robinson 1 AST),"[1631105, 1629130]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
56,PT07M16.00S,2026-01-02T00:22:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,9.149145860709593,52.20588235294118,1610612748,11,10,2026-01-02T00:22:48Z,550000,False,-11.0,34.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1630191]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,Stewart,1630191.0,,,,,,,
57,PT07M16.00S,2026-01-02T00:22:43.2Z,1,REGULAR,block,,[],1630191,,,1610612748,11,10,2026-01-02T00:22:46Z,560000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M13.00S,2026-01-02T00:22:46.2Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,11,10,2026-01-02T00:22:48Z,570000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,
59,PT07M11.00S,2026-01-02T00:22:48.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,94.03745072273325,50.0,1610612765,13,10,2026-01-02T00:22:55Z,580000,False,0.0,4.0,1,right,J. Duren running alley-oop DUNK (4 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.35,Made,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
61,PT07M00.00S,2026-01-02T00:23:00.4Z,1,REGULAR,3pt,Jump Shot,[],1642276,14.4053876478318,3.431372549019608,1610612748,13,10,2026-01-02T00:23:03Z,600000,False,233.0,83.0,1,left,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Right Corner 3,24+ Right,24.71,Missed,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2026-01-02T00:23:02.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,10,2026-01-02T00:23:02Z,610000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,
63,PT06M47.00S,2026-01-02T00:23:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,90.93298291721419,60.045189950980394,1610612765,13,10,2026-01-02T00:28:06Z,620000,False,50.0,33.0,1,right,MISS I. Stewart driving bank Hook,[1630191],1610612765.0,DET,driving bank,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2026-01-02T00:23:15.5Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,13,10,2026-01-02T00:23:19Z,630000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,
65,PT06M42.00S,2026-01-02T00:23:23.8Z,1,REGULAR,turnover,backcourt,[],1626181,,,1610612748,13,10,2026-01-02T00:24:10Z,640000,False,,,0,,N. Powell backcourt TURNOVER (1 TO),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,,
75,PT06M42.00S,2026-01-02T00:23:45.0Z,1,REGULAR,substitution,out,[],203952,,,1610612765,13,10,2026-01-02T00:25:17Z,645000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2026-01-02T00:23:45.0Z,1,REGULAR,substitution,in,[],1631170,,,1610612765,13,10,2026-01-02T00:25:17Z,647500,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2026-01-02T00:24:06.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,86.28449408672799,40.931372549019606,1610612765,13,10,2026-01-02T00:24:13Z,650000,False,-45.0,76.0,1,right,MISS C. Cunningham 8' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2026-01-02T00:24:09.0Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,13,10,2026-01-02T00:24:09Z,660000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,66.0,3.0,3.0,0.0,,,
68,PT06M26.00S,2026-01-02T00:24:14.4Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612748,13,10,2026-01-02T00:24:32Z,670000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1630191, 1631170]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2002.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,
70,PT06M26.00S,2026-01-02T00:24:46.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631170,,,1610612748,13,10,2026-01-02T00:25:20Z,690000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2026-01-02T00:24:46.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,13,10,2026-01-02T00:25:20Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,
72,PT06M26.00S,2026-01-02T00:24:52.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612748,13,10,2026-01-02T00:24:58Z,710000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M26.00S,2026-01-02T00:24:52.5Z,1,REGULAR,substitution,in,[],1629750,,,1610612748,13,10,2026-01-02T00:24:58Z,720000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M26.00S,2026-01-02T00:24:46.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631170,,,1610612748,13,11,2026-01-02T00:25:20Z,730000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (1 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2026-01-02T00:25:29.2Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,13,11,2026-01-02T00:25:44Z,740000,False,,,0,,I. Stewart offensive FOUL (2 PF),"[1630191, 1630558]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,200832.0,2.0,0.0,Mitchell,1630558.0,,,,,,,,,
79,PT06M16.00S,2026-01-02T00:25:29.2Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,13,11,2026-01-02T00:25:29Z,760000,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,200832.0,,,,,,,,,,,1.0,,
82,PT06M04.00S,2026-01-02T00:26:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642276,8.09789750328515,96.32352941176471,1610612748,13,11,2026-01-02T00:26:11Z,790000,False,-232.0,24.0,1,left,MISS K. Ware 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
83,PT06M00.00S,2026-01-02T00:26:06.4Z,1,REGULAR,rebound,offensive,[],1626181,,,1610612748,13,11,2026-01-02T00:26:06Z,800000,False,,,0,,N. Powell REBOUND (Off:1 Def:0),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,82.0,1.0,0.0,1.0,,,
84,PT05M59.00S,2026-01-02T00:26:08.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626181,9.280551905387648,47.30392156862745,1610612748,13,13,2026-01-02T00:26:15Z,810000,False,13.0,35.0,1,left,N. Powell driving floating Jump Shot (8 PTS),[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.72,Made,8.0,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2026-01-02T00:26:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,92.59198423127464,2.696078431372549,1610612765,16,13,2026-01-02T00:26:31Z,820000,False,-237.0,17.0,1,right,D. Robinson 3PT  (3 PTS) (C. Cunningham 3 AST),"[1629130, 1630595]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,23.71,Made,3.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
87,PT05M34.00S,2026-01-02T00:26:36.2Z,1,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,16,13,2026-01-02T00:26:43Z,840000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,2002.0,,,,,,,,,,,1.0,,
