actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT11M16.00S,2026-03-13T23:46:42.2Z,1,REGULAR,steal,,[],1641707,,,1610612763,0,0,2026-03-13T23:46:43Z,180000,False,,,0,,T. Hendricks STEAL (1 STL),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT11M11.00S,2026-03-13T23:46:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641765,6.783837056504599,53.18627450980392,1610612763,0,2,2026-03-13T23:46:59Z,190000,False,-16.0,11.0,1,left,O. Prosper running alley-oop Layup (2 PTS) (C. Coward 1 AST),"[1641765, 1642907]",1610612763.0,MEM,running alley-oop,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,1.95,Made,2.0,C. Coward,1642907.0,1.0,,,,,,
22,PT10M52.00S,2026-03-13T23:47:06.1Z,1,REGULAR,3pt,Jump Shot,[],1629750,92.06636005256242,94.85294117647058,1610612765,3,2,2026-03-13T23:47:12Z,210000,False,224.0,22.0,1,right,J. Green 3PT  (3 PTS) (M. Sasser 1 AST),"[1629750, 1631204]",1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,22.54,Made,3.0,M. Sasser,1631204.0,1.0,,,,,,
24,PT10M37.00S,2026-03-13T23:47:20.9Z,1,REGULAR,3pt,Jump Shot,[],1642907,8.360709592641262,2.941176470588235,1610612763,3,5,2026-03-13T23:47:26Z,230000,False,235.0,26.0,1,left,C. Coward 3PT  (3 PTS) (T. Jerome 1 AST),"[1642907, 1629660]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,,,,,,,23.67,Made,3.0,T. Jerome,1629660.0,1.0,,,,,,
26,PT10M16.00S,2026-03-13T23:47:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.2089356110381,58.47886029411765,1610612765,3,5,2026-03-13T23:47:50Z,250000,False,42.0,124.0,1,right,MISS C. Cunningham 13' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.11,Missed,,,,,,,,,,
27,PT10M13.00S,2026-03-13T23:47:44.6Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,3,5,2026-03-13T23:47:50Z,260000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
28,PT09M56.00S,2026-03-13T23:48:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629660,35.955978975032856,83.82352941176471,1610612763,3,5,2026-03-13T23:48:09Z,270000,False,-169.0,285.0,1,left,MISS T. Jerome 33' 3PT,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,,,,33.18,Missed,,,,,,,,,,
29,PT09M50.00S,2026-03-13T23:48:08.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,5,2026-03-13T23:48:09Z,280000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,
31,PT09M37.00S,2026-03-13T23:48:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,89.04402102496715,3.431372549019608,1610612765,3,5,2026-03-13T23:48:42Z,300000,False,-233.0,50.0,1,right,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,,,,,,,23.82,Missed,,,,,,,,,,
32,PT09M34.00S,2026-03-13T23:48:40.8Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612765,3,5,2026-03-13T23:48:42Z,310000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,31.0,1.0,0.0,1.0,,
33,PT09M30.00S,2026-03-13T23:48:43.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631204,79.71419185282524,91.42156862745098,1610612765,3,5,2026-03-13T23:50:14Z,320000,False,207.0,138.0,1,right,MISS M. Sasser 24' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.9,Missed,,,,,,,,,,
34,PT09M27.00S,2026-03-13T23:48:46.9Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612763,3,5,2026-03-13T23:48:48Z,330000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,
35,PT09M21.00S,2026-03-13T23:48:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629660,7.835085413929041,47.794117647058826,1610612763,3,7,2026-03-13T23:49:00Z,340000,False,11.0,21.0,1,left,T. Jerome running Layup (2 PTS),[1629660],1610612763.0,MEM,running,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,,2.38,Made,2.0,,,,,,,,,
36,PT09M11.00S,2026-03-13T23:49:03.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,71.56701708278581,78.43137254901961,1610612765,6,7,2026-03-13T23:49:08Z,350000,False,142.0,215.0,1,right,D. Robinson 25' 3PT  (3 PTS) (J. Green 1 AST),"[1629130, 1629750]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.76,Made,3.0,J. Green,1629750.0,1.0,,,,,,
38,PT08M58.00S,2026-03-13T23:49:19.8Z,1,REGULAR,2pt,Jump Shot,[],1642285,8.623521681997373,82.59803921568627,1610612763,6,9,2026-03-13T23:49:28Z,370000,False,-163.0,29.0,1,left,C. Spencer 16' fadeaway Jump Shot (2 PTS),[1642285],1610612763.0,MEM,fadeaway,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left,,,,,,,,,16.55,Made,2.0,,,,,,,,,
39,PT08M58.00S,2026-03-13T23:49:26.4Z,1,REGULAR,foul,personal,['1freethrow'],1631204,,,1610612763,6,9,2026-03-13T23:49:32Z,380000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Spencer 1 FT),"[1631204, 1642285]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Left,1627524.0,1.0,0.0,Spencer,1642285.0,,,,,,,,,,,,,,,
41,PT08M58.00S,2026-03-13T23:49:58.7Z,1,REGULAR,freethrow,1 of 1,[],1642285,,,1610612763,6,10,2026-03-13T23:49:58Z,400000,False,,,0,,C. Spencer Free Throw 1 of 1 (3 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,
42,PT08M42.00S,2026-03-13T23:50:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629750,91.5407358738502,97.05882352941177,1610612765,9,10,2026-03-13T23:50:17Z,410000,False,235.0,27.0,1,right,J. Green 3PT  (6 PTS) (C. Cunningham 1 AST),"[1629750, 1630595]",1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,23.68,Made,6.0,C. Cunningham,1630595.0,1.0,,,,,,
44,PT08M17.00S,2026-03-13T23:50:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,15.850854139290407,35.53921568627451,1610612763,9,10,2026-03-13T23:50:45Z,430000,False,72.0,96.0,1,left,MISS T. Jerome 12' floating Shot,[1629660],1610612763.0,MEM,floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,12.06,Missed,,,,,,,,,,
45,PT08M15.00S,2026-03-13T23:50:41.6Z,1,REGULAR,rebound,offensive,[],1642285,,,1610612763,9,10,2026-03-13T23:50:41Z,440000,False,,,0,,C. Spencer REBOUND (Off:1 Def:0),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,44.0,1.0,0.0,1.0,,
46,PT08M11.00S,2026-03-13T23:50:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629660,5.995400788436268,2.696078431372549,1610612763,9,13,2026-03-13T23:50:53Z,450000,False,237.0,4.0,1,left,T. Jerome 3PT  (5 PTS) (C. Coward 2 AST),"[1629660, 1642907]",1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Right Corner 3,24+ Right,,,,,,,,,23.65,Made,5.0,C. Coward,1642907.0,2.0,,,,,,
48,PT07M44.00S,2026-03-13T23:51:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.85479632063075,55.63725490196079,1610612765,9,13,2026-03-13T23:51:29Z,470000,False,28.0,15.0,1,right,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,3.18,Missed,,,,,,,,,,
49,PT07M42.00S,2026-03-13T23:51:14.6Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,9,13,2026-03-13T23:51:14Z,480000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,48.0,2.0,2.0,0.0,,
50,PT07M40.00S,2026-03-13T23:51:20.0Z,1,REGULAR,foul,personal,[],1629130,,,1610612763,9,13,2026-03-13T23:51:24Z,490000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1642285]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,202049.0,1.0,0.0,Spencer,1642285.0,,,,,,,,,,,,,,,
52,PT07M40.00S,2026-03-13T23:51:26.5Z,1,REGULAR,substitution,out,[],1641707,,,1610612763,9,13,2026-03-13T23:51:31Z,510000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M40.00S,2026-03-13T23:51:26.5Z,1,REGULAR,substitution,in,[],1631174,,,1610612763,9,13,2026-03-13T23:51:31Z,520000,False,,,0,,SUB in: T. Burton,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2026-03-13T23:51:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,11.251642575558476,49.50980392156863,1610612763,9,13,2026-03-13T23:52:50Z,530000,False,2.0,53.0,1,left,MISS T. Jerome floating Shot,[1629660],1610612763.0,MEM,floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.34,Missed,,,,,,,,,,
55,PT07M35.00S,2026-03-13T23:51:47.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,9,13,2026-03-13T23:52:50Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,54.0,,,,,
56,PT07M35.00S,2026-03-13T23:51:57.5Z,1,REGULAR,foul,personal,[],1641765,,,1610612765,9,13,2026-03-13T23:52:31Z,550000,False,,,0,,O. Prosper loose ball personal FOUL (1 PF),"[1641765, 1629750]",1610612763.0,MEM,loose ball,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,202027.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
58,PT07M13.00S,2026-03-13T23:52:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.64323258869908,53.67647058823529,1610612765,11,13,2026-03-13T23:52:56Z,570000,False,18.0,7.0,1,right,J. Duren Layup (2 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,1.98,Made,2.0,C. Cunningham,1630595.0,2.0,,,,,,
60,PT07M01.00S,2026-03-13T23:53:04.1Z,1,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612763,11,13,2026-03-14T00:12:26Z,590000,False,,,0,,T. Jerome bad pass out-of-bounds TURNOVER (1 TO),[1629660],1610612763.0,MEM,bad pass,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,,,1.0,,,,,,,,,,,,,,
66,PT06M59.00S,2026-03-13T23:53:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,93.64323258869908,49.754901960784316,1610612765,13,13,2026-03-13T23:53:34Z,620000,False,-1.0,7.0,1,right,D. Robinson cutting Layup (5 PTS) (C. Cunningham 3 AST),"[1629130, 1630595]",1610612765.0,DET,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,0.74,Made,5.0,C. Cunningham,1630595.0,3.0,,,,,,
68,PT06M37.00S,2026-03-13T23:53:50.3Z,1,REGULAR,3pt,Jump Shot,[],1641765,14.011169513797633,98.2843137254902,1610612763,13,13,2026-03-13T23:54:06Z,640000,False,-241.0,79.0,1,left,MISS O. Prosper 25' 3PT,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,,,,,,,,,25.41,Missed,,,,,,,,,,
69,PT06M36.00S,2026-03-13T23:53:52.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,13,13,2026-03-13T23:53:52Z,650000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,
71,PT06M18.00S,2026-03-13T23:54:17.7Z,1,REGULAR,3pt,Jump Shot,[],1631204,94.03745072273325,94.36274509803921,1610612765,16,13,2026-03-13T23:54:22Z,670000,False,222.0,4.0,1,right,M. Sasser 3PT  (3 PTS) (C. Cunningham 4 AST),"[1631204, 1630595]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Right Corner 3,24+ Right,,,,,,,,,22.18,Made,3.0,C. Cunningham,1630595.0,4.0,,,,,,
73,PT06M03.00S,2026-03-13T23:54:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642907,12.434296977660972,40.19607843137255,1610612763,16,13,2026-03-13T23:54:38Z,690000,False,49.0,64.0,1,left,MISS C. Coward 8' driving floating Shot,[1642907],1610612763.0,MEM,driving floating,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,8.09,Missed,,,,,,,,,,
74,PT05M59.00S,2026-03-13T23:54:37.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,16,13,2026-03-13T23:54:38Z,700000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,73.0,2.0,2.0,0.0,,
75,PT05M55.00S,2026-03-13T23:54:41.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631204,94.03745072273325,52.94117647058824,1610612765,18,13,2026-03-13T23:54:47Z,710000,False,15.0,4.0,1,right,M. Sasser running Layup (5 PTS),[1631204],1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,1.51,Made,5.0,,,,,,,,,
76,PT05M55.00S,2026-03-13T23:54:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,18,13,2026-03-13T23:54:52Z,720000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,out,[],1641765,,,1610612763,18,13,2026-03-13T23:58:18Z,730000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,out,[],1642907,,,1610612763,18,13,2026-03-13T23:58:18Z,740000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,in,[],1642914,,,1610612763,18,13,2026-03-13T23:58:18Z,750000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,in,[],1630610,,,1610612763,18,13,2026-03-13T23:58:18Z,760000,False,,,0,,SUB in: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,out,[],1629660,,,1610612763,18,13,2026-03-14T00:07:22Z,765000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT05M55.00S,2026-03-13T23:57:27.2Z,1,REGULAR,substitution,in,[],1642942,,,1610612763,18,13,2026-03-14T00:07:22Z,767500,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2026-03-13T23:58:21.7Z,1,REGULAR,3pt,Jump Shot,[],1642914,27.414586070959263,81.61764705882352,1610612763,18,16,2026-03-14T00:06:18Z,770000,False,-158.0,205.0,1,left,J. Small 25' 3PT pullup (3 PTS),[1642914],1610612763.0,MEM,pullup,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.9,Made,3.0,,,,,,,,,
83,PT05M16.00S,2026-03-13T23:58:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.69448094612353,53.431372549019606,1610612765,20,16,2026-03-14T00:07:10Z,780000,False,17.0,-3.0,1,right,D. Robinson driving Layup (7 PTS) (C. Cunningham 5 AST),"[1629130, 1630595]",1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.74,Made,7.0,C. Cunningham,1630595.0,5.0,,,,,,
85,PT05M09.00S,2026-03-13T23:58:46.0Z,1,REGULAR,turnover,bad pass,[],1631174,,,1610612763,20,16,2026-03-13T23:59:00Z,800000,False,,,0,,T. Burton bad pass TURNOVER (1 TO),"[1631174, 1629750]",1610612763.0,MEM,,,,Burton,T. Burton,,,,,Mid-Range,16-24 Left,,,,,,1.0,Green,1629750.0,,,,,,,,,,,,
86,PT05M09.00S,2026-03-13T23:58:46.0Z,1,REGULAR,steal,,[],1629750,,,1610612765,20,16,2026-03-13T23:58:47Z,810000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
87,PT05M00.00S,2026-03-13T23:58:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,73.66951379763469,13.725490196078432,1610612765,20,16,2026-03-13T23:59:02Z,820000,False,-181.0,195.0,1,right,MISS M. Sasser 26' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.63,Missed,,,,,,,,,,
88,PT04M57.00S,2026-03-13T23:58:56.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,20,16,2026-03-13T23:58:56Z,830000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,87.0,1.0,0.0,1.0,,
89,PT04M57.00S,2026-03-13T23:58:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,93.64323258869908,49.01960784313725,1610612765,22,16,2026-03-14T00:10:20Z,840000,False,-5.0,7.0,1,right,J. Duren putback Layup (4 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,0.88,Made,4.0,,,,,,,,,
90,PT04M47.00S,2026-03-13T23:59:07.9Z,1,REGULAR,3pt,Jump Shot,[],1642285,9.017739816031538,97.79411764705883,1610612763,22,16,2026-03-13T23:59:11Z,850000,False,-239.0,32.0,1,left,MISS C. Spencer 24' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,,,,,,,,,24.12,Missed,,,,,,,,,,
91,PT04M45.00S,2026-03-13T23:59:09.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,22,16,2026-03-13T23:59:11Z,860000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,90.0,2.0,1.0,1.0,,
93,PT04M41.00S,2026-03-13T23:59:19.9Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,22,16,2026-03-13T23:59:27Z,880000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2026-03-13T23:59:19.9Z,1,REGULAR,substitution,out,[],1629750,,,1610612765,22,16,2026-03-13T23:59:27Z,890000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M41.00S,2026-03-13T23:59:19.9Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,22,16,2026-03-13T23:59:27Z,900000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M41.00S,2026-03-13T23:59:19.9Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,22,16,2026-03-13T23:59:27Z,910000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
