actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
386,PT00M00.00S,2025-10-26T20:47:57.6Z,2,REGULAR,period,end,[],0,,,1610612738,60,58,2025-10-26T20:47:57Z,3840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,out,['startperiod'],1630191,,,1610612738,60,58,2025-10-26T21:02:38Z,3850000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612738,60,58,2025-10-26T21:02:38Z,3860000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,out,['startperiod'],1631169,,,1610612738,60,58,2025-10-26T21:02:38Z,3870000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,60,58,2025-10-26T21:02:38Z,3880000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612738,60,58,2025-10-26T21:02:38Z,3890000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,60,58,2025-10-26T21:02:38Z,3900000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,in,['startperiod'],1642864,,,1610612738,60,58,2025-10-26T21:02:38Z,3910000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2025-10-26T21:01:46.1Z,3,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,60,58,2025-10-26T21:02:38Z,3920000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2025-10-26T21:02:43.0Z,3,REGULAR,period,start,[],0,,,1610612765,60,58,2025-10-26T21:02:43Z,3930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT11M42.00S,2025-10-26T21:03:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.50788436268068,44.11764705882353,1610612765,62,58,2025-10-26T21:03:05Z,3940000,False,-29.0,27.0,1,right,C. Cunningham driving Layup (10 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.01,Made,10.0,,,,,,,,,,,,,,,,,
397,PT11M28.00S,2025-10-26T21:03:19.5Z,3,REGULAR,foul,personal,[],1631105,,,1610612738,62,58,2025-10-26T21:03:29Z,3950000,False,,,0,,J. Duren personal FOUL (4 PF),"[1631105, 1628401]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101283.0,4.0,0.0,White,1628401.0,,,,,,
399,PT11M15.00S,2025-10-26T21:03:57.6Z,3,REGULAR,3pt,Jump Shot,[],1630202,32.37516425755584,29.166666666666657,1610612738,62,61,2025-10-26T21:04:04Z,3970000,False,104.0,252.0,1,left,P. Pritchard 27' 3PT  (13 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,27.25,Made,13.0,,,,J. Brown,1627759.0,2.0,,,,,,,,,,,
401,PT11M02.00S,2025-10-26T21:04:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630595,67.32917214191853,60.049019607843135,1610612765,62,61,2025-10-26T21:04:15Z,3990000,False,50.0,255.0,1,right,MISS C. Cunningham 25' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
402,PT10M58.00S,2025-10-26T21:04:15.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,61,2025-10-26T21:04:15Z,4000000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,401.0,,,,,,,,,2.0,2.0,0.0,,,
403,PT10M52.00S,2025-10-26T21:04:21.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,4.385676741130098,4.901960784313729,1610612738,62,61,2025-10-26T21:04:25Z,4010000,False,225.0,-11.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,22.58,Missed,,,,,,,,,,,,,,,,,,
404,PT10M48.00S,2025-10-26T21:04:25.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,62,61,2025-10-26T21:04:25Z,4020000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,403.0,,,,,,,,,2.0,2.0,0.0,,,
418,PT10M41.00S,2025-10-26T21:04:35.2Z,3,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,62,61,2025-10-26T21:06:08Z,4055000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (3 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,101283.0,,,,,,,,3.0,,
409,PT10M31.00S,2025-10-26T21:04:45.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,21.0742444152431,9.313725490196077,1610612738,62,61,2025-10-26T21:06:08Z,4070000,False,203.0,146.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
410,PT10M27.00S,2025-10-26T21:04:49.7Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,62,61,2025-10-26T21:04:49Z,4080000,False,,,0,,J. Duren REBOUND (Off:5 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,409.0,,,,,,,,,10.0,5.0,5.0,,,
411,PT10M24.00S,2025-10-26T21:04:54.1Z,3,REGULAR,foul,personal,['3freethrow'],1642864,,,1610612765,62,61,2025-10-26T21:05:15Z,4090000,False,,,0,,H. González shooting personal FOUL (2 PF) (Robinson 3 FT),"[1642864, 1629130]",1610612738.0,BOS,shooting,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627534.0,2.0,0.0,Robinson,1629130.0,,,,,,
413,PT10M24.00S,2025-10-26T21:05:21.0Z,3,REGULAR,freethrow,1 of 3,[],1629130,,,1610612765,63,61,2025-10-26T21:06:16Z,4110000,False,,,0,,D. Robinson Free Throw 1 of 3 (4 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
414,PT10M24.00S,2025-10-26T21:05:21.0Z,3,REGULAR,freethrow,2 of 3,[],1629130,,,1610612765,64,61,2025-10-26T21:06:16Z,4120000,False,,,0,,D. Robinson Free Throw 2 of 3 (5 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
415,PT10M24.00S,2025-10-26T21:05:21.0Z,3,REGULAR,freethrow,3 of 3,[],1629130,,,1610612765,64,61,2025-10-26T21:06:16Z,4130000,False,,,0,,MISS D. Robinson Free Throw 3 of 3,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
416,PT10M22.00S,2025-10-26T21:05:23.0Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,64,61,2025-10-26T21:06:16Z,4140000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,415.0,,,,,,,,,2.0,2.0,0.0,,,
417,PT10M08.00S,2025-10-26T21:06:06.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,27.38173455978975,86.27450980392157,1610612738,64,64,2025-10-26T21:06:14Z,4150000,False,-181.0,205.0,1,left,D. White 27' 3PT  (7 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.37,Made,7.0,,,,J. Brown,1627759.0,3.0,,,,,,,,,,,
420,PT09M53.00S,2025-10-26T21:06:22.2Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,64,64,2025-10-26T21:06:27Z,4170000,False,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1629674]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Queta,1629674.0
421,PT09M53.00S,2025-10-26T21:06:22.2Z,3,REGULAR,steal,,[],1629674,,,1610612738,64,64,2025-10-26T21:06:25Z,4180000,False,,,0,,N. Queta STEAL (2 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
422,PT09M48.00S,2025-10-26T21:06:30.6Z,3,REGULAR,foul,personal,[],1630595,,,1610612738,64,64,2025-10-26T21:06:38Z,4190000,False,,,0,,C. Cunningham personal FOUL (3 PF),"[1630595, 1627759]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,101283.0,3.0,0.0,Brown,1627759.0,,,,,,
424,PT09M40.00S,2025-10-26T21:07:00.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,18.183311432325894,58.088235294117645,1610612738,64,64,2025-10-26T21:07:15Z,4210000,False,-40.0,118.0,1,left,MISS J. Brown 12' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.51,Missed,,,,,,,,,,,,,,,,,,
425,PT09M40.00S,2025-10-26T21:07:00.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,64,2025-10-26T21:07:15Z,4220000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,424.0,,,,,,,,,,,,,,
426,PT09M40.00S,2025-10-26T21:07:10.7Z,3,REGULAR,turnover,traveling,[],1627759,,,1610612738,64,64,2025-10-26T21:08:08Z,4230000,False,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628171.0,,,,,,,,2.0,,
427,PT09M23.00S,2025-10-26T21:07:30.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202699,85.46320630749014,95.83333333333333,1610612765,64,64,2025-10-26T21:07:36Z,4240000,False,229.0,84.0,1,right,MISS T. Harris 24' step back 3PT,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,24.41,Missed,,,,,,,,,,,,,,,,,,
428,PT09M18.00S,2025-10-26T21:07:35.8Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,64,64,2025-10-26T21:07:36Z,4250000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:6),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,427.0,,,,,,,,,7.0,6.0,1.0,,,
429,PT09M06.00S,2025-10-26T21:07:46.4Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,64,64,2025-10-26T21:08:01Z,4260000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1629130, 1630202]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627534.0,1.0,0.0,Pritchard,1630202.0,,,,,,
431,PT09M06.00S,2025-10-26T21:08:23.9Z,3,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,64,64,2025-10-26T21:08:23Z,4280000,False,,,0,,MISS P. Pritchard Free Throw 1 of 2,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
432,PT09M06.00S,2025-10-26T21:08:23.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,64,64,2025-10-26T21:08:23Z,4290000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,,,
433,PT09M06.00S,2025-10-26T21:08:37.9Z,3,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,64,65,2025-10-26T21:08:37Z,4300000,False,,,0,,P. Pritchard Free Throw 2 of 2 (14 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
434,PT08M57.00S,2025-10-26T21:08:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,89.53679369250986,56.127450980392155,1610612765,66,65,2025-10-26T21:08:58Z,4310000,False,31.0,46.0,1,right,A. Thompson driving Layup (12 PTS) (C. Cunningham 6 AST),"[1641709, 1630595]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,12.0,,,,C. Cunningham,1630595.0,6.0,,,,,,,,,,,
437,PT08M37.00S,2025-10-26T21:09:12.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,23.308147174770042,90.44117647058823,1610612738,66,68,2025-10-26T21:09:20Z,4340000,False,-202.0,167.0,1,left,D. White 26' 3PT  (10 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.2,Made,10.0,,,,J. Brown,1627759.0,4.0,,,,,,,,,,,
439,PT08M27.00S,2025-10-26T21:09:25.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641709,88.2227332457293,48.529411764705884,1610612765,68,68,2025-10-26T21:09:30Z,4360000,False,-7.0,58.0,1,right,A. Thompson Hook (14 PTS) (C. Cunningham 7 AST),"[1641709, 1630595]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,14.0,,,,C. Cunningham,1630595.0,7.0,,,,,,,,,,,
441,PT08M27.00S,2025-10-26T21:09:29.7Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612765,68,68,2025-10-26T21:09:43Z,4380000,False,,,0,,D. White shooting personal FOUL (2 PF) (Thompson 1 FT),"[1628401, 1641709]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627534.0,2.0,0.0,Thompson,1641709.0,,,,,,
443,PT08M27.00S,2025-10-26T21:09:56.5Z,3,REGULAR,foul,technical,['1freethrow'],1628401,,,1610612765,68,68,2025-10-26T21:11:37Z,4400000,False,,,0,,D. White technical FOUL (1 Tech),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,1627534.0,2.0,1.0,,,,,,,,
444,PT08M27.00S,2025-10-26T21:10:13.7Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,69,68,2025-10-26T21:11:37Z,4410000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (11 PTS),[1630595],1610612765.0,DET,technical,,,Cunningham,C. Cunningham,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
445,PT08M27.00S,2025-10-26T21:10:36.9Z,3,REGULAR,freethrow,1 of 1,[],1641709,,,1610612765,70,68,2025-10-26T21:10:36Z,4420000,False,,,0,,A. Thompson Free Throw 1 of 1 (15 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
446,PT08M18.00S,2025-10-26T21:10:51.0Z,3,REGULAR,foul,personal,[],1630595,,,1610612738,70,68,2025-10-26T21:11:37Z,4430000,False,,,0,,C. Cunningham personal FOUL (4 PF),"[1630595, 1629674]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,,,101283.0,4.0,0.0,Queta,1629674.0,,,,,,
448,PT08M06.00S,2025-10-26T21:11:56.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.766754270696453,49.754901960784316,1610612738,70,68,2025-10-26T21:12:01Z,4450000,False,1.0,86.0,1,left,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
449,PT08M03.00S,2025-10-26T21:11:59.3Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,70,68,2025-10-26T21:12:01Z,4460000,False,,,0,,A. Thompson REBOUND (Off:1 Def:5),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,448.0,,,,,,,,,6.0,5.0,1.0,,,
450,PT07M55.00S,2025-10-26T21:12:08.5Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612765,70,68,2025-10-26T21:12:27Z,4470000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Duren 2 FT),"[1627759, 1631105]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,101283.0,3.0,0.0,Duren,1631105.0,,,,,,
452,PT07M55.00S,2025-10-26T21:12:39.2Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,71,68,2025-10-26T21:12:39Z,4490000,False,,,0,,J. Duren Free Throw 1 of 2 (10 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
453,PT07M55.00S,2025-10-26T21:12:59.2Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,72,68,2025-10-26T21:12:59Z,4500000,False,,,0,,J. Duren Free Throw 2 of 2 (11 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
454,PT07M45.00S,2025-10-26T21:13:10.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,23.833771353482263,13.235294117647058,1610612738,72,68,2025-10-26T21:13:15Z,4510000,False,184.0,172.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
455,PT07M41.00S,2025-10-26T21:13:13.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,72,68,2025-10-26T21:13:13Z,4520000,False,,,0,,J. Duren REBOUND (Off:5 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,454.0,,,,,,,,,11.0,6.0,5.0,,,
456,PT07M37.00S,2025-10-26T21:13:18.0Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,72,68,2025-10-26T21:13:24Z,4530000,False,,,0,,C. Cunningham bad pass TURNOVER (5 TO),"[1630595, 1628401]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,5.0,White,1628401.0
457,PT07M37.00S,2025-10-26T21:13:18.0Z,3,REGULAR,steal,,[],1628401,,,1610612738,72,68,2025-10-26T21:13:20Z,4540000,False,,,0,,D. White STEAL (4 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
458,PT07M35.00S,2025-10-26T21:13:22.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630202,27.90735873850197,86.51960784313725,1610612738,72,68,2025-10-26T21:13:32Z,4550000,False,-183.0,210.0,1,left,MISS P. Pritchard 27' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
459,PT07M30.00S,2025-10-26T21:13:27.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,72,68,2025-10-26T21:13:32Z,4560000,False,,,0,,J. Duren REBOUND (Off:5 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,458.0,,,,,,,,,12.0,7.0,5.0,,,
774,PT07M11.00S,2025-10-26T21:13:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,94.26741130091985,51.470588235294116,1610612765,72,68,2025-10-26T23:23:37Z,4565000,False,7.0,1.0,1,right,MISS A. Thompson driving Layup - blocked,"[1641709, 1628401]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.75,Missed,,White,1628401.0,,,,,,,,,,,,,,,
775,PT07M11.00S,2025-10-26T21:13:35.2Z,3,REGULAR,block,,[],1628401,,,1610612765,72,68,2025-10-26T23:23:37Z,4567500,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
776,PT07M09.00S,2025-10-26T21:13:37.2Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,72,68,2025-10-26T23:23:37Z,4568750,False,,,0,,J. Duren REBOUND (Off:6 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,774.0,,,,,,,,,13.0,7.0,6.0,,,
460,PT07M08.00S,2025-10-26T21:13:48.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,92.29632063074901,54.16666666666667,1610612765,74,68,2025-10-26T23:23:37Z,4570000,False,21.0,20.0,1,right,J. Duren DUNK (13 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.88,Made,13.0,,,,,,,,,,,,,,,,,
462,PT07M08.00S,2025-10-26T21:13:56.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,68,2025-10-26T21:13:56Z,4590000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT07M08.00S,2025-10-26T21:15:02.1Z,3,REGULAR,substitution,out,[],1641709,,,1610612738,74,68,2025-10-26T21:16:36Z,4600000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT07M08.00S,2025-10-26T21:15:02.1Z,3,REGULAR,substitution,in,[],1642450,,,1610612738,74,68,2025-10-26T21:16:36Z,4610000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT06M54.00S,2025-10-26T21:16:59.7Z,3,REGULAR,2pt,Jump Shot,[],1627759,23.04533508541394,60.53921568627451,1610612738,74,70,2025-10-26T21:17:04Z,4620000,False,-53.0,164.0,1,left,J. Brown 17' pullup Jump Shot (25 PTS) (N. Queta 2 AST),"[1627759, 1629674]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,17.24,Made,25.0,,,,N. Queta,1629674.0,2.0,,,,,,,,,,,
467,PT06M34.00S,2025-10-26T21:17:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.32720105124835,52.40502450980392,1610612765,76,70,2025-10-26T21:17:24Z,4640000,False,12.0,29.0,1,right,C. Cunningham driving Layup (13 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.14,Made,13.0,,,,,,,,,,,,,,,,,
468,PT06M15.00S,2025-10-26T21:17:39.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629674,11.875821287779246,54.411764705882355,1610612738,76,70,2025-10-26T21:17:45Z,4650000,False,-22.0,59.0,1,left,MISS N. Queta 6' Hook,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
470,PT06M10.00S,2025-10-26T21:17:44.3Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612765,76,70,2025-10-26T21:17:45Z,4670000,False,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,468.0,,,,,,,,,3.0,3.0,0.0,,,
471,PT06M00.00S,2025-10-26T21:17:54.6Z,3,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612765,76,70,2025-10-26T21:18:27Z,4680000,False,,,0,,N. Queta shooting personal FOUL (3 PF) (Duren 2 FT),"[1629674, 1631105]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627534.0,3.0,0.0,Duren,1631105.0,,,,,,
475,PT06M00.00S,2025-10-26T21:29:40.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612765,76,70,2025-10-26T21:30:18Z,4720000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT06M00.00S,2025-10-26T21:29:40.0Z,3,REGULAR,substitution,out,[],1642864,,,1610612765,76,70,2025-10-26T21:30:18Z,4730000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT06M00.00S,2025-10-26T21:29:40.0Z,3,REGULAR,substitution,out,[],1629674,,,1610612765,76,70,2025-10-26T21:30:18Z,4740000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
