actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M17.00S,2023-11-03T01:12:02.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,0,2,2023-11-03T01:12:03Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
17,PT11M17.00S,2023-11-03T01:12:17.7Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,1,2,2023-11-03T01:12:17Z,170000,False,,,0,,J. Collins Free Throw 2 of 2 (1 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
18,PT11M00.00S,2023-11-03T01:12:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,10.200394218134035,49.26470588235294,1610612753,1,2,2023-11-03T01:13:20Z,180000,False,4.0,43.0,1,left,MISS W. Carter Jr. cutting Layup - blocked,"[1628976, 1629659]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,4.36,Missed,Horton-Tucker,1629659.0,,,,,,,,,,,,,
33,PT11M00.00S,2023-11-03T01:12:37.7Z,1,REGULAR,block,,[],1629659,,,1610612753,1,2,2023-11-03T01:14:15Z,185000,False,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M57.00S,2023-11-03T01:12:40.7Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,1,2,2023-11-03T01:14:15Z,190000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,
20,PT10M51.00S,2023-11-03T01:12:46.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203914,27.94021024967148,16.42156862745098,1610612753,1,2,2023-11-03T01:12:52Z,200000,False,168.0,210.0,1,left,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,26.89,Missed,,,,,,,,,,,,,,,
21,PT10M49.00S,2023-11-03T01:12:51.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,1,2,2023-11-03T01:12:51Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,20.0,,,,,,,,,,,,
23,PT10M36.00S,2023-11-03T01:13:17.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,91.80354796320631,2.696078431372549,1610612762,4,2,2023-11-03T01:13:22Z,230000,False,-237.0,25.0,1,right,J. Collins 3PT  (4 PTS) (J. Clarkson 1 AST),"[1628381, 203903]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,23.78,Made,,,,,,,4.0,,,,,,J. Clarkson,203903.0,1.0
25,PT10M18.00S,2023-11-03T01:13:34.0Z,1,REGULAR,3pt,Jump Shot,[],203914,30.962549277266753,68.62745098039215,1610612753,4,2,2023-11-03T01:13:38Z,250000,False,-93.0,239.0,1,left,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,,25.6,Missed,,,,,,,,,,,,,,,
26,PT10M16.00S,2023-11-03T01:13:36.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,4,2,2023-11-03T01:13:38Z,260000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT10M12.00S,2023-11-03T01:13:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,78.9257555847569,6.61764705882353,1610612762,4,2,2023-11-03T01:15:23Z,270000,False,-217.0,146.0,1,right,MISS J. Clarkson 26' running 3PT,[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,26.12,Missed,,,,,,,,,,,,,,,
28,PT10M09.00S,2023-11-03T01:13:44.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,2,2023-11-03T01:13:47Z,280000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
29,PT10M02.00S,2023-11-03T01:13:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.783837056504599,55.88235294117647,1610612753,4,2,2023-11-03T01:13:59Z,290000,False,-29.0,11.0,1,left,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,3.15,Missed,,,,,,,,,,,,,,,
30,PT10M01.00S,2023-11-03T01:13:52.2Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,4,2,2023-11-03T01:13:59Z,300000,False,,,0,,P. Banchero REBOUND (Off:2 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,29.0,2.0,0.0,2.0,,,,,,,,,
31,PT10M01.00S,2023-11-03T01:13:56.4Z,1,REGULAR,foul,personal,[],1629659,,,1610612753,4,2,2023-11-03T01:14:02Z,310000,False,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1631094]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,204058.0,1.0,0.0,Banchero,1631094.0,,,
34,PT09M55.00S,2023-11-03T01:14:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,31.09395532194481,31.127450980392158,1610612753,4,5,2023-11-03T01:14:25Z,330000,False,94.0,240.0,1,left,W. Carter Jr. 25' 3PT  (5 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.77,Made,,,,,,,5.0,,,,,,F. Wagner,1630532.0,1.0
36,PT09M39.00S,2023-11-03T01:14:34.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.72076215505913,12.745098039215685,1610612762,7,5,2023-11-03T01:14:40Z,350000,False,-186.0,185.0,1,right,L. Markkanen 26' 3PT  (3 PTS) (T. Horton-Tucker 1 AST),"[1628374, 1629659]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,26.26,Made,,,,,,,3.0,,,,,,T. Horton-Tucker,1629659.0,1.0
38,PT09M23.00S,2023-11-03T01:14:51.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,7.440867279894875,37.745098039215684,1610612753,7,5,2023-11-03T01:14:55Z,370000,False,61.0,17.0,1,left,MISS W. Carter Jr. 6' turnaround Hook - blocked,"[1628976, 1631117]",1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.37,Missed,Kessler,1631117.0,,,,,,,,,,,,,
39,PT09M23.00S,2023-11-03T01:14:51.1Z,1,REGULAR,block,,[],1631117,,,1610612753,7,5,2023-11-03T01:14:54Z,380000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M19.00S,2023-11-03T01:14:55.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,7,5,2023-11-03T01:14:55Z,390000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,
41,PT09M18.00S,2023-11-03T01:15:00.3Z,1,REGULAR,foul,personal,[],1628976,,,1610612762,7,5,2023-11-03T01:15:20Z,400000,False,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 1629659]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Horton-Tucker,1629659.0,,,
43,PT09M01.00S,2023-11-03T01:15:36.9Z,1,REGULAR,2pt,Jump Shot,[],1628374,93.77463863337714,8.333333333333332,1610612762,7,5,2023-11-03T01:15:42Z,420000,False,-208.0,6.0,1,right,MISS L. Markkanen 20' step back Shot,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,,,,20.84,Missed,,,,,,,,,,,,,,,
44,PT08M58.00S,2023-11-03T01:15:39.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,7,5,2023-11-03T01:15:42Z,430000,False,,,0,,P. Banchero REBOUND (Off:2 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,,,,,,,,43.0,3.0,1.0,2.0,,,,,,,,,
45,PT08M53.00S,2023-11-03T01:15:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,7,5,2023-11-03T01:15:53Z,440000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,,204058.0,,,,,,,
46,PT08M47.00S,2023-11-03T01:16:03.9Z,1,REGULAR,foul,personal,[],1630532,,,1610612762,7,5,2023-11-03T01:16:09Z,450000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1628374]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Markkanen,1628374.0,,,
48,PT08M41.00S,2023-11-03T01:16:23.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,85.10183968462549,50.49019607843137,1610612762,7,5,2023-11-03T01:16:28Z,470000,False,2.0,88.0,1,right,MISS J. Clarkson 8' Jump Shot - blocked,"[203903, 203914]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,8.75,Missed,Harris,203914.0,,,,,,,,,,,,,
49,PT08M41.00S,2023-11-03T01:16:23.6Z,1,REGULAR,block,,[],203914,,,1610612762,7,5,2023-11-03T01:16:25Z,480000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M39.00S,2023-11-03T01:16:25.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,5,2023-11-03T01:16:28Z,490000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
51,PT08M36.00S,2023-11-03T01:16:29.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,22.421156373193167,7.352941176470589,1610612753,7,5,2023-11-03T01:17:37Z,500000,False,213.0,158.0,1,left,MISS F. Wagner 26' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,26.55,Missed,,,,,,,,,,,,,,,
52,PT08M32.00S,2023-11-03T01:16:33.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,7,5,2023-11-03T01:16:36Z,510000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,
53,PT08M24.00S,2023-11-03T01:16:40.4Z,1,REGULAR,turnover,lost ball,[],1629659,,,1610612762,7,5,2023-11-03T01:16:46Z,520000,False,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 1630591]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
54,PT08M24.00S,2023-11-03T01:16:40.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,5,2023-11-03T01:16:42Z,530000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M20.00S,2023-11-03T01:16:46.1Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,7,5,2023-11-03T01:16:54Z,540000,False,,,0,,F. Wagner step out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,step,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,200832.0,,,,,,,
56,PT08M04.00S,2023-11-03T01:17:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628381,91.5407358738502,58.333333333333336,1610612762,9,5,2023-11-03T01:17:21Z,550000,False,42.0,27.0,1,right,J. Collins driving Layup (6 PTS) (J. Clarkson 2 AST),"[1628381, 203903]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,4.97,Made,,,,,,,6.0,,,,,,J. Clarkson,203903.0,2.0
57,PT07M48.00S,2023-11-03T01:17:33.1Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,9,5,2023-11-03T01:17:36Z,560000,False,,,0,,P. Banchero lost ball TURNOVER (2 TO),"[1631094, 203903]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,2.0,Clarkson,203903.0,,,,,,,,,,,,,,,,,
58,PT07M48.00S,2023-11-03T01:17:33.1Z,1,REGULAR,steal,,[],203903,,,1610612762,9,5,2023-11-03T01:17:34Z,570000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M46.00S,2023-11-03T01:17:37.6Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,9,5,2023-11-03T01:17:42Z,580000,False,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 1630532]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,2.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
60,PT07M46.00S,2023-11-03T01:17:37.6Z,1,REGULAR,steal,,[],1630532,,,1610612753,9,5,2023-11-03T01:17:39Z,590000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
61,PT07M46.00S,2023-11-03T01:17:40.7Z,1,REGULAR,foul,personal,[],1631117,,,1610612753,9,5,2023-11-03T01:17:56Z,600000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 1630532]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,204058.0,1.0,0.0,Wagner,1630532.0,,,
63,PT07M46.00S,2023-11-03T01:17:47.0Z,1,REGULAR,substitution,out,[],1631117,,,1610612753,9,5,2023-11-03T01:17:50Z,620000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M46.00S,2023-11-03T01:17:47.0Z,1,REGULAR,substitution,in,[],203482,,,1610612753,9,5,2023-11-03T01:17:50Z,630000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M37.00S,2023-11-03T01:18:13.8Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,9,5,2023-11-03T01:18:19Z,640000,False,,,0,,W. Carter Jr. offensive FOUL (2 PF),"[1628976, 1628381]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,200832.0,2.0,0.0,Collins,1628381.0,,,
67,PT07M37.00S,2023-11-03T01:18:13.8Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,9,5,2023-11-03T01:18:13Z,660000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,200832.0,,,,,,,
68,PT07M22.00S,2023-11-03T01:18:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612762,9,5,2023-11-03T01:18:53Z,670000,False,,,0,,J. Suggs shooting personal FOUL (2 PF) (Collins 2 FT),"[1630591, 1628381]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Collins,1628381.0,,,
70,PT07M22.00S,2023-11-03T01:19:14.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628381,,,1610612762,10,5,2023-11-03T01:19:14Z,690000,False,,,0,,J. Collins Free Throw 1 of 2 (7 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
72,PT07M22.00S,2023-11-03T01:19:33.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628381,,,1610612762,11,5,2023-11-03T01:19:33Z,700000,False,,,0,,J. Collins Free Throw 2 of 2 (8 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
73,PT07M12.00S,2023-11-03T01:19:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,5.732588699080158,55.63725490196079,1610612753,11,5,2023-11-03T01:19:52Z,710000,False,-28.0,1.0,1,left,MISS J. Suggs driving reverse Layup - blocked,"[1630591, 1628381]",1610612753.0,ORL,driving reverse,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,2.82,Missed,Collins,1628381.0,,,,,,,,,,,,,
74,PT07M12.00S,2023-11-03T01:19:46.9Z,1,REGULAR,block,,[],1628381,,,1610612753,11,5,2023-11-03T01:19:48Z,720000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT07M12.00S,2023-11-03T01:19:46.9Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,11,5,2023-11-03T01:19:52Z,730000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,73.0,3.0,1.0,2.0,,,,,,,,,
76,PT07M12.00S,2023-11-03T01:19:50.8Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612753,11,5,2023-11-03T01:20:04Z,740000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[203482, 1628976]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Carter Jr.,1628976.0,,,
78,PT07M12.00S,2023-11-03T01:20:13.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,11,6,2023-11-03T01:20:33Z,760000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (6 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
79,PT07M12.00S,2023-11-03T01:20:13.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,11,6,2023-11-03T01:20:33Z,770000,False,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
80,PT07M08.00S,2023-11-03T01:20:17.0Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,11,6,2023-11-03T01:20:33Z,780000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,,
81,PT07M08.00S,2023-11-03T01:20:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,5.590000152587891,50.0,1610612753,11,6,2023-11-03T01:20:32Z,790000,False,0.0,0.0,1,left,MISS J. Suggs tip Layup,[1630591],1610612753.0,ORL,tip,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
82,PT07M07.00S,2023-11-03T01:20:33.5Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,11,6,2023-11-03T01:20:33Z,800000,False,,,0,,J. Suggs REBOUND (Off:2 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,,,81.0,2.0,0.0,2.0,,,,,,,,,
83,PT07M07.00S,2023-11-03T01:20:41.0Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612753,11,6,2023-11-03T01:20:52Z,810000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Suggs 2 FT),"[1628381, 1630591]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Suggs,1630591.0,,,
