actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M51.00S,2024-02-15T02:12:17.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631117,89.56964520367937,45.09803921568628,1610612762,0,2,2024-02-15T02:12:21Z,160000,False,-25.0,46.0,1,right,MISS W. Kessler Hook,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
17,PT10M49.00S,2024-02-15T02:12:19.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,2,2024-02-15T02:12:21Z,170000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M42.00S,2024-02-15T02:12:25.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,13.354139290407357,68.62745098039215,1610612747,0,2,2024-02-15T02:12:30Z,180000,False,-93.0,73.0,1,left,MISS A. Reaves 11' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,11.83,Missed,,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2024-02-15T02:12:27.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,0,2,2024-02-15T02:12:30Z,190000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,
20,PT10M32.00S,2024-02-15T02:12:35.7Z,1,REGULAR,3pt,Jump Shot,[],1629012,85.3646517739816,95.83333333333334,1610612762,3,2,2024-02-15T02:12:41Z,200000,False,229.0,85.0,1,right,C. Sexton 24' 3PT pullup (3 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,24.45,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2024-02-15T02:12:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,4.28712220762155,45.09803921568628,1610612747,3,4,2024-02-15T02:12:57Z,210000,False,25.0,-12.0,1,left,D. Russell reverse Layup (4 PTS),[1626156],1610612747.0,LAL,reverse,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.74,Made,4.0,,,,,,,,,,,,,,,,,
22,PT10M03.00S,2024-02-15T02:13:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,82.7365308804205,54.65686274509803,1610612762,5,4,2024-02-15T02:15:49Z,220000,False,23.0,110.0,1,right,L. Markkanen 11' floating Jump Shot (2 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,2.0,,,,,,,,,,K. George,1641718.0,1.0,,,,,
24,PT10M03.00S,2024-02-15T02:13:08.9Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612762,5,4,2024-02-15T02:21:57Z,240000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1627752, 1628374]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Markkanen,1628374.0
26,PT10M03.00S,2024-02-15T02:13:38.6Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,6,4,2024-02-15T02:13:38Z,260000,False,,,0,,L. Markkanen Free Throw 1 of 1 (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2024-02-15T02:13:54.4Z,1,REGULAR,3pt,Jump Shot,[],1627752,29.25427069645204,28.921568627450984,1610612747,6,4,2024-02-15T02:13:59Z,270000,False,105.0,222.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
28,PT09M46.00S,2024-02-15T02:13:57.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,6,4,2024-02-15T02:13:59Z,280000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,
29,PT09M41.00S,2024-02-15T02:14:02.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,83.13074901445466,3.431372549019608,1610612762,6,4,2024-02-15T02:17:01Z,290000,False,-233.0,106.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2024-02-15T02:14:04.6Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,6,4,2024-02-15T02:14:08Z,300000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT09M33.00S,2024-02-15T02:14:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.835085413929041,43.38235294117647,1610612747,6,4,2024-02-15T02:17:56Z,310000,False,33.0,21.0,1,left,MISS T. Prince driving Layup - blocked,"[1627752, 1631117]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
32,PT09M33.00S,2024-02-15T02:14:11.5Z,1,REGULAR,block,,[],1631117,,,1610612747,6,4,2024-02-15T02:14:13Z,320000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M33.00S,2024-02-15T02:14:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,6,4,2024-02-15T02:17:56Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,31.0,,,,,,,,,,,
35,PT09M28.00S,2024-02-15T02:14:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,6.521024967148489,43.38235294117647,1610612747,6,6,2024-02-15T02:14:32Z,350000,False,33.0,9.0,1,left,A. Davis Layup (2 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.42,Made,2.0,,,,,,,,,,D. Russell,1626156.0,1.0,,,,,
37,PT09M12.00S,2024-02-15T02:14:42.6Z,1,REGULAR,3pt,Jump Shot,[],1641718,84.83902759526939,2.696078431372549,1610612762,9,6,2024-02-15T02:14:46Z,370000,False,-237.0,90.0,1,right,K. George 25' 3PT  (3 PTS) (C. Sexton 1 AST),"[1641718, 1629012]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left,25.3,Made,3.0,,,,,,,,,,C. Sexton,1629012.0,1.0,,,,,
39,PT09M02.00S,2024-02-15T02:14:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,30.436925098554536,29.411764705882355,1610612747,9,6,2024-02-15T02:14:58Z,390000,False,103.0,234.0,1,left,MISS A. Reaves 25' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
40,PT09M00.00S,2024-02-15T02:14:55.3Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,9,6,2024-02-15T02:14:58Z,400000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT08M47.00S,2024-02-15T02:15:08.6Z,1,REGULAR,2pt,Jump Shot,[],1629012,87.72996057818659,66.66666666666666,1610612762,11,6,2024-02-15T02:15:14Z,410000,False,83.0,63.0,1,right,C. Sexton 10' driving floating bank Jump Shot (5 PTS) (K. George 2 AST),"[1629012, 1641718]",1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Right,10.43,Made,5.0,,,,,,,,,,K. George,1641718.0,2.0,,,,,
43,PT08M36.00S,2024-02-15T02:15:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,10.463206307490145,43.872549019607845,1610612747,11,6,2024-02-15T02:15:23Z,430000,False,31.0,46.0,1,left,MISS A. Davis driving floating Shot - blocked,"[203076, 1631117]",1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
44,PT08M36.00S,2024-02-15T02:15:19.2Z,1,REGULAR,block,,[],1631117,,,1610612747,11,6,2024-02-15T02:15:21Z,440000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2024-02-15T02:15:21.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,11,6,2024-02-15T02:15:23Z,450000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
46,PT08M31.00S,2024-02-15T02:15:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,69.59592641261499,25.735294117647058,1610612762,11,6,2024-02-15T02:19:52Z,460000,False,-121.0,233.0,1,right,MISS L. Markkanen 26' running 3PT,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
47,PT08M26.00S,2024-02-15T02:15:29.7Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,11,6,2024-02-15T02:15:31Z,470000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,
48,PT08M22.00S,2024-02-15T02:15:32.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,17.427726675427067,92.8921568627451,1610612747,11,9,2024-02-15T02:20:33Z,480000,False,-214.0,111.0,1,left,A. Reaves 24' 3PT running (3 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,24.17,Made,3.0,,,,,,,,,,R. Hachimura,1629060.0,1.0,,,,,
50,PT08M05.00S,2024-02-15T02:15:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.59198423127464,43.872549019607845,1610612762,11,9,2024-02-15T02:15:53Z,500000,False,-31.0,17.0,1,right,MISS L. Markkanen Layup,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
51,PT08M04.00S,2024-02-15T02:15:50.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,11,9,2024-02-15T02:15:53Z,510000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
52,PT07M56.00S,2024-02-15T02:15:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629060,4.812746386333772,4.6568627450980395,1610612747,11,12,2024-02-15T02:16:03Z,520000,False,227.0,-7.0,1,left,R. Hachimura 3PT  (3 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,22.68,Made,3.0,,,,,,,,,,A. Reaves,1630559.0,1.0,,,,,
54,PT07M34.00S,2024-02-15T02:16:21.0Z,1,REGULAR,3pt,Jump Shot,[],1631117,94.43166885676742,95.09803921568627,1610612762,11,12,2024-02-15T02:16:27Z,540000,False,225.0,0.0,1,right,MISS W. Kessler 3PT,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
55,PT07M32.00S,2024-02-15T02:16:23.0Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,11,12,2024-02-15T02:16:27Z,550000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,
57,PT07M29.00S,2024-02-15T02:16:29.7Z,1,REGULAR,foul,offensive,[],1631117,,,1610612762,11,12,2024-02-15T02:16:37Z,570000,False,,,0,,W. Kessler charge offensive FOUL (1 PF),"[1631117, 1627752]",1610612762.0,UTA,charge,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Prince,1627752.0
59,PT07M29.00S,2024-02-15T02:16:29.7Z,1,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,11,12,2024-02-15T02:16:29Z,590000,False,,,0,,W. Kessler offensive foul TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,,,,,,,1627541.0,,,,
60,PT07M29.00S,2024-02-15T02:16:37.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612747,11,12,2024-02-15T02:16:40Z,600000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M29.00S,2024-02-15T02:16:37.2Z,1,REGULAR,substitution,in,[],1641707,,,1610612747,11,12,2024-02-15T02:16:40Z,610000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2024-02-15T02:17:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,6.783837056504599,54.166666666666664,1610612747,11,14,2024-02-15T02:17:06Z,620000,False,-21.0,11.0,1,left,A. Reaves driving reverse Layup (5 PTS) (D. Russell 2 AST),"[1630559, 1626156]",1610612747.0,LAL,driving reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.37,Made,5.0,,,,,,,,,,D. Russell,1626156.0,2.0,,,,,
64,PT07M21.00S,2024-02-15T02:17:05.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,14,2024-02-15T02:17:05Z,640000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2024-02-15T02:20:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,86.67871222076215,49.50980392156863,1610612762,11,14,2024-02-15T02:20:11Z,650000,False,-2.0,73.0,1,right,MISS C. Sexton 7' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
66,PT07M08.00S,2024-02-15T02:20:09.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,11,14,2024-02-15T02:20:11Z,660000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,
67,PT07M08.00S,2024-02-15T02:20:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,13,14,2024-02-15T02:20:09Z,670000,False,0.0,0.0,1,right,W. Kessler tip Layup (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M53.00S,2024-02-15T02:20:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,6.258212877792378,53.431372549019606,1610612747,13,16,2024-02-15T02:20:29Z,680000,False,-17.0,6.0,1,left,R. Hachimura Layup (5 PTS) (D. Russell 3 AST),"[1629060, 1626156]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.83,Made,5.0,,,,,,,,,,D. Russell,1626156.0,3.0,,,,,
70,PT06M42.00S,2024-02-15T02:20:35.7Z,1,REGULAR,3pt,Jump Shot,[],1641707,95.3515111695138,93.87254901960785,1610612762,13,16,2024-02-15T02:20:41Z,700000,False,219.0,-9.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,21.96,Missed,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2024-02-15T02:20:37.7Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,13,16,2024-02-15T02:20:41Z,710000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,
72,PT06M31.00S,2024-02-15T02:20:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,6.521024967148489,56.86274509803921,1610612747,13,16,2024-02-15T02:25:07Z,720000,False,-34.0,9.0,1,left,MISS T. Prince driving Layup,[1627752],1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2024-02-15T02:20:49.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,13,16,2024-02-15T02:20:50Z,740000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,
75,PT06M22.00S,2024-02-15T02:20:55.4Z,1,REGULAR,3pt,Jump Shot,[],1641707,76.69185282522996,88.23529411764706,1610612762,13,16,2024-02-15T02:21:00Z,750000,False,191.0,167.0,1,right,MISS T. Hendricks 25' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2024-02-15T02:20:59.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,13,16,2024-02-15T02:21:00Z,760000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,75.0,3.0,1.0,2.0,,,,,,,,
77,PT06M18.00S,2024-02-15T02:20:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,94.40999984741211,50.0,1610612762,15,16,2024-02-15T02:20:59Z,770000,False,0.0,0.0,1,right,L. Markkanen tip Layup (5 PTS),[1628374],1610612762.0,UTA,tip,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
78,PT06M08.00S,2024-02-15T02:21:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630559,31.225361366622867,21.568627450980394,1610612747,15,19,2024-02-15T02:21:14Z,780000,False,142.0,241.0,1,left,A. Reaves 27' 3PT  (8 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,27.98,Made,8.0,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2024-02-15T02:21:25.6Z,1,REGULAR,foul,offensive,[],1631117,,,1610612762,15,19,2024-02-15T02:21:45Z,800000,False,,,0,,W. Kessler offensive FOUL (2 PF),"[1631117, 1627752]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202056.0,2.0,0.0,Prince,1627752.0
82,PT05M56.00S,2024-02-15T02:21:25.6Z,1,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,15,19,2024-02-15T02:21:25Z,820000,False,,,0,,W. Kessler offensive foul TURNOVER (2 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Left Center,,,,2.0,,,,,,,,,,,,202056.0,,,,
83,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,out,[],1629012,,,1610612747,15,19,2024-02-15T02:21:42Z,830000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,out,[],1628374,,,1610612747,15,19,2024-02-15T02:21:42Z,840000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,15,19,2024-02-15T02:21:42Z,850000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,in,[],1627739,,,1610612747,15,19,2024-02-15T02:21:42Z,860000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
