actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
162,PT00M00.70S,2023-12-19T02:36:17.9Z,1,REGULAR,3pt,Jump Shot,[],1628381,5.732588699080158,3.9215686274509802,1610612762,28,28,2023-12-19T02:36:22Z,1600000,False,230.0,1.0,1,left,J. Collins 3PT  (3 PTS) (K. Dunn 1 AST),"[1628381, 1627739]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,,,,,,,,,,,3.0,K. Dunn,1627739.0,1.0
164,PT00M00.00S,2023-12-19T02:36:25.2Z,1,REGULAR,period,end,[],0,,,1610612751,28,28,2023-12-19T02:36:25Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-12-19T02:37:13.5Z,2,REGULAR,substitution,out,['startperiod'],203482,,,1610612751,28,28,2023-12-19T02:38:59Z,1630000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-12-19T02:37:13.5Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,28,28,2023-12-19T02:38:59Z,1640000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-12-19T02:37:13.5Z,2,REGULAR,substitution,in,['startperiod'],1641707,,,1610612751,28,28,2023-12-19T02:38:59Z,1650000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-12-19T02:37:13.5Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612751,28,28,2023-12-19T02:38:59Z,1660000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-12-19T02:39:02.3Z,2,REGULAR,period,start,[],0,,,1610612751,28,28,2023-12-19T02:39:02Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M40.00S,2023-12-19T02:39:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,90.09526938239159,48.77450980392157,1610612751,28,30,2023-12-19T02:39:27Z,1680000,False,-6.0,41.0,1,right,S. Dinwiddie driving Layup (6 PTS) (D. Finney-Smith 1 AST),"[203915, 1627827]",1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,,,,,,,,,,,6.0,D. Finney-Smith,1627827.0,1.0
172,PT11M23.00S,2023-12-19T02:39:38.2Z,2,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612762,28,30,2023-12-19T02:39:43Z,1690000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630592, 1628374]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202026.0,1.0,0.0,Markkanen,1628374.0,,,,
174,PT11M23.00S,2023-12-19T02:40:03.5Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,29,30,2023-12-19T02:40:03Z,1710000,False,,,0,,L. Markkanen Free Throw 1 of 2 (6 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
175,PT11M23.00S,2023-12-19T02:40:27.3Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,30,30,2023-12-19T02:40:27Z,1720000,False,,,0,,L. Markkanen Free Throw 2 of 2 (7 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
176,PT11M10.00S,2023-12-19T02:40:42.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,90.62089356110381,47.30392156862745,1610612751,30,32,2023-12-19T02:40:50Z,1730000,False,-13.0,36.0,1,right,D. Sharpe alley-oop DUNK (4 PTS) (S. Dinwiddie 3 AST),"[1630549, 203915]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,,,,,,,,,4.0,S. Dinwiddie,203915.0,3.0
178,PT10M56.00S,2023-12-19T02:40:57.0Z,2,REGULAR,3pt,Jump Shot,[],1630534,16.507884362680684,3.9215686274509802,1610612762,30,32,2023-12-19T02:41:02Z,1750000,False,230.0,103.0,1,left,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
179,PT10M53.00S,2023-12-19T02:41:00.0Z,2,REGULAR,rebound,defensive,[],203915,,,1610612751,30,32,2023-12-19T02:41:02Z,1760000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,178.0,4.0,4.0,0.0,,,,,,,,,,,,,,
181,PT10M33.00S,2023-12-19T02:41:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,88.38699080157687,58.08823529411765,1610612751,30,32,2023-12-19T02:41:40Z,1780000,False,40.0,57.0,1,right,MISS S. Dinwiddie 6' driving Layup,[203915],1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
182,PT10M31.00S,2023-12-19T02:41:37.5Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,30,32,2023-12-19T02:41:40Z,1790000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,,
183,PT10M27.00S,2023-12-19T02:41:42.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,7.30946123521682,44.11764705882353,1610612762,32,32,2023-12-19T02:41:47Z,1800000,False,29.0,16.0,1,left,O. Agbaji running Layup (4 PTS) (L. Markkanen 3 AST),"[1630534, 1628374]",1610612762.0,UTA,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,,,,,,,,,,,4.0,L. Markkanen,1628374.0,3.0
185,PT10M14.00S,2023-12-19T02:41:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,88.12417871222075,59.55882352941176,1610612751,32,34,2023-12-19T02:42:02Z,1820000,False,48.0,59.0,1,right,S. Dinwiddie 7' driving floating bank Jump Shot (8 PTS),[203915],1610612751.0,BKN,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,,,,,,,,,,,,,,8.0,,,
186,PT10M14.00S,2023-12-19T02:41:59.3Z,2,REGULAR,foul,personal,['1freethrow'],1627739,,,1610612751,32,34,2023-12-19T02:42:02Z,1830000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1627739, 203915]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Dinwiddie,203915.0,,,,
188,PT10M14.00S,2023-12-19T02:42:22.3Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612751,32,34,2023-12-19T02:42:22Z,1850000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT10M13.00S,2023-12-19T02:42:23.3Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,32,34,2023-12-19T02:42:23Z,1860000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,188.0,4.0,4.0,0.0,,,,,,,,,,,,,,
190,PT10M05.00S,2023-12-19T02:42:37.6Z,2,REGULAR,foul,personal,[],1627827,,,1610612762,32,34,2023-12-19T02:42:49Z,1870000,False,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1628374]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,202026.0,2.0,0.0,Markkanen,1628374.0,,,,
192,PT09M56.00S,2023-12-19T02:43:00.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627739,11.777266754270697,50.245098039215684,1610612762,34,34,2023-12-19T02:43:05Z,1890000,False,-1.0,58.0,1,left,K. Dunn turnaround Hook (4 PTS) (O. Agbaji 1 AST),"[1627739, 1630534]",1610612762.0,UTA,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,,,,,,,,,,,,,,,4.0,O. Agbaji,1630534.0,1.0
193,PT09M49.00S,2023-12-19T02:43:07.3Z,2,REGULAR,3pt,Jump Shot,[],1626220,69.72733245729303,15.441176470588236,1610612751,34,34,2023-12-19T02:43:12Z,1900000,False,-173.0,232.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,28.94,Missed,,,,,,,,,,,,,,,,,,
194,PT09M45.00S,2023-12-19T02:43:11.3Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,34,34,2023-12-19T02:43:12Z,1910000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
195,PT09M31.00S,2023-12-19T02:43:27.8Z,2,REGULAR,turnover,traveling,[],1628381,,,1610612762,34,34,2023-12-19T02:43:37Z,1920000,False,,,0,,J. Collins traveling TURNOVER (2 TO),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,,,,,,2.0,,,202026.0,,,,,,,,
196,PT09M21.00S,2023-12-19T02:43:53.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,81.8166885676741,93.62745098039215,1610612751,34,37,2023-12-19T02:43:59Z,1930000,False,218.0,118.0,1,right,J. Wilson 24' 3PT  (5 PTS) (S. Dinwiddie 4 AST),"[1630592, 203915]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,,,,,,,,,,,5.0,S. Dinwiddie,203915.0,4.0
198,PT09M04.00S,2023-12-19T02:44:09.4Z,2,REGULAR,3pt,Jump Shot,[],1630534,25.706307490144546,82.35294117647058,1610612762,34,37,2023-12-19T02:44:23Z,1950000,False,-162.0,189.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
199,PT09M02.00S,2023-12-19T02:44:11.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,34,37,2023-12-19T02:44:23Z,1960000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,198.0,,,,,,,,,,,,,,,,,
201,PT09M02.00S,2023-12-19T02:44:16.0Z,2,REGULAR,substitution,out,[],1627827,,,1610612751,34,37,2023-12-19T02:44:24Z,1980000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M02.00S,2023-12-19T02:44:16.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,34,37,2023-12-19T02:44:24Z,1990000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M46.00S,2023-12-19T02:44:43.7Z,2,REGULAR,foul,personal,[],1630534,,,1610612751,34,37,2023-12-19T02:44:50Z,2000000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1630549]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,202026.0,1.0,0.0,Sharpe,1630549.0,,,,
205,PT08M46.00S,2023-12-19T02:44:49.5Z,2,REGULAR,substitution,out,[],1628374,,,1610612751,34,37,2023-12-19T02:44:52Z,2020000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M46.00S,2023-12-19T02:44:49.5Z,2,REGULAR,substitution,in,[],1631117,,,1610612751,34,37,2023-12-19T02:44:52Z,2030000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M35.00S,2023-12-19T02:45:11.8Z,2,REGULAR,3pt,Jump Shot,[],203915,74.58935611038108,8.823529411764707,1610612751,34,37,2023-12-19T02:45:17Z,2040000,False,-206.0,186.0,1,right,MISS S. Dinwiddie 27' pullup 3PT,[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
208,PT08M32.00S,2023-12-19T02:45:14.8Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,34,37,2023-12-19T02:45:17Z,2050000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:2),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,
209,PT08M27.00S,2023-12-19T02:45:19.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630534,9.543363994743759,49.754901960784316,1610612762,36,37,2023-12-19T02:50:33Z,2060000,False,1.0,37.0,1,left,O. Agbaji running finger roll Layup (6 PTS) (T. Hendricks 1 AST),"[1630534, 1641707]",1610612762.0,UTA,running finger roll,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,,,,,,,,,,,6.0,T. Hendricks,1641707.0,1.0
211,PT08M19.00S,2023-12-19T02:45:30.1Z,2,REGULAR,foul,personal,['2freethrow'],1641707,,,1610612751,36,37,2023-12-19T02:45:39Z,2080000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1641707, 203915]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1628480.0,1.0,0.0,Dinwiddie,203915.0,,,,
213,PT08M19.00S,2023-12-19T02:45:52.8Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,36,38,2023-12-19T02:45:52Z,2100000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (9 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
214,PT08M19.00S,2023-12-19T02:45:53.6Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,36,38,2023-12-19T02:45:57Z,2110000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M19.00S,2023-12-19T02:45:53.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,36,38,2023-12-19T02:45:57Z,2120000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M19.00S,2023-12-19T02:46:10.4Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,36,39,2023-12-19T02:46:10Z,2130000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (10 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
217,PT08M09.00S,2023-12-19T02:46:22.7Z,2,REGULAR,3pt,Jump Shot,[],1641707,24.655059132720105,8.823529411764707,1610612762,36,39,2023-12-19T02:46:27Z,2140000,False,206.0,179.0,1,left,MISS T. Hendricks 27' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
218,PT08M05.00S,2023-12-19T02:46:26.7Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,36,39,2023-12-19T02:46:27Z,2150000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,217.0,3.0,2.0,1.0,,,,,,,,,,,,,,
219,PT07M52.00S,2023-12-19T02:46:44.4Z,2,REGULAR,foul,personal,[],1628381,,,1610612751,36,39,2023-12-19T02:46:53Z,2160000,False,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1630549]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1628480.0,1.0,0.0,Sharpe,1630549.0,,,,
221,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,out,[],1627739,,,1610612751,36,39,2023-12-19T02:46:58Z,2180000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,out,[],1630534,,,1610612751,36,39,2023-12-19T02:46:58Z,2190000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,out,[],203915,,,1610612751,36,39,2023-12-19T02:46:58Z,2200000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,in,[],1629012,,,1610612751,36,39,2023-12-19T02:46:58Z,2210000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,in,[],1629659,,,1610612751,36,39,2023-12-19T02:46:58Z,2220000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M52.00S,2023-12-19T02:46:51.1Z,2,REGULAR,substitution,in,[],1630570,,,1610612751,36,39,2023-12-19T02:46:58Z,2230000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M38.00S,2023-12-19T02:47:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.38042049934296,49.754901960784316,1610612751,36,39,2023-12-19T02:53:09Z,2240000,False,-1.0,10.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628969, 1631117]",1610612751.0,BKN,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
230,PT07M38.00S,2023-12-19T02:47:19.7Z,2,REGULAR,block,,[],1631117,,,1610612751,36,39,2023-12-19T02:47:32Z,2245000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
228,PT07M36.00S,2023-12-19T02:47:21.7Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,36,39,2023-12-19T02:47:23Z,2250000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,,,
229,PT07M32.00S,2023-12-19T02:47:27.8Z,2,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,36,39,2023-12-19T02:47:34Z,2260000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (1 TO),[1629012],1610612762.0,UTA,bad pass,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,1628480.0,,,,,,,,
231,PT07M22.00S,2023-12-19T02:47:44.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,66.17936925098554,33.088235294117645,1610612751,36,42,2023-12-19T02:47:51Z,2270000,False,-85.0,265.0,1,right,R. O'Neale 27' 3PT  (6 PTS) (T. Watford 1 AST),"[1626220, 1630570]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,27.86,Made,,,,,,,,,,,,,,,6.0,T. Watford,1630570.0,1.0
233,PT07M20.00S,2023-12-19T02:47:51.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,36,42,2023-12-19T02:47:51Z,2290000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M20.00S,2023-12-19T02:50:16.2Z,2,REGULAR,substitution,out,[],1641707,,,1610612762,36,42,2023-12-19T02:50:29Z,2300000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M20.00S,2023-12-19T02:50:16.2Z,2,REGULAR,substitution,out,[],1628381,,,1610612762,36,42,2023-12-19T02:50:29Z,2310000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M20.00S,2023-12-19T02:50:16.2Z,2,REGULAR,substitution,in,[],203482,,,1610612762,36,42,2023-12-19T02:50:29Z,2320000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M20.00S,2023-12-19T02:50:16.2Z,2,REGULAR,substitution,in,[],1631323,,,1610612762,36,42,2023-12-19T02:50:29Z,2330000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M57.00S,2023-12-19T02:51:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,13.354139290407357,42.8921568627451,1610612762,36,42,2023-12-19T02:51:09Z,2340000,False,36.0,73.0,1,left,MISS C. Sexton 8' floating Shot,[1629012],1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,,
241,PT06M55.00S,2023-12-19T02:51:05.9Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612762,36,42,2023-12-19T02:51:09Z,2350000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,240.0,3.0,1.0,2.0,,,,,,,,,,,,,,
242,PT06M52.00S,2023-12-19T02:51:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,6.258212877792378,52.94117647058824,1610612762,38,42,2023-12-19T02:51:13Z,2360000,False,-15.0,6.0,1,left,C. Sexton driving Layup (7 PTS) (S. Fontecchio 2 AST),"[1629012, 1631323]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,,,,,,7.0,S. Fontecchio,1631323.0,2.0
244,PT06M38.00S,2023-12-19T02:51:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631323,,,1610612751,38,42,2023-12-19T02:51:34Z,2380000,False,,,0,,S. Fontecchio personal FOUL (2 PF) (Bridges 2 FT),"[1631323, 1628969]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,202026.0,2.0,0.0,Bridges,1628969.0,,,,
246,PT06M38.00S,2023-12-19T02:51:54.3Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,38,43,2023-12-19T02:52:16Z,2400000,False,,,0,,M. Bridges Free Throw 1 of 2 (7 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
247,PT06M38.00S,2023-12-19T02:51:54.3Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,38,43,2023-12-19T02:52:16Z,2410000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT06M36.00S,2023-12-19T02:51:56.3Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,38,43,2023-12-19T02:52:16Z,2420000,False,,,0,,W. Kessler REBOUND (Off:1 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,247.0,5.0,4.0,1.0,,,,,,,,,,,,,,
249,PT06M23.00S,2023-12-19T02:52:29.9Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612762,38,43,2023-12-19T02:52:38Z,2430000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Sexton 2 FT),"[1626220, 1629012]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1628480.0,1.0,0.0,Sexton,1629012.0,,,,
251,PT06M23.00S,2023-12-19T02:52:55.9Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,39,43,2023-12-19T02:52:55Z,2450000,False,,,0,,C. Sexton Free Throw 1 of 2 (8 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
