actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
164,PT01M40.00S,2023-11-26T03:03:26.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,24.129434954007884,12.745098039215685,1610612762,19,26,2023-11-26T03:03:32Z,1610000,False,186.0,174.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
165,PT01M37.00S,2023-11-26T03:03:30.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,19,26,2023-11-26T03:03:30Z,1620000,False,,,0,,W. Kessler REBOUND (Off:3 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,164.0,3.0,0.0,3.0,,,,,,,,,,,,,,
166,PT01M33.00S,2023-11-26T03:03:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,27.151773981603156,19.852941176470587,1610612762,19,26,2023-11-26T03:03:39Z,1630000,False,151.0,203.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
167,PT01M29.00S,2023-11-26T03:03:38.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,19,26,2023-11-26T03:03:39Z,1640000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT01M24.00S,2023-11-26T03:03:41.9Z,1,REGULAR,3pt,Jump Shot,[],1630631,69.20170827858082,72.54901960784314,1610612740,19,26,2023-11-26T03:04:11Z,1650000,False,113.0,237.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
169,PT01M20.00S,2023-11-26T03:03:45.9Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612740,19,26,2023-11-26T03:04:11Z,1660000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,168.0,1.0,0.0,1.0,,,,,,,,,,,,,,
170,PT01M19.00S,2023-11-26T03:03:47.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,92.19776609724047,96.07843137254902,1610612740,19,26,2023-11-26T03:03:58Z,1670000,False,230.0,21.0,1,right,MISS J. Alvarado 3PT - blocked,"[1630631, 1631117]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,Kessler,1631117.0,,,,,,,,,,
319,PT01M19.00S,2023-11-26T03:03:47.7Z,1,REGULAR,block,,[],1631117,,,1610612740,19,26,2023-11-26T03:28:06Z,1675000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
171,PT01M15.00S,2023-11-26T03:03:51.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,19,26,2023-11-26T03:03:58Z,1680000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,170.0,3.0,2.0,1.0,,,,,,,,,,,,,,
172,PT01M15.00S,2023-11-26T03:03:53.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630534,6.783837056504599,45.588235294117645,1610612762,21,26,2023-11-26T03:07:25Z,1690000,False,22.0,11.0,1,left,O. Agbaji running Layup (2 PTS) (K. Olynyk 1 AST),"[1630534, 203482]",1610612762.0,UTA,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,,,,,,,2.0,K. Olynyk,203482.0,1.0
174,PT01M15.00S,2023-11-26T03:03:59.3Z,1,REGULAR,foul,personal,['1freethrow'],1627742,,,1610612762,21,26,2023-11-26T03:04:06Z,1710000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Agbaji 1 FT),"[1627742, 1630534]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Agbaji,1630534.0,,,,
176,PT01M15.00S,2023-11-26T03:04:38.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630534,,,1610612762,22,26,2023-11-26T03:07:32Z,1730000,False,,,0,,O. Agbaji Free Throw 1 of 1 (3 PTS),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
177,PT01M01.00S,2023-11-26T03:04:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,89.43823915900131,49.01960784313725,1610612740,22,26,2023-11-26T03:08:53Z,1740000,False,-5.0,47.0,1,right,MISS N. Marshall driving Layup - blocked,"[1630230, 203482]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,Olynyk,203482.0,,,,,,,,,,
178,PT01M01.00S,2023-11-26T03:04:56.5Z,1,REGULAR,block,,[],203482,,,1610612740,22,26,2023-11-26T03:04:58Z,1750000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT00M59.10S,2023-11-26T03:04:59.1Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,22,26,2023-11-26T03:08:53Z,1760000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT00M42.70S,2023-11-26T03:05:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629659,17.427726675427067,6.372549019607843,1610612762,22,26,2023-11-26T03:05:19Z,1770000,False,218.0,111.0,1,left,MISS T. Horton-Tucker 24' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
181,PT00M38.50S,2023-11-26T03:05:17.6Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,22,26,2023-11-26T03:05:19Z,1780000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,,
182,PT00M19.00S,2023-11-26T03:05:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630230,73.80091984231275,16.42156862745098,1610612740,22,29,2023-11-26T03:05:42Z,1790000,False,-168.0,194.0,1,right,N. Marshall 25' 3PT  (3 PTS) (J. Alvarado 2 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,25.64,Made,,,,,,,,,,,,,,,3.0,J. Alvarado,1630631.0,2.0
184,PT00M02.90S,2023-11-26T03:06:00.0Z,1,REGULAR,2pt,Jump Shot,[],203482,21.369908015768726,16.911764705882355,1610612762,22,29,2023-11-26T03:09:47Z,1810000,False,165.0,148.0,1,left,MISS K. Olynyk 22' pullup Shot,[203482],1610612762.0,UTA,pullup,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,22.22,Missed,,,,,,,,,,,,,,,,,,
185,PT00M01.00S,2023-11-26T03:06:01.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,22,29,2023-11-26T03:09:47Z,1820000,False,,,0,,W. Kessler REBOUND (Off:4 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right Center,,,184.0,4.0,0.0,4.0,,,,,,,,,,,,,,
186,PT00M00.00S,2023-11-26T03:06:03.7Z,1,REGULAR,period,end,[],0,,,1610612762,22,29,2023-11-26T03:06:03Z,1830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612762,22,29,2023-11-26T03:08:45Z,1840000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612762,22,29,2023-11-26T03:08:45Z,1850000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612762,22,29,2023-11-26T03:08:45Z,1860000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,in,['startperiod'],1641722,,,1610612762,22,29,2023-11-26T03:08:45Z,1870000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612762,22,29,2023-11-26T03:08:45Z,1880000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2023-11-26T03:08:19.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612762,22,29,2023-11-26T03:08:45Z,1890000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2023-11-26T03:08:48.3Z,2,REGULAR,period,start,[],0,,,1610612762,22,29,2023-11-26T03:08:48Z,1900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M47.00S,2023-11-26T03:09:01.2Z,2,REGULAR,3pt,Jump Shot,[],1629012,28.597240473061763,22.30392156862745,1610612762,22,29,2023-11-26T03:09:06Z,1910000,False,138.0,216.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
195,PT11M42.00S,2023-11-26T03:09:06.2Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,22,29,2023-11-26T03:09:06Z,1920000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:4),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,194.0,4.0,4.0,0.0,,,,,,,,,,,,,,
196,PT11M31.00S,2023-11-26T03:09:16.9Z,2,REGULAR,turnover,bad pass,[],1641722,,,1610612740,22,29,2023-11-26T03:09:21Z,1930000,False,,,0,,J. Hawkins bad pass TURNOVER (3 TO),"[1641722, 1631117]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,,,Kessler,1631117.0,,,,,,,,
197,PT11M31.00S,2023-11-26T03:09:16.9Z,2,REGULAR,steal,,[],1631117,,,1610612762,22,29,2023-11-26T03:09:18Z,1940000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
198,PT11M17.00S,2023-11-26T03:09:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203482,5.601182654402102,53.18627450980392,1610612762,24,29,2023-11-26T03:09:36Z,1950000,False,-16.0,0.0,1,left,K. Olynyk reverse Layup (4 PTS) (O. Agbaji 1 AST),"[203482, 1630534]",1610612762.0,UTA,reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,,,,,4.0,O. Agbaji,1630534.0,1.0
200,PT11M03.00S,2023-11-26T03:09:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,83.13074901445466,53.67647058823529,1610612740,24,29,2023-11-26T03:09:48Z,1970000,False,18.0,106.0,1,right,MISS J. Valanciunas 10' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,10.77,Missed,,,,,,,,,,,,,,,,,,
201,PT11M02.00S,2023-11-26T03:09:44.9Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,24,29,2023-11-26T03:09:48Z,1980000,False,,,0,,W. Kessler REBOUND (Off:4 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,200.0,5.0,1.0,4.0,,,,,,,,,,,,,,
202,PT10M58.00S,2023-11-26T03:09:50.9Z,2,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,24,29,2023-11-26T03:09:56Z,1990000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (2 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,1204.0,2.0,,,,,,,,,,,,
203,PT10M41.00S,2023-11-26T03:10:11.9Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,24,29,2023-11-26T03:10:16Z,2000000,False,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 1630534]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,Agbaji,1630534.0,,,,,,,,
204,PT10M41.00S,2023-11-26T03:10:11.9Z,2,REGULAR,steal,,[],1630534,,,1610612762,24,29,2023-11-26T03:10:13Z,2010000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
205,PT10M36.00S,2023-11-26T03:10:16.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629659,24.26084099868594,87.25490196078431,1610612762,24,29,2023-11-26T03:10:24Z,2020000,False,-186.0,176.0,1,left,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
206,PT10M33.00S,2023-11-26T03:10:20.4Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612762,24,29,2023-11-26T03:10:20Z,2030000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,205.0,1.0,0.0,1.0,,,,,,,,,,,,,,
207,PT10M19.00S,2023-11-26T03:10:33.6Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612762,24,29,2023-11-26T03:10:37Z,2040000,False,,,0,,K. Olynyk bad pass TURNOVER (3 TO),"[203482, 202685]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,,,,,,,,3.0,,,Valanciunas,202685.0,,,,,,,,
208,PT10M19.00S,2023-11-26T03:10:33.6Z,2,REGULAR,steal,,[],202685,,,1610612740,24,29,2023-11-26T03:10:35Z,2050000,False,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
209,PT10M11.00S,2023-11-26T03:10:42.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641722,75.3777923784494,6.862745098039216,1610612740,24,29,2023-11-26T03:10:47Z,2060000,False,-216.0,179.0,1,right,MISS J. Hawkins 28' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
210,PT10M09.00S,2023-11-26T03:10:44.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,24,29,2023-11-26T03:10:47Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,209.0,,,,,,,,,,,,,,,,,
212,PT09M55.00S,2023-11-26T03:11:06.1Z,2,REGULAR,turnover,bad pass,[],1629659,,,1610612762,24,29,2023-11-26T03:11:11Z,2090000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1626204]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,Nance Jr.,1626204.0,,,,,,,,
213,PT09M55.00S,2023-11-26T03:11:06.1Z,2,REGULAR,steal,,[],1626204,,,1610612740,24,29,2023-11-26T03:11:08Z,2100000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
214,PT09M44.00S,2023-11-26T03:11:17.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,82.9993429697766,3.9215686274509802,1610612740,24,29,2023-11-26T03:11:22Z,2110000,False,-230.0,107.0,1,right,MISS D. Daniels 25' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
215,PT09M41.00S,2023-11-26T03:11:20.2Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,24,29,2023-11-26T03:11:22Z,2120000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,214.0,4.0,3.0,1.0,,,,,,,,,,,,,,
216,PT09M29.00S,2023-11-26T03:11:32.0Z,2,REGULAR,3pt,Jump Shot,[],1630534,13.222733245729303,3.6764705882352944,1610612762,27,29,2023-11-26T03:11:35Z,2130000,False,232.0,72.0,1,left,O. Agbaji 24' 3PT  (6 PTS) (T. Horton-Tucker 1 AST),"[1630534, 1629659]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.25,Made,,,,,,,,,,,,,,,6.0,T. Horton-Tucker,1629659.0,1.0
218,PT09M09.00S,2023-11-26T03:11:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612740,27,29,2023-11-26T03:12:00Z,2150000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1629659, 202685]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Valanciunas,202685.0,,,,
220,PT09M09.00S,2023-11-26T03:12:24.7Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,27,29,2023-11-26T03:12:24Z,2170000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT09M09.00S,2023-11-26T03:12:24.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,27,29,2023-11-26T03:12:24Z,2180000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,
222,PT09M09.00S,2023-11-26T03:12:43.7Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,27,30,2023-11-26T03:12:43Z,2190000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
223,PT08M50.00S,2023-11-26T03:13:03.5Z,2,REGULAR,turnover,bad pass,[],1629659,,,1610612762,27,30,2023-11-26T03:13:09Z,2200000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (2 TO),"[1629659, 1626204]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,Nance Jr.,1626204.0,,,,,,,,
224,PT08M50.00S,2023-11-26T03:13:03.5Z,2,REGULAR,steal,,[],1626204,,,1610612740,27,30,2023-11-26T03:13:05Z,2210000,False,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
225,PT08M47.00S,2023-11-26T03:13:06.9Z,2,REGULAR,turnover,bad pass,[],1626204,,,1610612740,27,30,2023-11-26T03:13:11Z,2220000,False,,,0,,L. Nance Jr. bad pass TURNOVER (1 TO),"[1626204, 1630534]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,Agbaji,1630534.0,,,,,,,,
226,PT08M47.00S,2023-11-26T03:13:06.9Z,2,REGULAR,steal,,[],1630534,,,1610612762,27,30,2023-11-26T03:13:08Z,2230000,False,,,0,,O. Agbaji STEAL (2 STL),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
227,PT08M43.00S,2023-11-26T03:13:11.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203482,25.312089356110377,13.23529411764706,1610612762,30,30,2023-11-26T03:13:18Z,2240000,False,184.0,185.0,1,left,K. Olynyk 26' 3PT  (7 PTS) (O. Agbaji 2 AST),"[203482, 1630534]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,,,,,,,,,,,,,7.0,O. Agbaji,1630534.0,2.0
229,PT08M16.00S,2023-11-26T03:13:41.0Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612740,30,30,2023-11-26T03:13:44Z,2260000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Hawkins 2 FT),"[1631117, 1641722]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Hawkins,1641722.0,,,,
231,PT08M16.00S,2023-11-26T03:14:05.0Z,2,REGULAR,freethrow,1 of 2,[],1641722,,,1610612740,30,31,2023-11-26T03:14:05Z,2280000,False,,,0,,J. Hawkins Free Throw 1 of 2 (14 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
232,PT08M16.00S,2023-11-26T03:14:05.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,30,31,2023-11-26T03:14:13Z,2290000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M16.00S,2023-11-26T03:14:05.5Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,30,31,2023-11-26T03:14:13Z,2300000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M16.00S,2023-11-26T03:14:05.5Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,30,31,2023-11-26T03:14:13Z,2310000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M16.00S,2023-11-26T03:14:05.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,30,31,2023-11-26T03:14:13Z,2320000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M16.00S,2023-11-26T03:14:19.8Z,2,REGULAR,freethrow,2 of 2,[],1641722,,,1610612740,30,32,2023-11-26T03:14:19Z,2330000,False,,,0,,J. Hawkins Free Throw 2 of 2 (15 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
237,PT08M00.00S,2023-11-26T03:14:38.9Z,2,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612762,30,32,2023-11-26T03:14:50Z,2340000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Sexton 2 FT),"[1641722, 1629012]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,202058.0,,,,,,1.0,0.0,Sexton,1629012.0,,,,
239,PT08M00.00S,2023-11-26T03:15:12.3Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,30,32,2023-11-26T03:15:12Z,2360000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT08M00.00S,2023-11-26T03:15:12.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,30,32,2023-11-26T03:15:12Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,
241,PT08M00.00S,2023-11-26T03:15:13.9Z,2,REGULAR,substitution,out,[],203482,,,1610612762,30,32,2023-11-26T03:15:22Z,2380000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M00.00S,2023-11-26T03:15:13.9Z,2,REGULAR,substitution,out,[],1630700,,,1610612762,30,32,2023-11-26T03:15:22Z,2390000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M00.00S,2023-11-26T03:15:13.9Z,2,REGULAR,substitution,in,[],1628381,,,1610612762,30,32,2023-11-26T03:15:22Z,2400000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
