actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M50.00S,2025-12-22T00:12:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,0,0,2025-12-22T00:12:14Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2025-12-22T00:12:31.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,71.96123521681997,65.93137254901961,1610612749,0,2,2025-12-22T00:16:08Z,170000,False,80.0,211.0,1,right,B. Portis 22' Jump Shot (2 PTS) (M. Turner 1 AST),"[1626171, 1626167]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,22.56,Made,,,,,,,2.0,M. Turner,1626167.0,1.0,,,,,,,,
19,PT10M16.00S,2025-12-22T00:12:47.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.013797634691194,56.127450980392155,1610612750,0,2,2025-12-22T00:12:52Z,190000,False,-31.0,248.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2025-12-22T00:12:50.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,0,2,2025-12-22T00:12:52Z,200000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M07.00S,2025-12-22T00:12:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,73.27529566360053,18.38235294117647,1610612749,0,5,2025-12-22T00:13:01Z,210000,False,-158.0,199.0,1,right,K. Porter Jr. 25' 3PT  (3 PTS) (M. Turner 2 AST),"[1629645, 1626167]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,,,3.0,M. Turner,1626167.0,2.0,,,,,,,,
23,PT09M55.00S,2025-12-22T00:13:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,19.316688567674113,39.40716911764706,1610612750,2,5,2025-12-22T00:13:17Z,230000,False,53.0,129.0,1,left,J. Randle 13' Jump Shot (2 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,13.96,Made,,,,,,,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,
25,PT09M35.00S,2025-12-22T00:13:29.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,69.85873850197109,31.372549019607842,1610612749,2,8,2025-12-22T00:13:34Z,250000,False,-93.0,231.0,1,right,B. Portis 24' 3PT  (5 PTS) (K. Porter Jr. 1 AST),"[1626171, 1629645]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,,5.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,
27,PT09M21.00S,2025-12-22T00:13:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,44.85294117647059,1610612750,2,8,2025-12-22T00:14:18Z,270000,False,26.0,243.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.49,Missed,,,,,,,,,,,,,,,,,,
28,PT09M19.00S,2025-12-22T00:13:44.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,8,2025-12-22T00:13:46Z,280000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M13.00S,2025-12-22T00:13:51.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,92.72339027595268,44.6078431372549,1610612749,2,10,2025-12-22T00:15:04Z,290000,False,-27.0,16.0,1,right,K. Kuzma running Layup (2 PTS),[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,,,2.0,,,,,,,,,,,
31,PT08M58.00S,2025-12-22T00:14:05.9Z,1,REGULAR,2pt,Jump Shot,[],203944,22.026938239159,51.470588235294116,1610612750,2,10,2025-12-22T00:14:10Z,310000,False,-7.0,155.0,1,left,MISS J. Randle 15' pullup Shot,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,15.48,Missed,,,,,,,,,,,,,,,,,,
32,PT08M55.00S,2025-12-22T00:14:08.9Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,2,10,2025-12-22T00:14:10Z,320000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,8-16 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M48.00S,2025-12-22T00:14:18.6Z,1,REGULAR,turnover,out-of-bounds,[],1631260,,,1610612749,2,10,2025-12-22T00:14:25Z,330000,False,,,0,,A. Green step out-of-bounds TURNOVER (1 TO),[1631260],1610612749.0,MIL,step,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,,,,1662.0,1.0,,,,,,,,,,,,
35,PT08M30.00S,2025-12-22T00:14:45.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628978,21.369908015768726,48.28431372549019,1610612750,4,10,2025-12-22T00:16:51Z,350000,False,9.0,148.0,1,left,D. DiVincenzo 14' step back Jump Shot (2 PTS) (R. Gobert 1 AST),"[1628978, 203497]",1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Center,14.86,Made,,,,,,,2.0,R. Gobert,203497.0,1.0,,,,,,,,
37,PT08M14.00S,2025-12-22T00:15:00.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.96780551905388,33.33333333333333,1610612749,4,10,2025-12-22T00:15:05Z,370000,False,-83.0,258.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
38,PT08M11.00S,2025-12-22T00:15:03.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,4,10,2025-12-22T00:15:05Z,380000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M05.00S,2025-12-22T00:15:10.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,16.507884362680684,5.88235294117647,1610612750,4,10,2025-12-22T00:15:16Z,390000,False,221.0,103.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.33,Missed,,,,,,,,,,,,,,,,,,
40,PT08M00.00S,2025-12-22T00:15:15.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,4,10,2025-12-22T00:15:16Z,400000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT07M54.00S,2025-12-22T00:15:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,67.49342969776609,49.26470588235294,1610612749,4,10,2025-12-22T01:21:22Z,410000,False,-4.0,253.0,1,right,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
42,PT07M52.00S,2025-12-22T00:15:22.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,4,10,2025-12-22T00:15:25Z,420000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M47.00S,2025-12-22T00:15:27.7Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,4,10,2025-12-22T00:15:30Z,430000,False,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1629645]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,,,,,Porter Jr.,1629645.0,,,,,,
44,PT07M47.00S,2025-12-22T00:15:27.7Z,1,REGULAR,steal,,[],1629645,,,1610612749,4,10,2025-12-22T00:16:42Z,440000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
45,PT07M41.00S,2025-12-22T00:15:33.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,90.48948751642575,4.6568627450980395,1610612749,4,13,2025-12-22T00:15:39Z,450000,False,-227.0,37.0,1,right,A. Green 3PT  (3 PTS) (K. Kuzma 1 AST),"[1631260, 1628398]",1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,,,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,
47,PT07M40.00S,2025-12-22T00:15:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,4,13,2025-12-22T00:15:39Z,470000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M17.00S,2025-12-22T00:18:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,10.988830486202366,46.568627450980394,1610612750,4,13,2025-12-22T00:22:00Z,490000,False,17.0,51.0,1,left,MISS J. McDaniels driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
50,PT07M15.00S,2025-12-22T00:18:58.3Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,4,13,2025-12-22T00:29:30Z,500000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,
51,PT07M14.00S,2025-12-22T00:18:58.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630183,9.806176084099869,51.9607843137255,1610612750,4,13,2025-12-22T00:22:41Z,510000,False,-10.0,40.0,1,left,MISS J. McDaniels pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
52,PT07M12.00S,2025-12-22T00:19:00.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,13,2025-12-22T00:19:04Z,520000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M06.00S,2025-12-22T00:19:07.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,90.88370565045992,3.6764705882352944,1610612749,4,13,2025-12-22T00:19:12Z,530000,False,-232.0,33.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
54,PT07M04.00S,2025-12-22T00:19:09.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,4,13,2025-12-22T00:19:12Z,540000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M57.00S,2025-12-22T00:19:17.6Z,1,REGULAR,2pt,Jump Shot,[],1630162,6.783837056504599,69.6078431372549,1610612750,6,13,2025-12-22T00:23:27Z,550000,False,-98.0,11.0,1,left,A. Edwards 9' driving floating bank Jump Shot (2 PTS),[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,9.86,Made,,,,,,,2.0,,,,,,,,,,,
56,PT06M57.00S,2025-12-22T00:19:22.5Z,1,REGULAR,foul,personal,['1freethrow'],1631260,,,1610612750,6,13,2025-12-22T00:19:27Z,560000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631260, 1630162]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,8-16 Left,,,,,,,1146.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,
58,PT06M57.00S,2025-12-22T00:19:31.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,6,13,2025-12-22T00:21:06Z,580000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2025-12-22T00:19:31.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,6,13,2025-12-22T00:21:06Z,590000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2025-12-22T00:19:51.8Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,7,13,2025-12-22T00:19:51Z,600000,False,,,0,,A. Edwards Free Throw 1 of 1 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
61,PT06M43.00S,2025-12-22T00:20:12.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1628398,89.17542706964521,42.8921568627451,1610612749,7,15,2025-12-22T00:24:30Z,610000,False,-36.0,49.0,1,right,K. Kuzma 6' driving floating Jump Shot (4 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,,,4.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,
62,PT06M43.00S,2025-12-22T00:20:21.0Z,1,REGULAR,violation,defensive goaltending,[],203497,,,1610612749,7,15,2025-12-22T00:20:27Z,620000,False,,,0,,R. Gobert defensive goaltending VIOLATION,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
64,PT06M27.00S,2025-12-22T00:20:40.0Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612750,7,15,2025-12-22T00:20:49Z,630000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Randle 2 FT),"[1626167, 203944]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1662.0,,,,,,,,1.0,0.0,Randle,203944.0,,
66,PT06M27.00S,2025-12-22T00:21:06.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,7,15,2025-12-22T00:21:06Z,650000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2025-12-22T00:21:06.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,7,15,2025-12-22T00:21:06Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,
68,PT06M27.00S,2025-12-22T00:21:24.8Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,8,15,2025-12-22T00:21:24Z,670000,False,,,0,,J. Randle Free Throw 2 of 2 (3 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
69,PT06M11.00S,2025-12-22T00:21:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,87.46714848883047,45.34313725490196,1610612749,8,15,2025-12-22T00:31:12Z,672500,False,-23.0,65.0,1,right,MISS K. Kuzma 6' turnaround fadeaway Shot,[1628398],1610612749.0,MIL,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2025-12-22T00:21:44.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,15,2025-12-22T00:31:12Z,673750,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT06M01.00S,2025-12-22T00:21:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,11.645860709592641,41.911764705882355,1610612750,8,15,2025-12-22T00:22:03Z,700000,False,40.0,57.0,1,left,MISS A. Edwards 6' driving bank Shot,[1630162],1610612750.0,MIN,driving bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
72,PT05M58.00S,2025-12-22T00:21:55.6Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,8,15,2025-12-22T00:22:03Z,710000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT05M53.00S,2025-12-22T00:22:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,69.99014454664915,71.56862745098039,1610612749,8,15,2025-12-22T01:24:20Z,720000,False,108.0,230.0,1,right,MISS A. Green 25' running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2025-12-22T00:22:03.0Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612749,8,15,2025-12-22T00:22:03Z,730000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,73.0,2.0,1.0,1.0,,,,,,,,,,,,,,
75,PT05M46.00S,2025-12-22T00:22:07.6Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612749,8,15,2025-12-22T00:22:11Z,740000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1629675]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,Reid,1629675.0,,,,,,
76,PT05M46.00S,2025-12-22T00:22:07.6Z,1,REGULAR,steal,,[],1629675,,,1610612750,8,15,2025-12-22T00:22:09Z,750000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2025-12-22T00:22:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,5.469776609724048,55.14705882352941,1610612750,10,15,2025-12-22T00:22:20Z,760000,False,-26.0,-1.0,1,left,J. Randle running finger roll Layup (5 PTS) (N. Reid 1 AST),"[203944, 1629675]",1610612750.0,MIN,running finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.57,Made,,,,,,,5.0,N. Reid,1629675.0,1.0,,,,,,,,
79,PT05M23.00S,2025-12-22T00:22:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,88.64980289093299,43.13725490196079,1610612749,10,15,2025-12-22T00:28:10Z,780000,False,-34.0,54.0,1,right,MISS K. Porter Jr. 6' driving finger roll Layup,[1629645],1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2025-12-22T00:22:31.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,10,15,2025-12-22T00:22:33Z,790000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M11.00S,2025-12-22T00:22:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,9.149145860709593,59.55882352941176,1610612750,10,15,2025-12-22T00:22:52Z,800000,False,-48.0,34.0,1,left,MISS N. Reid driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2025-12-22T00:22:44.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,15,2025-12-22T00:22:52Z,810000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,
83,PT05M01.00S,2025-12-22T00:22:53.6Z,1,REGULAR,3pt,Jump Shot,[],1629645,92.19776609724047,95.34313725490196,1610612749,10,15,2025-12-22T00:24:01Z,820000,False,227.0,21.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,22.77,Missed,,,,,,,,,,,,,,,,,,
