actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT11M00.00S,2026-02-08T20:14:52.3Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,2,2,2026-02-08T20:14:52Z,170000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
18,PT10M48.00S,2026-02-08T20:15:07.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,2,2026-02-08T20:15:12Z,180000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 202695]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,
19,PT10M48.00S,2026-02-08T20:15:07.0Z,1,REGULAR,steal,,[],202695,,,1610612746,2,2,2026-02-08T20:15:08Z,190000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2026-02-08T20:15:17.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628381,10.85742444152431,49.26470588235294,1610612746,2,4,2026-02-08T20:15:21Z,200000,False,4.0,50.0,1,left,J. Collins driving Hook (2 PTS),[1628381],1610612746.0,LAC,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M22.00S,2026-02-08T20:15:33.8Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,2,4,2026-02-08T20:16:58Z,210000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 202695]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,
22,PT10M22.00S,2026-02-08T20:15:33.8Z,1,REGULAR,steal,,[],202695,,,1610612746,2,4,2026-02-08T20:15:36Z,220000,False,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2026-02-08T20:15:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,6.783837056504599,95.58823529411765,1610612746,2,7,2026-02-08T20:15:47Z,230000,False,-228.0,11.0,1,left,J. Collins 3PT  (5 PTS) (D. Jones Jr. 1 AST),"[1628381, 1627884]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,,,,,,5.0,,,,D. Jones Jr.,1627884.0,1.0,,
25,PT10M03.00S,2026-02-08T20:15:53.1Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,2,7,2026-02-08T20:18:52Z,250000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 202695]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Leonard,202695.0,,,,,
26,PT10M03.00S,2026-02-08T20:15:53.1Z,1,REGULAR,steal,,[],202695,,,1610612746,2,7,2026-02-08T20:15:54Z,260000,False,,,0,,K. Leonard STEAL (3 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M40.00S,2026-02-08T20:16:15.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,32.40801576872536,62.745098039215684,1610612746,2,7,2026-02-08T20:16:20Z,270000,False,-64.0,252.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M37.00S,2026-02-08T20:16:18.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,2,7,2026-02-08T20:16:20Z,280000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M32.00S,2026-02-08T20:16:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,91.80354796320631,47.794117647058826,1610612750,2,7,2026-02-08T20:16:31Z,290000,False,-11.0,25.0,1,right,MISS J. Randle running reverse Layup - blocked,"[203944, 1627884]",1610612750.0,MIN,running reverse,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,Jones Jr.,1627884.0
30,PT09M32.00S,2026-02-08T20:16:23.7Z,1,REGULAR,block,,[],1627884,,,1610612750,2,7,2026-02-08T20:16:26Z,300000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M28.00S,2026-02-08T20:16:27.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,7,2026-02-08T20:16:31Z,310000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M26.00S,2026-02-08T20:16:29.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,31.750985545335087,60.5392156862745,1610612746,2,10,2026-02-08T20:16:36Z,320000,False,-53.0,246.0,1,left,K. Leonard 25' 3PT running pullup (5 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.16,Made,,,,,,,,,,5.0,,,,,,,,
33,PT09M25.00S,2026-02-08T20:16:36.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,2,10,2026-02-08T20:16:36Z,330000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M12.00S,2026-02-08T20:20:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.09921156373193,29.65686274509804,1610612750,2,10,2026-02-08T20:20:17Z,340000,False,-102.0,257.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.62,Missed,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2026-02-08T20:20:14.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,2,10,2026-02-08T20:20:17Z,350000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M04.00S,2026-02-08T20:20:20.5Z,1,REGULAR,3pt,Jump Shot,[],202695,27.54599211563732,22.54901960784314,1610612746,2,10,2026-02-08T20:20:25Z,360000,False,137.0,206.0,1,left,MISS K. Leonard 24' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2026-02-08T20:20:24.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,2,10,2026-02-08T20:20:25Z,370000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M42.00S,2026-02-08T20:20:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.69448094612353,50.98039215686274,1610612750,4,10,2026-02-08T20:20:45Z,380000,False,5.0,-3.0,1,right,A. Edwards driving Layup (4 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,,4.0,,,,J. Randle,203944.0,1.0,,
40,PT08M27.00S,2026-02-08T20:20:56.2Z,1,REGULAR,turnover,lost ball,[],201572,,,1610612746,4,10,2026-02-08T20:21:00Z,400000,False,,,0,,B. Lopez lost ball TURNOVER (1 TO),"[201572, 1628978]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,
41,PT08M27.00S,2026-02-08T20:20:56.2Z,1,REGULAR,steal,,[],1628978,,,1610612750,4,10,2026-02-08T20:20:58Z,410000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
42,PT08M23.00S,2026-02-08T20:21:00.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,93.11760840998686,48.77450980392157,1610612750,6,10,2026-02-08T20:21:05Z,420000,False,-6.0,12.0,1,right,R. Gobert running DUNK (2 PTS) (D. DiVincenzo 1 AST),"[203497, 1628978]",1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,2.0,,,,D. DiVincenzo,1628978.0,1.0,,
44,PT07M58.00S,2026-02-08T20:21:25.0Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,6,10,2026-02-08T20:21:32Z,440000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,202901.0,,,,,,1.0,,,,,,,
45,PT07M45.00S,2026-02-08T20:21:47.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,67.36202365308804,65.93137254901961,1610612750,6,10,2026-02-08T20:21:51Z,450000,False,80.0,254.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2026-02-08T20:21:50.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,6,10,2026-02-08T20:21:51Z,460000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M35.00S,2026-02-08T20:21:56.4Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612746,6,10,2026-02-08T20:22:01Z,470000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 1630183]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,
48,PT07M35.00S,2026-02-08T20:21:56.4Z,1,REGULAR,steal,,[],1630183,,,1610612750,6,10,2026-02-08T20:21:58Z,480000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
49,PT07M32.00S,2026-02-08T20:21:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,92.72339027595268,51.71568627450981,1610612750,8,10,2026-02-08T20:22:06Z,490000,False,9.0,16.0,1,right,J. McDaniels running Layup (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,,,2.0,,,,,,,,
50,PT07M11.00S,2026-02-08T20:22:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,6.389618922470433,55.14705882352941,1610612746,8,10,2026-02-08T20:22:24Z,500000,False,-26.0,8.0,1,left,MISS K. Dunn driving Layup,[1627739],1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
51,PT07M09.00S,2026-02-08T20:22:21.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,10,2026-02-08T20:22:24Z,510000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M04.00S,2026-02-08T20:22:32.8Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612750,8,10,2026-02-08T20:22:54Z,520000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Edwards 2 FT),"[1627884, 1630162]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
54,PT07M04.00S,2026-02-08T20:22:56.8Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,9,10,2026-02-08T20:22:56Z,540000,False,,,0,,A. Edwards Free Throw 1 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
55,PT07M04.00S,2026-02-08T20:23:10.4Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,10,10,2026-02-08T20:23:10Z,550000,False,,,0,,A. Edwards Free Throw 2 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
56,PT06M46.00S,2026-02-08T20:23:31.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,11.777266754270697,50.98039215686274,1610612746,10,10,2026-02-08T20:24:55Z,560000,False,-5.0,58.0,1,left,MISS K. Leonard driving Hook,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2026-02-08T20:23:32.4Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,10,10,2026-02-08T20:24:09Z,570000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
58,PT06M45.00S,2026-02-08T20:23:37.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202695,5.590000152587891,50.0,1610612746,10,12,2026-02-08T20:24:15Z,580000,False,0.0,0.0,1,left,K. Leonard tip Layup (7 PTS),[202695],1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,7.0,,,,,,,,
59,PT06M32.00S,2026-02-08T20:23:47.2Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612750,10,12,2026-02-08T20:23:52Z,590000,False,,,0,,D. DiVincenzo lost ball out-of-bounds TURNOVER (1 TO),[1628978],1610612750.0,MIN,lost ball,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,202058.0,,,,,,1.0,,,,,,,
60,PT06M17.00S,2026-02-08T20:24:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202695,6.389618922470433,46.32352941176471,1610612746,10,12,2026-02-08T22:03:22Z,600000,False,18.0,8.0,1,left,MISS K. Leonard driving finger roll Layup,[202695],1610612746.0,LAC,driving finger roll,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2026-02-08T20:24:06.9Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,10,12,2026-02-08T20:24:19Z,610000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,,
62,PT06M15.00S,2026-02-08T20:24:11.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627884,5.590000152587891,50.0,1610612746,10,12,2026-02-08T20:25:37Z,620000,False,0.0,0.0,1,left,MISS D. Jones Jr. tip Layup,[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2026-02-08T20:24:12.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,10,12,2026-02-08T20:25:37Z,630000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M08.00S,2026-02-08T20:24:18.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203944,92.85479632063075,50.49019607843137,1610612750,10,12,2026-02-08T20:24:42Z,640000,False,2.0,15.0,1,right,MISS J. Randle running finger roll Layup,[203944],1610612750.0,MIN,running finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2026-02-08T20:24:18.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,10,12,2026-02-08T20:24:42Z,650000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M08.00S,2026-02-08T20:24:24.7Z,1,REGULAR,substitution,out,[],1628978,,,1610612746,10,12,2026-02-08T20:24:32Z,670000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2026-02-08T20:24:24.7Z,1,REGULAR,substitution,in,[],1630245,,,1610612746,10,12,2026-02-08T20:24:32Z,680000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2026-02-08T20:25:00.3Z,1,REGULAR,3pt,Jump Shot,[],202695,32.933639947437584,45.83333333333333,1610612746,10,12,2026-02-08T20:25:04Z,690000,False,21.0,257.0,1,left,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2026-02-08T20:25:03.3Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612750,10,12,2026-02-08T20:25:04Z,700000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M42.00S,2026-02-08T20:25:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612750,10,12,2026-02-08T20:25:15Z,710000,False,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (1 TO),[1630245],1610612750.0,MIN,bad pass,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,202058.0,,,,,,1.0,,,,,,,
72,PT05M23.00S,2026-02-08T20:25:29.8Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612746,10,12,2026-02-08T20:25:43Z,720000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,,,,,,,
74,PT05M23.00S,2026-02-08T20:25:37.8Z,1,REGULAR,foul,personal,[],1628381,,,1610612750,10,12,2026-02-08T20:25:48Z,740000,False,,,0,,J. Collins loose ball personal FOUL (1 PF),"[1628381, 203944]",1610612746.0,LAC,loose ball,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,202058.0,1.0,0.0,Randle,203944.0,,,,,,,,,
76,PT05M23.00S,2026-02-08T20:25:52.2Z,1,REGULAR,substitution,out,[],203944,,,1610612750,10,12,2026-02-08T20:25:54Z,760000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M23.00S,2026-02-08T20:25:52.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,10,12,2026-02-08T20:25:54Z,770000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2026-02-08T20:26:14.1Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,10,12,2026-02-08T20:26:18Z,780000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 1627884]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Jones Jr.,1627884.0,,,,,
79,PT05M07.00S,2026-02-08T20:26:14.1Z,1,REGULAR,steal,,[],1627884,,,1610612746,10,12,2026-02-08T20:26:16Z,790000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
