actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
164,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,30,33,2025-12-28T01:38:27Z,1620000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,in,['startperiod'],1642265,,,1610612750,30,33,2025-12-28T01:38:27Z,1630000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,30,33,2025-12-28T01:38:27Z,1640000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-12-28T01:38:08.5Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,30,33,2025-12-28T01:38:27Z,1650000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-12-28T01:38:40.7Z,2,REGULAR,period,start,[],0,,,1610612751,30,33,2025-12-28T01:38:40Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M44.00S,2025-12-28T01:38:55.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,92.9862023653088,51.225490196078425,1610612751,30,35,2025-12-28T01:38:59Z,1670000,False,6.0,13.0,1,right,D. Sharpe alley-oop DUNK (2 PTS) (C. Thomas 2 AST),"[1630549, 1630560]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,,,C. Thomas,1630560.0,2.0,,,,
171,PT11M30.00S,2025-12-28T01:39:09.8Z,2,REGULAR,3pt,Jump Shot,[],1629675,29.911300919842315,68.87254901960785,1610612750,30,35,2025-12-28T01:39:18Z,1690000,False,-94.0,229.0,1,left,MISS N. Reid 24' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
172,PT11M27.00S,2025-12-28T01:39:12.8Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,30,35,2025-12-28T01:39:18Z,1700000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT11M16.00S,2025-12-28T01:39:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630560,93.51182654402102,95.58823529411765,1610612751,30,35,2025-12-28T01:39:27Z,1710000,False,228.0,8.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
174,PT11M13.00S,2025-12-28T01:39:26.8Z,2,REGULAR,rebound,offensive,[],1642874,,,1610612751,30,35,2025-12-28T01:39:26Z,1720000,False,,,0,,D. Wolf REBOUND (Off:1 Def:0),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Right Corner 3,24+ Right,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,,,
175,PT11M09.00S,2025-12-28T01:39:31.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642962,82.9993429697766,41.66666666666667,1610612751,30,37,2025-12-28T01:39:34Z,1730000,False,-42.0,107.0,1,right,D. Powell 11' driving floating Jump Shot (2 PTS) (D. Wolf 1 AST),"[1642962, 1642874]",1610612751.0,BKN,driving floating,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,11.51,Made,,,,,2.0,,,,,,,D. Wolf,1642874.0,1.0,,,,
177,PT10M54.00S,2025-12-28T01:39:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.835085413929041,48.28431372549019,1610612750,30,37,2025-12-28T01:39:51Z,1750000,False,9.0,21.0,1,left,MISS R. Gobert driving finger roll Layup,[203497],1610612750.0,MIN,driving finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2025-12-28T01:39:47.7Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,30,37,2025-12-28T01:39:47Z,1760000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,177.0,4.0,2.0,2.0,,,,,,,,,,,,,,
179,PT10M52.00S,2025-12-28T01:39:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,7.30946123521682,49.01960784313725,1610612750,30,37,2025-12-28T01:39:53Z,1770000,False,5.0,16.0,1,left,MISS R. Gobert putback Layup,[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.69,Missed,,,,,,,,,,,,,,,,,,
180,PT10M50.00S,2025-12-28T01:39:50.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,30,37,2025-12-28T01:41:14Z,1780000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
181,PT10M48.00S,2025-12-28T01:39:54.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642874,68.9388961892247,24.019607843137255,1610612751,30,37,2025-12-28T01:42:25Z,1790000,False,-130.0,239.0,1,right,MISS D. Wolf 27' running 3PT,[1642874],1610612751.0,BKN,running,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
182,PT10M42.00S,2025-12-28T01:40:00.3Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612750,30,37,2025-12-28T01:40:24Z,1800000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT10M34.00S,2025-12-28T01:40:08.5Z,2,REGULAR,foul,personal,[],1642962,,,1610612750,30,37,2025-12-28T01:40:15Z,1810000,False,,,0,,D. Powell personal FOUL (1 PF),"[1642962, 203497]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,,1.0,0.0,Gobert,203497.0,,,,,,,
185,PT10M26.00S,2025-12-28T01:40:40.5Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612750,30,37,2025-12-28T01:40:46Z,1830000,False,,,0,,N. Traore shooting personal FOUL (1 PF) (Dillingham 2 FT),"[1642849, 1642265]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,,1.0,0.0,Dillingham,1642265.0,,,,,,,
187,PT10M26.00S,2025-12-28T01:41:02.5Z,2,REGULAR,freethrow,1 of 2,[],1642265,,,1610612750,31,37,2025-12-28T01:41:02Z,1850000,False,,,0,,R. Dillingham Free Throw 1 of 2 (1 PTS),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
188,PT10M26.00S,2025-12-28T01:41:12.4Z,2,REGULAR,freethrow,2 of 2,[],1642265,,,1610612750,32,37,2025-12-28T01:41:12Z,1860000,False,,,0,,R. Dillingham Free Throw 2 of 2 (2 PTS),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
189,PT10M11.00S,2025-12-28T01:41:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,93.24901445466492,48.77450980392157,1610612751,32,39,2025-12-28T01:41:30Z,1870000,False,-6.0,11.0,1,right,D. Sharpe cutting Layup (4 PTS) (N. Traore 2 AST),"[1630549, 1642849]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,4.0,,,,,,,N. Traore,1642849.0,2.0,,,,
191,PT09M52.00S,2025-12-28T01:41:47.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,6.258212877792378,47.05882352941176,1610612750,34,39,2025-12-28T01:41:53Z,1890000,False,15.0,6.0,1,left,N. Reid bank Hook (2 PTS) (J. McDaniels 2 AST),"[1629675, 1630183]",1610612750.0,MIN,bank,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,2.0,,,,,,,J. McDaniels,1630183.0,2.0,,,,
193,PT09M40.00S,2025-12-28T01:41:59.3Z,2,REGULAR,3pt,Jump Shot,[],1630560,68.01905387647832,31.862745098039213,1610612751,34,42,2025-12-28T01:43:52Z,1910000,False,-91.0,248.0,1,right,C. Thomas 26' 3PT pullup (12 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.42,Made,,,,,12.0,,,,,,,,,,,,,
194,PT09M30.00S,2025-12-28T01:42:14.2Z,2,REGULAR,foul,personal,[],1630549,,,1610612750,34,42,2025-12-28T01:42:24Z,1920000,False,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 203497]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,,1.0,0.0,Gobert,203497.0,,,,,,,
196,PT09M30.00S,2025-12-28T01:42:19.9Z,2,REGULAR,substitution,out,[],1630560,,,1610612750,34,42,2025-12-28T01:42:27Z,1940000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M30.00S,2025-12-28T01:42:19.9Z,2,REGULAR,substitution,in,[],1641730,,,1610612750,34,42,2025-12-28T01:42:27Z,1950000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M24.00S,2025-12-28T01:42:40.9Z,2,REGULAR,3pt,Jump Shot,[],1642265,7.440867279894875,96.81372549019608,1610612750,37,42,2025-12-28T01:42:44Z,1960000,False,-234.0,17.0,1,left,R. Dillingham 3PT  (5 PTS) (N. Reid 1 AST),"[1642265, 1629675]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Left Corner 3,24+ Left,23.47,Made,,,,,5.0,,,,,,,N. Reid,1629675.0,1.0,,,,
200,PT09M04.00S,2025-12-28T01:43:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642874,92.72339027595268,50.245098039215684,1610612751,37,44,2025-12-28T01:43:03Z,1980000,False,1.0,16.0,1,right,D. Wolf driving Layup (7 PTS),[1642874],1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,7.0,,,,,,,,,,,,,
201,PT08M48.00S,2025-12-28T01:43:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,7.5722733245729295,50.73529411764706,1610612750,37,44,2025-12-28T01:44:53Z,1990000,False,-4.0,19.0,1,left,MISS R. Dillingham cutting Layup,[1642265],1610612750.0,MIN,cutting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
202,PT08M44.00S,2025-12-28T01:43:20.8Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,37,44,2025-12-28T01:43:21Z,2000000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,201.0,5.0,2.0,3.0,,,,,,,,,,,,,,
203,PT08M44.00S,2025-12-28T01:43:20.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,37,44,2025-12-28T01:43:22Z,2010000,False,0.0,0.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
204,PT08M44.00S,2025-12-28T01:43:20.6Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,37,44,2025-12-28T01:43:54Z,2020000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,,
205,PT08M42.00S,2025-12-28T01:43:24.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641730,94.56307490144546,51.470588235294116,1610612751,37,46,2025-12-28T01:43:35Z,2030000,False,7.0,-1.0,1,right,N. Clowney running DUNK (4 PTS) (D. Powell 1 AST),"[1641730, 1642962]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,4.0,,,,,,,D. Powell,1642962.0,1.0,,,,
207,PT08M29.00S,2025-12-28T01:43:36.1Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,37,46,2025-12-28T01:43:39Z,2050000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 1630549]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,,,Sharpe,1630549.0
208,PT08M29.00S,2025-12-28T01:43:36.1Z,2,REGULAR,steal,,[],1630549,,,1610612751,37,46,2025-12-28T01:46:58Z,2060000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT08M21.00S,2025-12-28T01:43:44.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642962,94.95729303547962,2.941176470588235,1610612751,37,46,2025-12-28T01:43:48Z,2070000,False,-235.0,-5.0,1,right,MISS D. Powell 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
210,PT08M19.00S,2025-12-28T01:43:46.1Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,37,46,2025-12-28T01:43:48Z,2080000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT08M06.00S,2025-12-28T01:43:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,11.12023653088042,48.529411764705884,1610612750,39,46,2025-12-28T01:47:29Z,2090000,False,7.0,52.0,1,left,J. McDaniels driving floating Jump Shot (8 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,,,,,8.0,,,,,,,,,,,,,
213,PT08M05.00S,2025-12-28T01:44:12.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,39,46,2025-12-28T01:44:26Z,2110000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,1627963.0,,,,,,,,,,,,
214,PT07M47.00S,2025-12-28T01:44:35.6Z,2,REGULAR,turnover,out-of-bounds,[],1642874,,,1610612751,39,46,2025-12-28T01:44:41Z,2120000,False,,,0,,D. Wolf bad pass out-of-bounds TURNOVER (1 TO),[1642874],1610612751.0,BKN,bad pass,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,1.0,,,,,,,,,,,
215,PT07M47.00S,2025-12-28T01:44:39.9Z,2,REGULAR,substitution,out,[],1642874,,,1610612750,39,46,2025-12-28T01:44:46Z,2130000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M47.00S,2025-12-28T01:44:39.9Z,2,REGULAR,substitution,out,[],1630549,,,1610612750,39,46,2025-12-28T01:44:46Z,2140000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M47.00S,2025-12-28T01:44:39.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612750,39,46,2025-12-28T01:44:46Z,2150000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M47.00S,2025-12-28T01:44:39.9Z,2,REGULAR,substitution,in,[],1629651,,,1610612750,39,46,2025-12-28T01:44:46Z,2160000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M30.00S,2025-12-28T01:45:06.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642265,32.276609724047304,37.99019607843137,1610612750,39,46,2025-12-28T01:45:10Z,2170000,False,60.0,251.0,1,left,MISS R. Dillingham 25' step back 3PT,[1642265],1610612750.0,MIN,step back,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
220,PT07M28.00S,2025-12-28T01:45:08.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,39,46,2025-12-28T01:45:10Z,2180000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,219.0,,,,,,,,,,,,,,,,,
223,PT07M15.00S,2025-12-28T01:45:38.9Z,2,REGULAR,3pt,Jump Shot,[],1629008,69.59592641261499,74.75490196078431,1610612751,39,46,2025-12-28T01:45:44Z,2210000,False,124.0,233.0,1,right,MISS M. Porter Jr. 26' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
224,PT07M11.00S,2025-12-28T01:45:42.9Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,39,46,2025-12-28T01:45:44Z,2220000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,,,
225,PT07M07.00S,2025-12-28T01:45:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628978,9.280551905387648,47.549019607843135,1610612750,41,46,2025-12-28T01:45:51Z,2230000,False,12.0,35.0,1,left,D. DiVincenzo running finger roll Layup (8 PTS),[1628978],1610612750.0,MIN,running finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,8.0,,,,,,,,,,,,,
226,PT07M07.00S,2025-12-28T01:45:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,41,46,2025-12-28T01:45:51Z,2240000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M07.00S,2025-12-28T01:48:23.6Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,41,46,2025-12-28T01:48:46Z,2250000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M07.00S,2025-12-28T01:48:23.6Z,2,REGULAR,substitution,out,[],1642849,,,1610612751,41,46,2025-12-28T01:48:46Z,2260000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2025-12-28T01:48:23.6Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,41,46,2025-12-28T01:48:46Z,2270000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2025-12-28T01:48:23.6Z,2,REGULAR,substitution,in,[],1629611,,,1610612751,41,46,2025-12-28T01:48:46Z,2280000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M53.00S,2025-12-28T01:49:05.9Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612751,41,46,2025-12-28T01:49:16Z,2290000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Clowney 2 FT),"[1629675, 1641730]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,,2.0,0.0,Clowney,1641730.0,,,,,,,
233,PT06M53.00S,2025-12-28T01:49:37.6Z,2,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,41,47,2025-12-28T01:49:37Z,2310000,False,,,0,,N. Clowney Free Throw 1 of 2 (5 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
234,PT06M53.00S,2025-12-28T01:49:38.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612751,41,47,2025-12-28T01:49:42Z,2320000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M53.00S,2025-12-28T01:49:38.4Z,2,REGULAR,substitution,in,[],203944,,,1610612751,41,47,2025-12-28T01:49:42Z,2330000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M53.00S,2025-12-28T01:49:58.4Z,2,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,41,48,2025-12-28T01:49:58Z,2340000,False,,,0,,N. Clowney Free Throw 2 of 2 (6 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
237,PT06M36.00S,2025-12-28T01:50:17.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.1268068331143235,48.03921568627451,1610612750,43,48,2025-12-28T01:50:22Z,2350000,False,10.0,5.0,1,left,R. Gobert DUNK (4 PTS) (J. Randle 5 AST),"[203497, 203944]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,4.0,,,,,,,J. Randle,203944.0,5.0,,,,
239,PT06M21.00S,2025-12-28T01:50:36.6Z,2,REGULAR,foul,personal,[],1628978,,,1610612751,43,48,2025-12-28T01:50:43Z,2370000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1629651]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,,1.0,0.0,Claxton,1629651.0,,,,,,,
241,PT06M21.00S,2025-12-28T01:50:42.7Z,2,REGULAR,substitution,out,[],1642265,,,1610612751,43,48,2025-12-28T01:50:48Z,2390000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M21.00S,2025-12-28T01:50:42.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612751,43,48,2025-12-28T01:50:48Z,2400000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M10.00S,2025-12-28T01:51:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.19776609724047,49.754901960784316,1610612751,43,50,2025-12-28T01:52:11Z,2410000,False,-1.0,21.0,1,right,M. Porter Jr. driving Layup (7 PTS) (N. Claxton 2 AST),"[1629008, 1629651]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,7.0,,,,,,,N. Claxton,1629651.0,2.0,,,,
244,PT05M53.00S,2025-12-28T01:51:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,11.251642575558476,49.26470588235294,1610612750,43,50,2025-12-28T01:51:31Z,2420000,False,4.0,53.0,1,left,MISS J. McDaniels driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
245,PT05M49.00S,2025-12-28T01:51:30.5Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612751,43,50,2025-12-28T01:51:31Z,2430000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT05M39.00S,2025-12-28T01:51:40.9Z,2,REGULAR,3pt,Jump Shot,[],1641730,81.15965834428384,92.15686274509804,1610612751,43,50,2025-12-28T01:51:48Z,2440000,False,211.0,125.0,1,right,MISS N. Clowney 24' step back 3PT,[1641730],1610612751.0,BKN,step back,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
247,PT05M39.00S,2025-12-28T01:51:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,43,50,2025-12-28T01:51:48Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,246.0,,,,,,,,,,,,,,,,,
248,PT05M39.00S,2025-12-28T01:51:46.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612751,43,50,2025-12-28T01:52:01Z,2460000,False,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1630183, 1629008]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629183.0,,2.0,0.0,Porter Jr.,1629008.0,,,,,,,
