actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
267,PT05M47.00S,2026-01-23T01:52:41.6Z,2,REGULAR,3pt,Jump Shot,[],1641740,95.22010512483574,96.56862745098039,1610612750,50,43,2026-01-23T01:52:47Z,2640000,False,233.0,-8.0,1,right,MISS J. Clark 3PT,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
268,PT05M43.00S,2026-01-23T01:52:45.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,50,43,2026-01-23T01:52:47Z,2650000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,267.0,2.0,2.0,0.0,,
269,PT05M34.00S,2026-01-23T01:52:54.3Z,2,REGULAR,3pt,Jump Shot,[],1641824,26.231931668856767,18.627450980392158,1610612741,50,46,2026-01-23T01:52:58Z,2660000,False,157.0,194.0,1,left,M. Buzelis 24' 3PT  (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,24.96,Made,3.0,,,,,,,,,,,,,,,,,
271,PT05M12.00S,2026-01-23T01:53:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,87.77923784494087,45.262714460784316,1610612750,50,46,2026-01-23T01:53:22Z,2680000,False,-24.0,62.0,1,right,MISS A. Edwards 6' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
272,PT05M10.00S,2026-01-23T01:53:18.6Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612741,50,46,2026-01-23T01:53:42Z,2690000,False,,,0,,I. Okoro REBOUND (Off:0 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,271.0,3.0,3.0,0.0,,
273,PT05M07.00S,2026-01-23T01:53:22.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641824,6.915243101182654,48.529411764705884,1610612741,50,48,2026-01-23T01:53:36Z,2700000,False,7.0,13.0,1,left,M. Buzelis running DUNK (5 PTS) (A. Dosunmu 2 AST),"[1641824, 1630245]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.45,Made,5.0,,,,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,
275,PT05M07.00S,2026-01-23T01:53:25.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,50,48,2026-01-23T01:53:25Z,2720000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,out,[],1641740,,,1610612750,50,48,2026-01-23T01:56:10Z,2730000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,out,[],1629632,,,1610612750,50,48,2026-01-23T01:56:10Z,2740000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,out,[],1630188,,,1610612750,50,48,2026-01-23T01:56:10Z,2750000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,out,[],1630171,,,1610612750,50,48,2026-01-23T01:56:10Z,2760000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,50,48,2026-01-23T01:56:10Z,2770000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612750,50,48,2026-01-23T01:56:10Z,2780000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,in,[],202696,,,1610612750,50,48,2026-01-23T01:56:10Z,2790000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M07.00S,2026-01-23T01:55:37.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612750,50,48,2026-01-23T01:56:10Z,2800000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M53.00S,2026-01-23T01:56:32.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628978,91.27792378449409,55.63725490196079,1610612750,50,48,2026-01-23T01:59:47Z,2810000,False,28.0,29.0,1,right,MISS D. DiVincenzo driving bank Hook,[1628978],1610612750.0,MIN,driving bank,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
285,PT04M49.00S,2026-01-23T01:56:36.2Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,50,48,2026-01-23T01:56:36Z,2820000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,284.0,2.0,2.0,0.0,,
286,PT04M26.00S,2026-01-23T01:56:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.046649145860711,49.754901960784316,1610612741,50,48,2026-01-23T02:00:37Z,2830000,False,1.0,14.0,1,left,MISS T. Jones driving finger roll Layup,[1630200],1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
287,PT04M24.00S,2026-01-23T01:57:01.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,50,48,2026-01-23T01:57:01Z,2840000,False,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,286.0,4.0,3.0,1.0,,
288,PT04M19.00S,2026-01-23T01:57:05.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,87.46714848883047,48.77450980392157,1610612750,50,48,2026-01-23T02:01:47Z,2850000,False,-6.0,65.0,1,right,MISS A. Edwards 6' running pullup Shot,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
290,PT04M16.00S,2026-01-23T01:57:08.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,50,48,2026-01-23T01:57:22Z,2870000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,288.0,2.0,2.0,0.0,,
291,PT04M08.00S,2026-01-23T01:57:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,11.12023653088042,56.372549019607845,1610612741,50,48,2026-01-23T02:02:23Z,2880000,False,-32.0,52.0,1,left,MISS N. Vučević 6' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
292,PT04M05.00S,2026-01-23T01:57:19.8Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,50,48,2026-01-23T01:57:26Z,2890000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,291.0,3.0,3.0,0.0,,
293,PT03M58.00S,2026-01-23T01:57:26.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,73.80091984231275,18.38235294117647,1610612750,53,48,2026-01-23T01:57:31Z,2900000,False,-158.0,194.0,1,right,A. Edwards 25' 3PT step back (12 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.01,Made,12.0,,,,,,,,,,,,,,,,,
294,PT03M34.00S,2026-01-23T01:57:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630245,5.995400788436268,95.09803921568627,1610612741,53,48,2026-01-23T01:57:54Z,2910000,False,-225.0,4.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
295,PT03M31.00S,2026-01-23T01:57:53.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,53,48,2026-01-23T01:57:54Z,2920000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,294.0,6.0,4.0,2.0,,
296,PT03M16.00S,2026-01-23T01:58:08.8Z,2,REGULAR,2pt,Jump Shot,[],1630183,93.77463863337714,77.45098039215686,1610612750,55,48,2026-01-23T01:58:12Z,2930000,False,137.0,6.0,1,right,J. McDaniels 13' pullup Jump Shot (7 PTS) (D. DiVincenzo 3 AST),"[1630183, 1628978]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,13.74,Made,7.0,,,,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,
298,PT03M08.00S,2026-01-23T01:58:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612741,55,48,2026-01-23T01:58:30Z,2950000,False,,,0,,J. Randle personal FOUL (2 PF) (Buzelis 2 FT),"[203944, 1641824]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,204059.0,2.0,0.0,Buzelis,1641824.0,,,,,,
300,PT03M08.00S,2026-01-23T01:58:51.3Z,2,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,55,49,2026-01-23T01:58:51Z,2970000,False,,,0,,M. Buzelis Free Throw 1 of 2 (6 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
301,PT03M08.00S,2026-01-23T01:58:51.8Z,2,REGULAR,substitution,out,[],203944,,,1610612741,55,49,2026-01-23T01:59:03Z,2980000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M08.00S,2026-01-23T01:58:51.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,55,49,2026-01-23T01:59:03Z,2990000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M08.00S,2026-01-23T01:58:51.8Z,2,REGULAR,substitution,in,[],1629675,,,1610612741,55,49,2026-01-23T01:59:03Z,3000000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M08.00S,2026-01-23T01:58:51.8Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,55,49,2026-01-23T01:59:03Z,3010000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M08.00S,2026-01-23T01:59:21.4Z,2,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,55,50,2026-01-23T01:59:21Z,3020000,False,,,0,,M. Buzelis Free Throw 2 of 2 (7 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
306,PT02M59.00S,2026-01-23T01:59:36.4Z,2,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,55,50,2026-01-23T01:59:45Z,3030000,False,,,0,,R. Gobert step out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,step,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,204059.0,,,,,,,,,,
307,PT02M42.00S,2026-01-23T01:59:58.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,31.750985545335087,42.40196078431372,1610612741,55,53,2026-01-23T02:00:02Z,3040000,False,38.0,246.0,1,left,C. White 24' 3PT  (9 PTS) (T. Jones 4 AST),"[1629632, 1630200]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,24.89,Made,9.0,,,,T. Jones,1630200.0,4.0,,,,,,,,,,,
309,PT02M24.00S,2026-01-23T02:00:16.1Z,2,REGULAR,2pt,Jump Shot,[],1630162,91.93495400788436,77.20588235294117,1610612750,55,53,2026-01-23T02:00:20Z,3060000,False,136.0,23.0,1,right,MISS A. Edwards 13' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,13.8,Missed,,,,,,,,,,,,,,,,,,
310,PT02M22.00S,2026-01-23T02:00:18.1Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612741,55,53,2026-01-23T02:00:20Z,3070000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,309.0,1.0,1.0,0.0,,
311,PT02M18.00S,2026-01-23T02:00:21.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,23.209592641261498,85.29411764705883,1610612741,55,53,2026-01-23T02:04:31Z,3080000,False,-176.0,166.0,1,left,MISS C. White 24' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.21,Missed,,,,,,,,,,,,,,,,,,
312,PT02M16.00S,2026-01-23T02:00:23.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,55,53,2026-01-23T02:00:26Z,3090000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,311.0,7.0,5.0,2.0,,
313,PT02M13.00S,2026-01-23T02:00:26.7Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,55,53,2026-01-23T02:00:30Z,3100000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1641824]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,1.0,Buzelis,1641824.0,,,,,,,,,,,,,,
314,PT02M13.00S,2026-01-23T02:00:26.7Z,2,REGULAR,steal,,[],1641824,,,1610612741,55,53,2026-01-23T02:00:28Z,3110000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
315,PT02M07.00S,2026-01-23T02:00:33.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,4.02431011826544,94.6078431372549,1610612741,55,53,2026-01-23T02:00:39Z,3120000,False,-223.0,-15.0,1,left,MISS C. White running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Left Corner 3,24+ Left,22.35,Missed,,,,,,,,,,,,,,,,,,
316,PT02M03.00S,2026-01-23T02:00:37.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,55,53,2026-01-23T02:00:39Z,3130000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,315.0,3.0,3.0,0.0,,
317,PT01M54.00S,2026-01-23T02:00:45.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,69.07030223390277,30.392156862745097,1610612750,55,53,2026-01-23T02:00:52Z,3140000,False,-98.0,238.0,1,right,MISS N. Reid 25' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
318,PT01M50.00S,2026-01-23T02:00:49.5Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,55,53,2026-01-23T02:01:03Z,3150000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,317.0,4.0,3.0,1.0,,
319,PT01M47.00S,2026-01-23T02:00:52.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,93.51182654402102,50.49019607843137,1610612750,57,53,2026-01-23T02:07:01Z,3160000,False,2.0,8.0,1,right,R. Gobert cutting DUNK (3 PTS) (J. McDaniels 3 AST),"[203497, 1630183]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.89,Made,3.0,,,,J. McDaniels,1630183.0,3.0,,,,,,,,,,,
321,PT01M38.00S,2026-01-23T02:01:03.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612741,57,53,2026-01-23T02:01:09Z,3180000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Giddey 2 FT),"[1630183, 1630581]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,1201.0,2.0,0.0,Giddey,1630581.0,,,,,,
323,PT01M38.00S,2026-01-23T02:01:28.7Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,57,54,2026-01-23T02:01:59Z,3200000,False,,,0,,J. Giddey Free Throw 1 of 2 (14 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
324,PT01M38.00S,2026-01-23T02:01:29.2Z,2,REGULAR,substitution,out,[],1630162,,,1610612741,57,54,2026-01-23T02:01:32Z,3210000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M38.00S,2026-01-23T02:01:29.2Z,2,REGULAR,substitution,in,[],201144,,,1610612741,57,54,2026-01-23T02:01:32Z,3220000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M38.00S,2026-01-23T02:01:28.7Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,57,54,2026-01-23T02:01:59Z,3230000,False,,,0,,MISS J. Giddey Free Throw 2 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
327,PT01M37.00S,2026-01-23T02:01:29.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,57,54,2026-01-23T02:01:59Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,,
328,PT01M37.00S,2026-01-23T02:01:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612741,57,54,2026-01-23T02:02:04Z,3250000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF) (Giddey 2 FT),"[203497, 1630581]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Giddey,1630581.0,,,,,,
330,PT01M37.00S,2026-01-23T02:02:13.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630581,,,1610612741,57,55,2026-01-23T02:02:13Z,3270000,False,,,0,,J. Giddey Free Throw 1 of 2 (15 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
331,PT01M37.00S,2026-01-23T02:02:28.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630581,,,1610612741,57,56,2026-01-23T02:02:28Z,3280000,False,,,0,,J. Giddey Free Throw 2 of 2 (16 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
332,PT01M27.00S,2026-01-23T02:02:43.1Z,2,REGULAR,3pt,Jump Shot,[],201144,77.08607095926413,87.74509803921569,1610612750,57,56,2026-01-23T02:02:48Z,3290000,False,189.0,163.0,1,right,MISS M. Conley 24' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
333,PT01M24.00S,2026-01-23T02:02:46.1Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,57,56,2026-01-23T02:02:48Z,3300000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,332.0,3.0,3.0,0.0,,
334,PT01M14.00S,2026-01-23T02:02:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.302890932982917,52.69607843137255,1610612741,57,56,2026-01-23T02:08:21Z,3310000,False,-13.0,63.0,1,left,MISS N. Vučević 6' floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
335,PT01M12.00S,2026-01-23T02:02:58.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,57,56,2026-01-23T02:03:01Z,3320000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,334.0,,,,,
337,PT00M57.10S,2026-01-23T02:03:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,84.70762155059133,55.63725490196079,1610612750,57,56,2026-01-23T02:03:25Z,3340000,False,28.0,91.0,1,right,MISS R. Gobert 9' turnaround Shot,[203497],1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,,,,,,,
338,PT00M55.10S,2026-01-23T02:03:23.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,57,56,2026-01-23T02:03:25Z,3350000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,337.0,4.0,4.0,0.0,,
339,PT00M40.50S,2026-01-23T02:03:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,12.040078843626807,46.32352941176471,1610612741,57,58,2026-01-23T02:03:42Z,3360000,False,18.0,61.0,1,left,J. Giddey 6' driving floating Jump Shot (18 PTS),[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,18.0,,,,,,,,,,,,,,,,,
340,PT00M31.60S,2026-01-23T02:03:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,85.69727332457293,36.97533700980392,1610612750,59,58,2026-01-23T02:09:43Z,3370000,False,-65.0,82.0,1,right,N. Reid 10' driving floating Jump Shot (11 PTS) (J. McDaniels 4 AST),"[1629675, 1630183]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,10.46,Made,11.0,,,,J. McDaniels,1630183.0,4.0,,,,,,,,,,,
342,PT00M18.30S,2026-01-23T02:04:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,8.278580814717477,45.27037377450981,1610612741,59,60,2026-01-23T02:04:19Z,3390000,False,24.0,25.0,1,left,C. White driving finger roll Layup (11 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,3.46,Made,11.0,,,,,,,,,,,,,,,,,
343,PT00M07.70S,2026-01-23T02:04:28.3Z,2,REGULAR,foul,personal,[],1630200,,,1610612750,59,60,2026-01-23T02:04:39Z,3400000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 201144]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,203593.0,1.0,0.0,Conley,201144.0,,,,,,
345,PT00M00.60S,2026-01-23T02:04:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612750,59,60,2026-01-23T02:05:03Z,3420000,False,,,0,,N. Vučević shooting personal FOUL (2 PF) (McDaniels 2 FT),"[202696, 1630183]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,2.0,0.0,McDaniels,1630183.0,,,,,,
347,PT00M00.60S,2026-01-23T02:05:14.8Z,2,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,60,60,2026-01-23T02:05:14Z,3440000,False,,,0,,J. McDaniels Free Throw 1 of 2 (8 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
348,PT00M00.60S,2026-01-23T02:05:27.6Z,2,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,61,60,2026-01-23T02:05:27Z,3450000,False,,,0,,J. McDaniels Free Throw 2 of 2 (9 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
349,PT00M00.00S,2026-01-23T02:05:30.7Z,2,REGULAR,heave,,[],0,,,1610612741,61,60,2026-01-23T02:15:09Z,3460000,False,,,0,,CHI Heave,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,78.08,,,,,,,,,,,,,,,,,,,
